time,San Antonio,pts.away,score,pts.home,New Orleans
2:22.0,Personal foul by L. Aldridge (drawn by A. Davis),,19-23,,
2:22.0,,,19-23,,New Orleans full timeout
2:22.0,,,19-23,,D. Miller enters the game for R. Rondo
2:22.0,,,19-23,,J. Holiday enters the game for E. Moore
2:08.0,,,19-25,2,J. Holiday makes 2-pt shot from 6 ft (assist by A. Davis)
1:49.0,M. Ginobili makes 2-pt shot from 5 ft,2,21-25,,
1:49.0,Shooting foul by A. Davis (drawn by M. Ginobili),,21-25,,
1:49.0,D. Green enters the game for B. Forbes,,21-25,,
1:49.0,M. Ginobili makes free throw 1 of 1,1,22-25,,
1:29.0,,,22-25,,S. Hill misses 2-pt shot from 8 ft
1:29.0,Defensive rebound by R. Gay,,22-25,,
1:20.0,T. Parker makes 2-pt shot from 19 ft,2,24-25,,
1:09.0,,,24-25,,J. Holiday misses 2-pt shot from 7 ft
1:05.0,,,24-25,,Offensive rebound by J. Holiday
1:05.0,,,24-27,2,J. Holiday makes 2-pt shot at rim
0:49.0,R. Gay makes 2-pt shot at rim (assist by T. Parker),2,26-27,,
0:38.0,,,26-27,,A. Davis misses 2-pt shot from 18 ft
0:35.0,,,26-27,,Offensive rebound by S. Hill
0:22.0,,,26-27,,I. Clark misses 2-pt shot from 21 ft
0:17.0,Defensive rebound by R. Gay,,26-27,,
0:00.0,R. Gay misses 2-pt shot from 17 ft,,26-27,,
0:00.0,,,26-27,,Defensive rebound by A. Davis
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,26-29,2,I. Clark makes 2-pt shot from 7 ft (assist by J. Holiday)
11:30.0,M. Ginobili makes 3-pt shot from 28 ft (assist by R. Gay),3,29-29,,
11:15.0,,,29-29,,Shooting foul by M. Ginobili (drawn by D. Miller)
11:15.0,,,29-30,1,D. Miller makes free throw 1 of 3
11:15.0,,,29-31,1,D. Miller makes free throw 2 of 3
11:15.0,B. Forbes enters the game for D. Green,,29-31,,
11:15.0,,,29-32,1,D. Miller makes free throw 3 of 3
11:01.0,Turnover by R. Gay (bad pass; steal by J. Holiday),,29-32,,
10:56.0,,,29-34,2,J. Holiday makes 2-pt shot from 2 ft (assist by I. Clark)
10:43.0,M. Ginobili misses 3-pt shot from 28 ft,,29-34,,
10:41.0,,,29-34,,Defensive rebound by I. Clark
10:34.0,,,29-34,,Turnover by J. Holiday (bad pass)
10:34.0,P. Mills enters the game for M. Ginobili,,29-34,,
10:19.0,B. Forbes makes 3-pt shot from 27 ft (assist by R. Gay),3,32-34,,
10:04.0,,,32-36,2,J. Holiday makes 2-pt shot from 8 ft
9:48.0,,,32-36,,Personal foul by D. Miller (drawn by R. Gay)
9:48.0,D. Murray enters the game for T. Parker,,32-36,,
9:43.0,D. Murray misses 2-pt shot from 4 ft,,32-36,,
9:43.0,,,32-36,,Defensive rebound by D. Miller
9:32.0,,,32-36,,J. Holiday misses 3-pt shot from 26 ft
9:28.0,Defensive rebound by R. Gay,,32-36,,
9:14.0,R. Gay misses 2-pt shot from 8 ft,,32-36,,
9:11.0,,,32-36,,Defensive rebound by N. Mirotic
9:10.0,,,32-36,,Turnover by N. Mirotic (bad pass; steal by K. Anderson)
9:09.0,P. Mills misses 3-pt shot from 27 ft,,32-36,,
9:08.0,,,32-36,,Defensive rebound by S. Hill
8:55.0,,,32-38,2,J. Holiday makes 2-pt shot from 3 ft (assist by N. Mirotic)
8:33.0,K. Anderson makes 2-pt shot from 7 ft,2,34-38,,
8:27.0,Personal foul by K. Anderson (drawn by N. Mirotic),,34-38,,
8:25.0,Personal foul by B. Forbes (drawn by J. Holiday),,34-38,,
8:21.0,,,34-38,,Turnover by J. Holiday (bad pass; steal by D. Murray)
8:14.0,K. Anderson makes 2-pt shot from 10 ft (assist by P. Mills),2,36-38,,
8:14.0,Shooting foul by S. Hill (drawn by K. Anderson),,36-38,,
8:14.0,K. Anderson makes free throw 1 of 1,1,37-38,,
8:01.0,,,37-40,2,S. Hill makes 2-pt shot from 2 ft (assist by J. Holiday)
7:36.0,B. Forbes misses 2-pt shot from 8 ft,,37-40,,
7:34.0,,,37-40,,Defensive rebound by N. Mirotic
7:29.0,,,37-40,,Turnover by N. Mirotic (bad pass)
7:29.0,D. Green enters the game for R. Gay,,37-40,,
7:18.0,D. Green misses 3-pt shot from 27 ft,,37-40,,
7:16.0,,,37-40,,Defensive rebound by S. Hill
6:59.0,,,37-40,,I. Clark misses 3-pt shot from 25 ft
6:54.0,,,37-40,,Offensive rebound by J. Holiday
6:52.0,,,37-42,2,N. Mirotic makes 2-pt shot from 2 ft (assist by D. Miller)
6:49.0,San Antonio full timeout,,37-42,,
6:49.0,,,37-42,,E. Moore enters the game for D. Miller
6:49.0,L. Aldridge enters the game for K. Anderson,,37-42,,
6:49.0,P. Gasol enters the game for B. Forbes,,37-42,,
6:49.0,,,37-42,,A. Davis enters the game for S. Hill
6:36.0,L. Aldridge misses 2-pt shot from 7 ft,,37-42,,
6:25.0,,,37-42,,Defensive rebound by N. Mirotic
6:19.0,,,37-42,,Turnover by J. Holiday (bad pass)
5:58.0,Turnover by D. Green (bad pass; steal by I. Clark),,37-42,,
5:53.0,,,37-42,,I. Clark misses 2-pt shot from 5 ft (block by D. Murray)
5:48.0,Defensive rebound by D. Green,,37-42,,
5:46.0,D. Green misses 3-pt shot from 24 ft,,37-42,,
5:46.0,,,37-42,,Defensive rebound by N. Mirotic
5:34.0,,,37-42,,A. Davis misses 2-pt shot from 8 ft
5:31.0,Defensive rebound by D. Green,,37-42,,
5:23.0,,,37-42,,R. Rondo enters the game for I. Clark
5:23.0,T. Parker enters the game for D. Murray,,37-42,,
5:23.0,M. Ginobili enters the game for D. Green,,37-42,,
5:13.0,M. Ginobili misses 3-pt shot from 28 ft,,37-42,,
5:10.0,,,37-42,,Defensive rebound by Team
4:55.0,,,37-42,,N. Mirotic misses 3-pt shot from 27 ft
4:52.0,Defensive rebound by P. Gasol,,37-42,,
4:32.0,P. Gasol makes 2-pt shot from 11 ft (assist by M. Ginobili),2,39-42,,
4:25.0,,,39-44,2,N. Mirotic makes 2-pt shot from 7 ft (assist by R. Rondo)
4:25.0,,,39-44,,Shooting foul by P. Gasol (drawn by N. Mirotic)
4:25.0,,,39-45,1,N. Mirotic makes free throw 1 of 1
4:17.0,,,39-45,,Personal foul by N. Mirotic (drawn by P. Gasol)
4:07.0,Turnover by M. Ginobili (bad pass; steal by A. Davis),,39-45,,
4:03.0,,,39-47,2,A. Davis makes 2-pt shot from 8 ft (assist by R. Rondo)
3:42.0,L. Aldridge misses 2-pt shot from 8 ft,,39-47,,
3:40.0,,,39-47,,Defensive rebound by R. Rondo
3:36.0,,,39-49,2,R. Rondo makes 2-pt shot from 7 ft (assist by E. Moore)
3:34.0,San Antonio full timeout,,39-49,,
3:34.0,,,39-49,,I. Clark enters the game for J. Holiday
3:34.0,R. Gay enters the game for P. Gasol,,39-49,,
3:21.0,Turnover by M. Ginobili (bad pass; steal by R. Rondo),,39-49,,
2:59.0,,,39-51,2,R. Rondo makes 2-pt shot from 18 ft
2:43.0,T. Parker misses 2-pt shot from 17 ft,,39-51,,
2:41.0,Offensive rebound by R. Gay,,39-51,,
2:29.0,M. Ginobili misses 2-pt shot from 11 ft,,39-51,,
2:26.0,,,39-51,,Defensive rebound by N. Mirotic
2:16.0,,,39-53,2,N. Mirotic makes 2-pt shot from 5 ft (assist by R. Rondo)
1:52.0,R. Gay misses 3-pt shot from 25 ft,,39-53,,
1:49.0,,,39-53,,Defensive rebound by I. Clark
1:36.0,,,39-53,,Turnover by N. Mirotic (bad pass; steal by R. Gay)
1:27.0,M. Ginobili misses 3-pt shot from 27 ft,,39-53,,
1:22.0,Offensive rebound by R. Gay,,39-53,,
1:18.0,R. Gay misses 2-pt shot from 5 ft (block by A. Davis),,39-53,,
1:16.0,Offensive rebound by T. Parker,,39-53,,
1:16.0,T. Parker makes 2-pt shot at rim,2,41-53,,
1:06.0,,,41-55,2,E. Moore makes 2-pt shot from 3 ft (assist by R. Rondo)
0:49.0,L. Aldridge makes 2-pt shot from 4 ft,2,43-55,,
0:40.0,,,43-55,,N. Mirotic misses 2-pt shot from 8 ft
0:37.0,Defensive rebound by L. Aldridge,,43-55,,
0:33.0,Turnover by M. Ginobili (bad pass; steal by E. Moore),,43-55,,
0:33.0,Personal foul by M. Ginobili (drawn by E. Moore),,43-55,,
0:33.0,,,43-56,1,E. Moore makes clear path free throw 1 of 2
0:33.0,,,43-57,1,E. Moore makes clear path free throw 2 of 2
0:33.0,D. Green enters the game for P. Mills,,43-57,,
0:33.0,B. Forbes enters the game for M. Ginobili,,43-57,,
0:28.0,,,43-59,2,R. Rondo makes 2-pt shot from 10 ft
0:16.0,Turnover by T. Parker (bad pass; steal by A. Davis),,43-59,,
0:10.0,,,43-61,2,N. Mirotic makes 2-pt shot from 5 ft (assist by R. Rondo)
0:00.0,B. Forbes misses 3-pt shot from 26 ft,,43-61,,
0:00.0,Offensive rebound by Team,,43-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,43-61,,A. Davis misses 2-pt shot from 17 ft
11:43.0,Defensive rebound by L. Aldridge,,43-61,,
11:37.0,,,43-61,,Personal foul by R. Rondo (drawn by D. Murray)
11:27.0,K. Anderson misses 2-pt shot from 7 ft,,43-61,,
11:24.0,Offensive rebound by L. Aldridge,,43-61,,
11:22.0,Turnover by P. Mills (traveling),,43-61,,
11:11.0,,,43-61,,R. Rondo misses 2-pt shot from 18 ft
11:08.0,Defensive rebound by D. Green,,43-61,,
10:50.0,Turnover by D. Green (bad pass; steal by R. Rondo),,43-61,,
10:45.0,,,43-63,2,A. Davis makes 2-pt shot from 4 ft (assist by J. Holiday)
10:30.0,L. Aldridge misses 2-pt shot from 14 ft,,43-63,,
10:27.0,,,43-63,,Defensive rebound by N. Mirotic
10:18.0,,,43-65,2,J. Holiday makes 2-pt shot from 4 ft (assist by R. Rondo)
10:07.0,P. Mills misses 2-pt shot from 18 ft,,43-65,,
10:04.0,,,43-65,,Defensive rebound by N. Mirotic
9:55.0,,,43-65,,N. Mirotic misses 3-pt shot from 23 ft
9:51.0,Defensive rebound by D. Murray,,43-65,,
9:41.0,L. Aldridge makes 2-pt shot from 5 ft (assist by K. Anderson),2,45-65,,
9:41.0,Shooting foul by N. Mirotic (drawn by L. Aldridge),,45-65,,
9:41.0,L. Aldridge makes free throw 1 of 1,1,46-65,,
9:30.0,,,46-67,2,R. Rondo makes 2-pt shot from 3 ft
9:15.0,,,46-67,,Personal foul by E. Moore (drawn by L. Aldridge)
9:09.0,D. Murray misses 2-pt shot from 6 ft (block by N. Mirotic),,46-67,,
9:05.0,,,46-67,,Defensive rebound by N. Mirotic
9:04.0,,,46-67,,J. Holiday misses 3-pt shot from 27 ft
8:57.0,,,46-67,,Offensive rebound by A. Davis
8:57.0,,,46-69,2,A. Davis makes 2-pt shot at rim
8:53.0,K. Anderson makes 3-pt shot from 24 ft (assist by D. Green),3,49-69,,
8:38.0,,,49-69,,Turnover by R. Rondo (bad pass; steal by K. Anderson)
8:29.0,D. Green makes 3-pt shot from 27 ft (assist by K. Anderson),3,52-69,,
8:28.0,,,52-71,2,E. Moore makes 2-pt shot from 4 ft (assist by J. Holiday)
8:28.0,Violation by D. Green (def goaltending),,52-71,,
8:19.0,Turnover by P. Mills (lost ball; steal by A. Davis),,52-71,,
8:17.0,,,52-71,,Shooting foul by D. Green (drawn by A. Davis)
8:17.0,,,52-72,1,A. Davis makes free throw 1 of 2
8:17.0,P. Gasol enters the game for L. Aldridge,,52-72,,
8:17.0,,,52-72,,A. Davis misses free throw 2 of 2
8:14.0,Defensive rebound by P. Gasol,,52-72,,
8:06.0,P. Gasol misses 2-pt shot from 17 ft,,52-72,,
8:03.0,,,52-72,,Defensive rebound by N. Mirotic
7:53.0,,,52-72,,Turnover by R. Rondo (out of bounds lost ball)
7:53.0,B. Forbes enters the game for P. Mills,,52-72,,
7:35.0,P. Gasol misses 2-pt shot from 16 ft,,52-72,,
7:32.0,,,52-72,,Defensive rebound by R. Rondo
7:17.0,,,52-72,,N. Mirotic misses 3-pt shot from 26 ft
7:15.0,Defensive rebound by Team,,52-72,,
7:04.0,D. Green makes 3-pt shot from 28 ft (assist by P. Gasol),3,55-72,,
6:53.0,,,55-72,,A. Davis misses 2-pt shot from 17 ft
6:52.0,Defensive rebound by Team,,55-72,,
6:52.0,,,55-72,,New Orleans full timeout
6:52.0,,,55-72,,I. Clark enters the game for R. Rondo
6:31.0,D. Murray misses 2-pt shot from 6 ft,,55-72,,
6:29.0,,,55-72,,Defensive rebound by A. Davis
6:15.0,,,55-74,2,I. Clark makes 2-pt shot from 6 ft
6:04.0,B. Forbes makes 2-pt shot from 17 ft (assist by P. Gasol),2,57-74,,
5:39.0,,,57-74,,E. Moore misses 3-pt shot from 30 ft
5:39.0,,,57-74,,Offensive rebound by A. Davis
5:39.0,,,57-74,,Shooting foul by P. Gasol (drawn by A. Davis)
5:39.0,,,57-74,,A. Davis misses free throw 1 of 2
5:39.0,,,57-74,,Offensive rebound by Team
5:39.0,,,57-74,,D. Miller enters the game for E. Moore
5:39.0,T. Parker enters the game for K. Anderson,,57-74,,
5:39.0,R. Gay enters the game for D. Murray,,57-74,,
5:39.0,,,57-75,1,A. Davis makes free throw 2 of 2
5:17.0,B. Forbes misses 2-pt shot from 10 ft,,57-75,,
5:15.0,,,57-75,,Defensive rebound by A. Davis
5:12.0,,,57-75,,I. Clark misses 3-pt shot from 27 ft
5:08.0,,,57-75,,Offensive rebound by A. Davis
5:06.0,,,57-75,,A. Davis misses 2-pt shot from 7 ft
5:04.0,,,57-75,,Offensive rebound by N. Mirotic
4:55.0,,,57-77,2,J. Holiday makes 2-pt shot from 5 ft
4:44.0,B. Forbes makes 3-pt shot from 26 ft (assist by P. Gasol),3,60-77,,
4:29.0,,,60-79,2,I. Clark makes 2-pt shot from 16 ft
4:10.0,T. Parker makes 2-pt shot from 5 ft,2,62-79,,
3:56.0,,,62-79,,Turnover by J. Holiday (bad pass; steal by D. Green)
3:44.0,Shooting foul by J. Holiday (drawn by P. Gasol),,62-79,,
3:44.0,P. Gasol makes free throw 1 of 2,1,63-79,,
3:44.0,,,63-79,,R. Rondo enters the game for J. Holiday
3:44.0,B. Paul enters the game for D. Green,,63-79,,
3:44.0,P. Gasol makes free throw 2 of 2,1,64-79,,
3:27.0,,,64-79,,Turnover by A. Davis (lost ball; steal by B. Forbes)
3:21.0,Turnover by R. Gay (bad pass),,64-79,,
3:06.0,,,64-79,,A. Davis misses 2-pt shot from 18 ft
3:02.0,Defensive rebound by P. Gasol,,64-79,,
2:59.0,,,64-79,,Personal foul by I. Clark (drawn by T. Parker)
2:59.0,San Antonio full timeout,,64-79,,
2:59.0,,,64-79,,S. Hill enters the game for A. Davis
2:59.0,T. Parker makes free throw 1 of 2,1,65-79,,
2:59.0,T. Parker misses free throw 2 of 2,,65-79,,
2:57.0,Offensive rebound by B. Forbes,,65-79,,
2:53.0,T. Parker misses 2-pt shot from 18 ft,,65-79,,
2:49.0,,,65-79,,Defensive rebound by S. Hill
2:39.0,,,65-81,2,N. Mirotic makes 2-pt shot from 18 ft (assist by R. Rondo)
2:24.0,Turnover by T. Parker (bad pass; steal by N. Mirotic),,65-81,,
2:17.0,,,65-83,2,R. Rondo makes 2-pt shot from 7 ft (assist by I. Clark)
2:01.0,B. Forbes misses 2-pt shot from 15 ft,,65-83,,
1:57.0,,,65-83,,Defensive rebound by D. Miller
1:49.0,,,65-83,,R. Rondo misses 2-pt shot from 10 ft
1:44.0,,,65-83,,Offensive rebound by N. Mirotic
1:44.0,,,65-85,2,N. Mirotic makes 2-pt shot at rim
1:34.0,Shooting foul by D. Miller (drawn by B. Forbes),,65-85,,
1:34.0,B. Forbes makes free throw 1 of 2,1,66-85,,
1:34.0,B. Forbes makes free throw 2 of 2,1,67-85,,
1:13.0,,,67-85,,D. Miller misses 3-pt shot from 26 ft
1:10.0,Defensive rebound by T. Parker,,67-85,,
1:06.0,B. Paul misses 2-pt shot from 6 ft,,67-85,,
1:04.0,Offensive rebound by R. Gay,,67-85,,
1:04.0,R. Gay makes 2-pt shot from 2 ft,2,69-85,,
1:04.0,Shooting foul by S. Hill (drawn by R. Gay),,69-85,,
1:04.0,R. Gay makes free throw 1 of 1,1,70-85,,
0:52.0,,,70-85,,N. Mirotic misses 3-pt shot from 24 ft
0:50.0,Defensive rebound by P. Gasol,,70-85,,
0:43.0,T. Parker misses 2-pt shot from 5 ft,,70-85,,
0:40.0,Offensive rebound by P. Gasol,,70-85,,
0:40.0,P. Gasol makes 2-pt shot at rim,2,72-85,,
0:38.0,,,72-88,3,R. Rondo makes 3-pt shot from 25 ft
0:29.0,T. Parker misses 2-pt shot from 20 ft,,72-88,,
0:24.0,,,72-88,,Defensive rebound by N. Mirotic
0:06.0,,,72-88,,S. Hill misses 2-pt shot from 5 ft
0:05.0,,,72-88,,Offensive rebound by R. Rondo
0:05.0,,,72-90,2,R. Rondo makes 2-pt shot at rim
0:00.0,B. Paul misses 3-pt shot from 24 ft,,72-90,,
0:00.0,,,72-90,,Defensive rebound by D. Miller
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,R. Gay misses 3-pt shot from 27 ft,,72-90,,
11:40.0,,,72-90,,Defensive rebound by R. Rondo
11:25.0,,,72-90,,Turnover by A. Davis (offensive goaltending)
11:15.0,D. Murray misses 2-pt shot from 11 ft,,72-90,,
11:12.0,,,72-90,,Defensive rebound by A. Davis
10:59.0,,,72-90,,Turnover by R. Rondo (bad pass)
10:45.0,T. Parker misses 2-pt shot from 20 ft,,72-90,,
10:42.0,,,72-90,,Defensive rebound by A. Davis
10:31.0,D. Bertans enters the game for T. Parker,,72-90,,
10:21.0,,,72-90,,R. Rondo misses 3-pt shot from 22 ft
10:15.0,,,72-90,,Offensive rebound by S. Hill
10:06.0,,,72-90,,Shooting foul by P. Gasol (drawn by A. Davis)
10:06.0,,,72-91,1,A. Davis makes free throw 1 of 2
10:06.0,,,72-91,,A. Davis misses free throw 2 of 2
10:03.0,Defensive rebound by P. Gasol,,72-91,,
9:48.0,D. Murray makes 2-pt shot from 10 ft (assist by P. Gasol),2,74-91,,
9:48.0,Shooting foul by I. Clark (drawn by D. Murray),,74-91,,
9:48.0,D. Murray makes free throw 1 of 1,1,75-91,,
9:39.0,,,75-93,2,A. Davis makes 2-pt shot from 6 ft (assist by J. Holiday)
9:39.0,,,75-93,,Shooting foul by D. Bertans (drawn by A. Davis)
9:39.0,,,75-93,,E. Moore enters the game for I. Clark
9:39.0,,,75-93,,A. Davis misses free throw 1 of 1
9:39.0,Defensive rebound by P. Gasol,,75-93,,
9:29.0,Shooting foul by E. Moore (drawn by B. Paul),,75-93,,
9:29.0,B. Paul misses free throw 1 of 2,,75-93,,
9:29.0,Offensive rebound by Team,,75-93,,
9:29.0,J. Lauvergne enters the game for P. Gasol,,75-93,,
9:29.0,B. Paul makes free throw 2 of 2,1,76-93,,
9:24.0,,,76-95,2,A. Davis makes 2-pt shot from 4 ft (assist by R. Rondo)
9:12.0,Turnover by B. Paul (bad pass; steal by R. Rondo),,76-95,,
9:09.0,,,76-97,2,R. Rondo makes 2-pt shot from 2 ft (assist by S. Hill)
9:08.0,San Antonio full timeout,,76-97,,
8:58.0,R. Gay misses 2-pt shot from 19 ft,,76-97,,
8:55.0,,,76-97,,Defensive rebound by Team
8:34.0,,,76-97,,E. Moore misses 2-pt shot from 15 ft
8:28.0,Defensive rebound by D. Murray,,76-97,,
8:26.0,B. Paul makes 3-pt shot from 26 ft (assist by D. Murray),3,79-97,,
8:18.0,,,79-99,2,E. Moore makes 2-pt shot from 6 ft (assist by R. Rondo)
8:08.0,D. Murray misses 2-pt shot from 14 ft,,79-99,,
8:04.0,,,79-99,,Defensive rebound by A. Davis
7:57.0,,,79-99,,Turnover by J. Holiday (bad pass)
7:41.0,D. Bertans makes 2-pt shot from 12 ft (assist by J. Lauvergne),2,81-99,,
7:27.0,,,81-101,2,J. Holiday makes 2-pt shot from 3 ft
7:23.0,,,81-101,,Personal foul by E. Moore (drawn by B. Paul)
7:23.0,,,81-101,,D. Miller enters the game for E. Moore
7:23.0,B. Forbes enters the game for R. Gay,,81-101,,
7:06.0,J. Lauvergne misses 2-pt shot from 8 ft (block by A. Davis),,81-101,,
7:03.0,,,81-101,,Defensive rebound by R. Rondo
6:56.0,,,81-101,,Turnover by S. Hill (bad pass)
6:43.0,B. Forbes misses 3-pt shot from 25 ft,,81-101,,
6:39.0,,,81-101,,Defensive rebound by A. Davis
6:31.0,,,81-103,2,A. Davis makes 2-pt shot from 12 ft (assist by R. Rondo)
6:23.0,,,81-103,,Personal foul by R. Rondo (drawn by D. Murray)
6:23.0,,,81-103,,N. Mirotic enters the game for S. Hill
6:14.0,D. Bertans misses 3-pt shot from 27 ft,,81-103,,
6:11.0,,,81-103,,Defensive rebound by D. Miller
5:59.0,,,81-103,,Shooting foul by D. Bertans (drawn by A. Davis)
5:59.0,,,81-103,,A. Davis misses free throw 1 of 2
5:59.0,,,81-103,,Offensive rebound by Team
5:59.0,,,81-104,1,A. Davis makes free throw 2 of 2
5:52.0,D. Bertans makes 2-pt shot from 8 ft (assist by D. Murray),2,83-104,,
5:31.0,,,83-104,,A. Davis misses 3-pt shot from 28 ft
5:31.0,Defensive rebound by D. Murray,,83-104,,
5:21.0,J. Lauvergne misses 2-pt shot from 6 ft,,83-104,,
5:19.0,,,83-104,,Defensive rebound by J. Holiday
5:11.0,,,83-104,,Turnover by A. Davis (out of bounds lost ball)
5:03.0,Turnover by D. Bertans (bad pass; steal by R. Rondo),,83-104,,
4:53.0,,,83-106,2,D. Miller makes 2-pt shot from 5 ft (assist by R. Rondo)
4:30.0,Shooting foul by A. Davis (drawn by J. Lauvergne),,83-106,,
4:30.0,J. Lauvergne makes free throw 1 of 2,1,84-106,,
4:30.0,J. Lauvergne misses free throw 2 of 2,,84-106,,
4:28.0,,,84-106,,Defensive rebound by N. Mirotic
4:21.0,,,84-106,,New Orleans full timeout
