time,Sacramento,pts.away,score,pts.home,New Orleans
0:48.0,Offensive rebound by D. Fox,,55-62,,
0:43.0,Z. Randolph makes 3-pt shot from 25 ft (assist by B. Bogdanovic),3,58-62,,
0:34.0,,,58-62,,J. Nelson misses 3-pt shot from 25 ft
0:31.0,,,58-62,,Offensive rebound by D. Cunningham
0:31.0,,,58-62,,Turnover by D. Cunningham (traveling)
0:31.0,J. Jackson enters the game for G. Temple,,58-62,,
0:16.0,J. Jackson makes 2-pt shot from 1 ft (assist by D. Fox),2,60-62,,
0:16.0,Shooting foul by C. Diallo (drawn by J. Jackson),,60-62,,
0:16.0,,,60-62,,A. Davis enters the game for C. Diallo
0:16.0,,,60-62,,J. Holiday enters the game for D. Cunningham
0:16.0,G. Temple enters the game for Z. Randolph,,60-62,,
0:16.0,J. Jackson makes free throw 1 of 1,1,61-62,,
0:06.0,Personal foul by G. Temple (drawn by J. Nelson),,61-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,61-62,,A. Davis misses 2-pt shot from 10 ft
11:47.0,Defensive rebound by Team,,61-62,,
11:47.0,,,61-62,,Loose ball foul by C. Diallo (drawn by D. Fox)
11:36.0,D. Fox misses 2-pt shot from 13 ft,,61-62,,
11:32.0,,,61-62,,Defensive rebound by E. Moore
11:23.0,,,61-62,,E. Moore misses 2-pt shot from 6 ft
11:22.0,Defensive rebound by Team,,61-62,,
11:12.0,B. Bogdanovic makes 2-pt shot from 8 ft (assist by Z. Randolph),2,63-62,,
10:59.0,,,63-62,,J. Holiday misses 3-pt shot from 26 ft
10:56.0,Defensive rebound by K. Koufos,,63-62,,
10:38.0,D. Fox misses 3-pt shot from 22 ft,,63-62,,
10:33.0,Offensive rebound by K. Koufos,,63-62,,
10:25.0,Z. Randolph makes 2-pt shot from 5 ft,2,65-62,,
10:25.0,Shooting foul by E. Moore (drawn by Z. Randolph),,65-62,,
10:25.0,Z. Randolph misses free throw 1 of 1,,65-62,,
10:22.0,,,65-62,,Defensive rebound by C. Diallo
10:08.0,,,65-62,,Turnover by R. Rondo (bad pass; steal by J. Jackson)
9:59.0,B. Bogdanovic makes 2-pt shot from 8 ft,2,67-62,,
9:59.0,,,67-62,,New Orleans full timeout
9:49.0,Personal foul by J. Jackson (drawn by A. Davis),,67-62,,
9:35.0,,,67-64,2,J. Holiday makes 2-pt shot from 18 ft
9:09.0,K. Koufos misses 2-pt shot from 7 ft,,67-64,,
9:06.0,Offensive rebound by J. Jackson,,67-64,,
9:05.0,J. Jackson makes 2-pt shot from 2 ft,2,69-64,,
8:56.0,,,69-67,3,A. Davis makes 3-pt shot from 25 ft (assist by R. Rondo)
8:37.0,Z. Randolph makes 3-pt shot from 25 ft (assist by D. Fox),3,72-67,,
8:29.0,,,72-67,,Turnover by R. Rondo (bad pass)
8:21.0,D. Fox makes 2-pt shot from 15 ft,2,74-67,,
8:11.0,Violation by Z. Randolph (kicked ball),,74-67,,
8:11.0,,,74-67,,O. Asik enters the game for C. Diallo
8:03.0,,,74-67,,J. Holiday misses 3-pt shot from 22 ft
7:59.0,Defensive rebound by Z. Randolph,,74-67,,
7:59.0,,,74-67,,Personal foul by R. Rondo (drawn by D. Fox)
7:54.0,,,74-67,,Away from play foul by E. Moore (drawn by B. Bogdanovic)
7:42.0,Z. Randolph misses 2-pt shot from 2 ft (block by A. Davis),,74-67,,
7:38.0,,,74-67,,Defensive rebound by A. Davis
7:24.0,,,74-67,,E. Moore misses 3-pt shot from 26 ft
7:22.0,Defensive rebound by J. Jackson,,74-67,,
7:14.0,D. Fox makes 2-pt shot from 23 ft,2,76-67,,
7:04.0,,,76-67,,A. Davis misses 2-pt shot from 1 ft
7:04.0,Defensive rebound by K. Koufos,,76-67,,
6:58.0,Z. Randolph misses 3-pt shot from 23 ft,,76-67,,
6:58.0,,,76-67,,Defensive rebound by E. Moore
6:38.0,,,76-70,3,A. Davis makes 3-pt shot from 25 ft (assist by E. Moore)
6:09.0,Z. Randolph makes 2-pt shot from 1 ft,2,78-70,,
6:01.0,,,78-70,,J. Holiday misses 2-pt shot from 1 ft
5:58.0,Defensive rebound by J. Jackson,,78-70,,
5:54.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by J. Jackson),3,81-70,,
5:53.0,,,81-70,,New Orleans full timeout
5:53.0,,,81-70,,D. Miller enters the game for J. Holiday
5:30.0,,,81-72,2,E. Moore makes 2-pt shot from 9 ft (assist by A. Davis)
5:04.0,Z. Randolph misses 3-pt shot from 29 ft,,81-72,,
5:00.0,,,81-72,,Defensive rebound by R. Rondo
4:53.0,,,81-72,,Shooting foul by Z. Randolph (drawn by A. Davis)
4:53.0,,,81-73,1,A. Davis makes free throw 1 of 2
4:53.0,,,81-74,1,A. Davis makes free throw 2 of 2
4:35.0,J. Jackson misses 2-pt shot from 10 ft,,81-74,,
4:32.0,,,81-74,,Defensive rebound by A. Davis
4:23.0,,,81-74,,R. Rondo misses 3-pt shot from 24 ft
4:20.0,Defensive rebound by K. Koufos,,81-74,,
4:13.0,D. Fox misses 2-pt shot from 14 ft,,81-74,,
4:09.0,Offensive rebound by D. Fox,,81-74,,
4:08.0,Turnover by D. Fox (lost ball; steal by R. Rondo),,81-74,,
4:01.0,,,81-74,,Shooting foul by J. Jackson (drawn by D. Miller)
4:01.0,,,81-75,1,D. Miller makes free throw 1 of 2
4:01.0,,,81-75,,I. Clark enters the game for E. Moore
4:01.0,,,81-76,1,D. Miller makes free throw 2 of 2
3:43.0,Z. Randolph makes 3-pt shot from 23 ft (assist by J. Jackson),3,84-76,,
3:28.0,,,84-76,,I. Clark misses 3-pt shot from 24 ft
3:25.0,Defensive rebound by Z. Randolph,,84-76,,
3:22.0,Shooting foul by D. Miller (drawn by D. Fox),,84-76,,
3:22.0,,,84-76,,J. Nelson enters the game for R. Rondo
3:22.0,D. Fox makes free throw 1 of 2,1,85-76,,
3:22.0,G. Temple enters the game for B. Bogdanovic,,85-76,,
3:22.0,D. Fox makes free throw 2 of 2,1,86-76,,
3:11.0,,,86-78,2,D. Miller makes 2-pt shot from 17 ft (assist by J. Nelson)
2:54.0,D. Fox misses 2-pt shot from 2 ft,,86-78,,
2:47.0,Offensive rebound by K. Koufos,,86-78,,
2:47.0,K. Koufos makes 2-pt shot at rim,2,88-78,,
2:41.0,,,88-78,,A. Davis misses 3-pt shot from 24 ft
2:38.0,Defensive rebound by Z. Randolph,,88-78,,
2:25.0,K. Koufos makes 2-pt shot from 2 ft (assist by Z. Randolph),2,90-78,,
2:13.0,,,90-80,2,I. Clark makes 2-pt shot from 5 ft (assist by J. Nelson)
2:02.0,,,90-80,,Violation by O. Asik (kicked ball)
2:02.0,,,90-80,,J. Holiday enters the game for A. Davis
2:02.0,B. Hield enters the game for J. Jackson,,90-80,,
2:02.0,G. Papagiannis enters the game for K. Koufos,,90-80,,
1:54.0,G. Temple misses 2-pt shot from 22 ft,,90-80,,
1:49.0,,,90-80,,Defensive rebound by I. Clark
1:33.0,,,90-82,2,J. Holiday makes 2-pt shot from 1 ft
1:16.0,Turnover by Z. Randolph (bad pass; steal by J. Holiday),,90-82,,
1:09.0,,,90-84,2,I. Clark makes 2-pt shot from 2 ft (assist by J. Nelson)
1:09.0,Sacramento full timeout,,90-84,,
1:09.0,V. Carter enters the game for D. Fox,,90-84,,
1:09.0,G. Hill enters the game for Z. Randolph,,90-84,,
1:06.0,Turnover by B. Hield (out of bounds lost ball),,90-84,,
1:00.0,,,90-84,,Offensive foul by O. Asik (drawn by V. Carter)
1:00.0,,,90-84,,Turnover by O. Asik (offensive foul)
0:39.0,G. Papagiannis misses 2-pt shot from 15 ft,,90-84,,
0:35.0,,,90-84,,Defensive rebound by I. Clark
0:29.0,,,90-84,,Shooting foul by G. Temple (drawn by I. Clark)
0:29.0,,,90-85,1,I. Clark makes free throw 1 of 2
0:29.0,,,90-85,,I. Clark misses free throw 2 of 2
0:27.0,Defensive rebound by V. Carter,,90-85,,
0:15.0,G. Temple misses 2-pt shot from 18 ft,,90-85,,
0:11.0,,,90-85,,Defensive rebound by O. Asik
0:08.0,,,90-85,,J. Holiday misses 3-pt shot from 24 ft
0:04.0,Defensive rebound by V. Carter,,90-85,,
0:00.0,B. Hield misses 3-pt shot from 24 ft,,90-85,,
0:00.0,Offensive rebound by Team,,90-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Offensive foul by V. Carter (drawn by I. Clark),,90-85,,
11:49.0,Turnover by V. Carter (offensive foul),,90-85,,
11:39.0,,,90-85,,J. Holiday misses 2-pt shot from 15 ft
11:36.0,Defensive rebound by B. Hield,,90-85,,
11:20.0,V. Carter misses 2-pt shot from 11 ft,,90-85,,
11:20.0,,,90-85,,Defensive rebound by D. Miller
11:02.0,,,90-85,,D. Miller misses 3-pt shot from 27 ft
10:57.0,Defensive rebound by G. Papagiannis,,90-85,,
10:46.0,Offensive foul by G. Papagiannis (drawn by J. Nelson),,90-85,,
10:46.0,Turnover by G. Papagiannis (offensive foul),,90-85,,
10:37.0,,,90-87,2,I. Clark makes 2-pt shot from 1 ft (assist by J. Nelson)
10:20.0,G. Temple makes 2-pt shot from 20 ft,2,92-87,,
10:15.0,Personal foul by G. Temple (drawn by J. Holiday),,92-87,,
10:09.0,Personal foul by G. Hill (drawn by I. Clark),,92-87,,
9:56.0,,,92-90,3,I. Clark makes 3-pt shot from 22 ft (assist by J. Nelson)
9:54.0,Sacramento full timeout,,92-90,,
9:54.0,K. Koufos enters the game for G. Papagiannis,,92-90,,
9:37.0,K. Koufos makes 2-pt shot from 3 ft (assist by G. Temple),2,94-90,,
9:22.0,,,94-90,,J. Holiday misses 2-pt shot at rim
9:19.0,Defensive rebound by V. Carter,,94-90,,
9:11.0,G. Hill misses 2-pt shot from 2 ft,,94-90,,
9:09.0,,,94-90,,Defensive rebound by O. Asik
9:05.0,,,94-92,2,J. Nelson makes 2-pt shot from 22 ft
8:52.0,,,94-92,,Personal foul by I. Clark (drawn by G. Hill)
8:43.0,Turnover by G. Temple (bad pass; steal by O. Asik),,94-92,,
8:34.0,,,94-92,,Shooting foul by V. Carter (drawn by O. Asik)
8:34.0,,,94-92,,O. Asik misses free throw 1 of 2
8:34.0,,,94-92,,Offensive rebound by Team
8:34.0,Z. Randolph enters the game for V. Carter,,94-92,,
8:34.0,,,94-93,1,O. Asik makes free throw 2 of 2
8:22.0,Z. Randolph makes 2-pt shot from 14 ft,2,96-93,,
8:10.0,,,96-93,,D. Miller misses 3-pt shot from 26 ft
8:07.0,Defensive rebound by G. Temple,,96-93,,
7:52.0,,,96-93,,A. Davis enters the game for O. Asik
7:46.0,Z. Randolph misses 3-pt shot from 29 ft,,96-93,,
7:43.0,,,96-93,,Defensive rebound by A. Davis
7:26.0,,,96-93,,A. Davis misses 2-pt shot from 1 ft
7:24.0,Defensive rebound by K. Koufos,,96-93,,
7:20.0,B. Hield makes 2-pt shot from 7 ft (assist by G. Temple),2,98-93,,
7:05.0,,,98-93,,J. Nelson misses 2-pt shot from 17 ft
7:02.0,Defensive rebound by K. Koufos,,98-93,,
7:00.0,Shooting foul by J. Nelson (drawn by G. Temple),,98-93,,
7:00.0,G. Temple makes free throw 1 of 2,1,99-93,,
7:00.0,G. Temple makes free throw 2 of 2,1,100-93,,
6:43.0,,,100-93,,E. Moore enters the game for J. Nelson
6:43.0,D. Fox enters the game for B. Hield,,100-93,,
6:38.0,,,100-93,,A. Davis misses 2-pt shot from 2 ft
6:36.0,Defensive rebound by D. Fox,,100-93,,
6:31.0,Z. Randolph misses 2-pt shot from 3 ft,,100-93,,
6:31.0,,,100-93,,Defensive rebound by A. Davis
6:20.0,,,100-93,,J. Holiday misses 2-pt shot from 1 ft
6:20.0,Defensive rebound by D. Fox,,100-93,,
6:06.0,Z. Randolph misses 2-pt shot from 2 ft (block by A. Davis),,100-93,,
6:06.0,Offensive rebound by Z. Randolph,,100-93,,
6:00.0,Z. Randolph makes 2-pt shot from 1 ft,2,102-93,,
5:52.0,,,102-93,,J. Holiday misses 3-pt shot from 26 ft
5:52.0,Defensive rebound by K. Koufos,,102-93,,
5:32.0,G. Hill misses 3-pt shot from 23 ft,,102-93,,
5:32.0,,,102-93,,Defensive rebound by A. Davis
5:19.0,,,102-95,2,I. Clark makes 2-pt shot from 1 ft (assist by A. Davis)
5:00.0,Z. Randolph makes 2-pt shot from 2 ft (assist by G. Temple),2,104-95,,
4:42.0,,,104-95,,Shooting foul by G. Hill (drawn by J. Holiday)
4:42.0,,,104-96,1,J. Holiday makes free throw 1 of 2
4:42.0,,,104-96,,O. Asik enters the game for I. Clark
4:42.0,,,104-96,,J. Nelson enters the game for D. Miller
4:42.0,,,104-97,1,J. Holiday makes free throw 2 of 2
4:28.0,Z. Randolph misses 2-pt shot from 11 ft,,104-97,,
4:26.0,,,104-97,,Defensive rebound by Team
4:13.0,Personal foul by K. Koufos (drawn by A. Davis),,104-97,,
4:13.0,,,104-98,1,A. Davis makes free throw 1 of 2
4:13.0,,,104-99,1,A. Davis makes free throw 2 of 2
3:53.0,D. Fox misses 2-pt shot from 11 ft (block by A. Davis),,104-99,,
3:53.0,,,104-99,,Defensive rebound by J. Nelson
3:46.0,,,104-99,,J. Holiday misses 3-pt shot from 24 ft
