time,Portland,pts.away,score,pts.home,Phoenix
6:25.0,,,10-11,,T. Chandler misses 2-pt shot from 2 ft
6:23.0,Defensive rebound by J. Nurkic,,10-11,,
6:12.0,J. Nurkic misses 2-pt shot from 12 ft,,10-11,,
6:11.0,,,10-11,,Defensive rebound by Team
6:11.0,Loose ball foul by E. Turner (drawn by T. Warren),,10-11,,
6:11.0,S. Napier enters the game for E. Turner,,10-11,,
5:58.0,,,10-11,,T. Warren misses 2-pt shot from 2 ft
5:56.0,Defensive rebound by P. Connaughton,,10-11,,
5:51.0,D. Lillard misses 2-pt shot from 13 ft,,10-11,,
5:46.0,Offensive rebound by D. Lillard,,10-11,,
5:46.0,D. Lillard makes 2-pt shot at rim,2,12-11,,
5:37.0,,,12-11,,J. Jackson misses 2-pt shot from 9 ft
5:37.0,Defensive rebound by J. Nurkic,,12-11,,
5:28.0,J. Nurkic misses 3-pt shot from 26 ft,,12-11,,
5:28.0,,,12-11,,Defensive rebound by T. Chandler
5:17.0,,,12-13,2,T. Chandler makes 2-pt shot at rim (assist by D. Booker)
4:54.0,Turnover by J. Nurkic (lost ball; steal by T. Chandler),,12-13,,
4:48.0,,,12-13,,D. Booker misses 2-pt shot from 3 ft
4:45.0,Defensive rebound by D. Lillard,,12-13,,
4:35.0,P. Connaughton makes 3-pt shot from 26 ft (assist by A. Aminu),3,15-13,,
4:16.0,,,15-13,,D. Booker misses 2-pt shot from 2 ft (block by D. Lillard)
4:16.0,,,15-13,,Offensive rebound by D. Booker
4:13.0,,,15-15,2,D. Booker makes 2-pt shot from 2 ft
3:58.0,D. Lillard makes 2-pt shot from 15 ft,2,17-15,,
3:47.0,Personal foul by S. Napier (drawn by D. Booker),,17-15,,
3:47.0,,,17-15,,M. Chriss enters the game for T. Chandler
3:47.0,C. Swanigan enters the game for A. Aminu,,17-15,,
3:47.0,E. Davis enters the game for J. Nurkic,,17-15,,
3:33.0,,,17-17,2,D. Booker makes 2-pt shot from 12 ft
3:17.0,,,17-17,,Personal foul by T. Ulis (drawn by E. Davis)
3:17.0,Portland full timeout,,17-17,,
3:17.0,,,17-17,,E. Bledsoe enters the game for T. Ulis
3:17.0,,,17-17,,D. Bender enters the game for J. Jackson
3:10.0,C. Swanigan misses 2-pt shot from 5 ft,,17-17,,
3:08.0,,,17-17,,Defensive rebound by D. Booker
3:01.0,,,17-17,,M. Chriss misses 2-pt shot from 1 ft (block by E. Davis)
2:57.0,Defensive rebound by S. Napier,,17-17,,
2:41.0,D. Lillard makes 2-pt shot at rim,2,19-17,,
2:24.0,,,19-17,,T. Warren misses 2-pt shot from 12 ft
2:20.0,Defensive rebound by E. Davis,,19-17,,
2:14.0,D. Lillard misses 2-pt shot from 2 ft (block by M. Chriss),,19-17,,
2:14.0,Offensive rebound by Team,,19-17,,
2:14.0,,,19-17,,T. Daniels enters the game for D. Booker
2:14.0,M. Harkless enters the game for D. Lillard,,19-17,,
2:06.0,M. Harkless misses 2-pt shot from 3 ft,,19-17,,
2:04.0,Offensive rebound by C. Swanigan,,19-17,,
2:02.0,C. Swanigan misses 2-pt shot from 2 ft,,19-17,,
2:02.0,Offensive rebound by E. Davis,,19-17,,
1:58.0,E. Davis makes 2-pt shot from 1 ft,2,21-17,,
1:38.0,,,21-17,,Turnover by E. Bledsoe (lost ball; steal by C. Swanigan)
1:31.0,S. Napier makes 3-pt shot from 26 ft (assist by C. Swanigan),3,24-17,,
1:20.0,,,24-17,,T. Daniels misses 3-pt shot from 25 ft
1:18.0,Defensive rebound by C. Swanigan,,24-17,,
1:05.0,E. Davis misses 2-pt shot from 2 ft,,24-17,,
1:03.0,Offensive rebound by Team,,24-17,,
0:51.0,P. Connaughton makes 2-pt shot from 16 ft,2,26-17,,
0:37.0,,,26-19,2,E. Bledsoe makes 2-pt shot at rim
0:33.0,S. Napier makes 3-pt shot from 28 ft,3,29-19,,
0:26.0,Personal foul by S. Napier (drawn by E. Bledsoe),,29-19,,
0:26.0,,,29-20,1,E. Bledsoe makes free throw 1 of 2
0:26.0,,,29-20,,J. Jackson enters the game for M. Chriss
0:26.0,,,29-21,1,E. Bledsoe makes free throw 2 of 2
0:26.0,D. Lillard enters the game for C. Swanigan,,29-21,,
0:02.0,S. Napier misses 2-pt shot from 2 ft (block by D. Bender),,29-21,,
0:02.0,C. Swanigan enters the game for D. Lillard,,29-21,,
0:01.0,Offensive rebound by M. Harkless,,29-21,,
0:01.0,Turnover by Team (shot clock),,29-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,29-21,,D. Bender misses 2-pt shot from 6 ft
11:46.0,,,29-21,,Offensive rebound by D. Bender
11:43.0,,,29-21,,D. Bender misses 2-pt shot from 4 ft
11:43.0,Defensive rebound by C. Swanigan,,29-21,,
11:33.0,Offensive foul by E. Davis (drawn by D. Bender),,29-21,,
11:33.0,Turnover by E. Davis (offensive foul),,29-21,,
11:17.0,,,29-21,,J. Jackson misses 2-pt shot from 20 ft
11:09.0,,,29-21,,Offensive rebound by E. Bledsoe
11:09.0,,,29-23,2,E. Bledsoe makes 2-pt shot at rim
10:48.0,C. Swanigan misses 2-pt shot from 17 ft,,29-23,,
10:45.0,,,29-23,,Defensive rebound by T. Daniels
10:40.0,,,29-23,,E. Bledsoe misses 3-pt shot from 25 ft
10:37.0,Defensive rebound by S. Napier,,29-23,,
10:32.0,S. Napier makes 2-pt shot from 20 ft,2,31-23,,
10:14.0,,,31-25,2,D. Booker makes 2-pt shot from 13 ft
9:58.0,P. Connaughton misses 3-pt shot from 25 ft,,31-25,,
9:55.0,,,31-25,,Defensive rebound by E. Bledsoe
9:53.0,,,31-27,2,E. Bledsoe makes 2-pt shot at rim
9:53.0,,,31-27,,Shooting foul by P. Connaughton (drawn by E. Bledsoe)
9:53.0,E. Turner enters the game for C. Swanigan,,31-27,,
9:53.0,,,31-28,1,E. Bledsoe makes free throw 1 of 1
9:40.0,E. Turner misses 2-pt shot from 10 ft,,31-28,,
9:38.0,Offensive rebound by M. Harkless,,31-28,,
9:33.0,M. Harkless misses 2-pt shot from 1 ft,,31-28,,
9:31.0,,,31-28,,Defensive rebound by D. Bender
9:22.0,,,31-28,,E. Bledsoe misses 3-pt shot from 22 ft
9:19.0,Defensive rebound by E. Turner,,31-28,,
9:15.0,E. Turner makes 2-pt shot from 8 ft,2,33-28,,
8:59.0,,,33-28,,D. Booker misses 3-pt shot from 24 ft
8:56.0,Defensive rebound by E. Davis,,33-28,,
8:51.0,Shooting foul by D. Bender (drawn by E. Davis),,33-28,,
8:51.0,E. Davis makes free throw 1 of 2,1,34-28,,
8:51.0,,,34-28,,T. Ulis enters the game for E. Bledsoe
8:51.0,E. Davis makes free throw 2 of 2,1,35-28,,
8:39.0,,,35-28,,J. Jackson misses 2-pt shot from 1 ft
8:37.0,Defensive rebound by P. Connaughton,,35-28,,
8:27.0,M. Harkless misses 2-pt shot from 2 ft,,35-28,,
8:25.0,Offensive rebound by M. Harkless,,35-28,,
8:24.0,M. Harkless makes 2-pt shot at rim,2,37-28,,
8:02.0,,,37-28,,D. Bender misses 3-pt shot from 24 ft
7:59.0,Defensive rebound by E. Davis,,37-28,,
7:46.0,E. Davis misses 2-pt shot from 6 ft,,37-28,,
7:45.0,,,37-28,,Defensive rebound by D. Bender
7:37.0,,,37-28,,T. Ulis misses 2-pt shot from 4 ft
7:36.0,Defensive rebound by M. Harkless,,37-28,,
7:29.0,M. Harkless makes 2-pt shot from 3 ft,2,39-28,,
7:29.0,,,39-28,,Phoenix full timeout
7:29.0,,,39-28,,T. Chandler enters the game for T. Daniels
7:29.0,,,39-28,,T. Warren enters the game for D. Bender
7:29.0,D. Lillard enters the game for P. Connaughton,,39-28,,
7:29.0,J. Nurkic enters the game for S. Napier,,39-28,,
7:29.0,A. Aminu enters the game for E. Davis,,39-28,,
7:11.0,,,39-28,,J. Jackson misses 3-pt shot from 24 ft
7:08.0,Defensive rebound by A. Aminu,,39-28,,
6:55.0,D. Lillard misses 3-pt shot from 25 ft,,39-28,,
6:52.0,,,39-28,,Defensive rebound by J. Jackson
6:44.0,,,39-28,,D. Booker misses 2-pt shot from 12 ft
6:41.0,Defensive rebound by J. Nurkic,,39-28,,
6:34.0,E. Turner makes 2-pt shot from 12 ft,2,41-28,,
6:18.0,,,41-28,,D. Booker misses 2-pt shot from 5 ft (block by E. Turner)
6:18.0,,,41-28,,Offensive rebound by Team
6:15.0,,,41-28,,Turnover by T. Ulis (bad pass; steal by D. Lillard)
6:03.0,E. Turner misses 2-pt shot from 17 ft,,41-28,,
6:00.0,,,41-28,,Defensive rebound by D. Booker
5:43.0,,,41-30,2,J. Jackson makes 2-pt shot from 1 ft
5:31.0,Shooting foul by T. Warren (drawn by M. Harkless),,41-30,,
5:31.0,M. Harkless makes free throw 1 of 2,1,42-30,,
5:31.0,,,42-30,,E. Bledsoe enters the game for T. Ulis
5:31.0,M. Harkless makes free throw 2 of 2,1,43-30,,
5:10.0,,,43-32,2,D. Booker makes 2-pt shot from 19 ft (assist by E. Bledsoe)
4:46.0,J. Nurkic makes 2-pt shot from 19 ft (assist by D. Lillard),2,45-32,,
4:38.0,,,45-34,2,E. Bledsoe makes 2-pt shot from 1 ft
4:38.0,,,45-34,,Shooting foul by J. Nurkic (drawn by E. Bledsoe)
4:38.0,,,45-35,1,E. Bledsoe makes free throw 1 of 1
4:18.0,J. Nurkic misses 2-pt shot from 1 ft,,45-35,,
4:13.0,,,45-35,,Defensive rebound by J. Jackson
4:09.0,,,45-35,,T. Warren misses 2-pt shot from 18 ft
3:57.0,Defensive rebound by A. Aminu,,45-35,,
3:54.0,D. Lillard makes 3-pt shot from 27 ft,3,48-35,,
3:34.0,,,48-35,,E. Bledsoe misses 2-pt shot from 16 ft
3:32.0,Defensive rebound by J. Nurkic,,48-35,,
3:25.0,J. Nurkic makes 2-pt shot from 22 ft (assist by D. Lillard),2,50-35,,
3:05.0,,,50-35,,Loose ball foul by T. Chandler (drawn by J. Nurkic)
3:05.0,Portland full timeout,,50-35,,
3:04.0,,,50-35,,T. Warren misses 2-pt shot from 12 ft
3:04.0,Defensive rebound by Team,,50-35,,
2:51.0,Turnover by J. Nurkic (bad pass; steal by D. Booker),,50-35,,
2:41.0,,,50-35,,J. Jackson misses 2-pt shot from 2 ft
2:41.0,,,50-35,,Offensive rebound by Team
2:41.0,Loose ball foul by J. Nurkic (drawn by T. Chandler),,50-35,,
2:35.0,,,50-35,,D. Booker misses 3-pt shot from 24 ft
2:32.0,Defensive rebound by A. Aminu,,50-35,,
2:27.0,Shooting foul by E. Bledsoe (drawn by D. Lillard),,50-35,,
2:27.0,D. Lillard makes free throw 1 of 3,1,51-35,,
2:27.0,D. Lillard makes free throw 2 of 3,1,52-35,,
2:27.0,D. Lillard makes free throw 3 of 3,1,53-35,,
2:07.0,,,53-35,,J. Jackson misses 2-pt shot from 1 ft (block by M. Harkless)
2:05.0,,,53-35,,Personal foul by D. Booker (drawn by J. Nurkic)
2:05.0,J. Nurkic misses free throw 1 of 2,,53-35,,
2:05.0,Offensive rebound by Team,,53-35,,
2:05.0,J. Nurkic makes free throw 2 of 2,1,54-35,,
2:04.0,Offensive rebound by A. Aminu,,54-35,,
1:51.0,,,54-35,,Offensive charge foul by T. Chandler (drawn by J. Nurkic)
1:51.0,,,54-35,,Turnover by T. Chandler (offensive foul)
1:42.0,Turnover by E. Turner (turnover),,54-35,,
1:22.0,,,54-35,,D. Booker misses 2-pt shot from 5 ft
1:20.0,Defensive rebound by J. Nurkic,,54-35,,
1:01.0,M. Harkless misses 3-pt shot from 24 ft,,54-35,,
0:58.0,Offensive rebound by A. Aminu,,54-35,,
0:56.0,D. Lillard misses 3-pt shot from 25 ft,,54-35,,
0:56.0,Offensive rebound by A. Aminu,,54-35,,
0:50.0,A. Aminu makes 3-pt shot from 25 ft (assist by D. Lillard),3,57-35,,
0:34.0,,,57-35,,D. Booker misses 2-pt shot at rim (block by D. Lillard)
0:30.0,,,57-35,,Offensive rebound by D. Booker
0:30.0,,,57-35,,Shooting foul by J. Nurkic (drawn by T. Chandler)
0:30.0,,,57-35,,T. Chandler misses free throw 1 of 2
0:30.0,,,57-35,,Offensive rebound by Team
0:30.0,P. Connaughton enters the game for J. Nurkic,,57-35,,
0:30.0,,,57-35,,T. Chandler misses free throw 2 of 2
0:27.0,Defensive rebound by A. Aminu,,57-35,,
0:13.0,D. Lillard misses 2-pt shot from 1 ft (block by E. Bledsoe),,57-35,,
0:13.0,Offensive rebound by Team,,57-35,,
0:07.0,D. Lillard makes 3-pt shot from 26 ft (assist by P. Connaughton),3,60-35,,
0:00.0,,,60-35,,T. Warren misses 2-pt shot from 1 ft (block by A. Aminu)
0:00.0,,,60-35,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:33.0,,,60-35,,T. Warren misses 3-pt shot from 23 ft
11:31.0,,,60-35,,Offensive rebound by E. Bledsoe
11:23.0,,,60-35,,E. Bledsoe misses 3-pt shot from 25 ft
11:19.0,Defensive rebound by J. Nurkic,,60-35,,
11:04.0,Shooting foul by D. Booker (drawn by E. Turner),,60-35,,
11:04.0,E. Turner makes free throw 1 of 2,1,61-35,,
11:04.0,E. Turner makes free throw 2 of 2,1,62-35,,
10:42.0,,,62-35,,T. Warren misses 2-pt shot from 13 ft
10:39.0,,,62-35,,Offensive rebound by T. Warren
10:38.0,,,62-35,,T. Warren misses 2-pt shot from 2 ft
10:38.0,Defensive rebound by A. Aminu,,62-35,,
10:25.0,M. Harkless makes 2-pt shot from 1 ft,2,64-35,,
10:18.0,,,64-37,2,T. Warren makes 2-pt shot from 2 ft (assist by E. Bledsoe)
10:00.0,J. Nurkic misses 2-pt shot from 3 ft,,64-37,,
9:57.0,Offensive rebound by D. Lillard,,64-37,,
9:56.0,D. Lillard makes 2-pt shot from 11 ft,2,66-37,,
9:49.0,,,66-37,,E. Bledsoe misses 2-pt shot from 2 ft (block by D. Lillard)
9:49.0,Defensive rebound by J. Nurkic,,66-37,,
9:41.0,E. Turner makes 3-pt shot from 24 ft (assist by M. Harkless),3,69-37,,
9:40.0,,,69-37,,Phoenix full timeout
9:40.0,,,69-37,,M. Chriss enters the game for T. Warren
9:40.0,,,69-37,,T. Daniels enters the game for J. Jackson
9:32.0,,,69-37,,Offensive foul by T. Chandler (drawn by E. Turner)
9:32.0,,,69-37,,Turnover by T. Chandler (offensive foul)
9:13.0,Turnover by J. Nurkic (bad pass; steal by D. Booker),,69-37,,
9:04.0,,,69-39,2,D. Booker makes 2-pt shot at rim
9:00.0,Shooting foul by T. Chandler (drawn by J. Nurkic),,69-39,,
9:00.0,J. Nurkic makes free throw 1 of 2,1,70-39,,
9:00.0,J. Nurkic makes free throw 2 of 2,1,71-39,,
8:48.0,,,71-39,,E. Bledsoe misses 2-pt shot from 18 ft
8:43.0,Defensive rebound by D. Lillard,,71-39,,
8:41.0,,,71-39,,Personal foul by T. Daniels (drawn by M. Harkless)
8:35.0,M. Harkless misses 2-pt shot from 3 ft (block by T. Chandler),,71-39,,
8:32.0,Offensive rebound by A. Aminu,,71-39,,
8:26.0,Turnover by M. Harkless (lost ball; steal by T. Daniels),,71-39,,
8:20.0,,,71-39,,T. Daniels misses 3-pt shot from 26 ft
8:16.0,Defensive rebound by J. Nurkic,,71-39,,
8:03.0,A. Aminu makes 2-pt shot from 5 ft,2,73-39,,
7:47.0,,,73-39,,Turnover by M. Chriss (out of bounds lost ball)
7:35.0,D. Lillard misses 2-pt shot from 2 ft (block by D. Booker),,73-39,,
7:33.0,Offensive rebound by E. Turner,,73-39,,
7:33.0,Shooting foul by M. Chriss (drawn by E. Turner),,73-39,,
7:33.0,E. Turner misses free throw 1 of 2,,73-39,,
7:33.0,Offensive rebound by Team,,73-39,,
7:33.0,,,73-39,,T. Ulis enters the game for E. Bledsoe
7:33.0,E. Turner makes free throw 2 of 2,1,74-39,,
7:19.0,,,74-39,,T. Ulis misses 2-pt shot from 18 ft
7:15.0,Defensive rebound by J. Nurkic,,74-39,,
7:00.0,Turnover by E. Turner (traveling),,74-39,,
6:48.0,,,74-39,,D. Booker misses 2-pt shot from 10 ft
6:45.0,Defensive rebound by A. Aminu,,74-39,,
6:42.0,Turnover by A. Aminu (bad pass),,74-39,,
6:42.0,,,74-39,,Phoenix full timeout
6:42.0,,,74-39,,E. Bledsoe enters the game for D. Booker
6:29.0,,,74-39,,E. Bledsoe misses 2-pt shot from 9 ft
6:24.0,,,74-39,,Offensive rebound by M. Chriss
6:23.0,,,74-39,,M. Chriss misses 2-pt shot from 1 ft
6:23.0,Turnover by J. Nurkic (lost ball; steal by E. Bledsoe),,74-39,,
6:23.0,,,74-39,,Turnover by E. Bledsoe (lost ball; steal by J. Nurkic)
6:17.0,Defensive rebound by J. Nurkic,,74-39,,
6:09.0,,,74-39,,Personal foul by M. Chriss (drawn by J. Nurkic)
6:09.0,J. Nurkic misses free throw 1 of 2,,74-39,,
6:09.0,Offensive rebound by Team,,74-39,,
6:09.0,,,74-39,,D. Bender enters the game for T. Chandler
6:09.0,J. Nurkic makes free throw 2 of 2,1,75-39,,
6:04.0,,,75-42,3,T. Daniels makes 3-pt shot from 26 ft (assist by T. Ulis)
5:44.0,M. Harkless misses 2-pt shot from 4 ft,,75-42,,
5:40.0,,,75-42,,Defensive rebound by E. Bledsoe
5:37.0,Personal foul by M. Harkless (drawn by E. Bledsoe),,75-42,,
5:37.0,P. Connaughton enters the game for E. Turner,,75-42,,
5:29.0,,,75-42,,Shooting foul by D. Lillard (drawn by T. Ulis)
5:29.0,,,75-42,,T. Ulis misses free throw 1 of 2
5:29.0,,,75-42,,Offensive rebound by Team
5:29.0,,,75-43,1,T. Ulis makes free throw 2 of 2
5:11.0,D. Lillard makes 2-pt shot from 6 ft,2,77-43,,
4:55.0,,,77-43,,M. Chriss misses 3-pt shot from 27 ft
4:50.0,Defensive rebound by M. Harkless,,77-43,,
4:40.0,Jump ball: T. Ulis vs. D. Lillard (J. Nurkic gains possession),,,,Jump ball: T. Ulis vs. D. Lillard (J. Nurkic gains possession)
4:40.0,,,77-43,,Loose ball foul by M. Chriss (drawn by J. Nurkic)
4:40.0,J. Nurkic makes free throw 1 of 2,1,78-43,,
4:40.0,,,78-43,,T. Warren enters the game for M. Chriss
4:40.0,J. Nurkic makes free throw 2 of 2,1,79-43,,
4:32.0,,,79-43,,E. Bledsoe misses 2-pt shot from 2 ft
4:27.0,,,79-43,,Offensive rebound by T. Warren
4:27.0,,,79-45,2,T. Warren makes 2-pt shot at rim
4:15.0,Turnover by J. Nurkic (bad pass; steal by T. Ulis),,79-45,,
4:11.0,,,79-45,,Shooting foul by A. Aminu (drawn by D. Bender)
4:11.0,Portland full timeout,,79-45,,
4:11.0,E. Davis enters the game for J. Nurkic,,79-45,,
4:11.0,,,79-46,1,D. Bender makes free throw 1 of 2
4:11.0,,,79-47,1,D. Bender makes free throw 2 of 2
3:54.0,E. Davis makes 2-pt shot from 3 ft (assist by M. Harkless),2,81-47,,
3:40.0,,,81-50,3,T. Daniels makes 3-pt shot from 25 ft (assist by T. Ulis)
3:20.0,E. Davis misses 2-pt shot from 5 ft,,81-50,,
3:18.0,,,81-50,,Defensive rebound by D. Bender
3:15.0,,,81-50,,Shooting foul by P. Connaughton (drawn by T. Warren)
3:15.0,,,81-51,1,T. Warren makes free throw 1 of 2
3:15.0,E. Turner enters the game for M. Harkless,,81-51,,
3:15.0,,,81-52,1,T. Warren makes free throw 2 of 2
3:02.0,E. Turner makes 2-pt shot from 9 ft,2,83-52,,
2:48.0,,,83-52,,D. Bender misses 3-pt shot from 24 ft
2:46.0,Defensive rebound by A. Aminu,,83-52,,
2:31.0,D. Lillard misses 2-pt shot from 6 ft,,83-52,,
2:29.0,Offensive rebound by E. Davis,,83-52,,
2:28.0,E. Davis makes 2-pt shot at rim,2,85-52,,
2:20.0,,,85-52,,Turnover by T. Ulis (bad pass; steal by E. Turner)
2:16.0,P. Connaughton makes 2-pt shot at rim (assist by E. Turner),2,87-52,,
1:57.0,,,87-52,,T. Ulis misses 3-pt shot from 29 ft
1:54.0,Defensive rebound by A. Aminu,,87-52,,
1:42.0,P. Connaughton misses 2-pt shot from 2 ft,,87-52,,
1:36.0,Offensive rebound by E. Davis,,87-52,,
1:36.0,E. Davis makes 2-pt shot at rim,2,89-52,,
1:20.0,,,89-52,,E. Bledsoe misses 2-pt shot from 3 ft
1:18.0,Defensive rebound by E. Davis,,89-52,,
1:06.0,E. Turner misses 2-pt shot from 5 ft (block by T. Warren),,89-52,,
1:05.0,Offensive rebound by Team,,89-52,,
1:00.0,D. Lillard makes 3-pt shot from 25 ft (assist by A. Aminu),3,92-52,,
0:49.0,,,92-52,,Turnover by T. Warren (traveling)
0:33.0,P. Connaughton makes 3-pt shot from 26 ft (assist by D. Lillard),3,95-52,,
0:26.0,,,95-55,3,E. Bledsoe makes 3-pt shot from 27 ft
0:04.0,D. Lillard makes 3-pt shot from 26 ft,3,98-55,,
0:00.0,,,98-55,,E. Bledsoe misses 3-pt shot from 26 ft
0:00.0,,,98-55,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,C. Swanigan misses 2-pt shot from 1 ft,,98-55,,
11:36.0,Turnover by Team (shot clock),,98-55,,
11:35.0,Offensive rebound by Team,,98-55,,
11:18.0,,,98-55,,Turnover by E. Bledsoe (bad pass)
11:00.0,P. Connaughton makes 3-pt shot from 26 ft (assist by S. Napier),3,101-55,,
10:43.0,,,101-55,,Turnover by E. Bledsoe (lost ball; steal by J. Layman)
10:37.0,J. Layman makes 3-pt shot from 25 ft (assist by S. Napier),3,104-55,,
10:36.0,,,104-55,,Phoenix full timeout
10:36.0,,,104-55,,A. Peters enters the game for E. Bledsoe
10:36.0,,,104-55,,M. Chriss enters the game for T. Warren
10:36.0,,,104-55,,D. Jones enters the game for T. Chandler
10:36.0,,,104-55,,M. James enters the game for J. Jackson
10:36.0,M. Leonard enters the game for E. Davis,,104-55,,
10:21.0,,,104-58,3,A. Peters makes 3-pt shot from 22 ft (assist by M. James)
10:03.0,P. Connaughton makes 2-pt shot at rim (assist by C. Swanigan),2,106-58,,
10:03.0,Shooting foul by T. Daniels (drawn by P. Connaughton),,106-58,,
10:03.0,P. Connaughton makes free throw 1 of 1,1,107-58,,
9:47.0,,,107-58,,Turnover by T. Daniels (bad pass; steal by S. Napier)
9:41.0,P. Connaughton misses 3-pt shot from 22 ft,,107-58,,
9:40.0,,,107-58,,Defensive rebound by Team
9:40.0,Loose ball foul by C. Swanigan (drawn by A. Peters),,107-58,,
9:28.0,,,107-58,,M. James misses 2-pt shot from 10 ft
9:26.0,Defensive rebound by C. Swanigan,,107-58,,
9:06.0,S. Napier misses 2-pt shot from 4 ft (block by A. Peters),,107-58,,
9:02.0,,,107-58,,Defensive rebound by A. Peters
8:59.0,,,107-58,,D. Jones misses 3-pt shot from 26 ft
8:55.0,,,107-58,,Offensive rebound by M. James
8:49.0,,,107-58,,A. Peters misses 3-pt shot from 25 ft
8:45.0,Defensive rebound by M. Leonard,,107-58,,
8:30.0,C. Swanigan makes 2-pt shot from 5 ft,2,109-58,,
8:30.0,Shooting foul by M. Chriss (drawn by C. Swanigan),,109-58,,
8:30.0,C. Swanigan makes free throw 1 of 1,1,110-58,,
8:16.0,,,110-60,2,M. Chriss makes 2-pt shot from 14 ft (assist by D. Jones)
7:59.0,S. Napier makes 2-pt shot from 3 ft (assist by C. Swanigan),2,112-60,,
7:45.0,,,112-60,,M. Chriss misses 2-pt shot at rim
7:44.0,Defensive rebound by Team,,112-60,,
7:29.0,C. Swanigan makes 3-pt shot from 25 ft (assist by J. Layman),3,115-60,,
7:08.0,,,115-60,,Turnover by M. Chriss (out of bounds lost ball)
7:08.0,,,115-60,,J. Jackson enters the game for T. Daniels
6:55.0,M. Leonard misses 2-pt shot from 3 ft,,115-60,,
6:52.0,Offensive rebound by M. Leonard,,115-60,,
