time,Washington,pts.away,score,pts.home,Atlanta
2:47.0,,,119-96,,Defensive rebound by M. Muscala
2:41.0,,,119-99,3,T. Dorsey makes 3-pt shot from 25 ft
2:18.0,J. Meeks makes 3-pt shot from 24 ft (assist by J. Smith),3,122-99,,
1:57.0,,,122-99,,L. Babbitt misses 3-pt shot from 28 ft
1:54.0,,,122-99,,Offensive rebound by M. Muscala
1:49.0,,,122-102,3,M. Muscala makes 3-pt shot from 24 ft (assist by L. Babbitt)
1:42.0,J. Meeks misses 3-pt shot from 27 ft,,122-102,,
1:39.0,,,122-102,,Defensive rebound by M. Muscala
1:36.0,,,122-102,,T. Waller-Prince misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by J. Meeks,,122-102,,
1:20.0,C. McCullough makes 2-pt shot at rim (assist by T. Frazier),2,124-102,,
1:13.0,,,124-102,,Turnover by T. Waller-Prince (lost ball; steal by J. Meeks)
1:10.0,K. Oubre makes 2-pt shot from 1 ft (assist by C. McCullough),2,126-102,,
1:00.0,,,126-102,,M. Belinelli misses 3-pt shot from 25 ft (block by J. Smith)
1:00.0,,,126-102,,Offensive rebound by L. Babbitt
0:56.0,,,126-104,2,L. Babbitt makes 2-pt shot from 16 ft
0:47.0,J. Meeks makes 3-pt shot from 25 ft (assist by J. Smith),3,129-104,,
0:32.0,,,129-104,,L. Babbitt misses 2-pt shot from 1 ft
0:29.0,Defensive rebound by J. Smith,,129-104,,
0:07.0,Turnover by Team (shot clock),,129-104,,
0:06.0,,,129-104,,L. Babbitt misses 3-pt shot from 28 ft
0:00.0,Defensive rebound by J. Smith,,129-104,,
