time,Utah,pts.away,score,pts.home,Oklahoma City
3:50.0,Defensive rebound by J. Crowder,,48-37,,
3:37.0,Shooting foul by P. Patterson (drawn by J. Crowder),,48-37,,
3:37.0,J. Crowder makes free throw 1 of 2,1,49-37,,
3:37.0,,,49-37,,C. Anthony enters the game for P. Patterson
3:37.0,R. Rubio enters the game for R. O'Neale,,49-37,,
3:37.0,J. Crowder makes free throw 2 of 2,1,50-37,,
3:29.0,,,50-37,,Turnover by R. Westbrook (bad pass; steal by D. Mitchell)
3:24.0,R. Gobert makes 2-pt shot at rim (assist by R. Rubio),2,52-37,,
3:24.0,,,52-37,,Oklahoma City full timeout
3:08.0,,,52-37,,C. Anthony misses 3-pt shot from 22 ft
3:05.0,Defensive rebound by J. Crowder,,52-37,,
2:55.0,Offensive charge foul by R. Gobert (drawn by C. Brewer),,52-37,,
2:55.0,Turnover by R. Gobert (offensive foul),,52-37,,
2:44.0,,,52-37,,S. Adams misses 2-pt shot from 1 ft (block by R. Gobert)
2:43.0,,,52-37,,Offensive rebound by S. Adams
2:39.0,,,52-39,2,C. Brewer makes 2-pt shot from 2 ft
2:18.0,D. Mitchell misses 3-pt shot from 25 ft,,52-39,,
2:16.0,,,52-39,,Defensive rebound by P. George
2:13.0,Personal foul by R. Gobert (drawn by S. Adams),,52-39,,
2:05.0,,,52-39,,C. Brewer misses 2-pt shot from 1 ft
2:03.0,Defensive rebound by R. Rubio,,52-39,,
1:59.0,R. Rubio misses 2-pt shot from 1 ft,,52-39,,
1:57.0,,,52-39,,Defensive rebound by R. Westbrook
1:57.0,Personal take foul by J. Ingles (drawn by R. Westbrook),,52-39,,
1:52.0,,,52-39,,R. Westbrook misses 2-pt shot from 18 ft
1:47.0,Defensive rebound by R. Rubio,,52-39,,
1:27.0,J. Ingles misses 2-pt shot from 17 ft,,52-39,,
1:25.0,,,52-39,,Defensive rebound by R. Westbrook
1:16.0,,,52-39,,S. Adams misses 2-pt shot from 1 ft (block by D. Mitchell)
1:14.0,Defensive rebound by J. Ingles,,52-39,,
1:09.0,J. Crowder misses 3-pt shot from 23 ft,,52-39,,
1:06.0,,,52-39,,Defensive rebound by C. Anthony
0:54.0,,,52-39,,C. Brewer misses 3-pt shot from 23 ft
0:49.0,Defensive rebound by J. Crowder,,52-39,,
0:46.0,,,52-39,,Personal foul by P. George (drawn by R. Rubio)
0:46.0,R. Rubio misses free throw 1 of 2,,52-39,,
0:46.0,Offensive rebound by Team,,52-39,,
0:46.0,,,52-39,,A. Abrines enters the game for C. Brewer
0:46.0,D. Favors enters the game for J. Crowder,,52-39,,
0:46.0,R. Rubio misses free throw 2 of 2,,52-39,,
0:44.0,,,52-39,,Defensive rebound by R. Westbrook
0:33.0,,,52-41,2,C. Anthony makes 2-pt shot from 22 ft (assist by R. Westbrook)
0:11.0,Shooting foul by A. Abrines (drawn by D. Mitchell),,52-41,,
0:11.0,D. Mitchell makes technical free throw,1,53-41,,
0:11.0,D. Mitchell makes free throw 1 of 3,1,54-41,,
0:11.0,D. Mitchell makes free throw 2 of 3,1,55-41,,
0:11.0,R. O'Neale enters the game for R. Rubio,,55-41,,
0:11.0,D. Mitchell makes free throw 3 of 3,1,56-41,,
0:04.0,,,56-41,,R. Westbrook misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by D. Mitchell,,56-41,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,D. Mitchell makes 2-pt shot from 5 ft,2,58-41,,
11:26.0,,,58-41,,R. Westbrook misses 2-pt shot at rim
11:25.0,Defensive rebound by R. Rubio,,58-41,,
11:22.0,R. Rubio misses 3-pt shot from 25 ft,,58-41,,
11:19.0,Offensive rebound by R. Gobert,,58-41,,
11:19.0,R. Gobert misses 2-pt shot at rim,,58-41,,
11:16.0,Offensive rebound by R. Rubio,,58-41,,
11:15.0,Turnover by R. Rubio (step out of bounds),,58-41,,
11:03.0,,,58-41,,Shooting foul by R. Gobert (drawn by C. Anthony)
11:03.0,,,58-41,,C. Anthony misses free throw 1 of 2
11:03.0,,,58-41,,Offensive rebound by Team
11:03.0,,,58-42,1,C. Anthony makes free throw 2 of 2
10:52.0,J. Ingles misses 3-pt shot from 23 ft,,58-42,,
10:49.0,,,58-42,,Defensive rebound by R. Westbrook
10:45.0,,,58-42,,Turnover by R. Westbrook (bad pass; steal by R. Gobert)
10:38.0,R. Rubio makes 3-pt shot from 24 ft (assist by J. Ingles),3,61-42,,
10:21.0,,,61-42,,R. Westbrook misses 2-pt shot from 2 ft (block by R. Gobert)
10:20.0,Defensive rebound by J. Ingles,,61-42,,
10:15.0,D. Mitchell makes 3-pt shot from 22 ft (assist by R. Rubio),3,64-42,,
9:54.0,,,64-42,,R. Westbrook misses 2-pt shot from 13 ft
9:52.0,,,64-42,,Offensive rebound by R. Westbrook
9:51.0,,,64-42,,Shooting foul by R. Rubio (drawn by S. Adams)
9:51.0,,,64-43,1,S. Adams makes free throw 1 of 2
9:51.0,,,64-44,1,S. Adams makes free throw 2 of 2
9:36.0,Shooting foul by C. Brewer (drawn by D. Favors),,64-44,,
9:36.0,D. Favors makes free throw 1 of 2,1,65-44,,
9:36.0,D. Favors misses free throw 2 of 2,,65-44,,
9:34.0,,,65-44,,Defensive rebound by P. George
9:23.0,,,65-44,,Shooting foul by R. Gobert (drawn by C. Anthony)
9:23.0,,,65-45,1,C. Anthony makes free throw 1 of 2
9:23.0,J. Crowder enters the game for R. Gobert,,65-45,,
9:23.0,,,65-46,1,C. Anthony makes free throw 2 of 2
9:17.0,,,65-46,,Personal foul by R. Westbrook (drawn by R. Rubio)
9:09.0,J. Crowder makes 3-pt shot from 25 ft (assist by R. Rubio),3,68-46,,
8:51.0,,,68-46,,P. George misses 2-pt shot from 14 ft
8:48.0,Defensive rebound by D. Mitchell,,68-46,,
8:34.0,J. Crowder makes 3-pt shot from 25 ft (assist by R. Rubio),3,71-46,,
8:32.0,,,71-46,,Oklahoma City full timeout
8:21.0,,,71-46,,Shooting foul by D. Favors (drawn by P. George)
8:21.0,,,71-46,,P. George misses free throw 1 of 2
8:21.0,,,71-46,,Offensive rebound by Team
8:21.0,,,71-47,1,P. George makes free throw 2 of 2
8:12.0,,,71-47,,Personal foul by C. Brewer (drawn by J. Ingles)
8:02.0,Turnover by D. Favors (out of bounds lost ball),,71-47,,
7:51.0,,,71-50,3,R. Westbrook makes 3-pt shot from 24 ft (assist by S. Adams)
7:29.0,J. Ingles misses 3-pt shot from 22 ft,,71-50,,
7:27.0,,,71-50,,Defensive rebound by S. Adams
7:20.0,,,71-53,3,R. Westbrook makes 3-pt shot from 24 ft
7:19.0,Utah full timeout,,71-53,,
7:19.0,,,71-53,,J. Grant enters the game for C. Anthony
7:01.0,J. Crowder misses 3-pt shot from 22 ft,,71-53,,
6:57.0,,,71-53,,Defensive rebound by R. Westbrook
6:42.0,,,71-55,2,P. George makes 2-pt shot at rim
6:42.0,,,71-55,,Shooting foul by D. Favors (drawn by P. George)
6:42.0,E. Udoh enters the game for D. Favors,,71-55,,
6:42.0,,,71-56,1,P. George makes free throw 1 of 1
6:23.0,R. Rubio misses 3-pt shot from 25 ft,,71-56,,
6:20.0,,,71-56,,Defensive rebound by R. Westbrook
6:06.0,,,71-56,,P. George misses 2-pt shot from 2 ft
6:04.0,Defensive rebound by R. Rubio,,71-56,,
5:55.0,D. Mitchell misses 2-pt shot from 2 ft,,71-56,,
5:54.0,Offensive rebound by E. Udoh,,71-56,,
5:53.0,E. Udoh makes 2-pt shot at rim,2,73-56,,
5:39.0,,,73-58,2,R. Westbrook makes 2-pt shot from 18 ft
5:16.0,D. Mitchell misses 3-pt shot from 27 ft,,73-58,,
5:14.0,,,73-58,,Defensive rebound by C. Brewer
5:08.0,,,73-60,2,R. Westbrook makes 2-pt shot at rim
5:07.0,Utah full timeout,,73-60,,
5:07.0,R. Gobert enters the game for J. Ingles,,73-60,,
5:07.0,R. O'Neale enters the game for E. Udoh,,73-60,,
4:58.0,Shooting foul by R. Westbrook (drawn by R. Gobert),,73-60,,
4:58.0,R. Gobert misses free throw 1 of 2,,73-60,,
4:58.0,Offensive rebound by Team,,73-60,,
4:58.0,,,73-60,,A. Abrines enters the game for C. Brewer
4:58.0,R. Gobert makes free throw 2 of 2,1,74-60,,
4:49.0,,,74-62,2,P. George makes 2-pt shot from 2 ft
4:28.0,R. Rubio misses 2-pt shot from 13 ft,,74-62,,
4:26.0,Offensive rebound by Team,,74-62,,
4:14.0,Turnover by J. Crowder (bad pass; steal by P. George),,74-62,,
4:11.0,,,74-62,,Shooting foul by R. O'Neale (drawn by R. Westbrook)
4:11.0,,,74-63,1,R. Westbrook makes free throw 1 of 2
4:11.0,,,74-64,1,R. Westbrook makes free throw 2 of 2
3:49.0,R. O'Neale misses 3-pt shot from 24 ft,,74-64,,
3:46.0,Offensive rebound by R. Gobert,,74-64,,
3:46.0,Offensive foul by R. Gobert (drawn by A. Abrines),,74-64,,
3:46.0,Turnover by R. Gobert (offensive foul),,74-64,,
3:46.0,J. Ingles enters the game for R. Rubio,,74-64,,
3:46.0,D. Favors enters the game for R. Gobert,,74-64,,
3:37.0,,,74-64,,R. Westbrook misses 3-pt shot from 25 ft
3:34.0,Defensive rebound by R. O'Neale,,74-64,,
3:26.0,D. Mitchell misses 2-pt shot from 23 ft,,74-64,,
3:24.0,,,74-64,,Defensive rebound by R. Westbrook
3:18.0,,,74-64,,Shooting foul by R. O'Neale (drawn by R. Westbrook)
3:18.0,,,74-65,1,R. Westbrook makes free throw 1 of 2
3:18.0,,,74-66,1,R. Westbrook makes free throw 2 of 2
2:54.0,Turnover by Team (shot clock),,74-66,,
2:45.0,,,74-68,2,P. George makes 2-pt shot from 1 ft
2:44.0,Utah full timeout,,74-68,,
2:44.0,E. Udoh enters the game for D. Favors,,74-68,,
2:34.0,,,74-68,,Personal foul by A. Abrines (drawn by J. Ingles)
2:34.0,J. Ingles makes free throw 1 of 2,1,75-68,,
2:34.0,J. Ingles makes free throw 2 of 2,1,76-68,,
2:18.0,,,76-70,2,P. George makes 2-pt shot from 1 ft
1:59.0,Turnover by J. Ingles (bad pass; steal by J. Grant),,76-70,,
1:55.0,,,76-70,,P. George misses 2-pt shot from 3 ft
1:53.0,Defensive rebound by J. Crowder,,76-70,,
1:47.0,D. Mitchell makes 2-pt shot from 1 ft,2,78-70,,
1:27.0,,,78-70,,A. Abrines misses 2-pt shot from 2 ft (block by E. Udoh)
1:25.0,,,78-70,,Offensive rebound by A. Abrines
1:22.0,,,78-73,3,R. Westbrook makes 3-pt shot from 24 ft (assist by A. Abrines)
1:06.0,D. Mitchell misses 2-pt shot from 2 ft,,78-73,,
1:04.0,,,78-73,,Defensive rebound by R. Westbrook
1:01.0,,,78-75,2,P. George makes 2-pt shot at rim (assist by R. Westbrook)
0:42.0,J. Crowder misses 2-pt shot from 1 ft,,78-75,,
0:40.0,,,78-75,,Defensive rebound by S. Adams
0:35.0,,,78-78,3,R. Westbrook makes 3-pt shot from 26 ft (assist by P. George)
0:17.0,D. Mitchell misses 3-pt shot from 25 ft,,78-78,,
0:14.0,,,78-78,,Defensive rebound by A. Abrines
0:02.0,,,78-78,,Turnover by R. Westbrook (lost ball; steal by D. Mitchell)
0:00.0,J. Ingles misses 3-pt shot from 28 ft,,78-78,,
0:00.0,Offensive rebound by Team,,78-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,78-78,,R. Westbrook misses 2-pt shot from 1 ft
11:45.0,,,78-78,,Offensive rebound by R. Westbrook
11:45.0,,,78-80,2,R. Westbrook makes 2-pt shot from 1 ft
11:29.0,R. O'Neale misses 3-pt shot from 22 ft,,78-80,,
11:29.0,Offensive rebound by D. Favors,,78-80,,
11:25.0,Turnover by D. Favors (bad pass; steal by P. George),,78-80,,
11:20.0,,,78-80,,A. Abrines misses 3-pt shot from 25 ft
11:18.0,Defensive rebound by R. Rubio,,78-80,,
10:58.0,Shooting foul by P. George (drawn by D. Favors),,78-80,,
10:58.0,D. Favors makes free throw 1 of 2,1,79-80,,
10:58.0,D. Favors makes free throw 2 of 2,1,80-80,,
10:43.0,,,80-82,2,P. George makes 2-pt shot from 7 ft
10:17.0,R. Rubio makes 3-pt shot from 25 ft (assist by R. O'Neale),3,83-82,,
10:02.0,,,83-84,2,R. Westbrook makes 2-pt shot at rim
9:48.0,J. Crowder misses 3-pt shot from 25 ft,,83-84,,
9:46.0,,,83-84,,Defensive rebound by A. Abrines
9:33.0,,,83-84,,Shooting foul by D. Favors (drawn by P. George)
9:33.0,,,83-85,1,P. George makes free throw 1 of 2
9:33.0,,,83-85,,P. Patterson enters the game for S. Adams
9:33.0,,,83-86,1,P. George makes free throw 2 of 2
9:14.0,J. Crowder makes 2-pt shot from 22 ft,2,85-86,,
8:59.0,,,85-88,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
8:37.0,R. Rubio misses 3-pt shot from 25 ft,,85-88,,
8:34.0,,,85-88,,Defensive rebound by J. Grant
8:30.0,,,85-88,,R. Westbrook misses 2-pt shot from 1 ft (block by R. O'Neale)
8:27.0,Defensive rebound by D. Favors,,85-88,,
8:25.0,J. Crowder makes 2-pt shot at rim (assist by R. Rubio),2,87-88,,
8:25.0,,,87-88,,Violation by J. Grant (def goaltending)
8:16.0,,,87-88,,R. Westbrook misses 2-pt shot from 13 ft
8:13.0,Defensive rebound by J. Crowder,,87-88,,
8:00.0,Turnover by R. Rubio (bad pass; steal by A. Abrines),,87-88,,
7:58.0,,,87-88,,Oklahoma City full timeout
7:58.0,,,87-88,,S. Adams enters the game for J. Grant
7:58.0,,,87-88,,C. Anthony enters the game for P. Patterson
7:58.0,R. Gobert enters the game for D. Favors,,87-88,,
7:58.0,J. Jerebko enters the game for R. O'Neale,,87-88,,
7:58.0,D. Mitchell enters the game for J. Crowder,,87-88,,
7:52.0,,,87-90,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
7:37.0,D. Mitchell makes 2-pt shot from 5 ft,2,89-90,,
7:19.0,,,89-90,,P. George misses 3-pt shot from 23 ft
7:17.0,Defensive rebound by R. Rubio,,89-90,,
7:08.0,,,89-90,,Personal foul by P. George (drawn by D. Mitchell)
7:00.0,R. Rubio misses 2-pt shot from 16 ft,,89-90,,
6:57.0,,,89-90,,Defensive rebound by C. Anthony
6:52.0,,,89-90,,R. Westbrook misses 2-pt shot from 17 ft
6:49.0,Defensive rebound by R. Rubio,,89-90,,
6:41.0,D. Mitchell misses 2-pt shot from 1 ft,,89-90,,
6:36.0,Offensive rebound by R. Gobert,,89-90,,
6:36.0,R. Gobert makes 2-pt shot at rim,2,91-90,,
6:22.0,,,91-90,,P. George misses 2-pt shot from 8 ft
6:21.0,,,91-90,,Offensive rebound by Team
6:21.0,Loose ball foul by J. Jerebko (drawn by C. Anthony),,91-90,,
