time,Oklahoma City,pts.away,score,pts.home,Sacramento
6:01.0,,,10-3,,Turnover by Z. Randolph (bad pass; steal by S. Adams)
5:57.0,Turnover by S. Adams (bad pass; steal by Z. Randolph),,10-3,,
5:54.0,,,10-3,,J. Jackson misses 3-pt shot from 25 ft
5:52.0,Defensive rebound by P. George,,10-3,,
5:50.0,Oklahoma City full timeout,,10-3,,
5:50.0,J. Grant enters the game for C. Anthony,,10-3,,
5:46.0,Shooting foul by J. Jackson (drawn by S. Adams),,10-3,,
5:46.0,S. Adams makes free throw 1 of 2,1,11-3,,
5:46.0,S. Adams makes free throw 2 of 2,1,12-3,,
5:33.0,,,12-3,,D. Fox misses 2-pt shot from 10 ft
5:29.0,Defensive rebound by R. Westbrook,,12-3,,
5:21.0,J. Grant misses 3-pt shot from 25 ft,,12-3,,
5:18.0,Offensive rebound by S. Adams,,12-3,,
5:17.0,S. Adams makes 2-pt shot from 3 ft,2,14-3,,
4:54.0,,,14-3,,Z. Randolph misses 2-pt shot from 2 ft
4:51.0,Defensive rebound by P. George,,14-3,,
4:43.0,P. George misses 2-pt shot from 17 ft,,14-3,,
4:40.0,,,14-3,,Defensive rebound by J. Jackson
4:25.0,,,14-3,,J. Jackson misses 3-pt shot from 25 ft
4:21.0,Defensive rebound by A. Roberson,,14-3,,
4:15.0,R. Westbrook misses 2-pt shot from 13 ft,,14-3,,
4:10.0,,,14-3,,Defensive rebound by D. Fox
4:07.0,,,14-5,2,J. Jackson makes 2-pt shot from 1 ft (assist by D. Fox)
3:51.0,,,14-5,,Personal foul by Z. Randolph (drawn by P. George)
3:45.0,,,14-5,,K. Koufos enters the game for G. Temple
3:45.0,,,14-5,,B. Hield enters the game for Z. Randolph
3:45.0,A. Abrines enters the game for A. Roberson,,14-5,,
3:45.0,Shooting foul by D. Fox (drawn by R. Westbrook),,14-5,,
3:45.0,R. Westbrook makes free throw 1 of 2,1,15-5,,
3:45.0,R. Westbrook makes free throw 2 of 2,1,16-5,,
3:38.0,Personal foul by J. Grant (drawn by K. Koufos),,16-5,,
3:34.0,,,16-5,,Turnover by D. Fox (bad pass; steal by S. Adams)
3:31.0,R. Westbrook misses 2-pt shot from 1 ft,,16-5,,
3:28.0,,,16-5,,Defensive rebound by K. Koufos
3:28.0,Personal foul by R. Westbrook (drawn by K. Koufos),,16-5,,
3:08.0,,,16-5,,D. Fox misses 3-pt shot from 25 ft
3:03.0,Defensive rebound by R. Westbrook,,16-5,,
3:03.0,,,16-5,,Personal foul by B. Bogdanovic (drawn by R. Westbrook)
3:03.0,R. Westbrook makes free throw 1 of 2,1,17-5,,
3:03.0,,,17-5,,S. Labissiere enters the game for B. Bogdanovic
3:03.0,R. Westbrook makes free throw 2 of 2,1,18-5,,
2:41.0,,,18-5,,J. Jackson misses 2-pt shot from 8 ft
2:40.0,,,18-5,,Offensive rebound by Team
2:40.0,R. Felton enters the game for R. Westbrook,,18-5,,
2:29.0,,,18-8,3,B. Hield makes 3-pt shot from 25 ft
2:10.0,P. George makes 3-pt shot from 22 ft (assist by R. Felton),3,21-8,,
1:54.0,,,21-8,,S. Labissiere misses 2-pt shot from 6 ft
1:51.0,Defensive rebound by S. Adams,,21-8,,
1:41.0,J. Grant misses 3-pt shot from 23 ft,,21-8,,
1:37.0,Offensive rebound by A. Abrines,,21-8,,
1:29.0,P. George makes 2-pt shot from 2 ft,2,23-8,,
1:29.0,Shooting foul by S. Labissiere (drawn by P. George),,23-8,,
1:29.0,C. Anthony enters the game for S. Adams,,23-8,,
1:29.0,P. George makes free throw 1 of 1,1,24-8,,
1:22.0,,,24-8,,D. Fox misses 2-pt shot from 5 ft
1:20.0,Defensive rebound by C. Anthony,,24-8,,
1:11.0,J. Grant misses 2-pt shot from 2 ft,,24-8,,
1:11.0,,,24-8,,Defensive rebound by K. Koufos
1:11.0,Personal foul by P. George (drawn by K. Koufos),,24-8,,
1:00.0,,,24-8,,B. Hield misses 2-pt shot from 20 ft
0:57.0,Defensive rebound by C. Anthony,,24-8,,
0:51.0,Shooting foul by S. Labissiere (drawn by C. Anthony),,24-8,,
0:51.0,C. Anthony misses free throw 1 of 2,,24-8,,
0:51.0,Offensive rebound by Team,,24-8,,
0:51.0,C. Anthony makes free throw 2 of 2,1,25-8,,
0:40.0,,,25-8,,J. Jackson misses 2-pt shot from 18 ft
0:38.0,Defensive rebound by R. Felton,,25-8,,
0:34.0,Turnover by C. Anthony (traveling),,25-8,,
0:26.0,,,25-10,2,B. Hield makes 2-pt shot from 22 ft (assist by D. Fox)
0:13.0,Personal foul by J. Grant (drawn by J. Jackson),,25-10,,
0:13.0,Turnover by J. Grant (turnover),,25-10,,
0:13.0,,,25-10,,V. Carter enters the game for K. Koufos
0:01.0,,,25-10,,Turnover by D. Fox (bad pass; steal by P. George)
0:00.0,A. Abrines misses 3-pt shot from 44 ft,,25-10,,
0:00.0,Offensive rebound by Team,,25-10,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,25-13,3,B. Hield makes 3-pt shot from 24 ft (assist by D. Fox)
11:30.0,A. Abrines makes 2-pt shot from 3 ft,2,27-13,,
11:21.0,,,27-16,3,B. Hield makes 3-pt shot from 24 ft (assist by D. Fox)
11:10.0,,,27-16,,Personal foul by V. Carter (drawn by P. Patterson)
11:01.0,A. Abrines misses 3-pt shot from 25 ft,,27-16,,
11:01.0,,,27-16,,Defensive rebound by S. Labissiere
10:51.0,,,27-18,2,S. Labissiere makes 2-pt shot from 9 ft (assist by D. Fox)
10:47.0,Oklahoma City full timeout,,27-18,,
10:47.0,T. Ferguson enters the game for A. Abrines,,27-18,,
10:38.0,,,27-18,,Personal foul by S. Labissiere (drawn by R. Felton)
10:26.0,T. Ferguson misses 3-pt shot from 25 ft,,27-18,,
10:23.0,,,27-18,,Defensive rebound by B. Hield
10:14.0,,,27-21,3,J. Jackson makes 3-pt shot from 23 ft (assist by D. Fox)
9:46.0,C. Anthony misses 2-pt shot from 20 ft,,27-21,,
9:43.0,,,27-21,,Defensive rebound by Team
9:33.0,Personal foul by A. Roberson (drawn by B. Hield),,27-21,,
9:28.0,,,27-23,2,D. Fox makes 2-pt shot from 19 ft
9:08.0,R. Felton misses 2-pt shot from 6 ft,,27-23,,
9:07.0,,,27-23,,Defensive rebound by S. Labissiere
8:58.0,,,27-23,,Turnover by B. Hield (bad pass; steal by C. Anthony)
8:52.0,P. Patterson misses 3-pt shot from 25 ft,,27-23,,
8:47.0,,,27-23,,Defensive rebound by B. Hield
8:33.0,,,27-23,,Turnover by D. Fox (bad pass)
8:33.0,,,27-23,,W. Cauley-Stein enters the game for D. Fox
8:33.0,,,27-23,,G. Hill enters the game for S. Labissiere
8:33.0,R. Westbrook enters the game for R. Felton,,27-23,,
8:33.0,J. Grant enters the game for C. Anthony,,27-23,,
8:14.0,P. Patterson misses 3-pt shot from 24 ft,,27-23,,
8:09.0,,,27-23,,Defensive rebound by V. Carter
7:58.0,,,27-23,,Turnover by W. Cauley-Stein (lost ball; steal by P. Patterson)
7:53.0,Turnover by R. Westbrook (out of bounds lost ball),,27-23,,
7:37.0,,,27-23,,V. Carter misses 2-pt shot from 2 ft
7:34.0,Defensive rebound by R. Westbrook,,27-23,,
7:26.0,R. Westbrook makes 3-pt shot from 24 ft,3,30-23,,
7:01.0,,,30-23,,J. Jackson misses 2-pt shot from 18 ft
6:59.0,Defensive rebound by J. Grant,,30-23,,
6:54.0,R. Westbrook misses 2-pt shot from 19 ft,,30-23,,
6:50.0,,,30-23,,Defensive rebound by J. Jackson
6:30.0,,,30-25,2,B. Hield makes 2-pt shot from 17 ft
6:13.0,Turnover by R. Westbrook (bad pass; steal by V. Carter),,30-25,,
6:10.0,,,30-27,2,J. Jackson makes 2-pt shot from 1 ft (assist by V. Carter)
6:05.0,Oklahoma City full timeout,,30-27,,
6:05.0,,,30-27,,G. Temple enters the game for J. Jackson
6:05.0,S. Adams enters the game for T. Ferguson,,30-27,,
6:05.0,P. George enters the game for P. Patterson,,30-27,,
5:46.0,Shooting foul by B. Hield (drawn by J. Grant),,30-27,,
5:46.0,J. Grant misses free throw 1 of 2,,30-27,,
5:46.0,Offensive rebound by Team,,30-27,,
5:46.0,J. Grant misses free throw 2 of 2,,30-27,,
5:43.0,,,30-27,,Defensive rebound by G. Temple
5:30.0,,,30-29,2,B. Hield makes 2-pt shot from 13 ft (assist by W. Cauley-Stein)
5:09.0,R. Westbrook misses 3-pt shot from 24 ft,,30-29,,
5:08.0,Offensive rebound by Team,,30-29,,
4:53.0,Turnover by R. Westbrook (bad pass),,30-29,,
4:33.0,,,30-29,,G. Temple misses 3-pt shot from 22 ft
4:30.0,Defensive rebound by R. Westbrook,,30-29,,
4:24.0,Turnover by R. Westbrook (bad pass; steal by B. Hield),,30-29,,
4:23.0,Personal foul by J. Grant (drawn by G. Hill),,30-29,,
4:23.0,C. Anthony enters the game for J. Grant,,30-29,,
4:08.0,,,30-29,,Shooting foul by S. Adams (drawn by W. Cauley-Stein)
4:08.0,,,30-30,1,W. Cauley-Stein makes free throw 1 of 2
4:08.0,,,30-31,1,W. Cauley-Stein makes free throw 2 of 2
3:54.0,,,30-31,,Personal foul by G. Temple (drawn by P. George)
3:47.0,P. George makes 3-pt shot from 22 ft (assist by C. Anthony),3,33-31,,
3:29.0,,,33-33,2,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by V. Carter)
3:29.0,,,33-33,,Shooting foul by P. George (drawn by W. Cauley-Stein)
3:29.0,,,33-34,1,W. Cauley-Stein makes free throw 1 of 1
3:14.0,C. Anthony misses 2-pt shot from 5 ft,,33-34,,
3:06.0,,,33-34,,Defensive rebound by W. Cauley-Stein
3:04.0,,,33-37,3,G. Temple makes 3-pt shot from 24 ft (assist by W. Cauley-Stein)
2:51.0,C. Anthony misses 3-pt shot from 25 ft,,33-37,,
2:50.0,Offensive rebound by C. Anthony,,33-37,,
2:50.0,,,33-37,,Personal foul by W. Cauley-Stein (drawn by C. Anthony)
2:50.0,C. Anthony makes free throw 1 of 2,1,34-37,,
2:50.0,C. Anthony makes free throw 2 of 2,1,35-37,,
2:48.0,,,35-37,,Sacramento full timeout
2:37.0,,,35-37,,Turnover by V. Carter (bad pass; steal by S. Adams)
2:26.0,R. Westbrook makes 2-pt shot from 2 ft,2,37-37,,
2:01.0,,,37-37,,G. Temple misses 3-pt shot from 23 ft
1:57.0,Defensive rebound by S. Adams,,37-37,,
1:35.0,C. Anthony misses 2-pt shot from 20 ft,,37-37,,
1:32.0,,,37-37,,Defensive rebound by B. Hield
1:23.0,,,37-37,,G. Hill misses 2-pt shot from 3 ft
1:20.0,Defensive rebound by S. Adams,,37-37,,
1:17.0,R. Westbrook makes 2-pt shot from 2 ft,2,39-37,,
1:06.0,,,39-39,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by G. Hill)
0:54.0,Shooting foul by V. Carter (drawn by S. Adams),,39-39,,
0:54.0,S. Adams makes free throw 1 of 2,1,40-39,,
0:54.0,,,40-39,,B. Bogdanovic enters the game for V. Carter
0:54.0,,,40-39,,J. Jackson enters the game for B. Hield
0:54.0,S. Adams makes free throw 2 of 2,1,41-39,,
0:41.0,,,41-39,,Turnover by B. Bogdanovic (traveling)
0:34.0,R. Westbrook misses 2-pt shot from 2 ft (block by B. Bogdanovic),,41-39,,
0:31.0,,,41-39,,Defensive rebound by B. Bogdanovic
0:28.0,,,41-42,3,G. Temple makes 3-pt shot from 23 ft (assist by G. Hill)
0:04.0,A. Roberson misses 2-pt shot from 4 ft (block by W. Cauley-Stein),,41-42,,
0:04.0,Offensive rebound by A. Roberson,,41-42,,
0:00.0,P. George misses 3-pt shot from 26 ft,,41-42,,
0:00.0,,,41-42,,Defensive rebound by G. Hill
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,41-44,2,Z. Randolph makes 2-pt shot from 3 ft
11:13.0,Turnover by Team (shot clock),,41-44,,
11:02.0,,,41-44,,Turnover by G. Temple (bad pass; steal by R. Westbrook)
11:01.0,,,41-44,,Personal foul by G. Hill (drawn by R. Westbrook)
10:55.0,P. George misses 2-pt shot from 21 ft,,41-44,,
10:52.0,,,41-44,,Defensive rebound by Z. Randolph
10:37.0,,,41-46,2,Z. Randolph makes 2-pt shot from 18 ft (assist by G. Hill)
10:20.0,C. Anthony makes 3-pt shot from 24 ft,3,44-46,,
10:05.0,,,44-46,,Z. Randolph misses 2-pt shot from 18 ft
10:03.0,,,44-46,,Offensive rebound by B. Bogdanovic
10:00.0,,,44-46,,B. Bogdanovic misses 2-pt shot from 6 ft
10:00.0,,,44-46,,Offensive rebound by Z. Randolph
9:59.0,,,44-46,,Z. Randolph misses 2-pt shot from 1 ft
9:59.0,,,44-46,,Offensive rebound by B. Bogdanovic
9:53.0,,,44-46,,G. Hill misses 3-pt shot from 25 ft
9:51.0,Defensive rebound by R. Westbrook,,44-46,,
9:46.0,P. George misses 3-pt shot from 24 ft,,44-46,,
9:41.0,,,44-46,,Defensive rebound by G. Temple
9:34.0,,,44-46,,Turnover by W. Cauley-Stein (bad pass; steal by R. Westbrook)
9:34.0,,,44-46,,Personal foul by G. Hill (drawn by R. Westbrook)
9:24.0,C. Anthony makes 3-pt shot from 26 ft,3,47-46,,
9:03.0,,,47-46,,Turnover by B. Bogdanovic (bad pass; steal by A. Roberson)
8:56.0,C. Anthony misses 3-pt shot from 25 ft,,47-46,,
8:53.0,,,47-46,,Defensive rebound by G. Temple
8:44.0,,,47-48,2,B. Bogdanovic makes 2-pt shot from 22 ft
8:25.0,A. Roberson misses 3-pt shot from 23 ft,,47-48,,
8:21.0,Offensive rebound by S. Adams,,47-48,,
8:16.0,R. Westbrook misses 3-pt shot from 25 ft,,47-48,,
8:13.0,,,47-48,,Defensive rebound by B. Bogdanovic
8:03.0,,,47-48,,Personal foul by G. Temple (drawn by R. Westbrook)
8:02.0,,,47-48,,Turnover by G. Temple (bad pass; steal by P. George)
7:57.0,,,47-48,,Personal foul by B. Bogdanovic (drawn by A. Roberson)
7:41.0,C. Anthony misses 2-pt shot from 2 ft (block by W. Cauley-Stein),,47-48,,
7:37.0,,,47-48,,Defensive rebound by G. Hill
7:29.0,,,47-48,,B. Bogdanovic misses 2-pt shot from 2 ft
7:26.0,,,47-48,,Offensive rebound by W. Cauley-Stein
7:16.0,,,47-50,2,Z. Randolph makes 2-pt shot from 8 ft
7:05.0,R. Westbrook misses 3-pt shot from 26 ft,,47-50,,
7:05.0,Offensive rebound by Team,,47-50,,
7:05.0,,,47-50,,Loose ball foul by Z. Randolph (drawn by S. Adams)
7:05.0,S. Adams makes free throw 1 of 2,1,48-50,,
7:05.0,S. Adams makes free throw 2 of 2,1,49-50,,
6:48.0,,,49-50,,Turnover by Z. Randolph (lost ball; steal by S. Adams)
6:44.0,A. Roberson makes 2-pt shot from 2 ft (assist by P. George),2,51-50,,
6:44.0,,,51-50,,Sacramento full timeout
6:29.0,,,51-50,,G. Temple misses 2-pt shot from 22 ft
6:27.0,Defensive rebound by C. Anthony,,51-50,,
6:07.0,P. George misses 3-pt shot from 27 ft,,51-50,,
6:07.0,Turnover by Team (shot clock),,51-50,,
6:06.0,Offensive rebound by Team,,51-50,,
5:45.0,,,51-53,3,B. Bogdanovic makes 3-pt shot from 24 ft
5:21.0,P. George misses 2-pt shot from 13 ft,,51-53,,
5:17.0,,,51-53,,Defensive rebound by G. Hill
5:06.0,,,51-55,2,Z. Randolph makes 2-pt shot from 2 ft
4:55.0,Offensive charge foul by S. Adams (drawn by Z. Randolph),,51-55,,
4:55.0,Turnover by S. Adams (offensive foul),,51-55,,
4:55.0,J. Grant enters the game for C. Anthony,,51-55,,
4:55.0,,,51-55,,J. Jackson enters the game for W. Cauley-Stein
4:48.0,Personal foul by A. Roberson (drawn by B. Bogdanovic),,51-55,,
4:40.0,,,51-55,,Turnover by Z. Randolph (bad pass; steal by A. Roberson)
4:37.0,Turnover by A. Roberson (bad pass; steal by Z. Randolph),,51-55,,
4:32.0,,,51-55,,J. Jackson misses 3-pt shot from 25 ft
4:30.0,Defensive rebound by R. Westbrook,,51-55,,
4:28.0,Technical foul by R. Westbrook (drawn by G. Temple),,51-55,,
4:28.0,,,51-56,1,B. Bogdanovic makes technical free throw
4:28.0,,,51-57,1,B. Bogdanovic makes technical free throw
4:11.0,,,51-59,2,Z. Randolph makes 2-pt shot from 3 ft
4:01.0,P. George misses 2-pt shot from 15 ft,,51-59,,
3:56.0,Offensive rebound by A. Roberson,,51-59,,
3:50.0,Shooting foul by J. Jackson (drawn by J. Grant),,51-59,,
3:50.0,J. Grant makes free throw 1 of 2,1,52-59,,
3:50.0,J. Huestis enters the game for A. Roberson,,52-59,,
3:50.0,J. Grant makes free throw 2 of 2,1,53-59,,
3:28.0,,,53-61,2,Z. Randolph makes 2-pt shot from 9 ft
3:07.0,R. Westbrook misses 3-pt shot from 25 ft,,53-61,,
3:04.0,,,53-61,,Defensive rebound by Z. Randolph
2:55.0,,,53-61,,Z. Randolph misses 2-pt shot from 19 ft
2:52.0,Defensive rebound by P. George,,53-61,,
2:43.0,R. Westbrook makes 2-pt shot from 1 ft (assist by P. George),2,55-61,,
2:20.0,,,55-63,2,G. Temple makes 2-pt shot from 20 ft
2:17.0,Oklahoma City full timeout,,55-63,,
2:17.0,,,55-63,,D. Fox enters the game for G. Hill
2:17.0,,,55-63,,K. Koufos enters the game for Z. Randolph
2:17.0,R. Felton enters the game for R. Westbrook,,55-63,,
2:17.0,C. Anthony enters the game for S. Adams,,55-63,,
2:05.0,J. Grant misses 2-pt shot from 2 ft,,55-63,,
2:01.0,,,55-63,,Defensive rebound by D. Fox
1:59.0,,,55-65,2,D. Fox makes 2-pt shot from 6 ft
1:38.0,R. Felton misses 2-pt shot from 1 ft,,55-65,,
1:35.0,,,55-65,,Defensive rebound by K. Koufos
1:25.0,,,55-65,,G. Temple misses 3-pt shot from 22 ft
1:25.0,Defensive rebound by P. George,,55-65,,
1:05.0,C. Anthony misses 2-pt shot from 15 ft,,55-65,,
1:03.0,,,55-65,,Defensive rebound by G. Temple
0:55.0,,,55-67,2,D. Fox makes 2-pt shot from 19 ft
0:54.0,Oklahoma City full timeout,,55-67,,
0:48.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Felton),2,57-67,,
0:46.0,,,57-67,,S. Labissiere enters the game for B. Bogdanovic
0:46.0,,,57-67,,B. Hield enters the game for G. Temple
0:29.0,,,57-67,,J. Jackson misses 3-pt shot from 23 ft
0:26.0,Defensive rebound by R. Felton,,57-67,,
0:08.0,Turnover by Team (shot clock),,57-67,,
0:07.0,P. George misses 3-pt shot from 28 ft,,57-67,,
0:07.0,Offensive rebound by Team,,57-67,,
0:01.0,,,57-67,,Turnover by S. Labissiere (out of bounds lost ball)
0:01.0,,,57-67,,Technical foul by S. Labissiere
0:01.0,C. Anthony misses technical free throw,,57-67,,
0:01.0,Offensive rebound by Team,,57-67,,
0:00.0,R. Felton misses 3-pt shot from 44 ft,,57-67,,
0:00.0,Offensive rebound by Team,,57-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,57-67,,Violation by D. Fox (kicked ball)
11:34.0,J. Huestis makes 3-pt shot from 25 ft (assist by C. Anthony),3,60-67,,
11:19.0,,,60-69,2,J. Jackson makes 2-pt shot from 1 ft (assist by D. Fox)
11:08.0,Offensive foul by P. Patterson (drawn by J. Jackson),,60-69,,
11:08.0,Turnover by P. Patterson (offensive foul),,60-69,,
10:57.0,,,60-69,,Turnover by D. Fox (bad pass; steal by R. Felton)
10:47.0,P. Patterson misses 2-pt shot from 19 ft,,60-69,,
10:42.0,,,60-69,,Defensive rebound by B. Hield
10:22.0,,,60-69,,S. Labissiere misses 2-pt shot from 16 ft
10:18.0,Defensive rebound by C. Anthony,,60-69,,
10:14.0,,,60-69,,Personal foul by S. Labissiere (drawn by C. Anthony)
9:59.0,P. Patterson makes 2-pt shot from 13 ft (assist by J. Grant),2,62-69,,
9:34.0,,,62-71,2,K. Koufos makes 2-pt shot from 12 ft
9:10.0,R. Felton misses 2-pt shot from 18 ft,,62-71,,
9:07.0,,,62-71,,Defensive rebound by S. Labissiere
8:59.0,,,62-71,,Turnover by B. Hield (bad pass)
8:59.0,R. Westbrook enters the game for C. Anthony,,62-71,,
8:48.0,R. Westbrook makes 2-pt shot from 19 ft,2,64-71,,
8:48.0,Shooting foul by B. Hield (drawn by R. Westbrook),,64-71,,
8:48.0,R. Westbrook misses free throw 1 of 1,,64-71,,
8:45.0,Offensive rebound by J. Grant,,64-71,,
8:43.0,J. Grant makes 2-pt shot from 4 ft,2,66-71,,
8:43.0,,,66-71,,Sacramento full timeout
8:43.0,,,66-71,,V. Carter enters the game for S. Labissiere
8:43.0,,,66-71,,Z. Randolph enters the game for K. Koufos
8:29.0,,,66-73,2,V. Carter makes 2-pt shot from 15 ft
8:12.0,R. Westbrook misses 2-pt shot from 17 ft,,66-73,,
8:10.0,,,66-73,,Defensive rebound by B. Hield
8:03.0,,,66-73,,Offensive charge foul by B. Hield (drawn by J. Grant)
8:03.0,,,66-73,,Turnover by B. Hield (offensive foul)
7:54.0,P. Patterson makes 3-pt shot from 24 ft (assist by R. Westbrook),3,69-73,,
7:37.0,,,69-75,2,D. Fox makes 2-pt shot from 2 ft (assist by Z. Randolph)
7:12.0,R. Westbrook makes 2-pt shot from 18 ft,2,71-75,,
6:52.0,,,71-75,,Turnover by Z. Randolph (out of bounds lost ball)
6:52.0,P. George enters the game for J. Huestis,,71-75,,
6:42.0,R. Westbrook misses 3-pt shot from 25 ft,,71-75,,
6:39.0,,,71-75,,Defensive rebound by J. Jackson
6:30.0,,,71-75,,Turnover by D. Fox (out of bounds lost ball)
6:30.0,C. Anthony enters the game for R. Felton,,71-75,,
6:21.0,,,71-75,,Personal foul by D. Fox (drawn by R. Westbrook)
6:09.0,C. Anthony misses 3-pt shot from 24 ft,,71-75,,
6:06.0,,,71-75,,Defensive rebound by Z. Randolph
5:51.0,,,71-75,,D. Fox misses 3-pt shot from 25 ft
5:46.0,Defensive rebound by P. George,,71-75,,
5:40.0,P. George makes 3-pt shot from 24 ft,3,74-75,,
5:14.0,,,74-75,,V. Carter misses 3-pt shot from 24 ft
5:12.0,Defensive rebound by Team,,74-75,,
5:12.0,,,74-75,,G. Temple enters the game for V. Carter
4:57.0,C. Anthony misses 2-pt shot from 7 ft (block by D. Fox),,74-75,,
4:54.0,,,74-75,,Defensive rebound by Z. Randolph
4:51.0,,,74-77,2,D. Fox makes 2-pt shot from 1 ft (assist by G. Temple)
4:36.0,R. Westbrook misses 2-pt shot from 3 ft,,74-77,,
4:30.0,Offensive rebound by J. Grant,,74-77,,
4:29.0,J. Grant makes 2-pt shot from 2 ft,2,76-77,,
4:16.0,,,76-77,,B. Hield misses 2-pt shot from 18 ft
4:13.0,Defensive rebound by R. Westbrook,,76-77,,
4:08.0,R. Westbrook misses 2-pt shot from 1 ft,,76-77,,
4:08.0,,,76-77,,Defensive rebound by Team
4:08.0,Loose ball foul by C. Anthony,,76-77,,
4:08.0,,,76-77,,Sacramento full timeout
4:08.0,Technical foul by C. Anthony,,76-77,,
4:08.0,,,76-78,1,B. Hield makes technical free throw
3:55.0,,,76-81,3,B. Hield makes 3-pt shot from 25 ft (assist by Z. Randolph)
3:39.0,P. George misses 2-pt shot from 19 ft,,76-81,,
3:37.0,,,76-81,,Defensive rebound by J. Jackson
3:22.0,,,76-83,2,Z. Randolph makes 2-pt shot from 15 ft
2:59.0,J. Grant makes 2-pt shot from 5 ft,2,78-83,,
2:42.0,,,78-83,,Shooting foul by P. Patterson (drawn by Z. Randolph)
2:42.0,,,78-84,1,Z. Randolph makes free throw 1 of 2
2:42.0,S. Adams enters the game for P. Patterson,,78-84,,
2:42.0,,,78-85,1,Z. Randolph makes free throw 2 of 2
2:29.0,S. Adams misses 2-pt shot from 1 ft,,78-85,,
