time,Oklahoma City,pts.away,score,pts.home,Utah
7:01.0,Personal foul by R. Westbrook (drawn by D. Mitchell),,45-34,,
6:47.0,,,45-37,3,R. O'Neale makes 3-pt shot from 24 ft (assist by R. Rubio)
6:32.0,Turnover by P. Patterson (bad pass; steal by R. Rubio),,45-37,,
6:27.0,,,45-37,,R. Rubio misses 3-pt shot from 24 ft
6:25.0,,,45-37,,Offensive rebound by R. Gobert
6:25.0,Personal foul by A. Abrines (drawn by R. Gobert),,45-37,,
6:25.0,,,45-37,,R. Gobert misses free throw 1 of 2
6:25.0,,,45-37,,Offensive rebound by Team
6:25.0,P. George enters the game for A. Abrines,,45-37,,
6:25.0,,,45-38,1,R. Gobert makes free throw 2 of 2
6:15.0,Turnover by R. Westbrook (bad pass),,45-38,,
6:02.0,,,45-40,2,R. Rubio makes 2-pt shot from 12 ft
6:02.0,Oklahoma City full timeout,,45-40,,
5:45.0,P. George misses 3-pt shot from 23 ft,,45-40,,
5:41.0,,,45-40,,Defensive rebound by R. Rubio
5:30.0,,,45-40,,Turnover by R. Rubio (bad pass; steal by C. Anthony)
5:21.0,C. Anthony makes 2-pt shot from 9 ft,2,47-40,,
5:07.0,Shooting block foul by C. Brewer (drawn by R. Rubio),,47-40,,
5:07.0,,,47-41,1,R. Rubio makes free throw 1 of 2
5:07.0,,,47-41,,J. Ingles enters the game for R. O'Neale
5:07.0,,,47-42,1,R. Rubio makes free throw 2 of 2
4:47.0,R. Westbrook misses 2-pt shot from 18 ft,,47-42,,
4:45.0,,,47-42,,Defensive rebound by R. Rubio
4:40.0,,,47-42,,Shooting foul by P. Patterson (drawn by D. Favors)
4:40.0,,,47-43,1,D. Favors makes free throw 1 of 2
4:40.0,,,47-43,,D. Favors misses free throw 2 of 2
4:38.0,Defensive rebound by C. Anthony,,47-43,,
4:30.0,C. Brewer misses 3-pt shot from 22 ft,,47-43,,
4:26.0,,,47-43,,Defensive rebound by R. Gobert
4:21.0,,,47-43,,R. Rubio misses 3-pt shot from 25 ft
4:18.0,,,47-43,,Offensive rebound by R. Rubio
4:17.0,,,47-45,2,R. Rubio makes 2-pt shot from 19 ft
4:02.0,,,47-45,,Personal block foul by R. Gobert (drawn by P. Patterson)
3:55.0,C. Anthony misses 2-pt shot from 13 ft,,47-45,,
3:47.0,Offensive rebound by C. Brewer,,47-45,,
3:47.0,C. Brewer makes 2-pt shot at rim,2,49-45,,
3:25.0,,,49-47,2,R. Rubio makes 2-pt shot from 16 ft
3:13.0,R. Westbrook misses 2-pt shot from 6 ft,,49-47,,
3:10.0,,,49-47,,Defensive rebound by R. Gobert
3:06.0,,,49-50,3,R. Rubio makes 3-pt shot from 24 ft
2:43.0,P. George misses 3-pt shot from 23 ft,,49-50,,
2:42.0,,,49-50,,Defensive rebound by R. Rubio
2:36.0,,,49-50,,Shooting foul by P. Patterson (drawn by R. Rubio)
2:36.0,,,49-51,1,R. Rubio makes free throw 1 of 3
2:36.0,,,49-52,1,R. Rubio makes free throw 2 of 3
2:36.0,J. Grant enters the game for P. Patterson,,49-52,,
2:36.0,,,49-53,1,R. Rubio makes free throw 3 of 3
2:25.0,,,49-53,,Personal foul by J. Ingles (drawn by P. George)
2:20.0,R. Westbrook misses 2-pt shot from 9 ft,,49-53,,
2:18.0,,,49-53,,Defensive rebound by R. Rubio
2:15.0,,,49-53,,R. Rubio misses 3-pt shot from 25 ft
2:12.0,Defensive rebound by R. Westbrook,,49-53,,
2:06.0,C. Brewer misses 2-pt shot from 3 ft,,49-53,,
2:04.0,,,49-53,,Defensive rebound by D. Mitchell
1:57.0,,,49-53,,D. Favors misses 2-pt shot from 11 ft
1:53.0,,,49-53,,Offensive rebound by D. Favors
1:53.0,,,49-53,,Shooting foul by J. Grant (drawn by D. Favors)
1:53.0,,,49-54,1,D. Favors makes free throw 1 of 2
1:53.0,,,49-55,1,D. Favors makes free throw 2 of 2
1:44.0,P. George makes 2-pt shot from 2 ft,2,51-55,,
1:30.0,Violation by P. George (kicked ball),,51-55,,
1:17.0,,,51-58,3,J. Ingles makes 3-pt shot from 26 ft (assist by R. Rubio)
1:02.0,Shooting foul by R. Gobert (drawn by J. Grant),,51-58,,
1:02.0,J. Grant misses free throw 1 of 2,,51-58,,
1:02.0,Offensive rebound by Team,,51-58,,
1:02.0,R. Felton enters the game for C. Brewer,,51-58,,
1:02.0,J. Grant misses free throw 2 of 2,,51-58,,
1:00.0,,,51-58,,Defensive rebound by R. Gobert
0:50.0,,,51-58,,Turnover by D. Mitchell (bad pass; steal by R. Westbrook)
0:47.0,R. Westbrook makes 2-pt shot from 1 ft,2,53-58,,
0:37.0,,,53-58,,R. Rubio misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by P. George,,53-58,,
0:26.0,P. George misses 2-pt shot from 7 ft,,53-58,,
0:24.0,,,53-58,,Defensive rebound by R. Rubio
0:21.0,,,53-58,,J. Ingles misses 3-pt shot from 25 ft
0:16.0,,,53-58,,Offensive rebound by D. Favors
0:00.0,,,53-58,,D. Mitchell misses 3-pt shot from 30 ft
0:00.0,,,53-58,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,53-58,,J. Ingles misses 2-pt shot from 2 ft
11:43.0,Defensive rebound by R. Westbrook,,53-58,,
11:24.0,Turnover by S. Adams (lost ball; steal by D. Mitchell),,53-58,,
11:18.0,,,53-58,,R. Rubio misses 2-pt shot from 1 ft (block by S. Adams)
11:15.0,,,53-58,,Offensive rebound by R. Gobert
11:14.0,,,53-60,2,R. Gobert makes 2-pt shot from 1 ft
11:00.0,R. Westbrook makes 3-pt shot from 25 ft (assist by C. Brewer),3,56-60,,
10:36.0,,,56-60,,Turnover by J. Ingles (bad pass; steal by C. Anthony)
10:36.0,,,56-60,,Personal foul by D. Mitchell (drawn by C. Brewer)
10:36.0,C. Brewer makes clear path free throw 1 of 2,1,57-60,,
10:36.0,C. Brewer makes clear path free throw 2 of 2,1,58-60,,
10:25.0,S. Adams makes 2-pt shot from 9 ft (assist by R. Westbrook),2,60-60,,
10:12.0,Personal foul by C. Brewer (drawn by D. Mitchell),,60-60,,
10:05.0,,,60-60,,Turnover by D. Mitchell (lost ball; steal by R. Westbrook)
9:57.0,C. Anthony makes 3-pt shot from 25 ft,3,63-60,,
9:40.0,,,63-63,3,D. Mitchell makes 3-pt shot from 24 ft
9:20.0,R. Westbrook misses 2-pt shot from 13 ft,,63-63,,
9:17.0,Offensive rebound by C. Anthony,,63-63,,
9:11.0,Turnover by R. Westbrook (bad pass; steal by R. Gobert),,63-63,,
9:05.0,,,63-65,2,R. Gobert makes 2-pt shot from 1 ft (assist by R. Rubio)
8:49.0,P. George misses 2-pt shot from 3 ft,,63-65,,
8:47.0,,,63-65,,Defensive rebound by R. Rubio
8:41.0,,,63-65,,D. Mitchell misses 2-pt shot from 19 ft
8:38.0,,,63-65,,Offensive rebound by D. Favors
8:37.0,,,63-65,,D. Mitchell misses 2-pt shot from 1 ft
8:37.0,,,63-65,,Offensive rebound by D. Mitchell
8:33.0,Personal foul by S. Adams (drawn by R. Gobert),,63-65,,
8:33.0,P. Patterson enters the game for S. Adams,,63-65,,
8:24.0,,,63-65,,Turnover by R. Rubio (step out of bounds)
8:09.0,Turnover by P. Patterson (bad pass; steal by J. Ingles),,63-65,,
8:09.0,Personal foul by P. Patterson (drawn by R. Gobert),,63-65,,
7:57.0,,,63-67,2,D. Favors makes 2-pt shot from 4 ft (assist by R. Rubio)
7:45.0,R. Westbrook misses 2-pt shot from 2 ft (block by D. Mitchell),,63-67,,
7:44.0,,,63-67,,Defensive rebound by D. Mitchell
7:41.0,,,63-69,2,D. Mitchell makes 2-pt shot from 1 ft
7:41.0,Violation by P. Patterson (def goaltending),,63-69,,
7:41.0,Oklahoma City full timeout,,63-69,,
7:41.0,,,63-69,,J. Crowder enters the game for J. Ingles
7:28.0,,,63-69,,Personal foul by D. Mitchell (drawn by P. Patterson)
7:18.0,R. Westbrook misses 3-pt shot from 25 ft,,63-69,,
7:15.0,,,63-69,,Defensive rebound by R. Rubio
7:01.0,,,63-69,,Turnover by R. Gobert (out of bounds lost ball)
7:01.0,R. Felton enters the game for C. Brewer,,63-69,,
6:47.0,P. Patterson makes 2-pt shot from 23 ft (assist by P. George),2,65-69,,
6:30.0,,,65-69,,D. Mitchell misses 2-pt shot from 9 ft (block by R. Felton)
6:27.0,Defensive rebound by P. Patterson,,65-69,,
6:22.0,,,65-69,,Personal foul by D. Mitchell (drawn by R. Westbrook)
6:22.0,,,65-69,,J. Ingles enters the game for D. Mitchell
6:15.0,P. George misses 2-pt shot from 17 ft,,65-69,,
6:12.0,,,65-69,,Defensive rebound by J. Ingles
6:06.0,,,65-71,2,D. Favors makes 2-pt shot from 1 ft (assist by J. Ingles)
5:47.0,C. Anthony makes 2-pt shot from 2 ft,2,67-71,,
5:34.0,,,67-71,,R. Rubio misses 2-pt shot from 10 ft
5:32.0,Defensive rebound by R. Westbrook,,67-71,,
5:28.0,Shooting foul by J. Ingles (drawn by R. Westbrook),,67-71,,
5:28.0,R. Westbrook misses free throw 1 of 2,,67-71,,
5:28.0,Offensive rebound by Team,,67-71,,
5:28.0,,,67-71,,R. O'Neale enters the game for R. Gobert
5:28.0,R. Westbrook makes free throw 2 of 2,1,68-71,,
5:14.0,,,68-71,,R. Rubio misses 3-pt shot from 25 ft
5:12.0,Defensive rebound by C. Anthony,,68-71,,
5:01.0,Turnover by R. Westbrook (bad pass; steal by R. Rubio),,68-71,,
5:01.0,Personal foul by C. Anthony (drawn by R. Rubio),,68-71,,
4:48.0,,,68-74,3,J. Ingles makes 3-pt shot from 25 ft (assist by R. O'Neale)
4:25.0,Turnover by P. Patterson (bad pass; steal by R. O'Neale),,68-74,,
4:25.0,Personal foul by P. George (drawn by R. O'Neale),,68-74,,
4:25.0,,,68-74,,R. O'Neale misses free throw 1 of 2
4:25.0,,,68-74,,Offensive rebound by Team
4:25.0,,,68-74,,R. Gobert enters the game for D. Favors
4:25.0,J. Grant enters the game for P. Patterson,,68-74,,
4:25.0,,,68-75,1,R. O'Neale makes free throw 2 of 2
4:09.0,,,68-75,,Personal foul by R. Rubio (drawn by P. George)
4:09.0,P. George makes free throw 1 of 2,1,69-75,,
4:09.0,P. George makes free throw 2 of 2,1,70-75,,
3:51.0,,,70-75,,J. Ingles misses 3-pt shot from 24 ft
3:47.0,Defensive rebound by P. George,,70-75,,
3:42.0,R. Felton misses 2-pt shot from 21 ft,,70-75,,
3:35.0,Offensive rebound by R. Westbrook,,70-75,,
3:35.0,R. Westbrook misses 2-pt shot at rim,,70-75,,
3:35.0,,,70-75,,Defensive rebound by R. O'Neale
3:30.0,,,70-75,,Shooting foul by J. Grant (drawn by R. Gobert)
3:30.0,,,70-76,1,R. Gobert makes free throw 1 of 2
3:30.0,C. Brewer enters the game for P. George,,70-76,,
3:30.0,,,70-77,1,R. Gobert makes free throw 2 of 2
3:15.0,J. Grant misses 2-pt shot from 6 ft (block by R. Gobert),,70-77,,
3:15.0,Offensive rebound by Team,,70-77,,
3:15.0,,,70-77,,D. Exum enters the game for R. Rubio
3:15.0,S. Adams enters the game for C. Anthony,,70-77,,
3:12.0,R. Westbrook misses 3-pt shot from 25 ft,,70-77,,
3:08.0,,,70-77,,Defensive rebound by R. Gobert
2:57.0,,,70-80,3,R. O'Neale makes 3-pt shot from 24 ft (assist by J. Ingles)
2:46.0,R. Felton misses 2-pt shot from 20 ft,,70-80,,
2:43.0,,,70-80,,Defensive rebound by R. Gobert
2:32.0,,,70-82,2,R. Gobert makes 2-pt shot from 1 ft (assist by D. Exum)
2:32.0,Oklahoma City full timeout,,70-82,,
2:32.0,A. Abrines enters the game for R. Westbrook,,70-82,,
2:12.0,Turnover by J. Grant (lost ball; steal by J. Crowder),,70-82,,
2:10.0,,,70-82,,Shooting foul by J. Grant (drawn by R. O'Neale)
2:10.0,,,70-82,,R. O'Neale misses free throw 1 of 2
2:10.0,,,70-82,,Offensive rebound by Team
2:10.0,,,70-82,,R. O'Neale misses free throw 2 of 2
2:06.0,Defensive rebound by C. Brewer,,70-82,,
1:46.0,R. Felton misses 2-pt shot from 23 ft,,70-82,,
1:45.0,,,70-82,,Defensive rebound by R. Gobert
1:28.0,,,70-82,,Shooting foul by A. Abrines (drawn by R. Gobert)
1:28.0,,,70-83,1,R. Gobert makes free throw 1 of 2
1:28.0,P. George enters the game for A. Abrines,,70-83,,
1:28.0,,,70-84,1,R. Gobert makes free throw 2 of 2
1:28.0,,,70-84,,Personal foul by J. Crowder (drawn by P. George)
1:28.0,P. George makes free throw 1 of 2,1,71-84,,
1:28.0,P. George makes free throw 2 of 2,1,72-84,,
1:24.0,,,72-84,,Turnover by D. Exum (out of bounds lost ball)
1:13.0,R. Felton misses 2-pt shot from 14 ft,,72-84,,
1:10.0,,,72-84,,Defensive rebound by D. Exum
1:00.0,,,72-84,,J. Crowder misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by J. Grant,,72-84,,
0:50.0,P. George makes 3-pt shot from 25 ft,3,75-84,,
0:43.0,,,75-84,,Utah full timeout
0:43.0,,,75-84,,R. Rubio enters the game for D. Exum
0:30.0,,,75-84,,J. Ingles misses 2-pt shot from 2 ft
0:30.0,,,75-84,,Offensive rebound by J. Ingles
0:30.0,,,75-86,2,J. Ingles makes 2-pt shot from 2 ft
0:22.0,P. George misses 2-pt shot from 22 ft,,75-86,,
0:19.0,,,75-86,,Defensive rebound by R. Rubio
0:05.0,,,75-86,,J. Ingles misses 3-pt shot from 24 ft
0:02.0,,,75-86,,Offensive rebound by R. Gobert
0:00.0,,,75-89,3,R. Rubio makes 3-pt shot from 27 ft (assist by R. Gobert)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,J. Grant misses 2-pt shot from 9 ft (block by R. O'Neale),,75-89,,
11:44.0,,,75-89,,Defensive rebound by J. Crowder
11:29.0,,,75-89,,Turnover by J. Crowder (bad pass; steal by C. Brewer)
11:24.0,J. Grant misses 3-pt shot from 23 ft,,75-89,,
11:17.0,Offensive rebound by C. Brewer,,75-89,,
11:16.0,C. Brewer makes 2-pt shot from 2 ft,2,77-89,,
11:04.0,,,77-89,,Turnover by R. O'Neale (bad pass)
10:55.0,,,77-89,,Personal foul by R. O'Neale
10:43.0,P. George makes 2-pt shot from 17 ft (assist by R. Felton),2,79-89,,
10:27.0,,,79-91,2,D. Mitchell makes 2-pt shot from 2 ft
10:13.0,P. George makes 3-pt shot from 25 ft,3,82-91,,
9:54.0,,,82-91,,Turnover by R. Rubio (bad pass; steal by J. Grant)
9:47.0,R. Felton makes 2-pt shot from 14 ft,2,84-91,,
9:46.0,,,84-91,,Utah full timeout
9:46.0,R. Westbrook enters the game for R. Felton,,84-91,,
9:46.0,,,84-91,,J. Ingles enters the game for R. O'Neale
9:46.0,,,84-91,,D. Favors enters the game for J. Crowder
9:29.0,,,84-93,2,R. Rubio makes 2-pt shot from 9 ft (assist by D. Mitchell)
9:08.0,P. George makes 2-pt shot from 14 ft,2,86-93,,
8:52.0,,,86-93,,D. Mitchell misses 2-pt shot from 4 ft (block by C. Brewer)
8:52.0,,,86-93,,Offensive rebound by Team
8:44.0,,,86-96,3,J. Ingles makes 3-pt shot from 24 ft (assist by R. Rubio)
8:25.0,Turnover by R. Westbrook (bad pass; steal by D. Mitchell),,86-96,,
8:17.0,,,86-96,,R. Gobert misses 2-pt shot from 3 ft
8:13.0,,,86-96,,Offensive rebound by R. Gobert
8:13.0,,,86-96,,R. Gobert misses 2-pt shot at rim
8:12.0,Defensive rebound by R. Westbrook,,86-96,,
8:01.0,J. Grant misses 2-pt shot from 2 ft,,86-96,,
7:59.0,,,86-96,,Defensive rebound by D. Favors
7:57.0,,,86-96,,Shooting foul by R. Westbrook (drawn by J. Ingles)
7:57.0,,,86-97,1,J. Ingles makes free throw 1 of 2
7:57.0,C. Anthony enters the game for C. Brewer,,86-97,,
7:57.0,R. Felton enters the game for J. Grant,,86-97,,
7:57.0,,,86-98,1,J. Ingles makes free throw 2 of 2
7:43.0,P. George misses 3-pt shot from 24 ft,,86-98,,
7:41.0,,,86-98,,Defensive rebound by R. Rubio
7:31.0,,,86-101,3,J. Ingles makes 3-pt shot from 23 ft (assist by D. Mitchell)
7:20.0,,,86-101,,Personal foul by J. Ingles (drawn by P. George)
7:14.0,Turnover by P. George (out of bounds lost ball),,86-101,,
6:58.0,,,86-101,,D. Mitchell misses 2-pt shot from 10 ft
6:54.0,,,86-101,,Offensive rebound by D. Mitchell
6:54.0,,,86-101,,D. Mitchell misses 2-pt shot at rim
6:53.0,Defensive rebound by S. Adams,,86-101,,
6:47.0,Turnover by P. George (bad pass; steal by D. Favors),,86-101,,
6:29.0,,,86-101,,R. Rubio misses 3-pt shot from 26 ft
6:26.0,Defensive rebound by R. Westbrook,,86-101,,
6:21.0,C. Anthony misses 3-pt shot from 26 ft,,86-101,,
6:18.0,,,86-101,,Defensive rebound by D. Mitchell
5:58.0,,,86-101,,Utah full timeout
5:54.0,,,86-103,2,R. Gobert makes 2-pt shot from 4 ft (assist by R. Rubio)
5:29.0,R. Felton misses 3-pt shot from 23 ft (block by R. Rubio),,86-103,,
5:27.0,,,86-103,,Defensive rebound by D. Mitchell
5:10.0,,,86-106,3,D. Mitchell makes 3-pt shot from 24 ft
4:53.0,C. Anthony misses 2-pt shot from 14 ft,,86-106,,
4:50.0,,,86-106,,Defensive rebound by J. Ingles
4:27.0,,,86-106,,J. Ingles misses 2-pt shot from 18 ft
4:26.0,Defensive rebound by R. Westbrook,,86-106,,
4:19.0,,,86-106,,Personal foul by D. Favors (drawn by C. Anthony)
4:13.0,R. Felton makes 3-pt shot from 23 ft (assist by R. Westbrook),3,89-106,,
3:53.0,,,89-106,,Turnover by D. Mitchell (lost ball; steal by R. Felton)
3:44.0,P. George misses 3-pt shot from 25 ft,,89-106,,
3:41.0,,,89-106,,Defensive rebound by D. Favors
3:28.0,,,89-108,2,R. Rubio makes 2-pt shot from 2 ft
