time,Atlanta,pts.away,score,pts.home,Charlotte
10:23.0,M. Muscala makes 3-pt shot from 23 ft (assist by M. Belinelli),3,35-35,,
10:07.0,,,35-35,,M. Carter-Williams misses 3-pt shot from 24 ft
10:04.0,Defensive rebound by J. Collins,,35-35,,
9:44.0,Turnover by M. Delaney (lost ball; steal by M. Carter-Williams),,35-35,,
9:38.0,,,35-35,,J. Lamb misses 2-pt shot from 14 ft
9:36.0,,,35-35,,Offensive rebound by Team
9:36.0,E. Ilyasova enters the game for J. Collins,,35-35,,
9:33.0,,,35-35,,J. Lamb misses 2-pt shot from 15 ft
9:27.0,Defensive rebound by E. Ilyasova,,35-35,,
9:18.0,M. Muscala makes 3-pt shot from 26 ft (assist by M. Belinelli),3,38-35,,
9:00.0,,,38-37,2,J. O'Bryant makes 2-pt shot from 1 ft (assist by F. Kaminsky)
9:00.0,,,38-37,,Shooting foul by M. Muscala (drawn by J. O'Bryant)
9:00.0,,,38-38,1,J. O'Bryant makes free throw 1 of 1
8:41.0,,,38-38,,Personal foul by T. Graham (drawn by M. Belinelli)
8:41.0,K. Bazemore enters the game for M. Belinelli,,38-38,,
8:29.0,Turnover by K. Bazemore (bad pass; steal by T. Graham),,38-38,,
8:22.0,,,38-38,,J. Lamb misses 2-pt shot from 2 ft
8:19.0,Defensive rebound by K. Bazemore,,38-38,,
8:12.0,M. Muscala misses 2-pt shot from 15 ft,,38-38,,
8:08.0,,,38-38,,Defensive rebound by F. Kaminsky
8:05.0,,,38-40,2,M. Carter-Williams makes 2-pt shot from 8 ft
7:51.0,M. Delaney misses 2-pt shot from 3 ft (block by M. Carter-Williams),,38-40,,
7:47.0,,,38-40,,Defensive rebound by T. Graham
7:34.0,,,38-40,,M. Carter-Williams misses 2-pt shot from 7 ft
7:31.0,Defensive rebound by M. Muscala,,38-40,,
7:22.0,Shooting foul by J. Lamb (drawn by M. Muscala),,38-40,,
7:22.0,M. Muscala misses free throw 1 of 2,,38-40,,
7:22.0,Offensive rebound by Team,,38-40,,
7:22.0,,,38-40,,K. Walker enters the game for T. Graham
7:22.0,D. Schroder enters the game for M. Delaney,,38-40,,
7:22.0,M. Muscala makes free throw 2 of 2,1,39-40,,
7:10.0,,,39-42,2,M. Carter-Williams makes 2-pt shot from 1 ft (assist by J. Lamb)
6:57.0,Offensive foul by M. Muscala (drawn by J. Lamb),,39-42,,
6:57.0,Turnover by M. Muscala (offensive foul),,39-42,,
6:57.0,,,39-42,,Charlotte full timeout
6:57.0,,,39-42,,D. Howard enters the game for J. O'Bryant
6:45.0,,,39-44,2,J. Lamb makes 2-pt shot from 16 ft (assist by K. Walker)
6:45.0,,,39-44,,Shooting foul by K. Bazemore (drawn by J. Lamb)
6:45.0,,,39-45,1,J. Lamb makes free throw 1 of 1
6:28.0,Offensive foul by M. Muscala (drawn by M. Carter-Williams),,39-45,,
6:28.0,Turnover by M. Muscala (offensive foul),,39-45,,
6:17.0,,,39-45,,D. Howard misses 2-pt shot from 2 ft (block by M. Muscala)
6:13.0,Defensive rebound by M. Muscala,,39-45,,
6:10.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by K. Bazemore),2,41-45,,
6:10.0,Shooting foul by D. Howard (drawn by E. Ilyasova),,41-45,,
6:10.0,,,41-45,,N. Batum enters the game for M. Carter-Williams
6:10.0,J. Collins enters the game for M. Muscala,,41-45,,
6:10.0,E. Ilyasova makes free throw 1 of 1,1,42-45,,
5:48.0,,,42-45,,D. Howard misses 2-pt shot from 1 ft
5:46.0,Defensive rebound by J. Collins,,42-45,,
5:38.0,D. Schroder makes 2-pt shot from 1 ft,2,44-45,,
5:24.0,,,44-45,,F. Kaminsky misses 3-pt shot from 26 ft
5:22.0,,,44-45,,Offensive rebound by D. Howard
5:22.0,,,44-45,,Shooting foul by E. Ilyasova (drawn by D. Howard)
5:22.0,,,44-46,1,D. Howard makes free throw 1 of 2
5:22.0,,,44-46,,M. Williams enters the game for J. Lamb
5:22.0,,,44-46,,M. Kidd-Gilchrist enters the game for F. Kaminsky
5:22.0,,,44-47,1,D. Howard makes free throw 2 of 2
5:03.0,K. Bazemore misses 3-pt shot from 26 ft,,44-47,,
4:59.0,,,44-47,,Defensive rebound by M. Kidd-Gilchrist
4:56.0,Personal foul by J. Collins (drawn by D. Howard),,44-47,,
4:56.0,,,44-47,,D. Howard misses free throw 1 of 2
4:56.0,,,44-47,,Offensive rebound by Team
4:56.0,T. Waller-Prince enters the game for T. Dorsey,,44-47,,
4:56.0,,,44-48,1,D. Howard makes free throw 2 of 2
4:47.0,D. Schroder misses 2-pt shot from 14 ft,,44-48,,
4:42.0,Offensive rebound by J. Collins,,44-48,,
4:42.0,,,44-48,,Personal foul by M. Williams (drawn by E. Ilyasova)
4:42.0,E. Ilyasova makes free throw 1 of 2,1,45-48,,
4:42.0,E. Ilyasova makes free throw 2 of 2,1,46-48,,
4:34.0,Personal foul by D. Schroder (drawn by K. Walker),,46-48,,
4:34.0,,,46-49,1,K. Walker makes free throw 1 of 2
4:34.0,D. Dedmon enters the game for E. Ilyasova,,46-49,,
4:34.0,,,46-50,1,K. Walker makes free throw 2 of 2
4:16.0,Turnover by T. Waller-Prince (bad pass; steal by K. Walker),,46-50,,
4:12.0,,,46-50,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft (block by K. Bazemore)
4:09.0,Defensive rebound by J. Collins,,46-50,,
4:07.0,,,46-50,,Personal foul by N. Batum (drawn by D. Dedmon)
4:07.0,D. Dedmon misses free throw 1 of 2,,46-50,,
4:07.0,Offensive rebound by Team,,46-50,,
4:07.0,D. Dedmon makes free throw 2 of 2,1,47-50,,
3:46.0,,,47-50,,M. Williams misses 3-pt shot from 24 ft
3:43.0,,,47-50,,Offensive rebound by M. Kidd-Gilchrist
3:40.0,,,47-53,3,K. Walker makes 3-pt shot from 24 ft (assist by M. Kidd-Gilchrist)
3:24.0,D. Schroder makes 2-pt shot from 15 ft,2,49-53,,
3:12.0,,,49-53,,M. Williams misses 3-pt shot from 26 ft
3:08.0,Defensive rebound by J. Collins,,49-53,,
2:58.0,J. Collins misses 2-pt shot from 2 ft,,49-53,,
2:55.0,,,49-53,,Defensive rebound by M. Williams
2:42.0,,,49-55,2,D. Howard makes 2-pt shot at rim (assist by M. Kidd-Gilchrist)
2:37.0,Atlanta full timeout,,49-55,,
2:37.0,,,49-55,,F. Kaminsky enters the game for M. Williams
2:37.0,,,49-55,,J. Lamb enters the game for N. Batum
2:37.0,M. Belinelli enters the game for K. Bazemore,,49-55,,
2:29.0,D. Schroder misses 2-pt shot from 2 ft (block by D. Howard),,49-55,,
2:29.0,,,49-55,,Defensive rebound by D. Howard
2:29.0,Personal foul by D. Schroder (drawn by D. Howard),,49-55,,
2:29.0,,,49-56,1,D. Howard makes free throw 1 of 2
2:29.0,,,49-57,1,D. Howard makes free throw 2 of 2
2:08.0,M. Belinelli misses 2-pt shot from 6 ft,,49-57,,
2:04.0,Offensive rebound by D. Dedmon,,49-57,,
2:04.0,D. Dedmon misses 2-pt shot at rim,,49-57,,
2:03.0,,,49-57,,Defensive rebound by D. Howard
1:52.0,,,49-57,,K. Walker misses 2-pt shot from 1 ft
1:50.0,Defensive rebound by D. Dedmon,,49-57,,
1:44.0,Turnover by D. Schroder (lost ball; steal by K. Walker),,49-57,,
1:40.0,,,49-57,,Shooting foul by T. Waller-Prince (drawn by M. Kidd-Gilchrist)
1:40.0,,,49-58,1,M. Kidd-Gilchrist makes free throw 1 of 2
1:40.0,,,49-59,1,M. Kidd-Gilchrist makes free throw 2 of 2
1:16.0,M. Belinelli misses 2-pt shot from 2 ft (block by D. Howard),,49-59,,
1:16.0,Offensive rebound by Team,,49-59,,
1:14.0,Jump ball: M. Kidd-Gilchrist vs. J. Collins (D. Dedmon gains possession),,,,Jump ball: M. Kidd-Gilchrist vs. J. Collins (D. Dedmon gains possession)
1:14.0,Turnover by Team (shot clock),,49-59,,
0:56.0,,,49-59,,Offensive foul by D. Howard (drawn by D. Dedmon)
0:56.0,,,49-59,,Turnover by D. Howard (offensive foul)
0:47.0,D. Schroder makes 3-pt shot from 25 ft,3,52-59,,
0:34.0,,,52-59,,K. Walker misses 2-pt shot from 21 ft
0:31.0,Defensive rebound by T. Waller-Prince,,52-59,,
0:29.0,D. Schroder misses 3-pt shot from 25 ft,,52-59,,
0:29.0,,,52-59,,Defensive rebound by D. Howard
0:08.0,,,52-59,,Shooting foul by D. Schroder (drawn by K. Walker)
0:08.0,,,52-60,1,K. Walker makes free throw 1 of 2
0:08.0,,,52-60,,J. O'Bryant enters the game for D. Howard
0:08.0,,,52-61,1,K. Walker makes free throw 2 of 2
0:00.0,Turnover by J. Collins (lost ball; steal by K. Walker),,52-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,52-63,2,K. Walker makes 2-pt shot from 21 ft
11:25.0,T. Waller-Prince makes 3-pt shot from 22 ft (assist by E. Ilyasova),3,55-63,,
11:13.0,Personal foul by D. Schroder (drawn by D. Howard),,55-63,,
11:00.0,,,55-63,,Turnover by K. Walker (bad pass; steal by K. Bazemore)
10:54.0,M. Plumlee makes 2-pt shot from 2 ft (assist by T. Waller-Prince),2,57-63,,
10:40.0,,,57-65,2,N. Batum makes 2-pt shot from 2 ft
10:40.0,Violation by M. Plumlee (def goaltending),,57-65,,
10:26.0,T. Waller-Prince makes 3-pt shot from 25 ft (assist by D. Schroder),3,60-65,,
10:12.0,,,60-68,3,N. Batum makes 3-pt shot from 25 ft (assist by D. Howard)
9:51.0,D. Schroder misses 2-pt shot from 12 ft,,60-68,,
9:45.0,,,60-68,,Defensive rebound by M. Williams
9:32.0,,,60-71,3,N. Batum makes 3-pt shot from 26 ft
9:17.0,Turnover by D. Schroder (bad pass; steal by D. Howard),,60-71,,
9:00.0,Personal foul by M. Plumlee (drawn by D. Howard),,60-71,,
9:00.0,M. Delaney enters the game for D. Schroder,,60-71,,
8:54.0,,,60-73,2,N. Batum makes 2-pt shot from 13 ft (assist by D. Howard)
8:35.0,K. Bazemore makes 2-pt shot from 3 ft (assist by E. Ilyasova),2,62-73,,
8:35.0,Shooting foul by M. Kidd-Gilchrist (drawn by K. Bazemore),,62-73,,
8:35.0,K. Bazemore makes free throw 1 of 1,1,63-73,,
8:21.0,,,63-75,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft
8:21.0,Violation by M. Plumlee (def goaltending),,63-75,,
8:21.0,,,63-75,,Shooting foul by T. Waller-Prince (drawn by M. Kidd-Gilchrist)
8:21.0,,,63-76,1,M. Kidd-Gilchrist makes free throw 1 of 1
8:10.0,K. Bazemore makes 3-pt shot from 25 ft,3,66-76,,
7:54.0,,,66-76,,K. Walker misses 2-pt shot from 2 ft
7:54.0,Defensive rebound by Team,,66-76,,
7:38.0,Turnover by K. Bazemore (bad pass; steal by M. Kidd-Gilchrist),,66-76,,
7:25.0,,,66-76,,N. Batum misses 3-pt shot from 25 ft
7:23.0,,,66-76,,Offensive rebound by D. Howard
7:21.0,,,66-79,3,M. Williams makes 3-pt shot from 25 ft (assist by D. Howard)
7:05.0,M. Delaney makes 3-pt shot from 24 ft (assist by E. Ilyasova),3,69-79,,
6:53.0,,,69-79,,Turnover by D. Howard (bad pass)
6:53.0,,,69-79,,Charlotte full timeout
6:53.0,D. Dedmon enters the game for M. Plumlee,,69-79,,
6:36.0,K. Bazemore makes 3-pt shot from 25 ft (assist by D. Dedmon),3,72-79,,
6:22.0,,,72-79,,Offensive foul by D. Howard (drawn by M. Delaney)
6:22.0,,,72-79,,Turnover by D. Howard (offensive foul)
6:22.0,M. Belinelli enters the game for T. Waller-Prince,,72-79,,
6:07.0,K. Bazemore makes 2-pt shot from 7 ft (assist by D. Dedmon),2,74-79,,
5:56.0,,,74-79,,Offensive foul by D. Howard
5:56.0,,,74-79,,Turnover by D. Howard (offensive foul)
5:56.0,,,74-79,,F. Kaminsky enters the game for D. Howard
5:56.0,,,74-79,,Technical foul by D. Howard
5:56.0,M. Belinelli makes technical free throw,1,75-79,,
5:41.0,K. Bazemore makes 3-pt shot from 24 ft (assist by D. Dedmon),3,78-79,,
5:39.0,,,78-79,,Charlotte full timeout
5:21.0,,,78-79,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft (block by K. Bazemore)
5:19.0,Defensive rebound by D. Dedmon,,78-79,,
5:13.0,K. Bazemore misses 2-pt shot from 1 ft,,78-79,,
5:13.0,,,78-79,,Defensive rebound by M. Williams
5:06.0,,,78-79,,Turnover by K. Walker (bad pass; steal by M. Belinelli)
5:03.0,Turnover by M. Delaney (bad pass),,78-79,,
4:49.0,,,78-79,,N. Batum misses 3-pt shot from 26 ft
4:44.0,,,78-79,,Offensive rebound by K. Walker
4:40.0,,,78-79,,K. Walker misses 3-pt shot from 25 ft
4:40.0,Defensive rebound by Team,,78-79,,
4:39.0,,,78-79,,Loose ball foul by N. Batum (drawn by K. Bazemore)
4:39.0,J. Collins enters the game for E. Ilyasova,,78-79,,
4:24.0,,,78-79,,Personal foul by N. Batum (drawn by K. Bazemore)
4:24.0,,,78-79,,J. Lamb enters the game for N. Batum
4:15.0,Turnover by D. Dedmon (bad pass),,78-79,,
4:07.0,,,78-79,,Offensive foul by F. Kaminsky (drawn by M. Delaney)
4:07.0,,,78-79,,Turnover by F. Kaminsky (offensive foul)
4:07.0,T. Waller-Prince enters the game for K. Bazemore,,78-79,,
3:57.0,M. Delaney misses 3-pt shot from 26 ft,,78-79,,
3:57.0,,,78-79,,Defensive rebound by M. Kidd-Gilchrist
3:43.0,,,78-81,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft
3:33.0,D. Dedmon misses 3-pt shot from 25 ft,,78-81,,
3:33.0,,,78-81,,Defensive rebound by J. Lamb
3:22.0,,,78-81,,J. Lamb misses 2-pt shot from 11 ft
3:22.0,Defensive rebound by D. Dedmon,,78-81,,
3:03.0,Shooting foul by J. Lamb (drawn by T. Waller-Prince),,78-81,,
3:03.0,T. Waller-Prince makes free throw 1 of 3,1,79-81,,
3:03.0,T. Waller-Prince makes free throw 2 of 3,1,80-81,,
3:03.0,,,80-81,,J. O'Bryant enters the game for M. Williams
3:03.0,T. Waller-Prince makes free throw 3 of 3,1,81-81,,
2:52.0,,,81-81,,K. Walker misses 2-pt shot from 16 ft
2:49.0,Defensive rebound by M. Belinelli,,81-81,,
2:43.0,Turnover by M. Belinelli (lost ball; steal by F. Kaminsky),,81-81,,
2:37.0,,,81-81,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft (block by J. Collins)
2:34.0,Defensive rebound by D. Dedmon,,81-81,,
2:22.0,M. Belinelli misses 3-pt shot from 25 ft,,81-81,,
2:20.0,,,81-81,,Defensive rebound by K. Walker
2:15.0,,,81-83,2,K. Walker makes 2-pt shot from 2 ft
2:02.0,T. Waller-Prince misses 3-pt shot from 24 ft,,81-83,,
1:59.0,,,81-83,,Defensive rebound by F. Kaminsky
1:52.0,,,81-86,3,K. Walker makes 3-pt shot from 25 ft
1:52.0,Atlanta full timeout,,81-86,,
1:52.0,,,81-86,,T. Graham enters the game for M. Kidd-Gilchrist
1:52.0,,,81-86,,M. Carter-Williams enters the game for K. Walker
1:39.0,T. Waller-Prince misses 2-pt shot from 1 ft,,81-86,,
1:32.0,Offensive rebound by J. Collins,,81-86,,
1:32.0,J. Collins makes 2-pt shot at rim,2,83-86,,
1:24.0,,,83-88,2,J. Lamb makes 2-pt shot from 20 ft
1:05.0,Turnover by T. Waller-Prince (bad pass; steal by F. Kaminsky),,83-88,,
1:02.0,,,83-88,,Shooting foul by J. Collins (drawn by J. Lamb)
1:02.0,,,83-89,1,J. Lamb makes free throw 1 of 2
1:02.0,,,83-90,1,J. Lamb makes free throw 2 of 2
0:44.0,M. Delaney misses 3-pt shot from 25 ft,,83-90,,
0:41.0,,,83-90,,Defensive rebound by T. Graham
0:32.0,,,83-90,,F. Kaminsky misses 2-pt shot from 7 ft
0:30.0,Defensive rebound by M. Delaney,,83-90,,
0:16.0,J. Collins makes 3-pt shot from 22 ft (assist by M. Delaney),3,86-90,,
0:02.0,,,86-90,,J. Lamb misses 2-pt shot from 18 ft
0:02.0,Defensive rebound by T. Waller-Prince,,86-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,M. Muscala makes 2-pt shot from 11 ft (assist by M. Delaney),2,88-90,,
11:33.0,,,88-90,,F. Kaminsky misses 3-pt shot from 26 ft
11:30.0,Defensive rebound by M. Belinelli,,88-90,,
11:27.0,,,88-90,,Personal foul by T. Graham (drawn by M. Belinelli)
11:19.0,M. Belinelli misses 2-pt shot from 20 ft,,88-90,,
11:18.0,Offensive rebound by Team,,88-90,,
11:18.0,,,88-90,,Loose ball foul by J. O'Bryant (drawn by M. Muscala)
11:11.0,Turnover by M. Delaney (lost ball; steal by M. Carter-Williams),,88-90,,
11:06.0,,,88-90,,J. O'Bryant misses 3-pt shot from 25 ft
11:03.0,Defensive rebound by J. Collins,,88-90,,
10:50.0,M. Belinelli misses 2-pt shot from 15 ft,,88-90,,
10:42.0,Offensive rebound by J. Collins,,88-90,,
10:42.0,J. Collins makes 2-pt shot at rim,2,90-90,,
10:33.0,,,90-90,,J. Lamb misses 2-pt shot from 12 ft
10:28.0,Defensive rebound by T. Dorsey,,90-90,,
10:28.0,,,90-90,,Personal foul by J. Lamb (drawn by T. Dorsey)
10:28.0,,,90-90,,D. Howard enters the game for J. O'Bryant
10:21.0,M. Muscala misses 3-pt shot from 25 ft,,90-90,,
10:19.0,,,90-90,,Defensive rebound by Team
10:03.0,Personal foul by J. Collins (drawn by D. Howard),,90-90,,
10:03.0,K. Bazemore enters the game for M. Belinelli,,90-90,,
9:53.0,,,90-90,,M. Carter-Williams misses 2-pt shot from 19 ft
9:48.0,Defensive rebound by M. Muscala,,90-90,,
9:45.0,T. Dorsey misses 2-pt shot from 22 ft,,90-90,,
9:41.0,Offensive rebound by J. Collins,,90-90,,
9:31.0,K. Bazemore makes 3-pt shot from 22 ft (assist by M. Delaney),3,93-90,,
9:15.0,,,93-90,,T. Graham misses 3-pt shot from 25 ft
9:12.0,,,93-90,,Offensive rebound by M. Carter-Williams
9:07.0,,,93-90,,J. Lamb misses 3-pt shot from 26 ft
9:05.0,Defensive rebound by T. Dorsey,,93-90,,
9:01.0,K. Bazemore makes 2-pt shot from 2 ft,2,95-90,,
9:01.0,Shooting foul by J. Lamb (drawn by K. Bazemore),,95-90,,
9:01.0,,,95-90,,K. Walker enters the game for T. Graham
9:01.0,E. Ilyasova enters the game for M. Delaney,,95-90,,
9:01.0,D. Schroder enters the game for J. Collins,,95-90,,
9:01.0,K. Bazemore misses free throw 1 of 1,,95-90,,
8:56.0,Offensive rebound by K. Bazemore,,95-90,,
8:55.0,K. Bazemore misses 2-pt shot from 12 ft,,95-90,,
8:53.0,,,95-90,,Defensive rebound by D. Howard
8:44.0,Personal foul by D. Schroder (drawn by K. Walker),,95-90,,
8:40.0,,,95-90,,K. Walker misses 3-pt shot from 26 ft
8:36.0,Defensive rebound by T. Dorsey,,95-90,,
8:21.0,D. Schroder misses 3-pt shot from 24 ft,,95-90,,
8:18.0,,,95-90,,Defensive rebound by D. Howard
