time,San Antonio,pts.away,score,pts.home,Golden State
1:40.0,,,86-91,,Offensive rebound by D. Green
1:40.0,,,86-93,2,D. Green makes 2-pt shot at rim
1:40.0,,,86-93,,Shooting foul by R. Gay (drawn by D. Green)
1:40.0,,,86-93,,D. Green misses free throw 1 of 1
1:38.0,Defensive rebound by R. Gay,,86-93,,
1:31.0,L. Aldridge makes 2-pt shot from 2 ft (assist by M. Ginobili),2,88-93,,
1:31.0,Shooting foul by K. Durant (drawn by L. Aldridge),,88-93,,
1:31.0,L. Aldridge makes free throw 1 of 1,1,89-93,,
1:09.0,,,89-93,,K. Looney misses 3-pt shot from 25 ft
1:07.0,Defensive rebound by L. Aldridge,,89-93,,
0:58.0,R. Gay misses 2-pt shot from 3 ft,,89-93,,
0:57.0,Offensive rebound by L. Aldridge,,89-93,,
0:57.0,Shooting foul by D. Green (drawn by L. Aldridge),,89-93,,
0:57.0,L. Aldridge makes free throw 1 of 2,1,90-93,,
0:57.0,,,90-93,,S. Livingston enters the game for K. Looney
0:57.0,L. Aldridge makes free throw 2 of 2,1,91-93,,
0:42.0,,,91-93,,Golden State full timeout
0:36.0,,,91-95,2,K. Durant makes 2-pt shot from 19 ft (assist by D. Green)
0:27.0,Turnover by M. Ginobili (bad pass),,91-95,,
0:24.0,Personal foul by R. Gay (drawn by K. Durant),,91-95,,
0:24.0,,,91-96,1,K. Durant makes free throw 1 of 2
0:24.0,,,91-97,1,K. Durant makes free throw 2 of 2
0:24.0,San Antonio full timeout,,91-97,,
0:22.0,D. Bertans misses 3-pt shot from 23 ft,,91-97,,
0:20.0,Offensive rebound by P. Mills,,91-97,,
0:17.0,R. Gay misses 3-pt shot from 25 ft,,91-97,,
0:15.0,Offensive rebound by P. Mills,,91-97,,
0:11.0,R. Gay misses 3-pt shot from 24 ft,,91-97,,
0:09.0,,,91-97,,Defensive rebound by D. Green
0:09.0,Personal foul by M. Ginobili (drawn by D. Green),,91-97,,
0:09.0,,,91-98,1,D. Green makes free throw 1 of 2
0:09.0,,,91-99,1,D. Green makes free throw 2 of 2
