time,Milwaukee,pts.away,score,pts.home,Toronto
2:27.0,,,19-25,3,D. DeRozan makes 3-pt shot from 25 ft
2:10.0,M. Dellavedova misses 2-pt shot from 7 ft,,19-25,,
2:08.0,Offensive rebound by G. Antetokounmpo,,19-25,,
2:08.0,Shooting foul by P. Siakam (drawn by G. Antetokounmpo),,19-25,,
2:08.0,G. Antetokounmpo makes free throw 1 of 2,1,20-25,,
2:08.0,G. Antetokounmpo makes free throw 2 of 2,1,21-25,,
1:50.0,,,21-27,2,J. Poeltl makes 2-pt shot from 3 ft (assist by D. DeRozan)
1:31.0,T. Maker makes 3-pt shot from 22 ft (assist by G. Antetokounmpo),3,24-27,,
1:12.0,,,24-30,3,C. Miles makes 3-pt shot from 25 ft (assist by D. DeRozan)
0:55.0,T. Maker makes 2-pt shot from 1 ft (assist by M. Dellavedova),2,26-30,,
0:36.0,,,26-33,3,D. DeRozan makes 3-pt shot from 24 ft
0:30.0,M. Brogdon makes 2-pt shot from 1 ft (assist by M. Dellavedova),2,28-33,,
0:07.0,,,28-35,2,D. DeRozan makes 2-pt shot from 1 ft (assist by D. Wright)
0:01.0,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova),2,30-35,,
0:00.0,,,30-35,,D. DeRozan misses 3-pt shot from 40 ft
0:00.0,,,30-35,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,30-35,,C. Miles misses 2-pt shot from 19 ft
11:40.0,Defensive rebound by T. Maker,,30-35,,
11:30.0,Turnover by K. Middleton (bad pass; steal by F. VanVleet),,30-35,,
11:17.0,,,30-35,,D. Wright misses 2-pt shot from 11 ft
11:13.0,Defensive rebound by M. Dellavedova,,30-35,,
11:02.0,K. Middleton makes 2-pt shot from 13 ft (assist by M. Dellavedova),2,32-35,,
10:50.0,,,32-35,,F. VanVleet misses 2-pt shot from 1 ft
10:47.0,Defensive rebound by M. Dellavedova,,32-35,,
10:27.0,M. Dellavedova makes 3-pt shot from 24 ft,3,35-35,,
10:11.0,,,35-35,,C. Miles misses 3-pt shot from 22 ft
10:09.0,,,35-35,,Offensive rebound by J. Poeltl
10:06.0,,,35-37,2,C. Miles makes 2-pt shot from 2 ft (assist by J. Poeltl)
9:41.0,K. Middleton makes 2-pt shot from 11 ft (assist by M. Dellavedova),2,37-37,,
9:26.0,,,37-39,2,P. Siakam makes 2-pt shot at rim (assist by J. Poeltl)
9:07.0,M. Dellavedova misses 3-pt shot from 25 ft,,37-39,,
9:04.0,Offensive rebound by M. Dellavedova,,37-39,,
9:02.0,S. Kilpatrick misses 3-pt shot from 24 ft,,37-39,,
8:59.0,,,37-39,,Defensive rebound by F. VanVleet
8:55.0,,,37-39,,F. VanVleet misses 2-pt shot from 3 ft (block by T. Maker)
8:55.0,,,37-39,,Offensive rebound by Team
8:49.0,,,37-39,,F. VanVleet misses 3-pt shot from 24 ft
8:45.0,Defensive rebound by M. Brogdon,,37-39,,
8:42.0,K. Middleton misses 3-pt shot from 24 ft,,37-39,,
8:39.0,,,37-39,,Defensive rebound by C. Miles
8:34.0,,,37-39,,C. Miles misses 2-pt shot from 6 ft
8:32.0,Defensive rebound by T. Maker,,37-39,,
8:25.0,,,37-39,,Personal block foul by C. Miles (drawn by S. Kilpatrick)
8:20.0,Shooting foul by J. Poeltl (drawn by T. Maker),,37-39,,
8:20.0,T. Maker makes free throw 1 of 3,1,38-39,,
8:20.0,T. Maker makes free throw 2 of 3,1,39-39,,
8:20.0,,,39-39,,K. Lowry enters the game for C. Miles
8:20.0,T. Maker makes free throw 3 of 3,1,40-39,,
8:07.0,,,40-41,2,F. VanVleet makes 2-pt shot from 9 ft
7:41.0,T. Maker misses 2-pt shot at rim,,40-41,,
7:38.0,,,40-41,,Defensive rebound by J. Poeltl
7:33.0,,,40-41,,Turnover by P. Siakam (bad pass; steal by K. Middleton)
7:29.0,Shooting foul by J. Poeltl (drawn by S. Kilpatrick),,40-41,,
7:29.0,S. Kilpatrick makes free throw 1 of 2,1,41-41,,
7:29.0,,,41-41,,S. Ibaka enters the game for P. Siakam
7:29.0,T. Snell enters the game for M. Dellavedova,,41-41,,
7:29.0,S. Kilpatrick makes free throw 2 of 2,1,42-41,,
7:26.0,,,42-41,,Toronto full timeout
7:26.0,,,42-41,,O. Anunoby enters the game for D. Wright
7:19.0,,,42-41,,Shooting foul by T. Maker (drawn by K. Lowry)
7:19.0,,,42-41,,K. Lowry misses free throw 1 of 2
7:19.0,,,42-41,,Offensive rebound by Team
7:19.0,,,42-41,,D. Wright enters the game for J. Poeltl
7:19.0,,,42-41,,K. Lowry misses free throw 2 of 2
7:16.0,Defensive rebound by T. Maker,,42-41,,
7:05.0,Turnover by M. Brogdon (bad pass),,42-41,,
7:05.0,,,42-41,,D. DeRozan enters the game for F. VanVleet
6:48.0,,,42-41,,Turnover by S. Ibaka (lost ball; steal by T. Maker)
6:44.0,S. Kilpatrick misses 2-pt shot from 1 ft,,42-41,,
6:42.0,Offensive rebound by M. Brogdon,,42-41,,
6:37.0,M. Brogdon misses 2-pt shot from 1 ft (block by D. Wright),,42-41,,
6:37.0,Offensive rebound by M. Brogdon,,42-41,,
6:34.0,M. Brogdon makes 2-pt shot at rim,2,44-41,,
6:15.0,,,44-43,2,S. Ibaka makes 2-pt shot from 17 ft (assist by K. Lowry)
5:55.0,K. Middleton misses 2-pt shot from 10 ft,,44-43,,
5:53.0,,,44-43,,Defensive rebound by S. Ibaka
5:40.0,,,44-45,2,S. Ibaka makes 2-pt shot from 1 ft (assist by D. Wright)
5:23.0,M. Brogdon makes 2-pt shot from 1 ft,2,46-45,,
5:12.0,,,46-47,2,D. Wright makes 2-pt shot from 1 ft
5:12.0,,,46-47,,Shooting foul by T. Maker (drawn by D. Wright)
5:12.0,E. Bledsoe enters the game for T. Maker,,46-47,,
5:12.0,G. Antetokounmpo enters the game for S. Kilpatrick,,46-47,,
5:12.0,J. Henson enters the game for M. Brogdon,,46-47,,
5:12.0,,,46-48,1,D. Wright makes free throw 1 of 1
4:53.0,K. Middleton makes 2-pt shot from 10 ft,2,48-48,,
4:43.0,,,48-51,3,K. Lowry makes 3-pt shot from 24 ft
4:33.0,E. Bledsoe misses 2-pt shot from 2 ft,,48-51,,
4:26.0,Offensive rebound by J. Henson,,48-51,,
4:26.0,J. Henson makes 2-pt shot at rim,2,50-51,,
4:19.0,,,50-53,2,S. Ibaka makes 2-pt shot from 1 ft (assist by D. DeRozan)
4:03.0,T. Snell misses 3-pt shot from 22 ft,,50-53,,
4:03.0,,,50-53,,Defensive rebound by S. Ibaka
3:51.0,,,50-53,,S. Ibaka misses 2-pt shot from 16 ft
3:49.0,Defensive rebound by T. Snell,,50-53,,
3:46.0,Turnover by T. Snell (bad pass; steal by D. Wright),,50-53,,
3:46.0,,,50-55,2,D. Wright makes 2-pt shot from 1 ft
3:46.0,Milwaukee full timeout,,50-55,,
3:46.0,,,50-55,,J. Valanciunas enters the game for D. Wright
3:34.0,K. Middleton misses 2-pt shot from 18 ft (block by D. DeRozan),,50-55,,
3:31.0,,,50-55,,Defensive rebound by K. Lowry
3:28.0,,,50-55,,D. DeRozan misses 2-pt shot from 2 ft
3:28.0,Defensive rebound by J. Henson,,50-55,,
3:18.0,J. Henson misses 2-pt shot from 2 ft (block by S. Ibaka),,50-55,,
3:16.0,,,50-55,,Defensive rebound by D. DeRozan
3:09.0,,,50-55,,Turnover by O. Anunoby (bad pass)
3:02.0,E. Bledsoe misses 3-pt shot from 25 ft,,50-55,,
2:58.0,,,50-55,,Defensive rebound by J. Valanciunas
2:53.0,Personal foul by G. Antetokounmpo (drawn by J. Valanciunas),,50-55,,
2:47.0,,,50-55,,D. DeRozan misses 2-pt shot from 14 ft
2:45.0,Defensive rebound by J. Henson,,50-55,,
2:41.0,E. Bledsoe misses 2-pt shot from 1 ft (block by S. Ibaka),,50-55,,
2:41.0,,,50-55,,Defensive rebound by K. Lowry
2:21.0,,,50-55,,S. Ibaka misses 2-pt shot from 15 ft
2:18.0,Defensive rebound by E. Bledsoe,,50-55,,
2:13.0,Turnover by E. Bledsoe (bad pass; steal by D. DeRozan),,50-55,,
2:02.0,,,50-55,,Turnover by D. DeRozan (bad pass; steal by E. Bledsoe)
1:58.0,,,50-55,,Personal foul by K. Lowry (drawn by G. Antetokounmpo)
1:58.0,M. Brogdon enters the game for K. Middleton,,50-55,,
1:54.0,G. Antetokounmpo makes 3-pt shot from 22 ft (assist by M. Brogdon),3,53-55,,
1:35.0,,,53-55,,S. Ibaka misses 2-pt shot from 17 ft
1:32.0,,,53-55,,Offensive rebound by Team
1:26.0,,,53-55,,K. Lowry misses 3-pt shot from 24 ft
1:25.0,Defensive rebound by Team,,53-55,,
1:08.0,J. Henson makes 2-pt shot at rim (assist by M. Brogdon),2,55-55,,
0:49.0,,,55-55,,S. Ibaka misses 3-pt shot from 24 ft
0:49.0,Defensive rebound by Team,,55-55,,
0:42.0,,,55-55,,Personal foul by D. DeRozan (drawn by G. Antetokounmpo)
0:42.0,G. Antetokounmpo misses free throw 1 of 2,,55-55,,
0:42.0,Offensive rebound by Team,,55-55,,
0:42.0,G. Antetokounmpo makes free throw 2 of 2,1,56-55,,
0:31.0,,,56-57,2,D. DeRozan makes 2-pt shot from 12 ft
0:09.0,Turnover by M. Brogdon (bad pass),,56-57,,
0:02.0,,,56-60,3,D. DeRozan makes 3-pt shot from 25 ft
0:00.0,G. Antetokounmpo misses 3-pt shot from 44 ft,,56-60,,
0:00.0,Offensive rebound by Team,,56-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,56-62,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by D. DeRozan)
11:33.0,K. Middleton misses 2-pt shot from 6 ft,,56-62,,
11:27.0,Offensive rebound by J. Henson,,56-62,,
11:27.0,J. Henson makes 2-pt shot at rim,2,58-62,,
11:18.0,,,58-62,,Shooting foul by E. Bledsoe (drawn by O. Anunoby)
11:18.0,,,58-63,1,O. Anunoby makes free throw 1 of 2
11:18.0,,,58-63,,O. Anunoby misses free throw 2 of 2
11:16.0,Defensive rebound by K. Middleton,,58-63,,
11:13.0,T. Snell misses 2-pt shot from 1 ft,,58-63,,
11:10.0,,,58-63,,Defensive rebound by J. Valanciunas
10:52.0,,,58-63,,D. DeRozan misses 3-pt shot from 22 ft
10:52.0,Defensive rebound by Team,,58-63,,
10:52.0,,,58-63,,Loose ball foul by S. Ibaka (drawn by G. Antetokounmpo)
10:38.0,Turnover by K. Middleton (bad pass; steal by S. Ibaka),,58-63,,
10:33.0,Violation by J. Henson (kicked ball),,58-63,,
10:18.0,,,58-63,,S. Ibaka misses 3-pt shot from 24 ft
10:18.0,Defensive rebound by T. Snell,,58-63,,
10:06.0,K. Middleton misses 3-pt shot from 25 ft,,58-63,,
10:06.0,,,58-63,,Defensive rebound by J. Valanciunas
9:55.0,,,58-65,2,J. Valanciunas makes 2-pt shot from 10 ft (assist by D. DeRozan)
9:42.0,T. Snell makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,60-65,,
9:31.0,,,60-68,3,K. Lowry makes 3-pt shot from 25 ft
9:20.0,Turnover by E. Bledsoe (traveling),,60-68,,
9:09.0,,,60-68,,Offensive foul by J. Valanciunas (drawn by E. Bledsoe)
9:09.0,,,60-68,,Turnover by J. Valanciunas (offensive foul)
9:06.0,,,60-68,,Shooting block foul by O. Anunoby (drawn by G. Antetokounmpo)
9:06.0,G. Antetokounmpo misses free throw 1 of 2,,60-68,,
9:06.0,Offensive rebound by Team,,60-68,,
9:06.0,G. Antetokounmpo makes free throw 2 of 2,1,61-68,,
8:47.0,,,61-68,,S. Ibaka misses 2-pt shot from 8 ft (block by K. Middleton)
8:47.0,,,61-68,,Offensive rebound by Team
8:45.0,Jump ball: S. Ibaka vs. K. Middleton (O. Anunoby gains possession),,,,Jump ball: S. Ibaka vs. K. Middleton (O. Anunoby gains possession)
8:42.0,,,61-71,3,K. Lowry makes 3-pt shot from 25 ft (assist by O. Anunoby)
8:33.0,Shooting foul by D. DeRozan (drawn by K. Middleton),,61-71,,
8:33.0,K. Middleton makes free throw 1 of 2,1,62-71,,
8:33.0,K. Middleton makes free throw 2 of 2,1,63-71,,
8:14.0,,,63-74,3,D. DeRozan makes 3-pt shot from 25 ft (assist by O. Anunoby)
8:01.0,G. Antetokounmpo makes 2-pt shot from 9 ft,2,65-74,,
7:48.0,,,65-74,,Turnover by S. Ibaka (lost ball; steal by E. Bledsoe)
7:45.0,Shooting foul by K. Lowry (drawn by E. Bledsoe),,65-74,,
7:45.0,E. Bledsoe makes free throw 1 of 2,1,66-74,,
7:45.0,E. Bledsoe makes free throw 2 of 2,1,67-74,,
7:30.0,,,67-74,,S. Ibaka misses 3-pt shot from 22 ft
7:27.0,Defensive rebound by G. Antetokounmpo,,67-74,,
7:24.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,67-74,,
7:22.0,,,67-74,,Defensive rebound by O. Anunoby
7:18.0,,,67-74,,K. Lowry misses 3-pt shot from 25 ft
7:18.0,Defensive rebound by E. Bledsoe,,67-74,,
7:12.0,Shooting foul by K. Lowry (drawn by G. Antetokounmpo),,67-74,,
7:12.0,G. Antetokounmpo makes free throw 1 of 2,1,68-74,,
7:12.0,M. Brogdon enters the game for T. Snell,,68-74,,
7:12.0,G. Antetokounmpo makes free throw 2 of 2,1,69-74,,
6:54.0,,,69-74,,D. DeRozan misses 2-pt shot from 8 ft
6:51.0,Defensive rebound by M. Brogdon,,69-74,,
6:47.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,71-74,,
6:37.0,,,71-74,,Toronto full timeout
6:37.0,,,71-74,,P. Siakam enters the game for O. Anunoby
6:37.0,,,71-74,,C. Miles enters the game for J. Valanciunas
6:27.0,,,71-74,,Shooting foul by M. Brogdon (drawn by D. DeRozan)
6:27.0,,,71-75,1,D. DeRozan makes free throw 1 of 2
6:27.0,,,71-76,1,D. DeRozan makes free throw 2 of 2
6:11.0,E. Bledsoe makes 2-pt shot from 1 ft,2,73-76,,
5:59.0,,,73-76,,D. DeRozan misses 3-pt shot from 25 ft
5:58.0,Defensive rebound by Team,,73-76,,
5:46.0,Turnover by E. Bledsoe (bad pass; steal by C. Miles),,73-76,,
5:44.0,Personal foul by K. Middleton (drawn by P. Siakam),,73-76,,
5:33.0,,,73-76,,Turnover by K. Lowry (traveling)
5:24.0,,,73-76,,Violation by S. Ibaka (kicked ball)
5:15.0,G. Antetokounmpo makes 2-pt shot from 18 ft,2,75-76,,
5:00.0,,,75-76,,P. Siakam misses 2-pt shot from 13 ft (block by J. Henson)
4:55.0,,,75-76,,Offensive rebound by P. Siakam
4:51.0,,,75-79,3,C. Miles makes 3-pt shot from 22 ft (assist by K. Lowry)
4:26.0,Turnover by M. Brogdon (bad pass),,75-79,,
4:14.0,,,75-81,2,P. Siakam makes 2-pt shot from 2 ft (assist by K. Lowry)
3:57.0,K. Middleton makes 2-pt shot from 1 ft (assist by J. Henson),2,77-81,,
3:34.0,,,77-81,,K. Lowry misses 2-pt shot from 13 ft
3:31.0,,,77-81,,Offensive rebound by S. Ibaka
3:12.0,,,77-81,,K. Lowry misses 3-pt shot from 32 ft
3:10.0,Defensive rebound by J. Henson,,77-81,,
3:01.0,Shooting foul by K. Lowry (drawn by J. Henson),,77-81,,
3:01.0,J. Henson makes free throw 1 of 2,1,78-81,,
3:01.0,,,78-81,,D. Wright enters the game for K. Lowry
3:01.0,,,78-81,,J. Poeltl enters the game for S. Ibaka
3:01.0,M. Dellavedova enters the game for E. Bledsoe,,78-81,,
3:01.0,J. Henson makes free throw 2 of 2,1,79-81,,
2:51.0,,,79-81,,Turnover by D. Wright (bad pass; steal by K. Middleton)
2:47.0,K. Middleton misses 2-pt shot from 2 ft (block by D. Wright),,79-81,,
2:41.0,,,79-81,,Defensive rebound by C. Miles
2:29.0,,,79-83,2,D. DeRozan makes 2-pt shot from 16 ft
2:07.0,G. Antetokounmpo misses 2-pt shot from 6 ft,,79-83,,
2:04.0,,,79-83,,Defensive rebound by C. Miles
1:59.0,Milwaukee full timeout,,79-83,,
1:59.0,T. Maker enters the game for J. Henson,,79-83,,
1:51.0,,,79-85,2,J. Poeltl makes 2-pt shot from 2 ft (assist by C. Miles)
1:37.0,K. Middleton misses 3-pt shot from 22 ft,,79-85,,
1:35.0,,,79-85,,Defensive rebound by C. Miles
1:20.0,,,79-85,,D. Wright misses 3-pt shot from 22 ft
1:18.0,Defensive rebound by T. Maker,,79-85,,
1:11.0,K. Middleton makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,81-85,,
0:47.0,,,81-85,,Shooting foul by M. Dellavedova (drawn by D. Wright)
0:47.0,,,81-85,,D. Wright misses free throw 1 of 2
0:47.0,,,81-85,,Offensive rebound by Team
0:47.0,,,81-86,1,D. Wright makes free throw 2 of 2
0:32.0,T. Maker makes 3-pt shot from 22 ft (assist by M. Dellavedova),3,84-86,,
0:28.0,,,84-88,2,D. DeRozan makes 2-pt shot from 1 ft
0:28.0,Violation by T. Maker (def goaltending),,84-88,,
0:05.0,T. Maker misses 3-pt shot from 22 ft,,84-88,,
0:03.0,Offensive rebound by Team,,84-88,,
0:00.0,T. Maker misses 2-pt shot from 8 ft,,84-88,,
0:00.0,Offensive rebound by Team,,84-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Shooting foul by J. Poeltl (drawn by K. Middleton),,84-88,,
11:41.0,K. Middleton makes free throw 1 of 2,1,85-88,,
11:41.0,K. Middleton makes free throw 2 of 2,1,86-88,,
11:20.0,,,86-90,2,D. Wright makes 2-pt shot from 2 ft
11:05.0,M. Brogdon makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,88-90,,
10:49.0,Personal foul by M. Brogdon (drawn by D. Wright),,88-90,,
10:35.0,,,88-90,,J. Poeltl misses 2-pt shot from 12 ft
10:33.0,Defensive rebound by K. Middleton,,88-90,,
10:11.0,Turnover by T. Maker (lost ball; steal by J. Poeltl),,88-90,,
10:04.0,,,88-90,,Turnover by F. VanVleet (bad pass; steal by M. Brogdon)
9:59.0,J. Terry misses 2-pt shot from 18 ft,,88-90,,
9:59.0,Offensive rebound by M. Brogdon,,88-90,,
9:59.0,,,88-90,,Personal foul by C. Miles (drawn by M. Brogdon)
9:59.0,,,88-90,,K. Lowry enters the game for P. Siakam
9:50.0,Shooting foul by F. VanVleet (drawn by T. Maker),,88-90,,
9:50.0,T. Maker makes free throw 1 of 2,1,89-90,,
9:50.0,T. Maker makes free throw 2 of 2,1,90-90,,
9:35.0,,,90-90,,C. Miles misses 3-pt shot from 25 ft
9:33.0,Defensive rebound by M. Dellavedova,,90-90,,
9:20.0,K. Middleton makes 2-pt shot from 17 ft,2,92-90,,
9:14.0,,,92-90,,Toronto full timeout
9:14.0,,,92-90,,O. Anunoby enters the game for C. Miles
8:58.0,,,92-92,2,F. VanVleet makes 2-pt shot from 1 ft
8:40.0,M. Brogdon misses 2-pt shot from 2 ft,,92-92,,
8:38.0,,,92-92,,Defensive rebound by F. VanVleet
8:23.0,,,92-92,,D. Wright misses 2-pt shot from 3 ft
8:21.0,Defensive rebound by M. Brogdon,,92-92,,
8:03.0,J. Terry misses 2-pt shot from 17 ft,,92-92,,
8:00.0,,,92-92,,Defensive rebound by O. Anunoby
7:52.0,,,92-95,3,F. VanVleet makes 3-pt shot from 22 ft (assist by K. Lowry)
7:30.0,T. Maker misses 2-pt shot from 5 ft,,92-95,,
7:27.0,,,92-95,,Defensive rebound by D. Wright
7:22.0,,,92-95,,Shooting foul by T. Maker (drawn by K. Lowry)
7:22.0,,,92-96,1,K. Lowry makes free throw 1 of 2
7:22.0,,,92-96,,S. Ibaka enters the game for J. Poeltl
7:22.0,,,92-96,,D. DeRozan enters the game for D. Wright
7:22.0,G. Antetokounmpo enters the game for T. Maker,,92-96,,
7:22.0,J. Henson enters the game for K. Middleton,,92-96,,
7:22.0,,,92-97,1,K. Lowry makes free throw 2 of 2
7:12.0,M. Brogdon makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,95-97,,
6:56.0,,,95-99,2,D. DeRozan makes 2-pt shot from 19 ft
6:41.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,97-99,,
6:41.0,Shooting foul by S. Ibaka (drawn by G. Antetokounmpo),,97-99,,
6:41.0,E. Bledsoe enters the game for J. Terry,,97-99,,
6:41.0,G. Antetokounmpo makes free throw 1 of 1,1,98-99,,
6:29.0,,,98-99,,D. DeRozan misses 2-pt shot from 7 ft
6:25.0,Defensive rebound by G. Antetokounmpo,,98-99,,
6:19.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,98-99,,
6:13.0,Offensive rebound by J. Henson,,98-99,,
6:13.0,J. Henson misses 2-pt shot at rim,,98-99,,
6:12.0,,,98-99,,Defensive rebound by O. Anunoby
6:04.0,,,98-99,,S. Ibaka misses 2-pt shot from 14 ft
6:02.0,Defensive rebound by E. Bledsoe,,98-99,,
5:48.0,M. Dellavedova misses 3-pt shot from 25 ft,,98-99,,
5:48.0,,,98-99,,Defensive rebound by D. DeRozan
5:27.0,,,98-99,,Shooting foul by M. Brogdon (drawn by K. Lowry)
5:27.0,,,98-100,1,K. Lowry makes free throw 1 of 2
5:27.0,,,98-101,1,K. Lowry makes free throw 2 of 2
5:09.0,M. Brogdon makes 2-pt shot from 2 ft (assist by J. Henson),2,100-101,,
4:54.0,,,100-103,2,S. Ibaka makes 2-pt shot from 1 ft (assist by D. DeRozan)
4:54.0,,,100-103,,Shooting foul by J. Henson (drawn by S. Ibaka)
4:54.0,,,100-104,1,S. Ibaka makes free throw 1 of 1
