time,Golden State,pts.away,score,pts.home,Houston
2:33.0,Turnover by K. Durant (lost ball; steal by P. Tucker),,97-87,,
2:32.0,Personal foul by D. Green (drawn by P. Tucker),,97-87,,
2:32.0,,,97-88,1,P. Tucker makes free throw 1 of 2
2:32.0,,,97-88,,P. Tucker misses free throw 2 of 2
2:32.0,Defensive rebound by K. Thompson,,97-88,,
2:15.0,S. Curry misses 3-pt shot from 27 ft,,97-88,,
2:11.0,,,97-88,,Defensive rebound by P. Tucker
2:07.0,,,97-88,,Turnover by J. Harden (bad pass; steal by K. Thompson)
2:02.0,D. Green makes 2-pt shot from 1 ft (assist by K. Thompson),2,99-88,,
1:48.0,,,99-90,2,J. Harden makes 2-pt shot from 1 ft (assist by P. Tucker)
1:24.0,Turnover by Team (shot clock),,99-90,,
1:11.0,,,99-92,2,J. Harden makes 2-pt shot from 1 ft
0:48.0,S. Curry misses 3-pt shot from 25 ft,,99-92,,
0:47.0,,,99-92,,Defensive rebound by G. Green
0:41.0,,,99-92,,J. Harden misses 3-pt shot from 26 ft
0:37.0,,,99-92,,Offensive rebound by T. Ariza
0:36.0,,,99-92,,T. Ariza misses 3-pt shot from 24 ft
0:36.0,Defensive rebound by K. Thompson,,99-92,,
0:29.0,Golden State full timeout,,99-92,,
0:29.0,Golden State full timeout,,99-92,,
0:29.0,,,99-92,,C. Capela enters the game for P. Tucker
0:27.0,,,99-92,,Personal foul by E. Gordon (drawn by S. Curry)
0:25.0,,,99-92,,Personal foul by C. Capela (drawn by K. Durant)
0:25.0,K. Durant makes free throw 1 of 2,1,100-92,,
0:25.0,K. Durant makes free throw 2 of 2,1,101-92,,
0:19.0,,,101-92,,Turnover by T. Ariza (bad pass; steal by K. Durant)
