time,LA Clippers,pts.away,score,pts.home,San Antonio
4:37.0,,,6-15,2,M. Ginobili makes 2-pt shot at rim
4:14.0,Shooting foul by D. Murray (drawn by D. Jordan),,6-15,,
4:14.0,D. Jordan misses free throw 1 of 2,,6-15,,
4:14.0,Offensive rebound by Team,,6-15,,
4:14.0,,,6-15,,P. Mills enters the game for B. Forbes
4:14.0,D. Jordan makes free throw 2 of 2,1,7-15,,
4:02.0,,,7-15,,Shooting foul by M. Harrell (drawn by R. Gay)
4:02.0,,,7-16,1,R. Gay makes free throw 1 of 2
4:02.0,S. Thornwell enters the game for C. Williams,,7-16,,
4:02.0,,,7-17,1,R. Gay makes free throw 2 of 2
3:41.0,S. Thornwell makes 2-pt shot at rim (assist by A. Rivers),2,9-17,,
3:31.0,,,9-19,2,D. Murray makes 2-pt shot from 16 ft
3:24.0,,,9-19,,Personal foul by D. Murray (drawn by A. Rivers)
3:19.0,A. Rivers makes 3-pt shot from 24 ft (assist by J. Evans),3,12-19,,
3:04.0,,,12-22,3,P. Mills makes 3-pt shot from 26 ft (assist by M. Ginobili)
2:52.0,A. Rivers makes 3-pt shot from 24 ft,3,15-22,,
2:33.0,,,15-22,,Shooting foul by A. Rivers (drawn by R. Gay)
2:33.0,,,15-23,1,R. Gay makes free throw 1 of 2
2:33.0,,,15-23,,P. Gasol enters the game for L. Aldridge
2:33.0,,,15-24,1,R. Gay makes free throw 2 of 2
2:11.0,Turnover by A. Rivers (bad pass),,15-24,,
2:11.0,S. Dekker enters the game for D. Jordan,,15-24,,
2:00.0,,,15-26,2,M. Ginobili makes 2-pt shot from 1 ft (assist by P. Gasol)
1:48.0,Shooting foul by P. Mills (drawn by M. Harrell),,15-26,,
1:48.0,M. Harrell makes free throw 1 of 2,1,16-26,,
1:48.0,M. Harrell makes free throw 2 of 2,1,17-26,,
1:32.0,,,17-28,2,P. Gasol makes 2-pt shot from 8 ft
1:21.0,A. Rivers misses 3-pt shot from 22 ft,,17-28,,
1:18.0,,,17-28,,Defensive rebound by P. Gasol
1:14.0,,,17-31,3,R. Gay makes 3-pt shot from 24 ft (assist by M. Ginobili)
0:56.0,Turnover by J. Evans (out of bounds lost ball),,17-31,,
0:56.0,,,17-31,,K. Leonard enters the game for M. Ginobili
0:56.0,C. Williams enters the game for A. Rivers,,17-31,,
0:44.0,,,17-31,,Turnover by P. Gasol (lost ball; steal by C. Williams)
0:40.0,Turnover by S. Thornwell (bad pass),,17-31,,
0:33.0,,,17-31,,K. Leonard misses 2-pt shot at rim (block by M. Harrell)
0:31.0,,,17-31,,Offensive rebound by P. Gasol
0:30.0,,,17-31,,P. Gasol misses 2-pt shot from 2 ft
0:30.0,Defensive rebound by S. Dekker,,17-31,,
0:10.0,J. Evans misses 2-pt shot from 1 ft,,17-31,,
0:10.0,,,17-31,,Defensive rebound by P. Gasol
0:01.0,,,17-31,,Offensive charge foul by D. Murray (drawn by M. Harrell)
0:01.0,,,17-31,,Turnover by D. Murray (offensive foul)
0:01.0,,,17-31,,B. Forbes enters the game for D. Murray
0:00.0,J. Evans misses 3-pt shot from 61 ft,,17-31,,
0:00.0,Offensive rebound by Team,,17-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,M. Harrell makes 2-pt shot from 16 ft (assist by J. Evans),2,19-31,,
11:19.0,,,19-31,,Offensive charge foul by K. Leonard (drawn by W. Reed)
11:19.0,,,19-31,,Turnover by K. Leonard (offensive foul)
11:05.0,M. Harrell misses 2-pt shot from 7 ft,,19-31,,
11:02.0,Offensive rebound by W. Reed,,19-31,,
10:58.0,J. Evans misses 2-pt shot from 14 ft,,19-31,,
10:58.0,,,19-31,,Defensive rebound by R. Gay
10:49.0,,,19-33,2,R. Gay makes 2-pt shot from 20 ft
10:25.0,W. Reed makes 2-pt shot from 3 ft (assist by S. Dekker),2,21-33,,
10:05.0,,,21-35,2,P. Gasol makes 2-pt shot at rim (assist by T. Parker)
9:58.0,M. Harrell makes 2-pt shot at rim (assist by J. Evans),2,23-35,,
9:58.0,,,23-35,,Turnover by T. Parker (bad pass; steal by J. Evans)
9:35.0,W. Reed makes 2-pt shot from 1 ft (assist by M. Harrell),2,25-35,,
9:35.0,,,25-35,,San Antonio full timeout
9:35.0,,,25-35,,B. Forbes enters the game for P. Gasol
9:35.0,,,25-35,,D. Bertans enters the game for R. Gay
9:35.0,,,25-35,,L. Aldridge enters the game for P. Mills
9:16.0,,,25-35,,L. Aldridge misses 2-pt shot from 17 ft
9:11.0,Defensive rebound by C. Williams,,25-35,,
9:03.0,Turnover by J. Evans (bad pass; steal by T. Parker),,25-35,,
8:57.0,,,25-37,2,K. Leonard makes 2-pt shot from 1 ft (assist by T. Parker)
8:46.0,C. Williams makes 3-pt shot from 23 ft (assist by M. Harrell),3,28-37,,
8:32.0,,,28-37,,Shooting foul by C. Williams (drawn by T. Parker)
8:32.0,,,28-38,1,T. Parker makes free throw 1 of 2
8:32.0,,,28-38,,M. Ginobili enters the game for K. Leonard
8:32.0,,,28-38,,T. Parker misses free throw 2 of 2
8:30.0,Defensive rebound by S. Dekker,,28-38,,
8:19.0,C. Williams misses 2-pt shot from 17 ft,,28-38,,
8:18.0,Offensive rebound by Team,,28-38,,
8:18.0,,,28-38,,Loose ball foul by B. Forbes (drawn by W. Reed)
8:13.0,J. Evans makes 2-pt shot from 14 ft,2,30-38,,
8:03.0,Shooting block foul by C. Williams (drawn by T. Parker),,30-38,,
8:03.0,,,30-38,,T. Parker misses free throw 1 of 2
8:03.0,,,30-38,,Offensive rebound by Team
8:03.0,M. Teodosic enters the game for S. Dekker,,30-38,,
8:03.0,A. Rivers enters the game for C. Williams,,30-38,,
8:03.0,,,30-38,,T. Parker misses free throw 2 of 2
8:01.0,Defensive rebound by W. Reed,,30-38,,
7:45.0,M. Harrell misses 2-pt shot from 1 ft (block by M. Ginobili),,30-38,,
7:41.0,,,30-38,,Defensive rebound by L. Aldridge
7:38.0,,,30-38,,M. Ginobili misses 3-pt shot from 26 ft
7:38.0,Defensive rebound by W. Reed,,30-38,,
7:30.0,Turnover by A. Rivers (bad pass),,30-38,,
7:10.0,,,30-40,2,T. Parker makes 2-pt shot from 1 ft (assist by B. Forbes)
6:50.0,Shooting foul by L. Aldridge (drawn by W. Reed),,30-40,,
6:50.0,W. Reed makes free throw 1 of 2,1,31-40,,
6:50.0,J. Wilson enters the game for M. Harrell,,31-40,,
6:50.0,W. Reed misses free throw 2 of 2,,31-40,,
6:48.0,,,31-40,,Defensive rebound by L. Aldridge
6:38.0,,,31-40,,Shooting foul by A. Rivers (drawn by M. Ginobili)
6:38.0,,,31-41,1,M. Ginobili makes free throw 1 of 2
6:38.0,D. Jordan enters the game for W. Reed,,31-41,,
6:38.0,,,31-42,1,M. Ginobili makes free throw 2 of 2
6:26.0,J. Evans misses 3-pt shot from 22 ft,,31-42,,
6:22.0,,,31-42,,Defensive rebound by L. Aldridge
6:18.0,,,31-44,2,T. Parker makes 2-pt shot from 8 ft
6:17.0,LA Clippers full timeout,,31-44,,
6:17.0,,,31-44,,P. Mills enters the game for B. Forbes
6:17.0,,,31-44,,R. Gay enters the game for D. Bertans
6:05.0,C. Williams enters the game for J. Evans,,31-44,,
5:59.0,Turnover by M. Teodosic (bad pass),,31-44,,
5:59.0,Loose ball foul by D. Jordan (drawn by M. Ginobili),,31-44,,
5:40.0,,,31-44,,R. Gay misses 2-pt shot from 11 ft
5:40.0,Defensive rebound by D. Jordan,,31-44,,
5:32.0,A. Rivers makes 2-pt shot at rim,2,33-44,,
5:19.0,,,33-46,2,L. Aldridge makes 2-pt shot from 2 ft (assist by M. Ginobili)
5:19.0,,,33-46,,Shooting foul by C. Williams (drawn by L. Aldridge)
5:19.0,,,33-46,,K. Leonard enters the game for T. Parker
5:19.0,,,33-47,1,L. Aldridge makes free throw 1 of 1
5:06.0,D. Jordan makes 2-pt shot from 1 ft,2,35-47,,
4:51.0,,,35-47,,L. Aldridge misses 2-pt shot from 19 ft
4:48.0,Defensive rebound by J. Wilson,,35-47,,
4:47.0,Turnover by J. Wilson (lost ball; steal by P. Mills),,35-47,,
4:43.0,,,35-47,,P. Mills misses 2-pt shot from 13 ft
4:40.0,Defensive rebound by A. Rivers,,35-47,,
4:37.0,Offensive foul by C. Williams (drawn by P. Mills),,35-47,,
4:37.0,Turnover by C. Williams (offensive foul),,35-47,,
4:37.0,S. Dekker enters the game for C. Williams,,35-47,,
4:23.0,,,35-49,2,M. Ginobili makes 2-pt shot from 14 ft
4:23.0,,,35-49,,Shooting foul by A. Rivers (drawn by M. Ginobili)
4:23.0,,,35-50,1,M. Ginobili makes free throw 1 of 1
4:08.0,M. Teodosic makes 3-pt shot from 26 ft,3,38-50,,
3:52.0,,,38-52,2,P. Mills makes 2-pt shot from 20 ft
3:35.0,,,38-52,,Personal foul by P. Mills (drawn by J. Wilson)
3:35.0,,,38-52,,B. Forbes enters the game for M. Ginobili
3:35.0,S. Thornwell enters the game for A. Rivers,,38-52,,
3:26.0,S. Dekker makes 2-pt shot at rim (assist by M. Teodosic),2,40-52,,
3:13.0,,,40-52,,P. Mills misses 3-pt shot from 26 ft
3:11.0,Defensive rebound by J. Wilson,,40-52,,
3:01.0,J. Wilson misses 3-pt shot from 25 ft,,40-52,,
2:59.0,,,40-52,,Defensive rebound by Team
2:46.0,Personal block foul by D. Jordan (drawn by L. Aldridge),,40-52,,
2:46.0,,,40-53,1,L. Aldridge makes free throw 1 of 2
2:46.0,,,40-54,1,L. Aldridge makes free throw 2 of 2
2:35.0,M. Teodosic makes 2-pt shot at rim,2,42-54,,
2:22.0,,,42-54,,Turnover by K. Leonard (out of bounds lost ball)
2:09.0,D. Jordan makes 2-pt shot from 1 ft (assist by S. Thornwell),2,44-54,,
1:53.0,,,44-54,,L. Aldridge misses 2-pt shot from 16 ft
1:51.0,Defensive rebound by D. Jordan,,44-54,,
1:46.0,Shooting foul by R. Gay (drawn by D. Jordan),,44-54,,
1:46.0,D. Jordan misses free throw 1 of 2,,44-54,,
1:46.0,Offensive rebound by Team,,44-54,,
1:46.0,,,44-54,,M. Ginobili enters the game for R. Gay
1:46.0,D. Jordan misses free throw 2 of 2,,44-54,,
1:44.0,,,44-54,,Defensive rebound by K. Leonard
1:30.0,,,44-54,,B. Forbes misses 2-pt shot from 7 ft
1:29.0,Defensive rebound by D. Jordan,,44-54,,
1:27.0,Turnover by M. Teodosic (bad pass),,44-54,,
1:04.0,,,44-54,,M. Ginobili misses 3-pt shot from 26 ft
0:56.0,Defensive rebound by S. Dekker,,44-54,,
0:52.0,D. Jordan makes 2-pt shot at rim (assist by S. Dekker),2,46-54,,
0:32.0,,,46-54,,Turnover by M. Ginobili (lost ball; steal by S. Dekker)
0:29.0,,,46-54,,Personal foul by M. Ginobili (drawn by M. Teodosic)
0:29.0,M. Teodosic makes free throw 1 of 2,1,47-54,,
0:29.0,M. Harrell enters the game for J. Wilson,,47-54,,
0:29.0,M. Teodosic misses free throw 2 of 2,,47-54,,
0:27.0,,,47-54,,Defensive rebound by M. Ginobili
0:09.0,,,47-57,3,K. Leonard makes 3-pt shot from 24 ft
0:06.0,M. Harrell makes 2-pt shot from 1 ft (assist by S. Thornwell),2,49-57,,
0:00.0,,,49-57,,K. Leonard misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by S. Dekker,,49-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,W. Reed misses 2-pt shot from 3 ft,,49-57,,
11:40.0,,,49-57,,Defensive rebound by P. Gasol
11:32.0,,,49-57,,L. Aldridge misses 2-pt shot from 19 ft
11:28.0,Defensive rebound by W. Reed,,49-57,,
11:21.0,M. Teodosic misses 3-pt shot from 26 ft,,49-57,,
11:17.0,Offensive rebound by W. Reed,,49-57,,
11:10.0,J. Wilson makes 3-pt shot from 27 ft (assist by M. Teodosic),3,52-57,,
10:57.0,,,52-59,2,B. Forbes makes 2-pt shot from 16 ft
10:44.0,A. Rivers misses 2-pt shot from 3 ft,,52-59,,
10:44.0,,,52-59,,Defensive rebound by Team
10:44.0,Loose ball foul by W. Reed (drawn by P. Gasol),,52-59,,
10:44.0,D. Jordan enters the game for W. Reed,,52-59,,
10:17.0,,,52-61,2,T. Parker makes 2-pt shot from 13 ft
10:11.0,M. Teodosic misses 2-pt shot from 18 ft,,52-61,,
9:59.0,,,52-61,,Defensive rebound by B. Forbes
9:56.0,,,52-63,2,T. Parker makes 2-pt shot from 3 ft
9:43.0,C. Williams misses 2-pt shot from 14 ft,,52-63,,
9:43.0,Offensive rebound by D. Jordan,,52-63,,
9:30.0,D. Jordan makes 2-pt shot at rim,2,54-63,,
9:27.0,,,54-63,,P. Gasol misses 2-pt shot from 18 ft
9:22.0,Defensive rebound by C. Williams,,54-63,,
9:19.0,Shooting foul by B. Forbes (drawn by A. Rivers),,54-63,,
9:19.0,A. Rivers makes free throw 1 of 2,1,55-63,,
9:19.0,A. Rivers misses free throw 2 of 2,,55-63,,
9:14.0,,,55-63,,Defensive rebound by L. Aldridge
9:05.0,,,55-63,,Turnover by T. Parker (lost ball; steal by J. Wilson)
8:56.0,,,55-63,,Personal foul by L. Aldridge (drawn by D. Jordan)
8:48.0,Turnover by A. Rivers (bad pass; steal by P. Gasol),,55-63,,
8:38.0,,,55-63,,Turnover by R. Gay (bad pass; steal by C. Williams)
8:26.0,J. Wilson makes 3-pt shot from 27 ft (assist by M. Teodosic),3,58-63,,
8:25.0,,,58-63,,San Antonio full timeout
8:25.0,,,58-63,,P. Mills enters the game for B. Forbes
8:25.0,,,58-63,,B. Paul enters the game for P. Gasol
8:25.0,,,58-63,,D. Bertans enters the game for R. Gay
8:14.0,,,58-63,,Turnover by B. Paul (lost ball; steal by J. Wilson)
8:08.0,J. Wilson makes 2-pt shot from 3 ft,2,60-63,,
7:44.0,,,60-63,,T. Parker misses 2-pt shot from 2 ft
7:41.0,Defensive rebound by D. Jordan,,60-63,,
7:26.0,J. Wilson misses 3-pt shot from 27 ft,,60-63,,
7:21.0,,,60-63,,Defensive rebound by L. Aldridge
7:07.0,,,60-63,,D. Bertans misses 3-pt shot from 25 ft
7:03.0,Defensive rebound by C. Williams,,60-63,,
6:55.0,Turnover by M. Teodosic (lost ball; steal by T. Parker),,60-63,,
6:49.0,,,60-65,2,L. Aldridge makes 2-pt shot from 2 ft (assist by T. Parker)
6:49.0,LA Clippers full timeout,,60-65,,
6:49.0,,,60-65,,D. Murray enters the game for T. Parker
6:49.0,J. Evans enters the game for C. Williams,,60-65,,
6:36.0,A. Rivers misses 2-pt shot from 3 ft,,60-65,,
6:35.0,Offensive rebound by D. Jordan,,60-65,,
6:35.0,D. Jordan misses 2-pt shot at rim,,60-65,,
6:35.0,Offensive rebound by Team,,60-65,,
6:35.0,,,60-65,,Personal foul by D. Bertans (drawn by D. Jordan)
6:28.0,M. Teodosic makes 2-pt shot from 15 ft,2,62-65,,
6:03.0,,,62-65,,Shooting foul by J. Wilson (drawn by L. Aldridge)
6:03.0,,,62-66,1,L. Aldridge makes free throw 1 of 2
6:03.0,,,62-67,1,L. Aldridge makes free throw 2 of 2
5:50.0,,,62-67,,Personal foul by B. Paul (drawn by D. Jordan)
5:45.0,A. Rivers misses 3-pt shot from 25 ft,,62-67,,
5:40.0,Offensive rebound by D. Jordan,,62-67,,
5:33.0,J. Wilson makes 3-pt shot from 24 ft (assist by A. Rivers),3,65-67,,
5:19.0,,,65-69,2,D. Murray makes 2-pt shot from 15 ft
5:07.0,J. Wilson misses 3-pt shot from 27 ft,,65-69,,
5:03.0,,,65-69,,Defensive rebound by P. Mills
4:53.0,,,65-69,,Shooting foul by J. Wilson (drawn by D. Bertans)
4:53.0,,,65-69,,D. Bertans misses free throw 1 of 3
4:53.0,,,65-69,,Offensive rebound by Team
4:53.0,,,65-70,1,D. Bertans makes free throw 2 of 3
4:53.0,,,65-70,,M. Ginobili enters the game for B. Paul
4:53.0,S. Thornwell enters the game for M. Teodosic,,65-70,,
4:53.0,,,65-71,1,D. Bertans makes free throw 3 of 3
4:41.0,J. Evans misses 2-pt shot from 15 ft,,65-71,,
4:37.0,,,65-71,,Defensive rebound by D. Bertans
4:34.0,,,65-73,2,D. Murray makes 2-pt shot from 6 ft
4:34.0,,,65-73,,Shooting foul by J. Wilson (drawn by D. Murray)
4:34.0,,,65-74,1,D. Murray makes free throw 1 of 1
4:23.0,A. Rivers misses 2-pt shot from 16 ft (block by D. Murray),,65-74,,
4:19.0,,,65-74,,Defensive rebound by D. Murray
4:17.0,,,65-77,3,P. Mills makes 3-pt shot from 26 ft (assist by D. Murray)
4:17.0,LA Clippers full timeout,,65-77,,
4:17.0,M. Harrell enters the game for J. Wilson,,65-77,,
4:01.0,Shooting foul by L. Aldridge (drawn by M. Harrell),,65-77,,
4:01.0,M. Harrell misses free throw 1 of 2,,65-77,,
4:01.0,Offensive rebound by Team,,65-77,,
4:01.0,M. Harrell makes free throw 2 of 2,1,66-77,,
3:44.0,,,66-80,3,P. Mills makes 3-pt shot from 24 ft (assist by M. Ginobili)
3:18.0,A. Rivers misses 2-pt shot from 3 ft (block by D. Bertans),,66-80,,
3:18.0,Offensive rebound by A. Rivers,,66-80,,
3:17.0,Turnover by Team (shot clock),,66-80,,
3:17.0,,,66-80,,P. Gasol enters the game for L. Aldridge
3:03.0,,,66-80,,M. Ginobili misses 2-pt shot from 14 ft (block by S. Thornwell)
2:58.0,,,66-80,,Offensive rebound by M. Ginobili
2:55.0,,,66-83,3,D. Bertans makes 3-pt shot from 26 ft (assist by M. Ginobili)
2:46.0,Turnover by D. Jordan (bad pass),,66-83,,
2:46.0,S. Dekker enters the game for A. Rivers,,66-83,,
2:28.0,,,66-83,,D. Murray misses 3-pt shot from 23 ft
2:28.0,,,66-83,,Offensive rebound by P. Gasol
2:16.0,,,66-83,,M. Ginobili misses 3-pt shot from 24 ft
2:16.0,,,66-83,,Offensive rebound by D. Murray
2:12.0,,,66-83,,D. Murray misses 2-pt shot at rim
2:12.0,Defensive rebound by M. Harrell,,66-83,,
2:12.0,M. Teodosic enters the game for D. Jordan,,66-83,,
2:12.0,Jump ball: D. Murray vs. M. Harrell (W. Reed gains possession),,,,Jump ball: D. Murray vs. M. Harrell (W. Reed gains possession)
2:12.0,W. Reed enters the game for J. Evans,,66-83,,
1:50.0,M. Harrell makes 2-pt shot from 3 ft,2,68-83,,
1:37.0,,,68-83,,P. Gasol misses 2-pt shot from 2 ft (block by W. Reed)
1:37.0,Defensive rebound by S. Dekker,,68-83,,
1:28.0,M. Harrell misses 2-pt shot from 2 ft,,68-83,,
1:28.0,,,68-83,,Defensive rebound by P. Gasol
1:21.0,,,68-83,,M. Ginobili misses 3-pt shot from 23 ft
1:17.0,Defensive rebound by S. Dekker,,68-83,,
1:08.0,M. Harrell misses 2-pt shot from 2 ft,,68-83,,
1:08.0,,,68-83,,Defensive rebound by D. Bertans
0:51.0,,,68-83,,D. Bertans misses 3-pt shot from 26 ft
0:51.0,,,68-83,,Offensive rebound by P. Gasol
0:48.0,Personal foul by M. Teodosic (drawn by P. Gasol),,68-83,,
0:48.0,,,68-84,1,P. Gasol makes free throw 1 of 2
0:48.0,,,68-85,1,P. Gasol makes free throw 2 of 2
0:33.0,M. Harrell misses 2-pt shot from 11 ft,,68-85,,
0:33.0,,,68-85,,Defensive rebound by P. Gasol
0:08.0,,,68-85,,D. Bertans misses 3-pt shot from 23 ft
0:08.0,Defensive rebound by S. Thornwell,,68-85,,
0:00.0,S. Thornwell makes 2-pt shot from 5 ft,2,70-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,70-87,2,M. Ginobili makes 2-pt shot from 4 ft (assist by P. Gasol)
11:27.0,J. Evans makes 2-pt shot from 10 ft,2,72-87,,
11:13.0,,,72-87,,M. Ginobili misses 3-pt shot from 24 ft
11:09.0,Defensive rebound by W. Reed,,72-87,,
11:04.0,A. Rivers misses 3-pt shot from 26 ft,,72-87,,
11:00.0,,,72-87,,Defensive rebound by M. Ginobili
10:50.0,,,72-87,,Turnover by R. Gay (lost ball; steal by S. Dekker)
10:44.0,Offensive foul by S. Dekker (drawn by M. Ginobili),,72-87,,
10:44.0,Turnover by S. Dekker (offensive foul),,72-87,,
10:44.0,,,72-87,,B. Forbes enters the game for P. Mills
10:29.0,,,72-87,,Shooting foul by W. Reed (drawn by P. Gasol)
10:29.0,,,72-88,1,P. Gasol makes free throw 1 of 2
10:29.0,,,72-89,1,P. Gasol makes free throw 2 of 2
10:18.0,W. Reed makes 2-pt shot from 2 ft (assist by M. Teodosic),2,74-89,,
10:04.0,,,74-91,2,M. Ginobili makes 2-pt shot from 3 ft (assist by P. Gasol)
9:51.0,W. Reed makes 2-pt shot from 7 ft (assist by M. Teodosic),2,76-91,,
9:27.0,,,76-91,,Turnover by M. Ginobili (bad pass; steal by M. Teodosic)
9:27.0,,,76-91,,Personal foul by P. Gasol (drawn by M. Teodosic)
9:27.0,,,76-91,,B. Paul enters the game for M. Ginobili
9:10.0,A. Rivers makes 3-pt shot from 27 ft (assist by S. Dekker),3,79-91,,
8:52.0,,,79-91,,Turnover by R. Gay (lost ball; steal by A. Rivers)
8:46.0,Offensive foul by A. Rivers (drawn by B. Paul),,79-91,,
8:46.0,Turnover by A. Rivers (offensive foul),,79-91,,
8:28.0,,,79-91,,R. Gay misses 2-pt shot from 9 ft
8:26.0,,,79-91,,Offensive rebound by P. Gasol
8:24.0,,,79-91,,Turnover by P. Gasol (lost ball; steal by M. Teodosic)
8:20.0,Shooting foul by P. Gasol (drawn by W. Reed),,79-91,,
8:20.0,W. Reed misses free throw 1 of 2,,79-91,,
8:20.0,Offensive rebound by Team,,79-91,,
8:20.0,,,79-91,,L. Aldridge enters the game for P. Gasol
8:20.0,W. Reed makes free throw 2 of 2,1,80-91,,
8:06.0,,,80-93,2,T. Parker makes 2-pt shot from 7 ft (assist by B. Paul)
7:55.0,J. Evans makes 2-pt shot from 10 ft,2,82-93,,
7:45.0,Personal foul by M. Teodosic (drawn by R. Gay),,82-93,,
7:45.0,C. Williams enters the game for M. Teodosic,,82-93,,
7:39.0,,,82-96,3,R. Gay makes 3-pt shot from 25 ft (assist by T. Parker)
7:19.0,C. Williams misses 2-pt shot from 7 ft,,82-96,,
7:16.0,,,82-96,,Defensive rebound by B. Forbes
7:15.0,,,82-96,,Offensive foul by B. Forbes (drawn by J. Evans)
7:15.0,,,82-96,,Turnover by B. Forbes (offensive foul)
7:15.0,D. Jordan enters the game for S. Dekker,,82-96,,
7:15.0,J. Wilson enters the game for W. Reed,,82-96,,
7:01.0,LA Clippers full timeout,,82-96,,
7:01.0,,,82-96,,D. Murray enters the game for T. Parker
6:53.0,C. Williams misses 3-pt shot from 23 ft,,82-96,,
6:50.0,,,82-96,,Defensive rebound by R. Gay
6:44.0,,,82-96,,B. Forbes misses 2-pt shot from 20 ft
6:42.0,Defensive rebound by D. Jordan,,82-96,,
6:30.0,A. Rivers misses 3-pt shot from 26 ft,,82-96,,
6:24.0,,,82-96,,Defensive rebound by L. Aldridge
6:16.0,,,82-98,2,L. Aldridge makes 2-pt shot from 17 ft (assist by D. Murray)
5:55.0,Turnover by J. Evans (bad pass; steal by B. Paul),,82-98,,
