time,Phoenix,pts.away,score,pts.home,Memphis
3:24.0,T. Warren misses 2-pt shot from 4 ft,,17-9,,
3:22.0,Offensive rebound by T. Warren,,17-9,,
3:22.0,T. Warren makes 2-pt shot at rim,2,19-9,,
3:22.0,,,19-9,,Memphis full timeout
3:22.0,,,19-9,,D. Davis enters the game for I. Rabb
3:22.0,,,19-9,,M. Henry enters the game for D. Brooks
3:22.0,,,19-9,,J. Martin enters the game for M. Gasol
3:05.0,,,19-12,3,M. Chalmers makes 3-pt shot from 23 ft (assist by M. Henry)
2:50.0,T. Warren makes 2-pt shot from 16 ft (assist by J. Dudley),2,21-12,,
2:28.0,,,21-14,2,T. Evans makes 2-pt shot from 21 ft
2:07.0,J. Jackson misses 2-pt shot from 15 ft (block by J. Martin),,21-14,,
2:05.0,Offensive rebound by J. Jackson,,21-14,,
2:05.0,Turnover by T. Ulis (out of bounds lost ball),,21-14,,
1:58.0,,,21-14,,Shooting foul by J. Jackson (drawn by T. Evans)
1:58.0,,,21-15,1,T. Evans makes free throw 1 of 2
1:58.0,,,21-16,1,T. Evans makes free throw 2 of 2
1:46.0,J. Jackson makes 3-pt shot from 24 ft (assist by T. Ulis),3,24-16,,
1:32.0,,,24-16,,T. Evans misses 2-pt shot from 1 ft
1:28.0,,,24-16,,Offensive rebound by D. Davis
1:28.0,,,24-18,2,D. Davis makes 2-pt shot at rim
1:08.0,T. Ulis misses 3-pt shot from 25 ft,,24-18,,
1:07.0,,,24-18,,Defensive rebound by Team
1:07.0,T. Daniels enters the game for T. Warren,,24-18,,
0:55.0,,,24-20,2,D. Davis makes 2-pt shot at rim (assist by T. Evans)
0:50.0,J. Jackson makes 2-pt shot from 1 ft (assist by T. Ulis),2,26-20,,
0:36.0,Personal foul by T. Ulis (drawn by M. Chalmers),,26-20,,
0:36.0,,,26-21,1,M. Chalmers makes free throw 1 of 2
0:36.0,,,26-21,,W. Selden enters the game for M. Henry
0:36.0,,,26-22,1,M. Chalmers makes free throw 2 of 2
0:24.0,J. Jackson misses 3-pt shot from 26 ft,,26-22,,
0:22.0,Offensive rebound by A. Len,,26-22,,
0:22.0,Shooting foul by J. Martin (drawn by A. Len),,26-22,,
0:22.0,A. Len misses free throw 1 of 2,,26-22,,
0:22.0,Offensive rebound by Team,,26-22,,
0:22.0,A. Len misses free throw 2 of 2,,26-22,,
0:20.0,,,26-22,,Defensive rebound by D. Davis
0:01.0,,,26-22,,M. Chalmers misses 3-pt shot from 25 ft
0:01.0,,,26-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,Shooting foul by M. Chalmers (drawn by J. Dudley),,26-22,,
11:51.0,J. Dudley makes free throw 1 of 2,1,27-22,,
11:51.0,J. Dudley makes free throw 2 of 2,1,28-22,,
11:40.0,,,28-22,,Shooting foul by J. Dudley (drawn by D. Davis)
11:40.0,,,28-23,1,D. Davis makes free throw 1 of 2
11:40.0,,,28-24,1,D. Davis makes free throw 2 of 2
11:20.0,Shooting foul by D. Davis (drawn by J. Jackson),,28-24,,
11:20.0,J. Jackson makes free throw 1 of 2,1,29-24,,
11:20.0,J. Jackson misses free throw 2 of 2,,29-24,,
11:18.0,,,29-24,,Defensive rebound by J. Martin
11:11.0,,,29-26,2,J. Martin makes 2-pt shot at rim
10:53.0,Turnover by A. Len (bad pass; steal by D. Davis),,29-26,,
10:46.0,,,29-28,2,W. Selden makes 2-pt shot from 17 ft
10:28.0,Turnover by T. Ulis (traveling),,29-28,,
10:28.0,G. Monroe enters the game for A. Len,,29-28,,
10:15.0,,,29-30,2,D. Davis makes 2-pt shot at rim (assist by M. Chalmers)
10:01.0,J. Jackson misses 2-pt shot from 8 ft,,29-30,,
9:57.0,Offensive rebound by J. Jackson,,29-30,,
9:57.0,J. Jackson misses 2-pt shot at rim,,29-30,,
9:57.0,,,29-30,,Defensive rebound by D. Davis
9:55.0,,,29-32,2,J. Martin makes 2-pt shot at rim (assist by W. Selden)
9:55.0,Phoenix full timeout,,29-32,,
9:41.0,T. Daniels misses 2-pt shot from 7 ft,,29-32,,
9:40.0,Offensive rebound by Team,,29-32,,
9:31.0,T. Ulis makes 2-pt shot at rim,2,31-32,,
9:12.0,,,31-32,,W. Selden misses 2-pt shot from 2 ft (block by J. Jackson)
9:12.0,,,31-32,,Offensive rebound by Team
9:10.0,,,31-34,2,W. Selden makes 2-pt shot from 10 ft (assist by M. Chalmers)
8:54.0,T. Ulis misses 2-pt shot from 17 ft,,31-34,,
8:50.0,Offensive rebound by G. Monroe,,31-34,,
8:50.0,G. Monroe makes 2-pt shot at rim,2,33-34,,
8:31.0,,,33-34,,Turnover by D. Brooks (bad pass; steal by J. Dudley)
8:25.0,Turnover by J. Jackson (out of bounds lost ball),,33-34,,
8:25.0,,,33-34,,I. Rabb enters the game for D. Davis
8:25.0,T. Warren enters the game for J. Jackson,,33-34,,
8:08.0,,,33-34,,D. Brooks misses 2-pt shot from 12 ft
8:07.0,Defensive rebound by Team,,33-34,,
8:07.0,,,33-34,,A. Harrison enters the game for D. Brooks
7:50.0,T. Ulis misses 2-pt shot from 2 ft,,33-34,,
7:48.0,,,33-34,,Defensive rebound by I. Rabb
7:41.0,,,33-36,2,A. Harrison makes 2-pt shot from 15 ft
7:26.0,Offensive foul by T. Daniels (drawn by M. Chalmers),,33-36,,
7:26.0,Turnover by T. Daniels (offensive foul),,33-36,,
7:15.0,Personal foul by T. Daniels (drawn by M. Chalmers),,33-36,,
7:02.0,,,33-38,2,I. Rabb makes 2-pt shot at rim (assist by M. Chalmers)
6:42.0,T. Warren makes 2-pt shot from 16 ft (assist by G. Monroe),2,35-38,,
6:30.0,,,35-41,3,W. Selden makes 3-pt shot from 25 ft (assist by A. Harrison)
6:17.0,J. Dudley makes 3-pt shot from 25 ft (assist by T. Daniels),3,38-41,,
6:00.0,,,38-41,,W. Selden misses 2-pt shot from 10 ft
5:57.0,Defensive rebound by G. Monroe,,38-41,,
5:50.0,G. Monroe makes 2-pt shot from 1 ft (assist by J. Dudley),2,40-41,,
5:30.0,,,40-41,,I. Rabb misses 2-pt shot from 17 ft
5:28.0,,,40-41,,Offensive rebound by A. Harrison
5:23.0,,,40-41,,Turnover by J. Martin (bad pass; steal by T. Ulis)
5:19.0,T. Ulis misses 2-pt shot from 1 ft (block by J. Martin),,40-41,,
5:17.0,Offensive rebound by T. Warren,,40-41,,
5:17.0,,,40-41,,Personal foul by W. Selden (drawn by T. Warren)
5:17.0,,,40-41,,M. Gasol enters the game for J. Martin
5:17.0,,,40-41,,T. Evans enters the game for M. Chalmers
5:02.0,T. Ulis misses 3-pt shot from 27 ft,,40-41,,
5:00.0,,,40-41,,Defensive rebound by M. Gasol
4:54.0,,,40-43,2,W. Selden makes 2-pt shot from 14 ft (assist by A. Harrison)
4:38.0,T. Warren misses 3-pt shot from 26 ft,,40-43,,
4:36.0,,,40-43,,Defensive rebound by A. Harrison
4:32.0,,,40-43,,Shooting foul by T. Warren (drawn by I. Rabb)
4:32.0,,,40-44,1,I. Rabb makes free throw 1 of 2
4:32.0,I. Canaan enters the game for T. Ulis,,40-44,,
4:32.0,,,40-45,1,I. Rabb makes free throw 2 of 2
4:15.0,J. Dudley misses 2-pt shot from 14 ft,,40-45,,
4:14.0,Offensive rebound by Team,,40-45,,
4:04.0,,,40-45,,Violation by A. Harrison (kicked ball)
4:04.0,D. Bender enters the game for J. Dudley,,40-45,,
3:51.0,T. Daniels misses 3-pt shot from 24 ft,,40-45,,
3:48.0,,,40-45,,Defensive rebound by M. Gasol
3:34.0,,,40-47,2,T. Evans makes 2-pt shot at rim (assist by W. Selden)
3:18.0,I. Canaan misses 2-pt shot from 2 ft,,40-47,,
3:16.0,,,40-47,,Defensive rebound by M. Gasol
3:14.0,,,40-49,2,W. Selden makes 2-pt shot from 1 ft (assist by A. Harrison)
3:14.0,,,40-49,,Shooting foul by D. Bender (drawn by W. Selden)
3:14.0,,,40-49,,D. Brooks enters the game for I. Rabb
3:14.0,J. Jackson enters the game for T. Daniels,,40-49,,
3:14.0,,,40-49,,W. Selden misses free throw 1 of 1
3:12.0,Defensive rebound by G. Monroe,,40-49,,
2:53.0,D. Bender misses 2-pt shot from 6 ft (block by A. Harrison),,40-49,,
2:50.0,,,40-49,,Defensive rebound by A. Harrison
2:48.0,,,40-51,2,D. Brooks makes 2-pt shot from 20 ft (assist by A. Harrison)
2:46.0,Phoenix full timeout,,40-51,,
2:46.0,,,40-51,,J. Martin enters the game for W. Selden
2:35.0,J. Jackson misses 2-pt shot from 1 ft (block by M. Gasol),,40-51,,
2:35.0,Offensive rebound by Team,,40-51,,
2:31.0,T. Warren misses 2-pt shot from 11 ft,,40-51,,
2:29.0,,,40-51,,Defensive rebound by M. Gasol
2:12.0,,,40-53,2,M. Gasol makes 2-pt shot from 1 ft (assist by T. Evans)
2:12.0,,,40-53,,Shooting foul by T. Warren (drawn by M. Gasol)
2:12.0,,,40-54,1,M. Gasol makes free throw 1 of 1
1:52.0,I. Canaan misses 2-pt shot from 1 ft,,40-54,,
1:49.0,Offensive rebound by G. Monroe,,40-54,,
1:49.0,G. Monroe makes 2-pt shot at rim,2,42-54,,
1:34.0,,,42-57,3,T. Evans makes 3-pt shot from 26 ft (assist by D. Brooks)
1:24.0,Shooting foul by M. Gasol (drawn by T. Warren),,42-57,,
1:24.0,T. Warren makes free throw 1 of 2,1,43-57,,
1:24.0,,,43-57,,D. Davis enters the game for M. Gasol
1:24.0,T. Daniels enters the game for J. Jackson,,43-57,,
1:24.0,T. Warren makes free throw 2 of 2,1,44-57,,
1:01.0,,,44-59,2,J. Martin makes 2-pt shot from 1 ft (assist by A. Harrison)
0:56.0,,,44-59,,Personal foul by A. Harrison (drawn by I. Canaan)
0:56.0,I. Canaan makes free throw 1 of 2,1,45-59,,
0:56.0,J. Jackson enters the game for T. Warren,,45-59,,
0:56.0,I. Canaan makes free throw 2 of 2,1,46-59,,
0:40.0,,,46-61,2,T. Evans makes 2-pt shot from 2 ft
0:32.0,Shooting foul by D. Davis (drawn by G. Monroe),,46-61,,
0:32.0,G. Monroe misses free throw 1 of 2,,46-61,,
0:32.0,Offensive rebound by Team,,46-61,,
0:32.0,G. Monroe makes free throw 2 of 2,1,47-61,,
0:16.0,,,47-64,3,T. Evans makes 3-pt shot from 26 ft
0:05.0,I. Canaan misses 3-pt shot from 26 ft,,47-64,,
0:02.0,Offensive rebound by J. Jackson,,47-64,,
0:00.0,T. Daniels misses 3-pt shot from 23 ft,,47-64,,
0:00.0,Offensive rebound by Team,,47-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,I. Canaan makes 2-pt shot from 19 ft,2,49-64,,
11:21.0,,,49-64,,D. Brooks misses 2-pt shot from 21 ft
11:19.0,Defensive rebound by T. Daniels,,49-64,,
11:08.0,G. Monroe makes 2-pt shot at rim (assist by I. Canaan),2,51-64,,
11:08.0,Shooting foul by D. Brooks (drawn by G. Monroe),,51-64,,
11:08.0,G. Monroe misses free throw 1 of 1,,51-64,,
11:06.0,,,51-64,,Defensive rebound by M. Gasol
10:59.0,,,51-64,,A. Harrison misses 2-pt shot from 1 ft
10:56.0,Defensive rebound by G. Monroe,,51-64,,
10:53.0,T. Daniels makes 3-pt shot from 25 ft (assist by I. Canaan),3,54-64,,
10:52.0,,,54-64,,Memphis full timeout
10:52.0,,,54-64,,T. Evans enters the game for A. Harrison
10:52.0,,,54-64,,M. Chalmers enters the game for D. Brooks
10:34.0,,,54-64,,T. Evans misses 2-pt shot from 2 ft
10:32.0,,,54-64,,Offensive rebound by J. Martin
10:30.0,,,54-64,,M. Gasol misses 2-pt shot from 14 ft
10:26.0,,,54-64,,Offensive rebound by T. Evans
10:26.0,,,54-66,2,T. Evans makes 2-pt shot at rim
10:14.0,Turnover by I. Canaan (bad pass),,54-66,,
10:04.0,,,54-66,,T. Evans misses 3-pt shot from 24 ft
10:01.0,,,54-66,,Offensive rebound by M. Chalmers
9:46.0,,,54-68,2,T. Evans makes 2-pt shot from 20 ft
9:32.0,Turnover by I. Canaan (bad pass; steal by M. Chalmers),,54-68,,
9:29.0,,,54-68,,W. Selden misses 2-pt shot from 1 ft
9:24.0,,,54-68,,Offensive rebound by J. Martin
9:24.0,,,54-68,,J. Martin misses 2-pt shot at rim
9:23.0,Defensive rebound by T. Warren,,54-68,,
9:21.0,I. Canaan misses 3-pt shot from 24 ft,,54-68,,
9:19.0,,,54-68,,Defensive rebound by J. Martin
9:14.0,,,54-68,,Turnover by J. Martin (bad pass)
9:01.0,T. Daniels misses 2-pt shot from 10 ft,,54-68,,
8:58.0,Offensive rebound by G. Monroe,,54-68,,
8:58.0,,,54-68,,Personal foul by M. Chalmers (drawn by G. Monroe)
8:49.0,Offensive foul by G. Monroe (drawn by M. Chalmers),,54-68,,
8:49.0,Turnover by G. Monroe (offensive foul),,54-68,,
8:36.0,,,54-70,2,M. Gasol makes 2-pt shot from 7 ft
8:26.0,T. Warren misses 2-pt shot from 9 ft,,54-70,,
8:21.0,,,54-70,,Defensive rebound by W. Selden
8:17.0,,,54-70,,Turnover by J. Martin (lost ball; steal by D. Bender)
8:13.0,G. Monroe makes 2-pt shot at rim (assist by D. Bender),2,56-70,,
7:53.0,,,56-72,2,M. Chalmers makes 2-pt shot from 9 ft (assist by W. Selden)
7:36.0,Shooting foul by J. Martin (drawn by G. Monroe),,56-72,,
7:36.0,G. Monroe makes free throw 1 of 2,1,57-72,,
7:36.0,,,57-72,,I. Rabb enters the game for J. Martin
7:36.0,T. Ulis enters the game for I. Canaan,,57-72,,
7:36.0,G. Monroe misses free throw 2 of 2,,57-72,,
7:35.0,,,57-72,,Defensive rebound by M. Gasol
7:15.0,,,57-75,3,W. Selden makes 3-pt shot from 27 ft (assist by I. Rabb)
7:01.0,T. Daniels misses 3-pt shot from 26 ft,,57-75,,
6:57.0,,,57-75,,Defensive rebound by I. Rabb
6:48.0,,,57-75,,Turnover by T. Evans (turnover)
6:48.0,,,57-75,,Loose ball foul by T. Evans (drawn by T. Daniels)
6:48.0,D. Reed enters the game for T. Daniels,,57-75,,
6:32.0,Turnover by D. Reed (out of bounds lost ball),,57-75,,
6:16.0,,,57-77,2,T. Evans makes 2-pt shot from 1 ft
5:56.0,Turnover by G. Monroe (lost ball; steal by T. Evans),,57-77,,
5:54.0,,,57-77,,Offensive charge foul by M. Gasol (drawn by T. Ulis)
5:54.0,,,57-77,,Turnover by M. Gasol (offensive foul)
5:54.0,,,57-77,,D. Brooks enters the game for W. Selden
5:54.0,A. Len enters the game for T. Warren,,57-77,,
5:54.0,J. Jackson enters the game for G. Monroe,,57-77,,
5:39.0,T. Ulis misses 2-pt shot from 10 ft,,57-77,,
5:35.0,,,57-77,,Defensive rebound by D. Brooks
5:30.0,,,57-79,2,D. Brooks makes 2-pt shot at rim (assist by T. Evans)
5:30.0,Phoenix full timeout,,57-79,,
5:20.0,,,57-79,,Personal foul by D. Brooks (drawn by J. Jackson)
5:20.0,J. Jackson makes free throw 1 of 2,1,58-79,,
5:20.0,J. Jackson makes free throw 2 of 2,1,59-79,,
5:07.0,,,59-79,,M. Gasol misses 3-pt shot from 25 ft
5:04.0,,,59-79,,Offensive rebound by I. Rabb
4:46.0,,,59-79,,Turnover by D. Brooks (bad pass; steal by T. Ulis)
4:42.0,T. Ulis misses 2-pt shot from 1 ft,,59-79,,
4:40.0,Offensive rebound by J. Jackson,,59-79,,
4:39.0,J. Jackson misses 2-pt shot at rim,,59-79,,
4:39.0,Offensive rebound by J. Jackson,,59-79,,
4:39.0,J. Jackson makes 2-pt shot at rim,2,61-79,,
4:24.0,,,61-81,2,T. Evans makes 2-pt shot from 1 ft
4:08.0,D. Bender misses 2-pt shot from 20 ft,,61-81,,
4:06.0,,,61-81,,Defensive rebound by M. Chalmers
4:01.0,,,61-81,,M. Chalmers misses 2-pt shot from 1 ft
3:58.0,,,61-81,,Offensive rebound by I. Rabb
3:53.0,,,61-81,,T. Evans misses 2-pt shot from 21 ft
3:50.0,Defensive rebound by A. Len,,61-81,,
3:41.0,J. Jackson misses 3-pt shot from 25 ft,,61-81,,
3:39.0,Offensive rebound by A. Len,,61-81,,
3:35.0,J. Jackson misses 2-pt shot from 6 ft,,61-81,,
3:32.0,,,61-81,,Defensive rebound by I. Rabb
3:22.0,,,61-81,,Shooting foul by A. Len (drawn by I. Rabb)
3:22.0,,,61-82,1,I. Rabb makes free throw 1 of 2
3:22.0,,,61-82,,M. Henry enters the game for M. Chalmers
3:22.0,,,61-82,,A. Harrison enters the game for T. Evans
3:22.0,J. Dudley enters the game for D. Bender,,61-82,,
3:22.0,,,61-83,1,I. Rabb makes free throw 2 of 2
3:08.0,J. Dudley misses 3-pt shot from 26 ft,,61-83,,
3:05.0,,,61-83,,Defensive rebound by M. Gasol
2:54.0,,,61-83,,Turnover by I. Rabb (lost ball; steal by J. Dudley)
2:49.0,J. Jackson misses 2-pt shot at rim (block by A. Harrison),,61-83,,
2:45.0,,,61-83,,Defensive rebound by D. Brooks
2:39.0,,,61-86,3,M. Gasol makes 3-pt shot from 22 ft (assist by A. Harrison)
2:22.0,T. Ulis makes 2-pt shot at rim,2,63-86,,
2:03.0,,,63-86,,A. Harrison misses 2-pt shot from 15 ft
2:01.0,,,63-86,,Offensive rebound by I. Rabb
1:59.0,,,63-88,2,I. Rabb makes 2-pt shot at rim
1:50.0,J. Dudley makes 2-pt shot at rim (assist by T. Ulis),2,65-88,,
1:50.0,Shooting foul by I. Rabb (drawn by J. Dudley),,65-88,,
1:50.0,,,65-88,,D. Davis enters the game for I. Rabb
1:50.0,,,65-88,,W. Selden enters the game for M. Gasol
1:50.0,J. Dudley makes free throw 1 of 1,1,66-88,,
1:37.0,,,66-90,2,D. Davis makes 2-pt shot at rim (assist by W. Selden)
1:21.0,J. Jackson makes 3-pt shot from 25 ft (assist by D. Reed),3,69-90,,
0:59.0,,,69-90,,Turnover by W. Selden (lost ball; steal by T. Ulis)
0:55.0,T. Ulis makes 3-pt shot from 26 ft,3,72-90,,
0:32.0,,,72-90,,D. Brooks misses 3-pt shot from 25 ft
0:30.0,,,72-90,,Offensive rebound by D. Davis
0:09.0,,,72-90,,W. Selden misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by J. Jackson,,72-90,,
0:01.0,T. Ulis makes 2-pt shot from 12 ft,2,74-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,74-92,2,A. Harrison makes 2-pt shot from 17 ft
11:26.0,J. Jackson misses 3-pt shot from 24 ft,,74-92,,
11:23.0,,,74-92,,Defensive rebound by D. Brooks
11:12.0,,,74-95,3,A. Harrison makes 3-pt shot from 25 ft (assist by D. Brooks)
10:59.0,Shooting foul by A. Harrison (drawn by J. Jackson),,74-95,,
10:59.0,J. Jackson makes free throw 1 of 2,1,75-95,,
10:59.0,T. Warren enters the game for D. Reed,,75-95,,
10:59.0,J. Jackson makes free throw 2 of 2,1,76-95,,
10:38.0,,,76-97,2,D. Davis makes 2-pt shot from 14 ft (assist by J. Martin)
10:20.0,Offensive foul by A. Len (drawn by D. Brooks),,76-97,,
10:20.0,Turnover by A. Len (offensive foul),,76-97,,
9:59.0,,,76-97,,Shooting foul by A. Len (drawn by J. Martin)
9:59.0,,,76-98,1,J. Martin makes free throw 1 of 2
9:59.0,,,76-98,,J. Martin misses free throw 2 of 2
9:56.0,Defensive rebound by A. Len,,76-98,,
9:47.0,J. Jackson makes 2-pt shot from 20 ft,2,78-98,,
9:33.0,Personal foul by J. Jackson (drawn by W. Selden),,78-98,,
9:33.0,,,78-98,,Turnover by D. Brooks (bad pass)
9:31.0,,,78-98,,Personal foul by A. Harrison (drawn by T. Ulis)
9:23.0,Shooting foul by W. Selden (drawn by A. Len),,78-98,,
9:23.0,A. Len makes free throw 1 of 2,1,79-98,,
9:23.0,A. Len makes free throw 2 of 2,1,80-98,,
9:11.0,,,80-101,3,D. Brooks makes 3-pt shot from 26 ft (assist by J. Martin)
9:05.0,Offensive charge foul by J. Jackson (drawn by D. Brooks),,80-101,,
9:05.0,Turnover by J. Jackson (offensive foul),,80-101,,
9:05.0,,,80-101,,T. Evans enters the game for D. Brooks
8:49.0,,,80-103,2,A. Harrison makes 2-pt shot from 17 ft
8:34.0,A. Len makes 2-pt shot from 1 ft,2,82-103,,
8:21.0,,,82-103,,J. Martin misses 3-pt shot from 22 ft
8:20.0,Defensive rebound by J. Jackson,,82-103,,
8:20.0,,,82-103,,Personal foul by W. Selden (drawn by J. Jackson)
8:12.0,A. Len makes 2-pt shot from 1 ft (assist by T. Ulis),2,84-103,,
7:51.0,,,84-105,2,T. Evans makes 2-pt shot from 1 ft
7:45.0,Turnover by T. Ulis (bad pass; steal by J. Martin),,84-105,,
7:36.0,,,84-105,,D. Davis misses 2-pt shot at rim
7:33.0,Defensive rebound by T. Warren,,84-105,,
7:31.0,T. Warren makes 2-pt shot at rim,2,86-105,,
7:31.0,Shooting foul by J. Martin (drawn by T. Warren),,86-105,,
7:31.0,,,86-105,,I. Rabb enters the game for W. Selden
7:31.0,,,86-105,,M. Henry enters the game for D. Davis
7:31.0,T. Warren makes free throw 1 of 1,1,87-105,,
7:20.0,Personal foul by T. Warren (drawn by J. Martin),,87-105,,
7:06.0,,,87-105,,A. Harrison misses 2-pt shot from 12 ft
7:03.0,,,87-105,,Offensive rebound by A. Harrison
6:46.0,,,87-107,2,J. Martin makes 2-pt shot from 1 ft (assist by I. Rabb)
6:30.0,J. Dudley makes 3-pt shot from 25 ft (assist by T. Warren),3,90-107,,
6:05.0,,,90-110,3,T. Evans makes 3-pt shot from 25 ft
5:52.0,J. Dudley makes 2-pt shot at rim (assist by T. Ulis),2,92-110,,
5:52.0,,,92-110,,Memphis full timeout
5:52.0,,,92-110,,D. Davis enters the game for A. Harrison
5:29.0,,,92-110,,T. Evans misses 3-pt shot from 24 ft
5:25.0,Defensive rebound by A. Len,,92-110,,
5:23.0,Turnover by T. Warren (out of bounds lost ball),,92-110,,
5:10.0,,,92-110,,Turnover by I. Rabb (bad pass; steal by T. Ulis)
