time,Memphis,pts.away,score,pts.home,San Antonio
8:30.0,Offensive rebound by J. Green,,31-35,,
8:30.0,J. Green misses 2-pt shot from 3 ft (block by D. Green),,31-35,,
8:30.0,Offensive rebound by Team,,31-35,,
8:10.0,M. Gasol makes 2-pt shot from 1 ft (assist by T. Evans),2,33-35,,
8:10.0,Shooting foul by D. Green (drawn by M. Gasol),,33-35,,
8:10.0,,,33-35,,L. Aldridge enters the game for P. Gasol
8:10.0,M. Gasol makes free throw 1 of 1,1,34-35,,
7:57.0,,,34-38,3,D. Green makes 3-pt shot from 22 ft (assist by B. Forbes)
7:39.0,Turnover by J. Green (traveling),,34-38,,
7:29.0,,,34-38,,Shooting foul by K. Simmons (drawn by T. Parker)
7:29.0,,,34-39,1,T. Parker makes free throw 1 of 2
7:29.0,,,34-39,,P. Mills enters the game for B. Forbes
7:29.0,J. Ennis enters the game for K. Simmons,,34-39,,
7:29.0,,,34-40,1,T. Parker makes free throw 2 of 2
7:10.0,J. Green makes 2-pt shot from 17 ft,2,36-40,,
6:51.0,,,36-40,,L. Aldridge misses 2-pt shot from 14 ft
6:49.0,Defensive rebound by J. Green,,36-40,,
6:34.0,Turnover by M. Gasol (bad pass; steal by P. Mills),,36-40,,
6:18.0,,,36-42,2,T. Parker makes 2-pt shot at rim
6:00.0,T. Evans misses 2-pt shot from 1 ft,,36-42,,
5:58.0,,,36-42,,Defensive rebound by D. Green
5:49.0,Personal foul by D. Brooks (drawn by T. Parker),,36-42,,
5:49.0,,,36-42,,M. Ginobili enters the game for T. Parker
5:49.0,A. Harrison enters the game for T. Evans,,36-42,,
5:42.0,,,36-42,,P. Mills misses 2-pt shot at rim
5:40.0,Defensive rebound by D. Brooks,,36-42,,
5:34.0,M. Gasol makes 2-pt shot at rim (assist by D. Brooks),2,38-42,,
5:21.0,,,38-44,2,L. Aldridge makes 2-pt shot from 1 ft (assist by P. Mills)
5:05.0,A. Harrison misses 2-pt shot from 13 ft,,38-44,,
5:01.0,Offensive rebound by D. Brooks,,38-44,,
5:00.0,Turnover by D. Brooks (bad pass; steal by K. Anderson),,38-44,,
4:51.0,,,38-44,,P. Mills misses 2-pt shot from 1 ft
4:49.0,,,38-44,,Offensive rebound by L. Aldridge
4:49.0,,,38-46,2,L. Aldridge makes 2-pt shot at rim
4:49.0,Memphis full timeout,,38-46,,
4:49.0,,,38-46,,R. Gay enters the game for K. Anderson
4:49.0,,,38-46,,P. Gasol enters the game for D. Green
4:34.0,,,38-46,,Personal foul by P. Gasol (drawn by M. Gasol)
4:28.0,M. Gasol misses 2-pt shot from 19 ft,,38-46,,
4:23.0,Offensive rebound by J. Ennis,,38-46,,
4:17.0,Shooting foul by L. Aldridge (drawn by J. Ennis),,38-46,,
4:17.0,J. Ennis makes free throw 1 of 2,1,39-46,,
4:17.0,J. Ennis makes free throw 2 of 2,1,40-46,,
4:01.0,,,40-46,,Shooting foul by A. Harrison (drawn by P. Mills)
4:01.0,,,40-47,1,P. Mills makes free throw 1 of 3
4:01.0,,,40-48,1,P. Mills makes free throw 2 of 3
4:01.0,,,40-49,1,P. Mills makes free throw 3 of 3
3:45.0,T. Evans enters the game for J. Green,,40-49,,
3:45.0,J. Martin enters the game for A. Harrison,,40-49,,
3:45.0,B. McLemore enters the game for D. Brooks,,40-49,,
3:41.0,T. Evans misses 3-pt shot from 25 ft,,40-49,,
3:36.0,,,40-49,,Defensive rebound by P. Mills
3:33.0,,,40-49,,M. Ginobili misses 3-pt shot from 23 ft
3:29.0,Defensive rebound by M. Gasol,,40-49,,
3:16.0,B. McLemore misses 2-pt shot from 18 ft,,40-49,,
3:13.0,,,40-49,,Defensive rebound by Team
2:58.0,,,40-49,,P. Mills misses 3-pt shot from 25 ft
2:55.0,Defensive rebound by J. Martin,,40-49,,
2:48.0,Turnover by T. Evans (lost ball; steal by P. Gasol),,40-49,,
2:48.0,Personal foul by T. Evans (drawn by P. Mills),,40-49,,
2:40.0,Personal foul by M. Gasol (drawn by P. Mills),,40-49,,
2:40.0,,,40-50,1,P. Mills makes free throw 1 of 2
2:40.0,A. Harrison enters the game for T. Evans,,40-50,,
2:40.0,,,40-51,1,P. Mills makes free throw 2 of 2
2:28.0,,,40-51,,Personal foul by M. Ginobili (drawn by B. McLemore)
2:28.0,,,40-51,,Technical foul by Team
2:28.0,,,40-52,1,L. Aldridge makes technical free throw
2:28.0,B. McLemore makes free throw 1 of 2,1,41-52,,
2:28.0,B. McLemore makes free throw 2 of 2,1,42-52,,
2:17.0,,,42-54,2,L. Aldridge makes 2-pt shot from 2 ft
1:54.0,A. Harrison makes 3-pt shot from 24 ft (assist by M. Gasol),2,45-54,,
1:31.0,,,45-54,,L. Aldridge misses 2-pt shot from 21 ft
1:31.0,Defensive rebound by A. Harrison,,45-54,,
1:16.0,A. Harrison makes 2-pt shot from 19 ft,2,47-54,,
0:56.0,,,47-54,,Shooting foul by J. Ennis (drawn by R. Gay)
0:56.0,,,47-55,1,R. Gay makes free throw 1 of 2
0:56.0,,,47-56,1,R. Gay makes free throw 2 of 2
0:42.0,,,47-56,,Personal foul by R. Gay (drawn by J. Ennis)
0:42.0,J. Ennis makes free throw 1 of 2,1,48-56,,
0:42.0,J. Ennis makes free throw 2 of 2,1,49-56,,
0:32.0,,,49-56,,Turnover by M. Ginobili (bad pass; steal by B. McLemore)
0:27.0,J. Martin misses 2-pt shot from 2 ft (block by R. Gay),,49-56,,
0:23.0,,,49-56,,Defensive rebound by P. Mills
0:23.0,,,49-58,2,P. Gasol makes 2-pt shot at rim (assist by M. Ginobili)
0:04.0,J. Martin misses 3-pt shot from 24 ft,,49-58,,
0:01.0,,,49-58,,Defensive rebound by R. Gay
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,49-58,,Turnover by D. Green (turnover)
11:34.0,Turnover by D. Brooks (bad pass; steal by K. Anderson),,49-58,,
11:11.0,,,49-60,2,D. Green makes 2-pt shot from 1 ft
10:54.0,J. Green misses 2-pt shot at rim,,49-60,,
10:51.0,,,49-60,,Defensive rebound by D. Green
10:37.0,,,49-62,2,L. Aldridge makes 2-pt shot from 19 ft (assist by T. Parker)
10:14.0,M. Gasol misses 2-pt shot from 9 ft,,49-62,,
10:12.0,Offensive rebound by Team,,49-62,,
10:08.0,,,49-62,,Loose ball foul by T. Parker (drawn by J. Green)
9:54.0,M. Gasol misses 2-pt shot from 9 ft (block by P. Gasol),,49-62,,
9:50.0,Offensive rebound by M. Gasol,,49-62,,
9:49.0,M. Gasol makes 2-pt shot at rim,2,51-62,,
9:30.0,,,51-64,2,L. Aldridge makes 2-pt shot from 18 ft (assist by T. Parker)
9:06.0,T. Evans misses 2-pt shot from 22 ft,,51-64,,
9:06.0,,,51-64,,Defensive rebound by T. Parker
8:43.0,,,51-66,2,K. Anderson makes 2-pt shot from 13 ft (assist by D. Green)
8:42.0,Memphis full timeout,,51-66,,
8:27.0,J. Green misses 2-pt shot from 19 ft,,51-66,,
8:25.0,,,51-66,,Defensive rebound by L. Aldridge
8:16.0,,,51-66,,L. Aldridge misses 2-pt shot from 15 ft
8:13.0,Defensive rebound by J. Green,,51-66,,
8:07.0,B. McLemore misses 2-pt shot from 17 ft,,51-66,,
8:03.0,Offensive rebound by B. McLemore,,51-66,,
7:56.0,Turnover by B. McLemore (bad pass; steal by D. Green),,51-66,,
7:56.0,Personal foul by B. McLemore (drawn by T. Parker),,51-66,,
7:39.0,,,51-66,,L. Aldridge misses 2-pt shot from 8 ft
7:36.0,Defensive rebound by M. Gasol,,51-66,,
7:29.0,T. Evans makes 3-pt shot from 24 ft (assist by M. Gasol),3,54-66,,
7:13.0,,,54-68,2,T. Parker makes 2-pt shot from 19 ft
6:50.0,T. Evans makes 3-pt shot from 25 ft (assist by M. Gasol),3,57-68,,
6:29.0,,,57-68,,T. Parker misses 2-pt shot from 12 ft
6:29.0,,,57-68,,Offensive rebound by Team
6:22.0,,,57-68,,Turnover by Team (shot clock)
6:22.0,,,57-68,,P. Mills enters the game for T. Parker
6:22.0,J. Ennis enters the game for B. McLemore,,57-68,,
6:22.0,A. Harrison enters the game for T. Evans,,57-68,,
6:04.0,A. Harrison makes 2-pt shot from 1 ft (assist by M. Gasol),2,59-68,,
6:04.0,,,59-68,,San Antonio full timeout
6:04.0,,,59-68,,M. Ginobili enters the game for K. Anderson
6:04.0,,,59-68,,R. Gay enters the game for P. Gasol
5:45.0,,,59-68,,Turnover by R. Gay (lost ball; steal by J. Ennis)
5:41.0,D. Brooks makes 2-pt shot at rim (assist by J. Ennis),2,61-68,,
5:19.0,,,61-70,2,L. Aldridge makes 2-pt shot from 13 ft (assist by M. Ginobili)
4:56.0,J. Ennis makes 2-pt shot from 11 ft (assist by J. Green),2,63-70,,
4:38.0,J. Martin enters the game for J. Green,,63-70,,
4:33.0,,,63-70,,Turnover by M. Ginobili (traveling)
4:24.0,,,63-70,,Personal foul by M. Ginobili (drawn by D. Brooks)
4:12.0,J. Martin misses 2-pt shot from 3 ft (block by L. Aldridge),,63-70,,
4:09.0,,,63-70,,Defensive rebound by R. Gay
3:52.0,,,63-72,2,M. Ginobili makes 2-pt shot from 1 ft (assist by L. Aldridge)
3:35.0,J. Ennis misses 2-pt shot from 14 ft,,63-72,,
3:32.0,Offensive rebound by J. Martin,,63-72,,
3:32.0,Shooting foul by R. Gay (drawn by J. Martin),,63-72,,
3:32.0,J. Martin makes free throw 1 of 2,1,64-72,,
3:32.0,,,64-72,,B. Forbes enters the game for D. Green
3:32.0,J. Martin makes free throw 2 of 2,1,65-72,,
3:27.0,Personal foul by J. Ennis (drawn by M. Ginobili),,65-72,,
3:14.0,,,65-74,2,L. Aldridge makes 2-pt shot from 12 ft
2:52.0,A. Harrison misses 2-pt shot from 3 ft,,65-74,,
2:50.0,,,65-74,,Defensive rebound by M. Ginobili
2:42.0,,,65-74,,R. Gay misses 3-pt shot from 25 ft
2:39.0,Defensive rebound by J. Ennis,,65-74,,
2:21.0,D. Brooks makes 3-pt shot from 26 ft (assist by M. Gasol),3,68-74,,
2:07.0,,,68-77,3,B. Forbes makes 3-pt shot from 24 ft (assist by P. Mills)
1:47.0,M. Gasol misses 2-pt shot from 20 ft,,68-77,,
1:44.0,Offensive rebound by A. Harrison,,68-77,,
1:44.0,Shooting foul by R. Gay (drawn by A. Harrison),,68-77,,
1:44.0,A. Harrison makes free throw 1 of 2,1,69-77,,
1:44.0,,,69-77,,P. Gasol enters the game for L. Aldridge
1:44.0,,,69-77,,K. Anderson enters the game for R. Gay
1:44.0,D. Davis enters the game for M. Gasol,,69-77,,
1:44.0,A. Harrison misses free throw 2 of 2,,69-77,,
1:41.0,,,69-77,,Defensive rebound by P. Mills
1:33.0,,,69-77,,Turnover by P. Mills (bad pass; steal by J. Ennis)
1:33.0,,,69-77,,Personal foul by M. Ginobili (drawn by J. Ennis)
1:33.0,J. Ennis makes free throw 1 of 2,1,70-77,,
1:33.0,J. Ennis makes free throw 2 of 2,1,71-77,,
1:18.0,,,71-77,,P. Gasol misses 2-pt shot from 11 ft
1:15.0,Defensive rebound by A. Harrison,,71-77,,
1:09.0,Turnover by D. Brooks (bad pass; steal by K. Anderson),,71-77,,
0:56.0,,,71-77,,M. Ginobili misses 2-pt shot from 13 ft
0:53.0,Defensive rebound by A. Harrison,,71-77,,
0:52.0,J. Ennis makes 2-pt shot at rim (assist by A. Harrison),2,73-77,,
0:34.0,,,73-79,2,K. Anderson makes 2-pt shot from 15 ft
0:13.0,D. Davis misses 2-pt shot from 20 ft,,73-79,,
0:06.0,Offensive rebound by J. Ennis,,73-79,,
0:05.0,J. Ennis misses 3-pt shot from 25 ft,,73-79,,
0:03.0,,,73-79,,Defensive rebound by P. Gasol
0:00.0,,,73-79,,K. Anderson misses 2-pt shot from 1 ft
0:00.0,,,73-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Turnover by J. Martin (bad pass; steal by K. Anderson),,73-79,,
11:41.0,,,73-79,,Shooting foul by J. Martin (drawn by D. Murray)
11:41.0,,,73-79,,D. Murray misses free throw 1 of 2
11:41.0,,,73-79,,Offensive rebound by Team
11:41.0,,,73-80,1,D. Murray makes free throw 2 of 2
11:18.0,T. Evans misses 2-pt shot from 2 ft,,73-80,,
11:15.0,,,73-80,,Defensive rebound by B. Forbes
10:58.0,,,73-80,,Shooting foul by B. McLemore (drawn by B. Forbes)
10:58.0,,,73-81,1,B. Forbes makes free throw 1 of 3
10:58.0,,,73-81,,B. Forbes misses free throw 2 of 3
10:58.0,,,73-81,,Offensive rebound by Team
10:58.0,,,73-81,,B. Forbes misses free throw 3 of 3
10:54.0,Defensive rebound by J. Ennis,,73-81,,
10:45.0,T. Evans misses 3-pt shot from 24 ft,,73-81,,
10:42.0,Offensive rebound by D. Davis,,73-81,,
10:37.0,Turnover by J. Ennis (bad pass),,73-81,,
10:17.0,,,73-83,2,D. Murray makes 2-pt shot from 2 ft (assist by K. Anderson)
10:03.0,B. McLemore misses 2-pt shot from 18 ft,,73-83,,
9:58.0,Offensive rebound by J. Ennis,,73-83,,
9:58.0,J. Ennis makes 2-pt shot at rim,2,75-83,,
9:46.0,,,75-83,,B. Forbes misses 2-pt shot from 14 ft
9:46.0,,,75-83,,Offensive rebound by Team
9:46.0,Loose ball foul by J. Martin (drawn by P. Gasol),,75-83,,
9:37.0,,,75-83,,Turnover by K. Anderson (bad pass)
9:21.0,T. Evans makes 2-pt shot at rim (assist by J. Martin),2,77-83,,
9:06.0,,,77-83,,P. Gasol misses 2-pt shot from 21 ft
9:03.0,Defensive rebound by T. Evans,,77-83,,
8:45.0,B. McLemore misses 2-pt shot from 2 ft,,77-83,,
8:43.0,,,77-83,,Defensive rebound by D. Green
8:38.0,,,77-83,,B. Forbes misses 3-pt shot from 23 ft
8:35.0,Defensive rebound by B. McLemore,,77-83,,
8:30.0,Turnover by T. Evans (lost ball; steal by P. Gasol),,77-83,,
8:26.0,,,77-83,,D. Green misses 3-pt shot from 26 ft
8:25.0,,,77-83,,Offensive rebound by K. Anderson
8:25.0,,,77-85,2,K. Anderson makes 2-pt shot at rim
8:25.0,,,77-85,,Shooting foul by J. Martin (drawn by K. Anderson)
8:25.0,,,77-85,,L. Aldridge enters the game for P. Gasol
8:25.0,M. Gasol enters the game for J. Ennis,,77-85,,
8:25.0,D. Brooks enters the game for D. Davis,,77-85,,
8:25.0,,,77-86,1,K. Anderson makes free throw 1 of 1
8:16.0,,,77-86,,Personal foul by D. Murray (drawn by D. Brooks)
8:16.0,,,77-86,,R. Gay enters the game for D. Green
8:16.0,A. Harrison enters the game for T. Evans,,77-86,,
8:01.0,A. Harrison makes 3-pt shot from 25 ft,3,80-86,,
7:44.0,,,80-86,,R. Gay misses 2-pt shot from 1 ft
7:40.0,Defensive rebound by A. Harrison,,80-86,,
7:31.0,B. McLemore makes 3-pt shot from 24 ft (assist by M. Gasol),3,83-86,,
7:13.0,Personal foul by D. Brooks (drawn by K. Anderson),,83-86,,
7:13.0,,,83-86,,K. Anderson misses free throw 1 of 2
7:13.0,,,83-86,,Offensive rebound by Team
7:13.0,,,83-86,,P. Mills enters the game for D. Murray
7:13.0,,,83-86,,M. Ginobili enters the game for B. Forbes
7:13.0,J. Green enters the game for J. Martin,,83-86,,
7:13.0,,,83-87,1,K. Anderson makes free throw 2 of 2
7:02.0,B. McLemore misses 3-pt shot from 25 ft,,83-87,,
6:59.0,Offensive rebound by Team,,83-87,,
6:59.0,,,83-87,,San Antonio full timeout
6:59.0,,,83-87,,B. Paul enters the game for K. Anderson
6:54.0,A. Harrison misses 3-pt shot from 25 ft,,83-87,,
6:51.0,,,83-87,,Defensive rebound by L. Aldridge
6:37.0,,,83-87,,R. Gay misses 3-pt shot from 23 ft
6:34.0,Defensive rebound by M. Gasol,,83-87,,
6:26.0,A. Harrison misses 2-pt shot from 1 ft,,83-87,,
6:24.0,,,83-87,,Defensive rebound by R. Gay
6:20.0,,,83-89,2,L. Aldridge makes 2-pt shot from 1 ft (assist by R. Gay)
6:20.0,,,83-89,,Shooting foul by M. Gasol (drawn by L. Aldridge)
6:20.0,,,83-90,1,L. Aldridge makes free throw 1 of 1
5:56.0,M. Gasol misses 2-pt shot from 1 ft,,83-90,,
5:54.0,,,83-90,,Defensive rebound by R. Gay
5:47.0,,,83-90,,R. Gay misses 2-pt shot from 2 ft
5:40.0,,,83-90,,Offensive rebound by L. Aldridge
5:40.0,,,83-92,2,L. Aldridge makes 2-pt shot at rim
5:27.0,J. Green makes 2-pt shot from 1 ft (assist by B. McLemore),2,85-92,,
5:09.0,,,85-95,3,P. Mills makes 3-pt shot from 25 ft
5:02.0,Memphis full timeout,,85-95,,
5:02.0,T. Evans enters the game for A. Harrison,,85-95,,
4:45.0,B. McLemore makes 3-pt shot from 23 ft (assist by D. Brooks),3,88-95,,
4:26.0,,,88-95,,M. Ginobili misses 2-pt shot from 1 ft
4:23.0,Defensive rebound by M. Gasol,,88-95,,
4:01.0,D. Brooks misses 3-pt shot from 25 ft,,88-95,,
3:58.0,,,88-95,,Defensive rebound by L. Aldridge
3:35.0,,,88-97,2,L. Aldridge makes 2-pt shot from 14 ft (assist by M. Ginobili)
3:18.0,,,88-97,,Personal foul by B. Paul (drawn by M. Gasol)
3:11.0,T. Evans makes 2-pt shot from 1 ft,2,90-97,,
3:11.0,Shooting foul by B. Paul (drawn by T. Evans),,90-97,,
3:11.0,,,90-97,,D. Green enters the game for B. Paul
3:11.0,T. Evans makes free throw 1 of 1,1,91-97,,
2:53.0,Personal foul by B. McLemore (drawn by P. Mills),,91-97,,
2:53.0,,,91-98,1,P. Mills makes free throw 1 of 2
2:53.0,,,91-98,,K. Anderson enters the game for R. Gay
2:53.0,,,91-99,1,P. Mills makes free throw 2 of 2
2:37.0,T. Evans makes 2-pt shot at rim,2,93-99,,
2:22.0,,,93-101,2,L. Aldridge makes 2-pt shot at rim (assist by P. Mills)
1:57.0,T. Evans misses 3-pt shot from 27 ft,,93-101,,
1:53.0,,,93-101,,Defensive rebound by L. Aldridge
1:38.0,,,93-104,3,P. Mills makes 3-pt shot from 25 ft
1:38.0,Memphis full timeout,,93-104,,
1:38.0,,,93-104,,P. Gasol enters the game for M. Ginobili
1:31.0,B. McLemore misses 3-pt shot from 25 ft,,93-104,,
1:27.0,,,93-104,,Defensive rebound by K. Anderson
1:06.0,,,93-104,,K. Anderson misses 2-pt shot from 12 ft
1:02.0,Defensive rebound by T. Evans,,93-104,,
0:51.0,M. Gasol misses 2-pt shot from 9 ft,,93-104,,
0:51.0,,,93-104,,Defensive rebound by P. Gasol
0:31.0,,,93-104,,D. Bertans enters the game for L. Aldridge
0:31.0,,,93-104,,B. Paul enters the game for D. Green
0:31.0,,,93-104,,B. Forbes enters the game for P. Gasol
0:31.0,D. Davis enters the game for M. Gasol,,93-104,,
0:31.0,K. Simmons enters the game for T. Evans,,93-104,,
0:31.0,A. Harrison enters the game for D. Brooks,,93-104,,
0:21.0,Jump ball: P. Mills vs. J. Green,,,,Jump ball: P. Mills vs. J. Green
0:21.0,,,93-104,,Turnover by P. Mills (turnover; steal by J. Green)
