time,Boston,pts.away,score,pts.home,Brooklyn
7:08.0,K. Irving makes 2-pt shot from 23 ft,2,73-73,,
6:57.0,,,73-73,,J. Okafor misses 2-pt shot from 5 ft
6:55.0,Defensive rebound by J. Brown,,73-73,,
6:46.0,Jump ball: S. Dinwiddie vs. K. Irving (S. Larkin gains possession),,,,Jump ball: S. Dinwiddie vs. K. Irving (S. Larkin gains possession)
6:45.0,Shooting foul by D. Carroll (drawn by S. Larkin),,73-73,,
6:45.0,S. Larkin makes free throw 1 of 2,1,74-73,,
6:45.0,S. Larkin makes free throw 2 of 2,1,75-73,,
6:36.0,,,75-75,2,S. Dinwiddie makes 2-pt shot at rim
6:21.0,Shooting foul by J. Okafor (drawn by K. Irving),,75-75,,
6:21.0,K. Irving makes free throw 1 of 2,1,76-75,,
6:21.0,,,76-75,,A. Crabbe enters the game for J. Okafor
6:21.0,K. Irving makes free throw 2 of 2,1,77-75,,
6:12.0,,,77-75,,A. Crabbe misses 3-pt shot from 26 ft
6:09.0,,,77-75,,Offensive rebound by D. Carroll
6:08.0,,,77-75,,J. Harris misses 3-pt shot from 24 ft
6:06.0,,,77-75,,Offensive rebound by Team
6:00.0,,,77-75,,D. Carroll misses 3-pt shot from 22 ft
5:57.0,Defensive rebound by J. Tatum,,77-75,,
5:47.0,J. Tatum misses 2-pt shot from 2 ft,,77-75,,
5:44.0,Offensive rebound by J. Tatum,,77-75,,
5:43.0,J. Tatum makes 2-pt shot from 1 ft,2,79-75,,
5:30.0,,,79-75,,Shooting foul by S. Ojeleye (drawn by A. Crabbe)
5:30.0,,,79-76,1,A. Crabbe makes free throw 1 of 2
5:30.0,M. Smart enters the game for S. Larkin,,79-76,,
5:30.0,,,79-77,1,A. Crabbe makes free throw 2 of 2
5:09.0,K. Irving misses 3-pt shot from 24 ft,,79-77,,
5:05.0,,,79-77,,Defensive rebound by A. Crabbe
4:57.0,,,79-77,,Turnover by S. Dinwiddie (bad pass)
4:36.0,J. Tatum misses 2-pt shot from 2 ft,,79-77,,
4:36.0,,,79-77,,Defensive rebound by Team
4:20.0,,,79-77,,S. Dinwiddie misses 3-pt shot from 27 ft
4:17.0,Defensive rebound by S. Ojeleye,,79-77,,
3:58.0,K. Irving misses 2-pt shot from 12 ft,,79-77,,
3:55.0,,,79-77,,Defensive rebound by J. Harris
3:46.0,,,79-79,2,J. Harris makes 2-pt shot from 7 ft (assist by A. Crabbe)
3:36.0,Boston full timeout,,79-79,,
3:36.0,D. Theis enters the game for S. Ojeleye,,79-79,,
3:36.0,Turnover by Team (turnover),,79-79,,
3:18.0,,,79-79,,J. Harris misses 2-pt shot from 1 ft (block by J. Tatum)
3:18.0,Defensive rebound by Team,,79-79,,
3:08.0,M. Smart makes 2-pt shot from 11 ft,2,81-79,,
3:06.0,,,81-79,,Brooklyn full timeout
3:06.0,S. Ojeleye enters the game for D. Theis,,81-79,,
2:46.0,,,81-81,2,S. Dinwiddie makes 2-pt shot from 1 ft
2:22.0,M. Smart misses 2-pt shot from 6 ft (block by J. Harris),,81-81,,
2:20.0,Offensive rebound by M. Smart,,81-81,,
2:20.0,Shooting foul by J. Harris (drawn by M. Smart),,81-81,,
2:20.0,M. Smart makes free throw 1 of 2,1,82-81,,
2:20.0,M. Smart misses free throw 2 of 2,,82-81,,
2:15.0,,,82-81,,Defensive rebound by D. Carroll
2:07.0,,,82-81,,A. Crabbe misses 3-pt shot from 24 ft
2:03.0,Defensive rebound by K. Irving,,82-81,,
1:39.0,M. Smart misses 2-pt shot from 1 ft,,82-81,,
1:36.0,,,82-81,,Defensive rebound by J. Harris
1:31.0,,,82-83,2,S. Dinwiddie makes 2-pt shot from 1 ft
1:16.0,J. Tatum makes 2-pt shot at rim (assist by K. Irving),2,84-83,,
0:55.0,,,84-83,,S. Dinwiddie misses 2-pt shot from 5 ft (block by S. Ojeleye)
0:53.0,Defensive rebound by M. Smart,,84-83,,
0:49.0,K. Irving misses 2-pt shot from 1 ft,,84-83,,
0:46.0,Offensive rebound by K. Irving,,84-83,,
0:45.0,J. Tatum makes 3-pt shot from 22 ft (assist by K. Irving),3,87-83,,
0:45.0,,,87-83,,Brooklyn full timeout
0:45.0,,,87-83,,Q. Acy enters the game for R. Hollis-Jefferson
0:38.0,,,87-83,,S. Dinwiddie misses 2-pt shot from 12 ft
0:36.0,,,87-83,,Offensive rebound by J. Harris
0:36.0,,,87-85,2,J. Harris makes 2-pt shot at rim
0:21.0,K. Irving misses 2-pt shot from 11 ft,,87-85,,
0:18.0,,,87-85,,Defensive rebound by J. Harris
0:07.0,,,87-85,,S. Dinwiddie misses 2-pt shot from 5 ft
0:06.0,,,87-85,,Offensive rebound by J. Harris
0:06.0,,,87-85,,J. Harris misses 2-pt shot from 2 ft (block by K. Irving)
0:06.0,,,87-85,,Offensive rebound by Team
0:06.0,,,87-85,,Brooklyn full timeout
0:06.0,,,87-85,,R. Hollis-Jefferson enters the game for Q. Acy
0:04.0,,,87-85,,R. Hollis-Jefferson misses 2-pt shot from 9 ft
0:03.0,,,87-85,,Offensive rebound by R. Hollis-Jefferson
0:00.0,,,87-85,,R. Hollis-Jefferson misses 2-pt shot from 5 ft
0:00.0,,,87-85,,Offensive rebound by Team
