time,Toronto,pts.away,score,pts.home,Cleveland
2:17.0,,,19-26,,J. Clarkson misses 3-pt shot from 22 ft
2:14.0,Defensive rebound by D. DeRozan,,19-26,,
2:05.0,F. VanVleet makes 3-pt shot from 25 ft,3,22-26,,
1:36.0,,,22-26,,J. Clarkson misses 2-pt shot from 11 ft
1:33.0,Defensive rebound by P. Siakam,,22-26,,
1:28.0,J. Poeltl makes 2-pt shot from 1 ft (assist by F. VanVleet),2,24-26,,
1:20.0,,,24-28,2,J. Smith makes 2-pt shot at rim (assist by J. Clarkson)
1:01.0,F. VanVleet misses 2-pt shot from 2 ft,,24-28,,
0:58.0,,,24-28,,Defensive rebound by L. James
0:55.0,,,24-28,,Shooting foul by J. Poeltl (drawn by L. James)
0:55.0,,,24-28,,L. James misses free throw 1 of 2
0:55.0,,,24-28,,Offensive rebound by Team
0:55.0,,,24-28,,L. James misses free throw 2 of 2
0:51.0,Defensive rebound by P. Siakam,,24-28,,
0:29.0,D. DeRozan misses 2-pt shot from 2 ft,,24-28,,
0:25.0,,,24-28,,Defensive rebound by K. Korver
0:04.0,,,24-28,,L. James misses 3-pt shot from 31 ft
0:01.0,Defensive rebound by C. Miles,,24-28,,
0:01.0,,,24-28,,Personal foul by J. Smith (drawn by C. Miles)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,,,24-28,,Turnover by K. Korver (bad pass; steal by J. Poeltl)
11:25.0,,,24-28,,Personal foul by J. Green (drawn by P. Siakam)
11:15.0,P. Siakam misses 2-pt shot from 9 ft,,24-28,,
11:12.0,,,24-28,,Defensive rebound by T. Thompson
11:02.0,,,24-30,2,J. Smith makes 2-pt shot from 11 ft
10:45.0,D. Wright makes 3-pt shot from 25 ft (assist by J. Poeltl),3,27-30,,
10:23.0,,,27-30,,Turnover by J. Smith (bad pass; steal by F. VanVleet)
10:16.0,D. Wright misses 3-pt shot from 25 ft,,27-30,,
10:16.0,Offensive rebound by Team,,27-30,,
10:12.0,Turnover by P. Siakam (lost ball; steal by J. Green),,27-30,,
10:00.0,,,27-30,,J. Green misses 2-pt shot from 11 ft
9:58.0,,,27-30,,Offensive rebound by T. Thompson
9:57.0,,,27-32,2,K. Korver makes 2-pt shot from 16 ft (assist by T. Thompson)
9:57.0,,,27-32,,Shooting foul by C. Miles (drawn by K. Korver)
9:57.0,,,27-33,1,K. Korver makes free throw 1 of 1
9:43.0,D. Wright makes 2-pt shot from 1 ft (assist by P. Siakam),2,29-33,,
9:24.0,,,29-33,,J. Clarkson misses 2-pt shot from 10 ft
9:21.0,Defensive rebound by J. Poeltl,,29-33,,
9:17.0,P. Siakam makes 2-pt shot from 3 ft (assist by F. VanVleet),2,31-33,,
9:00.0,,,31-33,,J. Clarkson misses 2-pt shot from 1 ft
8:58.0,Defensive rebound by P. Siakam,,31-33,,
8:53.0,P. Siakam makes 2-pt shot from 1 ft (assist by F. VanVleet),2,33-33,,
8:52.0,,,33-33,,Cleveland full timeout
8:52.0,,,33-33,,J. Calderon enters the game for J. Clarkson
8:52.0,,,33-33,,R. Hood enters the game for K. Korver
8:33.0,,,33-33,,Shooting foul by J. Poeltl (drawn by R. Hood)
8:33.0,,,33-34,1,R. Hood makes free throw 1 of 2
8:33.0,,,33-34,,K. Love enters the game for J. Smith
8:33.0,,,33-35,1,R. Hood makes free throw 2 of 2
8:17.0,C. Miles makes 3-pt shot from 25 ft (assist by P. Siakam),3,36-35,,
7:54.0,,,36-37,2,R. Hood makes 2-pt shot from 10 ft (assist by T. Thompson)
7:34.0,C. Miles misses 3-pt shot from 25 ft,,36-37,,
7:32.0,,,36-37,,Defensive rebound by K. Love
7:25.0,,,36-40,3,K. Love makes 3-pt shot from 24 ft (assist by J. Calderon)
7:06.0,F. VanVleet misses 3-pt shot from 26 ft,,36-40,,
7:02.0,,,36-40,,Defensive rebound by K. Love
6:53.0,,,36-43,3,K. Love makes 3-pt shot from 29 ft (assist by J. Calderon)
6:46.0,Toronto full timeout,,36-43,,
6:46.0,,,36-43,,L. James enters the game for J. Green
6:46.0,J. Valanciunas enters the game for J. Poeltl,,36-43,,
6:46.0,S. Ibaka enters the game for P. Siakam,,36-43,,
6:30.0,Turnover by S. Ibaka (bad pass; steal by J. Calderon),,36-43,,
6:24.0,,,36-45,2,R. Hood makes 2-pt shot at rim (assist by J. Calderon)
6:03.0,D. Wright misses 2-pt shot at rim,,36-45,,
5:59.0,,,36-45,,Defensive rebound by T. Thompson
5:52.0,,,36-45,,Turnover by L. James (bad pass)
5:52.0,K. Lowry enters the game for F. VanVleet,,36-45,,
5:37.0,D. Wright misses 3-pt shot from 25 ft,,36-45,,
5:35.0,Offensive rebound by S. Ibaka,,36-45,,
5:35.0,S. Ibaka makes 2-pt shot from 1 ft,2,38-45,,
5:35.0,Shooting foul by R. Hood (drawn by S. Ibaka),,38-45,,
5:35.0,,,38-45,,L. Nance enters the game for T. Thompson
5:35.0,S. Ibaka misses free throw 1 of 1,,38-45,,
5:35.0,D. DeRozan enters the game for D. Wright,,38-45,,
5:34.0,Offensive rebound by S. Ibaka,,38-45,,
5:22.0,Turnover by J. Valanciunas (lost ball; steal by K. Love),,38-45,,
5:15.0,,,38-48,3,R. Hood makes 3-pt shot from 23 ft (assist by L. James)
4:53.0,Turnover by S. Ibaka (lost ball; steal by J. Calderon),,38-48,,
4:43.0,,,38-51,3,J. Calderon makes 3-pt shot from 24 ft
4:26.0,D. DeRozan makes 2-pt shot from 15 ft (assist by S. Ibaka),2,40-51,,
4:04.0,,,40-51,,Shooting foul by K. Lowry (drawn by L. Nance)
4:04.0,,,40-52,1,L. Nance makes free throw 1 of 2
4:04.0,,,40-53,1,L. Nance makes free throw 2 of 2
3:43.0,D. DeRozan misses 2-pt shot from 6 ft,,40-53,,
3:42.0,Offensive rebound by S. Ibaka,,40-53,,
3:39.0,S. Ibaka misses 2-pt shot from 1 ft,,40-53,,
3:39.0,,,40-53,,Defensive rebound by K. Love
3:33.0,,,40-56,3,K. Love makes 3-pt shot from 26 ft (assist by L. James)
3:25.0,Toronto full timeout,,40-56,,
3:25.0,O. Anunoby enters the game for C. Miles,,40-56,,
3:16.0,K. Lowry makes 3-pt shot from 25 ft,3,43-56,,
2:58.0,,,43-58,2,L. James makes 2-pt shot at rim (assist by K. Love)
2:47.0,J. Valanciunas misses 3-pt shot from 26 ft,,43-58,,
2:47.0,,,43-58,,Defensive rebound by L. James
2:38.0,,,43-58,,L. James misses 2-pt shot from 11 ft
2:35.0,Defensive rebound by K. Lowry,,43-58,,
2:35.0,Shooting foul by K. Love (drawn by D. DeRozan),,43-58,,
2:35.0,D. DeRozan makes free throw 1 of 2,1,44-58,,
2:35.0,D. DeRozan makes free throw 2 of 2,1,45-58,,
2:21.0,,,45-58,,J. Calderon misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by D. DeRozan,,45-58,,
2:15.0,,,45-58,,Personal foul by J. Calderon (drawn by D. DeRozan)
2:15.0,,,45-58,,J. Clarkson enters the game for J. Calderon
2:04.0,J. Valanciunas misses 2-pt shot from 2 ft,,45-58,,
2:03.0,Offensive rebound by J. Valanciunas,,45-58,,
2:02.0,J. Valanciunas misses 2-pt shot from 1 ft,,45-58,,
2:02.0,,,45-58,,Defensive rebound by K. Love
1:47.0,,,45-58,,K. Love misses 3-pt shot from 27 ft
1:44.0,Defensive rebound by S. Ibaka,,45-58,,
1:39.0,K. Lowry misses 2-pt shot from 19 ft,,45-58,,
1:30.0,Offensive rebound by J. Valanciunas,,45-58,,
1:30.0,J. Valanciunas makes 2-pt shot at rim,2,47-58,,
1:17.0,,,47-60,2,J. Clarkson makes 2-pt shot from 14 ft
1:00.0,Turnover by K. Lowry (out of bounds lost ball),,47-60,,
0:41.0,,,47-60,,L. James misses 2-pt shot from 16 ft
0:38.0,Defensive rebound by S. Ibaka,,47-60,,
0:30.0,D. DeRozan makes 2-pt shot from 2 ft,2,49-60,,
0:17.0,,,49-60,,R. Hood misses 3-pt shot from 26 ft
0:14.0,Defensive rebound by S. Ibaka,,49-60,,
0:00.0,O. Anunoby makes 3-pt shot from 21 ft (assist by K. Lowry),3,52-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,52-60,,R. Hood misses 3-pt shot from 25 ft
11:37.0,Defensive rebound by J. Valanciunas,,52-60,,
11:35.0,Shooting foul by R. Hood (drawn by S. Ibaka),,52-60,,
11:35.0,S. Ibaka makes free throw 1 of 2,1,53-60,,
11:35.0,S. Ibaka makes free throw 2 of 2,1,54-60,,
11:25.0,Personal foul by S. Ibaka (drawn by K. Love),,54-60,,
11:17.0,,,54-63,3,L. James makes 3-pt shot from 25 ft (assist by R. Hood)
11:02.0,S. Ibaka misses 3-pt shot from 24 ft,,54-63,,
11:00.0,,,54-63,,Defensive rebound by J. Calderon
10:57.0,,,54-63,,Turnover by J. Calderon (bad pass; steal by K. Lowry)
10:53.0,K. Lowry makes 2-pt shot at rim,2,56-63,,
10:32.0,,,56-63,,J. Green misses 2-pt shot from 7 ft
10:29.0,Defensive rebound by J. Valanciunas,,56-63,,
10:23.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry),2,58-63,,
10:06.0,,,58-65,2,R. Hood makes 2-pt shot from 17 ft
9:45.0,J. Valanciunas misses 2-pt shot from 6 ft,,58-65,,
9:45.0,Offensive rebound by S. Ibaka,,58-65,,
9:45.0,S. Ibaka makes 2-pt shot at rim,2,60-65,,
9:45.0,Shooting foul by L. James (drawn by S. Ibaka),,60-65,,
9:45.0,S. Ibaka misses free throw 1 of 1,,60-65,,
9:45.0,,,60-65,,Defensive rebound by K. Love
9:25.0,,,60-65,,Shooting foul by O. Anunoby (drawn by K. Love)
9:25.0,,,60-66,1,K. Love makes free throw 1 of 2
9:25.0,,,60-67,1,K. Love makes free throw 2 of 2
9:09.0,S. Ibaka misses 3-pt shot from 26 ft,,60-67,,
9:06.0,,,60-67,,Defensive rebound by J. Calderon
9:06.0,Personal foul by D. DeRozan (drawn by L. James),,60-67,,
8:52.0,,,60-67,,K. Love misses 2-pt shot from 13 ft
8:49.0,Defensive rebound by J. Valanciunas,,60-67,,
8:45.0,D. DeRozan misses 3-pt shot from 25 ft,,60-67,,
8:41.0,,,60-67,,Defensive rebound by L. James
8:36.0,,,60-70,3,J. Calderon makes 3-pt shot from 23 ft (assist by R. Hood)
8:30.0,Toronto full timeout,,60-70,,
8:19.0,O. Anunoby misses 3-pt shot from 25 ft,,60-70,,
8:15.0,,,60-70,,Defensive rebound by K. Love
8:12.0,,,60-72,2,J. Green makes 2-pt shot from 1 ft (assist by L. James)
7:52.0,J. Valanciunas misses 2-pt shot from 10 ft,,60-72,,
7:49.0,,,60-72,,Defensive rebound by K. Love
7:37.0,,,60-72,,J. Calderon misses 3-pt shot from 28 ft
7:33.0,Defensive rebound by S. Ibaka,,60-72,,
7:27.0,K. Lowry misses 2-pt shot from 2 ft,,60-72,,
7:24.0,,,60-72,,Defensive rebound by L. James
7:12.0,,,60-74,2,R. Hood makes 2-pt shot from 14 ft
6:45.0,J. Valanciunas makes 2-pt shot at rim (assist by D. DeRozan),2,62-74,,
6:45.0,Shooting foul by R. Hood (drawn by J. Valanciunas),,62-74,,
6:45.0,J. Valanciunas makes free throw 1 of 1,1,63-74,,
6:39.0,Personal foul by K. Lowry (drawn by J. Calderon),,63-74,,
6:26.0,,,63-74,,K. Love misses 3-pt shot from 26 ft
6:23.0,Defensive rebound by J. Valanciunas,,63-74,,
6:14.0,J. Valanciunas makes 2-pt shot from 5 ft (assist by K. Lowry),2,65-74,,
5:55.0,,,65-77,3,J. Green makes 3-pt shot from 24 ft (assist by J. Calderon)
5:40.0,K. Lowry misses 2-pt shot from 4 ft (block by J. Calderon),,65-77,,
5:40.0,,,65-77,,Defensive rebound by Team
5:40.0,,,65-77,,J. Clarkson enters the game for J. Calderon
5:23.0,,,65-77,,J. Green misses 3-pt shot from 26 ft
5:20.0,Defensive rebound by S. Ibaka,,65-77,,
5:01.0,K. Lowry misses 3-pt shot from 28 ft,,65-77,,
4:56.0,Offensive rebound by J. Valanciunas,,65-77,,
4:56.0,J. Valanciunas misses 2-pt shot at rim,,65-77,,
4:54.0,,,65-77,,Defensive rebound by K. Love
4:53.0,,,65-77,,Turnover by L. James (bad pass)
4:53.0,,,65-77,,L. Nance enters the game for R. Hood
4:53.0,,,65-77,,J. Smith enters the game for J. Green
4:53.0,C. Miles enters the game for J. Valanciunas,,65-77,,
4:34.0,C. Miles makes 2-pt shot from 1 ft,2,67-77,,
4:18.0,Personal foul by S. Ibaka (drawn by K. Love),,67-77,,
4:18.0,,,67-78,1,K. Love makes free throw 1 of 2
4:18.0,,,67-79,1,K. Love makes free throw 2 of 2
4:01.0,S. Ibaka makes 2-pt shot from 9 ft (assist by D. DeRozan),2,69-79,,
3:54.0,,,69-79,,K. Korver enters the game for K. Love
3:43.0,,,69-79,,L. Nance misses 2-pt shot from 3 ft
3:40.0,Defensive rebound by K. Lowry,,69-79,,
3:21.0,D. DeRozan makes 2-pt shot from 14 ft,2,71-79,,
3:12.0,,,71-79,,Cleveland full timeout
3:12.0,F. VanVleet enters the game for O. Anunoby,,71-79,,
3:12.0,P. Siakam enters the game for K. Lowry,,71-79,,
2:59.0,,,71-81,2,L. Nance makes 2-pt shot from 1 ft (assist by L. James)
2:40.0,Offensive charge foul by C. Miles (drawn by L. James),,71-81,,
2:40.0,Turnover by C. Miles (offensive foul),,71-81,,
2:19.0,,,71-81,,L. James misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by S. Ibaka,,71-81,,
2:07.0,S. Ibaka misses 2-pt shot from 9 ft,,71-81,,
2:04.0,,,71-81,,Defensive rebound by K. Korver
2:01.0,,,71-81,,Offensive charge foul by L. James (drawn by C. Miles)
2:01.0,,,71-81,,Turnover by L. James (offensive foul)
2:01.0,J. Poeltl enters the game for S. Ibaka,,71-81,,
1:51.0,D. DeRozan makes 2-pt shot from 18 ft,2,73-81,,
1:26.0,,,73-81,,L. James misses 3-pt shot from 25 ft
1:25.0,Defensive rebound by Team,,73-81,,
1:15.0,D. DeRozan misses 2-pt shot from 12 ft,,73-81,,
1:12.0,,,73-81,,Defensive rebound by L. James
1:07.0,,,73-83,2,L. James makes 2-pt shot from 2 ft
1:07.0,,,73-83,,Shooting foul by C. Miles (drawn by L. James)
1:07.0,,,73-84,1,L. James makes free throw 1 of 1
0:54.0,,,73-84,,Personal foul by L. Nance (drawn by D. DeRozan)
0:43.0,F. VanVleet misses 2-pt shot from 4 ft (block by J. Clarkson),,73-84,,
0:43.0,Offensive rebound by Team,,73-84,,
0:41.0,P. Siakam makes 2-pt shot from 9 ft (assist by F. VanVleet),2,75-84,,
0:29.0,,,75-86,2,J. Clarkson makes 2-pt shot from 21 ft (assist by L. James)
0:09.0,D. DeRozan makes 2-pt shot from 1 ft,2,77-86,,
0:09.0,Shooting foul by J. Smith (drawn by D. DeRozan),,77-86,,
0:09.0,D. DeRozan makes free throw 1 of 1,1,78-86,,
0:02.0,,,78-86,,J. Smith misses 2-pt shot from 15 ft
0:00.0,Defensive rebound by J. Poeltl,,78-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,,,78-86,,Personal foul by K. Korver (drawn by C. Miles)
11:34.0,F. VanVleet misses 2-pt shot from 1 ft,,78-86,,
11:31.0,,,78-86,,Defensive rebound by T. Thompson
11:17.0,,,78-86,,J. Clarkson misses 2-pt shot from 17 ft
11:15.0,Defensive rebound by D. Wright,,78-86,,
11:09.0,P. Siakam misses 2-pt shot from 4 ft,,78-86,,
11:08.0,Offensive rebound by Team,,78-86,,
10:59.0,F. VanVleet makes 3-pt shot from 26 ft (assist by D. Wright),3,81-86,,
10:54.0,,,81-86,,Cleveland full timeout
10:38.0,,,81-86,,K. Korver misses 3-pt shot from 24 ft
10:36.0,Defensive rebound by D. Wright,,81-86,,
10:24.0,Turnover by C. Miles (lost ball; steal by K. Korver),,81-86,,
10:13.0,,,81-88,2,J. Green makes 2-pt shot from 10 ft
10:03.0,C. Miles misses 3-pt shot from 25 ft,,81-88,,
10:00.0,,,81-88,,Defensive rebound by K. Korver
9:47.0,,,81-88,,J. Clarkson misses 3-pt shot from 22 ft
9:45.0,Defensive rebound by C. Miles,,81-88,,
9:36.0,P. Siakam misses 2-pt shot from 2 ft,,81-88,,
9:32.0,,,81-88,,Defensive rebound by T. Thompson
9:26.0,,,81-91,3,J. Green makes 3-pt shot from 23 ft (assist by J. Smith)
9:06.0,F. VanVleet makes 3-pt shot from 24 ft (assist by D. Wright),3,84-91,,
8:49.0,,,84-91,,K. Korver misses 3-pt shot from 25 ft
8:47.0,Defensive rebound by F. VanVleet,,84-91,,
8:43.0,P. Siakam misses 2-pt shot from 1 ft,,84-91,,
8:39.0,,,84-91,,Defensive rebound by J. Smith
8:29.0,,,84-93,2,J. Clarkson makes 2-pt shot from 9 ft
8:11.0,C. Miles misses 3-pt shot from 28 ft,,84-93,,
8:09.0,,,84-93,,Defensive rebound by T. Thompson
8:01.0,,,84-93,,J. Clarkson misses 2-pt shot from 18 ft
7:59.0,Defensive rebound by P. Siakam,,84-93,,
7:52.0,,,84-93,,Shooting block foul by J. Clarkson (drawn by J. Poeltl)
7:52.0,J. Poeltl makes free throw 1 of 2,1,85-93,,
7:52.0,,,85-93,,R. Hood enters the game for J. Clarkson
7:52.0,,,85-93,,L. James enters the game for K. Korver
7:52.0,J. Poeltl makes free throw 2 of 2,1,86-93,,
7:33.0,,,86-93,,Shooting foul by C. Miles (drawn by L. James)
7:33.0,,,86-94,1,L. James makes free throw 1 of 2
7:33.0,K. Lowry enters the game for C. Miles,,86-94,,
7:33.0,,,86-95,1,L. James makes free throw 2 of 2
7:28.0,,,86-95,,Personal foul by J. Green (drawn by K. Lowry)
7:23.0,F. VanVleet misses 3-pt shot from 26 ft,,86-95,,
7:20.0,,,86-95,,Defensive rebound by L. James
7:12.0,,,86-95,,J. Smith misses 2-pt shot from 2 ft
7:09.0,Defensive rebound by P. Siakam,,86-95,,
6:50.0,F. VanVleet misses 2-pt shot from 1 ft (block by J. Green),,86-95,,
6:46.0,,,86-95,,Defensive rebound by J. Green
6:43.0,,,86-95,,Turnover by J. Green (bad pass; steal by D. Wright)
6:39.0,P. Siakam makes 2-pt shot from 1 ft (assist by F. VanVleet),2,88-95,,
6:15.0,,,88-97,2,J. Green makes 2-pt shot from 18 ft
5:53.0,F. VanVleet misses 2-pt shot from 2 ft (block by J. Green),,88-97,,
5:53.0,Offensive rebound by Team,,88-97,,
5:53.0,,,88-97,,K. Love enters the game for J. Smith
5:53.0,,,88-97,,J. Calderon enters the game for T. Thompson
5:53.0,D. DeRozan enters the game for D. Wright,,88-97,,
5:46.0,D. DeRozan misses 2-pt shot from 2 ft (block by J. Green),,88-97,,
5:42.0,,,88-97,,Defensive rebound by J. Calderon
5:34.0,,,88-97,,R. Hood misses 2-pt shot from 8 ft
5:32.0,Defensive rebound by D. DeRozan,,88-97,,
5:26.0,,,88-97,,Personal foul by J. Green (drawn by D. DeRozan)
5:26.0,,,88-97,,J. Smith enters the game for J. Green
5:26.0,S. Ibaka enters the game for J. Poeltl,,88-97,,
5:19.0,D. DeRozan misses 3-pt shot from 25 ft,,88-97,,
5:17.0,,,88-97,,Defensive rebound by L. James
5:11.0,,,88-97,,Shooting foul by P. Siakam (drawn by L. James)
5:11.0,,,88-98,1,L. James makes free throw 1 of 2
5:11.0,,,88-99,1,L. James makes free throw 2 of 2
5:01.0,S. Ibaka misses 2-pt shot from 13 ft,,88-99,,
4:58.0,,,88-99,,Defensive rebound by J. Smith
4:39.0,,,88-101,2,L. James makes 2-pt shot from 1 ft
4:18.0,K. Lowry misses 3-pt shot from 26 ft,,88-101,,
4:13.0,,,88-101,,Defensive rebound by K. Love
3:59.0,,,88-101,,J. Calderon misses 2-pt shot at rim
3:59.0,,,88-101,,Offensive rebound by J. Calderon
3:58.0,,,88-101,,J. Calderon misses 2-pt shot at rim
3:57.0,Defensive rebound by F. VanVleet,,88-101,,
3:49.0,D. DeRozan makes 2-pt shot from 2 ft (assist by F. VanVleet),2,90-101,,
3:20.0,,,90-103,2,L. James makes 2-pt shot from 1 ft
3:20.0,,,90-103,,Shooting foul by D. DeRozan (drawn by L. James)
3:20.0,,,90-104,1,L. James makes free throw 1 of 1
3:20.0,Toronto full timeout,,90-104,,
3:20.0,,,90-104,,Cleveland full timeout
3:07.0,D. DeRozan makes 2-pt shot from 1 ft,2,92-104,,
2:52.0,,,92-104,,R. Hood misses 2-pt shot from 4 ft (block by S. Ibaka)
2:48.0,Defensive rebound by K. Lowry,,92-104,,
2:46.0,Turnover by D. DeRozan (bad pass; steal by R. Hood),,92-104,,
2:41.0,Personal foul by F. VanVleet (drawn by K. Love),,92-104,,
2:21.0,,,92-104,,L. James misses 2-pt shot from 13 ft
2:20.0,Defensive rebound by K. Lowry,,92-104,,
2:17.0,K. Lowry misses 3-pt shot from 30 ft,,92-104,,
2:12.0,,,92-104,,Defensive rebound by K. Love
2:07.0,Personal foul by K. Lowry (drawn by J. Calderon),,92-104,,
2:07.0,,,92-105,1,J. Calderon makes free throw 1 of 2
2:07.0,C. Miles enters the game for K. Lowry,,92-105,,
2:07.0,N. Powell enters the game for D. DeRozan,,92-105,,
2:07.0,D. Wright enters the game for F. VanVleet,,92-105,,
2:07.0,L. Nogueira enters the game for S. Ibaka,,92-105,,
2:07.0,,,92-106,1,J. Calderon makes free throw 2 of 2
1:56.0,P. Siakam makes 2-pt shot at rim,2,94-106,,
1:46.0,,,94-108,2,R. Hood makes 2-pt shot from 2 ft
1:33.0,N. Powell makes 2-pt shot at rim (assist by L. Nogueira),2,96-108,,
1:33.0,,,96-108,,Cleveland full timeout
1:33.0,,,96-108,,C. Osman enters the game for K. Love
1:33.0,,,96-108,,J. Holland enters the game for R. Hood
1:33.0,,,96-108,,T. Thompson enters the game for L. James
1:33.0,,,96-108,,A. Zizic enters the game for J. Calderon
1:13.0,,,96-108,,J. Holland misses 3-pt shot from 25 ft
1:11.0,Defensive rebound by N. Powell,,96-108,,
1:11.0,Turnover by N. Powell (bad pass),,96-108,,
