time,Charlotte,pts.away,score,pts.home,Indiana
5:19.0,,,11-12,,T. Young misses 3-pt shot from 27 ft
5:17.0,Defensive rebound by N. Batum,,11-12,,
5:11.0,N. Batum misses 3-pt shot from 25 ft,,11-12,,
5:06.0,Offensive rebound by D. Howard,,11-12,,
5:06.0,D. Howard misses 2-pt shot at rim,,11-12,,
5:06.0,,,11-12,,Defensive rebound by D. Sabonis
4:57.0,,,11-12,,Turnover by B. Bogdanovic (traveling)
4:44.0,K. Walker makes 2-pt shot from 1 ft,2,13-12,,
4:32.0,,,13-14,2,D. Sabonis makes 2-pt shot at rim
4:09.0,N. Batum misses 2-pt shot from 14 ft,,13-14,,
4:07.0,,,13-14,,Defensive rebound by D. Sabonis
4:03.0,,,13-14,,V. Oladipo misses 3-pt shot from 28 ft
4:01.0,Defensive rebound by Team,,13-14,,
3:46.0,K. Walker misses 2-pt shot from 1 ft (block by D. Collison),,13-14,,
3:46.0,Offensive rebound by Team,,13-14,,
3:46.0,,,13-14,,M. Turner enters the game for T. Young
3:46.0,,,13-14,,C. Joseph enters the game for B. Bogdanovic
3:46.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,13-14,,
3:46.0,J. Lamb enters the game for M. Williams,,13-14,,
3:38.0,K. Walker makes 2-pt shot from 18 ft,2,15-14,,
3:33.0,,,15-14,,Turnover by V. Oladipo (bad pass)
3:11.0,F. Kaminsky misses 2-pt shot from 13 ft,,15-14,,
3:08.0,Offensive rebound by J. Lamb,,15-14,,
3:05.0,N. Batum makes 2-pt shot from 1 ft (assist by K. Walker),2,17-14,,
2:48.0,,,17-17,3,M. Turner makes 3-pt shot from 26 ft (assist by D. Collison)
2:40.0,Charlotte full timeout,,17-17,,
2:40.0,,,17-17,,L. Stephenson enters the game for D. Collison
2:40.0,,,17-17,,T. Leaf enters the game for D. Sabonis
2:40.0,M. Carter-Williams enters the game for K. Walker,,17-17,,
2:31.0,,,17-17,,Personal foul by C. Joseph (drawn by N. Batum)
2:23.0,N. Batum makes 2-pt shot from 17 ft,2,19-17,,
2:12.0,Personal foul by J. Lamb (drawn by M. Turner),,19-17,,
2:07.0,,,19-19,2,C. Joseph makes 2-pt shot from 14 ft (assist by M. Turner)
1:42.0,D. Howard misses 2-pt shot from 5 ft,,19-19,,
1:41.0,Offensive rebound by D. Howard,,19-19,,
1:41.0,D. Howard makes 2-pt shot from 5 ft,2,21-19,,
1:41.0,Shooting foul by C. Joseph (drawn by D. Howard),,21-19,,
1:41.0,,,21-19,,J. Young enters the game for V. Oladipo
1:41.0,T. Graham enters the game for N. Batum,,21-19,,
1:41.0,D. Howard misses free throw 1 of 1,,21-19,,
1:39.0,,,21-19,,Defensive rebound by T. Leaf
1:25.0,,,21-19,,L. Stephenson misses 2-pt shot at rim
1:22.0,Defensive rebound by F. Kaminsky,,21-19,,
1:14.0,D. Howard makes 2-pt shot from 1 ft (assist by F. Kaminsky),2,23-19,,
1:02.0,,,23-21,2,L. Stephenson makes 2-pt shot from 3 ft
1:00.0,Turnover by F. Kaminsky (turnover),,23-21,,
1:00.0,J. O'Bryant enters the game for D. Howard,,23-21,,
0:45.0,,,23-21,,J. Young misses 2-pt shot from 22 ft
0:43.0,Defensive rebound by M. Carter-Williams,,23-21,,
0:31.0,Turnover by T. Graham (out of bounds lost ball),,23-21,,
0:18.0,,,23-21,,Shooting foul by J. O'Bryant (drawn by T. Leaf)
0:18.0,,,23-22,1,T. Leaf makes free throw 1 of 2
0:18.0,,,23-22,,D. Collison enters the game for C. Joseph
0:18.0,,,23-23,1,T. Leaf makes free throw 2 of 2
0:00.0,M. Carter-Williams misses 3-pt shot from 23 ft,,23-23,,
0:00.0,Offensive rebound by Team,,23-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,23-23,,Turnover by L. Stephenson (bad pass; steal by T. Graham)
11:43.0,J. O'Bryant makes 3-pt shot from 28 ft (assist by M. Carter-Williams),3,26-23,,
11:27.0,,,26-23,,L. Stephenson misses 3-pt shot from 27 ft
11:25.0,Defensive rebound by J. Lamb,,26-23,,
11:17.0,Turnover by M. Carter-Williams (bad pass; steal by C. Joseph),,26-23,,
11:14.0,,,26-25,2,L. Stephenson makes 2-pt shot at rim (assist by C. Joseph)
10:56.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,28-25,,
10:46.0,,,28-28,3,M. Turner makes 3-pt shot from 25 ft (assist by C. Joseph)
10:28.0,Shooting foul by J. Young (drawn by M. Carter-Williams),,28-28,,
10:28.0,M. Carter-Williams makes free throw 1 of 2,1,29-28,,
10:28.0,M. Carter-Williams makes free throw 2 of 2,1,30-28,,
10:19.0,,,30-28,,J. Young misses 3-pt shot from 27 ft
10:14.0,,,30-28,,Offensive rebound by C. Joseph
10:03.0,,,30-30,2,T. Leaf makes 2-pt shot at rim (assist by L. Stephenson)
9:42.0,Shooting foul by L. Stephenson (drawn by T. Graham),,30-30,,
9:42.0,T. Graham misses free throw 1 of 2,,30-30,,
9:42.0,Offensive rebound by Team,,30-30,,
9:42.0,T. Graham misses free throw 2 of 2,,30-30,,
9:40.0,,,30-30,,Defensive rebound by L. Stephenson
9:31.0,,,30-32,2,M. Turner makes 2-pt shot from 19 ft (assist by J. Young)
9:08.0,F. Kaminsky misses 2-pt shot from 9 ft,,30-32,,
9:05.0,,,30-32,,Defensive rebound by C. Joseph
8:51.0,,,30-34,2,C. Joseph makes 2-pt shot at rim (assist by M. Turner)
8:35.0,J. Lamb misses 2-pt shot from 1 ft,,30-34,,
8:33.0,,,30-34,,Defensive rebound by L. Stephenson
8:25.0,,,30-34,,Turnover by M. Turner (bad pass; steal by J. Lamb)
8:22.0,J. Lamb makes 2-pt shot from 1 ft,2,32-34,,
8:05.0,,,32-34,,Shooting foul by J. O'Bryant (drawn by M. Turner)
8:05.0,,,32-35,1,M. Turner makes free throw 1 of 2
8:05.0,,,32-35,,T. Young enters the game for J. Young
8:05.0,,,32-35,,D. Collison enters the game for T. Leaf
8:05.0,K. Walker enters the game for J. O'Bryant,,32-35,,
8:05.0,D. Howard enters the game for T. Graham,,32-35,,
8:05.0,,,32-36,1,M. Turner makes free throw 2 of 2
7:51.0,D. Howard makes 2-pt shot from 1 ft (assist by J. Lamb),2,34-36,,
7:40.0,,,34-36,,L. Stephenson misses 2-pt shot at rim
7:38.0,Defensive rebound by D. Howard,,34-36,,
7:35.0,Turnover by D. Howard (bad pass),,34-36,,
7:25.0,,,34-36,,M. Turner misses 3-pt shot from 26 ft
7:21.0,Defensive rebound by M. Carter-Williams,,34-36,,
7:11.0,Shooting foul by T. Young (drawn by D. Howard),,34-36,,
7:11.0,D. Howard makes free throw 1 of 2,1,35-36,,
7:11.0,,,35-36,,D. Sabonis enters the game for L. Stephenson
7:11.0,,,35-36,,B. Bogdanovic enters the game for M. Turner
7:11.0,D. Howard makes free throw 2 of 2,1,36-36,,
6:56.0,,,36-36,,D. Sabonis misses 2-pt shot from 17 ft
6:52.0,Defensive rebound by D. Howard,,36-36,,
6:39.0,M. Carter-Williams misses 3-pt shot from 26 ft,,36-36,,
6:37.0,,,36-36,,Defensive rebound by Team
6:37.0,,,36-36,,Indiana full timeout
6:37.0,,,36-36,,V. Oladipo enters the game for C. Joseph
6:19.0,,,36-36,,T. Young misses 2-pt shot from 7 ft
6:19.0,Defensive rebound by Team,,36-36,,
5:55.0,F. Kaminsky misses 2-pt shot from 12 ft,,36-36,,
5:54.0,,,36-36,,Defensive rebound by D. Sabonis
5:46.0,,,36-38,2,V. Oladipo makes 2-pt shot from 14 ft
5:27.0,D. Howard makes 2-pt shot from 1 ft (assist by F. Kaminsky),2,38-38,,
5:22.0,,,38-40,2,V. Oladipo makes 2-pt shot at rim
5:05.0,,,38-40,,Personal foul by V. Oladipo (drawn by J. Lamb)
5:05.0,N. Batum enters the game for J. Lamb,,38-40,,
5:05.0,M. Kidd-Gilchrist enters the game for M. Carter-Williams,,38-40,,
4:58.0,D. Howard misses 2-pt shot from 6 ft,,38-40,,
4:57.0,,,38-40,,Defensive rebound by Team
4:46.0,,,38-40,,Turnover by D. Collison (bad pass)
4:46.0,M. Williams enters the game for F. Kaminsky,,38-40,,
4:25.0,M. Williams misses 3-pt shot from 28 ft,,38-40,,
4:22.0,,,38-40,,Defensive rebound by D. Sabonis
4:10.0,,,38-42,2,V. Oladipo makes 2-pt shot from 20 ft
3:55.0,K. Walker makes 3-pt shot from 27 ft,3,41-42,,
3:32.0,,,41-42,,D. Sabonis misses 2-pt shot from 21 ft
3:28.0,Defensive rebound by D. Howard,,41-42,,
3:21.0,D. Howard makes 2-pt shot at rim (assist by M. Kidd-Gilchrist),2,43-42,,
2:53.0,,,43-42,,T. Young misses 2-pt shot from 13 ft
2:51.0,,,43-42,,Offensive rebound by D. Sabonis
2:50.0,Charlotte full timeout,,43-42,,
2:33.0,,,43-42,,Shooting foul by M. Williams (drawn by V. Oladipo)
2:33.0,,,43-43,1,V. Oladipo makes free throw 1 of 2
2:33.0,,,43-44,1,V. Oladipo makes free throw 2 of 2
2:19.0,N. Batum makes 3-pt shot from 24 ft (assist by K. Walker),3,46-44,,
2:07.0,,,46-44,,V. Oladipo misses 2-pt shot from 18 ft
2:04.0,Defensive rebound by D. Howard,,46-44,,
1:54.0,M. Williams misses 3-pt shot from 27 ft,,46-44,,
1:51.0,,,46-44,,Defensive rebound by B. Bogdanovic
1:48.0,,,46-46,2,T. Young makes 2-pt shot at rim (assist by B. Bogdanovic)
1:35.0,Turnover by N. Batum (bad pass; steal by D. Sabonis),,46-46,,
1:29.0,,,46-46,,D. Collison misses 2-pt shot from 1 ft
1:28.0,Defensive rebound by M. Kidd-Gilchrist,,46-46,,
1:23.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft,2,48-46,,
1:07.0,,,48-48,2,V. Oladipo makes 2-pt shot from 20 ft (assist by D. Sabonis)
0:48.0,N. Batum makes 3-pt shot from 22 ft (assist by K. Walker),3,51-48,,
0:43.0,,,51-50,2,V. Oladipo makes 2-pt shot from 14 ft
0:32.0,K. Walker misses 3-pt shot from 27 ft,,51-50,,
0:29.0,,,51-50,,Defensive rebound by V. Oladipo
0:25.0,,,51-52,2,D. Sabonis makes 2-pt shot at rim (assist by V. Oladipo)
0:05.0,K. Walker misses 2-pt shot from 1 ft,,51-52,,
0:03.0,,,51-52,,Defensive rebound by D. Collison
0:01.0,,,51-52,,D. Collison misses 3-pt shot from 27 ft
0:01.0,,,51-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,51-52,,Turnover by V. Oladipo (bad pass; steal by K. Walker)
11:33.0,Turnover by K. Walker (lost ball; steal by D. Sabonis),,51-52,,
11:29.0,,,51-54,2,T. Young makes 2-pt shot from 13 ft
11:04.0,K. Walker makes 3-pt shot from 27 ft (assist by D. Howard),3,54-54,,
10:50.0,,,54-56,2,V. Oladipo makes 2-pt shot from 8 ft
10:31.0,K. Walker misses 3-pt shot from 24 ft,,54-56,,
10:29.0,,,54-56,,Defensive rebound by B. Bogdanovic
10:22.0,,,54-56,,Shooting foul by D. Howard (drawn by D. Sabonis)
10:22.0,,,54-56,,D. Sabonis misses free throw 1 of 2
10:22.0,,,54-56,,Offensive rebound by Team
10:22.0,,,54-56,,D. Sabonis misses free throw 2 of 2
10:19.0,Defensive rebound by D. Howard,,54-56,,
10:06.0,Turnover by M. Williams (traveling),,54-56,,
9:53.0,,,54-58,2,T. Young makes 2-pt shot at rim (assist by D. Collison)
9:38.0,D. Howard makes 2-pt shot from 8 ft,2,56-58,,
9:27.0,,,56-60,2,V. Oladipo makes 2-pt shot from 19 ft (assist by D. Sabonis)
9:26.0,Charlotte full timeout,,56-60,,
9:06.0,K. Walker makes 2-pt shot from 1 ft,2,58-60,,
8:42.0,,,58-60,,D. Collison misses 3-pt shot from 30 ft
8:39.0,Defensive rebound by M. Kidd-Gilchrist,,58-60,,
8:34.0,M. Kidd-Gilchrist makes 2-pt shot at rim,2,60-60,,
8:26.0,,,60-63,3,V. Oladipo makes 3-pt shot from 26 ft (assist by D. Collison)
8:09.0,Turnover by N. Batum (traveling),,60-63,,
8:09.0,,,60-63,,M. Turner enters the game for D. Sabonis
7:57.0,,,60-63,,B. Bogdanovic misses 3-pt shot from 27 ft
7:54.0,Defensive rebound by D. Howard,,60-63,,
7:41.0,N. Batum misses 3-pt shot from 26 ft,,60-63,,
7:40.0,,,60-63,,Defensive rebound by Team
7:30.0,Personal foul by D. Howard (drawn by V. Oladipo),,60-63,,
7:16.0,,,60-66,3,M. Turner makes 3-pt shot from 26 ft (assist by D. Collison)
6:58.0,N. Batum makes 3-pt shot from 27 ft (assist by M. Williams),3,63-66,,
6:46.0,,,63-66,,D. Collison misses 2-pt shot from 17 ft
6:44.0,Defensive rebound by D. Howard,,63-66,,
6:35.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by V. Oladipo),,63-66,,
6:33.0,,,63-66,,Offensive charge foul by V. Oladipo (drawn by N. Batum)
6:33.0,,,63-66,,Turnover by V. Oladipo (offensive foul)
6:15.0,D. Howard misses 2-pt shot at rim (block by V. Oladipo),,63-66,,
6:14.0,,,63-66,,Defensive rebound by D. Collison
6:12.0,,,63-66,,Shooting foul by K. Walker (drawn by D. Collison)
6:12.0,,,63-67,1,D. Collison makes free throw 1 of 2
6:12.0,,,63-68,1,D. Collison makes free throw 2 of 2
6:03.0,,,63-68,,Personal foul by B. Bogdanovic (drawn by N. Batum)
5:57.0,N. Batum makes 3-pt shot from 26 ft (assist by M. Williams),3,66-68,,
5:44.0,,,66-68,,M. Turner misses 2-pt shot from 20 ft
5:40.0,Defensive rebound by D. Howard,,66-68,,
5:29.0,Shooting foul by V. Oladipo (drawn by K. Walker),,66-68,,
5:29.0,K. Walker makes free throw 1 of 2,1,67-68,,
5:29.0,K. Walker makes free throw 2 of 2,1,68-68,,
5:16.0,,,68-70,2,T. Young makes 2-pt shot from 4 ft
5:06.0,Shooting foul by T. Young (drawn by D. Howard),,68-70,,
5:06.0,D. Howard makes free throw 1 of 2,1,69-70,,
5:06.0,D. Howard makes free throw 2 of 2,1,70-70,,
4:43.0,,,70-72,2,M. Turner makes 2-pt shot from 22 ft (assist by T. Young)
4:28.0,M. Williams misses 3-pt shot from 23 ft,,70-72,,
4:24.0,Offensive rebound by M. Kidd-Gilchrist,,70-72,,
4:23.0,M. Kidd-Gilchrist makes 2-pt shot at rim,2,72-72,,
4:12.0,Loose ball foul by N. Batum (drawn by M. Turner),,72-72,,
4:05.0,,,72-75,3,D. Collison makes 3-pt shot from 22 ft (assist by M. Turner)
3:47.0,N. Batum misses 3-pt shot from 25 ft,,72-75,,
3:44.0,,,72-75,,Defensive rebound by D. Collison
3:33.0,,,72-77,2,M. Turner makes 2-pt shot from 19 ft (assist by D. Collison)
3:23.0,,,72-77,,Personal block foul by T. Young (drawn by K. Walker)
3:23.0,,,72-77,,C. Joseph enters the game for B. Bogdanovic
3:23.0,F. Kaminsky enters the game for M. Williams,,72-77,,
3:23.0,J. Lamb enters the game for M. Kidd-Gilchrist,,72-77,,
3:18.0,Shooting foul by D. Collison (drawn by K. Walker),,72-77,,
3:18.0,K. Walker makes free throw 1 of 3,1,73-77,,
3:18.0,K. Walker makes free throw 2 of 3,1,74-77,,
3:18.0,K. Walker makes free throw 3 of 3,1,75-77,,
3:18.0,,,75-77,,Indiana full timeout
3:18.0,,,75-77,,T. Leaf enters the game for T. Young
3:03.0,,,75-77,,Offensive foul by M. Turner (drawn by K. Walker)
3:03.0,,,75-77,,Turnover by M. Turner (offensive foul)
2:50.0,D. Howard misses 2-pt shot from 5 ft (block by M. Turner),,75-77,,
2:48.0,Offensive rebound by J. Lamb,,75-77,,
2:46.0,F. Kaminsky misses 3-pt shot from 27 ft,,75-77,,
2:43.0,,,75-77,,Defensive rebound by M. Turner
2:29.0,,,75-77,,M. Turner misses 3-pt shot from 26 ft
2:27.0,Defensive rebound by J. Lamb,,75-77,,
2:22.0,Offensive foul by N. Batum (drawn by V. Oladipo),,75-77,,
2:22.0,Turnover by N. Batum (offensive foul),,75-77,,
2:22.0,,,75-77,,L. Stephenson enters the game for V. Oladipo
2:22.0,M. Carter-Williams enters the game for K. Walker,,75-77,,
2:14.0,,,75-79,2,D. Collison makes 2-pt shot at rim
1:59.0,N. Batum misses 2-pt shot from 19 ft,,75-79,,
1:57.0,,,75-79,,Defensive rebound by T. Leaf
1:40.0,,,75-81,2,M. Turner makes 2-pt shot from 11 ft (assist by C. Joseph)
1:20.0,J. Lamb misses 3-pt shot from 26 ft,,75-81,,
1:19.0,Offensive rebound by N. Batum,,75-81,,
1:19.0,,,75-81,,Personal foul by L. Stephenson (drawn by N. Batum)
1:19.0,N. Batum makes free throw 1 of 2,1,76-81,,
1:19.0,J. O'Bryant enters the game for D. Howard,,76-81,,
1:19.0,N. Batum misses free throw 2 of 2,,76-81,,
1:16.0,,,76-81,,Defensive rebound by M. Turner
0:55.0,,,76-81,,L. Stephenson misses 3-pt shot from 30 ft
0:52.0,Defensive rebound by J. O'Bryant,,76-81,,
0:42.0,M. Carter-Williams misses 3-pt shot from 24 ft,,76-81,,
0:39.0,Offensive rebound by J. O'Bryant,,76-81,,
0:37.0,J. Lamb misses 3-pt shot from 26 ft,,76-81,,
0:33.0,,,76-81,,Defensive rebound by C. Joseph
0:19.0,,,76-81,,C. Joseph misses 2-pt shot from 19 ft
0:16.0,Defensive rebound by M. Carter-Williams,,76-81,,
0:00.0,J. Lamb makes 2-pt shot from 17 ft (assist by N. Batum),2,78-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Shooting foul by C. Joseph (drawn by J. Lamb),,78-81,,
11:45.0,J. Lamb misses free throw 1 of 2,,78-81,,
11:45.0,Offensive rebound by Team,,78-81,,
11:45.0,J. Lamb misses free throw 2 of 2,,78-81,,
11:43.0,,,78-81,,Defensive rebound by L. Stephenson
11:29.0,,,78-81,,Turnover by L. Stephenson (bad pass; steal by T. Graham)
11:25.0,T. Graham misses 3-pt shot from 25 ft,,78-81,,
11:23.0,,,78-81,,Defensive rebound by T. Leaf
11:12.0,,,78-81,,D. Sabonis misses 2-pt shot at rim
11:10.0,Defensive rebound by J. Lamb,,78-81,,
11:05.0,J. Lamb misses 3-pt shot from 27 ft,,78-81,,
11:02.0,Offensive rebound by J. Lamb,,78-81,,
10:54.0,J. O'Bryant makes 2-pt shot from 2 ft (assist by J. Lamb),2,80-81,,
10:34.0,,,80-81,,L. Stephenson misses 2-pt shot from 10 ft
10:34.0,Defensive rebound by J. O'Bryant,,80-81,,
10:25.0,T. Graham misses 3-pt shot from 28 ft,,80-81,,
10:25.0,Offensive rebound by T. Graham,,80-81,,
10:20.0,J. Lamb misses 2-pt shot from 7 ft,,80-81,,
10:20.0,Offensive rebound by T. Graham,,80-81,,
10:18.0,T. Graham makes 2-pt shot at rim,2,82-81,,
10:18.0,,,82-81,,Indiana full timeout
10:07.0,Personal foul by J. O'Bryant (drawn by C. Joseph),,82-81,,
9:57.0,Personal foul by M. Carter-Williams (drawn by D. Sabonis),,82-81,,
9:57.0,,,82-81,,V. Oladipo enters the game for T. Leaf
9:57.0,,,82-81,,T. Young enters the game for J. Young
9:55.0,Personal foul by M. Carter-Williams (drawn by C. Joseph),,82-81,,
9:50.0,,,82-83,2,V. Oladipo makes 2-pt shot from 18 ft (assist by C. Joseph)
9:32.0,J. Lamb makes 2-pt shot at rim,2,84-83,,
9:18.0,,,84-85,2,D. Sabonis makes 2-pt shot at rim (assist by V. Oladipo)
9:18.0,Shooting block foul by J. O'Bryant (drawn by D. Sabonis),,84-85,,
9:18.0,,,84-86,1,D. Sabonis makes free throw 1 of 1
9:04.0,F. Kaminsky misses 3-pt shot from 27 ft,,84-86,,
9:01.0,,,84-86,,Defensive rebound by V. Oladipo
8:51.0,,,84-86,,D. Sabonis misses 2-pt shot from 2 ft
8:49.0,Defensive rebound by J. O'Bryant,,84-86,,
8:35.0,J. O'Bryant misses 2-pt shot from 11 ft,,84-86,,
8:32.0,,,84-86,,Defensive rebound by T. Young
8:22.0,,,84-88,2,D. Sabonis makes 2-pt shot from 4 ft (assist by V. Oladipo)
7:57.0,F. Kaminsky makes 2-pt shot from 14 ft (assist by T. Graham),2,86-88,,
7:33.0,,,86-88,,C. Joseph misses 3-pt shot from 22 ft
7:28.0,,,86-88,,Offensive rebound by L. Stephenson
7:28.0,,,86-90,2,L. Stephenson makes 2-pt shot at rim
7:28.0,Charlotte full timeout,,86-90,,
7:28.0,D. Howard enters the game for J. Lamb,,86-90,,
7:28.0,N. Batum enters the game for J. O'Bryant,,86-90,,
7:28.0,K. Walker enters the game for T. Graham,,86-90,,
7:05.0,N. Batum misses 2-pt shot from 13 ft,,86-90,,
7:03.0,,,86-90,,Defensive rebound by V. Oladipo
6:59.0,,,86-90,,T. Young misses 3-pt shot from 24 ft
6:56.0,,,86-90,,Offensive rebound by D. Sabonis
6:55.0,,,86-90,,D. Sabonis misses 2-pt shot at rim (block by D. Howard)
6:55.0,Defensive rebound by K. Walker,,86-90,,
6:48.0,Turnover by K. Walker (lost ball; steal by C. Joseph),,86-90,,
6:44.0,,,86-92,2,V. Oladipo makes 2-pt shot at rim (assist by T. Young)
6:19.0,,,86-92,,Personal foul by D. Sabonis (drawn by M. Carter-Williams)
6:19.0,M. Williams enters the game for F. Kaminsky,,86-92,,
6:14.0,K. Walker misses 2-pt shot from 2 ft,,86-92,,
6:12.0,,,86-92,,Defensive rebound by V. Oladipo
6:00.0,,,86-94,2,D. Sabonis makes 2-pt shot from 19 ft (assist by C. Joseph)
5:41.0,,,86-94,,Personal foul by D. Sabonis (drawn by D. Howard)
5:41.0,M. Kidd-Gilchrist enters the game for M. Carter-Williams,,86-94,,
5:34.0,N. Batum makes 2-pt shot from 19 ft (assist by D. Howard),2,88-94,,
5:17.0,,,88-96,2,T. Young makes 2-pt shot from 3 ft (assist by L. Stephenson)
4:57.0,Offensive charge foul by D. Howard (drawn by D. Sabonis),,88-96,,
4:57.0,Turnover by D. Howard (offensive foul),,88-96,,
4:48.0,,,88-96,,L. Stephenson misses 2-pt shot from 12 ft
4:46.0,,,88-96,,Offensive rebound by D. Sabonis
4:43.0,,,88-96,,Turnover by D. Sabonis (lost ball; steal by M. Kidd-Gilchrist)
4:34.0,Shooting foul by D. Sabonis (drawn by K. Walker),,88-96,,
4:34.0,K. Walker makes free throw 1 of 2,1,89-96,,
4:34.0,,,89-96,,M. Turner enters the game for D. Sabonis
4:34.0,J. Lamb enters the game for M. Kidd-Gilchrist,,89-96,,
4:34.0,K. Walker misses free throw 2 of 2,,89-96,,
4:31.0,,,89-96,,Defensive rebound by M. Turner
4:17.0,,,89-99,3,M. Turner makes 3-pt shot from 27 ft (assist by T. Young)
3:54.0,N. Batum misses 3-pt shot from 26 ft,,89-99,,
3:50.0,Offensive rebound by M. Williams,,89-99,,
3:50.0,M. Williams misses 2-pt shot at rim,,89-99,,
3:50.0,,,89-99,,Defensive rebound by Team
3:50.0,,,89-99,,Indiana full timeout
3:41.0,,,89-99,,C. Joseph misses 2-pt shot from 16 ft
3:38.0,,,89-99,,Offensive rebound by T. Young
3:28.0,,,89-101,2,T. Young makes 2-pt shot from 3 ft
3:15.0,Turnover by N. Batum (bad pass),,89-101,,
2:58.0,,,89-101,,Turnover by T. Young (traveling)
2:48.0,Turnover by M. Williams (lost ball; steal by T. Young),,89-101,,
2:45.0,,,89-103,2,L. Stephenson makes 2-pt shot from 1 ft
2:40.0,Charlotte full timeout,,89-103,,
2:40.0,F. Kaminsky enters the game for M. Williams,,89-103,,
2:26.0,J. Lamb makes 2-pt shot from 17 ft (assist by N. Batum),2,91-103,,
1:57.0,,,91-103,,C. Joseph misses 2-pt shot from 18 ft
1:55.0,Defensive rebound by K. Walker,,91-103,,
1:51.0,K. Walker makes 3-pt shot from 27 ft,3,94-103,,
1:32.0,,,94-105,2,L. Stephenson makes 2-pt shot from 1 ft (assist by T. Young)
1:25.0,K. Walker misses 2-pt shot from 1 ft,,94-105,,
1:23.0,,,94-105,,Defensive rebound by M. Turner
1:07.0,,,94-105,,L. Stephenson misses 3-pt shot from 29 ft
1:06.0,Defensive rebound by Team,,94-105,,
0:53.0,F. Kaminsky misses 3-pt shot from 27 ft,,94-105,,
0:52.0,,,94-105,,Defensive rebound by Team
0:32.0,,,94-105,,V. Oladipo misses 3-pt shot from 27 ft
0:28.0,Defensive rebound by K. Walker,,94-105,,
0:25.0,K. Walker makes 2-pt shot at rim,2,96-105,,
0:01.0,,,96-105,,Turnover by Team (shot clock)
0:00.0,D. Howard misses 3-pt shot from 53 ft,,96-105,,
0:00.0,Offensive rebound by Team,,96-105,,
