time,New Orleans,pts.away,score,pts.home,Milwaukee
5:40.0,,,11-18,,S. Brown enters the game for K. Middleton
5:40.0,,,11-18,,J. Parker enters the game for G. Antetokounmpo
5:40.0,N. Mirotic enters the game for E. Okafor,,11-18,,
5:40.0,D. Miller enters the game for R. Rondo,,11-18,,
5:30.0,A. Davis misses 2-pt shot from 1 ft (block by J. Henson),,11-18,,
5:30.0,Offensive rebound by A. Davis,,11-18,,
5:27.0,A. Davis misses 2-pt shot from 1 ft,,11-18,,
5:27.0,,,11-18,,Defensive rebound by J. Henson
5:21.0,,,11-18,,E. Bledsoe misses 3-pt shot from 25 ft
5:19.0,Defensive rebound by J. Holiday,,11-18,,
5:12.0,J. Holiday makes 2-pt shot at rim,2,13-18,,
5:00.0,,,13-18,,Turnover by T. Snell (bad pass)
4:50.0,N. Mirotic misses 3-pt shot from 25 ft,,13-18,,
4:47.0,Offensive rebound by J. Holiday,,13-18,,
4:44.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,15-18,,
4:24.0,,,15-18,,Turnover by T. Snell (bad pass; steal by E. Moore)
4:24.0,,,15-18,,Personal foul by J. Henson (drawn by J. Holiday)
4:16.0,J. Holiday misses 2-pt shot from 12 ft,,15-18,,
4:14.0,,,15-18,,Defensive rebound by E. Bledsoe
4:11.0,,,15-20,2,E. Bledsoe makes 2-pt shot from 1 ft
3:59.0,A. Davis makes 2-pt shot from 14 ft,2,17-20,,
3:46.0,,,17-20,,E. Bledsoe misses 2-pt shot from 3 ft
3:41.0,,,17-20,,Offensive rebound by E. Bledsoe
3:41.0,,,17-20,,E. Bledsoe misses 2-pt shot at rim
3:39.0,Defensive rebound by N. Mirotic,,17-20,,
3:38.0,A. Davis misses 3-pt shot from 25 ft,,17-20,,
3:35.0,,,17-20,,Defensive rebound by J. Henson
3:25.0,,,17-20,,T. Snell misses 2-pt shot from 3 ft
3:21.0,,,17-20,,Offensive rebound by J. Henson
3:21.0,,,17-22,2,J. Henson makes 2-pt shot at rim
3:01.0,E. Moore misses 3-pt shot from 26 ft,,17-22,,
3:01.0,,,17-22,,Defensive rebound by Team
3:01.0,,,17-22,,T. Maker enters the game for J. Henson
3:01.0,I. Clark enters the game for E. Moore,,17-22,,
2:48.0,,,17-22,,J. Parker misses 2-pt shot from 12 ft
2:46.0,Defensive rebound by A. Davis,,17-22,,
2:39.0,J. Holiday misses 2-pt shot at rim,,17-22,,
2:36.0,,,17-22,,Defensive rebound by S. Brown
2:23.0,,,17-22,,Turnover by T. Snell (lost ball; steal by A. Davis)
2:18.0,Turnover by A. Davis (bad pass; steal by E. Bledsoe),,17-22,,
2:12.0,,,17-22,,T. Snell misses 2-pt shot from 2 ft (block by J. Holiday)
2:08.0,,,17-22,,Offensive rebound by T. Maker
2:08.0,,,17-24,2,T. Maker makes 2-pt shot at rim
2:06.0,N. Mirotic misses 3-pt shot from 26 ft,,17-24,,
2:06.0,,,17-24,,Defensive rebound by J. Parker
1:57.0,,,17-26,2,J. Parker makes 2-pt shot at rim
1:52.0,New Orleans full timeout,,17-26,,
1:52.0,,,17-26,,J. Terry enters the game for T. Snell
1:52.0,C. Diallo enters the game for J. Holiday,,17-26,,
1:52.0,R. Rondo enters the game for A. Davis,,17-26,,
1:25.0,N. Mirotic makes 2-pt shot from 2 ft,2,19-26,,
1:08.0,,,19-28,2,J. Parker makes 2-pt shot from 1 ft (assist by T. Maker)
1:02.0,Turnover by C. Diallo (bad pass; steal by S. Brown),,19-28,,
0:59.0,,,19-30,2,S. Brown makes 2-pt shot from 13 ft
0:50.0,Turnover by R. Rondo (bad pass; steal by J. Parker),,19-30,,
0:45.0,,,19-32,2,S. Brown makes 2-pt shot at rim (assist by J. Parker)
0:36.0,Shooting foul by J. Parker (drawn by N. Mirotic),,19-32,,
0:36.0,N. Mirotic makes free throw 1 of 2,1,20-32,,
0:36.0,,,20-32,,G. Antetokounmpo enters the game for E. Bledsoe
0:36.0,N. Mirotic makes free throw 2 of 2,1,21-32,,
0:26.0,,,21-32,,T. Maker misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by R. Rondo,,21-32,,
0:06.0,Turnover by R. Rondo (bad pass; steal by G. Antetokounmpo),,21-32,,
0:01.0,,,21-32,,J. Terry misses 3-pt shot from 22 ft
0:01.0,,,21-32,,Offensive rebound by J. Parker
0:00.0,,,21-32,,J. Parker misses 2-pt shot from 13 ft
0:00.0,,,21-32,,Offensive rebound by T. Maker
0:00.0,,,21-32,,T. Maker misses 2-pt shot from 1 ft
0:00.0,,,21-32,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,21-32,,Violation by T. Maker (kicked ball)
11:38.0,D. Miller makes 3-pt shot from 27 ft,3,24-32,,
11:25.0,Personal foul by N. Mirotic (drawn by G. Antetokounmpo),,24-32,,
11:20.0,,,24-34,2,G. Antetokounmpo makes 2-pt shot at rim (assist by T. Maker)
11:08.0,C. Diallo misses 2-pt shot from 1 ft (block by S. Brown),,24-34,,
11:04.0,Offensive rebound by R. Rondo,,24-34,,
11:01.0,I. Clark makes 2-pt shot from 2 ft (assist by R. Rondo),2,26-34,,
11:01.0,Shooting foul by J. Terry (drawn by I. Clark),,26-34,,
11:01.0,I. Clark makes free throw 1 of 1,1,27-34,,
10:40.0,,,27-37,3,J. Parker makes 3-pt shot from 27 ft (assist by G. Antetokounmpo)
10:23.0,Turnover by N. Mirotic (bad pass; steal by S. Brown),,27-37,,
10:22.0,Personal foul by R. Rondo (drawn by S. Brown),,27-37,,
10:18.0,,,27-37,,J. Parker misses 3-pt shot from 27 ft
10:15.0,Defensive rebound by R. Rondo,,27-37,,
10:12.0,,,27-37,,Personal foul by S. Brown (drawn by R. Rondo)
10:01.0,N. Mirotic misses 2-pt shot from 13 ft,,27-37,,
9:58.0,,,27-37,,Defensive rebound by S. Brown
9:51.0,,,27-37,,Shooting foul by C. Diallo (drawn by T. Maker)
9:51.0,,,27-38,1,T. Maker makes free throw 1 of 2
9:51.0,,,27-39,1,T. Maker makes free throw 2 of 2
9:41.0,C. Diallo makes 2-pt shot at rim (assist by N. Mirotic),2,29-39,,
9:14.0,,,29-41,2,G. Antetokounmpo makes 2-pt shot at rim
8:58.0,R. Rondo misses 2-pt shot from 3 ft,,29-41,,
8:56.0,,,29-41,,Defensive rebound by S. Brown
8:49.0,,,29-41,,J. Parker misses 2-pt shot from 1 ft
8:49.0,Defensive rebound by D. Miller,,29-41,,
8:43.0,I. Clark misses 3-pt shot from 23 ft,,29-41,,
8:43.0,,,29-41,,Defensive rebound by J. Terry
8:42.0,Personal foul by R. Rondo (drawn by J. Terry),,29-41,,
8:42.0,A. Davis enters the game for C. Diallo,,29-41,,
8:29.0,,,29-41,,G. Antetokounmpo misses 2-pt shot from 19 ft
8:26.0,Defensive rebound by A. Davis,,29-41,,
8:22.0,Offensive foul by N. Mirotic (drawn by S. Brown),,29-41,,
8:22.0,Turnover by N. Mirotic (offensive foul),,29-41,,
8:22.0,J. Holiday enters the game for R. Rondo,,29-41,,
8:06.0,,,29-41,,J. Terry misses 2-pt shot from 16 ft
8:03.0,Defensive rebound by N. Mirotic,,29-41,,
7:55.0,Shooting foul by T. Maker (drawn by A. Davis),,29-41,,
7:55.0,A. Davis misses free throw 1 of 2,,29-41,,
7:55.0,Offensive rebound by Team,,29-41,,
7:55.0,,,29-41,,K. Middleton enters the game for S. Brown
7:55.0,A. Davis makes free throw 2 of 2,1,30-41,,
7:46.0,,,30-41,,J. Parker misses 2-pt shot from 17 ft
7:43.0,Defensive rebound by N. Mirotic,,30-41,,
7:38.0,D. Miller makes 3-pt shot from 26 ft (assist by J. Holiday),3,33-41,,
7:13.0,,,33-43,2,J. Parker makes 2-pt shot from 1 ft
6:53.0,,,33-43,,Milwaukee full timeout
6:53.0,,,33-43,,T. Zeller enters the game for T. Maker
6:47.0,A. Davis misses 2-pt shot from 6 ft,,33-43,,
6:44.0,,,33-43,,Defensive rebound by G. Antetokounmpo
6:23.0,,,33-46,3,K. Middleton makes 3-pt shot from 26 ft
6:19.0,Turnover by J. Holiday (bad pass),,33-46,,
6:19.0,E. Okafor enters the game for N. Mirotic,,33-46,,
6:12.0,,,33-46,,K. Middleton misses 2-pt shot from 20 ft
6:11.0,Defensive rebound by Team,,33-46,,
6:11.0,,,33-46,,T. Snell enters the game for J. Parker
5:59.0,D. Miller misses 3-pt shot from 27 ft,,33-46,,
5:57.0,Offensive rebound by Team,,33-46,,
5:57.0,,,33-46,,Loose ball foul by T. Snell (drawn by A. Davis)
5:57.0,E. Moore enters the game for I. Clark,,33-46,,
5:47.0,J. Holiday misses 2-pt shot from 1 ft,,33-46,,
5:43.0,Offensive rebound by A. Davis,,33-46,,
5:43.0,A. Davis makes 2-pt shot at rim,2,35-46,,
5:34.0,,,35-48,2,T. Zeller makes 2-pt shot from 1 ft
5:22.0,J. Holiday misses 2-pt shot from 9 ft,,35-48,,
5:20.0,,,35-48,,Defensive rebound by T. Zeller
5:17.0,,,35-48,,Shooting foul by A. Davis (drawn by G. Antetokounmpo)
5:17.0,,,35-49,1,G. Antetokounmpo makes free throw 1 of 2
5:17.0,,,35-49,,G. Antetokounmpo misses free throw 2 of 2
5:12.0,Defensive rebound by E. Okafor,,35-49,,
4:52.0,Turnover by Team (shot clock),,35-49,,
4:43.0,,,35-51,2,K. Middleton makes 2-pt shot from 19 ft (assist by G. Antetokounmpo)
4:32.0,J. Holiday makes 2-pt shot from 6 ft,2,37-51,,
4:16.0,,,37-53,2,G. Antetokounmpo makes 2-pt shot from 1 ft
4:07.0,J. Holiday makes 2-pt shot from 6 ft,2,39-53,,
3:51.0,,,39-53,,K. Middleton misses 3-pt shot from 26 ft
3:48.0,Defensive rebound by A. Davis,,39-53,,
3:44.0,Turnover by A. Davis (bad pass; steal by T. Snell),,39-53,,
3:38.0,,,39-53,,J. Terry misses 3-pt shot from 26 ft
3:34.0,,,39-53,,Offensive rebound by T. Zeller
3:31.0,,,39-55,2,T. Snell makes 2-pt shot from 19 ft (assist by J. Terry)
3:13.0,A. Davis makes 2-pt shot from 2 ft (assist by J. Holiday),2,41-55,,
3:05.0,Personal foul by A. Davis (drawn by K. Middleton),,41-55,,
3:05.0,,,41-56,1,K. Middleton makes free throw 1 of 2
3:05.0,,,41-56,,J. Parker enters the game for J. Terry
3:05.0,,,41-56,,E. Bledsoe enters the game for G. Antetokounmpo
3:05.0,N. Mirotic enters the game for D. Miller,,41-56,,
3:05.0,R. Rondo enters the game for E. Okafor,,41-56,,
3:05.0,,,41-57,1,K. Middleton makes free throw 2 of 2
2:59.0,A. Davis makes 2-pt shot from 14 ft,2,43-57,,
2:45.0,,,43-57,,Turnover by K. Middleton (bad pass; steal by N. Mirotic)
2:35.0,N. Mirotic misses 3-pt shot from 23 ft,,43-57,,
2:32.0,,,43-57,,Defensive rebound by E. Bledsoe
2:16.0,,,43-57,,J. Parker misses 2-pt shot from 2 ft (block by N. Mirotic)
2:12.0,,,43-57,,Offensive rebound by J. Parker
2:08.0,,,43-59,2,T. Snell makes 2-pt shot from 19 ft (assist by J. Parker)
2:01.0,Turnover by R. Rondo (bad pass; steal by T. Snell),,43-59,,
1:52.0,,,43-59,,E. Bledsoe misses 3-pt shot from 28 ft
1:52.0,Defensive rebound by Team,,43-59,,
1:51.0,New Orleans full timeout,,43-59,,
1:31.0,E. Moore misses 2-pt shot from 3 ft,,43-59,,
1:25.0,Offensive rebound by A. Davis,,43-59,,
1:25.0,A. Davis makes 2-pt shot at rim,2,45-59,,
1:17.0,,,45-59,,Shooting foul by J. Holiday (drawn by K. Middleton)
1:17.0,,,45-60,1,K. Middleton makes free throw 1 of 2
1:17.0,,,45-61,1,K. Middleton makes free throw 2 of 2
1:09.0,J. Holiday makes 2-pt shot from 1 ft (assist by R. Rondo),2,47-61,,
0:51.0,,,47-61,,Turnover by E. Bledsoe (bad pass; steal by E. Moore)
0:44.0,J. Holiday misses 3-pt shot from 26 ft,,47-61,,
0:43.0,Offensive rebound by Team,,47-61,,
0:43.0,,,47-61,,Loose ball foul by T. Zeller (drawn by A. Davis)
0:43.0,A. Davis makes free throw 1 of 2,1,48-61,,
0:43.0,A. Davis makes free throw 2 of 2,1,49-61,,
0:31.0,,,49-63,2,J. Parker makes 2-pt shot from 2 ft (assist by T. Zeller)
0:25.0,Turnover by J. Holiday (bad pass; steal by K. Middleton),,49-63,,
0:00.0,,,49-66,3,T. Snell makes 3-pt shot from 26 ft (assist by K. Middleton)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,Shooting foul by G. Antetokounmpo (drawn by E. Moore),,49-66,,
11:43.0,E. Moore misses free throw 1 of 2,,49-66,,
11:43.0,Offensive rebound by Team,,49-66,,
11:43.0,E. Moore makes free throw 2 of 2,1,50-66,,
11:31.0,,,50-68,2,G. Antetokounmpo makes 2-pt shot from 7 ft (assist by E. Bledsoe)
11:18.0,A. Davis makes 2-pt shot from 3 ft (assist by R. Rondo),2,52-68,,
11:01.0,,,52-68,,E. Bledsoe misses 2-pt shot from 20 ft
10:57.0,Defensive rebound by J. Holiday,,52-68,,
10:49.0,E. Okafor makes 2-pt shot from 1 ft (assist by R. Rondo),2,54-68,,
10:36.0,,,54-68,,G. Antetokounmpo misses 3-pt shot from 25 ft
10:32.0,Defensive rebound by J. Holiday,,54-68,,
10:30.0,R. Rondo makes 2-pt shot from 16 ft,2,56-68,,
10:12.0,Personal foul by J. Holiday (drawn by J. Henson),,56-68,,
10:04.0,,,56-68,,K. Middleton misses 2-pt shot from 18 ft
10:01.0,Defensive rebound by J. Holiday,,56-68,,
9:56.0,A. Davis misses 3-pt shot from 29 ft,,56-68,,
9:51.0,,,56-68,,Defensive rebound by T. Snell
9:48.0,,,56-68,,G. Antetokounmpo misses 2-pt shot at rim
9:48.0,Defensive rebound by E. Moore,,56-68,,
9:48.0,,,56-68,,Personal foul by G. Antetokounmpo (drawn by E. Moore)
9:31.0,A. Davis misses 2-pt shot from 15 ft,,56-68,,
9:31.0,,,56-68,,Defensive rebound by Team
9:31.0,Loose ball foul by E. Okafor (drawn by T. Snell),,56-68,,
9:21.0,,,56-68,,T. Snell misses 2-pt shot from 9 ft (block by A. Davis)
9:17.0,Defensive rebound by E. Okafor,,56-68,,
9:06.0,J. Holiday makes 2-pt shot from 7 ft,2,58-68,,
8:52.0,,,58-68,,Shooting foul by E. Okafor (drawn by G. Antetokounmpo)
8:52.0,,,58-68,,G. Antetokounmpo misses free throw 1 of 2
8:52.0,,,58-68,,Offensive rebound by Team
8:52.0,,,58-69,1,G. Antetokounmpo makes free throw 2 of 2
8:39.0,J. Holiday misses 2-pt shot from 13 ft,,58-69,,
8:36.0,,,58-69,,Defensive rebound by T. Snell
8:32.0,,,58-69,,Turnover by K. Middleton (lost ball; steal by R. Rondo)
8:23.0,J. Holiday makes 2-pt shot from 1 ft,2,60-69,,
8:23.0,,,60-69,,Milwaukee full timeout
8:05.0,,,60-69,,E. Bledsoe misses 2-pt shot from 18 ft
8:03.0,Defensive rebound by J. Holiday,,60-69,,
7:55.0,J. Holiday makes 2-pt shot at rim,2,62-69,,
7:38.0,,,62-71,2,J. Henson makes 2-pt shot from 6 ft (assist by E. Bledsoe)
7:29.0,R. Rondo makes 3-pt shot from 27 ft,3,65-71,,
7:14.0,,,65-71,,G. Antetokounmpo misses 2-pt shot from 19 ft
7:12.0,Defensive rebound by J. Holiday,,65-71,,
7:09.0,J. Holiday makes 3-pt shot from 26 ft,3,68-71,,
6:47.0,,,68-73,2,J. Henson makes 2-pt shot from 4 ft (assist by E. Bledsoe)
6:38.0,J. Holiday misses 3-pt shot from 26 ft,,68-73,,
6:35.0,,,68-73,,Defensive rebound by E. Bledsoe
6:31.0,,,68-73,,E. Bledsoe misses 2-pt shot from 1 ft
6:29.0,Defensive rebound by J. Holiday,,68-73,,
6:21.0,E. Okafor misses 2-pt shot from 3 ft,,68-73,,
6:18.0,,,68-73,,Defensive rebound by J. Henson
6:10.0,,,68-73,,Turnover by T. Snell (traveling)
5:52.0,Shooting foul by G. Antetokounmpo (drawn by J. Holiday),,68-73,,
5:52.0,J. Holiday makes free throw 1 of 2,1,69-73,,
5:52.0,N. Mirotic enters the game for E. Okafor,,69-73,,
5:52.0,J. Holiday makes free throw 2 of 2,1,70-73,,
5:36.0,,,70-73,,Turnover by K. Middleton (bad pass; steal by A. Davis)
5:31.0,N. Mirotic makes 2-pt shot from 3 ft,2,72-73,,
5:31.0,Shooting foul by E. Bledsoe (drawn by N. Mirotic),,72-73,,
5:31.0,,,72-73,,S. Brown enters the game for T. Snell
5:31.0,D. Miller enters the game for R. Rondo,,72-73,,
5:31.0,N. Mirotic makes free throw 1 of 1,1,73-73,,
5:20.0,,,73-75,2,K. Middleton makes 2-pt shot from 19 ft
5:11.0,Turnover by A. Davis (bad pass; steal by G. Antetokounmpo),,73-75,,
5:05.0,Personal foul by E. Moore (drawn by J. Henson),,73-75,,
5:05.0,,,73-75,,J. Parker enters the game for G. Antetokounmpo
4:59.0,,,73-75,,K. Middleton misses 3-pt shot from 27 ft
4:56.0,Defensive rebound by N. Mirotic,,73-75,,
4:39.0,E. Moore makes 2-pt shot from 3 ft (assist by D. Miller),2,75-75,,
4:29.0,,,75-77,2,K. Middleton makes 2-pt shot from 8 ft
4:17.0,J. Holiday misses 3-pt shot from 27 ft,,75-77,,
4:14.0,,,75-77,,Defensive rebound by E. Bledsoe
3:59.0,,,75-77,,J. Henson misses 2-pt shot from 1 ft (block by N. Mirotic)
3:56.0,Defensive rebound by A. Davis,,75-77,,
3:52.0,E. Moore makes 3-pt shot from 23 ft (assist by J. Holiday),3,78-77,,
3:51.0,,,78-77,,Milwaukee full timeout
3:51.0,,,78-77,,J. Terry enters the game for K. Middleton
3:51.0,,,78-77,,T. Maker enters the game for J. Henson
3:51.0,C. Diallo enters the game for A. Davis,,78-77,,
3:40.0,,,78-79,2,E. Bledsoe makes 2-pt shot from 1 ft
3:24.0,J. Holiday misses 2-pt shot from 4 ft,,78-79,,
3:22.0,,,78-79,,Defensive rebound by T. Maker
3:18.0,,,78-79,,Turnover by S. Brown (traveling)
3:03.0,E. Moore misses 2-pt shot from 1 ft (block by S. Brown),,78-79,,
3:03.0,,,78-79,,Defensive rebound by E. Bledsoe
3:03.0,,,78-79,,Milwaukee full timeout
3:03.0,,,78-79,,K. Middleton enters the game for J. Terry
2:48.0,,,78-81,2,T. Maker makes 2-pt shot from 6 ft (assist by E. Bledsoe)
2:40.0,Shooting foul by S. Brown (drawn by C. Diallo),,78-81,,
2:40.0,C. Diallo misses free throw 1 of 2,,78-81,,
2:40.0,Offensive rebound by Team,,78-81,,
2:40.0,C. Diallo makes free throw 2 of 2,1,79-81,,
2:32.0,,,79-81,,Turnover by E. Bledsoe (traveling)
2:17.0,J. Holiday makes 2-pt shot from 20 ft,2,81-81,,
1:57.0,,,81-81,,K. Middleton misses 2-pt shot from 17 ft
1:57.0,Defensive rebound by E. Moore,,81-81,,
1:37.0,J. Holiday misses 2-pt shot from 16 ft,,81-81,,
1:34.0,,,81-81,,Defensive rebound by J. Parker
1:25.0,,,81-83,2,J. Parker makes 2-pt shot at rim
1:03.0,J. Holiday makes 2-pt shot at rim,2,83-83,,
0:50.0,,,83-83,,Shooting foul by J. Holiday (drawn by K. Middleton)
0:50.0,,,83-84,1,K. Middleton makes free throw 1 of 2
0:50.0,,,83-84,,J. Terry enters the game for E. Bledsoe
0:50.0,R. Rondo enters the game for J. Holiday,,83-84,,
0:50.0,,,83-85,1,K. Middleton makes free throw 2 of 2
0:41.0,N. Mirotic makes 2-pt shot from 16 ft (assist by R. Rondo),2,85-85,,
0:30.0,,,85-85,,J. Parker misses 2-pt shot from 2 ft (block by N. Mirotic)
0:27.0,Defensive rebound by D. Miller,,85-85,,
0:25.0,C. Diallo makes 2-pt shot from 1 ft (assist by R. Rondo),2,87-85,,
0:03.0,,,87-85,,S. Brown misses 3-pt shot from 27 ft
0:03.0,Defensive rebound by E. Moore,,87-85,,
0:00.0,E. Moore misses 3-pt shot from 34 ft,,87-85,,
0:00.0,Offensive rebound by Team,,87-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,87-85,,Shooting foul by D. Miller (drawn by G. Antetokounmpo)
11:50.0,,,87-86,1,G. Antetokounmpo makes free throw 1 of 2
11:50.0,,,87-87,1,G. Antetokounmpo makes free throw 2 of 2
11:32.0,R. Rondo misses 2-pt shot from 2 ft,,87-87,,
11:28.0,Offensive rebound by N. Mirotic,,87-87,,
11:28.0,N. Mirotic misses 2-pt shot at rim,,87-87,,
11:25.0,Offensive rebound by R. Rondo,,87-87,,
11:19.0,I. Clark makes 3-pt shot from 26 ft (assist by R. Rondo),3,90-87,,
11:05.0,,,90-87,,J. Terry misses 2-pt shot from 10 ft
11:03.0,,,90-87,,Offensive rebound by G. Antetokounmpo
10:59.0,,,90-90,3,J. Parker makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
10:45.0,A. Davis misses 2-pt shot from 18 ft,,90-90,,
10:42.0,,,90-90,,Defensive rebound by J. Parker
10:33.0,,,90-93,3,S. Brown makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
10:18.0,R. Rondo makes 2-pt shot from 1 ft,2,92-93,,
9:57.0,,,92-93,,J. Terry misses 3-pt shot from 26 ft
9:55.0,Defensive rebound by R. Rondo,,92-93,,
9:44.0,A. Davis misses 2-pt shot from 1 ft,,92-93,,
9:40.0,Offensive rebound by A. Davis,,92-93,,
9:35.0,A. Davis makes 2-pt shot from 1 ft (assist by I. Clark),2,94-93,,
9:24.0,,,94-93,,T. Maker misses 3-pt shot from 27 ft
9:24.0,Defensive rebound by N. Mirotic,,94-93,,
9:12.0,Turnover by R. Rondo (bad pass),,94-93,,
9:12.0,,,94-93,,T. Zeller enters the game for T. Maker
8:55.0,,,94-95,2,S. Brown makes 2-pt shot from 2 ft
8:42.0,N. Mirotic misses 3-pt shot from 29 ft,,94-95,,
8:40.0,,,94-95,,Defensive rebound by J. Parker
8:38.0,,,94-95,,Shooting foul by N. Mirotic (drawn by J. Parker)
8:38.0,,,94-96,1,J. Parker makes free throw 1 of 2
8:38.0,,,94-97,1,J. Parker makes free throw 2 of 2
8:22.0,R. Rondo misses 2-pt shot from 1 ft,,94-97,,
8:19.0,Offensive rebound by A. Davis,,94-97,,
8:19.0,A. Davis makes 2-pt shot at rim,2,96-97,,
7:56.0,,,96-97,,G. Antetokounmpo misses 2-pt shot from 18 ft
7:56.0,,,96-97,,Offensive rebound by T. Zeller
7:56.0,,,96-97,,Offensive charge foul by T. Zeller (drawn by N. Mirotic)
7:56.0,,,96-97,,Turnover by T. Zeller (offensive foul)
7:44.0,N. Mirotic makes 3-pt shot from 26 ft (assist by R. Rondo),3,99-97,,
7:31.0,Personal foul by R. Rondo (drawn by G. Antetokounmpo),,99-97,,
7:31.0,,,99-97,,K. Middleton enters the game for J. Parker
7:21.0,,,99-97,,J. Terry misses 3-pt shot from 23 ft
7:21.0,Defensive rebound by Team,,99-97,,
7:12.0,I. Clark misses 2-pt shot from 19 ft,,99-97,,
7:12.0,,,99-97,,Defensive rebound by K. Middleton
7:05.0,,,99-97,,G. Antetokounmpo misses 2-pt shot from 1 ft
7:02.0,Defensive rebound by I. Clark,,99-97,,
6:59.0,N. Mirotic misses 3-pt shot from 26 ft,,99-97,,
6:57.0,,,99-97,,Defensive rebound by S. Brown
6:51.0,Personal foul by A. Davis (drawn by G. Antetokounmpo),,99-97,,
6:51.0,,,99-97,,Milwaukee full timeout
