time,Boston,pts.away,score,pts.home,Cleveland
5:03.0,,,89-100,,Defensive rebound by T. Thompson
4:55.0,,,89-100,,K. Love misses 2-pt shot from 5 ft
4:53.0,Defensive rebound by J. Brown,,89-100,,
4:53.0,,,89-100,,Personal foul by K. Korver (drawn by J. Brown)
4:53.0,J. Brown makes free throw 1 of 2,1,90-100,,
4:53.0,,,90-100,,G. Hill enters the game for K. Korver
4:53.0,M. Smart enters the game for T. Rozier,,90-100,,
4:53.0,J. Brown makes free throw 2 of 2,1,91-100,,
4:37.0,,,91-100,,T. Thompson misses 2-pt shot from 2 ft
4:35.0,Defensive rebound by A. Horford,,91-100,,
4:29.0,M. Smart makes 2-pt shot at rim,2,93-100,,
4:09.0,,,93-102,2,T. Thompson makes 2-pt shot from 1 ft (assist by K. Love)
3:49.0,J. Tatum misses 2-pt shot from 15 ft,,93-102,,
3:48.0,,,93-102,,Defensive rebound by K. Love
3:42.0,,,93-102,,Turnover by L. James (bad pass; steal by M. Morris)
3:41.0,Turnover by M. Morris (bad pass; steal by L. James),,93-102,,
3:39.0,,,93-104,2,L. James makes 2-pt shot from 2 ft
3:31.0,Boston full timeout,,93-104,,
3:31.0,T. Rozier enters the game for J. Tatum,,93-104,,
3:16.0,M. Morris misses 2-pt shot from 2 ft,,93-104,,
3:14.0,,,93-104,,Defensive rebound by L. James
3:12.0,,,93-104,,Turnover by L. James (bad pass)
3:11.0,,,93-104,,Loose ball foul by L. James (drawn by M. Smart)
2:58.0,T. Rozier misses 3-pt shot from 26 ft,,93-104,,
2:58.0,,,93-104,,Defensive rebound by Team
2:58.0,Loose ball foul by M. Smart (drawn by L. James),,93-104,,
2:36.0,,,93-106,2,G. Hill makes 2-pt shot from 11 ft
2:27.0,J. Brown makes 2-pt shot from 11 ft,2,95-106,,
2:17.0,Personal foul by M. Smart (drawn by T. Thompson),,95-106,,
2:17.0,,,95-106,,K. Korver enters the game for T. Thompson
2:01.0,,,95-106,,L. James misses 2-pt shot from 16 ft
2:01.0,,,95-106,,Offensive rebound by Team
2:01.0,,,95-106,,T. Thompson enters the game for K. Korver
1:43.0,,,95-109,3,L. James makes 3-pt shot from 26 ft
1:34.0,M. Smart makes 3-pt shot from 26 ft (assist by T. Rozier),3,98-109,,
1:29.0,,,98-109,,Cleveland full timeout
1:29.0,J. Tatum enters the game for M. Morris,,98-109,,
1:29.0,,,98-109,,Cleveland full timeout
1:29.0,,,98-109,,K. Korver enters the game for T. Thompson
1:10.0,,,98-109,,L. James misses 3-pt shot from 26 ft
1:08.0,Defensive rebound by J. Brown,,98-109,,
1:02.0,J. Brown misses 2-pt shot from 1 ft,,98-109,,
0:59.0,,,98-109,,Defensive rebound by K. Love
0:56.0,Personal foul by J. Brown (drawn by G. Hill),,98-109,,
0:56.0,,,98-109,,T. Thompson enters the game for K. Korver
0:42.0,,,98-111,2,L. James makes 2-pt shot from 16 ft
0:36.0,J. Brown makes 2-pt shot from 1 ft,2,100-111,,
0:12.0,,,100-111,,Turnover by Team (shot clock)
0:12.0,,,100-111,,C. Osman enters the game for L. James
0:07.0,J. Brown makes 2-pt shot from 2 ft,2,102-111,,
