time,Charlotte,pts.away,score,pts.home,Boston
10:02.0,W. Hernangomez misses 2-pt shot from 2 ft,,33-42,,
10:02.0,,,33-42,,Defensive rebound by Team
9:45.0,,,33-44,2,G. Monroe makes 2-pt shot from 4 ft
9:22.0,F. Kaminsky misses 2-pt shot from 12 ft,,33-44,,
9:19.0,,,33-44,,Defensive rebound by G. Monroe
9:06.0,Personal foul by W. Hernangomez (drawn by G. Monroe),,33-44,,
9:03.0,,,33-44,,M. Morris misses 3-pt shot from 25 ft
9:00.0,Defensive rebound by W. Hernangomez,,33-44,,
8:52.0,M. Monk misses 2-pt shot from 6 ft,,33-44,,
8:48.0,,,33-44,,Defensive rebound by M. Smart
8:44.0,,,33-47,3,M. Morris makes 3-pt shot from 25 ft (assist by M. Smart)
8:43.0,Charlotte full timeout,,33-47,,
8:43.0,M. Williams enters the game for W. Hernangomez,,33-47,,
8:24.0,F. Kaminsky makes 2-pt shot from 6 ft,2,35-47,,
8:03.0,,,35-47,,T. Rozier misses 2-pt shot from 6 ft
7:58.0,Defensive rebound by J. Lamb,,35-47,,
7:45.0,J. Lamb misses 2-pt shot from 3 ft,,35-47,,
7:44.0,Offensive rebound by M. Carter-Williams,,35-47,,
7:44.0,M. Carter-Williams makes 2-pt shot at rim,2,37-47,,
7:23.0,,,37-47,,G. Monroe misses 2-pt shot from 5 ft
7:19.0,Defensive rebound by M. Williams,,37-47,,
7:12.0,J. Lamb misses 2-pt shot from 8 ft,,37-47,,
7:11.0,Offensive rebound by M. Williams,,37-47,,
7:10.0,Offensive foul by M. Williams (drawn by M. Smart),,37-47,,
7:10.0,Turnover by M. Williams (offensive foul),,37-47,,
7:10.0,,,37-47,,J. Tatum enters the game for G. Monroe
6:50.0,,,37-49,2,T. Rozier makes 2-pt shot from 17 ft
6:33.0,M. Monk misses 2-pt shot from 17 ft,,37-49,,
6:32.0,,,37-49,,Defensive rebound by M. Morris
6:26.0,,,37-49,,T. Rozier misses 3-pt shot from 25 ft
6:25.0,Defensive rebound by M. Williams,,37-49,,
6:12.0,K. Walker enters the game for M. Carter-Williams,,37-49,,
6:06.0,F. Kaminsky misses 3-pt shot from 28 ft,,37-49,,
6:02.0,Offensive rebound by M. Williams,,37-49,,
6:01.0,K. Walker makes 3-pt shot from 26 ft (assist by M. Williams),3,40-49,,
5:34.0,,,40-51,2,M. Morris makes 2-pt shot from 14 ft
5:17.0,F. Kaminsky makes 2-pt shot from 3 ft (assist by K. Walker),2,42-51,,
5:04.0,,,42-51,,Turnover by M. Smart (bad pass)
5:04.0,,,42-51,,K. Irving enters the game for M. Smart
5:04.0,N. Batum enters the game for M. Monk,,42-51,,
5:04.0,D. Howard enters the game for M. Williams,,42-51,,
4:57.0,K. Walker makes 2-pt shot from 16 ft,2,44-51,,
4:34.0,,,44-51,,K. Irving misses 2-pt shot from 7 ft
4:32.0,Defensive rebound by F. Kaminsky,,44-51,,
4:29.0,K. Walker makes 3-pt shot from 27 ft (assist by F. Kaminsky),3,47-51,,
4:27.0,,,47-51,,Boston full timeout
4:27.0,,,47-51,,J. Brown enters the game for T. Rozier
4:27.0,,,47-51,,A. Horford enters the game for M. Morris
4:27.0,,,47-51,,A. Baynes enters the game for S. Ojeleye
4:18.0,,,47-53,2,K. Irving makes 2-pt shot from 4 ft (assist by A. Horford)
3:58.0,Shooting foul by J. Tatum (drawn by F. Kaminsky),,47-53,,
3:58.0,F. Kaminsky makes free throw 1 of 2,1,48-53,,
3:58.0,F. Kaminsky makes free throw 2 of 2,1,49-53,,
3:42.0,,,49-55,2,J. Tatum makes 2-pt shot from 2 ft (assist by J. Brown)
3:30.0,D. Howard makes 2-pt shot from 2 ft (assist by K. Walker),2,51-55,,
3:13.0,,,51-57,2,A. Baynes makes 2-pt shot from 17 ft (assist by J. Brown)
2:48.0,D. Howard makes 2-pt shot from 1 ft,2,53-57,,
2:30.0,,,53-59,2,K. Irving makes 2-pt shot from 15 ft (assist by A. Baynes)
2:13.0,F. Kaminsky makes 2-pt shot from 10 ft (assist by K. Walker),2,55-59,,
2:04.0,,,55-61,2,K. Irving makes 2-pt shot from 5 ft
1:38.0,D. Howard makes 2-pt shot from 1 ft (assist by N. Batum),2,57-61,,
1:19.0,,,57-63,2,A. Baynes makes 2-pt shot from 16 ft (assist by A. Horford)
1:04.0,F. Kaminsky misses 3-pt shot from 23 ft,,57-63,,
1:01.0,,,57-63,,Defensive rebound by J. Brown
0:48.0,Personal foul by J. Lamb (drawn by J. Tatum),,57-63,,
0:48.0,M. Williams enters the game for J. Lamb,,57-63,,
0:48.0,T. Graham enters the game for F. Kaminsky,,57-63,,
0:46.0,,,57-65,2,K. Irving makes 2-pt shot from 15 ft (assist by J. Brown)
0:35.0,K. Walker makes 2-pt shot from 1 ft,2,59-65,,
0:25.0,,,59-67,2,A. Baynes makes 2-pt shot from 8 ft (assist by K. Irving)
0:06.0,T. Graham misses 3-pt shot from 23 ft (block by J. Tatum),,59-67,,
0:05.0,,,59-67,,Defensive rebound by K. Irving
0:01.0,,,59-67,,J. Brown misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by N. Batum,,59-67,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,M. Williams misses 2-pt shot from 17 ft,,59-67,,
11:40.0,,,59-67,,Defensive rebound by A. Baynes
11:29.0,Personal foul by T. Graham (drawn by J. Tatum),,59-67,,
11:21.0,,,59-69,2,A. Baynes makes 2-pt shot from 17 ft (assist by J. Brown)
11:06.0,Turnover by D. Howard (bad pass; steal by J. Brown),,59-69,,
11:03.0,,,59-71,2,J. Brown makes 2-pt shot from 1 ft
10:36.0,D. Howard misses 2-pt shot from 8 ft,,59-71,,
10:34.0,,,59-71,,Defensive rebound by A. Baynes
10:27.0,,,59-73,2,A. Horford makes 2-pt shot from 8 ft (assist by K. Irving)
10:14.0,N. Batum misses 3-pt shot from 25 ft,,59-73,,
10:11.0,,,59-73,,Defensive rebound by A. Baynes
10:03.0,,,59-73,,Offensive foul by A. Horford (drawn by M. Williams)
10:03.0,,,59-73,,Turnover by A. Horford (offensive foul)
9:52.0,D. Howard makes 2-pt shot from 1 ft (assist by N. Batum),2,61-73,,
9:43.0,Personal foul by D. Howard (drawn by A. Baynes),,61-73,,
9:38.0,,,61-76,3,K. Irving makes 3-pt shot from 25 ft
9:37.0,Charlotte full timeout,,61-76,,
9:24.0,Shooting foul by A. Horford (drawn by M. Williams),,61-76,,
9:24.0,M. Williams makes free throw 1 of 2,1,62-76,,
9:24.0,M. Williams misses free throw 2 of 2,,62-76,,
9:22.0,,,62-76,,Defensive rebound by A. Baynes
9:09.0,,,62-76,,A. Baynes misses 2-pt shot from 6 ft
9:07.0,Defensive rebound by N. Batum,,62-76,,
9:00.0,K. Walker misses 2-pt shot from 9 ft,,62-76,,
8:56.0,,,62-76,,Defensive rebound by A. Baynes
8:48.0,,,62-79,3,J. Tatum makes 3-pt shot from 23 ft (assist by A. Horford)
8:31.0,M. Williams misses 3-pt shot from 25 ft,,62-79,,
8:28.0,,,62-79,,Defensive rebound by J. Brown
8:23.0,,,62-79,,Shooting foul by D. Howard (drawn by J. Brown)
8:23.0,,,62-80,1,J. Brown makes free throw 1 of 2
8:23.0,,,62-81,1,J. Brown makes free throw 2 of 2
8:10.0,N. Batum makes 3-pt shot from 25 ft (assist by K. Walker),3,65-81,,
7:51.0,,,65-84,3,A. Horford makes 3-pt shot from 23 ft (assist by A. Baynes)
7:50.0,Charlotte full timeout,,65-84,,
7:31.0,K. Walker misses 3-pt shot from 26 ft,,65-84,,
7:27.0,,,65-84,,Defensive rebound by J. Tatum
7:21.0,,,65-84,,Turnover by J. Tatum (lost ball; steal by T. Graham)
7:17.0,K. Walker misses 2-pt shot from 7 ft (block by A. Baynes),,65-84,,
7:16.0,Offensive rebound by Team,,65-84,,
7:08.0,,,65-84,,Personal foul by A. Baynes (drawn by D. Howard)
6:58.0,K. Walker makes 2-pt shot from 17 ft,2,67-84,,
6:29.0,,,67-86,2,K. Irving makes 2-pt shot from 19 ft
6:14.0,M. Williams misses 2-pt shot from 3 ft (block by A. Baynes),,67-86,,
6:09.0,Offensive rebound by D. Howard,,67-86,,
6:07.0,N. Batum misses 2-pt shot from 12 ft,,67-86,,
6:05.0,,,67-86,,Defensive rebound by A. Baynes
6:01.0,,,67-86,,J. Tatum misses 2-pt shot from 2 ft (block by D. Howard)
5:59.0,,,67-86,,Offensive rebound by Team
5:59.0,J. Lamb enters the game for T. Graham,,67-86,,
5:57.0,,,67-86,,Shooting foul by N. Batum (drawn by J. Brown)
5:57.0,,,67-87,1,J. Brown makes free throw 1 of 2
5:57.0,,,67-88,1,J. Brown makes free throw 2 of 2
5:44.0,Turnover by J. Lamb (out of bounds lost ball),,67-88,,
5:39.0,,,67-91,3,K. Irving makes 3-pt shot from 29 ft
5:24.0,K. Walker misses 3-pt shot from 25 ft,,67-91,,
5:23.0,Offensive rebound by M. Williams,,67-91,,
5:23.0,M. Williams misses 2-pt shot at rim,,67-91,,
5:22.0,Offensive rebound by Team,,67-91,,
5:22.0,,,67-91,,Loose ball foul by J. Brown (drawn by M. Williams)
5:22.0,,,67-91,,M. Smart enters the game for J. Tatum
5:17.0,D. Howard misses 2-pt shot from 8 ft,,67-91,,
5:16.0,,,67-91,,Defensive rebound by J. Brown
5:11.0,,,67-91,,K. Irving misses 3-pt shot from 30 ft
4:52.0,Defensive rebound by M. Williams,,67-91,,
4:52.0,D. Howard misses 2-pt shot from 6 ft,,67-91,,
4:48.0,,,67-91,,Defensive rebound by A. Baynes
4:45.0,,,67-93,2,J. Brown makes 2-pt shot from 10 ft
4:45.0,,,67-93,,Shooting foul by K. Walker (drawn by J. Brown)
4:45.0,,,67-93,,M. Morris enters the game for A. Horford
4:45.0,,,67-94,1,J. Brown makes free throw 1 of 1
4:45.0,Violation by D. Howard (lane),,67-94,,
4:36.0,M. Williams misses 3-pt shot from 25 ft,,67-94,,
4:32.0,,,67-94,,Defensive rebound by A. Baynes
4:24.0,,,67-94,,Turnover by M. Smart (bad pass; steal by N. Batum)
4:17.0,J. Lamb makes 3-pt shot from 25 ft (assist by N. Batum),3,70-94,,
3:57.0,,,70-94,,J. Brown misses 2-pt shot from 3 ft
3:54.0,Defensive rebound by M. Williams,,70-94,,
3:43.0,D. Howard makes 2-pt shot from 3 ft (assist by M. Williams),2,72-94,,
3:42.0,,,72-94,,Boston full timeout
3:42.0,F. Kaminsky enters the game for M. Williams,,72-94,,
3:20.0,,,72-96,2,M. Smart makes 2-pt shot from 3 ft
3:04.0,N. Batum misses 2-pt shot from 18 ft,,72-96,,
2:59.0,,,72-96,,Defensive rebound by A. Baynes
2:58.0,,,72-96,,Shooting foul by J. Lamb (drawn by K. Irving)
2:58.0,,,72-97,1,K. Irving makes free throw 1 of 2
2:58.0,,,72-97,,S. Ojeleye enters the game for J. Brown
2:58.0,M. Carter-Williams enters the game for K. Walker,,72-97,,
2:58.0,,,72-98,1,K. Irving makes free throw 2 of 2
2:46.0,D. Howard makes 2-pt shot from 2 ft (assist by N. Batum),2,74-98,,
2:46.0,Shooting foul by M. Smart (drawn by D. Howard),,74-98,,
2:46.0,,,74-98,,T. Rozier enters the game for K. Irving
2:46.0,D. Howard misses free throw 1 of 1,,74-98,,
2:42.0,,,74-98,,Defensive rebound by M. Morris
2:35.0,,,74-98,,M. Smart misses 2-pt shot from 18 ft (block by J. Lamb)
2:30.0,Defensive rebound by M. Carter-Williams,,74-98,,
2:25.0,M. Carter-Williams makes 2-pt shot from 18 ft,2,76-98,,
2:02.0,,,76-100,2,T. Rozier makes 2-pt shot from 17 ft
1:53.0,J. Lamb makes 3-pt shot from 25 ft (assist by N. Batum),3,79-100,,
1:40.0,,,79-100,,Offensive foul by T. Rozier (drawn by M. Carter-Williams)
1:40.0,,,79-100,,Turnover by T. Rozier (offensive foul)
1:40.0,,,79-100,,G. Monroe enters the game for A. Baynes
1:40.0,T. Graham enters the game for D. Howard,,79-100,,
1:28.0,F. Kaminsky misses 3-pt shot from 25 ft,,79-100,,
1:24.0,,,79-100,,Defensive rebound by T. Rozier
1:08.0,,,79-100,,M. Morris misses 2-pt shot from 16 ft (block by M. Carter-Williams)
1:08.0,,,79-100,,Offensive rebound by Team
1:05.0,,,79-103,3,M. Smart makes 3-pt shot from 25 ft (assist by S. Ojeleye)
0:49.0,Turnover by M. Carter-Williams (bad pass),,79-103,,
0:34.0,,,79-103,,G. Monroe misses 2-pt shot from 5 ft (block by M. Carter-Williams)
0:31.0,Defensive rebound by N. Batum,,79-103,,
0:12.0,F. Kaminsky misses 2-pt shot from 12 ft,,79-103,,
0:09.0,,,79-103,,Defensive rebound by M. Morris
0:00.0,,,79-103,,M. Morris misses 2-pt shot from 21 ft
0:00.0,,,79-103,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,79-105,2,M. Morris makes 2-pt shot from 6 ft (assist by M. Smart)
11:27.0,M. Monk makes 3-pt shot from 25 ft (assist by F. Kaminsky),3,82-105,,
11:08.0,Personal foul by M. Monk (drawn by M. Smart),,82-105,,
11:08.0,,,82-105,,A. Nader enters the game for S. Ojeleye
11:03.0,Personal foul by T. Graham (drawn by M. Morris),,82-105,,
11:00.0,,,82-107,2,G. Monroe makes 2-pt shot from 3 ft
11:00.0,,,82-107,,Shooting foul by M. Monk (drawn by G. Monroe)
11:00.0,,,82-108,1,G. Monroe makes free throw 1 of 1
10:44.0,Turnover by M. Carter-Williams (bad pass; steal by M. Smart),,82-108,,
10:38.0,,,82-110,2,T. Rozier makes 2-pt shot from 2 ft
10:38.0,Charlotte full timeout,,82-110,,
10:25.0,F. Kaminsky makes 2-pt shot from 7 ft (assist by M. Monk),2,84-110,,
10:25.0,Shooting foul by T. Rozier (drawn by F. Kaminsky),,84-110,,
10:25.0,F. Kaminsky makes free throw 1 of 1,1,85-110,,
10:12.0,,,85-112,2,M. Morris makes 2-pt shot from 20 ft (assist by M. Smart)
9:51.0,M. Monk misses 3-pt shot from 25 ft,,85-112,,
9:48.0,,,85-112,,Defensive rebound by M. Morris
9:39.0,,,85-114,2,G. Monroe makes 2-pt shot from 2 ft (assist by M. Smart)
9:25.0,M. Carter-Williams makes 2-pt shot at rim,2,87-114,,
9:14.0,,,87-117,3,A. Nader makes 3-pt shot from 23 ft (assist by T. Rozier)
8:44.0,T. Graham misses 2-pt shot from 9 ft,,87-117,,
8:41.0,,,87-117,,Defensive rebound by M. Morris
8:32.0,,,87-119,2,M. Morris makes 2-pt shot from 4 ft (assist by T. Rozier)
8:24.0,,,87-119,,Personal foul by M. Smart (drawn by J. Lamb)
8:24.0,,,87-119,,S. Larkin enters the game for M. Smart
8:14.0,Shooting foul by S. Larkin (drawn by F. Kaminsky),,87-119,,
8:14.0,F. Kaminsky makes free throw 1 of 2,1,88-119,,
8:14.0,F. Kaminsky makes free throw 2 of 2,1,89-119,,
8:04.0,,,89-119,,Turnover by G. Monroe (lost ball; steal by M. Monk)
7:56.0,J. Lamb misses 3-pt shot from 24 ft,,89-119,,
7:53.0,,,89-119,,Defensive rebound by S. Larkin
7:45.0,,,89-121,2,G. Monroe makes 2-pt shot at rim (assist by S. Larkin)
7:32.0,Shooting foul by G. Monroe (drawn by M. Carter-Williams),,89-121,,
7:32.0,M. Carter-Williams makes free throw 1 of 2,1,90-121,,
7:32.0,,,90-121,,S. Ojeleye enters the game for M. Morris
7:32.0,M. Carter-Williams makes free throw 2 of 2,1,91-121,,
7:24.0,Personal foul by M. Monk (drawn by S. Larkin),,91-121,,
7:18.0,,,91-123,2,A. Nader makes 2-pt shot from 6 ft (assist by G. Monroe)
6:55.0,J. Lamb misses 3-pt shot from 26 ft,,91-123,,
6:51.0,,,91-123,,Defensive rebound by A. Nader
6:41.0,,,91-123,,S. Ojeleye misses 2-pt shot from 3 ft (block by M. Carter-Williams)
6:38.0,Defensive rebound by J. Lamb,,91-123,,
6:36.0,J. Lamb makes 2-pt shot from 1 ft,2,93-123,,
6:17.0,,,93-123,,S. Ojeleye misses 2-pt shot from 6 ft
6:15.0,,,93-123,,Offensive rebound by S. Ojeleye
6:15.0,,,93-123,,Shooting foul by T. Graham (drawn by S. Ojeleye)
6:15.0,,,93-123,,S. Ojeleye misses free throw 1 of 2
6:15.0,,,93-123,,Offensive rebound by Team
6:15.0,D. Bacon enters the game for J. Lamb,,93-123,,
6:15.0,,,93-124,1,S. Ojeleye makes free throw 2 of 2
5:56.0,F. Kaminsky makes 2-pt shot from 10 ft,2,95-124,,
5:56.0,Shooting foul by A. Nader (drawn by F. Kaminsky),,95-124,,
5:56.0,F. Kaminsky makes free throw 1 of 1,1,96-124,,
5:33.0,,,96-124,,G. Monroe misses 2-pt shot from 7 ft
5:30.0,Defensive rebound by D. Bacon,,96-124,,
5:19.0,D. Bacon makes 2-pt shot from 7 ft (assist by M. Monk),2,98-124,,
5:04.0,,,98-124,,A. Nader misses 3-pt shot from 28 ft
5:02.0,Defensive rebound by F. Kaminsky,,98-124,,
4:51.0,D. Bacon misses 2-pt shot from 3 ft,,98-124,,
4:48.0,,,98-124,,Defensive rebound by S. Larkin
4:45.0,,,98-124,,Turnover by S. Larkin (lost ball; steal by M. Carter-Williams)
4:45.0,,,98-124,,Personal foul by G. Monroe (drawn by M. Carter-Williams)
4:45.0,M. Carter-Williams makes free throw 1 of 2,1,99-124,,
4:45.0,W. Hernangomez enters the game for F. Kaminsky,,99-124,,
4:45.0,M. Carter-Williams makes free throw 2 of 2,1,100-124,,
4:30.0,,,100-124,,T. Rozier misses 2-pt shot from 2 ft
4:28.0,,,100-124,,Offensive rebound by S. Ojeleye
4:22.0,J. Stone enters the game for M. Carter-Williams,,100-124,,
4:13.0,,,100-127,3,T. Rozier makes 3-pt shot from 26 ft
3:57.0,W. Hernangomez misses 2-pt shot from 7 ft,,100-127,,
3:55.0,,,100-127,,Defensive rebound by G. Monroe
3:39.0,,,100-127,,T. Rozier misses 3-pt shot from 22 ft
3:37.0,Defensive rebound by J. Stone,,100-127,,
3:29.0,,,100-127,,Violation by S. Ojeleye (kicked ball)
3:23.0,M. Monk misses 2-pt shot from 7 ft,,100-127,,
3:22.0,Offensive rebound by W. Hernangomez,,100-127,,
3:22.0,W. Hernangomez misses 2-pt shot from 2 ft,,100-127,,
3:21.0,Offensive rebound by W. Hernangomez,,100-127,,
3:20.0,Shooting foul by S. Larkin (drawn by W. Hernangomez),,100-127,,
3:20.0,W. Hernangomez misses free throw 1 of 2,,100-127,,
3:20.0,Offensive rebound by Team,,100-127,,
3:20.0,W. Hernangomez misses free throw 2 of 2,,100-127,,
3:18.0,,,100-127,,Defensive rebound by S. Ojeleye
3:02.0,,,100-127,,A. Nader misses 2-pt shot from 4 ft
2:59.0,Defensive rebound by W. Hernangomez,,100-127,,
2:52.0,T. Graham makes 2-pt shot from 16 ft (assist by J. Stone),2,102-127,,
2:34.0,,,102-130,3,T. Rozier makes 3-pt shot from 27 ft (assist by G. Monroe)
2:19.0,M. Monk misses 3-pt shot from 25 ft,,102-130,,
2:15.0,,,102-130,,Defensive rebound by T. Rozier
2:07.0,,,102-132,2,S. Ojeleye makes 2-pt shot from 19 ft
2:05.0,Charlotte full timeout,,102-132,,
1:53.0,D. Bacon makes 2-pt shot at rim,2,104-132,,
1:37.0,,,104-132,,Turnover by A. Nader (traveling)
