time,Phoenix,pts.away,score,pts.home,Houston
5:19.0,D. Booker misses 3-pt shot from 28 ft,,11-14,,
5:16.0,,,11-14,,Defensive rebound by J. Harden
5:08.0,,,11-14,,Turnover by J. Harden (bad pass; steal by D. Bender)
5:04.0,T. Warren makes 2-pt shot from 1 ft (assist by D. Booker),2,13-14,,
4:41.0,,,13-16,2,N. Hilario makes 2-pt shot from 17 ft
4:24.0,T. Warren misses 2-pt shot from 11 ft,,13-16,,
4:22.0,,,13-16,,Defensive rebound by P. Tucker
4:12.0,,,13-19,3,J. Harden makes 3-pt shot from 25 ft
3:42.0,I. Canaan makes 2-pt shot from 9 ft (assist by T. Warren),2,15-19,,
3:32.0,,,15-19,,Shooting foul by I. Canaan (drawn by E. Gordon)
3:32.0,,,15-20,1,E. Gordon makes free throw 1 of 2
3:32.0,,,15-20,,C. Paul enters the game for J. Harden
3:32.0,J. Jackson enters the game for T. Warren,,15-20,,
3:32.0,,,15-21,1,E. Gordon makes free throw 2 of 2
3:15.0,D. Bender makes 3-pt shot from 27 ft (assist by I. Canaan),3,18-21,,
2:58.0,,,18-24,3,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by E. Gordon)
2:33.0,G. Monroe makes 2-pt shot from 6 ft,2,20-24,,
2:24.0,,,20-24,,Turnover by L. Mbah a Moute (lost ball; steal by G. Monroe)
2:19.0,I. Canaan misses 3-pt shot from 26 ft,,20-24,,
2:15.0,,,20-24,,Defensive rebound by C. Paul
2:04.0,,,20-24,,N. Hilario misses 2-pt shot from 12 ft
2:02.0,Defensive rebound by J. Jackson,,20-24,,
1:54.0,,,20-24,,Personal foul by C. Paul (drawn by D. Booker)
1:54.0,Phoenix full timeout,,20-24,,
1:54.0,,,20-24,,G. Green enters the game for L. Mbah a Moute
1:44.0,D. Booker makes 2-pt shot from 9 ft (assist by I. Canaan),2,22-24,,
1:24.0,,,22-24,,E. Gordon misses 3-pt shot from 26 ft
1:21.0,Defensive rebound by J. Jackson,,22-24,,
1:12.0,D. Booker misses 2-pt shot from 17 ft,,22-24,,
1:09.0,,,22-24,,Defensive rebound by C. Paul
1:04.0,,,22-26,2,P. Tucker makes 2-pt shot from 2 ft (assist by C. Paul)
0:44.0,G. Monroe makes 2-pt shot from 11 ft,2,24-26,,
0:38.0,Personal foul by I. Canaan (drawn by C. Paul),,24-26,,
0:38.0,,,24-27,1,C. Paul makes free throw 1 of 2
0:38.0,,,24-28,1,C. Paul makes free throw 2 of 2
0:31.0,I. Canaan misses 3-pt shot from 23 ft,,24-28,,
0:29.0,,,24-28,,Defensive rebound by G. Green
0:14.0,Violation by G. Monroe (kicked ball),,24-28,,
0:00.0,,,24-28,,C. Paul misses 2-pt shot from 20 ft
0:00.0,,,24-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
12:00.0,D. Booker makes technical free throw,1,25-28,,
11:47.0,,,25-28,,G. Green misses 2-pt shot from 19 ft (block by T. Warren)
11:46.0,Defensive rebound by J. Jackson,,25-28,,
11:42.0,Shooting foul by G. Green (drawn by J. Jackson),,25-28,,
11:42.0,J. Jackson makes free throw 1 of 2,1,26-28,,
11:42.0,J. Jackson makes free throw 2 of 2,1,27-28,,
11:34.0,,,27-28,,E. Gordon misses 3-pt shot from 24 ft
11:33.0,Defensive rebound by T. Warren,,27-28,,
11:10.0,T. Warren makes 2-pt shot from 2 ft (assist by G. Monroe),2,29-28,,
10:50.0,,,29-30,2,N. Hilario makes 2-pt shot from 6 ft
10:38.0,Shooting foul by N. Hilario (drawn by I. Canaan),,29-30,,
10:38.0,I. Canaan makes free throw 1 of 2,1,30-30,,
10:38.0,,,30-30,,C. Capela enters the game for N. Hilario
10:38.0,I. Canaan makes free throw 2 of 2,1,31-30,,
10:27.0,,,31-30,,Offensive charge foul by C. Capela (drawn by G. Monroe)
10:27.0,,,31-30,,Turnover by C. Capela (offensive foul)
10:15.0,Shooting foul by G. Green (drawn by T. Warren),,31-30,,
10:15.0,T. Warren makes free throw 1 of 2,1,32-30,,
10:15.0,T. Warren makes free throw 2 of 2,1,33-30,,
10:06.0,,,33-32,2,C. Paul makes 2-pt shot from 6 ft
10:06.0,,,33-32,,Shooting foul by I. Canaan (drawn by C. Paul)
10:06.0,,,33-33,1,C. Paul makes free throw 1 of 1
9:52.0,J. Jackson misses 3-pt shot from 28 ft,,33-33,,
9:48.0,,,33-33,,Defensive rebound by C. Capela
9:35.0,,,33-33,,R. Anderson misses 2-pt shot from 3 ft
9:31.0,Defensive rebound by T. Warren,,33-33,,
9:25.0,D. Bender misses 3-pt shot from 23 ft,,33-33,,
9:25.0,,,33-33,,Defensive rebound by E. Gordon
9:17.0,,,33-33,,G. Green misses 3-pt shot from 24 ft
9:14.0,,,33-33,,Offensive rebound by Team
9:14.0,T. Ulis enters the game for I. Canaan,,33-33,,
9:14.0,,,33-33,,J. Harden enters the game for E. Gordon
9:06.0,,,33-33,,C. Paul misses 2-pt shot from 16 ft
9:03.0,Defensive rebound by J. Jackson,,33-33,,
8:57.0,J. Jackson misses 2-pt shot from 1 ft,,33-33,,
8:55.0,,,33-33,,Defensive rebound by J. Harden
8:50.0,,,33-36,3,G. Green makes 3-pt shot from 26 ft (assist by C. Paul)
8:46.0,,,33-36,,Shooting block foul by G. Green (drawn by T. Warren)
8:46.0,T. Warren makes free throw 1 of 2,1,34-36,,
8:46.0,T. Warren makes free throw 2 of 2,1,35-36,,
8:31.0,,,35-36,,Shooting foul by D. Bender (drawn by R. Anderson)
8:31.0,,,35-37,1,R. Anderson makes free throw 1 of 2
8:31.0,,,35-38,1,R. Anderson makes free throw 2 of 2
8:20.0,Shooting foul by C. Capela (drawn by G. Monroe),,35-38,,
8:20.0,G. Monroe makes free throw 1 of 2,1,36-38,,
8:20.0,G. Monroe makes free throw 2 of 2,1,37-38,,
8:10.0,,,37-40,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
7:47.0,G. Monroe misses 2-pt shot from 5 ft,,37-40,,
7:47.0,,,37-40,,Defensive rebound by Team
7:29.0,,,37-40,,Turnover by J. Harden (lost ball; steal by T. Warren)
7:26.0,T. Warren makes 2-pt shot from 4 ft,2,39-40,,
7:26.0,,,39-40,,Violation by G. Green (def goaltending)
7:26.0,,,39-40,,Technical foul by G. Green
7:26.0,T. Warren makes technical free throw,1,40-40,,
7:26.0,,,40-40,,L. Mbah a Moute enters the game for G. Green
7:16.0,,,40-42,2,J. Harden makes 2-pt shot from 3 ft
7:09.0,Offensive charge foul by J. Jackson (drawn by C. Capela),,40-42,,
7:09.0,Turnover by J. Jackson (offensive foul),,40-42,,
7:09.0,,,40-42,,E. Gordon enters the game for C. Paul
6:58.0,,,40-42,,Houston full timeout
6:58.0,D. Booker enters the game for T. Ulis,,40-42,,
6:51.0,Jump ball: J. Harden vs. J. Jackson (E. Gordon gains possession),,,,Jump ball: J. Harden vs. J. Jackson (E. Gordon gains possession)
6:46.0,,,40-42,,E. Gordon misses 3-pt shot from 27 ft
6:46.0,Defensive rebound by D. Booker,,40-42,,
6:35.0,J. Jackson misses 3-pt shot from 23 ft,,40-42,,
6:35.0,,,40-42,,Defensive rebound by R. Anderson
6:22.0,Personal foul by D. Bender (drawn by J. Harden),,40-42,,
6:22.0,,,40-42,,P. Tucker enters the game for R. Anderson
6:17.0,,,40-42,,Shooting foul by D. Bender (drawn by J. Harden)
6:17.0,,,40-43,1,J. Harden makes free throw 1 of 2
6:17.0,J. Dudley enters the game for D. Bender,,40-43,,
6:17.0,,,40-43,,J. Harden misses free throw 2 of 2
6:15.0,Defensive rebound by J. Dudley,,40-43,,
6:02.0,J. Jackson misses 2-pt shot from 12 ft,,40-43,,
5:59.0,,,40-43,,Defensive rebound by P. Tucker
5:50.0,,,40-43,,Turnover by J. Harden (bad pass; steal by G. Monroe)
5:45.0,J. Dudley misses 3-pt shot from 25 ft,,40-43,,
5:43.0,Offensive rebound by G. Monroe,,40-43,,
5:43.0,Shooting foul by L. Mbah a Moute (drawn by G. Monroe),,40-43,,
5:43.0,G. Monroe misses free throw 1 of 2,,40-43,,
5:43.0,Offensive rebound by Team,,40-43,,
5:43.0,T. Daniels enters the game for J. Jackson,,40-43,,
5:43.0,G. Monroe misses free throw 2 of 2,,40-43,,
5:41.0,,,40-43,,Defensive rebound by J. Harden
5:34.0,,,40-45,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
5:13.0,D. Booker makes 2-pt shot from 2 ft (assist by G. Monroe),2,42-45,,
5:06.0,,,42-48,3,E. Gordon makes 3-pt shot from 27 ft (assist by J. Harden)
5:05.0,Phoenix full timeout,,42-48,,
5:05.0,,,42-48,,C. Paul enters the game for C. Capela
5:05.0,T. Chandler enters the game for G. Monroe,,42-48,,
4:41.0,T. Warren makes 2-pt shot from 5 ft (assist by T. Chandler),2,44-48,,
4:21.0,,,44-48,,Shooting foul by T. Chandler (drawn by E. Gordon)
4:21.0,,,44-49,1,E. Gordon makes free throw 1 of 2
4:21.0,,,44-49,,E. Gordon misses free throw 2 of 2
4:19.0,Defensive rebound by T. Chandler,,44-49,,
4:10.0,T. Daniels makes 3-pt shot from 27 ft (assist by D. Booker),3,47-49,,
3:42.0,,,47-49,,J. Harden misses 3-pt shot from 26 ft
3:40.0,Defensive rebound by D. Booker,,47-49,,
3:33.0,,,47-49,,Personal foul by C. Paul (drawn by J. Dudley)
3:33.0,J. Dudley makes free throw 1 of 2,1,48-49,,
3:33.0,J. Dudley makes free throw 2 of 2,1,49-49,,
3:18.0,,,49-49,,L. Mbah a Moute misses 3-pt shot from 25 ft
3:15.0,Defensive rebound by T. Daniels,,49-49,,
2:53.0,D. Booker misses 2-pt shot from 19 ft,,49-49,,
2:50.0,,,49-49,,Defensive rebound by J. Harden
2:50.0,Personal foul by T. Daniels (drawn by J. Harden),,49-49,,
2:50.0,,,49-50,1,J. Harden makes free throw 1 of 2
2:50.0,J. Jackson enters the game for T. Daniels,,49-50,,
2:50.0,,,49-51,1,J. Harden makes free throw 2 of 2
2:32.0,J. Jackson misses 3-pt shot from 23 ft,,49-51,,
2:30.0,,,49-51,,Defensive rebound by J. Harden
2:27.0,Personal foul by D. Booker (drawn by C. Paul),,49-51,,
2:27.0,,,49-52,1,C. Paul makes free throw 1 of 2
2:27.0,,,49-53,1,C. Paul makes free throw 2 of 2
2:15.0,,,49-53,,Personal foul by E. Gordon (drawn by J. Dudley)
2:15.0,J. Dudley makes free throw 1 of 2,1,50-53,,
2:15.0,,,50-53,,Violation by J. Harden (lane)
2:15.0,J. Dudley makes free throw 2 of 2,1,51-53,,
2:01.0,,,51-55,2,J. Harden makes 2-pt shot from 2 ft
1:44.0,T. Chandler misses 2-pt shot from 2 ft,,51-55,,
1:41.0,,,51-55,,Defensive rebound by P. Tucker
1:36.0,,,51-57,2,E. Gordon makes 2-pt shot from 3 ft (assist by J. Harden)
1:15.0,J. Jackson misses 2-pt shot from 9 ft,,51-57,,
1:12.0,Offensive rebound by T. Chandler,,51-57,,
1:11.0,T. Chandler misses 2-pt shot from 1 ft,,51-57,,
1:11.0,Offensive rebound by T. Chandler,,51-57,,
1:11.0,T. Chandler makes 2-pt shot from 1 ft,2,53-57,,
1:00.0,Personal foul by J. Jackson (drawn by J. Harden),,53-57,,
1:00.0,,,53-57,,J. Harden misses free throw 1 of 2
1:00.0,,,53-57,,Offensive rebound by Team
1:00.0,,,53-58,1,J. Harden makes free throw 2 of 2
0:39.0,D. Booker misses 2-pt shot from 9 ft,,53-58,,
0:37.0,Offensive rebound by T. Chandler,,53-58,,
0:35.0,Turnover by T. Chandler (bad pass; steal by E. Gordon),,53-58,,
0:31.0,,,53-60,2,L. Mbah a Moute makes 2-pt shot at rim (assist by C. Paul)
0:10.0,D. Booker misses 3-pt shot from 25 ft,,53-60,,
0:07.0,,,53-60,,Defensive rebound by P. Tucker
0:01.0,,,53-60,,J. Harden misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by T. Warren,,53-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,53-60,,L. Mbah a Moute misses 2-pt shot from 3 ft
11:37.0,Defensive rebound by T. Chandler,,53-60,,
11:33.0,T. Warren makes 2-pt shot from 2 ft (assist by D. Booker),2,55-60,,
11:17.0,,,55-62,2,R. Anderson makes 2-pt shot from 12 ft
11:04.0,T. Chandler makes 2-pt shot from 2 ft (assist by D. Booker),2,57-62,,
11:04.0,Shooting foul by L. Mbah a Moute (drawn by T. Chandler),,57-62,,
11:04.0,T. Chandler misses free throw 1 of 1,,57-62,,
11:02.0,,,57-62,,Defensive rebound by J. Harden
10:54.0,,,57-62,,R. Anderson misses 3-pt shot from 26 ft
10:51.0,Defensive rebound by T. Chandler,,57-62,,
10:43.0,D. Booker makes 3-pt shot from 27 ft,3,60-62,,
10:27.0,,,60-62,,R. Anderson misses 3-pt shot from 26 ft
10:25.0,Defensive rebound by T. Chandler,,60-62,,
10:15.0,M. Chriss makes 2-pt shot from 7 ft,2,62-62,,
10:03.0,,,62-62,,L. Mbah a Moute misses 3-pt shot from 25 ft
10:00.0,Defensive rebound by M. Chriss,,62-62,,
9:58.0,T. Daniels misses 3-pt shot from 25 ft,,62-62,,
9:55.0,,,62-62,,Defensive rebound by Team
9:40.0,Def 3 sec tech foul by T. Chandler,,62-62,,
9:40.0,,,62-63,1,C. Paul makes technical free throw
9:34.0,,,62-66,3,J. Harden makes 3-pt shot from 26 ft (assist by C. Paul)
9:16.0,D. Booker makes 2-pt shot from 10 ft,2,64-66,,
8:57.0,Personal foul by T. Warren (drawn by C. Paul),,64-66,,
8:51.0,,,64-66,,J. Harden misses 2-pt shot from 8 ft
8:46.0,,,64-66,,Offensive rebound by J. Harden
8:46.0,,,64-66,,J. Harden misses 2-pt shot at rim
8:45.0,Defensive rebound by T. Warren,,64-66,,
8:41.0,Turnover by T. Warren (bad pass; steal by L. Mbah a Moute),,64-66,,
8:36.0,,,64-68,2,J. Harden makes 2-pt shot from 3 ft (assist by L. Mbah a Moute)
8:11.0,Turnover by M. Chriss (bad pass; steal by L. Mbah a Moute),,64-68,,
8:05.0,Shooting block foul by T. Daniels (drawn by L. Mbah a Moute),,64-68,,
8:05.0,,,64-69,1,L. Mbah a Moute makes free throw 1 of 2
8:05.0,,,64-70,1,L. Mbah a Moute makes free throw 2 of 2
7:58.0,D. Booker makes 3-pt shot from 27 ft,3,67-70,,
7:46.0,,,67-70,,Shooting foul by T. Warren (drawn by C. Paul)
7:46.0,,,67-71,1,C. Paul makes free throw 1 of 3
7:46.0,,,67-72,1,C. Paul makes free throw 2 of 3
7:46.0,,,67-73,1,C. Paul makes free throw 3 of 3
7:37.0,T. Chandler makes 2-pt shot from 2 ft (assist by D. Booker),2,69-73,,
7:21.0,,,69-75,2,C. Paul makes 2-pt shot from 10 ft
7:09.0,,,69-75,,Personal foul by C. Capela (drawn by T. Chandler)
6:56.0,D. Booker misses 2-pt shot from 18 ft,,69-75,,
6:52.0,,,69-75,,Defensive rebound by C. Capela
6:47.0,,,69-75,,Turnover by J. Harden (lost ball; steal by M. Chriss)
6:42.0,D. Booker misses 2-pt shot from 16 ft,,69-75,,
6:40.0,,,69-75,,Defensive rebound by C. Capela
6:35.0,,,69-78,3,L. Mbah a Moute makes 3-pt shot from 23 ft (assist by C. Paul)
6:33.0,Phoenix full timeout,,69-78,,
6:33.0,,,69-78,,E. Gordon enters the game for R. Anderson
6:33.0,J. Jackson enters the game for T. Warren,,69-78,,
6:33.0,I. Canaan enters the game for T. Daniels,,69-78,,
6:33.0,,,69-78,,P. Tucker enters the game for C. Paul
6:24.0,,,69-78,,Violation by L. Mbah a Moute (kicked ball)
6:19.0,,,69-78,,Personal foul by E. Gordon (drawn by T. Chandler)
6:13.0,M. Chriss misses 2-pt shot from 5 ft (block by J. Harden),,69-78,,
6:13.0,Offensive rebound by Team,,69-78,,
6:07.0,J. Jackson misses 2-pt shot from 19 ft,,69-78,,
6:04.0,,,69-78,,Defensive rebound by E. Gordon
5:56.0,,,69-81,3,E. Gordon makes 3-pt shot from 28 ft (assist by J. Harden)
5:30.0,D. Booker makes 2-pt shot from 10 ft,2,71-81,,
5:24.0,,,71-81,,Turnover by J. Harden (bad pass)
5:08.0,Shooting foul by C. Capela (drawn by I. Canaan),,71-81,,
5:08.0,I. Canaan makes free throw 1 of 2,1,72-81,,
5:08.0,,,72-81,,N. Hilario enters the game for C. Capela
5:08.0,I. Canaan makes free throw 2 of 2,1,73-81,,
4:56.0,,,73-83,2,N. Hilario makes 2-pt shot from 7 ft (assist by E. Gordon)
4:37.0,D. Booker misses 3-pt shot from 26 ft,,73-83,,
4:35.0,,,73-83,,Defensive rebound by E. Gordon
4:30.0,,,73-83,,J. Harden misses 3-pt shot from 27 ft
4:27.0,Defensive rebound by M. Chriss,,73-83,,
4:22.0,Turnover by D. Booker (lost ball; steal by J. Harden),,73-83,,
4:18.0,,,73-83,,J. Harden misses 2-pt shot from 3 ft
4:16.0,Defensive rebound by M. Chriss,,73-83,,
4:12.0,J. Jackson misses 2-pt shot from 3 ft,,73-83,,
4:12.0,,,73-83,,Defensive rebound by L. Mbah a Moute
4:11.0,G. Monroe enters the game for T. Chandler,,73-83,,
4:07.0,Jump ball: L. Mbah a Moute vs. M. Chriss (D. Booker gains possession),,,,Jump ball: L. Mbah a Moute vs. M. Chriss (D. Booker gains possession)
4:07.0,,,73-83,,Turnover by L. Mbah a Moute (turnover; steal by M. Chriss)
3:57.0,I. Canaan makes 2-pt shot from 6 ft,2,75-83,,
3:51.0,,,75-83,,E. Gordon misses 3-pt shot from 23 ft
3:51.0,Defensive rebound by M. Chriss,,75-83,,
3:37.0,I. Canaan misses 3-pt shot from 27 ft,,75-83,,
3:35.0,,,75-83,,Defensive rebound by L. Mbah a Moute
3:28.0,,,75-83,,J. Harden misses 2-pt shot from 5 ft
3:26.0,,,75-83,,Offensive rebound by N. Hilario
3:25.0,,,75-85,2,N. Hilario makes 2-pt shot from 2 ft
3:07.0,J. Jackson misses 2-pt shot from 5 ft,,75-85,,
3:07.0,Offensive rebound by Team,,75-85,,
3:07.0,,,75-85,,G. Green enters the game for L. Mbah a Moute
3:07.0,D. Bender enters the game for M. Chriss,,75-85,,
3:00.0,Turnover by Team (shot clock),,75-85,,
2:46.0,,,75-85,,P. Tucker misses 3-pt shot from 26 ft
2:42.0,,,75-85,,Offensive rebound by J. Harden
2:42.0,,,75-87,2,J. Harden makes 2-pt shot at rim
2:27.0,Turnover by D. Booker (bad pass; steal by P. Tucker),,75-87,,
2:18.0,,,75-89,2,J. Harden makes 2-pt shot from 4 ft
2:17.0,Phoenix full timeout,,75-89,,
2:17.0,,,75-89,,C. Paul enters the game for J. Harden
2:00.0,J. Jackson misses 2-pt shot from 21 ft,,75-89,,
1:56.0,,,75-89,,Defensive rebound by N. Hilario
1:47.0,,,75-89,,E. Gordon misses 3-pt shot from 30 ft
1:44.0,Defensive rebound by G. Monroe,,75-89,,
1:24.0,I. Canaan misses 2-pt shot from 20 ft,,75-89,,
1:22.0,,,75-89,,Defensive rebound by P. Tucker
1:17.0,,,75-89,,C. Paul misses 3-pt shot from 26 ft
1:15.0,Defensive rebound by D. Bender,,75-89,,
1:06.0,Offensive charge foul by G. Monroe,,75-89,,
1:06.0,Turnover by G. Monroe (offensive foul),,75-89,,
1:05.0,Technical foul by G. Monroe,,75-89,,
1:05.0,,,75-90,1,G. Green makes technical free throw
1:05.0,,,75-91,1,G. Green makes technical free throw
1:05.0,T. Chandler enters the game for G. Monroe,,75-91,,
1:05.0,Technical foul by G. Monroe,,75-91,,
1:05.0,T. Daniels enters the game for J. Jackson,,75-91,,
1:05.0,T. Warren enters the game for D. Booker,,75-91,,
0:44.0,,,75-91,,P. Tucker misses 3-pt shot from 22 ft
0:44.0,Defensive rebound by T. Chandler,,75-91,,
0:33.0,D. Bender makes 2-pt shot from 14 ft (assist by T. Warren),2,77-91,,
0:21.0,,,77-91,,Shooting foul by T. Daniels (drawn by E. Gordon)
0:21.0,,,77-91,,E. Gordon misses free throw 1 of 2
0:21.0,,,77-91,,Offensive rebound by Team
0:21.0,,,77-92,1,E. Gordon makes free throw 2 of 2
0:04.0,I. Canaan misses 3-pt shot from 28 ft,,77-92,,
0:00.0,,,77-92,,Defensive rebound by P. Tucker
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,77-92,,Personal block foul by E. Gordon (drawn by I. Canaan)
11:31.0,Shooting foul by G. Green (drawn by I. Canaan),,77-92,,
11:31.0,I. Canaan makes free throw 1 of 2,1,78-92,,
11:31.0,I. Canaan makes free throw 2 of 2,1,79-92,,
11:23.0,Violation by T. Chandler (kicked ball),,79-92,,
11:12.0,,,79-94,2,C. Paul makes 2-pt shot from 15 ft
10:51.0,T. Warren misses 2-pt shot from 14 ft,,79-94,,
10:49.0,,,79-94,,Defensive rebound by E. Gordon
10:32.0,,,79-94,,J. Harden enters the game for C. Paul
10:27.0,,,79-97,3,G. Green makes 3-pt shot from 25 ft (assist by N. Hilario)
10:20.0,D. Booker makes 3-pt shot from 27 ft,3,82-97,,
10:02.0,,,82-97,,Shooting foul by D. Bender (drawn by R. Anderson)
10:02.0,,,82-98,1,R. Anderson makes free throw 1 of 2
10:02.0,,,82-99,1,R. Anderson makes free throw 2 of 2
9:46.0,I. Canaan makes 2-pt shot from 3 ft,2,84-99,,
9:30.0,,,84-99,,J. Harden misses 3-pt shot from 26 ft
9:27.0,Defensive rebound by T. Chandler,,84-99,,
9:25.0,D. Booker makes 2-pt shot from 3 ft,2,86-99,,
9:25.0,Shooting foul by J. Harden (drawn by D. Booker),,86-99,,
9:25.0,,,86-99,,C. Capela enters the game for N. Hilario
9:25.0,D. Booker makes free throw 1 of 1,1,87-99,,
9:12.0,,,87-101,2,C. Capela makes 2-pt shot from 5 ft
8:53.0,T. Warren makes 2-pt shot from 9 ft,2,89-101,,
8:34.0,,,89-104,3,R. Anderson makes 3-pt shot from 26 ft (assist by J. Harden)
8:15.0,D. Booker makes 2-pt shot from 2 ft,2,91-104,,
8:11.0,Shooting block foul by I. Canaan (drawn by C. Capela),,91-104,,
8:11.0,,,91-104,,C. Capela misses free throw 1 of 2
8:11.0,,,91-104,,Offensive rebound by Team
8:11.0,,,91-104,,C. Capela misses free throw 2 of 2
8:08.0,Defensive rebound by D. Bender,,91-104,,
7:46.0,T. Warren makes 2-pt shot from 3 ft (assist by D. Booker),2,93-104,,
7:36.0,,,93-107,3,R. Anderson makes 3-pt shot from 27 ft (assist by J. Harden)
7:05.0,Turnover by D. Bender (bad pass; steal by G. Green),,93-107,,
7:04.0,,,93-107,,Turnover by C. Capela (bad pass)
6:53.0,D. Bender misses 3-pt shot from 25 ft,,93-107,,
6:49.0,,,93-107,,Defensive rebound by E. Gordon
6:35.0,,,93-107,,C. Capela misses 2-pt shot from 3 ft
6:33.0,Defensive rebound by T. Chandler,,93-107,,
6:30.0,T. Warren makes 2-pt shot from 1 ft (assist by D. Booker),2,95-107,,
6:12.0,,,95-107,,G. Green misses 3-pt shot from 26 ft
