time,Memphis,pts.away,score,pts.home,Golden State
2:54.0,Offensive rebound by J. Ennis,,24-16,,
2:54.0,Turnover by J. Martin (traveling),,24-16,,
2:54.0,,,24-16,,O. Casspi enters the game for J. Bell
2:40.0,,,24-16,,Turnover by O. Casspi (lost ball; steal by M. Chalmers)
2:36.0,B. McLemore makes 2-pt shot from 1 ft (assist by J. Martin),2,26-16,,
2:36.0,,,26-16,,Golden State full timeout
2:36.0,D. Davis enters the game for M. Gasol,,26-16,,
2:22.0,,,26-16,,Shooting foul by D. Davis (drawn by K. Durant)
2:22.0,,,26-17,1,K. Durant makes free throw 1 of 2
2:22.0,,,26-18,1,K. Durant makes free throw 2 of 2
2:04.0,M. Chalmers misses 2-pt shot from 4 ft (block by K. Looney),,26-18,,
2:04.0,Offensive rebound by Team,,26-18,,
1:59.0,B. McLemore misses 2-pt shot from 17 ft,,26-18,,
1:53.0,Offensive rebound by D. Davis,,26-18,,
1:40.0,D. Davis makes 2-pt shot at rim (assist by B. McLemore),2,28-18,,
1:29.0,Personal foul by D. Davis (drawn by K. Looney),,28-18,,
1:29.0,,,28-19,1,K. Looney makes free throw 1 of 2
1:29.0,,,28-20,1,K. Looney makes free throw 2 of 2
1:17.0,Turnover by D. Davis (turnover),,28-20,,
1:01.0,,,28-22,2,K. Durant makes 2-pt shot from 11 ft
0:56.0,,,28-22,,Personal foul by P. McCaw (drawn by M. Chalmers)
0:44.0,J. Martin misses 2-pt shot from 8 ft,,28-22,,
0:42.0,,,28-22,,Defensive rebound by Team
0:27.0,,,28-22,,K. Durant misses 2-pt shot from 8 ft
0:25.0,,,28-22,,Offensive rebound by O. Casspi
0:25.0,,,28-24,2,O. Casspi makes 2-pt shot from 2 ft
0:01.0,M. Chalmers misses 2-pt shot from 3 ft,,28-24,,
0:00.0,Offensive rebound by Team,,28-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,28-24,,N. Young misses 3-pt shot from 24 ft
11:39.0,Defensive rebound by B. McLemore,,28-24,,
11:25.0,J. Ennis misses 2-pt shot from 14 ft,,28-24,,
11:22.0,,,28-24,,Defensive rebound by P. McCaw
11:14.0,,,28-26,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. West)
11:04.0,J. Ennis misses 3-pt shot from 26 ft,,28-26,,
11:01.0,Offensive rebound by J. Martin,,28-26,,
11:00.0,Turnover by D. Davis (traveling),,28-26,,
10:52.0,Personal foul by D. Davis (drawn by D. West),,28-26,,
10:52.0,J. Green enters the game for D. Davis,,28-26,,
10:39.0,,,28-26,,D. West misses 2-pt shot from 20 ft
10:34.0,Defensive rebound by J. Martin,,28-26,,
10:30.0,T. Evans misses 2-pt shot from 2 ft (block by P. McCaw),,28-26,,
10:24.0,Offensive rebound by J. Ennis,,28-26,,
10:23.0,J. Ennis makes 2-pt shot from 2 ft,2,30-26,,
10:09.0,Personal foul by B. McLemore (drawn by N. Young),,30-26,,
10:05.0,,,30-29,3,K. Thompson makes 3-pt shot from 27 ft (assist by N. Young)
9:35.0,J. Martin makes 2-pt shot from 1 ft (assist by J. Ennis),2,32-29,,
9:22.0,,,32-31,2,K. Thompson makes 2-pt shot from 5 ft (assist by D. West)
9:15.0,Turnover by J. Martin (bad pass; steal by P. McCaw),,32-31,,
9:04.0,,,32-33,2,O. Casspi makes 2-pt shot from 1 ft (assist by K. Thompson)
9:04.0,Memphis full timeout,,32-33,,
9:04.0,A. Harrison enters the game for J. Martin,,32-33,,
9:04.0,M. Gasol enters the game for J. Ennis,,32-33,,
9:04.0,D. Brooks enters the game for B. McLemore,,32-33,,
8:48.0,J. Green misses 3-pt shot from 25 ft,,32-33,,
8:43.0,,,32-33,,Defensive rebound by P. McCaw
8:35.0,,,32-35,2,O. Casspi makes 2-pt shot from 6 ft (assist by D. West)
8:24.0,,,32-35,,Personal foul by N. Young (drawn by A. Harrison)
8:07.0,M. Gasol makes 2-pt shot from 6 ft,2,34-35,,
7:54.0,,,34-38,3,K. Thompson makes 3-pt shot from 25 ft (assist by P. McCaw)
7:37.0,M. Gasol makes 3-pt shot from 25 ft (assist by T. Evans),3,37-38,,
7:17.0,,,37-38,,Shooting foul by A. Harrison (drawn by K. Thompson)
7:17.0,,,37-39,1,K. Thompson makes free throw 1 of 3
7:17.0,,,37-40,1,K. Thompson makes free throw 2 of 3
7:17.0,,,37-41,1,K. Thompson makes free throw 3 of 3
7:06.0,M. Gasol misses 3-pt shot from 25 ft,,37-41,,
7:02.0,,,37-41,,Defensive rebound by O. Casspi
6:46.0,,,37-41,,Turnover by K. Thompson (bad pass; steal by M. Gasol)
6:44.0,Shooting foul by N. Young (drawn by A. Harrison),,37-41,,
6:44.0,A. Harrison misses free throw 1 of 2,,37-41,,
6:44.0,Offensive rebound by Team,,37-41,,
6:44.0,,,37-41,,Q. Cook enters the game for P. McCaw
6:44.0,A. Harrison makes free throw 2 of 2,1,38-41,,
6:31.0,,,38-43,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. West)
6:19.0,T. Evans misses 3-pt shot from 26 ft,,38-43,,
6:16.0,,,38-43,,Defensive rebound by D. West
6:10.0,,,38-43,,K. Thompson misses 3-pt shot from 26 ft
6:04.0,,,38-43,,Offensive rebound by Q. Cook
5:50.0,,,38-43,,Shooting foul by J. Green (drawn by D. West)
5:50.0,,,38-44,1,D. West makes free throw 1 of 2
5:50.0,,,38-44,,K. Durant enters the game for N. Young
5:50.0,,,38-45,1,D. West makes free throw 2 of 2
5:34.0,Turnover by M. Gasol (lost ball; steal by D. West),,38-45,,
5:21.0,,,38-45,,O. Casspi misses 2-pt shot from 5 ft (block by A. Harrison)
5:21.0,Defensive rebound by A. Harrison,,38-45,,
5:18.0,,,38-45,,Personal foul by D. West (drawn by A. Harrison)
5:18.0,,,38-45,,J. Bell enters the game for O. Casspi
5:18.0,J. Ennis enters the game for J. Green,,38-45,,
5:05.0,M. Gasol makes 2-pt shot from 16 ft (assist by T. Evans),2,40-45,,
4:51.0,,,40-48,3,K. Durant makes 3-pt shot from 26 ft (assist by Q. Cook)
4:44.0,,,40-48,,Personal foul by Q. Cook (drawn by T. Evans)
4:28.0,J. Ennis misses 3-pt shot from 22 ft,,40-48,,
4:24.0,,,40-48,,Defensive rebound by K. Durant
4:09.0,,,40-48,,K. Durant misses 2-pt shot from 14 ft
4:05.0,Defensive rebound by T. Evans,,40-48,,
3:58.0,M. Gasol misses 3-pt shot from 25 ft,,40-48,,
3:56.0,Offensive rebound by Team,,40-48,,
3:42.0,J. Ennis makes 2-pt shot from 1 ft (assist by T. Evans),2,42-48,,
3:41.0,,,42-48,,Golden State full timeout
3:41.0,,,42-48,,P. McCaw enters the game for D. West
3:41.0,,,42-48,,O. Casspi enters the game for Q. Cook
3:41.0,B. McLemore enters the game for A. Harrison,,42-48,,
3:22.0,,,42-48,,K. Durant misses 3-pt shot from 23 ft
3:18.0,,,42-48,,Offensive rebound by P. McCaw
3:14.0,,,42-48,,P. McCaw misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by M. Gasol,,42-48,,
3:05.0,T. Evans misses 3-pt shot from 26 ft,,42-48,,
3:00.0,,,42-48,,Defensive rebound by P. McCaw
2:54.0,,,42-50,2,K. Durant makes 2-pt shot from 18 ft (assist by J. Bell)
2:36.0,Turnover by J. Ennis (bad pass; steal by J. Bell),,42-50,,
2:17.0,,,42-50,,P. McCaw misses 3-pt shot from 25 ft
2:11.0,,,42-50,,Offensive rebound by P. McCaw
2:08.0,,,42-52,2,O. Casspi makes 2-pt shot from 10 ft (assist by P. McCaw)
1:52.0,,,42-52,,Personal foul by J. Bell (drawn by M. Gasol)
1:52.0,M. Gasol makes free throw 1 of 2,1,43-52,,
1:52.0,J. Green enters the game for J. Ennis,,43-52,,
1:52.0,M. Chalmers enters the game for T. Evans,,43-52,,
1:52.0,M. Gasol makes free throw 2 of 2,1,44-52,,
1:35.0,,,44-52,,Turnover by K. Durant (bad pass; steal by M. Gasol)
1:32.0,Shooting foul by J. Bell (drawn by M. Gasol),,44-52,,
1:32.0,M. Gasol makes free throw 1 of 2,1,45-52,,
1:32.0,,,45-52,,K. Looney enters the game for J. Bell
1:32.0,M. Gasol makes free throw 2 of 2,1,46-52,,
1:19.0,,,46-54,2,K. Thompson makes 2-pt shot from 17 ft (assist by O. Casspi)
1:04.0,D. Brooks makes 3-pt shot from 25 ft (assist by M. Chalmers),3,49-54,,
0:48.0,,,49-54,,K. Durant misses 2-pt shot from 12 ft (block by J. Green)
0:47.0,,,49-54,,Offensive rebound by K. Durant
0:41.0,,,49-56,2,K. Durant makes 2-pt shot from 19 ft (assist by K. Thompson)
0:23.0,B. McLemore makes 2-pt shot from 3 ft (assist by M. Gasol),2,51-56,,
0:02.0,,,51-56,,K. Thompson misses 2-pt shot from 15 ft
0:00.0,Defensive rebound by M. Chalmers,,51-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,51-56,,K. Durant misses 3-pt shot from 25 ft
11:45.0,Defensive rebound by D. Brooks,,51-56,,
11:24.0,A. Harrison misses 2-pt shot from 17 ft,,51-56,,
11:19.0,,,51-56,,Defensive rebound by J. McGee
11:01.0,,,51-58,2,J. McGee makes 2-pt shot from 1 ft (assist by J. Bell)
10:49.0,Turnover by D. Brooks (bad pass),,51-58,,
10:27.0,,,51-58,,K. Durant misses 2-pt shot from 20 ft
10:22.0,Defensive rebound by D. Brooks,,51-58,,
10:07.0,D. Brooks misses 2-pt shot from 12 ft,,51-58,,
10:02.0,,,51-58,,Defensive rebound by K. Durant
9:48.0,,,51-58,,Q. Cook misses 2-pt shot from 2 ft
9:44.0,Defensive rebound by M. Gasol,,51-58,,
9:36.0,T. Evans misses 2-pt shot from 19 ft,,51-58,,
9:32.0,,,51-58,,Defensive rebound by K. Thompson
9:25.0,,,51-58,,Shooting foul by A. Harrison (drawn by K. Thompson)
9:25.0,,,51-59,1,K. Thompson makes free throw 1 of 2
9:25.0,,,51-60,1,K. Thompson makes free throw 2 of 2
9:05.0,Turnover by M. Gasol (lost ball; steal by K. Thompson),,51-60,,
9:05.0,Personal foul by T. Evans (drawn by K. Thompson),,51-60,,
8:53.0,,,51-60,,Turnover by J. Bell (out of bounds lost ball)
8:29.0,M. Gasol misses 2-pt shot from 17 ft,,51-60,,
8:25.0,,,51-60,,Defensive rebound by Q. Cook
8:13.0,,,51-62,2,J. McGee makes 2-pt shot from 2 ft (assist by K. Durant)
8:06.0,Memphis full timeout,,51-62,,
8:06.0,M. Chalmers enters the game for A. Harrison,,51-62,,
7:49.0,D. Brooks misses 2-pt shot from 11 ft (block by J. Bell),,51-62,,
7:45.0,,,51-62,,Defensive rebound by Q. Cook
7:44.0,,,51-62,,Turnover by J. McGee (bad pass)
7:33.0,M. Gasol misses 2-pt shot from 18 ft,,51-62,,
7:29.0,,,51-62,,Defensive rebound by Q. Cook
7:24.0,Personal foul by J. Green (drawn by K. Durant),,51-62,,
7:06.0,,,51-62,,K. Thompson misses 2-pt shot from 9 ft
7:03.0,Defensive rebound by T. Evans,,51-62,,
6:53.0,D. Brooks makes 3-pt shot from 25 ft (assist by M. Gasol),2,54-62,,
6:27.0,,,54-62,,Turnover by J. Bell (bad pass; steal by T. Evans)
6:19.0,T. Evans makes 2-pt shot from 2 ft,2,56-62,,
6:11.0,,,56-65,3,Q. Cook makes 3-pt shot from 25 ft (assist by J. McGee)
5:56.0,Shooting foul by K. Durant (drawn by J. Green),,56-65,,
5:56.0,J. Green makes free throw 1 of 2,1,57-65,,
5:56.0,,,57-65,,K. Looney enters the game for J. McGee
5:56.0,B. McLemore enters the game for T. Evans,,57-65,,
5:56.0,J. Green makes free throw 2 of 2,1,58-65,,
5:48.0,Personal foul by B. McLemore (drawn by J. Bell),,58-65,,
5:33.0,,,58-67,2,J. Bell makes 2-pt shot from 7 ft
5:08.0,Turnover by Team (shot clock),,58-67,,
4:44.0,,,58-67,,Q. Cook misses 3-pt shot from 25 ft
4:39.0,Defensive rebound by M. Gasol,,58-67,,
4:26.0,J. Green misses 2-pt shot from 5 ft (block by K. Durant),,58-67,,
4:22.0,Offensive rebound by J. Green,,58-67,,
4:21.0,J. Green misses 2-pt shot from 1 ft,,58-67,,
4:18.0,,,58-67,,Defensive rebound by K. Durant
4:16.0,,,58-67,,Q. Cook misses 3-pt shot from 25 ft
4:12.0,Defensive rebound by M. Chalmers,,58-67,,
4:10.0,Shooting foul by K. Looney (drawn by M. Gasol),,58-67,,
4:10.0,M. Gasol makes free throw 1 of 2,1,59-67,,
4:10.0,,,59-67,,N. Young enters the game for Q. Cook
4:10.0,J. Martin enters the game for J. Green,,59-67,,
4:10.0,J. Ennis enters the game for D. Brooks,,59-67,,
4:10.0,M. Gasol makes free throw 2 of 2,1,60-67,,
4:10.0,,,60-67,,P. McCaw enters the game for K. Thompson
3:51.0,,,60-67,,P. McCaw misses 2-pt shot from 6 ft (block by M. Chalmers)
3:47.0,,,60-67,,Offensive rebound by K. Looney
3:39.0,,,60-67,,K. Durant misses 3-pt shot from 26 ft
3:39.0,Defensive rebound by Team,,60-67,,
3:39.0,,,60-67,,Personal foul by P. McCaw (drawn by M. Chalmers)
3:39.0,,,60-67,,O. Casspi enters the game for J. Bell
3:28.0,Shooting foul by O. Casspi (drawn by J. Martin),,60-67,,
3:28.0,J. Martin makes free throw 1 of 2,1,61-67,,
3:28.0,,,61-67,,Golden State full timeout
3:28.0,J. Martin misses free throw 2 of 2,,61-67,,
3:25.0,,,61-67,,Defensive rebound by K. Durant
3:11.0,,,61-67,,Shooting foul by M. Chalmers (drawn by K. Looney)
3:11.0,,,61-68,1,K. Looney makes free throw 1 of 2
3:11.0,,,61-69,1,K. Looney makes free throw 2 of 2
2:47.0,Turnover by M. Chalmers (bad pass; steal by P. McCaw),,61-69,,
2:44.0,,,61-69,,Turnover by P. McCaw (out of bounds lost ball)
2:28.0,B. McLemore misses 3-pt shot from 23 ft,,61-69,,
2:27.0,Offensive rebound by J. Ennis,,61-69,,
2:27.0,Offensive charge foul by J. Ennis (drawn by O. Casspi),,61-69,,
2:27.0,Turnover by J. Ennis (offensive foul),,61-69,,
2:13.0,Personal foul by J. Ennis (drawn by K. Durant),,61-69,,
2:13.0,,,61-69,,K. Durant misses free throw 1 of 2
2:13.0,,,61-69,,Offensive rebound by Team
2:13.0,,,61-70,1,K. Durant makes free throw 2 of 2
1:58.0,M. Gasol misses 2-pt shot from 10 ft,,61-70,,
1:53.0,,,61-70,,Defensive rebound by K. Looney
1:50.0,,,61-70,,K. Durant misses 3-pt shot from 28 ft
1:46.0,Defensive rebound by M. Chalmers,,61-70,,
1:41.0,,,61-70,,Personal foul by K. Durant (drawn by M. Gasol)
1:41.0,M. Gasol makes free throw 1 of 2,1,62-70,,
1:41.0,T. Evans enters the game for J. Ennis,,62-70,,
1:41.0,M. Gasol makes free throw 2 of 2,1,63-70,,
1:20.0,,,63-70,,K. Looney misses 2-pt shot from 13 ft
1:17.0,Defensive rebound by M. Gasol,,63-70,,
1:06.0,M. Chalmers misses 3-pt shot from 25 ft,,63-70,,
1:03.0,,,63-70,,Defensive rebound by P. McCaw
0:56.0,,,63-70,,K. Durant misses 2-pt shot from 2 ft (block by J. Martin)
0:52.0,Defensive rebound by T. Evans,,63-70,,
0:52.0,B. McLemore misses 2-pt shot from 3 ft,,63-70,,
0:52.0,,,63-70,,Defensive rebound by Team
0:52.0,Loose ball foul by J. Martin (drawn by P. McCaw),,63-70,,
0:52.0,,,63-70,,K. Thompson enters the game for K. Durant
0:52.0,D. Davis enters the game for M. Gasol,,63-70,,
0:52.0,,,63-71,1,P. McCaw makes free throw 1 of 2
0:52.0,,,63-71,,P. McCaw misses free throw 2 of 2
0:49.0,Defensive rebound by D. Davis,,63-71,,
0:37.0,T. Evans makes 2-pt shot from 1 ft,2,65-71,,
0:27.0,,,65-74,3,N. Young makes 3-pt shot from 25 ft (assist by P. McCaw)
0:04.0,T. Evans misses 2-pt shot from 2 ft,,65-74,,
0:02.0,Offensive rebound by T. Evans,,65-74,,
0:00.0,T. Evans misses 2-pt shot from 15 ft,,65-74,,
0:00.0,Offensive rebound by Team,,65-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,M. Chalmers misses 2-pt shot from 11 ft,,65-74,,
11:34.0,,,65-74,,Defensive rebound by N. Young
11:22.0,,,65-74,,Turnover by K. Thompson (lost ball; steal by M. Chalmers)
11:16.0,B. McLemore misses 3-pt shot from 25 ft,,65-74,,
11:12.0,,,65-74,,Defensive rebound by K. Thompson
11:03.0,,,65-74,,N. Young misses 3-pt shot from 23 ft
11:00.0,Defensive rebound by J. Martin,,65-74,,
10:47.0,T. Evans misses 2-pt shot from 7 ft (block by D. West),,65-74,,
10:47.0,Offensive rebound by Team,,65-74,,
10:45.0,T. Evans makes 2-pt shot from 19 ft (assist by M. Chalmers),2,67-74,,
10:23.0,,,67-74,,K. Thompson misses 2-pt shot from 19 ft
10:22.0,,,67-74,,Offensive rebound by N. Young
10:22.0,,,67-74,,Technical foul by K. Thompson
10:22.0,T. Evans makes technical free throw,1,68-74,,
10:17.0,,,68-74,,N. Young misses 2-pt shot from 19 ft
10:09.0,,,68-74,,Offensive rebound by P. McCaw
10:09.0,,,68-76,2,P. McCaw makes 2-pt shot at rim
9:52.0,J. Martin makes 3-pt shot from 23 ft (assist by T. Evans),3,71-76,,
9:30.0,,,71-78,2,D. West makes 2-pt shot from 4 ft
9:22.0,T. Evans makes 3-pt shot from 26 ft,3,74-78,,
9:08.0,,,74-80,2,O. Casspi makes 2-pt shot from 1 ft (assist by K. Thompson)
8:51.0,M. Chalmers misses 2-pt shot from 10 ft,,74-80,,
8:50.0,Offensive rebound by M. Chalmers,,74-80,,
8:41.0,T. Evans misses 3-pt shot from 26 ft,,74-80,,
8:38.0,,,74-80,,Defensive rebound by Team
8:38.0,M. Gasol enters the game for D. Davis,,74-80,,
8:25.0,,,74-80,,K. Thompson misses 2-pt shot from 1 ft
8:24.0,,,74-80,,Offensive rebound by O. Casspi
8:24.0,,,74-80,,O. Casspi misses 2-pt shot at rim
8:24.0,,,74-80,,Offensive rebound by O. Casspi
8:24.0,,,74-80,,Shooting foul by M. Gasol (drawn by O. Casspi)
8:24.0,,,74-81,1,O. Casspi makes free throw 1 of 2
8:24.0,,,74-82,1,O. Casspi makes free throw 2 of 2
8:14.0,,,74-82,,Personal foul by N. Young (drawn by B. McLemore)
8:10.0,,,74-82,,Violation by P. McCaw (kicked ball)
7:57.0,B. McLemore misses 2-pt shot from 21 ft,,74-82,,
7:51.0,Offensive rebound by M. Chalmers,,74-82,,
7:49.0,B. McLemore misses 3-pt shot from 25 ft,,74-82,,
7:46.0,,,74-82,,Defensive rebound by N. Young
7:44.0,,,74-82,,Offensive charge foul by O. Casspi (drawn by M. Chalmers)
7:44.0,,,74-82,,Turnover by O. Casspi (offensive foul)
7:34.0,Turnover by T. Evans (traveling),,74-82,,
7:26.0,,,74-82,,Golden State full timeout
7:26.0,A. Harrison enters the game for M. Chalmers,,74-82,,
7:08.0,,,74-82,,K. Thompson misses 2-pt shot from 18 ft
7:04.0,Defensive rebound by M. Gasol,,74-82,,
7:00.0,T. Evans misses 2-pt shot from 4 ft,,74-82,,
6:59.0,Offensive rebound by J. Martin,,74-82,,
6:59.0,J. Martin misses 2-pt shot at rim,,74-82,,
6:59.0,,,74-82,,Defensive rebound by Team
6:42.0,,,74-82,,D. West misses 2-pt shot from 7 ft
6:36.0,,,74-82,,Offensive rebound by D. West
6:36.0,,,74-82,,D. West misses 2-pt shot at rim
6:35.0,Defensive rebound by A. Harrison,,74-82,,
6:33.0,A. Harrison misses 2-pt shot from 2 ft (block by N. Young),,74-82,,
6:28.0,,,74-82,,Defensive rebound by N. Young
6:26.0,,,74-84,2,N. Young makes 2-pt shot from 10 ft
6:05.0,Turnover by M. Gasol (lost ball; steal by O. Casspi),,74-84,,
5:56.0,Personal foul by B. McLemore (drawn by P. McCaw),,74-84,,
5:56.0,,,74-84,,K. Durant enters the game for K. Thompson
5:56.0,J. Green enters the game for J. Martin,,74-84,,
5:56.0,M. Chalmers enters the game for B. McLemore,,74-84,,
5:49.0,,,74-84,,Turnover by K. Durant (out of bounds lost ball)
5:38.0,M. Gasol misses 3-pt shot from 27 ft,,74-84,,
5:34.0,,,74-84,,Defensive rebound by O. Casspi
5:26.0,,,74-84,,K. Durant misses 2-pt shot from 20 ft
5:20.0,Defensive rebound by T. Evans,,74-84,,
5:12.0,,,74-84,,Def 3 sec tech foul by K. Durant
5:12.0,,,74-84,,J. Bell enters the game for O. Casspi
5:12.0,M. Gasol makes technical free throw,1,75-84,,
5:02.0,T. Evans misses 2-pt shot from 2 ft,,75-84,,
4:58.0,Offensive rebound by J. Green,,75-84,,
4:58.0,J. Green misses 2-pt shot from 2 ft (block by P. McCaw),,75-84,,
4:58.0,,,75-84,,Defensive rebound by N. Young
4:58.0,Personal foul by A. Harrison (drawn by N. Young),,75-84,,
4:51.0,Technical foul by Team,,75-84,,
4:51.0,,,75-85,1,K. Durant makes technical free throw
4:40.0,,,75-85,,N. Young misses 2-pt shot from 15 ft (block by A. Harrison)
4:38.0,,,75-85,,Offensive rebound by N. Young
4:36.0,,,75-85,,Shooting foul by M. Gasol (drawn by D. West)
4:36.0,,,75-86,1,D. West makes free throw 1 of 2
4:36.0,,,75-86,,D. West misses free throw 2 of 2
4:34.0,Defensive rebound by M. Gasol,,75-86,,
4:34.0,Memphis full timeout,,75-86,,
4:34.0,,,75-86,,K. Thompson enters the game for N. Young
4:30.0,Turnover by A. Harrison (bad pass; steal by J. Bell),,75-86,,
4:10.0,,,75-89,3,K. Durant makes 3-pt shot from 25 ft (assist by K. Thompson)
3:52.0,M. Gasol makes 2-pt shot from 7 ft,2,77-89,,
3:52.0,Shooting foul by K. Durant (drawn by M. Gasol),,77-89,,
3:52.0,M. Gasol misses free throw 1 of 1,,77-89,,
3:49.0,,,77-89,,Defensive rebound by K. Durant
3:36.0,,,77-91,2,D. West makes 2-pt shot from 1 ft (assist by J. Bell)
3:15.0,T. Evans misses 3-pt shot from 25 ft,,77-91,,
3:09.0,,,77-91,,Defensive rebound by J. Bell
2:53.0,,,77-91,,P. McCaw misses 3-pt shot from 23 ft
2:47.0,Defensive rebound by J. Green,,77-91,,
2:37.0,M. Chalmers makes 3-pt shot from 25 ft (assist by M. Gasol),3,80-91,,
2:21.0,,,80-91,,Shooting foul by M. Chalmers (drawn by J. Bell)
