time,LA Clippers,pts.away,score,pts.home,LA Lakers
3:27.0,,,78-67,2,L. Nance makes 2-pt shot from 3 ft (assist by C. Brewer)
3:27.0,,,78-67,,Shooting foul by A. Rivers (drawn by L. Nance)
3:27.0,,,78-68,1,L. Nance makes free throw 1 of 1
3:06.0,J. Evans misses 3-pt shot from 23 ft,,78-68,,
3:03.0,Offensive rebound by D. Jordan,,78-68,,
3:02.0,D. Jordan makes 2-pt shot from 2 ft,2,80-68,,
2:54.0,,,80-68,,Turnover by L. Nance (bad pass; steal by J. Evans)
2:48.0,J. Evans misses 2-pt shot from 2 ft,,80-68,,
2:44.0,,,80-68,,Defensive rebound by B. Ingram
2:37.0,,,80-70,2,L. Nance makes 2-pt shot from 13 ft (assist by J. Clarkson)
2:25.0,D. Jordan makes 2-pt shot from 2 ft (assist by L. Williams),2,82-70,,
2:09.0,,,82-72,2,B. Ingram makes 2-pt shot from 2 ft (assist by L. Nance)
2:06.0,LA Clippers full timeout,,82-72,,
2:06.0,,,82-72,,LA Lakers full timeout
2:06.0,W. Johnson enters the game for D. Jordan,,82-72,,
2:06.0,M. Harrell enters the game for A. Rivers,,82-72,,
1:42.0,S. Dekker misses 3-pt shot from 25 ft,,82-72,,
1:39.0,,,82-72,,Defensive rebound by L. Nance
1:27.0,,,82-72,,Turnover by B. Ingram (bad pass; steal by J. Evans)
1:22.0,M. Harrell makes 2-pt shot from 1 ft (assist by L. Williams),2,84-72,,
1:17.0,,,84-72,,Shooting foul by J. Evans (drawn by B. Ingram)
1:17.0,,,84-73,1,B. Ingram makes free throw 1 of 2
1:17.0,,,84-73,,A. Caruso enters the game for K. Kuzma
1:17.0,,,84-74,1,B. Ingram makes free throw 2 of 2
1:07.0,M. Harrell makes 2-pt shot from 2 ft,2,86-74,,
1:07.0,Shooting foul by L. Nance (drawn by M. Harrell),,86-74,,
1:07.0,M. Harrell makes free throw 1 of 1,1,87-74,,
0:57.0,,,87-74,,Shooting foul by M. Harrell (drawn by L. Nance)
0:57.0,,,87-75,1,L. Nance makes free throw 1 of 2
0:57.0,,,87-76,1,L. Nance makes free throw 2 of 2
0:36.0,L. Williams misses 3-pt shot from 27 ft,,87-76,,
0:34.0,Offensive rebound by L. Williams,,87-76,,
0:32.0,,,87-76,,Personal foul by B. Ingram (drawn by L. Williams)
0:32.0,L. Williams makes free throw 1 of 2,1,88-76,,
0:32.0,L. Williams makes free throw 2 of 2,1,89-76,,
0:08.0,Jump ball: L. Nance vs. J. Evans (M. Harrell gains possession),,,,Jump ball: L. Nance vs. J. Evans (M. Harrell gains possession)
0:04.0,,,89-76,,Turnover by L. Nance (turnover; steal by J. Evans)
0:00.0,J. Evans makes 2-pt shot from 2 ft,2,91-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,L. Williams misses 3-pt shot from 27 ft,,91-76,,
11:38.0,,,91-76,,Defensive rebound by C. Brewer
11:27.0,,,91-78,2,L. Nance makes 2-pt shot from 2 ft (assist by C. Brewer)
11:20.0,M. Harrell makes 2-pt shot from 1 ft (assist by J. Evans),2,93-78,,
11:06.0,,,93-80,2,L. Nance makes 2-pt shot from 3 ft (assist by J. Clarkson)
11:01.0,,,93-80,,Personal foul by A. Caruso (drawn by J. Evans)
11:01.0,M. Teodosic enters the game for W. Johnson,,93-80,,
10:52.0,S. Dekker makes 2-pt shot from 1 ft (assist by J. Evans),2,95-80,,
10:40.0,,,95-80,,J. Clarkson misses 2-pt shot from 18 ft
10:36.0,Defensive rebound by M. Harrell,,95-80,,
10:31.0,L. Williams makes 2-pt shot from 2 ft (assist by M. Teodosic),2,97-80,,
10:25.0,,,97-82,2,J. Clarkson makes 2-pt shot from 1 ft (assist by A. Caruso)
10:18.0,L. Williams misses 3-pt shot from 24 ft,,97-82,,
10:17.0,Offensive rebound by M. Harrell,,97-82,,
10:17.0,Shooting foul by L. Nance (drawn by M. Harrell),,97-82,,
10:17.0,M. Harrell misses free throw 1 of 2,,97-82,,
10:17.0,Offensive rebound by Team,,97-82,,
10:17.0,M. Harrell misses free throw 2 of 2,,97-82,,
10:13.0,,,97-82,,Defensive rebound by L. Nance
10:02.0,,,97-84,2,L. Nance makes 2-pt shot from 2 ft (assist by J. Clarkson)
9:46.0,L. Williams makes 2-pt shot from 1 ft,2,99-84,,
9:30.0,,,99-84,,L. Nance misses 2-pt shot from 17 ft
9:26.0,Defensive rebound by M. Harrell,,99-84,,
9:12.0,M. Harrell misses 2-pt shot from 1 ft (block by L. Nance),,99-84,,
9:12.0,,,99-84,,Defensive rebound by L. Nance
9:05.0,,,99-86,2,J. Clarkson makes 2-pt shot from 3 ft
8:43.0,S. Dekker makes 2-pt shot from 1 ft,2,101-86,,
8:30.0,,,101-86,,J. Clarkson misses 2-pt shot from 3 ft (block by M. Harrell)
8:29.0,Defensive rebound by M. Harrell,,101-86,,
8:29.0,,,101-86,,LA Lakers full timeout
8:29.0,,,101-86,,K. Kuzma enters the game for C. Brewer
8:29.0,,,101-86,,B. Ingram enters the game for A. Caruso
8:29.0,,,101-86,,K. Caldwell-Pope enters the game for J. Hart
8:29.0,B. Griffin enters the game for J. Evans,,101-86,,
8:24.0,Jump ball: L. Nance vs. M. Harrell (K. Caldwell-Pope gains possession),,,,Jump ball: L. Nance vs. M. Harrell (K. Caldwell-Pope gains possession)
8:24.0,Turnover by M. Harrell (lost ball; steal by L. Nance),,101-86,,
8:11.0,,,101-88,2,B. Ingram makes 2-pt shot from 16 ft
7:51.0,Shooting foul by B. Ingram (drawn by L. Williams),,101-88,,
7:51.0,L. Williams makes free throw 1 of 2,1,102-88,,
7:51.0,D. Jordan enters the game for M. Harrell,,102-88,,
7:51.0,L. Williams makes free throw 2 of 2,1,103-88,,
7:38.0,Personal foul by S. Dekker (drawn by L. Nance),,103-88,,
