time,LA Clippers,pts.away,score,pts.home,Golden State
3:01.0,,,25-26,2,A. Iguodala makes 2-pt shot from 21 ft (assist by O. Casspi)
2:41.0,Turnover by L. Williams (bad pass; steal by A. Iguodala),,25-26,,
2:31.0,,,25-26,,O. Casspi misses 2-pt shot from 5 ft (block by C. Williams)
2:29.0,Defensive rebound by D. Jordan,,25-26,,
2:27.0,C. Williams makes 2-pt shot from 1 ft (assist by L. Williams),2,27-26,,
2:27.0,,,27-26,,Violation by D. Green (def goaltending)
2:10.0,,,27-29,3,A. Iguodala makes 3-pt shot from 26 ft (assist by P. McCaw)
2:04.0,M. Harrell makes 2-pt shot from 2 ft (assist by L. Williams),2,29-29,,
1:55.0,,,29-29,,J. McGee misses 2-pt shot from 18 ft
1:52.0,Defensive rebound by T. Wallace,,29-29,,
1:45.0,,,29-29,,D. West enters the game for J. McGee
1:45.0,S. Dekker enters the game for L. Williams,,29-29,,
1:38.0,T. Wallace misses 2-pt shot from 11 ft (block by D. West),,29-29,,
1:34.0,,,29-29,,Defensive rebound by O. Casspi
1:31.0,,,29-31,2,A. Iguodala makes 2-pt shot from 2 ft
1:10.0,C. Williams misses 2-pt shot from 12 ft,,29-31,,
1:02.0,Offensive rebound by M. Harrell,,29-31,,
1:02.0,M. Harrell makes 2-pt shot at rim,2,31-31,,
0:57.0,,,31-33,2,D. West makes 2-pt shot from 18 ft (assist by D. Green)
0:42.0,Shooting foul by D. West (drawn by D. Jordan),,31-33,,
0:42.0,D. Jordan misses free throw 1 of 2,,31-33,,
0:42.0,Offensive rebound by Team,,31-33,,
0:42.0,S. Thornwell enters the game for C. Williams,,31-33,,
0:42.0,D. Jordan makes free throw 2 of 2,1,32-33,,
0:36.0,,,32-33,,D. West misses 2-pt shot from 17 ft
0:32.0,Defensive rebound by M. Harrell,,32-33,,
0:23.0,S. Thornwell misses 2-pt shot from 10 ft,,32-33,,
0:19.0,,,32-33,,Defensive rebound by A. Iguodala
0:14.0,,,32-33,,K. Durant enters the game for P. McCaw
0:14.0,,,32-33,,N. Young enters the game for O. Casspi
0:14.0,W. Reed enters the game for D. Jordan,,32-33,,
0:09.0,Personal foul by S. Dekker (drawn by K. Durant),,32-33,,
0:02.0,,,32-35,2,K. Durant makes 2-pt shot from 13 ft (assist by D. Green)
0:00.0,W. Reed misses 3-pt shot from 32 ft,,32-35,,
0:00.0,Offensive rebound by Team,,32-35,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,32-35,,Shooting foul by M. Harrell (drawn by D. West)
11:44.0,,,32-35,,D. West misses free throw 1 of 2
11:44.0,,,32-35,,Offensive rebound by Team
11:44.0,,,32-36,1,D. West makes free throw 2 of 2
11:20.0,T. Wallace makes 3-pt shot from 25 ft (assist by S. Dekker),3,35-36,,
11:01.0,,,35-36,,D. West misses 2-pt shot from 16 ft
10:58.0,Defensive rebound by S. Dekker,,35-36,,
10:39.0,Shooting foul by A. Iguodala (drawn by S. Thornwell),,35-36,,
10:39.0,S. Thornwell makes free throw 1 of 2,1,36-36,,
10:39.0,S. Thornwell makes free throw 2 of 2,1,37-36,,
10:27.0,Personal foul by W. Reed (drawn by D. West),,37-36,,
10:21.0,,,37-38,2,P. McCaw makes 2-pt shot at rim (assist by D. West)
9:56.0,W. Reed makes 2-pt shot from 7 ft,2,39-38,,
9:44.0,,,39-38,,N. Young misses 3-pt shot from 23 ft
9:40.0,Defensive rebound by S. Thornwell,,39-38,,
9:38.0,S. Dekker makes 2-pt shot from 1 ft (assist by S. Thornwell),2,41-38,,
9:38.0,,,41-38,,Golden State full timeout
9:22.0,,,41-38,,D. Green misses 3-pt shot from 26 ft
9:18.0,Defensive rebound by S. Thornwell,,41-38,,
9:15.0,Shooting foul by D. Green (drawn by T. Wallace),,41-38,,
9:15.0,T. Wallace misses free throw 1 of 2,,41-38,,
9:15.0,Offensive rebound by Team,,41-38,,
9:15.0,T. Wallace makes free throw 2 of 2,1,42-38,,
8:53.0,,,42-38,,D. West misses 2-pt shot from 3 ft
8:48.0,Defensive rebound by T. Wallace,,42-38,,
8:39.0,M. Harrell misses 2-pt shot from 9 ft,,42-38,,
8:33.0,,,42-38,,Defensive rebound by D. Green
8:28.0,,,42-38,,P. McCaw misses 2-pt shot from 2 ft (block by W. Reed)
8:24.0,Defensive rebound by M. Harrell,,42-38,,
8:22.0,M. Harrell misses 2-pt shot from 2 ft (block by D. West),,42-38,,
8:17.0,,,42-38,,Defensive rebound by P. McCaw
8:14.0,,,42-38,,N. Young misses 3-pt shot from 26 ft
8:11.0,Defensive rebound by S. Dekker,,42-38,,
8:02.0,S. Dekker misses 2-pt shot from 1 ft,,42-38,,
7:59.0,Offensive rebound by S. Dekker,,42-38,,
7:49.0,T. Wallace misses 2-pt shot from 10 ft,,42-38,,
7:49.0,,,42-38,,Defensive rebound by D. West
7:49.0,Personal foul by W. Reed (drawn by D. West),,42-38,,
7:49.0,,,42-38,,K. Durant enters the game for N. Young
7:49.0,,,42-38,,O. Casspi enters the game for D. Green
7:49.0,C. Williams enters the game for S. Thornwell,,42-38,,
7:49.0,D. Jordan enters the game for M. Harrell,,42-38,,
7:49.0,L. Williams enters the game for W. Reed,,42-38,,
7:33.0,,,42-40,2,K. Durant makes 2-pt shot from 12 ft (assist by P. McCaw)
7:14.0,C. Williams misses 3-pt shot from 25 ft,,42-40,,
7:08.0,Offensive rebound by T. Wallace,,42-40,,
7:06.0,L. Williams misses 3-pt shot from 24 ft,,42-40,,
7:05.0,Offensive rebound by Team,,42-40,,
7:05.0,,,42-40,,S. Livingston enters the game for A. Iguodala
7:05.0,W. Johnson enters the game for S. Dekker,,42-40,,
7:03.0,,,42-40,,Violation by S. Livingston (kicked ball)
7:03.0,,,42-40,,J. Bell enters the game for D. West
6:56.0,Turnover by W. Johnson (out of bounds lost ball),,42-40,,
6:39.0,,,42-43,3,K. Durant makes 3-pt shot from 26 ft
6:39.0,,,42-43,,Shooting foul by D. Jordan (drawn by K. Durant)
6:39.0,,,42-44,1,K. Durant makes free throw 1 of 1
6:29.0,L. Williams misses 2-pt shot from 5 ft,,42-44,,
6:27.0,Offensive rebound by Team,,42-44,,
6:27.0,Turnover by L. Williams (traveling),,42-44,,
6:27.0,J. Evans enters the game for T. Wallace,,42-44,,
6:13.0,,,42-46,2,K. Durant makes 2-pt shot from 18 ft (assist by O. Casspi)
5:57.0,Turnover by D. Jordan (lost ball; steal by O. Casspi),,42-46,,
5:53.0,,,42-48,2,J. Bell makes 2-pt shot from 1 ft (assist by K. Durant)
5:53.0,LA Clippers full timeout,,42-48,,
5:43.0,J. Evans misses 2-pt shot from 19 ft,,42-48,,
5:42.0,Offensive rebound by Team,,42-48,,
5:42.0,,,42-48,,Loose ball foul by J. Bell (drawn by D. Jordan)
5:34.0,C. Williams misses 2-pt shot from 10 ft,,42-48,,
5:32.0,Offensive rebound by D. Jordan,,42-48,,
5:32.0,D. Jordan makes 2-pt shot at rim,2,44-48,,
5:16.0,,,44-50,2,J. Bell makes 2-pt shot from 2 ft (assist by S. Livingston)
5:02.0,L. Williams makes 2-pt shot from 17 ft,2,46-50,,
4:45.0,,,46-50,,O. Casspi misses 2-pt shot from 8 ft
4:43.0,Defensive rebound by D. Jordan,,46-50,,
4:33.0,D. Jordan misses 2-pt shot from 6 ft (block by J. Bell),,46-50,,
4:30.0,,,46-50,,Defensive rebound by K. Durant
4:30.0,,,46-50,,Offensive charge foul by P. McCaw (drawn by J. Evans)
4:30.0,,,46-50,,Turnover by P. McCaw (offensive foul)
4:18.0,J. Evans misses 2-pt shot from 18 ft,,46-50,,
4:12.0,,,46-50,,Defensive rebound by O. Casspi
4:10.0,Personal foul by W. Johnson (drawn by K. Durant),,46-50,,
4:10.0,,,46-50,,K. Durant misses free throw 1 of 2
4:10.0,,,46-50,,Offensive rebound by Team
4:10.0,,,46-50,,A. Iguodala enters the game for P. McCaw
4:10.0,,,46-51,1,K. Durant makes free throw 2 of 2
3:58.0,Turnover by L. Williams (bad pass; steal by O. Casspi),,46-51,,
3:44.0,,,46-53,2,O. Casspi makes 2-pt shot from 7 ft (assist by S. Livingston)
3:31.0,J. Evans misses 2-pt shot from 8 ft (block by K. Durant),,46-53,,
3:28.0,Offensive rebound by W. Johnson,,46-53,,
3:26.0,D. Jordan makes 2-pt shot from 1 ft (assist by W. Johnson),2,48-53,,
3:13.0,,,48-55,2,O. Casspi makes 2-pt shot from 3 ft
3:03.0,L. Williams makes 3-pt shot from 24 ft,3,51-55,,
2:47.0,,,51-58,3,K. Durant makes 3-pt shot from 27 ft (assist by A. Iguodala)
2:33.0,L. Williams makes 3-pt shot from 24 ft (assist by D. Jordan),3,54-58,,
2:16.0,,,54-58,,Turnover by J. Bell (bad pass; steal by W. Johnson)
2:11.0,Turnover by J. Evans (lost ball; steal by A. Iguodala),,54-58,,
2:07.0,,,54-58,,Shooting foul by D. Jordan (drawn by S. Livingston)
2:07.0,,,54-59,1,S. Livingston makes free throw 1 of 2
2:07.0,,,54-59,,D. Green enters the game for J. Bell
2:07.0,M. Harrell enters the game for J. Evans,,54-59,,
2:07.0,T. Wallace enters the game for W. Johnson,,54-59,,
2:07.0,,,54-60,1,S. Livingston makes free throw 2 of 2
1:57.0,,,54-60,,Personal foul by A. Iguodala (drawn by L. Williams)
1:48.0,,,54-60,,Personal foul by S. Livingston (drawn by T. Wallace)
1:48.0,T. Wallace makes free throw 1 of 2,1,55-60,,
1:48.0,T. Wallace misses free throw 2 of 2,,55-60,,
1:46.0,,,55-60,,Defensive rebound by D. Green
1:41.0,,,55-62,2,K. Durant makes 2-pt shot from 21 ft (assist by D. Green)
1:20.0,T. Wallace makes 2-pt shot from 9 ft,2,57-62,,
1:13.0,,,57-62,,Turnover by K. Durant (bad pass; steal by T. Wallace)
1:00.0,Turnover by M. Harrell (lost ball; steal by S. Livingston),,57-62,,
0:56.0,,,57-62,,Turnover by S. Livingston (bad pass; steal by C. Williams)
0:52.0,Shooting foul by S. Livingston (drawn by D. Jordan),,57-62,,
0:52.0,D. Jordan misses free throw 1 of 2,,57-62,,
0:52.0,Offensive rebound by Team,,57-62,,
0:52.0,D. Jordan makes free throw 2 of 2,1,58-62,,
0:35.0,,,58-62,,D. Green misses 3-pt shot from 27 ft
0:32.0,Defensive rebound by C. Williams,,58-62,,
0:17.0,L. Williams misses 3-pt shot from 25 ft,,58-62,,
0:13.0,Offensive rebound by C. Williams,,58-62,,
0:02.0,C. Williams misses 3-pt shot from 25 ft,,58-62,,
0:00.0,Offensive rebound by Team,,58-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,58-62,,Turnover by K. Durant (bad pass)
11:26.0,C. Williams makes 2-pt shot from 2 ft,2,60-62,,
11:24.0,T. Wallace enters the game for C. Williams,,60-62,,
11:13.0,,,60-62,,K. Durant misses 2-pt shot from 10 ft
11:10.0,,,60-62,,Offensive rebound by S. Livingston
11:10.0,,,60-62,,S. Livingston misses 2-pt shot at rim (block by D. Jordan)
11:08.0,Defensive rebound by L. Williams,,60-62,,
11:03.0,,,60-62,,Personal foul by Z. Pachulia (drawn by D. Jordan)
10:55.0,Offensive charge foul by D. Jordan (drawn by N. Young),,60-62,,
10:55.0,Turnover by D. Jordan (offensive foul),,60-62,,
10:43.0,,,60-64,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by K. Durant)
10:33.0,W. Johnson misses 2-pt shot from 18 ft,,60-64,,
10:32.0,Offensive rebound by Team,,60-64,,
10:32.0,,,60-64,,Loose ball foul by Z. Pachulia (drawn by D. Jordan)
10:24.0,J. Evans misses 3-pt shot from 27 ft,,60-64,,
10:21.0,,,60-64,,Defensive rebound by D. Green
10:13.0,,,60-64,,S. Livingston misses 2-pt shot from 13 ft
10:08.0,Defensive rebound by D. Jordan,,60-64,,
10:01.0,Turnover by L. Williams (lost ball; steal by N. Young),,60-64,,
9:57.0,,,60-64,,Turnover by S. Livingston (lost ball; steal by W. Johnson)
9:53.0,Turnover by W. Johnson (bad pass; steal by S. Livingston),,60-64,,
9:53.0,,,60-64,,Shooting foul by T. Wallace (drawn by K. Durant)
9:53.0,,,60-65,1,K. Durant makes free throw 1 of 2
9:53.0,,,60-66,1,K. Durant makes free throw 2 of 2
9:43.0,Shooting foul by K. Durant (drawn by L. Williams),,60-66,,
9:43.0,L. Williams makes free throw 1 of 2,1,61-66,,
9:43.0,L. Williams makes free throw 2 of 2,1,62-66,,
9:24.0,,,62-66,,Shooting foul by W. Johnson (drawn by D. Green)
9:24.0,,,62-67,1,D. Green makes free throw 1 of 2
9:24.0,,,62-68,1,D. Green makes free throw 2 of 2
9:12.0,T. Wallace makes 2-pt shot from 2 ft (assist by L. Williams),2,64-68,,
9:01.0,,,64-71,3,K. Durant makes 3-pt shot from 25 ft (assist by Z. Pachulia)
8:47.0,J. Evans makes 2-pt shot from 20 ft (assist by L. Williams),2,66-71,,
8:38.0,,,66-71,,Shooting foul by J. Evans (drawn by S. Livingston)
8:38.0,,,66-72,1,S. Livingston makes free throw 1 of 2
8:38.0,,,66-73,1,S. Livingston makes free throw 2 of 2
8:23.0,Shooting foul by S. Livingston (drawn by J. Evans),,66-73,,
8:23.0,J. Evans misses free throw 1 of 2,,66-73,,
8:23.0,Offensive rebound by Team,,66-73,,
8:23.0,J. Evans makes free throw 2 of 2,1,67-73,,
8:06.0,,,67-73,,Shooting foul by W. Johnson (drawn by D. Green)
8:06.0,,,67-74,1,D. Green makes free throw 1 of 2
8:06.0,,,67-75,1,D. Green makes free throw 2 of 2
7:57.0,L. Williams makes 3-pt shot from 26 ft,3,70-75,,
7:42.0,,,70-75,,Turnover by Z. Pachulia (traveling)
7:35.0,L. Williams misses 2-pt shot from 22 ft,,70-75,,
7:30.0,,,70-75,,Defensive rebound by D. Green
7:22.0,,,70-75,,D. Green misses 3-pt shot from 25 ft
7:19.0,Defensive rebound by D. Jordan,,70-75,,
7:14.0,Turnover by D. Jordan (bad pass),,70-75,,
7:07.0,,,70-77,2,N. Young makes 2-pt shot from 11 ft
7:00.0,,,70-77,,Personal foul by N. Young (drawn by L. Williams)
7:00.0,L. Williams makes free throw 1 of 2,1,71-77,,
7:00.0,S. Dekker enters the game for W. Johnson,,71-77,,
7:00.0,L. Williams makes free throw 2 of 2,1,72-77,,
6:50.0,,,72-79,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by K. Durant)
6:39.0,J. Evans misses 2-pt shot from 16 ft,,72-79,,
6:36.0,,,72-79,,Defensive rebound by D. Green
6:25.0,Personal foul by T. Wallace (drawn by Z. Pachulia),,72-79,,
6:25.0,,,72-79,,Golden State full timeout
6:25.0,,,72-80,1,Z. Pachulia makes free throw 1 of 2
6:25.0,,,72-81,1,Z. Pachulia makes free throw 2 of 2
6:17.0,T. Wallace makes 2-pt shot from 3 ft (assist by S. Dekker),2,74-81,,
6:17.0,Shooting foul by K. Durant (drawn by T. Wallace),,74-81,,
6:17.0,T. Wallace makes free throw 1 of 1,1,75-81,,
6:05.0,,,75-81,,N. Young misses 3-pt shot from 25 ft
6:03.0,Defensive rebound by D. Jordan,,75-81,,
5:55.0,L. Williams makes 2-pt shot from 1 ft,2,77-81,,
5:39.0,,,77-81,,N. Young misses 2-pt shot from 8 ft
5:36.0,Defensive rebound by J. Evans,,77-81,,
5:33.0,T. Wallace makes 2-pt shot from 2 ft (assist by J. Evans),2,79-81,,
5:33.0,,,79-81,,Golden State full timeout
5:33.0,,,79-81,,O. Casspi enters the game for N. Young
5:33.0,,,79-81,,A. Iguodala enters the game for D. Green
5:33.0,,,79-81,,P. McCaw enters the game for S. Livingston
5:19.0,,,79-81,,Turnover by K. Durant (traveling)
5:08.0,L. Williams makes 2-pt shot from 18 ft,2,81-81,,
4:43.0,,,81-81,,O. Casspi misses 2-pt shot from 7 ft
4:40.0,Defensive rebound by Team,,81-81,,
4:29.0,L. Williams makes 2-pt shot from 19 ft,2,83-81,,
4:02.0,,,83-81,,P. McCaw misses 2-pt shot from 2 ft
3:58.0,Defensive rebound by L. Williams,,83-81,,
3:55.0,L. Williams makes 2-pt shot from 10 ft (assist by D. Jordan),2,85-81,,
3:31.0,,,85-83,2,K. Durant makes 2-pt shot from 11 ft
3:11.0,L. Williams makes 3-pt shot from 24 ft,3,88-83,,
3:02.0,,,88-83,,Turnover by P. McCaw (traveling)
3:02.0,,,88-83,,J. Bell enters the game for Z. Pachulia
3:02.0,,,88-83,,D. Green enters the game for K. Durant
2:53.0,L. Williams misses 3-pt shot from 28 ft,,88-83,,
2:48.0,,,88-83,,Defensive rebound by J. Bell
2:44.0,,,88-85,2,A. Iguodala makes 2-pt shot from 1 ft
2:22.0,Shooting foul by D. Green (drawn by L. Williams),,88-85,,
2:22.0,L. Williams makes free throw 1 of 2,1,89-85,,
2:22.0,L. Williams makes free throw 2 of 2,1,90-85,,
2:02.0,,,90-85,,Turnover by J. Bell (bad pass; steal by T. Wallace)
1:58.0,L. Williams makes 2-pt shot from 2 ft (assist by T. Wallace),2,92-85,,
1:42.0,,,92-87,2,D. Green makes 2-pt shot from 14 ft (assist by A. Iguodala)
1:17.0,J. Evans misses 2-pt shot from 2 ft,,92-87,,
1:15.0,,,92-87,,Defensive rebound by P. McCaw
1:11.0,,,92-89,2,O. Casspi makes 2-pt shot at rim (assist by J. Bell)
0:58.0,Shooting foul by J. Bell (drawn by L. Williams),,92-89,,
0:58.0,L. Williams makes free throw 1 of 2,1,93-89,,
0:58.0,,,93-89,,K. Looney enters the game for J. Bell
0:58.0,L. Williams makes free throw 2 of 2,1,94-89,,
0:44.0,,,94-89,,Shooting foul by S. Dekker (drawn by D. Green)
0:44.0,,,94-89,,D. Green misses free throw 1 of 2
0:44.0,,,94-89,,Offensive rebound by Team
0:44.0,M. Harrell enters the game for J. Evans,,94-89,,
0:44.0,,,94-90,1,D. Green makes free throw 2 of 2
0:38.0,L. Williams misses 3-pt shot from 26 ft,,94-90,,
0:34.0,,,94-90,,Defensive rebound by O. Casspi
0:29.0,,,94-90,,P. McCaw misses 3-pt shot from 26 ft
0:24.0,Defensive rebound by T. Wallace,,94-90,,
0:08.0,L. Williams makes 3-pt shot from 28 ft,3,97-90,,
0:01.0,,,97-90,,D. Green misses 3-pt shot from 28 ft
0:00.0,,,97-90,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,W. Reed makes 2-pt shot from 10 ft (assist by T. Wallace),2,99-90,,
11:35.0,,,99-90,,Turnover by D. West (bad pass)
11:07.0,T. Wallace misses 2-pt shot from 12 ft,,99-90,,
11:04.0,Offensive rebound by M. Harrell,,99-90,,
10:59.0,M. Harrell misses 2-pt shot at rim,,99-90,,
10:58.0,Offensive rebound by S. Dekker,,99-90,,
10:43.0,Turnover by W. Reed (bad pass; steal by A. Iguodala),,99-90,,
10:31.0,,,99-90,,D. West misses 2-pt shot from 16 ft
10:28.0,Defensive rebound by W. Reed,,99-90,,
10:20.0,T. Wallace makes 2-pt shot from 1 ft,2,101-90,,
10:04.0,,,101-92,2,P. McCaw makes 2-pt shot from 1 ft (assist by D. West)
9:43.0,M. Harrell makes 2-pt shot from 10 ft (assist by T. Wallace),2,103-92,,
9:26.0,,,103-92,,D. West misses 2-pt shot from 7 ft
9:22.0,Defensive rebound by W. Reed,,103-92,,
9:12.0,J. Evans misses 2-pt shot from 8 ft,,103-92,,
9:05.0,Offensive rebound by S. Dekker,,103-92,,
9:05.0,S. Dekker makes 2-pt shot at rim,2,105-92,,
8:58.0,,,105-92,,D. Green misses 2-pt shot from 10 ft
8:55.0,Defensive rebound by M. Harrell,,105-92,,
8:37.0,T. Wallace misses 2-pt shot from 15 ft,,105-92,,
8:35.0,,,105-92,,Defensive rebound by D. Green
8:30.0,,,105-92,,D. Green misses 3-pt shot from 25 ft
8:26.0,Defensive rebound by Team,,105-92,,
8:26.0,,,105-92,,K. Durant enters the game for P. McCaw
8:26.0,,,105-92,,O. Casspi enters the game for N. Young
8:07.0,W. Reed misses 2-pt shot from 3 ft (block by D. West),,105-92,,
8:06.0,Offensive rebound by Team,,105-92,,
8:06.0,,,105-92,,S. Livingston enters the game for D. Green
7:52.0,M. Harrell makes 2-pt shot from 10 ft (assist by T. Wallace),2,107-92,,
7:37.0,,,107-92,,Turnover by A. Iguodala (bad pass; steal by S. Dekker)
7:31.0,W. Reed misses 2-pt shot from 3 ft (block by D. West),,107-92,,
7:31.0,Offensive rebound by Team,,107-92,,
7:23.0,Shooting foul by A. Iguodala (drawn by T. Wallace),,107-92,,
7:23.0,T. Wallace makes free throw 1 of 2,1,108-92,,
7:23.0,,,108-92,,Golden State full timeout
7:23.0,,,108-92,,J. Bell enters the game for D. West
7:23.0,T. Wallace makes free throw 2 of 2,1,109-92,,
7:09.0,,,109-92,,K. Durant misses 2-pt shot from 18 ft
7:02.0,Defensive rebound by W. Reed,,109-92,,
6:48.0,M. Harrell misses 2-pt shot from 13 ft,,109-92,,
6:45.0,,,109-92,,Defensive rebound by K. Durant
6:35.0,,,109-92,,A. Iguodala misses 2-pt shot from 5 ft
6:32.0,Defensive rebound by S. Dekker,,109-92,,
6:17.0,T. Wallace makes 2-pt shot from 6 ft,2,111-92,,
6:04.0,,,111-94,2,K. Durant makes 2-pt shot from 18 ft
5:38.0,Turnover by W. Reed (lost ball; steal by K. Durant),,111-94,,
5:29.0,,,111-97,3,K. Durant makes 3-pt shot from 25 ft (assist by S. Livingston)
5:27.0,LA Clippers full timeout,,111-97,,
5:27.0,D. Jordan enters the game for S. Dekker,,111-97,,
5:27.0,L. Williams enters the game for W. Reed,,111-97,,
5:00.0,L. Williams makes 2-pt shot from 9 ft,2,113-97,,
