time,LA Lakers,pts.away,score,pts.home,San Antonio
7:38.0,,,5-8,,P. Gasol misses free throw 1 of 2
7:38.0,,,5-8,,Offensive rebound by Team
7:38.0,,,5-8,,R. Gay enters the game for D. Bertans
7:38.0,,,5-8,,P. Gasol misses free throw 2 of 2
7:35.0,Defensive rebound by J. Randle,,5-8,,
7:14.0,L. Ball misses 3-pt shot from 23 ft,,5-8,,
7:11.0,,,5-8,,Defensive rebound by R. Gay
6:56.0,,,5-10,2,P. Gasol makes 2-pt shot at rim (assist by K. Anderson)
6:42.0,Turnover by B. Lopez (bad pass; steal by K. Anderson),,5-10,,
6:35.0,,,5-12,2,P. Mills makes 2-pt shot from 21 ft (assist by P. Gasol)
6:17.0,B. Lopez misses 2-pt shot from 7 ft,,5-12,,
6:15.0,,,5-12,,Defensive rebound by R. Gay
6:08.0,,,5-12,,Shooting foul by K. Kuzma (drawn by R. Gay)
6:08.0,,,5-13,1,R. Gay makes free throw 1 of 2
6:08.0,,,5-13,,T. Parker enters the game for D. Murray
6:08.0,I. Thomas enters the game for K. Caldwell-Pope,,5-13,,
6:08.0,,,5-14,1,R. Gay makes free throw 2 of 2
5:57.0,Shooting foul by P. Gasol (drawn by J. Randle),,5-14,,
5:57.0,J. Randle makes free throw 1 of 2,1,6-14,,
5:57.0,J. Randle makes free throw 2 of 2,1,7-14,,
5:37.0,,,7-14,,T. Parker misses 2-pt shot from 14 ft
5:33.0,,,7-14,,Offensive rebound by P. Gasol
5:33.0,,,7-16,2,P. Gasol makes 2-pt shot at rim
5:27.0,B. Lopez misses 3-pt shot from 25 ft,,7-16,,
5:20.0,Offensive rebound by K. Kuzma,,7-16,,
5:20.0,K. Kuzma misses 2-pt shot at rim,,7-16,,
5:19.0,,,7-16,,Defensive rebound by K. Anderson
5:08.0,,,7-16,,R. Gay misses 3-pt shot from 24 ft
5:06.0,Defensive rebound by J. Randle,,7-16,,
5:00.0,Turnover by I. Thomas (bad pass),,7-16,,
5:00.0,,,7-16,,D. Green enters the game for K. Anderson
5:00.0,,,7-16,,M. Ginobili enters the game for P. Mills
4:46.0,,,7-18,2,M. Ginobili makes 2-pt shot from 10 ft
4:36.0,K. Kuzma misses 2-pt shot from 12 ft,,7-18,,
4:33.0,Offensive rebound by K. Kuzma,,7-18,,
4:33.0,K. Kuzma makes 2-pt shot at rim,2,9-18,,
4:25.0,Def 3 sec tech foul by B. Lopez,,9-18,,
4:25.0,,,9-19,1,M. Ginobili makes technical free throw
4:25.0,,,9-19,,J. Lauvergne enters the game for P. Gasol
4:25.0,I. Zubac enters the game for B. Lopez,,9-19,,
4:11.0,,,9-21,2,M. Ginobili makes 2-pt shot from 5 ft
4:04.0,I. Thomas misses 3-pt shot from 25 ft,,9-21,,
4:04.0,,,9-21,,Defensive rebound by J. Lauvergne
3:52.0,,,9-21,,M. Ginobili misses 2-pt shot from 16 ft
3:52.0,Defensive rebound by J. Randle,,9-21,,
3:43.0,Turnover by I. Thomas (bad pass; steal by J. Lauvergne),,9-21,,
3:38.0,,,9-21,,Turnover by R. Gay (bad pass; steal by I. Zubac)
3:35.0,Turnover by I. Zubac (bad pass; steal by T. Parker),,9-21,,
3:25.0,,,9-21,,Turnover by T. Parker (lost ball; steal by J. Randle)
3:22.0,J. Randle makes 2-pt shot from 3 ft (assist by L. Ball),2,11-21,,
2:59.0,,,11-21,,M. Ginobili misses 2-pt shot from 2 ft (block by L. Ball)
2:58.0,,,11-21,,Offensive rebound by J. Lauvergne
2:55.0,,,11-21,,J. Lauvergne misses 2-pt shot at rim (block by I. Zubac)
2:55.0,Defensive rebound by L. Ball,,11-21,,
2:49.0,Shooting foul by M. Ginobili (drawn by J. Randle),,11-21,,
2:49.0,LA Lakers full timeout,,11-21,,
2:49.0,K. Caldwell-Pope enters the game for K. Kuzma,,11-21,,
2:49.0,J. Randle makes free throw 1 of 2,1,12-21,,
2:49.0,J. Randle makes free throw 2 of 2,1,13-21,,
2:33.0,,,13-21,,Turnover by M. Ginobili (traveling)
2:24.0,L. Ball makes 3-pt shot from 25 ft,3,16-21,,
2:12.0,,,16-21,,T. Parker misses 2-pt shot from 16 ft
2:10.0,Defensive rebound by L. Ball,,16-21,,
2:08.0,Offensive charge foul by L. Ball (drawn by M. Ginobili),,16-21,,
2:08.0,Turnover by L. Ball (offensive foul),,16-21,,
2:08.0,T. Ennis enters the game for L. Ball,,16-21,,
1:49.0,,,16-21,,R. Gay misses 2-pt shot from 16 ft
1:48.0,,,16-21,,Offensive rebound by Team
1:33.0,,,16-23,2,D. Green makes 2-pt shot from 7 ft (assist by M. Ginobili)
1:29.0,,,16-23,,Personal block foul by T. Parker (drawn by I. Thomas)
1:29.0,I. Thomas makes free throw 1 of 2,1,17-23,,
1:29.0,K. Kuzma enters the game for J. Randle,,17-23,,
1:29.0,I. Thomas makes free throw 2 of 2,1,18-23,,
1:22.0,Personal foul by T. Ennis (drawn by D. Green),,18-23,,
1:09.0,,,18-25,2,R. Gay makes 2-pt shot from 10 ft
0:58.0,I. Thomas misses 2-pt shot from 1 ft (block by R. Gay),,18-25,,
0:58.0,Offensive rebound by Team,,18-25,,
0:56.0,K. Kuzma makes 3-pt shot from 23 ft (assist by K. Caldwell-Pope),3,21-25,,
0:48.0,,,21-25,,T. Parker misses 2-pt shot from 1 ft
0:45.0,,,21-25,,Offensive rebound by J. Lauvergne
0:45.0,,,21-27,2,J. Lauvergne makes 2-pt shot at rim
0:42.0,Shooting foul by R. Gay (drawn by I. Thomas),,21-27,,
0:42.0,I. Thomas makes free throw 1 of 2,1,22-27,,
0:42.0,I. Thomas makes free throw 2 of 2,1,23-27,,
0:26.0,,,23-30,3,R. Gay makes 3-pt shot from 25 ft (assist by D. Green)
0:02.0,K. Caldwell-Pope misses 2-pt shot from 9 ft,,23-30,,
0:02.0,,,23-30,,Defensive rebound by R. Gay
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,23-30,,D. Green misses 2-pt shot from 11 ft
11:45.0,Defensive rebound by K. Kuzma,,23-30,,
11:29.0,K. Caldwell-Pope makes 3-pt shot from 22 ft (assist by I. Thomas),3,26-30,,
11:16.0,,,26-30,,M. Ginobili misses 3-pt shot from 24 ft
11:11.0,Defensive rebound by K. Caldwell-Pope,,26-30,,
11:00.0,I. Zubac misses 2-pt shot from 7 ft,,26-30,,
10:58.0,,,26-30,,Defensive rebound by D. Green
10:56.0,,,26-30,,San Antonio full timeout
10:56.0,,,26-30,,K. Anderson enters the game for D. Green
10:56.0,,,26-30,,P. Mills enters the game for M. Ginobili
10:48.0,,,26-32,2,J. Lauvergne makes 2-pt shot from 8 ft (assist by D. Bertans)
10:26.0,Turnover by I. Zubac (lost ball; steal by J. Lauvergne),,26-32,,
10:21.0,,,26-32,,P. Mills misses 3-pt shot from 25 ft
10:18.0,Defensive rebound by K. Kuzma,,26-32,,
10:12.0,K. Kuzma misses 2-pt shot from 5 ft,,26-32,,
10:09.0,,,26-32,,Defensive rebound by K. Anderson
10:04.0,,,26-32,,Turnover by P. Mills (bad pass; steal by T. Ennis)
10:00.0,Turnover by K. Kuzma (bad pass; steal by D. Bertans),,26-32,,
9:56.0,,,26-32,,D. Bertans misses 3-pt shot from 25 ft
9:53.0,,,26-32,,Offensive rebound by D. Murray
9:51.0,,,26-32,,D. Murray misses 2-pt shot from 4 ft
9:51.0,Defensive rebound by K. Caldwell-Pope,,26-32,,
9:46.0,T. Ennis misses 2-pt shot from 5 ft,,26-32,,
9:46.0,Offensive rebound by T. Ennis,,26-32,,
9:40.0,I. Thomas makes 3-pt shot from 25 ft (assist by K. Caldwell-Pope),3,29-32,,
9:16.0,,,29-34,2,J. Lauvergne makes 2-pt shot at rim (assist by P. Mills)
9:06.0,I. Thomas makes 2-pt shot from 17 ft,2,31-34,,
8:46.0,Personal foul by T. Ennis (drawn by P. Mills),,31-34,,
8:46.0,,,31-34,,P. Gasol enters the game for J. Lauvergne
8:46.0,J. Randle enters the game for I. Zubac,,31-34,,
8:40.0,,,31-36,2,P. Mills makes 2-pt shot at rim (assist by D. Murray)
8:30.0,Shooting foul by P. Gasol (drawn by J. Randle),,31-36,,
8:30.0,J. Randle misses free throw 1 of 2,,31-36,,
8:30.0,Offensive rebound by Team,,31-36,,
8:30.0,B. Lopez enters the game for K. Kuzma,,31-36,,
8:30.0,J. Randle makes free throw 2 of 2,1,32-36,,
8:15.0,,,32-36,,D. Murray misses 2-pt shot from 6 ft
8:15.0,Defensive rebound by I. Thomas,,32-36,,
8:15.0,,,32-36,,Personal foul by D. Bertans (drawn by I. Thomas)
8:04.0,I. Thomas misses 2-pt shot from 15 ft,,32-36,,
8:01.0,,,32-36,,Defensive rebound by K. Anderson
7:58.0,Personal block foul by K. Caldwell-Pope (drawn by P. Mills),,32-36,,
7:52.0,Personal foul by T. Ennis (drawn by P. Mills),,32-36,,
7:46.0,,,32-36,,P. Mills misses 2-pt shot from 17 ft
7:40.0,,,32-36,,Offensive rebound by K. Anderson
7:40.0,,,32-38,2,K. Anderson makes 2-pt shot at rim
7:32.0,L. Ball enters the game for T. Ennis,,32-38,,
7:26.0,Turnover by I. Thomas (bad pass; steal by D. Murray),,32-38,,
7:21.0,,,32-38,,Turnover by K. Anderson (bad pass; steal by K. Caldwell-Pope)
7:21.0,,,32-38,,Personal foul by D. Bertans (drawn by K. Caldwell-Pope)
7:21.0,,,32-38,,T. Parker enters the game for D. Murray
7:13.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,32-38,,
7:10.0,,,32-38,,Defensive rebound by D. Bertans
7:02.0,,,32-38,,D. Bertans misses 3-pt shot from 25 ft
6:58.0,Defensive rebound by K. Caldwell-Pope,,32-38,,
6:51.0,Offensive charge foul by J. Randle (drawn by D. Bertans),,32-38,,
6:51.0,Turnover by J. Randle (offensive foul),,32-38,,
6:33.0,,,32-40,2,K. Anderson makes 2-pt shot from 1 ft (assist by P. Gasol)
6:27.0,I. Thomas makes 2-pt shot from 7 ft,2,34-40,,
6:14.0,,,34-43,3,D. Bertans makes 3-pt shot from 24 ft (assist by K. Anderson)
5:58.0,J. Randle makes 2-pt shot from 1 ft (assist by L. Ball),2,36-43,,
5:39.0,,,36-43,,P. Mills misses 3-pt shot from 22 ft
5:36.0,Defensive rebound by K. Caldwell-Pope,,36-43,,
5:24.0,B. Lopez makes 3-pt shot from 27 ft (assist by L. Ball),3,39-43,,
5:01.0,,,39-43,,Turnover by P. Mills (bad pass; steal by B. Lopez)
4:58.0,I. Thomas makes 2-pt shot from 1 ft (assist by L. Ball),2,41-43,,
4:58.0,,,41-43,,San Antonio full timeout
4:58.0,,,41-43,,R. Gay enters the game for D. Bertans
4:43.0,,,41-45,2,P. Gasol makes 2-pt shot from 7 ft
4:24.0,B. Lopez misses 2-pt shot from 12 ft,,41-45,,
4:21.0,Offensive rebound by K. Caldwell-Pope,,41-45,,
4:15.0,B. Lopez makes 2-pt shot from 6 ft (assist by I. Thomas),2,43-45,,
4:15.0,Shooting foul by T. Parker (drawn by B. Lopez),,43-45,,
4:15.0,,,43-45,,M. Ginobili enters the game for K. Anderson
4:15.0,,,43-45,,D. Green enters the game for P. Mills
4:15.0,B. Lopez misses free throw 1 of 1,,43-45,,
4:13.0,,,43-45,,Defensive rebound by R. Gay
3:57.0,,,43-48,3,D. Green makes 3-pt shot from 25 ft (assist by T. Parker)
3:42.0,J. Randle makes 2-pt shot at rim (assist by I. Thomas),2,45-48,,
3:22.0,Personal foul by K. Caldwell-Pope (drawn by R. Gay),,45-48,,
3:22.0,K. Kuzma enters the game for B. Lopez,,45-48,,
3:17.0,Personal foul by J. Randle (drawn by P. Gasol),,45-48,,
3:17.0,,,45-48,,P. Gasol misses free throw 1 of 2
3:17.0,,,45-48,,Offensive rebound by Team
3:17.0,B. Lopez enters the game for J. Randle,,45-48,,
3:17.0,,,45-49,1,P. Gasol makes free throw 2 of 2
3:08.0,B. Lopez makes 3-pt shot from 26 ft (assist by L. Ball),3,48-49,,
2:52.0,,,48-49,,P. Gasol misses 2-pt shot from 4 ft (block by L. Ball)
2:52.0,,,48-49,,Offensive rebound by Team
2:45.0,,,48-51,2,M. Ginobili makes 2-pt shot at rim
2:32.0,I. Thomas misses 2-pt shot from 4 ft,,48-51,,
2:32.0,,,48-51,,Defensive rebound by R. Gay
2:26.0,,,48-51,,D. Green misses 3-pt shot from 24 ft
2:26.0,,,48-51,,Offensive rebound by M. Ginobili
2:21.0,,,48-51,,Shooting foul by L. Ball (drawn by D. Green)
2:21.0,,,48-52,1,D. Green makes free throw 1 of 2
2:21.0,T. Ennis enters the game for L. Ball,,48-52,,
2:21.0,,,48-53,1,D. Green makes free throw 2 of 2
2:05.0,K. Caldwell-Pope makes 2-pt shot from 2 ft (assist by K. Kuzma),2,50-53,,
1:53.0,,,50-55,2,T. Parker makes 2-pt shot at rim (assist by M. Ginobili)
1:46.0,K. Kuzma misses 3-pt shot from 24 ft,,50-55,,
1:46.0,,,50-55,,Defensive rebound by P. Gasol
1:33.0,,,50-57,2,T. Parker makes 2-pt shot at rim (assist by P. Gasol)
1:33.0,LA Lakers full timeout,,50-57,,
1:33.0,,,50-58,1,M. Ginobili makes technical free throw
1:22.0,K. Kuzma misses 2-pt shot from 10 ft,,50-58,,
1:20.0,,,50-58,,Defensive rebound by M. Ginobili
1:04.0,,,50-58,,Turnover by P. Gasol (bad pass; steal by K. Caldwell-Pope)
0:57.0,Turnover by K. Caldwell-Pope (bad pass; steal by M. Ginobili),,50-58,,
0:54.0,,,50-58,,Shooting foul by K. Caldwell-Pope (drawn by M. Ginobili)
0:54.0,,,50-59,1,M. Ginobili makes free throw 1 of 2
0:54.0,T. Wear enters the game for K. Caldwell-Pope,,50-59,,
0:54.0,,,50-60,1,M. Ginobili makes free throw 2 of 2
0:37.0,T. Wear misses 3-pt shot from 25 ft,,50-60,,
0:33.0,,,50-60,,Defensive rebound by P. Gasol
0:25.0,,,50-60,,D. Green misses 3-pt shot from 24 ft
0:22.0,Defensive rebound by T. Wear,,50-60,,
0:02.0,K. Kuzma makes 3-pt shot from 22 ft (assist by B. Lopez),3,53-60,,
0:00.0,,,53-60,,M. Ginobili misses 3-pt shot from 39 ft
0:00.0,,,53-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,53-62,2,D. Murray makes 2-pt shot from 6 ft
11:26.0,J. Randle misses 2-pt shot from 3 ft (block by P. Gasol),,53-62,,
11:22.0,,,53-62,,Defensive rebound by D. Murray
11:19.0,,,53-62,,D. Bertans misses 3-pt shot from 25 ft
11:19.0,Defensive rebound by L. Ball,,53-62,,
11:06.0,K. Caldwell-Pope makes 2-pt shot from 13 ft,2,55-62,,
10:49.0,,,55-64,2,P. Gasol makes 2-pt shot from 21 ft (assist by K. Anderson)
10:40.0,B. Lopez makes 2-pt shot from 14 ft (assist by L. Ball),2,57-64,,
10:33.0,Personal foul by K. Kuzma (drawn by D. Murray),,57-64,,
10:33.0,Technical foul by J. Randle,,57-64,,
10:33.0,,,57-65,1,P. Mills makes technical free throw
10:27.0,Personal block foul by K. Caldwell-Pope (drawn by P. Mills),,57-65,,
10:11.0,,,57-65,,P. Gasol misses 2-pt shot from 12 ft
10:09.0,Defensive rebound by K. Kuzma,,57-65,,
9:55.0,K. Kuzma misses 3-pt shot from 26 ft,,57-65,,
9:52.0,,,57-65,,Defensive rebound by P. Gasol
9:41.0,,,57-67,2,P. Mills makes 2-pt shot from 20 ft (assist by P. Gasol)
9:21.0,B. Lopez makes 2-pt shot from 5 ft,2,59-67,,
9:10.0,,,59-67,,Shooting foul by K. Kuzma (drawn by D. Murray)
9:10.0,,,59-68,1,D. Murray makes free throw 1 of 2
9:10.0,,,59-69,1,D. Murray makes free throw 2 of 2
8:56.0,B. Lopez makes 2-pt shot from 11 ft,2,61-69,,
8:40.0,,,61-69,,P. Mills misses 2-pt shot from 3 ft
8:38.0,,,61-69,,Offensive rebound by P. Mills
8:35.0,,,61-69,,P. Mills misses 3-pt shot from 23 ft
8:35.0,Defensive rebound by K. Caldwell-Pope,,61-69,,
8:28.0,L. Ball misses 2-pt shot from 1 ft,,61-69,,
8:25.0,,,61-69,,Defensive rebound by P. Gasol
8:21.0,,,61-71,2,D. Murray makes 2-pt shot from 2 ft (assist by P. Mills)
8:11.0,B. Lopez misses 3-pt shot from 26 ft,,61-71,,
8:11.0,,,61-71,,Defensive rebound by D. Bertans
7:52.0,,,61-74,3,D. Bertans makes 3-pt shot from 25 ft (assist by P. Gasol)
7:52.0,LA Lakers full timeout,,61-74,,
7:35.0,Turnover by B. Lopez (bad pass; steal by D. Murray),,61-74,,
7:25.0,,,61-76,2,P. Gasol makes 2-pt shot from 5 ft
7:14.0,J. Randle makes 2-pt shot from 2 ft (assist by L. Ball),2,63-76,,
7:00.0,,,63-78,2,K. Anderson makes 2-pt shot from 2 ft (assist by D. Bertans)
7:00.0,Violation by J. Randle (def goaltending),,63-78,,
6:46.0,K. Kuzma misses 2-pt shot from 20 ft,,63-78,,
6:40.0,,,63-78,,Defensive rebound by P. Mills
6:22.0,,,63-80,2,K. Anderson makes 2-pt shot from 1 ft (assist by P. Gasol)
5:55.0,L. Ball makes 3-pt shot from 26 ft (assist by J. Randle),3,66-80,,
5:43.0,,,66-80,,Turnover by P. Gasol (bad pass; steal by K. Kuzma)
5:35.0,L. Ball misses 3-pt shot from 25 ft,,66-80,,
5:35.0,Offensive rebound by Team,,66-80,,
5:35.0,,,66-80,,Loose ball foul by P. Mills (drawn by K. Kuzma)
5:35.0,,,66-80,,M. Ginobili enters the game for P. Mills
5:35.0,I. Thomas enters the game for K. Kuzma,,66-80,,
5:30.0,K. Caldwell-Pope makes 2-pt shot from 15 ft (assist by I. Thomas),2,68-80,,
5:29.0,,,68-80,,San Antonio full timeout
5:29.0,,,68-80,,T. Parker enters the game for D. Murray
5:29.0,,,68-80,,R. Gay enters the game for P. Gasol
5:29.0,,,68-80,,J. Lauvergne enters the game for D. Bertans
5:11.0,,,68-80,,R. Gay misses 3-pt shot from 25 ft
5:11.0,Defensive rebound by L. Ball,,68-80,,
5:11.0,,,68-80,,Personal foul by M. Ginobili (drawn by L. Ball)
5:02.0,Turnover by L. Ball (bad pass),,68-80,,
4:43.0,,,68-80,,Turnover by T. Parker (step out of bounds)
4:43.0,,,68-80,,D. Green enters the game for K. Anderson
4:35.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by L. Ball),3,71-80,,
4:22.0,,,71-80,,T. Parker misses 2-pt shot from 18 ft
4:22.0,,,71-80,,Offensive rebound by J. Lauvergne
4:12.0,,,71-80,,T. Parker misses 2-pt shot from 16 ft
4:12.0,Defensive rebound by B. Lopez,,71-80,,
4:06.0,I. Thomas misses 3-pt shot from 26 ft,,71-80,,
4:06.0,,,71-80,,Defensive rebound by J. Lauvergne
3:49.0,,,71-82,2,R. Gay makes 2-pt shot from 3 ft (assist by M. Ginobili)
3:28.0,L. Ball misses 3-pt shot from 26 ft,,71-82,,
3:28.0,,,71-82,,Defensive rebound by J. Lauvergne
3:15.0,,,71-84,2,M. Ginobili makes 2-pt shot from 22 ft
3:04.0,L. Ball makes 3-pt shot from 22 ft (assist by I. Thomas),3,74-84,,
2:50.0,,,74-84,,M. Ginobili misses 2-pt shot from 6 ft
2:50.0,Defensive rebound by K. Caldwell-Pope,,74-84,,
2:41.0,I. Thomas misses 2-pt shot from 17 ft,,74-84,,
2:41.0,,,74-84,,Defensive rebound by R. Gay
2:27.0,,,74-84,,Shooting foul by J. Randle (drawn by J. Lauvergne)
2:27.0,,,74-85,1,J. Lauvergne makes free throw 1 of 2
2:27.0,I. Zubac enters the game for J. Randle,,74-85,,
2:27.0,,,74-86,1,J. Lauvergne makes free throw 2 of 2
2:27.0,K. Kuzma enters the game for B. Lopez,,74-86,,
2:08.0,K. Caldwell-Pope makes 2-pt shot from 16 ft (assist by I. Thomas),2,76-86,,
1:59.0,,,76-86,,M. Ginobili misses 3-pt shot from 25 ft
1:59.0,,,76-86,,Offensive rebound by Team
1:41.0,,,76-86,,R. Gay misses 2-pt shot from 9 ft
1:37.0,Defensive rebound by I. Zubac,,76-86,,
1:36.0,Shooting foul by J. Lauvergne (drawn by I. Thomas),,76-86,,
1:36.0,I. Thomas makes free throw 1 of 2,1,77-86,,
1:36.0,I. Thomas makes free throw 2 of 2,1,78-86,,
1:25.0,,,78-86,,M. Ginobili misses 2-pt shot from 1 ft
1:23.0,Defensive rebound by I. Zubac,,78-86,,
1:20.0,K. Kuzma misses 3-pt shot from 23 ft,,78-86,,
1:19.0,Offensive rebound by K. Caldwell-Pope,,78-86,,
1:19.0,K. Caldwell-Pope misses 2-pt shot at rim,,78-86,,
1:18.0,Offensive rebound by I. Zubac,,78-86,,
1:18.0,I. Zubac misses 2-pt shot at rim,,78-86,,
1:16.0,,,78-86,,Defensive rebound by R. Gay
1:13.0,,,78-86,,Turnover by D. Green (bad pass; steal by L. Ball)
1:04.0,Turnover by I. Thomas (bad pass),,78-86,,
0:45.0,,,78-86,,J. Lauvergne misses 2-pt shot from 8 ft
0:45.0,Defensive rebound by Team,,78-86,,
0:45.0,,,78-86,,Personal foul by R. Gay (drawn by K. Kuzma)
0:45.0,K. Kuzma misses free throw 1 of 2,,78-86,,
0:45.0,Offensive rebound by Team,,78-86,,
0:45.0,,,78-86,,P. Mills enters the game for T. Parker
0:45.0,,,78-86,,P. Gasol enters the game for J. Lauvergne
0:45.0,G. Payton enters the game for K. Caldwell-Pope,,78-86,,
0:45.0,K. Kuzma misses free throw 2 of 2,,78-86,,
0:43.0,,,78-86,,Defensive rebound by P. Gasol
0:32.0,,,78-88,2,P. Gasol makes 2-pt shot from 2 ft (assist by M. Ginobili)
0:19.0,I. Thomas misses 2-pt shot from 19 ft,,78-88,,
0:19.0,Offensive rebound by K. Kuzma,,78-88,,
0:13.0,G. Payton misses 2-pt shot from 1 ft (block by D. Green),,78-88,,
0:13.0,Offensive rebound by K. Kuzma,,78-88,,
0:13.0,K. Kuzma makes 2-pt shot from 2 ft,2,80-88,,
0:03.0,,,80-90,2,R. Gay makes 2-pt shot from 1 ft
0:03.0,,,80-90,,Shooting foul by K. Kuzma (drawn by R. Gay)
0:03.0,,,80-91,1,R. Gay makes free throw 1 of 1
0:00.0,I. Thomas misses 3-pt shot from 31 ft,,80-91,,
0:00.0,Offensive rebound by Team,,80-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,Turnover by I. Thomas (bad pass; steal by D. Murray),,80-91,,
11:32.0,,,80-91,,R. Gay misses 2-pt shot from 12 ft
11:31.0,,,80-91,,Offensive rebound by D. Murray
11:30.0,,,80-91,,D. Murray misses 2-pt shot from 1 ft
11:30.0,Defensive rebound by T. Ennis,,80-91,,
11:14.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,80-91,,
11:11.0,,,80-91,,Defensive rebound by R. Gay
11:00.0,,,80-93,2,D. Murray makes 2-pt shot from 17 ft
10:43.0,Shooting foul by R. Gay (drawn by I. Zubac),,80-93,,
10:43.0,I. Zubac makes free throw 1 of 2,1,81-93,,
10:43.0,I. Zubac makes free throw 2 of 2,1,82-93,,
10:26.0,,,82-93,,R. Gay misses 2-pt shot from 5 ft
10:24.0,Defensive rebound by I. Zubac,,82-93,,
10:08.0,T. Wear makes 3-pt shot from 23 ft (assist by I. Thomas),3,85-93,,
9:47.0,,,85-93,,P. Gasol misses 2-pt shot from 14 ft
9:45.0,Defensive rebound by T. Ennis,,85-93,,
9:41.0,T. Wear misses 3-pt shot from 24 ft,,85-93,,
9:36.0,,,85-93,,Defensive rebound by P. Gasol
9:29.0,,,85-95,2,P. Mills makes 2-pt shot from 19 ft (assist by P. Gasol)
9:18.0,I. Thomas makes 2-pt shot from 13 ft,2,87-95,,
9:01.0,,,87-95,,P. Gasol misses 3-pt shot from 25 ft
8:59.0,Defensive rebound by K. Caldwell-Pope,,87-95,,
8:52.0,I. Thomas misses 2-pt shot from 15 ft,,87-95,,
8:47.0,,,87-95,,Defensive rebound by D. Murray
