time,Detroit,pts.away,score,pts.home,Oklahoma City
5:18.0,,,9-14,,J. Huestis enters the game for P. George
5:18.0,,,9-15,1,R. Westbrook makes free throw 1 of 1
5:02.0,T. Harris makes 3-pt shot from 25 ft (assist by S. Johnson),3,12-15,,
4:46.0,,,12-15,,C. Anthony misses 2-pt shot from 15 ft
4:43.0,Defensive rebound by A. Drummond,,12-15,,
4:36.0,R. Jackson misses 2-pt shot from 13 ft,,12-15,,
4:34.0,,,12-15,,Defensive rebound by C. Anthony
4:17.0,,,12-15,,C. Anthony misses 2-pt shot from 13 ft
4:16.0,Defensive rebound by R. Jackson,,12-15,,
4:05.0,A. Bradley misses 2-pt shot from 1 ft,,12-15,,
4:02.0,Offensive rebound by A. Drummond,,12-15,,
4:02.0,A. Drummond misses 2-pt shot at rim,,12-15,,
4:01.0,,,12-15,,Defensive rebound by S. Adams
3:58.0,,,12-15,,Oklahoma City full timeout
3:58.0,A. Tolliver enters the game for R. Jackson,,12-15,,
3:58.0,I. Smith enters the game for S. Johnson,,12-15,,
3:55.0,,,12-15,,Offensive foul by C. Anthony (drawn by A. Tolliver)
3:55.0,,,12-15,,Turnover by C. Anthony (offensive foul)
3:40.0,T. Harris misses 2-pt shot from 10 ft,,12-15,,
3:36.0,,,12-15,,Defensive rebound by C. Anthony
3:30.0,,,12-17,2,C. Anthony makes 2-pt shot from 15 ft
3:16.0,A. Bradley misses 2-pt shot from 9 ft,,12-17,,
3:11.0,,,12-17,,Defensive rebound by R. Westbrook
3:08.0,,,12-17,,R. Westbrook misses 2-pt shot from 9 ft
3:05.0,Defensive rebound by T. Harris,,12-17,,
3:01.0,Turnover by T. Harris (bad pass),,12-17,,
3:01.0,,,12-17,,J. Grant enters the game for C. Anthony
2:44.0,,,12-20,3,A. Roberson makes 3-pt shot from 23 ft (assist by J. Grant)
2:22.0,A. Bradley makes 2-pt shot at rim (assist by I. Smith),2,14-20,,
2:07.0,,,14-20,,J. Huestis misses 3-pt shot from 24 ft
2:05.0,,,14-20,,Offensive rebound by A. Roberson
1:55.0,,,14-22,2,R. Westbrook makes 2-pt shot at rim
1:45.0,A. Tolliver misses 3-pt shot from 24 ft,,14-22,,
1:43.0,,,14-22,,Defensive rebound by A. Roberson
1:38.0,Personal foul by A. Drummond (drawn by R. Westbrook),,14-22,,
1:38.0,,,14-23,1,R. Westbrook makes free throw 1 of 2
1:38.0,,,14-23,,P. George enters the game for S. Adams
1:38.0,,,14-23,,P. Patterson enters the game for A. Roberson
1:38.0,E. Moreland enters the game for A. Drummond,,14-23,,
1:38.0,,,14-24,1,R. Westbrook makes free throw 2 of 2
1:17.0,T. Harris makes 2-pt shot from 19 ft,2,16-24,,
1:03.0,,,16-24,,Shooting foul by I. Smith (drawn by R. Westbrook)
1:03.0,,,16-25,1,R. Westbrook makes free throw 1 of 2
1:03.0,L. Kennard enters the game for A. Bradley,,16-25,,
1:03.0,,,16-26,1,R. Westbrook makes free throw 2 of 2
0:41.0,A. Tolliver makes 3-pt shot from 22 ft (assist by L. Kennard),3,19-26,,
0:32.0,,,19-26,,Turnover by R. Westbrook (bad pass; steal by L. Kennard)
0:24.0,A. Tolliver makes 3-pt shot from 25 ft (assist by I. Smith),3,22-26,,
0:03.0,,,22-29,3,R. Westbrook makes 3-pt shot from 24 ft
0:00.0,I. Smith makes 3-pt shot from 55 ft,3,25-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,I. Smith makes 2-pt shot from 12 ft,2,27-29,,
11:25.0,,,27-31,2,P. George makes 2-pt shot from 18 ft
11:10.0,,,27-31,,Personal foul by P. George (drawn by S. Johnson)
11:10.0,,,27-31,,A. Roberson enters the game for P. George
10:59.0,A. Tolliver makes 2-pt shot from 1 ft,2,29-31,,
10:46.0,,,29-34,3,P. Patterson makes 3-pt shot from 24 ft (assist by R. Felton)
10:22.0,I. Smith misses 2-pt shot from 21 ft,,29-34,,
10:19.0,,,29-34,,Defensive rebound by J. Huestis
10:03.0,,,29-36,2,J. Grant makes 2-pt shot at rim
9:46.0,L. Kennard misses 3-pt shot from 25 ft,,29-36,,
9:45.0,,,29-36,,Defensive rebound by J. Grant
9:38.0,,,29-36,,P. Patterson misses 3-pt shot from 24 ft
9:33.0,Defensive rebound by I. Smith,,29-36,,
9:29.0,A. Tolliver misses 3-pt shot from 22 ft,,29-36,,
9:25.0,,,29-36,,Defensive rebound by R. Felton
9:12.0,,,29-38,2,J. Grant makes 2-pt shot at rim (assist by R. Felton)
9:04.0,Detroit full timeout,,29-38,,
9:04.0,,,29-38,,C. Anthony enters the game for J. Grant
8:54.0,L. Kennard misses 2-pt shot from 7 ft,,29-38,,
8:53.0,Offensive rebound by Team,,29-38,,
8:53.0,Loose ball foul by E. Moreland (drawn by P. Patterson),,29-38,,
8:53.0,Turnover by E. Moreland (turnover),,29-38,,
8:53.0,,,29-38,,A. Abrines enters the game for J. Huestis
8:43.0,,,29-40,2,C. Anthony makes 2-pt shot from 13 ft (assist by R. Felton)
8:28.0,S. Johnson makes 2-pt shot from 14 ft,2,31-40,,
8:10.0,,,31-42,2,R. Felton makes 2-pt shot from 9 ft
7:48.0,I. Smith makes 2-pt shot from 20 ft,2,33-42,,
7:26.0,,,33-42,,C. Anthony misses 2-pt shot from 1 ft
7:26.0,,,33-42,,Offensive rebound by Team
7:26.0,,,33-42,,Turnover by C. Anthony (traveling)
7:26.0,,,33-42,,R. Westbrook enters the game for R. Felton
7:26.0,,,33-42,,S. Adams enters the game for P. Patterson
7:26.0,L. Galloway enters the game for S. Johnson,,33-42,,
7:10.0,L. Galloway makes 3-pt shot from 22 ft (assist by L. Kennard),3,36-42,,
6:53.0,,,36-44,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
6:41.0,I. Smith makes 2-pt shot from 1 ft,2,38-44,,
6:27.0,,,38-44,,R. Westbrook misses 2-pt shot from 15 ft (block by I. Smith)
6:25.0,Defensive rebound by L. Galloway,,38-44,,
6:15.0,I. Smith misses 2-pt shot at rim,,38-44,,
6:14.0,,,38-44,,Defensive rebound by C. Anthony
6:00.0,,,38-46,2,S. Adams makes 2-pt shot from 9 ft (assist by R. Westbrook)
5:41.0,L. Kennard misses 2-pt shot from 13 ft,,38-46,,
5:39.0,,,38-46,,Defensive rebound by A. Roberson
5:34.0,,,38-46,,C. Anthony misses 3-pt shot from 24 ft
5:31.0,Defensive rebound by L. Galloway,,38-46,,
5:21.0,I. Smith makes 2-pt shot from 6 ft,2,40-46,,
4:58.0,,,40-49,3,C. Anthony makes 3-pt shot from 25 ft (assist by A. Abrines)
4:47.0,Detroit full timeout,,40-49,,
4:47.0,T. Harris enters the game for L. Kennard,,40-49,,
4:47.0,A. Drummond enters the game for I. Smith,,40-49,,
4:47.0,A. Bradley enters the game for E. Moreland,,40-49,,
4:47.0,R. Jackson enters the game for A. Tolliver,,40-49,,
4:32.0,A. Drummond misses 2-pt shot from 3 ft (block by S. Adams),,40-49,,
4:32.0,,,40-49,,Defensive rebound by Team
4:25.0,,,40-49,,A. Abrines misses 3-pt shot from 22 ft
4:21.0,Defensive rebound by L. Galloway,,40-49,,
4:11.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,42-49,,
3:56.0,,,42-49,,R. Westbrook misses 2-pt shot from 14 ft
3:52.0,,,42-49,,Offensive rebound by S. Adams
3:51.0,,,42-49,,S. Adams misses 2-pt shot at rim
3:49.0,Defensive rebound by T. Harris,,42-49,,
3:38.0,T. Harris misses 3-pt shot from 25 ft,,42-49,,
3:35.0,,,42-49,,Defensive rebound by C. Anthony
3:31.0,,,42-49,,R. Westbrook misses 3-pt shot from 25 ft
3:28.0,,,42-49,,Offensive rebound by C. Anthony
3:27.0,,,42-51,2,C. Anthony makes 2-pt shot from 1 ft
3:08.0,Shooting foul by C. Anthony (drawn by R. Jackson),,42-51,,
3:08.0,R. Jackson makes free throw 1 of 2,1,43-51,,
3:08.0,R. Jackson makes free throw 2 of 2,1,44-51,,
2:59.0,,,44-51,,R. Westbrook misses 2-pt shot at rim
2:58.0,,,44-51,,Offensive rebound by Team
2:58.0,,,44-51,,Oklahoma City full timeout
2:56.0,,,44-53,2,C. Anthony makes 2-pt shot from 13 ft (assist by R. Westbrook)
2:32.0,R. Jackson makes 3-pt shot from 24 ft (assist by A. Bradley),3,47-53,,
2:15.0,,,47-53,,A. Roberson misses 3-pt shot from 22 ft
2:11.0,,,47-53,,Offensive rebound by R. Westbrook
2:10.0,,,47-55,2,R. Westbrook makes 2-pt shot from 5 ft
1:48.0,A. Bradley misses 3-pt shot from 23 ft,,47-55,,
1:44.0,,,47-55,,Defensive rebound by A. Abrines
1:37.0,,,47-55,,R. Westbrook misses 2-pt shot from 16 ft
1:36.0,Defensive rebound by Team,,47-55,,
1:36.0,,,47-55,,Loose ball foul by S. Adams (drawn by A. Drummond)
1:36.0,E. Moreland enters the game for A. Drummond,,47-55,,
1:26.0,Turnover by E. Moreland (bad pass; steal by A. Abrines),,47-55,,
1:22.0,,,47-55,,A. Abrines misses 2-pt shot from 1 ft
1:18.0,,,47-55,,Offensive rebound by S. Adams
1:18.0,,,47-55,,S. Adams misses 2-pt shot at rim
1:17.0,Defensive rebound by E. Moreland,,47-55,,
1:13.0,T. Harris makes 2-pt shot from 4 ft,2,49-55,,
0:59.0,,,49-57,2,C. Anthony makes 2-pt shot from 15 ft (assist by R. Westbrook)
0:44.0,T. Harris misses 3-pt shot from 24 ft,,49-57,,
0:42.0,,,49-57,,Defensive rebound by R. Westbrook
0:37.0,,,49-57,,R. Westbrook misses 3-pt shot from 24 ft
0:35.0,,,49-57,,Offensive rebound by Team
0:35.0,Loose ball foul by E. Moreland (drawn by S. Adams),,49-57,,
0:28.0,,,49-59,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
0:08.0,R. Jackson misses 3-pt shot from 26 ft,,49-59,,
0:04.0,Offensive rebound by T. Harris,,49-59,,
0:04.0,Turnover by A. Bradley (step out of bounds),,49-59,,
0:00.0,,,49-59,,R. Westbrook misses 3-pt shot from 28 ft
0:00.0,,,49-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Turnover by R. Jackson (bad pass; steal by S. Adams),,49-59,,
11:41.0,,,49-59,,P. George misses 3-pt shot from 25 ft
11:38.0,Defensive rebound by A. Drummond,,49-59,,
11:25.0,Turnover by A. Drummond (bad pass; steal by A. Roberson),,49-59,,
11:23.0,,,49-59,,Shooting foul by S. Johnson (drawn by R. Westbrook)
11:23.0,,,49-59,,R. Westbrook misses free throw 1 of 2
11:23.0,,,49-59,,Offensive rebound by Team
11:23.0,,,49-60,1,R. Westbrook makes free throw 2 of 2
10:59.0,S. Johnson misses 3-pt shot from 24 ft,,49-60,,
10:56.0,,,49-60,,Defensive rebound by R. Westbrook
10:47.0,,,49-62,2,S. Adams makes 2-pt shot at rim (assist by P. George)
10:21.0,R. Jackson misses 3-pt shot from 24 ft,,49-62,,
10:18.0,Offensive rebound by A. Drummond,,49-62,,
10:15.0,A. Drummond misses 2-pt shot from 9 ft,,49-62,,
10:12.0,,,49-62,,Defensive rebound by R. Westbrook
10:04.0,,,49-62,,P. George misses 2-pt shot from 13 ft
10:01.0,Defensive rebound by R. Jackson,,49-62,,
9:56.0,Offensive foul by A. Drummond (drawn by P. George),,49-62,,
9:56.0,Turnover by A. Drummond (offensive foul),,49-62,,
9:51.0,,,49-64,2,P. George makes 2-pt shot at rim (assist by R. Westbrook)
9:28.0,S. Johnson makes 3-pt shot from 22 ft (assist by A. Bradley),3,52-64,,
9:10.0,,,52-64,,C. Anthony misses 3-pt shot from 24 ft
9:08.0,Defensive rebound by Team,,52-64,,
9:04.0,,,52-64,,Personal foul by S. Adams (drawn by R. Jackson)
8:47.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,54-64,,
8:26.0,,,54-64,,R. Westbrook misses 2-pt shot from 22 ft
8:24.0,Defensive rebound by S. Johnson,,54-64,,
8:21.0,A. Bradley misses 2-pt shot from 1 ft (block by P. George),,54-64,,
8:14.0,,,54-64,,Defensive rebound by S. Adams
8:13.0,,,54-64,,Turnover by A. Roberson (bad pass)
7:55.0,T. Harris makes 2-pt shot from 12 ft,2,56-64,,
7:36.0,,,56-66,2,P. George makes 2-pt shot from 16 ft (assist by C. Anthony)
7:18.0,Turnover by A. Drummond (bad pass; steal by R. Westbrook),,56-66,,
7:15.0,,,56-66,,R. Westbrook misses 3-pt shot from 25 ft
7:11.0,Defensive rebound by S. Johnson,,56-66,,
6:59.0,T. Harris makes 2-pt shot from 5 ft (assist by R. Jackson),2,58-66,,
6:59.0,,,58-66,,Oklahoma City full timeout
6:48.0,,,58-66,,P. George misses 3-pt shot from 23 ft
6:44.0,Defensive rebound by A. Bradley,,58-66,,
6:38.0,Turnover by A. Bradley (bad pass; steal by R. Westbrook),,58-66,,
6:34.0,,,58-68,2,R. Westbrook makes 2-pt shot from 1 ft
6:12.0,A. Drummond makes 2-pt shot from 1 ft (assist by T. Harris),2,60-68,,
6:12.0,Shooting foul by R. Westbrook (drawn by A. Drummond),,60-68,,
6:12.0,A. Drummond misses free throw 1 of 1,,60-68,,
6:10.0,,,60-68,,Defensive rebound by R. Westbrook
5:57.0,,,60-68,,C. Anthony misses 2-pt shot from 19 ft
5:55.0,Defensive rebound by T. Harris,,60-68,,
5:50.0,R. Jackson makes 3-pt shot from 24 ft (assist by S. Johnson),3,63-68,,
5:29.0,,,63-68,,Turnover by R. Westbrook (lost ball; steal by A. Bradley)
5:28.0,,,63-68,,Personal foul by R. Westbrook (drawn by A. Bradley)
5:28.0,,,63-68,,J. Grant enters the game for C. Anthony
5:28.0,A. Bradley makes clear path free throw 2 of 2,1,64-68,,
5:28.0,A. Bradley makes clear path free throw 1 of 2,1,65-68,,
5:10.0,Turnover by A. Bradley (lost ball; steal by S. Adams),,65-68,,
5:06.0,,,65-68,,R. Westbrook misses 2-pt shot from 1 ft (block by S. Johnson)
5:06.0,,,65-68,,Offensive rebound by Team
5:00.0,,,65-68,,S. Adams misses 2-pt shot from 4 ft
4:57.0,,,65-68,,Offensive rebound by J. Grant
4:57.0,,,65-70,2,J. Grant makes 2-pt shot at rim
4:35.0,Turnover by A. Bradley (bad pass; steal by P. George),,65-70,,
4:29.0,,,65-70,,Turnover by P. George (bad pass; steal by S. Johnson)
4:15.0,T. Harris misses 3-pt shot from 22 ft,,65-70,,
4:14.0,Offensive rebound by Team,,65-70,,
4:14.0,,,65-70,,Loose ball foul by S. Adams (drawn by A. Drummond)
4:14.0,I. Smith enters the game for R. Jackson,,65-70,,
4:06.0,T. Harris misses 3-pt shot from 24 ft,,65-70,,
4:03.0,,,65-70,,Defensive rebound by R. Westbrook
3:56.0,,,65-72,2,P. George makes 2-pt shot from 17 ft
3:41.0,A. Drummond misses 2-pt shot from 2 ft,,65-72,,
3:37.0,Offensive rebound by T. Harris,,65-72,,
3:37.0,T. Harris misses 2-pt shot at rim,,65-72,,
3:37.0,,,65-72,,Defensive rebound by A. Roberson
3:23.0,,,65-74,2,R. Westbrook makes 2-pt shot from 18 ft
3:06.0,T. Harris makes 2-pt shot from 11 ft,2,67-74,,
2:46.0,,,67-74,,S. Adams misses 2-pt shot from 2 ft (block by A. Drummond)
2:45.0,Defensive rebound by T. Harris,,67-74,,
2:41.0,S. Johnson makes 3-pt shot from 23 ft (assist by I. Smith),3,70-74,,
2:20.0,Personal foul by S. Johnson (drawn by P. George),,70-74,,
2:20.0,Detroit full timeout,,70-74,,
2:20.0,,,70-74,,R. Felton enters the game for R. Westbrook
2:20.0,,,70-74,,J. Huestis enters the game for A. Roberson
2:20.0,L. Galloway enters the game for A. Bradley,,70-74,,
2:05.0,,,70-74,,Turnover by Team (shot clock)
1:51.0,A. Drummond misses 2-pt shot at rim (block by P. George),,70-74,,
1:51.0,Offensive rebound by A. Drummond,,70-74,,
1:51.0,Shooting foul by J. Grant (drawn by A. Drummond),,70-74,,
1:51.0,A. Drummond makes free throw 1 of 2,1,71-74,,
1:51.0,A. Drummond misses free throw 2 of 2,,71-74,,
1:47.0,Offensive rebound by S. Johnson,,71-74,,
1:46.0,Turnover by S. Johnson (bad pass; steal by P. George),,71-74,,
1:31.0,,,71-74,,J. Huestis misses 2-pt shot from 2 ft
1:30.0,Defensive rebound by I. Smith,,71-74,,
1:20.0,A. Drummond makes 2-pt shot from 1 ft,2,73-74,,
1:06.0,,,73-77,3,P. George makes 3-pt shot from 25 ft
0:49.0,Offensive foul by S. Johnson (drawn by J. Grant),,73-77,,
0:49.0,Turnover by S. Johnson (offensive foul),,73-77,,
0:42.0,,,73-77,,Turnover by J. Huestis (traveling)
0:29.0,I. Smith misses 2-pt shot from 19 ft,,73-77,,
0:26.0,,,73-77,,Defensive rebound by J. Grant
0:14.0,,,73-77,,P. George misses 3-pt shot from 25 ft
0:11.0,Defensive rebound by A. Drummond,,73-77,,
0:01.0,S. Johnson misses 3-pt shot from 24 ft,,73-77,,
0:01.0,Offensive rebound by Team,,73-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,73-77,,P. George misses 3-pt shot from 26 ft
11:44.0,Defensive rebound by A. Tolliver,,73-77,,
11:33.0,L. Galloway makes 3-pt shot from 24 ft (assist by A. Drummond),3,76-77,,
11:16.0,,,76-79,2,J. Grant makes 2-pt shot from 1 ft (assist by R. Felton)
11:16.0,,,76-79,,Shooting foul by L. Kennard (drawn by J. Grant)
11:16.0,,,76-79,,J. Grant misses free throw 1 of 1
11:13.0,Defensive rebound by I. Smith,,76-79,,
11:04.0,L. Galloway makes 3-pt shot from 23 ft (assist by I. Smith),3,79-79,,
10:46.0,,,79-79,,P. George misses 2-pt shot from 2 ft
10:45.0,Defensive rebound by A. Drummond,,79-79,,
10:43.0,I. Smith makes 2-pt shot from 1 ft,2,81-79,,
10:41.0,,,81-79,,Oklahoma City full timeout
10:41.0,,,81-79,,A. Roberson enters the game for P. George
10:29.0,,,81-79,,C. Anthony misses 2-pt shot from 18 ft (block by I. Smith)
10:27.0,Defensive rebound by A. Tolliver,,81-79,,
10:22.0,Turnover by A. Drummond (turnover),,81-79,,
10:08.0,,,81-79,,C. Anthony misses 2-pt shot from 16 ft
10:03.0,,,81-79,,Offensive rebound by J. Huestis
9:57.0,,,81-79,,R. Felton misses 2-pt shot from 1 ft (block by A. Drummond)
9:56.0,,,81-79,,Offensive rebound by Team
9:56.0,,,81-79,,P. George enters the game for R. Felton
9:56.0,,,81-79,,R. Westbrook enters the game for J. Huestis
9:51.0,,,81-81,2,C. Anthony makes 2-pt shot from 9 ft
9:24.0,A. Drummond makes 2-pt shot from 5 ft,2,83-81,,
9:09.0,,,83-84,3,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook)
8:51.0,A. Tolliver misses 3-pt shot from 24 ft,,83-84,,
8:49.0,,,83-84,,Defensive rebound by R. Westbrook
8:37.0,,,83-84,,J. Grant misses 3-pt shot from 22 ft
8:33.0,Defensive rebound by A. Drummond,,83-84,,
8:27.0,I. Smith makes 2-pt shot at rim,2,85-84,,
8:14.0,,,85-84,,P. George misses 2-pt shot from 1 ft
8:13.0,Defensive rebound by A. Drummond,,85-84,,
7:58.0,Offensive foul by A. Drummond (drawn by J. Grant),,85-84,,
7:58.0,Turnover by A. Drummond (offensive foul),,85-84,,
7:58.0,,,85-84,,S. Adams enters the game for J. Grant
7:38.0,,,85-84,,P. George misses 3-pt shot from 25 ft
7:35.0,Defensive rebound by A. Drummond,,85-84,,
7:29.0,I. Smith misses 2-pt shot from 1 ft (block by S. Adams),,85-84,,
7:25.0,,,85-84,,Defensive rebound by R. Westbrook
7:14.0,,,85-84,,C. Anthony misses 2-pt shot from 16 ft
7:11.0,Defensive rebound by L. Kennard,,85-84,,
7:03.0,A. Tolliver misses 3-pt shot from 25 ft,,85-84,,
7:02.0,,,85-84,,Defensive rebound by P. George
7:02.0,,,85-84,,Oklahoma City full timeout
6:45.0,,,85-84,,Turnover by R. Westbrook (lost ball; steal by A. Tolliver)
6:40.0,L. Kennard makes 3-pt shot from 24 ft (assist by L. Galloway),3,88-84,,
6:26.0,,,88-86,2,R. Westbrook makes 2-pt shot from 1 ft
6:10.0,L. Galloway misses 3-pt shot from 24 ft (block by A. Roberson),,88-86,,
6:09.0,,,88-86,,Defensive rebound by Team
6:09.0,Loose ball foul by L. Galloway (drawn by C. Anthony),,88-86,,
5:56.0,,,88-86,,R. Westbrook misses 2-pt shot from 6 ft
5:53.0,Defensive rebound by A. Drummond,,88-86,,
5:44.0,L. Kennard misses 3-pt shot from 24 ft,,88-86,,
5:43.0,Offensive rebound by A. Drummond,,88-86,,
5:43.0,A. Drummond makes 2-pt shot at rim,2,90-86,,
5:30.0,,,90-88,2,P. George makes 2-pt shot from 14 ft (assist by R. Westbrook)
5:22.0,Detroit full timeout,,90-88,,
5:22.0,T. Harris enters the game for L. Kennard,,90-88,,
5:22.0,S. Johnson enters the game for L. Galloway,,90-88,,
5:22.0,R. Jackson enters the game for I. Smith,,90-88,,
5:22.0,A. Bradley enters the game for A. Tolliver,,90-88,,
5:04.0,A. Drummond makes 2-pt shot from 1 ft (assist by R. Jackson),2,92-88,,
4:43.0,,,92-91,3,P. George makes 3-pt shot from 23 ft (assist by C. Anthony)
4:19.0,R. Jackson misses 3-pt shot from 25 ft,,92-91,,
4:17.0,,,92-91,,Defensive rebound by Team
4:03.0,,,92-91,,R. Westbrook misses 3-pt shot from 24 ft
4:00.0,Defensive rebound by A. Drummond,,92-91,,
3:50.0,A. Bradley misses 3-pt shot from 23 ft,,92-91,,
3:47.0,,,92-91,,Defensive rebound by S. Adams
3:41.0,,,92-91,,R. Westbrook misses 2-pt shot from 15 ft
3:35.0,,,92-91,,Offensive rebound by S. Adams
3:29.0,,,92-91,,Turnover by R. Westbrook (bad pass; steal by R. Jackson)
3:26.0,Turnover by S. Johnson (bad pass; steal by P. George),,92-91,,
3:23.0,,,92-91,,C. Anthony misses 2-pt shot from 11 ft
3:18.0,Defensive rebound by A. Drummond,,92-91,,
3:09.0,A. Bradley misses 3-pt shot from 22 ft,,92-91,,
3:06.0,Offensive rebound by T. Harris,,92-91,,
3:04.0,A. Bradley makes 2-pt shot at rim (assist by T. Harris),2,94-91,,
2:41.0,,,94-91,,C. Anthony misses 3-pt shot from 25 ft
2:38.0,Defensive rebound by S. Johnson,,94-91,,
2:32.0,Turnover by A. Drummond (bad pass; steal by C. Anthony),,94-91,,
2:31.0,Personal take foul by R. Jackson (drawn by R. Westbrook),,94-91,,
2:20.0,,,94-93,2,R. Westbrook makes 2-pt shot from 1 ft
2:01.0,A. Bradley makes 3-pt shot from 22 ft (assist by A. Drummond),3,97-93,,
1:52.0,Personal foul by A. Bradley (drawn by R. Westbrook),,97-93,,
1:45.0,,,97-93,,R. Westbrook misses 3-pt shot from 24 ft
1:42.0,,,97-93,,Offensive rebound by S. Adams
1:42.0,,,97-93,,R. Westbrook misses 3-pt shot from 25 ft
1:39.0,Defensive rebound by S. Johnson,,97-93,,
1:24.0,T. Harris misses 3-pt shot from 24 ft,,97-93,,
1:21.0,,,97-93,,Defensive rebound by S. Adams
1:08.0,,,97-93,,C. Anthony misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by A. Bradley,,97-93,,
0:56.0,Turnover by A. Bradley (lost ball; steal by P. George),,97-93,,
0:54.0,,,97-93,,R. Westbrook misses 3-pt shot from 28 ft
0:51.0,,,97-93,,Offensive rebound by C. Anthony
0:51.0,,,97-93,,C. Anthony misses 2-pt shot at rim
0:51.0,,,97-93,,Offensive rebound by C. Anthony
0:51.0,,,97-93,,C. Anthony misses 2-pt shot at rim
0:51.0,,,97-93,,Offensive rebound by Team
0:47.0,,,97-96,3,A. Roberson makes 3-pt shot from 25 ft (assist by C. Anthony)
0:34.0,Shooting foul by S. Adams (drawn by R. Jackson),,97-96,,
0:34.0,R. Jackson makes free throw 1 of 2,1,98-96,,
0:34.0,A. Tolliver enters the game for T. Harris,,98-96,,
