time,New Orleans,pts.away,score,pts.home,Golden State
5:56.0,J. Crawford makes 2-pt shot from 12 ft,2,87-113,,
5:34.0,,,87-113,,S. Livingston misses 2-pt shot from 14 ft
5:32.0,,,87-113,,Offensive rebound by J. McGee
5:29.0,,,87-113,,J. McGee misses 2-pt shot from 2 ft
5:27.0,Defensive rebound by D. Miller,,87-113,,
5:19.0,S. Hill misses 2-pt shot from 3 ft (block by J. McGee),,87-113,,
5:17.0,Offensive rebound by C. Diallo,,87-113,,
5:08.0,I. Clark makes 3-pt shot from 25 ft,3,90-113,,
4:49.0,,,90-115,2,J. McGee makes 2-pt shot from 7 ft (assist by Q. Cook)
4:36.0,Turnover by S. Hill (bad pass; steal by N. Young),,90-115,,
4:30.0,,,90-118,3,N. Young makes 3-pt shot from 25 ft
4:13.0,D. Miller misses 3-pt shot from 27 ft,,90-118,,
4:11.0,,,90-118,,Defensive rebound by J. Bell
4:04.0,,,90-118,,Golden State full timeout
4:04.0,,,90-118,,K. Looney enters the game for S. Livingston
3:57.0,,,90-118,,N. Young misses 3-pt shot from 26 ft
3:55.0,Defensive rebound by C. Diallo,,90-118,,
3:33.0,I. Clark misses 2-pt shot from 4 ft,,90-118,,
3:31.0,,,90-118,,Defensive rebound by K. Looney
3:21.0,Personal foul by J. Crawford (drawn by J. Bell),,90-118,,
3:14.0,,,90-118,,Shooting foul by D. Miller (drawn by K. Looney)
3:14.0,,,90-119,1,K. Looney makes free throw 1 of 2
3:14.0,,,90-119,,K. Looney misses free throw 2 of 2
3:12.0,Defensive rebound by S. Hill,,90-119,,
3:11.0,,,90-119,,Personal take foul by Q. Cook (drawn by J. Crawford)
3:11.0,,,90-119,,D. Jones enters the game for K. Looney
3:03.0,J. Crawford makes 2-pt shot from 5 ft,2,92-119,,
2:49.0,,,92-119,,Q. Cook misses 2-pt shot from 3 ft
2:48.0,,,92-119,,J. McGee misses 2-pt shot from 1 ft
2:48.0,,,92-119,,Offensive rebound by J. McGee
2:47.0,Defensive rebound by Team,,92-119,,
2:38.0,J. Crawford makes 2-pt shot from 20 ft,2,94-119,,
2:18.0,,,94-121,2,Q. Cook makes 2-pt shot from 2 ft (assist by J. Bell)
2:12.0,Turnover by J. Crawford (bad pass; steal by J. Bell),,94-121,,
2:08.0,,,94-121,,Q. Cook misses 2-pt shot from 2 ft
2:06.0,Defensive rebound by S. Hill,,94-121,,
1:58.0,J. Crawford makes 3-pt shot from 27 ft (assist by D. Miller),3,97-121,,
1:41.0,,,97-121,,Shooting foul by C. Diallo (drawn by D. Jones)
1:41.0,,,97-122,1,D. Jones makes free throw 1 of 2
1:41.0,,,97-123,1,D. Jones makes free throw 2 of 2
1:28.0,Turnover by I. Clark (bad pass),,97-123,,
1:21.0,,,97-123,,Q. Cook misses 3-pt shot from 26 ft
1:19.0,Defensive rebound by J. Crawford,,97-123,,
1:10.0,J. Crawford makes 2-pt shot from 11 ft,2,99-123,,
0:58.0,,,99-123,,D. Jones misses 2-pt shot from 15 ft
0:56.0,Defensive rebound by D. Miller,,99-123,,
0:40.0,C. Diallo makes 2-pt shot from 2 ft (assist by J. Crawford),2,101-123,,
0:28.0,,,101-123,,N. Young misses 3-pt shot from 25 ft
0:26.0,,,101-123,,Offensive rebound by J. Bell
0:00.0,,,101-123,,Turnover by Team (shot clock)
