time,Toronto,pts.away,score,pts.home,New York
5:53.0,,,49-39,,I. Hicks misses free throw 1 of 2
5:53.0,,,49-39,,Offensive rebound by Team
5:53.0,,,52-48,1,I. Hicks makes free throw 2 of 2
5:36.0,D. Wright misses 2-pt shot from 1 ft,,52-48,,
5:36.0,,,52-48,,Defensive rebound by Team
5:36.0,,,52-48,,M. Beasley enters the game for I. Hicks
5:24.0,,,49-42,3,L. Kornet makes 3-pt shot from 22 ft (assist by M. Beasley)
4:57.0,D. Wright makes 3-pt shot from 22 ft (assist by F. VanVleet),3,52-42,,
4:42.0,,,52-42,,M. Beasley misses 2-pt shot from 14 ft
4:40.0,Defensive rebound by Team,,52-42,,
4:40.0,M. Miller enters the game for F. VanVleet,,52-42,,
4:25.0,J. Valanciunas misses 2-pt shot from 8 ft,,52-42,,
4:21.0,,,52-42,,Defensive rebound by T. Hardaway
4:20.0,,,52-44,2,T. Hardaway makes 2-pt shot at rim
4:20.0,,,52-44,,Shooting foul by S. Ibaka (drawn by T. Hardaway)
4:20.0,D. DeRozan enters the game for D. Wright,,52-44,,
4:20.0,,,52-45,1,T. Hardaway makes free throw 1 of 1
4:09.0,K. Lowry misses 3-pt shot from 26 ft,,52-45,,
4:04.0,,,52-45,,Defensive rebound by M. Beasley
4:00.0,,,52-47,2,F. Ntilikina makes 2-pt shot from 3 ft (assist by E. Mudiay)
3:55.0,Toronto full timeout,,52-47,,
3:44.0,K. Lowry misses 3-pt shot from 24 ft,,52-47,,
3:41.0,Offensive rebound by S. Ibaka,,52-47,,
3:38.0,S. Ibaka misses 3-pt shot from 24 ft,,52-47,,
3:37.0,Offensive rebound by S. Ibaka,,52-47,,
3:35.0,S. Ibaka misses 2-pt shot from 2 ft,,52-47,,
3:30.0,Offensive rebound by M. Miller,,52-47,,
3:14.0,D. DeRozan misses 2-pt shot from 19 ft,,52-47,,
3:14.0,Offensive rebound by S. Ibaka,,52-47,,
3:07.0,S. Ibaka misses 2-pt shot at rim,,52-47,,
3:06.0,Offensive rebound by S. Ibaka,,52-47,,
3:06.0,S. Ibaka misses 2-pt shot at rim,,52-47,,
3:06.0,,,52-47,,Defensive rebound by T. Hardaway
3:02.0,,,52-47,,T. Hardaway misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by D. DeRozan,,52-47,,
2:47.0,S. Ibaka misses 3-pt shot from 25 ft,,52-47,,
2:43.0,Offensive rebound by J. Valanciunas,,52-47,,
2:39.0,M. Miller makes 3-pt shot from 25 ft (assist by J. Valanciunas),3,55-48,,
2:29.0,,,55-48,,New York full timeout
2:18.0,,,55-48,,L. Kornet misses 2-pt shot from 4 ft
2:17.0,Defensive rebound by J. Valanciunas,,55-48,,
2:09.0,,,55-48,,Personal foul by E. Mudiay (drawn by K. Lowry)
1:58.0,D. DeRozan makes 2-pt shot from 8 ft,2,57-48,,
1:48.0,,,57-48,,Turnover by E. Mudiay (bad pass; steal by K. Lowry)
1:44.0,,,57-48,,Personal foul by F. Ntilikina (drawn by K. Lowry)
1:35.0,Shooting foul by M. Beasley (drawn by J. Valanciunas),,57-48,,
1:35.0,J. Valanciunas misses free throw 1 of 2,,57-48,,
1:35.0,Offensive rebound by Team,,57-48,,
1:35.0,J. Valanciunas makes free throw 2 of 2,1,58-48,,
1:24.0,,,58-48,,L. Kornet misses 2-pt shot from 8 ft
1:19.0,,,58-48,,Offensive rebound by M. Beasley
1:19.0,,,58-50,2,M. Beasley makes 2-pt shot at rim
1:12.0,D. DeRozan misses 2-pt shot from 9 ft,,58-50,,
1:08.0,,,58-50,,Defensive rebound by M. Beasley
0:59.0,,,58-50,,Shooting foul by K. Lowry (drawn by T. Hardaway)
0:59.0,,,58-51,1,T. Hardaway makes free throw 1 of 2
0:59.0,,,58-51,,T. Hardaway misses free throw 2 of 2
0:58.0,Defensive rebound by J. Valanciunas,,58-51,,
0:53.0,Shooting foul by E. Mudiay (drawn by K. Lowry),,58-51,,
0:53.0,Technical foul by S. Ibaka,,58-51,,
0:53.0,,,58-51,,C. Lee enters the game for E. Mudiay
0:53.0,,,58-52,1,T. Hardaway makes technical free throw
0:53.0,K. Lowry makes free throw 1 of 2,1,59-52,,
0:53.0,K. Lowry makes free throw 2 of 2,1,60-52,,
0:36.0,,,60-52,,F. Ntilikina misses 2-pt shot from 2 ft (block by S. Ibaka)
0:35.0,,,60-52,,Offensive rebound by Team
0:33.0,,,60-55,3,L. Kornet makes 3-pt shot from 25 ft (assist by F. Ntilikina)
0:29.0,,,60-55,,Personal foul by T. Hardaway (drawn by S. Ibaka)
0:29.0,S. Ibaka makes free throw 1 of 2,1,61-55,,
0:29.0,S. Ibaka makes free throw 2 of 2,1,62-55,,
0:05.0,,,62-57,2,T. Hardaway makes 2-pt shot from 20 ft
0:00.0,M. Miller makes 3-pt shot from 23 ft (assist by K. Lowry),3,65-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,D. DeRozan misses 3-pt shot from 25 ft,,65-57,,
11:43.0,Offensive rebound by D. DeRozan,,65-57,,
11:40.0,S. Ibaka makes 3-pt shot from 25 ft (assist by K. Lowry),3,68-57,,
11:27.0,,,68-57,,E. Mudiay misses 2-pt shot from 1 ft
11:22.0,,,68-57,,Offensive rebound by L. Kornet
11:22.0,,,68-59,2,L. Kornet makes 2-pt shot at rim
11:19.0,Shooting foul by M. Beasley (drawn by J. Valanciunas),,68-59,,
11:19.0,J. Valanciunas makes free throw 1 of 2,1,69-59,,
11:19.0,J. Valanciunas makes free throw 2 of 2,1,70-59,,
11:07.0,,,70-59,,Turnover by M. Beasley (traveling)
10:52.0,S. Ibaka misses 2-pt shot from 2 ft,,70-59,,
10:50.0,,,70-59,,Defensive rebound by M. Beasley
10:34.0,,,70-59,,Shooting foul by J. Valanciunas (drawn by F. Ntilikina)
10:34.0,,,70-60,1,F. Ntilikina makes free throw 1 of 2
10:34.0,,,70-60,,F. Ntilikina misses free throw 2 of 2
10:31.0,Defensive rebound by S. Ibaka,,70-60,,
10:18.0,D. DeRozan misses 3-pt shot from 22 ft,,70-60,,
10:16.0,,,70-60,,Defensive rebound by M. Beasley
10:04.0,,,70-62,2,M. Beasley makes 2-pt shot from 10 ft (assist by L. Kornet)
9:51.0,Turnover by D. DeRozan (lost ball; steal by E. Mudiay),,70-62,,
9:51.0,Personal take foul by D. DeRozan (drawn by E. Mudiay),,70-62,,
9:37.0,,,70-62,,Turnover by L. Kornet (lost ball; steal by K. Lowry)
9:32.0,N. Powell makes 3-pt shot from 24 ft (assist by K. Lowry),3,73-62,,
9:19.0,,,73-62,,T. Hardaway misses 3-pt shot from 25 ft
9:19.0,Defensive rebound by Team,,73-62,,
9:03.0,J. Valanciunas makes 2-pt shot at rim,2,75-62,,
8:37.0,,,75-64,2,M. Beasley makes 2-pt shot from 21 ft (assist by E. Mudiay)
8:21.0,S. Ibaka makes 3-pt shot from 26 ft (assist by K. Lowry),3,78-64,,
8:07.0,,,78-64,,E. Mudiay misses 2-pt shot from 3 ft
8:04.0,Defensive rebound by J. Valanciunas,,78-64,,
7:56.0,N. Powell misses 3-pt shot from 25 ft,,78-64,,
7:54.0,,,78-64,,Defensive rebound by M. Beasley
7:44.0,,,78-64,,F. Ntilikina misses 3-pt shot from 23 ft
7:42.0,Defensive rebound by J. Valanciunas,,78-64,,
7:31.0,Turnover by J. Valanciunas (bad pass; steal by F. Ntilikina),,78-64,,
7:27.0,,,78-64,,Shooting foul by J. Valanciunas (drawn by T. Hardaway)
7:27.0,,,78-65,1,T. Hardaway makes free throw 1 of 2
7:27.0,,,78-65,,K. O'Quinn enters the game for L. Kornet
7:27.0,,,78-66,1,T. Hardaway makes free throw 2 of 2
7:11.0,S. Ibaka misses 2-pt shot from 17 ft,,78-66,,
7:08.0,,,78-66,,Defensive rebound by T. Hardaway
7:05.0,Personal foul by D. DeRozan (drawn by T. Hardaway),,78-66,,
7:05.0,,,78-66,,C. Lee enters the game for F. Ntilikina
7:01.0,,,78-68,2,T. Hardaway makes 2-pt shot at rim (assist by K. O'Quinn)
6:43.0,D. DeRozan misses 3-pt shot from 23 ft,,78-68,,
6:40.0,,,78-68,,Defensive rebound by M. Beasley
6:37.0,,,78-68,,Turnover by M. Beasley (bad pass)
6:37.0,,,78-68,,New York full timeout
6:25.0,K. Lowry makes 3-pt shot from 28 ft (assist by S. Ibaka),3,81-68,,
6:09.0,,,81-71,3,T. Hardaway makes 3-pt shot from 25 ft
6:03.0,K. Lowry makes 2-pt shot from 1 ft,2,83-71,,
6:03.0,Shooting foul by M. Beasley (drawn by K. Lowry),,83-71,,
6:03.0,K. Lowry makes free throw 1 of 1,1,84-71,,
5:54.0,,,84-71,,T. Hardaway misses 3-pt shot from 25 ft
5:52.0,Defensive rebound by D. DeRozan,,84-71,,
5:47.0,,,84-71,,Personal foul by K. O'Quinn (drawn by D. DeRozan)
5:47.0,,,84-71,,L. Kornet enters the game for M. Beasley
5:36.0,K. Lowry makes 3-pt shot from 23 ft,3,87-71,,
5:27.0,,,87-71,,Turnover by K. O'Quinn (traveling)
5:20.0,S. Ibaka misses 3-pt shot from 26 ft,,87-71,,
5:18.0,,,87-71,,Defensive rebound by E. Mudiay
5:18.0,,,87-71,,New York full timeout
5:05.0,,,87-73,2,E. Mudiay makes 2-pt shot from 2 ft
4:52.0,K. Lowry misses 3-pt shot from 24 ft,,87-73,,
4:50.0,,,87-73,,Defensive rebound by C. Lee
4:38.0,,,87-75,2,E. Mudiay makes 2-pt shot from 15 ft
4:17.0,J. Valanciunas makes 2-pt shot from 1 ft,2,89-75,,
4:02.0,,,89-77,2,E. Mudiay makes 2-pt shot from 1 ft (assist by K. O'Quinn)
3:47.0,Turnover by S. Ibaka (traveling),,89-77,,
3:47.0,C. Miles enters the game for J. Valanciunas,,89-77,,
3:47.0,J. Poeltl enters the game for N. Powell,,89-77,,
3:39.0,,,89-80,3,E. Mudiay makes 3-pt shot from 25 ft (assist by T. Hardaway)
3:22.0,P. Siakam enters the game for S. Ibaka,,89-80,,
3:22.0,D. DeRozan misses 2-pt shot from 1 ft,,89-80,,
3:22.0,Offensive rebound by Team,,89-80,,
3:13.0,J. Poeltl makes 2-pt shot from 2 ft (assist by K. Lowry),2,91-80,,
3:06.0,Personal foul by K. Lowry (drawn by T. Hardaway),,91-80,,
3:06.0,,,91-81,1,T. Hardaway makes free throw 1 of 2
3:06.0,,,91-82,1,T. Hardaway makes free throw 2 of 2
2:51.0,D. DeRozan misses 2-pt shot from 22 ft,,91-82,,
2:49.0,,,91-82,,Defensive rebound by K. O'Quinn
2:41.0,,,91-84,2,K. O'Quinn makes 2-pt shot from 1 ft (assist by E. Mudiay)
2:29.0,Shooting foul by E. Mudiay (drawn by K. Lowry),,91-84,,
2:29.0,K. Lowry makes free throw 1 of 3,1,92-84,,
2:29.0,K. Lowry makes free throw 2 of 3,1,93-84,,
2:29.0,K. Lowry makes free throw 3 of 3,1,94-84,,
2:07.0,,,94-84,,E. Mudiay misses 2-pt shot from 2 ft
2:05.0,Defensive rebound by J. Poeltl,,94-84,,
2:00.0,C. Miles makes 3-pt shot from 23 ft (assist by P. Siakam),3,97-84,,
1:38.0,,,97-84,,T. Hardaway misses 2-pt shot from 5 ft (block by C. Miles)
1:34.0,Defensive rebound by K. Lowry,,97-84,,
1:24.0,C. Miles makes 3-pt shot from 23 ft (assist by D. DeRozan),3,100-84,,
1:03.0,,,100-86,2,L. Kornet makes 2-pt shot from 12 ft (assist by E. Mudiay)
0:44.0,P. Siakam makes 2-pt shot from 1 ft (assist by J. Poeltl),2,102-86,,
0:24.0,,,102-86,,E. Mudiay misses 2-pt shot from 4 ft
0:18.0,Defensive rebound by C. Miles,,102-86,,
0:00.0,P. Siakam misses 2-pt shot from 15 ft,,102-86,,
0:00.0,Offensive rebound by D. DeRozan,,102-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,102-88,2,T. Burke makes 2-pt shot from 15 ft (assist by T. Williams)
11:17.0,D. Wright misses 2-pt shot from 9 ft,,102-88,,
11:12.0,Offensive rebound by D. Wright,,102-88,,
11:12.0,D. Wright makes 2-pt shot at rim,2,104-88,,
10:58.0,,,104-88,,M. Beasley misses 2-pt shot from 11 ft (block by P. Siakam)
10:54.0,Defensive rebound by J. Poeltl,,104-88,,
10:50.0,Turnover by F. VanVleet (bad pass; steal by C. Lee),,104-88,,
10:50.0,Personal take foul by D. Wright (drawn by C. Lee),,104-88,,
10:31.0,Personal foul by C. Miles (drawn by M. Beasley),,104-88,,
10:23.0,Personal foul by C. Miles (drawn by M. Beasley),,104-88,,
10:13.0,,,104-88,,Shooting foul by P. Siakam (drawn by M. Beasley)
10:13.0,,,104-89,1,M. Beasley makes free throw 1 of 2
10:13.0,,,104-90,1,M. Beasley makes free throw 2 of 2
9:56.0,F. VanVleet makes 3-pt shot from 23 ft (assist by C. Miles),3,107-90,,
9:43.0,,,107-92,2,M. Beasley makes 2-pt shot from 7 ft (assist by T. Burke)
9:35.0,F. VanVleet misses 3-pt shot from 26 ft,,107-92,,
9:32.0,,,107-92,,Defensive rebound by T. Williams
9:24.0,,,107-92,,T. Williams misses 3-pt shot from 27 ft
9:24.0,Defensive rebound by P. Siakam,,107-92,,
9:15.0,P. Siakam makes 2-pt shot at rim,2,109-92,,
8:54.0,,,109-92,,T. Burke misses 2-pt shot from 9 ft
8:52.0,Defensive rebound by C. Miles,,109-92,,
8:49.0,Shooting foul by M. Beasley (drawn by P. Siakam),,109-92,,
8:49.0,,,109-92,,L. Kornet enters the game for C. Lee
8:49.0,,,109-92,,T. Hardaway enters the game for M. Beasley
8:49.0,,,109-92,,F. Ntilikina enters the game for T. Williams
8:49.0,P. Siakam misses free throw 1 of 2,,109-92,,
8:49.0,Offensive rebound by Team,,109-92,,
8:49.0,P. Siakam makes free throw 2 of 2,1,110-92,,
8:36.0,,,110-92,,L. Kornet misses 3-pt shot from 25 ft
8:36.0,,,110-92,,Offensive rebound by Team
8:36.0,Personal foul by J. Poeltl (drawn by K. O'Quinn),,110-92,,
8:36.0,,,110-93,1,K. O'Quinn makes free throw 1 of 2
8:36.0,,,110-94,1,K. O'Quinn makes free throw 2 of 2
8:22.0,J. Poeltl makes 2-pt shot from 2 ft (assist by D. Wright),2,112-94,,
8:02.0,,,112-94,,K. O'Quinn misses 2-pt shot from 2 ft
8:00.0,Defensive rebound by P. Siakam,,112-94,,
7:56.0,D. Wright makes 3-pt shot from 26 ft (assist by P. Siakam),3,115-94,,
7:44.0,,,115-96,2,T. Burke makes 2-pt shot from 19 ft
7:30.0,F. VanVleet makes 2-pt shot at rim,2,117-96,,
7:30.0,,,117-96,,Violation by K. O'Quinn (def goaltending)
7:20.0,,,117-96,,E. Mudiay enters the game for T. Burke
7:20.0,M. Miller enters the game for C. Miles,,117-96,,
7:10.0,,,117-96,,K. O'Quinn misses 2-pt shot from 8 ft
7:08.0,Defensive rebound by J. Poeltl,,117-96,,
7:05.0,F. VanVleet makes 2-pt shot at rim,2,119-96,,
7:05.0,Shooting foul by T. Hardaway (drawn by F. VanVleet),,119-96,,
7:05.0,,,119-96,,M. Beasley enters the game for K. O'Quinn
7:05.0,F. VanVleet makes free throw 1 of 1,1,120-96,,
6:55.0,,,120-96,,T. Hardaway misses 2-pt shot from 16 ft
6:54.0,Defensive rebound by P. Siakam,,120-96,,
6:45.0,M. Miller misses 3-pt shot from 23 ft,,120-96,,
6:43.0,,,120-96,,Defensive rebound by T. Hardaway
6:40.0,,,120-98,2,T. Hardaway makes 2-pt shot from 1 ft
6:12.0,J. Poeltl misses 2-pt shot from 14 ft,,120-98,,
6:08.0,,,120-98,,Defensive rebound by F. Ntilikina
5:58.0,,,120-98,,T. Hardaway misses 3-pt shot from 25 ft
5:56.0,Defensive rebound by P. Siakam,,120-98,,
