time,Houston,pts.away,score,pts.home,Utah
7:00.0,Defensive rebound by L. Mbah a Moute,,34-29,,
7:00.0,,,34-29,,Personal foul by R. Rubio (drawn by C. Paul)
7:00.0,Houston full timeout,,34-29,,
7:00.0,,,34-29,,D. Mitchell enters the game for R. O'Neale
7:00.0,R. Anderson enters the game for E. Gordon,,34-29,,
7:00.0,J. Harden enters the game for L. Mbah a Moute,,34-29,,
6:51.0,Shooting foul by D. Mitchell (drawn by C. Capela),,34-29,,
6:51.0,C. Capela misses free throw 1 of 2,,34-29,,
6:51.0,Offensive rebound by Team,,34-29,,
6:51.0,C. Capela misses free throw 2 of 2,,34-29,,
6:49.0,,,34-29,,Defensive rebound by R. Gobert
6:30.0,,,34-29,,Turnover by A. Burks (lost ball; steal by C. Capela)
6:08.0,C. Paul misses 2-pt shot from 13 ft,,34-29,,
6:04.0,,,34-29,,Defensive rebound by T. Sefolosha
5:59.0,,,34-29,,Shooting foul by C. Capela (drawn by R. Gobert)
5:59.0,,,34-30,1,R. Gobert makes free throw 1 of 2
5:59.0,,,34-30,,J. Ingles enters the game for A. Burks
5:59.0,P. Tucker enters the game for C. Capela,,34-30,,
5:59.0,,,34-31,1,R. Gobert makes free throw 2 of 2
5:38.0,J. Harden misses 2-pt shot from 13 ft,,34-31,,
5:35.0,,,34-31,,Defensive rebound by T. Sefolosha
5:30.0,,,34-33,2,D. Mitchell makes 2-pt shot from 2 ft
5:12.0,Turnover by P. Tucker (bad pass; steal by J. Ingles),,34-33,,
5:08.0,,,34-33,,R. Rubio misses 2-pt shot from 22 ft
5:06.0,,,34-33,,Offensive rebound by R. Gobert
5:04.0,,,34-36,3,T. Sefolosha makes 3-pt shot from 25 ft (assist by R. Gobert)
4:48.0,P. Tucker misses 3-pt shot from 25 ft,,34-36,,
4:45.0,,,34-36,,Defensive rebound by R. Gobert
4:35.0,Personal foul by P. Tucker (drawn by D. Mitchell),,34-36,,
4:21.0,,,34-36,,J. Ingles misses 3-pt shot from 31 ft
4:19.0,Defensive rebound by R. Anderson,,34-36,,
4:08.0,Offensive foul by P. Tucker (drawn by D. Mitchell),,34-36,,
4:08.0,Turnover by P. Tucker (offensive foul),,34-36,,
4:08.0,,,34-36,,D. Favors enters the game for R. Gobert
4:08.0,E. Gordon enters the game for P. Tucker,,34-36,,
3:59.0,,,34-36,,Turnover by D. Mitchell (lost ball; steal by T. Ariza)
3:57.0,T. Ariza makes 2-pt shot at rim,2,36-36,,
3:37.0,,,36-36,,Turnover by J. Ingles (bad pass; steal by C. Paul)
3:21.0,T. Ariza makes 3-pt shot from 25 ft (assist by C. Paul),3,39-36,,
3:18.0,,,39-36,,Utah full timeout
3:18.0,,,39-36,,A. Burks enters the game for T. Sefolosha
3:02.0,,,39-36,,D. Mitchell misses 2-pt shot from 9 ft
3:00.0,Defensive rebound by T. Ariza,,39-36,,
2:53.0,R. Anderson makes 3-pt shot from 26 ft (assist by C. Paul),3,42-36,,
2:38.0,,,42-36,,Turnover by R. Rubio (bad pass)
2:24.0,J. Harden makes 2-pt shot from 1 ft,2,44-36,,
2:04.0,,,44-38,2,D. Favors makes 2-pt shot from 2 ft (assist by J. Ingles)
1:50.0,Shooting foul by D. Mitchell (drawn by J. Harden),,44-38,,
1:50.0,J. Harden makes free throw 1 of 2,1,45-38,,
1:50.0,J. Harden makes free throw 2 of 2,1,46-38,,
1:38.0,,,46-40,2,D. Favors makes 2-pt shot from 1 ft (assist by J. Ingles)
1:14.0,J. Harden makes 2-pt shot from 1 ft,2,48-40,,
1:14.0,Shooting foul by J. Ingles (drawn by J. Harden),,48-40,,
1:14.0,J. Harden makes free throw 1 of 1,1,49-40,,
0:58.0,,,49-42,2,A. Burks makes 2-pt shot from 2 ft (assist by J. Ingles)
0:50.0,,,49-42,,Personal foul by D. Favors (drawn by J. Harden)
0:50.0,J. Harden makes free throw 1 of 2,1,50-42,,
0:50.0,J. Harden makes free throw 2 of 2,1,51-42,,
0:40.0,,,51-44,2,D. Mitchell makes 2-pt shot from 1 ft
0:31.0,J. Harden misses 3-pt shot from 24 ft,,51-44,,
0:28.0,,,51-44,,Defensive rebound by D. Favors
0:08.0,,,51-46,2,A. Burks makes 2-pt shot from 1 ft (assist by D. Mitchell)
0:00.0,C. Paul misses 3-pt shot from 25 ft,,51-46,,
0:00.0,Offensive rebound by Team,,51-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,J. Harden makes 3-pt shot from 26 ft (assist by C. Paul),3,54-46,,
11:32.0,,,54-46,,D. Mitchell misses 3-pt shot from 24 ft
11:28.0,Defensive rebound by C. Paul,,54-46,,
11:18.0,C. Paul misses 2-pt shot from 12 ft,,54-46,,
11:16.0,,,54-46,,Defensive rebound by Team
11:02.0,Personal foul by J. Harden (drawn by R. Gobert),,54-46,,
10:53.0,,,54-46,,D. Mitchell misses 2-pt shot from 8 ft
10:50.0,Defensive rebound by T. Ariza,,54-46,,
10:44.0,R. Anderson makes 3-pt shot from 26 ft (assist by C. Paul),3,57-46,,
10:27.0,,,57-46,,Shooting foul by R. Anderson (drawn by J. Ingles)
10:27.0,,,57-46,,J. Ingles misses free throw 1 of 2
10:27.0,,,57-46,,Offensive rebound by Team
10:27.0,,,57-47,1,J. Ingles makes free throw 2 of 2
10:14.0,C. Capela misses 2-pt shot from 2 ft (block by R. Gobert),,57-47,,
10:12.0,Offensive rebound by C. Paul,,57-47,,
10:08.0,J. Harden makes 3-pt shot from 26 ft (assist by R. Anderson),3,60-47,,
10:08.0,Shooting foul by D. Mitchell (drawn by J. Harden),,60-47,,
10:08.0,J. Harden makes free throw 1 of 1,1,61-47,,
9:55.0,,,61-47,,R. Rubio misses 2-pt shot from 18 ft
9:52.0,Defensive rebound by C. Paul,,61-47,,
9:38.0,Turnover by J. Harden (bad pass; steal by R. Rubio),,61-47,,
9:35.0,,,61-49,2,R. Rubio makes 2-pt shot from 2 ft
9:27.0,C. Paul misses 2-pt shot from 8 ft,,61-49,,
9:27.0,,,61-49,,Defensive rebound by D. Favors
9:18.0,,,61-51,2,D. Mitchell makes 2-pt shot from 1 ft
9:07.0,C. Capela makes 2-pt shot from 1 ft (assist by T. Ariza),2,63-51,,
9:07.0,Shooting foul by R. Rubio (drawn by C. Capela),,63-51,,
9:07.0,C. Capela makes free throw 1 of 1,1,64-51,,
8:46.0,,,64-51,,Turnover by R. Gobert (lost ball; steal by T. Ariza)
8:42.0,T. Ariza makes 2-pt shot from 1 ft,2,66-51,,
8:29.0,,,66-51,,D. Mitchell misses 3-pt shot from 24 ft
8:26.0,Defensive rebound by C. Paul,,66-51,,
8:20.0,R. Anderson makes 3-pt shot from 28 ft (assist by C. Paul),3,69-51,,
8:19.0,,,69-51,,Utah full timeout
8:19.0,,,69-51,,J. Jerebko enters the game for R. Gobert
7:58.0,,,69-53,2,D. Mitchell makes 2-pt shot from 2 ft
7:45.0,R. Anderson makes 3-pt shot from 26 ft (assist by C. Paul),3,72-53,,
7:31.0,,,72-53,,D. Favors misses 2-pt shot from 13 ft
7:27.0,Defensive rebound by C. Capela,,72-53,,
7:23.0,R. Anderson misses 3-pt shot from 29 ft,,72-53,,
7:20.0,,,72-53,,Defensive rebound by D. Mitchell
7:16.0,,,72-53,,D. Mitchell misses 2-pt shot from 8 ft
7:16.0,Defensive rebound by T. Ariza,,72-53,,
7:12.0,,,72-53,,Personal foul by J. Ingles (drawn by C. Paul)
7:00.0,C. Capela makes 2-pt shot from 2 ft (assist by C. Paul),2,74-53,,
6:38.0,,,74-55,2,D. Mitchell makes 2-pt shot from 1 ft
6:29.0,Offensive foul by C. Capela (drawn by D. Favors),,74-55,,
6:29.0,Turnover by C. Capela (offensive foul),,74-55,,
6:29.0,,,74-55,,A. Burks enters the game for R. Rubio
6:29.0,E. Gordon enters the game for C. Paul,,74-55,,
6:29.0,P. Tucker enters the game for C. Capela,,74-55,,
6:17.0,,,74-58,3,D. Mitchell makes 3-pt shot from 27 ft
6:03.0,Turnover by J. Harden (out of bounds lost ball),,74-58,,
5:55.0,,,74-58,,J. Jerebko misses 3-pt shot from 26 ft
5:51.0,Defensive rebound by E. Gordon,,74-58,,
5:43.0,J. Harden makes 3-pt shot from 25 ft,3,77-58,,
5:28.0,,,77-58,,D. Mitchell misses 2-pt shot from 1 ft (block by T. Ariza)
5:28.0,Defensive rebound by Team,,77-58,,
5:28.0,L. Mbah a Moute enters the game for T. Ariza,,77-58,,
5:14.0,Shooting foul by J. Jerebko (drawn by J. Harden),,77-58,,
5:14.0,J. Harden makes free throw 1 of 2,1,78-58,,
5:14.0,J. Harden makes free throw 2 of 2,1,79-58,,
4:53.0,,,79-58,,A. Burks misses 2-pt shot from 5 ft
4:49.0,Defensive rebound by E. Gordon,,79-58,,
4:45.0,Shooting foul by D. Favors (drawn by E. Gordon),,79-58,,
4:45.0,E. Gordon makes free throw 1 of 2,1,80-58,,
4:45.0,,,80-58,,R. Gobert enters the game for D. Favors
4:45.0,E. Gordon makes free throw 2 of 2,1,81-58,,
4:22.0,,,81-58,,A. Burks misses 3-pt shot from 22 ft
4:19.0,Defensive rebound by P. Tucker,,81-58,,
4:11.0,J. Harden misses 3-pt shot from 24 ft,,81-58,,
4:09.0,Offensive rebound by Team,,81-58,,
4:09.0,,,81-58,,Loose ball foul by D. Mitchell (drawn by P. Tucker)
4:09.0,P. Tucker makes free throw 1 of 2,1,82-58,,
4:09.0,P. Tucker makes free throw 2 of 2,1,83-58,,
3:52.0,,,83-61,3,J. Ingles makes 3-pt shot from 24 ft (assist by A. Burks)
3:43.0,Turnover by R. Anderson (lost ball; steal by J. Ingles),,83-61,,
3:37.0,,,83-61,,J. Ingles misses 3-pt shot from 24 ft
3:34.0,Defensive rebound by R. Anderson,,83-61,,
3:20.0,Offensive foul by P. Tucker (drawn by R. Gobert),,83-61,,
3:20.0,Turnover by P. Tucker (offensive foul),,83-61,,
3:20.0,,,83-61,,T. Sefolosha enters the game for J. Jerebko
3:20.0,,,83-61,,R. Neto enters the game for D. Mitchell
3:20.0,C. Capela enters the game for P. Tucker,,83-61,,
3:01.0,,,83-61,,J. Ingles misses 2-pt shot from 2 ft
2:58.0,Defensive rebound by C. Capela,,83-61,,
2:54.0,E. Gordon misses 3-pt shot from 27 ft,,83-61,,
2:50.0,,,83-61,,Defensive rebound by A. Burks
2:40.0,,,83-61,,J. Ingles misses 2-pt shot from 1 ft
2:40.0,Defensive rebound by J. Harden,,83-61,,
2:37.0,,,83-61,,J. Ingles misses 2-pt shot from 2 ft
2:37.0,,,83-61,,Offensive rebound by J. Ingles
2:29.0,E. Gordon misses 2-pt shot from 2 ft (block by R. Gobert),,83-61,,
2:29.0,,,83-61,,Defensive rebound by Team
2:29.0,Houston full timeout,,83-61,,
2:29.0,C. Paul enters the game for J. Harden,,83-61,,
2:29.0,T. Ariza enters the game for R. Anderson,,83-61,,
2:11.0,,,83-63,2,A. Burks makes 2-pt shot from 12 ft
1:49.0,Turnover by C. Paul (bad pass; steal by R. Gobert),,83-63,,
1:42.0,,,83-63,,Shooting foul by C. Capela (drawn by A. Burks)
1:42.0,,,83-64,1,A. Burks makes free throw 1 of 2
1:42.0,,,83-64,,R. O'Neale enters the game for J. Ingles
1:42.0,T. Black enters the game for C. Capela,,83-64,,
1:42.0,,,83-65,1,A. Burks makes free throw 2 of 2
1:35.0,E. Gordon misses 3-pt shot from 24 ft,,83-65,,
1:31.0,,,83-65,,Defensive rebound by R. Gobert
1:14.0,,,83-65,,Shooting foul by T. Black (drawn by R. O'Neale)
1:14.0,,,83-65,,R. O'Neale misses free throw 1 of 2
1:14.0,,,83-65,,Offensive rebound by Team
1:14.0,,,83-66,1,R. O'Neale makes free throw 2 of 2
1:01.0,C. Paul makes 2-pt shot from 12 ft,2,85-66,,
0:47.0,,,85-66,,R. O'Neale misses 3-pt shot from 23 ft
0:44.0,Defensive rebound by C. Paul,,85-66,,
0:38.0,L. Mbah a Moute makes 3-pt shot from 25 ft (assist by C. Paul),3,88-66,,
0:29.0,,,88-66,,Turnover by A. Burks (out of bounds lost ball)
0:09.0,C. Paul misses 3-pt shot from 26 ft,,88-66,,
0:06.0,Offensive rebound by L. Mbah a Moute,,88-66,,
0:05.0,L. Mbah a Moute misses 2-pt shot from 19 ft (block by T. Sefolosha),,88-66,,
0:02.0,Offensive rebound by Team,,88-66,,
0:00.0,C. Paul misses 2-pt shot from 19 ft,,88-66,,
0:00.0,Offensive rebound by Team,,88-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,88-66,,R. Neto misses 2-pt shot from 7 ft
11:40.0,Defensive rebound by C. Paul,,88-66,,
11:37.0,T. Ariza makes 3-pt shot from 23 ft (assist by E. Gordon),3,91-66,,
11:17.0,,,91-66,,Turnover by R. Gobert (bad pass; steal by L. Mbah a Moute)
11:17.0,,,91-66,,Personal foul by A. Burks (drawn by C. Paul)
10:57.0,T. Black misses 2-pt shot from 2 ft,,91-66,,
10:56.0,,,91-66,,Defensive rebound by R. Gobert
10:56.0,Personal foul by C. Paul (drawn by R. Gobert),,91-66,,
10:45.0,,,91-66,,A. Burks misses 2-pt shot from 16 ft (block by E. Gordon)
10:45.0,,,91-66,,Offensive rebound by Team
10:35.0,,,91-69,3,A. Burks makes 3-pt shot from 25 ft (assist by R. O'Neale)
10:24.0,C. Paul makes 2-pt shot from 16 ft,2,93-69,,
10:04.0,,,93-72,3,R. Neto makes 3-pt shot from 24 ft (assist by A. Burks)
9:46.0,E. Gordon makes 3-pt shot from 26 ft (assist by C. Paul),3,96-72,,
9:29.0,,,96-74,2,T. Sefolosha makes 2-pt shot from 3 ft
9:08.0,Turnover by T. Ariza (lost ball; steal by A. Burks),,96-74,,
9:03.0,,,96-76,2,T. Sefolosha makes 2-pt shot from 1 ft (assist by A. Burks)
8:54.0,Turnover by E. Gordon (lost ball; steal by T. Sefolosha),,96-76,,
8:44.0,,,96-76,,A. Burks misses 3-pt shot from 22 ft
8:42.0,Defensive rebound by C. Paul,,96-76,,
8:32.0,Offensive foul by T. Black (drawn by R. Neto),,96-76,,
8:32.0,Turnover by T. Black (offensive foul),,96-76,,
8:32.0,,,96-76,,D. Favors enters the game for R. Neto
8:32.0,,,96-76,,R. Rubio enters the game for R. Gobert
8:32.0,J. Harden enters the game for C. Paul,,96-76,,
8:32.0,R. Anderson enters the game for T. Black,,96-76,,
8:24.0,,,96-79,3,A. Burks makes 3-pt shot from 24 ft (assist by R. Rubio)
8:22.0,Houston full timeout,,96-79,,
8:22.0,,,96-79,,D. Mitchell enters the game for R. O'Neale
8:11.0,Turnover by E. Gordon (lost ball; steal by A. Burks),,96-79,,
8:11.0,Loose ball foul by E. Gordon (drawn by A. Burks),,96-79,,
7:47.0,,,96-81,2,R. Rubio makes 2-pt shot from 23 ft
7:33.0,Shooting foul by T. Sefolosha (drawn by E. Gordon),,96-81,,
7:33.0,E. Gordon makes free throw 1 of 2,1,97-81,,
7:33.0,E. Gordon makes free throw 2 of 2,1,98-81,,
7:22.0,,,98-83,2,D. Mitchell makes 2-pt shot from 1 ft
7:06.0,Turnover by L. Mbah a Moute (lost ball; steal by R. Rubio),,98-83,,
7:01.0,,,98-83,,T. Sefolosha misses 3-pt shot from 22 ft
6:58.0,Defensive rebound by T. Ariza,,98-83,,
6:50.0,L. Mbah a Moute misses 3-pt shot from 24 ft,,98-83,,
6:46.0,Offensive rebound by R. Anderson,,98-83,,
6:46.0,R. Anderson makes 2-pt shot from 1 ft,2,100-83,,
6:26.0,,,100-83,,Shooting foul by T. Ariza (drawn by D. Favors)
6:26.0,,,100-84,1,D. Favors makes free throw 1 of 2
6:26.0,,,100-84,,J. Ingles enters the game for A. Burks
6:26.0,P. Tucker enters the game for T. Ariza,,100-84,,
6:26.0,C. Paul enters the game for L. Mbah a Moute,,100-84,,
6:26.0,,,100-84,,D. Favors misses free throw 2 of 2
6:24.0,Defensive rebound by P. Tucker,,100-84,,
6:10.0,J. Harden makes 2-pt shot from 1 ft,2,102-84,,
6:02.0,,,102-84,,Shooting foul by R. Anderson (drawn by R. Rubio)
6:02.0,,,102-85,1,R. Rubio makes free throw 1 of 2
6:02.0,,,102-86,1,R. Rubio makes free throw 2 of 2
5:44.0,,,102-86,,Personal foul by D. Favors (drawn by C. Paul)
5:32.0,J. Harden misses 3-pt shot from 30 ft,,102-86,,
5:29.0,,,102-86,,Defensive rebound by D. Favors
5:25.0,,,102-88,2,D. Mitchell makes 2-pt shot from 1 ft (assist by D. Favors)
5:02.0,P. Tucker makes 2-pt shot from 3 ft (assist by C. Paul),2,104-88,,
4:46.0,,,104-91,3,R. Rubio makes 3-pt shot from 24 ft (assist by D. Mitchell)
4:23.0,P. Tucker makes 3-pt shot from 25 ft (assist by J. Harden),3,107-91,,
4:09.0,,,107-94,3,D. Mitchell makes 3-pt shot from 24 ft
3:43.0,C. Paul makes 3-pt shot from 25 ft,3,110-94,,
3:30.0,,,110-94,,T. Sefolosha misses 3-pt shot from 24 ft
3:26.0,Defensive rebound by P. Tucker,,110-94,,
3:18.0,Turnover by C. Paul (lost ball; steal by D. Favors),,110-94,,
