time,New Orleans,pts.away,score,pts.home,Memphis
2:40.0,Defensive rebound by T. Allen,,24-19,,
2:23.0,I. Clark misses 3-pt shot from 26 ft,,24-19,,
2:21.0,,,24-19,,Defensive rebound by T. Evans
2:12.0,,,24-21,2,D. Brooks makes 2-pt shot from 12 ft
1:57.0,,,24-21,,Personal foul by T. Evans (drawn by D. Cousins)
1:57.0,D. Cousins misses free throw 1 of 2,,24-21,,
1:57.0,Offensive rebound by Team,,24-21,,
1:57.0,D. Cousins makes free throw 2 of 2,1,25-21,,
1:43.0,,,25-21,,D. Brooks misses 2-pt shot from 1 ft (block by D. Cousins)
1:40.0,,,25-21,,Offensive rebound by C. Parsons
1:39.0,,,25-21,,M. Chalmers misses 3-pt shot from 25 ft
1:35.0,Defensive rebound by D. Cousins,,25-21,,
1:26.0,D. Cousins makes 3-pt shot from 25 ft (assist by J. Crawford),3,28-21,,
1:08.0,,,28-23,2,B. Wright makes 2-pt shot at rim (assist by M. Chalmers)
0:47.0,I. Clark makes 3-pt shot from 23 ft (assist by J. Crawford),3,31-23,,
0:30.0,Personal foul by I. Clark (drawn by M. Chalmers),,31-23,,
0:30.0,,,31-24,1,M. Chalmers makes free throw 1 of 2
0:30.0,,,31-24,,M. Gasol enters the game for B. Wright
0:30.0,,,31-25,1,M. Chalmers makes free throw 2 of 2
0:14.0,J. Crawford makes 3-pt shot from 28 ft (assist by I. Clark),3,34-25,,
0:03.0,,,34-27,2,T. Evans makes 2-pt shot from 19 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Turnover by J. Crawford (lost ball; steal by D. Brooks),,34-27,,
11:43.0,,,34-27,,T. Evans misses 2-pt shot at rim
11:36.0,,,34-27,,Offensive rebound by D. Brooks
11:36.0,,,34-29,2,D. Brooks makes 2-pt shot at rim
11:25.0,Turnover by I. Clark (lost ball; steal by D. Brooks),,34-29,,
11:20.0,,,34-31,2,T. Evans makes 2-pt shot from 1 ft (assist by M. Chalmers)
11:01.0,A. Davis misses 2-pt shot from 8 ft,,34-31,,
10:58.0,,,34-31,,Defensive rebound by T. Evans
10:54.0,,,34-31,,T. Evans misses 2-pt shot from 6 ft (block by A. Davis)
10:50.0,Defensive rebound by I. Clark,,34-31,,
10:49.0,T. Allen misses 2-pt shot from 1 ft,,34-31,,
10:43.0,,,34-31,,Defensive rebound by C. Parsons
10:30.0,,,34-31,,T. Evans misses 3-pt shot from 22 ft
10:27.0,Defensive rebound by I. Clark,,34-31,,
10:21.0,Turnover by T. Allen (bad pass),,34-31,,
10:21.0,E. Moore enters the game for I. Clark,,34-31,,
10:00.0,,,34-31,,Offensive charge foul by M. Gasol (drawn by A. Davis)
10:00.0,,,34-31,,Turnover by M. Gasol (offensive foul)
10:00.0,,,34-31,,J. Martin enters the game for T. Evans
10:00.0,,,34-31,,M. Conley enters the game for C. Parsons
9:48.0,J. Crawford misses 2-pt shot from 13 ft,,34-31,,
9:45.0,,,34-31,,Defensive rebound by M. Chalmers
9:37.0,,,34-31,,M. Chalmers misses 2-pt shot from 2 ft (block by T. Allen)
9:37.0,,,34-31,,Offensive rebound by Team
9:37.0,Personal foul by J. Crawford (drawn by D. Brooks),,34-31,,
9:37.0,,,34-32,1,D. Brooks makes free throw 1 of 1
9:37.0,D. Cunningham enters the game for D. Miller,,34-32,,
9:35.0,,,34-34,2,D. Brooks makes 2-pt shot from 1 ft (assist by M. Chalmers)
9:20.0,A. Davis misses 2-pt shot from 12 ft,,34-34,,
9:17.0,,,34-34,,Defensive rebound by M. Conley
9:11.0,,,34-36,2,M. Gasol makes 2-pt shot from 1 ft (assist by M. Chalmers)
9:03.0,New Orleans full timeout,,34-36,,
9:03.0,J. Holiday enters the game for J. Crawford,,34-36,,
8:55.0,J. Holiday makes 2-pt shot from 1 ft,2,36-36,,
8:29.0,,,36-36,,D. Brooks misses 2-pt shot from 15 ft
8:26.0,Defensive rebound by A. Davis,,36-36,,
8:21.0,J. Holiday misses 3-pt shot from 25 ft,,36-36,,
8:18.0,,,36-36,,Defensive rebound by J. Martin
8:02.0,,,36-36,,M. Chalmers misses 3-pt shot from 25 ft
8:00.0,Defensive rebound by A. Davis,,36-36,,
8:00.0,,,36-36,,Personal foul by J. Martin (drawn by A. Davis)
7:46.0,E. Moore misses 3-pt shot from 25 ft,,36-36,,
7:43.0,,,36-36,,Defensive rebound by D. Brooks
7:36.0,,,36-36,,M. Chalmers misses 2-pt shot at rim
7:31.0,Defensive rebound by D. Cunningham,,36-36,,
7:24.0,,,36-36,,Personal foul by M. Chalmers (drawn by T. Allen)
7:24.0,,,36-36,,A. Harrison enters the game for M. Chalmers
7:24.0,D. Miller enters the game for T. Allen,,36-36,,
7:09.0,A. Davis misses 3-pt shot from 24 ft,,36-36,,
7:07.0,,,36-36,,Defensive rebound by D. Brooks
6:51.0,,,36-39,3,M. Conley makes 3-pt shot from 26 ft (assist by D. Brooks)
6:40.0,J. Holiday misses 2-pt shot from 4 ft,,36-39,,
6:37.0,,,36-39,,Defensive rebound by D. Brooks
6:34.0,,,36-39,,Offensive foul by J. Martin (drawn by D. Miller)
6:34.0,,,36-39,,Turnover by J. Martin (offensive foul)
6:34.0,D. Cousins enters the game for D. Cunningham,,36-39,,
6:20.0,,,36-39,,Personal foul by A. Harrison (drawn by A. Davis)
6:09.0,D. Cousins misses 2-pt shot from 1 ft,,36-39,,
6:05.0,,,36-39,,Defensive rebound by M. Gasol
6:00.0,,,36-41,2,M. Gasol makes 2-pt shot from 1 ft (assist by D. Brooks)
5:44.0,D. Cousins makes 3-pt shot from 27 ft,3,39-41,,
5:32.0,Personal foul by D. Miller (drawn by D. Brooks),,39-41,,
5:32.0,,,39-41,,J. Ennis enters the game for D. Brooks
5:23.0,,,39-41,,M. Conley misses 2-pt shot at rim
5:21.0,Defensive rebound by D. Cousins,,39-41,,
5:12.0,A. Davis misses 2-pt shot from 8 ft,,39-41,,
5:08.0,Offensive rebound by J. Holiday,,39-41,,
5:04.0,A. Davis misses 2-pt shot at rim,,39-41,,
5:01.0,,,39-41,,Defensive rebound by J. Martin
4:56.0,,,39-41,,Turnover by J. Martin (lost ball; steal by E. Moore)
4:54.0,I. Clark enters the game for D. Miller,,39-41,,
4:54.0,D. Cunningham enters the game for E. Moore,,39-41,,
4:43.0,I. Clark misses 3-pt shot from 26 ft,,39-41,,
4:40.0,Offensive rebound by A. Davis,,39-41,,
4:37.0,D. Cousins misses 2-pt shot from 2 ft,,39-41,,
4:37.0,,,39-41,,Defensive rebound by M. Gasol
4:28.0,,,39-43,2,J. Martin makes 2-pt shot at rim (assist by A. Harrison)
4:15.0,Shooting foul by M. Gasol (drawn by D. Cousins),,39-43,,
4:15.0,D. Cousins makes free throw 1 of 2,1,40-43,,
4:15.0,,,40-43,,B. Wright enters the game for M. Gasol
4:15.0,D. Cousins makes free throw 2 of 2,1,41-43,,
4:07.0,,,41-46,3,M. Conley makes 3-pt shot from 25 ft
3:53.0,J. Holiday makes 2-pt shot from 12 ft,2,43-46,,
3:41.0,,,43-48,2,A. Harrison makes 2-pt shot from 8 ft
3:30.0,,,43-48,,Personal foul by M. Conley (drawn by A. Davis)
3:30.0,A. Davis makes free throw 1 of 2,1,44-48,,
3:30.0,A. Davis makes free throw 2 of 2,1,45-48,,
3:21.0,,,45-48,,J. Martin misses 3-pt shot from 25 ft
3:18.0,Defensive rebound by J. Holiday,,45-48,,
3:14.0,Shooting foul by B. Wright (drawn by D. Cousins),,45-48,,
3:14.0,D. Cousins makes free throw 1 of 2,1,46-48,,
3:14.0,D. Cousins makes free throw 2 of 2,1,47-48,,
3:01.0,,,47-50,2,B. Wright makes 2-pt shot from 9 ft (assist by J. Ennis)
2:48.0,D. Cousins misses 3-pt shot from 26 ft,,47-50,,
2:44.0,Offensive rebound by A. Davis,,47-50,,
2:41.0,J. Holiday misses 2-pt shot from 11 ft,,47-50,,
2:41.0,Offensive rebound by D. Cunningham,,47-50,,
2:40.0,D. Cunningham makes 2-pt shot from 1 ft,2,49-50,,
2:40.0,Shooting foul by A. Harrison (drawn by D. Cunningham),,49-50,,
2:40.0,,,49-50,,Memphis full timeout
2:40.0,D. Cunningham makes free throw 1 of 1,1,50-50,,
2:26.0,,,50-50,,A. Harrison misses 2-pt shot from 15 ft
2:23.0,Defensive rebound by D. Cunningham,,50-50,,
2:09.0,Turnover by D. Cousins (bad pass; steal by M. Conley),,50-50,,
2:05.0,,,50-50,,M. Conley misses 3-pt shot from 25 ft
2:02.0,,,50-50,,Offensive rebound by J. Ennis
2:00.0,,,50-52,2,J. Ennis makes 2-pt shot at rim
1:52.0,Turnover by J. Holiday (bad pass; steal by B. Wright),,50-52,,
1:32.0,,,50-54,2,M. Conley makes 2-pt shot from 6 ft
1:11.0,A. Davis misses 2-pt shot at rim,,50-54,,
1:07.0,,,50-54,,Defensive rebound by B. Wright
1:06.0,,,50-54,,M. Chalmers enters the game for M. Conley
1:06.0,E. Moore enters the game for A. Davis,,50-54,,
0:53.0,,,50-54,,A. Harrison misses 2-pt shot from 7 ft
0:51.0,Defensive rebound by D. Cousins,,50-54,,
0:48.0,Turnover by J. Holiday (out of bounds lost ball),,50-54,,
0:35.0,,,50-54,,Turnover by J. Martin (bad pass; steal by I. Clark)
0:31.0,E. Moore makes 2-pt shot from 1 ft (assist by I. Clark),2,52-54,,
0:11.0,Personal foul by D. Cunningham (drawn by B. Wright),,52-54,,
0:11.0,Personal foul by D. Cousins (drawn by M. Chalmers),,52-54,,
0:11.0,,,52-54,,M. Chalmers misses free throw 1 of 1
0:11.0,,,52-54,,Offensive rebound by Team
0:11.0,T. Allen enters the game for I. Clark,,52-54,,
0:00.0,,,52-54,,A. Harrison misses 2-pt shot from 4 ft
0:00.0,,,52-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,A. Davis misses 2-pt shot from 15 ft,,52-54,,
11:35.0,,,52-54,,Defensive rebound by M. Gasol
11:18.0,,,52-54,,M. Gasol misses 3-pt shot from 26 ft
11:15.0,Defensive rebound by A. Davis,,52-54,,
11:09.0,D. Cousins makes 2-pt shot at rim,2,54-54,,
10:55.0,Personal foul by E. Moore (drawn by A. Harrison),,54-54,,
10:46.0,Personal foul by J. Holiday (drawn by M. Conley),,54-54,,
10:36.0,,,54-54,,M. Gasol misses 2-pt shot from 7 ft
10:33.0,Defensive rebound by A. Davis,,54-54,,
10:27.0,D. Cousins misses 2-pt shot from 2 ft (block by M. Gasol),,54-54,,
10:24.0,,,54-54,,Defensive rebound by A. Harrison
10:10.0,,,54-57,3,M. Gasol makes 3-pt shot from 26 ft (assist by M. Conley)
10:04.0,Offensive charge foul by E. Moore (drawn by M. Conley),,54-57,,
10:04.0,Turnover by E. Moore (offensive foul),,54-57,,
9:55.0,Personal foul by J. Holiday (drawn by M. Conley),,54-57,,
9:55.0,Turnover by J. Holiday (turnover),,54-57,,
9:45.0,Personal foul by D. Cousins (drawn by M. Gasol),,54-57,,
9:31.0,,,54-57,,M. Conley misses 3-pt shot from 25 ft
9:31.0,,,54-57,,Turnover by Team (shot clock)
9:30.0,,,54-57,,Offensive rebound by Team
9:13.0,A. Davis misses 2-pt shot from 5 ft,,54-57,,
9:09.0,,,54-57,,Defensive rebound by M. Conley
9:01.0,,,54-57,,Turnover by A. Harrison (lost ball; steal by J. Holiday)
8:52.0,E. Moore misses 3-pt shot from 24 ft,,54-57,,
8:49.0,Offensive rebound by A. Davis,,54-57,,
8:48.0,A. Davis makes 2-pt shot from 4 ft,2,56-57,,
8:39.0,Personal foul by D. Cousins (drawn by M. Conley),,56-57,,
8:39.0,,,56-58,1,M. Conley makes free throw 1 of 2
8:39.0,,,56-59,1,M. Conley makes free throw 2 of 2
8:31.0,D. Cunningham misses 3-pt shot from 24 ft,,56-59,,
8:28.0,,,56-59,,Defensive rebound by M. Gasol
8:10.0,,,56-59,,J. Martin misses 3-pt shot from 23 ft
8:09.0,Defensive rebound by Team,,56-59,,
7:59.0,E. Moore misses 2-pt shot from 7 ft (block by J. Martin),,56-59,,
7:58.0,Offensive rebound by Team,,56-59,,
7:58.0,,,56-59,,M. Chalmers enters the game for A. Harrison
7:54.0,A. Davis makes 2-pt shot at rim (assist by E. Moore),2,58-59,,
7:30.0,,,58-59,,M. Gasol misses 2-pt shot from 5 ft (block by D. Cousins)
7:27.0,,,58-59,,Offensive rebound by J. Martin
7:26.0,,,58-59,,J. Martin misses 2-pt shot from 12 ft
7:26.0,Defensive rebound by J. Holiday,,58-59,,
7:21.0,E. Moore makes 2-pt shot from 1 ft (assist by J. Holiday),2,60-59,,
7:01.0,,,60-62,3,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol)
6:55.0,E. Moore misses 2-pt shot at rim,,60-62,,
6:52.0,,,60-62,,Defensive rebound by M. Gasol
6:48.0,,,60-62,,M. Chalmers misses 3-pt shot from 24 ft
6:45.0,Defensive rebound by D. Cunningham,,60-62,,
6:40.0,,,60-62,,Personal foul by J. Martin (drawn by A. Davis)
6:40.0,,,60-62,,Memphis full timeout
6:40.0,,,60-62,,B. Wright enters the game for J. Martin
6:40.0,,,60-62,,D. Brooks enters the game for J. Ennis
6:40.0,,,60-62,,T. Evans enters the game for M. Conley
6:30.0,D. Cousins misses 2-pt shot from 11 ft (block by M. Gasol),,60-62,,
6:28.0,,,60-62,,Defensive rebound by Team
6:15.0,,,60-62,,D. Brooks misses 3-pt shot from 22 ft
6:12.0,Defensive rebound by J. Holiday,,60-62,,
6:06.0,D. Cousins misses 3-pt shot from 25 ft,,60-62,,
6:03.0,,,60-62,,Defensive rebound by T. Evans
5:50.0,,,60-62,,Offensive charge foul by T. Evans (drawn by D. Cousins)
5:50.0,,,60-62,,Turnover by T. Evans (offensive foul)
5:43.0,Offensive foul by A. Davis (drawn by M. Chalmers),,60-62,,
5:43.0,Turnover by A. Davis (offensive foul),,60-62,,
5:43.0,D. Miller enters the game for D. Cousins,,60-62,,
5:43.0,I. Clark enters the game for E. Moore,,60-62,,
5:31.0,,,60-65,3,T. Evans makes 3-pt shot from 25 ft (assist by M. Gasol)
5:08.0,J. Holiday misses 3-pt shot from 23 ft,,60-65,,
5:05.0,,,60-65,,Defensive rebound by M. Gasol
4:55.0,,,60-67,2,M. Gasol makes 2-pt shot from 1 ft
4:42.0,J. Holiday misses 2-pt shot from 1 ft (block by D. Brooks),,60-67,,
4:41.0,J. Holiday misses 2-pt shot from 1 ft,,60-67,,
4:41.0,Offensive rebound by D. Cunningham,,60-67,,
4:41.0,Offensive rebound by J. Holiday,,60-67,,
4:41.0,Shooting foul by T. Evans (drawn by D. Cunningham),,60-67,,
4:41.0,D. Cunningham misses free throw 1 of 2,,60-67,,
4:41.0,Offensive rebound by Team,,60-67,,
4:41.0,D. Cunningham makes free throw 2 of 2,1,61-67,,
4:29.0,,,61-69,2,B. Wright makes 2-pt shot from 1 ft (assist by T. Evans)
4:29.0,,,61-69,,Shooting foul by I. Clark (drawn by B. Wright)
4:29.0,,,61-69,,B. Wright misses free throw 1 of 1
4:26.0,Defensive rebound by A. Davis,,61-69,,
4:18.0,Shooting foul by M. Chalmers (drawn by A. Davis),,61-69,,
4:18.0,A. Davis makes free throw 1 of 2,1,62-69,,
4:18.0,A. Davis makes free throw 2 of 2,1,63-69,,
4:05.0,,,63-71,2,D. Brooks makes 2-pt shot at rim (assist by T. Evans)
3:46.0,D. Miller misses 3-pt shot from 22 ft,,63-71,,
3:43.0,Offensive rebound by A. Davis,,63-71,,
3:42.0,A. Davis makes 2-pt shot from 12 ft,2,65-71,,
3:29.0,,,65-71,,T. Evans misses 3-pt shot from 26 ft
3:25.0,Defensive rebound by D. Cunningham,,65-71,,
3:18.0,A. Davis misses 2-pt shot from 11 ft,,65-71,,
3:13.0,Offensive rebound by A. Davis,,65-71,,
3:13.0,A. Davis misses 2-pt shot at rim,,65-71,,
3:13.0,Offensive rebound by D. Cunningham,,65-71,,
3:09.0,A. Davis misses 2-pt shot at rim (block by D. Brooks),,65-71,,
3:06.0,,,65-71,,Defensive rebound by M. Chalmers
2:53.0,,,65-73,2,B. Wright makes 2-pt shot from 1 ft (assist by M. Gasol)
2:53.0,,,65-73,,Shooting foul by D. Miller (drawn by B. Wright)
2:53.0,New Orleans full timeout,,65-73,,
2:53.0,,,65-73,,C. Parsons enters the game for M. Gasol
2:53.0,T. Allen enters the game for J. Holiday,,65-73,,
2:53.0,J. Crawford enters the game for A. Davis,,65-73,,
2:53.0,D. Cousins enters the game for D. Cunningham,,65-73,,
2:53.0,,,65-73,,B. Wright misses free throw 1 of 1
2:51.0,Defensive rebound by T. Allen,,65-73,,
2:42.0,Turnover by J. Crawford (bad pass),,65-73,,
2:24.0,,,65-73,,D. Brooks misses 2-pt shot from 19 ft
2:22.0,,,65-73,,Offensive rebound by Team
2:22.0,Loose ball foul by T. Allen (drawn by M. Chalmers),,65-73,,
2:22.0,,,65-73,,M. Chalmers misses free throw 1 of 2
2:22.0,,,65-73,,Offensive rebound by Team
2:22.0,,,65-74,1,M. Chalmers makes free throw 2 of 2
2:08.0,Turnover by D. Cousins (bad pass; steal by B. Wright),,65-74,,
1:50.0,,,65-74,,Shooting foul by D. Miller (drawn by C. Parsons)
1:50.0,,,65-74,,C. Parsons misses free throw 1 of 3
1:50.0,,,65-74,,Offensive rebound by Team
1:50.0,,,65-75,1,C. Parsons makes free throw 2 of 3
1:50.0,E. Moore enters the game for D. Miller,,65-75,,
1:50.0,,,65-75,,C. Parsons misses free throw 3 of 3
1:47.0,Defensive rebound by E. Moore,,65-75,,
1:32.0,,,65-75,,Personal foul by D. Brooks (drawn by D. Cousins)
1:18.0,Turnover by Team (shot clock),,65-75,,
1:04.0,,,65-75,,B. Wright misses 2-pt shot from 1 ft (block by D. Cousins)
1:00.0,,,65-75,,Offensive rebound by C. Parsons
0:59.0,,,65-77,2,C. Parsons makes 2-pt shot from 1 ft
0:51.0,D. Cousins misses 3-pt shot from 26 ft,,65-77,,
0:49.0,Offensive rebound by E. Moore,,65-77,,
0:39.0,E. Moore makes 2-pt shot from 4 ft,2,67-77,,
0:39.0,Shooting foul by D. Brooks (drawn by E. Moore),,67-77,,
0:39.0,,,67-77,,M. Conley enters the game for T. Evans
0:39.0,E. Moore makes free throw 1 of 1,1,68-77,,
0:22.0,,,68-77,,M. Chalmers misses 2-pt shot from 1 ft
0:20.0,,,68-77,,Offensive rebound by B. Wright
0:19.0,,,68-79,2,B. Wright makes 2-pt shot at rim
0:04.0,J. Crawford makes 2-pt shot from 9 ft,2,70-79,,
0:00.0,,,70-79,,M. Chalmers misses 3-pt shot from 44 ft
0:00.0,,,70-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,70-82,3,C. Parsons makes 3-pt shot from 25 ft (assist by M. Conley)
11:17.0,Turnover by E. Moore (lost ball; steal by M. Conley),,70-82,,
11:17.0,Personal foul by E. Moore (drawn by M. Conley),,70-82,,
11:04.0,,,70-82,,M. Conley misses 3-pt shot from 24 ft
11:01.0,Defensive rebound by A. Davis,,70-82,,
10:47.0,D. Cousins makes 2-pt shot at rim,2,72-82,,
10:33.0,,,72-84,2,M. Chalmers makes 2-pt shot from 1 ft
10:23.0,,,72-84,,Personal foul by C. Parsons (drawn by A. Davis)
10:23.0,,,72-84,,M. Gasol enters the game for B. Wright
10:08.0,E. Moore makes 2-pt shot from 4 ft (assist by D. Cousins),2,74-84,,
9:49.0,,,74-87,3,M. Gasol makes 3-pt shot from 27 ft (assist by M. Conley)
9:31.0,A. Davis makes 2-pt shot at rim (assist by E. Moore),2,76-87,,
9:20.0,Personal foul by A. Davis (drawn by M. Chalmers),,76-87,,
9:10.0,Personal foul by J. Holiday (drawn by M. Gasol),,76-87,,
9:01.0,,,76-89,2,M. Conley makes 2-pt shot from 1 ft
8:43.0,Turnover by A. Davis (lost ball; steal by C. Parsons),,76-89,,
8:32.0,,,76-89,,D. Brooks misses 3-pt shot from 23 ft
8:29.0,,,76-89,,Offensive rebound by M. Gasol
8:28.0,Personal foul by J. Holiday (drawn by D. Brooks),,76-89,,
8:28.0,,,76-89,,M. Conley misses free throw 1 of 1
8:28.0,,,76-89,,Offensive rebound by Team
8:26.0,,,76-89,,M. Gasol misses 3-pt shot from 26 ft
8:23.0,Defensive rebound by A. Davis,,76-89,,
8:11.0,J. Holiday misses 3-pt shot from 25 ft,,76-89,,
8:11.0,,,76-89,,Defensive rebound by Team
