time,Oklahoma City,pts.away,score,pts.home,Houston
5:09.0,C. Anthony makes 3-pt shot from 25 ft (assist by S. Adams),3,20-19,,
4:49.0,,,20-19,,L. Mbah a Moute misses 2-pt shot from 20 ft
4:45.0,Defensive rebound by P. George,,20-19,,
4:38.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,22-19,,
4:33.0,,,22-19,,J. Johnson enters the game for T. Ariza
4:33.0,A. Abrines enters the game for P. George,,22-19,,
4:33.0,,,22-19,,N. Hilario enters the game for C. Capela
4:24.0,,,22-19,,J. Johnson misses 3-pt shot from 24 ft
4:21.0,Defensive rebound by R. Westbrook,,22-19,,
4:16.0,R. Westbrook makes 2-pt shot from 1 ft,2,24-19,,
4:06.0,,,24-19,,G. Green misses 3-pt shot from 24 ft
4:03.0,Defensive rebound by C. Anthony,,24-19,,
3:58.0,C. Anthony makes 2-pt shot from 16 ft,2,26-19,,
3:43.0,,,26-19,,Shooting foul by A. Abrines (drawn by N. Hilario)
3:43.0,,,26-20,1,N. Hilario makes free throw 1 of 2
3:43.0,,,26-21,1,N. Hilario makes free throw 2 of 2
3:39.0,Oklahoma City full timeout,,26-21,,
3:39.0,P. George enters the game for C. Brewer,,26-21,,
3:34.0,A. Abrines misses 3-pt shot from 25 ft,,26-21,,
3:30.0,Offensive rebound by R. Westbrook,,26-21,,
3:28.0,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook),3,29-21,,
3:06.0,,,29-23,2,J. Johnson makes 2-pt shot at rim
2:47.0,A. Abrines misses 3-pt shot from 25 ft,,29-23,,
2:44.0,,,29-23,,Defensive rebound by J. Johnson
2:35.0,,,29-25,2,J. Harden makes 2-pt shot from 6 ft
2:28.0,C. Anthony makes 2-pt shot from 1 ft (assist by P. George),2,31-25,,
2:05.0,,,31-25,,J. Harden misses 3-pt shot from 24 ft
2:02.0,Defensive rebound by C. Anthony,,31-25,,
2:01.0,Turnover by R. Westbrook (bad pass),,31-25,,
2:01.0,R. Felton enters the game for R. Westbrook,,31-25,,
2:01.0,,,31-25,,C. Paul enters the game for J. Harden
1:50.0,,,31-25,,Offensive foul by N. Hilario (drawn by S. Adams)
1:50.0,,,31-25,,Turnover by N. Hilario (offensive foul)
1:50.0,P. Patterson enters the game for S. Adams,,31-25,,
1:32.0,R. Felton misses 2-pt shot at rim,,31-25,,
1:31.0,,,31-25,,Defensive rebound by L. Mbah a Moute
1:21.0,,,31-25,,L. Mbah a Moute misses 2-pt shot from 2 ft (block by R. Felton)
1:21.0,,,31-25,,Offensive rebound by Team
1:16.0,,,31-27,2,C. Paul makes 2-pt shot from 15 ft
1:04.0,P. George makes 3-pt shot from 24 ft,3,34-27,,
0:44.0,,,34-30,3,C. Paul makes 3-pt shot from 24 ft
0:23.0,C. Anthony makes 2-pt shot at rim,2,36-30,,
0:00.0,,,36-30,,C. Paul misses 3-pt shot from 25 ft
0:00.0,,,36-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,36-30,,N. Hilario misses 2-pt shot from 1 ft (block by J. Grant)
11:46.0,,,36-30,,Offensive rebound by Team
11:41.0,Shooting block foul by A. Abrines (drawn by N. Hilario),,36-30,,
11:41.0,,,36-30,,N. Hilario misses free throw 1 of 2
11:41.0,,,36-30,,Offensive rebound by Team
11:41.0,,,36-30,,N. Hilario misses free throw 2 of 2
11:41.0,Defensive rebound by J. Grant,,36-30,,
11:17.0,R. Felton misses 3-pt shot from 25 ft,,36-30,,
11:13.0,,,36-30,,Defensive rebound by G. Green
11:04.0,,,36-30,,Shooting foul by P. Patterson (drawn by G. Green)
11:04.0,,,36-31,1,G. Green makes free throw 1 of 2
11:04.0,,,36-32,1,G. Green makes free throw 2 of 2
10:47.0,P. George misses 2-pt shot from 14 ft,,36-32,,
10:45.0,,,36-32,,Defensive rebound by G. Green
10:43.0,,,36-32,,Turnover by G. Green (bad pass)
10:36.0,Turnover by P. George (bad pass; steal by L. Mbah a Moute),,36-32,,
10:23.0,,,36-34,2,C. Paul makes 2-pt shot from 15 ft
10:04.0,Turnover by R. Felton (lost ball; steal by C. Paul),,36-34,,
9:59.0,Personal foul by P. George (drawn by C. Paul),,36-34,,
9:47.0,,,36-34,,N. Hilario misses 2-pt shot from 1 ft (block by J. Grant)
9:45.0,,,36-34,,Offensive rebound by N. Hilario
9:43.0,,,36-37,3,L. Mbah a Moute makes 3-pt shot from 25 ft (assist by N. Hilario)
9:29.0,P. George makes 3-pt shot from 25 ft (assist by R. Felton),3,39-37,,
9:05.0,,,39-37,,G. Green misses 3-pt shot from 22 ft
9:01.0,Defensive rebound by J. Grant,,39-37,,
8:56.0,,,39-37,,C. Capela enters the game for N. Hilario
8:56.0,R. Westbrook enters the game for A. Abrines,,39-37,,
8:47.0,J. Grant makes 2-pt shot from 1 ft (assist by P. George),2,41-37,,
8:42.0,,,41-37,,C. Paul misses 2-pt shot at rim
8:41.0,Defensive rebound by J. Grant,,41-37,,
8:40.0,,,41-37,,Personal foul by C. Paul (drawn by J. Grant)
8:31.0,R. Westbrook makes 2-pt shot at rim,2,43-37,,
8:16.0,,,43-37,,Turnover by G. Green (bad pass; steal by P. Patterson)
7:57.0,J. Grant makes 3-pt shot from 24 ft (assist by R. Westbrook),3,46-37,,
7:54.0,,,46-37,,Houston full timeout
7:54.0,,,46-37,,T. Ariza enters the game for C. Paul
7:54.0,,,46-37,,J. Harden enters the game for J. Johnson
7:54.0,,,46-37,,P. Tucker enters the game for L. Mbah a Moute
7:54.0,S. Adams enters the game for P. Patterson,,46-37,,
7:44.0,,,46-40,3,G. Green makes 3-pt shot from 25 ft (assist by J. Harden)
7:30.0,J. Grant makes 2-pt shot at rim (assist by R. Westbrook),2,48-40,,
7:20.0,,,48-42,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
7:08.0,R. Westbrook misses 2-pt shot from 19 ft,,48-42,,
7:06.0,Offensive rebound by R. Westbrook,,48-42,,
7:05.0,R. Westbrook makes 2-pt shot from 7 ft,2,50-42,,
7:05.0,Shooting foul by T. Ariza (drawn by R. Westbrook),,50-42,,
7:05.0,C. Brewer enters the game for R. Felton,,50-42,,
7:05.0,R. Westbrook makes free throw 1 of 1,1,51-42,,
6:51.0,,,51-42,,T. Ariza misses 3-pt shot from 24 ft
6:47.0,Defensive rebound by C. Brewer,,51-42,,
6:37.0,Shooting foul by P. Tucker (drawn by P. George),,51-42,,
6:37.0,P. George makes free throw 1 of 2,1,52-42,,
6:37.0,P. George makes free throw 2 of 2,1,53-42,,
6:24.0,Loose ball foul by R. Westbrook (drawn by J. Harden),,53-42,,
6:10.0,,,53-44,2,J. Harden makes 2-pt shot from 15 ft
5:58.0,C. Brewer misses 3-pt shot from 23 ft,,53-44,,
5:55.0,,,53-44,,Defensive rebound by C. Capela
5:45.0,Shooting block foul by P. George (drawn by J. Harden),,53-44,,
5:45.0,,,53-44,,J. Harden misses free throw 1 of 2
5:45.0,,,53-44,,Offensive rebound by Team
5:45.0,C. Anthony enters the game for J. Grant,,53-44,,
5:45.0,A. Abrines enters the game for P. George,,53-44,,
5:45.0,,,53-45,1,J. Harden makes free throw 2 of 2
5:33.0,Turnover by C. Anthony (bad pass),,53-45,,
5:24.0,,,53-45,,P. Tucker misses 3-pt shot from 25 ft
5:23.0,Defensive rebound by A. Abrines,,53-45,,
5:16.0,R. Westbrook misses 2-pt shot from 19 ft,,53-45,,
5:14.0,,,53-45,,Defensive rebound by P. Tucker
5:08.0,,,53-45,,J. Harden misses 2-pt shot at rim
5:06.0,Defensive rebound by S. Adams,,53-45,,
5:01.0,A. Abrines misses 3-pt shot from 23 ft,,53-45,,
4:57.0,Offensive rebound by A. Abrines,,53-45,,
4:54.0,R. Westbrook misses 3-pt shot from 25 ft,,53-45,,
4:52.0,,,53-45,,Defensive rebound by P. Tucker
4:44.0,,,53-48,3,J. Harden makes 3-pt shot from 24 ft
4:42.0,Oklahoma City full timeout,,53-48,,
4:42.0,,,53-48,,C. Paul enters the game for G. Green
4:42.0,P. George enters the game for A. Abrines,,53-48,,
4:29.0,Turnover by P. George (out of bounds lost ball),,53-48,,
4:15.0,,,53-48,,C. Paul misses 3-pt shot from 23 ft
4:12.0,Defensive rebound by S. Adams,,53-48,,
3:57.0,C. Brewer misses 2-pt shot from 2 ft (block by J. Harden),,53-48,,
3:54.0,Offensive rebound by S. Adams,,53-48,,
3:53.0,S. Adams misses 2-pt shot from 11 ft (block by C. Capela),,53-48,,
3:53.0,,,53-48,,Defensive rebound by J. Harden
3:48.0,Personal foul by C. Brewer (drawn by J. Harden),,53-48,,
3:48.0,,,53-49,1,J. Harden makes free throw 1 of 2
3:48.0,J. Grant enters the game for S. Adams,,53-49,,
3:48.0,,,53-50,1,J. Harden makes free throw 2 of 2
3:37.0,Turnover by R. Westbrook (lost ball; steal by J. Harden),,53-50,,
3:32.0,,,53-50,,Turnover by J. Harden (lost ball; steal by C. Brewer)
3:29.0,R. Westbrook misses 2-pt shot from 1 ft,,53-50,,
3:26.0,,,53-50,,Defensive rebound by T. Ariza
3:24.0,,,53-50,,Offensive foul by C. Paul
3:24.0,,,53-50,,Turnover by C. Paul (offensive foul)
3:24.0,,,53-50,,L. Mbah a Moute enters the game for C. Capela
3:24.0,,,53-50,,Technical foul by C. Paul
3:24.0,P. George makes technical free throw,1,54-50,,
3:24.0,S. Adams enters the game for J. Grant,,54-50,,
3:13.0,R. Westbrook makes 2-pt shot from 21 ft (assist by S. Adams),2,56-50,,
3:00.0,Personal block foul by C. Brewer (drawn by J. Harden),,56-50,,
3:00.0,,,56-51,1,J. Harden makes free throw 1 of 2
3:00.0,,,56-52,1,J. Harden makes free throw 2 of 2
2:46.0,P. George misses 3-pt shot from 26 ft,,56-52,,
2:44.0,,,56-52,,Defensive rebound by P. Tucker
2:37.0,,,56-55,3,J. Harden makes 3-pt shot from 24 ft
2:16.0,P. George misses 2-pt shot from 3 ft,,56-55,,
2:15.0,,,56-55,,Defensive rebound by P. Tucker
2:01.0,,,56-55,,T. Ariza misses 3-pt shot from 23 ft
1:58.0,,,56-55,,Offensive rebound by L. Mbah a Moute
1:56.0,,,56-55,,Turnover by L. Mbah a Moute (lost ball; steal by R. Westbrook)
1:52.0,C. Anthony makes 3-pt shot from 24 ft (assist by R. Westbrook),3,59-55,,
1:50.0,,,59-55,,Houston full timeout
1:30.0,,,59-57,2,J. Harden makes 2-pt shot from 7 ft
1:16.0,Shooting foul by P. Tucker (drawn by R. Westbrook),,59-57,,
1:16.0,R. Westbrook misses free throw 1 of 2,,59-57,,
1:16.0,Offensive rebound by Team,,59-57,,
1:16.0,R. Westbrook makes free throw 2 of 2,1,60-57,,
0:52.0,,,60-60,3,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by J. Harden)
0:42.0,S. Adams misses 2-pt shot at rim,,60-60,,
0:40.0,Offensive rebound by S. Adams,,60-60,,
0:31.0,C. Anthony misses 2-pt shot from 15 ft,,60-60,,
0:28.0,Offensive rebound by R. Westbrook,,60-60,,
0:27.0,,,60-60,,Personal foul by J. Harden (drawn by S. Adams)
0:27.0,S. Adams misses free throw 1 of 2,,60-60,,
0:27.0,Offensive rebound by Team,,60-60,,
0:27.0,J. Grant enters the game for P. George,,60-60,,
0:27.0,S. Adams makes free throw 2 of 2,1,61-60,,
0:08.0,Personal block foul by R. Westbrook (drawn by J. Harden),,61-60,,
0:08.0,,,61-61,1,J. Harden makes free throw 1 of 2
0:08.0,P. George enters the game for C. Brewer,,61-61,,
0:08.0,A. Abrines enters the game for J. Grant,,61-61,,
0:08.0,,,61-62,1,J. Harden makes free throw 2 of 2
0:00.0,R. Westbrook misses 2-pt shot from 1 ft,,61-62,,
0:00.0,Offensive rebound by Team,,61-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,61-64,2,P. Tucker makes 2-pt shot from 22 ft (assist by C. Paul)
11:25.0,,,61-64,,Personal foul by C. Paul (drawn by C. Anthony)
11:11.0,S. Adams makes 2-pt shot from 3 ft (assist by R. Westbrook),2,63-64,,
11:11.0,,,63-64,,Violation by C. Capela (def goaltending)
10:54.0,,,63-64,,Turnover by C. Paul (lost ball; steal by R. Westbrook)
10:53.0,,,63-64,,Personal foul by P. Tucker (drawn by R. Westbrook)
10:53.0,R. Westbrook makes clear path free throw 1 of 2,1,64-64,,
10:53.0,R. Westbrook misses clear path free throw 2 of 2,,64-64,,
10:53.0,Offensive rebound by Team,,64-64,,
10:32.0,R. Westbrook misses 2-pt shot from 16 ft,,64-64,,
10:29.0,,,64-64,,Defensive rebound by T. Ariza
10:20.0,,,64-66,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
10:01.0,C. Brewer misses 3-pt shot from 25 ft,,64-66,,
9:56.0,,,64-66,,Defensive rebound by C. Capela
9:53.0,,,64-66,,Offensive charge foul by J. Harden (drawn by P. George)
9:53.0,,,64-66,,Turnover by J. Harden (offensive foul)
9:34.0,R. Westbrook makes 2-pt shot from 15 ft,2,66-66,,
9:14.0,,,66-66,,C. Paul misses 3-pt shot from 25 ft
9:09.0,Defensive rebound by P. George,,66-66,,
9:04.0,C. Anthony misses 3-pt shot from 24 ft,,66-66,,
9:01.0,,,66-66,,Defensive rebound by J. Harden
8:49.0,,,66-66,,Turnover by P. Tucker (step out of bounds)
8:34.0,C. Brewer misses 3-pt shot from 23 ft,,66-66,,
8:31.0,,,66-66,,Defensive rebound by C. Paul
8:31.0,Personal take foul by R. Westbrook (drawn by C. Paul),,66-66,,
8:26.0,,,66-66,,Offensive foul by P. Tucker (drawn by P. George)
8:26.0,,,66-66,,Turnover by P. Tucker (offensive foul)
8:26.0,,,66-66,,L. Mbah a Moute enters the game for P. Tucker
8:14.0,C. Brewer misses 3-pt shot from 23 ft,,66-66,,
8:11.0,Offensive rebound by C. Anthony,,66-66,,
8:01.0,C. Brewer misses 3-pt shot from 22 ft,,66-66,,
7:58.0,,,66-66,,Defensive rebound by L. Mbah a Moute
7:42.0,,,66-66,,L. Mbah a Moute misses 2-pt shot from 1 ft
7:40.0,,,66-66,,Offensive rebound by C. Capela
7:40.0,,,66-68,2,C. Capela makes 2-pt shot at rim
7:40.0,Oklahoma City full timeout,,66-68,,
7:30.0,R. Westbrook misses 2-pt shot from 10 ft,,66-68,,
7:25.0,Offensive rebound by S. Adams,,66-68,,
7:24.0,Offensive charge foul by P. George (drawn by C. Capela),,66-68,,
7:24.0,Turnover by P. George (offensive foul),,66-68,,
7:12.0,,,66-70,2,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by C. Paul)
6:53.0,Turnover by R. Westbrook (bad pass; steal by L. Mbah a Moute),,66-70,,
6:48.0,,,66-70,,L. Mbah a Moute misses 2-pt shot at rim
6:48.0,Defensive rebound by Team,,66-70,,
6:48.0,A. Abrines enters the game for P. George,,66-70,,
6:34.0,Turnover by R. Westbrook (bad pass; steal by C. Capela),,66-70,,
6:28.0,,,66-70,,Shooting foul by A. Abrines (drawn by J. Harden)
6:28.0,,,66-70,,J. Harden misses free throw 1 of 2
6:28.0,,,66-70,,Offensive rebound by Team
6:28.0,,,66-70,,G. Green enters the game for C. Paul
6:28.0,,,66-71,1,J. Harden makes free throw 2 of 2
6:16.0,R. Westbrook misses 2-pt shot from 21 ft,,66-71,,
6:13.0,Offensive rebound by Team,,66-71,,
6:09.0,R. Westbrook makes 2-pt shot at rim (assist by C. Brewer),2,68-71,,
5:57.0,,,68-73,2,G. Green makes 2-pt shot from 16 ft (assist by J. Harden)
5:44.0,S. Adams makes 2-pt shot from 5 ft (assist by R. Westbrook),2,70-73,,
5:32.0,,,70-73,,G. Green misses 3-pt shot from 25 ft
5:29.0,Defensive rebound by A. Abrines,,70-73,,
5:16.0,C. Brewer makes 3-pt shot from 24 ft (assist by S. Adams),3,73-73,,
4:49.0,,,73-73,,C. Capela misses 2-pt shot from 5 ft
4:47.0,Defensive rebound by S. Adams,,73-73,,
4:42.0,C. Anthony misses 3-pt shot from 24 ft,,73-73,,
4:39.0,Offensive rebound by C. Anthony,,73-73,,
4:38.0,C. Anthony misses 2-pt shot from 17 ft,,73-73,,
4:36.0,,,73-73,,Defensive rebound by C. Capela
4:26.0,Shooting block foul by C. Brewer (drawn by J. Harden),,73-73,,
4:26.0,,,73-73,,J. Harden misses free throw 1 of 2
4:26.0,,,73-73,,Offensive rebound by Team
4:26.0,,,73-73,,J. Johnson enters the game for T. Ariza
4:26.0,,,73-73,,N. Hilario enters the game for C. Capela
4:26.0,P. George enters the game for C. Brewer,,73-73,,
4:26.0,,,73-74,1,J. Harden makes free throw 2 of 2
4:07.0,C. Anthony misses 2-pt shot from 16 ft,,73-74,,
4:04.0,,,73-74,,Defensive rebound by J. Johnson
3:47.0,,,73-74,,J. Harden misses 3-pt shot from 25 ft
3:45.0,Defensive rebound by Team,,73-74,,
3:32.0,A. Abrines misses 3-pt shot from 24 ft,,73-74,,
3:29.0,,,73-74,,Defensive rebound by G. Green
3:08.0,,,73-74,,J. Harden misses 2-pt shot from 1 ft
3:05.0,,,73-74,,Offensive rebound by N. Hilario
2:51.0,,,73-74,,Turnover by J. Harden (bad pass; steal by S. Adams)
2:46.0,P. George misses 2-pt shot at rim,,73-74,,
2:44.0,Offensive rebound by Team,,73-74,,
2:42.0,,,73-74,,Loose ball foul by N. Hilario (drawn by P. George)
2:42.0,,,73-74,,Houston full timeout
2:42.0,,,73-74,,C. Paul enters the game for J. Harden
2:35.0,R. Westbrook misses 2-pt shot from 17 ft,,73-74,,
2:32.0,,,73-74,,Defensive rebound by C. Paul
2:10.0,,,73-77,3,G. Green makes 3-pt shot from 24 ft (assist by C. Paul)
1:49.0,P. George misses 3-pt shot from 25 ft,,73-77,,
1:47.0,,,73-77,,Defensive rebound by J. Johnson
1:39.0,R. Felton enters the game for R. Westbrook,,73-77,,
1:34.0,Personal foul by R. Felton (drawn by N. Hilario),,73-77,,
1:23.0,,,73-77,,L. Mbah a Moute misses 2-pt shot from 1 ft
1:21.0,Defensive rebound by P. George,,73-77,,
1:18.0,,,73-77,,Personal block foul by N. Hilario (drawn by P. George)
1:02.0,Shooting foul by J. Johnson (drawn by C. Anthony),,73-77,,
1:02.0,P. George makes technical free throw,1,74-77,,
1:02.0,C. Anthony makes free throw 1 of 3,1,75-77,,
1:02.0,C. Anthony makes free throw 2 of 3,1,76-77,,
1:02.0,J. Grant enters the game for S. Adams,,76-77,,
1:02.0,C. Anthony makes free throw 3 of 3,1,77-77,,
0:54.0,Personal foul by R. Felton (drawn by C. Paul),,77-77,,
0:54.0,,,77-78,1,C. Paul makes free throw 1 of 2
0:54.0,,,77-79,1,C. Paul makes free throw 2 of 2
0:41.0,Turnover by P. George (lost ball; steal by L. Mbah a Moute),,77-79,,
0:33.0,,,77-82,3,C. Paul makes 3-pt shot from 24 ft (assist by L. Mbah a Moute)
0:33.0,,,77-82,,Shooting foul by P. George (drawn by C. Paul)
0:33.0,,,77-83,1,C. Paul makes free throw 1 of 1
0:20.0,P. George makes 2-pt shot from 5 ft (assist by C. Anthony),2,79-83,,
0:20.0,Shooting foul by G. Green (drawn by P. George),,79-83,,
0:20.0,P. George makes free throw 1 of 1,1,80-83,,
0:00.0,,,80-83,,C. Paul misses 3-pt shot from 30 ft
0:00.0,,,80-83,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,A. Abrines misses 3-pt shot from 22 ft,,80-83,,
11:43.0,Offensive rebound by P. Patterson,,80-83,,
11:38.0,J. Grant makes 2-pt shot at rim,2,82-83,,
11:12.0,,,82-85,2,G. Green makes 2-pt shot from 1 ft (assist by C. Paul)
11:01.0,R. Felton misses 3-pt shot from 25 ft,,82-85,,
10:59.0,,,82-85,,Defensive rebound by G. Green
10:37.0,,,82-85,,C. Paul misses 3-pt shot from 25 ft
10:33.0,Defensive rebound by P. George,,82-85,,
10:20.0,Shooting foul by N. Hilario (drawn by J. Grant),,82-85,,
10:20.0,J. Grant makes free throw 1 of 2,1,83-85,,
10:20.0,,,83-85,,P. Tucker enters the game for N. Hilario
10:20.0,J. Grant makes free throw 2 of 2,1,84-85,,
10:03.0,,,84-85,,J. Johnson misses 2-pt shot from 9 ft
10:01.0,Defensive rebound by P. Patterson,,84-85,,
9:54.0,J. Grant misses 2-pt shot at rim (block by G. Green),,84-85,,
9:52.0,,,84-85,,Defensive rebound by P. Tucker
9:48.0,,,84-85,,Turnover by C. Paul (bad pass; steal by A. Abrines)
9:43.0,A. Abrines makes 2-pt shot from 1 ft (assist by P. George),2,86-85,,
9:43.0,Shooting foul by C. Paul (drawn by A. Abrines),,86-85,,
9:43.0,A. Abrines makes free throw 1 of 1,1,87-85,,
9:31.0,,,87-85,,G. Green misses 3-pt shot from 25 ft
9:27.0,Defensive rebound by J. Grant,,87-85,,
9:15.0,P. George makes 2-pt shot from 20 ft,2,89-85,,
9:14.0,,,89-85,,Houston full timeout
9:14.0,,,89-85,,J. Harden enters the game for J. Johnson
9:14.0,,,89-85,,T. Ariza enters the game for L. Mbah a Moute
8:51.0,,,89-88,3,J. Harden makes 3-pt shot from 25 ft
8:31.0,Shooting foul by J. Harden (drawn by P. Patterson),,89-88,,
8:31.0,P. Patterson makes free throw 1 of 2,1,90-88,,
8:31.0,R. Westbrook enters the game for P. George,,90-88,,
8:31.0,P. Patterson makes free throw 2 of 2,1,91-88,,
8:09.0,,,91-88,,C. Paul misses 2-pt shot from 9 ft
8:07.0,,,91-88,,Offensive rebound by C. Paul
7:46.0,,,91-90,2,C. Paul makes 2-pt shot from 11 ft
7:34.0,A. Abrines misses 3-pt shot from 25 ft,,91-90,,
7:29.0,,,91-90,,Defensive rebound by J. Harden
7:09.0,,,91-92,2,G. Green makes 2-pt shot from 5 ft (assist by J. Harden)
6:57.0,R. Westbrook makes 3-pt shot from 25 ft,3,94-92,,
6:33.0,,,94-92,,Turnover by J. Harden (bad pass; steal by A. Abrines)
6:30.0,R. Westbrook makes 2-pt shot at rim (assist by A. Abrines),2,96-92,,
6:10.0,,,96-92,,T. Ariza misses 3-pt shot from 25 ft
6:05.0,Defensive rebound by R. Felton,,96-92,,
6:04.0,P. Patterson makes 2-pt shot at rim (assist by R. Westbrook),2,98-92,,
5:46.0,Personal foul by P. Patterson (drawn by J. Harden),,98-92,,
5:46.0,,,98-92,,C. Capela enters the game for C. Paul
5:46.0,P. George enters the game for R. Felton,,98-92,,
5:39.0,Personal foul by J. Grant (drawn by T. Ariza),,98-92,,
5:26.0,,,98-92,,J. Harden misses 2-pt shot from 1 ft (block by R. Westbrook)
5:23.0,Defensive rebound by A. Abrines,,98-92,,
5:19.0,P. George misses 3-pt shot from 25 ft,,98-92,,
5:17.0,,,98-92,,Defensive rebound by Team
5:04.0,,,98-92,,Turnover by G. Green (bad pass; steal by R. Westbrook)
5:01.0,Shooting foul by T. Ariza (drawn by P. George),,98-92,,
5:01.0,P. George makes free throw 1 of 2,1,99-92,,
5:01.0,,,99-92,,C. Paul enters the game for G. Green
5:01.0,P. George makes free throw 2 of 2,1,100-92,,
4:51.0,,,100-92,,T. Ariza misses 3-pt shot from 25 ft
4:50.0,Defensive rebound by Team,,100-92,,
4:50.0,Oklahoma City full timeout,,100-92,,
4:50.0,C. Anthony enters the game for P. Patterson,,100-92,,
4:30.0,R. Westbrook misses 2-pt shot from 14 ft,,100-92,,
4:28.0,,,100-92,,Defensive rebound by P. Tucker
4:17.0,,,100-92,,J. Harden misses 2-pt shot from 4 ft (block by C. Anthony)
4:14.0,Defensive rebound by P. George,,100-92,,
4:04.0,P. George misses 2-pt shot from 1 ft (block by C. Capela),,100-92,,
