time,Indiana,pts.away,score,pts.home,Milwaukee
7:44.0,,,5-12,,M. Brogdon enters the game for G. Antetokounmpo
7:27.0,Shooting foul by K. Middleton (drawn by D. Collison),,5-12,,
7:27.0,D. Collison makes free throw 1 of 2,1,6-12,,
7:27.0,D. Collison makes free throw 2 of 2,1,7-12,,
7:20.0,,,7-14,2,E. Bledsoe makes 2-pt shot at rim (assist by M. Brogdon)
7:00.0,T. Young misses 2-pt shot from 5 ft,,7-14,,
6:57.0,,,7-14,,Defensive rebound by J. Henson
6:49.0,,,7-16,2,J. Henson makes 2-pt shot from 2 ft (assist by E. Bledsoe)
6:49.0,Indiana full timeout,,7-16,,
6:33.0,M. Turner misses 2-pt shot from 16 ft,,7-16,,
6:29.0,,,7-16,,Defensive rebound by J. Henson
6:21.0,,,7-18,2,M. Brogdon makes 2-pt shot from 5 ft
6:03.0,Turnover by M. Turner (bad pass; steal by T. Snell),,7-18,,
5:58.0,,,7-18,,T. Snell misses 2-pt shot from 5 ft
5:56.0,Defensive rebound by M. Turner,,7-18,,
5:53.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by T. Young),2,9-18,,
5:32.0,,,9-20,2,E. Bledsoe makes 2-pt shot from 10 ft (assist by K. Middleton)
5:23.0,B. Bogdanovic misses 3-pt shot from 28 ft,,9-20,,
5:23.0,,,9-20,,Defensive rebound by Team
5:23.0,,,9-20,,T. Maker enters the game for J. Henson
5:23.0,D. Sabonis enters the game for T. Young,,9-20,,
5:23.0,C. Joseph enters the game for B. Bogdanovic,,9-20,,
5:06.0,,,9-22,2,K. Middleton makes 2-pt shot from 19 ft
4:40.0,Turnover by D. Sabonis (lost ball; steal by K. Middleton),,9-22,,
4:36.0,Personal foul by D. Collison (drawn by E. Bledsoe),,9-22,,
4:28.0,,,9-24,2,T. Maker makes 2-pt shot from 19 ft (assist by M. Brogdon)
4:16.0,L. Stephenson makes 2-pt shot from 13 ft,2,11-24,,
4:01.0,,,11-24,,Turnover by T. Maker (bad pass; steal by D. Collison)
3:59.0,Shooting foul by T. Snell (drawn by D. Collison),,11-24,,
3:59.0,D. Collison makes free throw 1 of 2,1,12-24,,
3:59.0,,,12-24,,M. Dellavedova enters the game for T. Snell
3:59.0,D. Collison makes free throw 2 of 2,1,13-24,,
3:42.0,,,13-24,,K. Middleton misses 2-pt shot from 17 ft
3:39.0,Defensive rebound by L. Stephenson,,13-24,,
3:37.0,,,13-24,,Personal foul by K. Middleton (drawn by D. Sabonis)
3:37.0,,,13-24,,G. Antetokounmpo enters the game for K. Middleton
3:26.0,D. Collison makes 2-pt shot from 15 ft (assist by L. Stephenson),2,15-24,,
3:07.0,,,15-26,2,M. Brogdon makes 2-pt shot from 3 ft (assist by M. Dellavedova)
3:07.0,,,15-26,,Shooting foul by D. Sabonis (drawn by M. Brogdon)
3:07.0,,,15-27,1,M. Brogdon makes free throw 1 of 1
3:00.0,Turnover by D. Collison (out of bounds lost ball),,15-27,,
3:00.0,B. Bogdanovic enters the game for M. Turner,,15-27,,
2:40.0,,,15-27,,T. Maker misses 2-pt shot from 13 ft
2:32.0,,,15-27,,Offensive rebound by G. Antetokounmpo
2:32.0,,,15-27,,G. Antetokounmpo misses 2-pt shot at rim
2:32.0,Defensive rebound by B. Bogdanovic,,15-27,,
2:31.0,,,15-27,,Personal foul by T. Maker (drawn by D. Sabonis)
2:31.0,,,15-27,,Milwaukee full timeout
2:31.0,,,15-27,,D. Liggins enters the game for E. Bledsoe
2:31.0,T. Young enters the game for D. Collison,,15-27,,
2:31.0,D. Sabonis makes free throw 1 of 2,1,16-27,,
2:31.0,D. Sabonis makes free throw 2 of 2,1,17-27,,
2:13.0,,,17-27,,M. Brogdon misses 3-pt shot from 26 ft
2:09.0,Defensive rebound by L. Stephenson,,17-27,,
2:03.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by T. Young),2,19-27,,
1:42.0,,,19-29,2,G. Antetokounmpo makes 2-pt shot from 15 ft
1:27.0,L. Stephenson makes 2-pt shot at rim,2,21-29,,
1:15.0,,,21-29,,Shooting foul by B. Bogdanovic (drawn by G. Antetokounmpo)
1:15.0,,,21-30,1,G. Antetokounmpo makes free throw 1 of 2
1:15.0,,,21-30,,G. Antetokounmpo misses free throw 2 of 2
1:12.0,Defensive rebound by T. Young,,21-30,,
1:04.0,Turnover by C. Joseph (lost ball; steal by M. Dellavedova),,21-30,,
1:00.0,,,21-32,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
0:45.0,B. Bogdanovic makes 2-pt shot at rim (assist by C. Joseph),2,23-32,,
0:45.0,Shooting foul by M. Dellavedova (drawn by B. Bogdanovic),,23-32,,
0:45.0,J. Young enters the game for L. Stephenson,,23-32,,
0:45.0,B. Bogdanovic makes free throw 1 of 1,1,24-32,,
0:29.0,,,24-32,,G. Antetokounmpo misses 2-pt shot at rim
0:25.0,,,24-32,,Offensive rebound by G. Antetokounmpo
0:25.0,,,24-34,2,G. Antetokounmpo makes 2-pt shot at rim
0:07.0,C. Joseph makes 2-pt shot from 9 ft,2,26-34,,
0:01.0,,,26-34,,M. Brogdon misses 2-pt shot at rim
0:01.0,,,26-34,,Offensive rebound by T. Maker
0:00.0,,,26-34,,T. Maker misses 2-pt shot from 13 ft
0:00.0,,,26-34,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,D. Sabonis misses 2-pt shot from 3 ft,,26-34,,
11:43.0,Offensive rebound by C. Joseph,,26-34,,
11:37.0,C. Joseph makes 2-pt shot from 14 ft,2,28-34,,
11:21.0,,,28-36,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
11:07.0,B. Bogdanovic misses 2-pt shot from 12 ft,,28-36,,
11:04.0,,,28-36,,Defensive rebound by T. Maker
10:56.0,,,28-36,,Shooting foul by C. Joseph (drawn by G. Antetokounmpo)
10:56.0,,,28-37,1,G. Antetokounmpo makes free throw 1 of 2
10:56.0,L. Stephenson enters the game for B. Bogdanovic,,28-37,,
10:56.0,,,28-38,1,G. Antetokounmpo makes free throw 2 of 2
10:41.0,D. Sabonis makes 2-pt shot at rim (assist by L. Stephenson),2,30-38,,
10:24.0,,,30-38,,Turnover by M. Dellavedova (bad pass; steal by D. Sabonis)
10:19.0,Turnover by L. Stephenson (bad pass; steal by M. Dellavedova),,30-38,,
10:15.0,,,30-38,,Turnover by M. Brogdon (bad pass)
9:59.0,D. Sabonis makes 2-pt shot from 1 ft (assist by J. Young),2,32-38,,
9:40.0,,,32-38,,Turnover by M. Brogdon (bad pass; steal by T. Young)
9:38.0,,,32-38,,Personal foul by M. Dellavedova (drawn by L. Stephenson)
9:38.0,,,32-38,,J. Henson enters the game for T. Maker
9:38.0,,,32-38,,T. Snell enters the game for M. Dellavedova
9:30.0,Turnover by D. Sabonis (bad pass; steal by G. Antetokounmpo),,32-38,,
9:26.0,,,32-40,2,M. Brogdon makes 2-pt shot from 3 ft (assist by G. Antetokounmpo)
9:26.0,Violation by T. Young (def goaltending),,32-40,,
9:26.0,,,32-40,,Shooting foul by J. Young (drawn by M. Brogdon)
9:26.0,,,32-41,1,M. Brogdon makes free throw 1 of 1
9:05.0,Turnover by L. Stephenson (bad pass),,32-41,,
8:56.0,,,32-43,2,J. Henson makes 2-pt shot at rim (assist by M. Brogdon)
8:56.0,,,32-43,,Shooting foul by L. Stephenson (drawn by J. Henson)
8:56.0,,,32-44,1,J. Henson makes free throw 1 of 1
8:36.0,T. Young makes 2-pt shot from 1 ft (assist by D. Sabonis),2,34-44,,
8:29.0,,,34-46,2,T. Snell makes 2-pt shot from 3 ft (assist by M. Brogdon)
8:09.0,L. Stephenson makes 2-pt shot from 13 ft (assist by J. Young),2,36-46,,
7:54.0,Personal foul by J. Young (drawn by M. Brogdon),,36-46,,
7:49.0,,,36-48,2,G. Antetokounmpo makes 2-pt shot at rim
7:47.0,Indiana full timeout,,36-48,,
7:29.0,L. Stephenson misses 2-pt shot from 20 ft,,36-48,,
7:27.0,,,36-48,,Defensive rebound by G. Antetokounmpo
7:16.0,,,36-50,2,G. Antetokounmpo makes 2-pt shot from 7 ft
7:03.0,D. Sabonis makes 2-pt shot from 20 ft (assist by L. Stephenson),2,38-50,,
6:43.0,,,38-50,,Turnover by G. Antetokounmpo (bad pass)
6:43.0,,,38-50,,K. Middleton enters the game for M. Brogdon
6:43.0,,,38-50,,E. Bledsoe enters the game for G. Antetokounmpo
6:43.0,B. Bogdanovic enters the game for J. Young,,38-50,,
6:27.0,L. Stephenson makes 2-pt shot from 1 ft,2,40-50,,
6:11.0,,,40-50,,K. Middleton misses 2-pt shot from 14 ft
6:11.0,Defensive rebound by T. Young,,40-50,,
6:06.0,,,40-50,,Personal foul by E. Bledsoe (drawn by C. Joseph)
6:06.0,M. Turner enters the game for T. Young,,40-50,,
6:02.0,,,40-50,,Personal foul by J. Henson (drawn by M. Turner)
5:46.0,L. Stephenson misses 3-pt shot from 27 ft,,40-50,,
5:44.0,Offensive rebound by M. Turner,,40-50,,
5:42.0,M. Turner makes 2-pt shot from 1 ft,2,42-50,,
5:27.0,,,42-52,2,T. Snell makes 2-pt shot from 20 ft (assist by E. Bledsoe)
5:02.0,D. Sabonis makes 2-pt shot from 2 ft,2,44-52,,
4:53.0,,,44-52,,Shooting foul by M. Turner (drawn by K. Middleton)
4:53.0,,,44-53,1,K. Middleton makes free throw 1 of 2
4:53.0,D. Collison enters the game for L. Stephenson,,44-53,,
4:53.0,,,44-54,1,K. Middleton makes free throw 2 of 2
4:39.0,D. Sabonis makes 2-pt shot from 5 ft (assist by M. Turner),2,46-54,,
4:18.0,,,46-54,,T. Snell misses 2-pt shot from 4 ft
4:16.0,Defensive rebound by M. Turner,,46-54,,
4:11.0,Turnover by D. Sabonis (bad pass; steal by D. Liggins),,46-54,,
3:59.0,,,46-54,,Shooting foul by M. Turner (drawn by K. Middleton)
3:59.0,,,46-55,1,K. Middleton makes free throw 1 of 2
3:59.0,,,46-55,,G. Antetokounmpo enters the game for D. Liggins
3:59.0,,,46-56,1,K. Middleton makes free throw 2 of 2
3:40.0,D. Collison makes 2-pt shot from 2 ft,2,48-56,,
3:34.0,,,48-56,,Turnover by G. Antetokounmpo (lost ball; steal by D. Collison)
3:29.0,C. Joseph misses 2-pt shot from 1 ft (block by G. Antetokounmpo),,48-56,,
3:25.0,,,48-56,,Defensive rebound by T. Snell
3:25.0,,,48-56,,Turnover by J. Henson (bad pass)
3:08.0,C. Joseph makes 2-pt shot from 10 ft,2,50-56,,
2:43.0,,,50-56,,J. Henson misses 2-pt shot from 1 ft
2:40.0,Defensive rebound by C. Joseph,,50-56,,
2:38.0,,,50-56,,Personal foul by G. Antetokounmpo (drawn by D. Sabonis)
2:38.0,,,50-56,,Milwaukee full timeout
2:30.0,L. Stephenson enters the game for M. Turner,,50-56,,
2:30.0,T. Young enters the game for B. Bogdanovic,,50-56,,
2:16.0,D. Collison misses 2-pt shot from 20 ft,,50-56,,
2:14.0,,,50-56,,Defensive rebound by G. Antetokounmpo
2:08.0,,,50-56,,Shooting foul by T. Young (drawn by J. Henson)
2:08.0,,,50-56,,J. Henson misses free throw 1 of 2
2:08.0,,,50-56,,Offensive rebound by Team
2:08.0,,,50-57,1,J. Henson makes free throw 2 of 2
1:54.0,D. Sabonis makes 2-pt shot from 4 ft,2,52-57,,
1:29.0,,,52-57,,G. Antetokounmpo misses 2-pt shot from 4 ft (block by T. Young)
1:26.0,Defensive rebound by C. Joseph,,52-57,,
1:24.0,L. Stephenson misses 2-pt shot from 2 ft,,52-57,,
1:21.0,Offensive rebound by L. Stephenson,,52-57,,
1:18.0,L. Stephenson misses 2-pt shot at rim,,52-57,,
1:18.0,,,52-57,,Defensive rebound by J. Henson
1:16.0,,,52-57,,Shooting foul by C. Joseph (drawn by G. Antetokounmpo)
1:16.0,,,52-58,1,G. Antetokounmpo makes free throw 1 of 2
1:16.0,,,52-58,,M. Brogdon enters the game for T. Snell
1:16.0,,,52-59,1,G. Antetokounmpo makes free throw 2 of 2
0:57.0,Turnover by D. Collison (bad pass; steal by E. Bledsoe),,52-59,,
0:52.0,,,52-59,,Turnover by E. Bledsoe (bad pass)
0:32.0,D. Sabonis misses 2-pt shot from 14 ft,,52-59,,
0:28.0,,,52-59,,Defensive rebound by G. Antetokounmpo
0:09.0,,,52-62,3,K. Middleton makes 3-pt shot from 22 ft (assist by J. Henson)
0:00.0,T. Young misses 3-pt shot from 22 ft,,52-62,,
0:00.0,Offensive rebound by L. Stephenson,,52-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,M. Turner misses 2-pt shot from 20 ft,,52-62,,
11:43.0,,,52-62,,Defensive rebound by K. Middleton
11:38.0,,,52-64,2,K. Middleton makes 2-pt shot from 1 ft
11:17.0,T. Young makes 2-pt shot at rim (assist by M. Turner),2,54-64,,
10:56.0,,,54-64,,Turnover by T. Snell (bad pass; steal by D. Collison)
10:54.0,D. Collison misses 2-pt shot from 1 ft (block by T. Snell),,54-64,,
10:54.0,Offensive rebound by Team,,54-64,,
10:47.0,B. Bogdanovic makes 2-pt shot from 6 ft (assist by D. Collison),2,56-64,,
10:30.0,,,56-64,,G. Antetokounmpo misses 2-pt shot from 2 ft
10:27.0,,,56-64,,Offensive rebound by G. Antetokounmpo
10:26.0,,,56-66,2,G. Antetokounmpo makes 2-pt shot from 1 ft
10:08.0,M. Turner misses 2-pt shot from 19 ft,,56-66,,
10:06.0,,,56-66,,Defensive rebound by G. Antetokounmpo
10:06.0,,,56-66,,Shooting foul by T. Young (drawn by G. Antetokounmpo)
10:06.0,,,56-67,1,G. Antetokounmpo makes free throw 1 of 2
10:06.0,,,56-68,1,G. Antetokounmpo makes free throw 2 of 2
9:51.0,,,56-68,,Personal foul by J. Henson (drawn by B. Bogdanovic)
9:41.0,B. Bogdanovic misses 3-pt shot from 29 ft,,56-68,,
9:36.0,,,56-68,,Defensive rebound by T. Snell
9:30.0,,,56-70,2,J. Henson makes 2-pt shot from 1 ft (assist by K. Middleton)
9:18.0,L. Stephenson misses 3-pt shot from 27 ft,,56-70,,
9:15.0,,,56-70,,Defensive rebound by K. Middleton
9:14.0,,,56-70,,Shooting foul by L. Stephenson (drawn by T. Snell)
9:14.0,,,56-71,1,T. Snell makes free throw 1 of 2
9:14.0,,,56-72,1,T. Snell makes free throw 2 of 2
9:05.0,Shooting foul by J. Henson (drawn by M. Turner),,56-72,,
9:05.0,M. Turner makes free throw 1 of 2,1,57-72,,
9:05.0,M. Turner makes free throw 2 of 2,1,58-72,,
8:44.0,,,58-72,,G. Antetokounmpo misses 2-pt shot from 15 ft
8:42.0,Defensive rebound by L. Stephenson,,58-72,,
8:33.0,D. Collison makes 2-pt shot at rim (assist by B. Bogdanovic),2,60-72,,
8:18.0,,,60-72,,K. Middleton misses 2-pt shot from 20 ft
8:16.0,Defensive rebound by L. Stephenson,,60-72,,
8:03.0,L. Stephenson makes 2-pt shot at rim,2,62-72,,
8:03.0,,,62-72,,Milwaukee full timeout
7:50.0,,,62-75,3,E. Bledsoe makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
7:23.0,L. Stephenson misses 2-pt shot from 2 ft,,62-75,,
7:23.0,Offensive rebound by M. Turner,,62-75,,
7:20.0,M. Turner makes 2-pt shot from 1 ft,2,64-75,,
7:14.0,,,64-75,,Shooting foul by T. Young (drawn by K. Middleton)
7:14.0,,,64-76,1,K. Middleton makes free throw 1 of 2
7:14.0,D. Sabonis enters the game for T. Young,,64-76,,
7:14.0,,,64-77,1,K. Middleton makes free throw 2 of 2
7:01.0,B. Bogdanovic misses 3-pt shot from 26 ft,,64-77,,
6:58.0,Offensive rebound by M. Turner,,64-77,,
6:51.0,M. Turner misses 3-pt shot from 23 ft,,64-77,,
6:47.0,,,64-77,,Defensive rebound by G. Antetokounmpo
6:40.0,,,64-77,,E. Bledsoe misses 3-pt shot from 23 ft
6:37.0,Defensive rebound by B. Bogdanovic,,64-77,,
6:18.0,M. Turner misses 2-pt shot from 13 ft,,64-77,,
6:16.0,,,64-77,,Defensive rebound by K. Middleton
6:08.0,,,64-77,,T. Snell misses 3-pt shot from 23 ft
6:05.0,Defensive rebound by D. Collison,,64-77,,
6:02.0,B. Bogdanovic misses 2-pt shot from 10 ft,,64-77,,
5:57.0,,,64-77,,Defensive rebound by J. Henson
5:52.0,,,64-79,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by E. Bledsoe)
5:37.0,,,64-79,,Personal foul by K. Middleton (drawn by B. Bogdanovic)
5:24.0,L. Stephenson misses 2-pt shot from 3 ft (block by G. Antetokounmpo),,64-79,,
5:23.0,Offensive rebound by Team,,64-79,,
5:23.0,Turnover by Team (shot clock),,64-79,,
5:23.0,,,64-79,,M. Brogdon enters the game for K. Middleton
5:02.0,,,64-79,,J. Henson misses 2-pt shot from 15 ft
5:02.0,,,64-79,,Offensive rebound by Team
5:02.0,Loose ball foul by L. Stephenson (drawn by G. Antetokounmpo),,64-79,,
4:57.0,,,64-81,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Brogdon)
4:57.0,,,64-81,,Technical foul by Team
4:57.0,,,64-82,1,M. Brogdon makes technical free throw
4:51.0,,,64-82,,Personal foul by M. Brogdon (drawn by B. Bogdanovic)
4:46.0,,,64-82,,Personal foul by M. Brogdon (drawn by B. Bogdanovic)
4:46.0,B. Bogdanovic makes free throw 1 of 2,1,65-82,,
4:46.0,B. Bogdanovic makes free throw 2 of 2,1,66-82,,
4:28.0,,,66-82,,T. Snell misses 3-pt shot from 23 ft
4:26.0,Defensive rebound by M. Turner,,66-82,,
4:21.0,D. Collison makes 3-pt shot from 22 ft (assist by B. Bogdanovic),3,69-82,,
3:55.0,,,69-82,,Turnover by J. Henson (turnover)
3:47.0,Offensive foul by M. Turner (drawn by T. Snell),,69-82,,
3:47.0,Turnover by M. Turner (offensive foul),,69-82,,
3:32.0,,,69-85,3,T. Snell makes 3-pt shot from 25 ft (assist by E. Bledsoe)
3:31.0,Indiana full timeout,,69-85,,
3:15.0,D. Sabonis makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,71-85,,
2:56.0,C. Joseph enters the game for B. Bogdanovic,,71-85,,
2:48.0,,,71-87,2,G. Antetokounmpo makes 2-pt shot from 18 ft (assist by T. Snell)
2:32.0,M. Turner makes 2-pt shot at rim (assist by L. Stephenson),2,73-87,,
2:25.0,,,73-87,,M. Dellavedova enters the game for T. Snell
2:18.0,,,73-87,,Offensive foul by J. Henson (drawn by D. Collison)
2:18.0,,,73-87,,Turnover by J. Henson (offensive foul)
2:18.0,C. Joseph misses technical free throw,,73-87,,
2:18.0,Offensive rebound by Team,,73-87,,
2:18.0,,,73-87,,T. Maker enters the game for J. Henson
2:05.0,,,73-87,,Personal foul by T. Maker (drawn by M. Turner)
2:05.0,M. Turner misses free throw 1 of 2,,73-87,,
2:05.0,Offensive rebound by Team,,73-87,,
2:05.0,M. Turner makes free throw 2 of 2,1,74-87,,
1:53.0,,,74-87,,T. Maker misses 2-pt shot from 1 ft
1:51.0,Defensive rebound by L. Stephenson,,74-87,,
1:37.0,D. Sabonis misses 2-pt shot from 21 ft,,74-87,,
1:33.0,,,74-87,,Defensive rebound by M. Brogdon
1:26.0,,,74-87,,M. Brogdon misses 3-pt shot from 28 ft
1:23.0,,,74-87,,Offensive rebound by T. Maker
1:20.0,,,74-90,3,M. Dellavedova makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
1:06.0,C. Joseph misses 3-pt shot from 23 ft,,74-90,,
1:01.0,,,74-90,,Defensive rebound by G. Antetokounmpo
0:51.0,,,74-93,3,T. Maker makes 3-pt shot from 22 ft (assist by G. Antetokounmpo)
0:38.0,Turnover by D. Collison (bad pass),,74-93,,
0:38.0,B. Bogdanovic enters the game for M. Turner,,74-93,,
0:25.0,,,74-93,,T. Maker misses 2-pt shot from 15 ft
0:23.0,Defensive rebound by C. Joseph,,74-93,,
0:04.0,D. Collison makes 2-pt shot at rim,2,76-93,,
0:00.0,,,76-93,,G. Antetokounmpo misses 3-pt shot from 25 ft
0:00.0,,,76-93,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,76-93,,Turnover by D. Liggins (traveling)
11:16.0,J. Young misses 2-pt shot at rim,,76-93,,
11:12.0,,,76-93,,Defensive rebound by D. Liggins
11:04.0,,,76-93,,K. Middleton misses 2-pt shot from 11 ft
11:01.0,Defensive rebound by B. Bogdanovic,,76-93,,
10:52.0,B. Bogdanovic misses 3-pt shot from 27 ft,,76-93,,
10:47.0,,,76-93,,Defensive rebound by M. Dellavedova
10:35.0,,,76-95,2,K. Middleton makes 2-pt shot at rim (assist by M. Dellavedova)
10:16.0,Turnover by C. Joseph (bad pass; steal by D. Liggins),,76-95,,
10:10.0,,,76-98,3,M. Dellavedova makes 3-pt shot from 25 ft (assist by D. Liggins)
10:10.0,Indiana full timeout,,76-98,,
9:58.0,D. Sabonis makes 2-pt shot at rim (assist by C. Joseph),2,78-98,,
9:58.0,Shooting foul by T. Maker (drawn by D. Sabonis),,78-98,,
9:58.0,D. Sabonis makes free throw 1 of 1,1,79-98,,
9:49.0,,,79-98,,Offensive foul by K. Middleton (drawn by T. Young)
9:49.0,,,79-98,,Turnover by K. Middleton (offensive foul)
9:34.0,D. Sabonis makes 2-pt shot at rim (assist by C. Joseph),2,81-98,,
9:17.0,,,81-100,2,K. Middleton makes 2-pt shot from 8 ft (assist by M. Dellavedova)
8:59.0,T. Young misses 2-pt shot from 7 ft,,81-100,,
8:58.0,,,81-100,,Defensive rebound by Team
8:47.0,,,81-100,,M. Brogdon misses 2-pt shot from 3 ft
8:45.0,Defensive rebound by C. Joseph,,81-100,,
8:42.0,J. Young misses 2-pt shot at rim,,81-100,,
8:38.0,Offensive rebound by D. Sabonis,,81-100,,
8:29.0,B. Bogdanovic makes 2-pt shot from 8 ft (assist by T. Young),2,83-100,,
8:16.0,,,83-102,2,M. Brogdon makes 2-pt shot from 3 ft (assist by M. Dellavedova)
8:05.0,T. Young misses 2-pt shot from 11 ft,,83-102,,
8:01.0,,,83-102,,Defensive rebound by M. Brogdon
7:57.0,,,83-105,3,K. Middleton makes 3-pt shot from 23 ft (assist by M. Dellavedova)
7:31.0,Turnover by D. Sabonis (bad pass),,83-105,,
7:31.0,L. Stephenson enters the game for B. Bogdanovic,,83-105,,
7:10.0,,,83-107,2,T. Maker makes 2-pt shot from 1 ft (assist by D. Liggins)
6:54.0,J. Young makes 2-pt shot at rim (assist by C. Joseph),2,85-107,,
6:32.0,,,85-107,,T. Maker misses 2-pt shot from 15 ft
6:29.0,Defensive rebound by D. Sabonis,,85-107,,
6:13.0,Shooting foul by T. Maker (drawn by D. Sabonis),,85-107,,
6:13.0,D. Sabonis misses free throw 1 of 2,,85-107,,
6:13.0,Offensive rebound by Team,,85-107,,
6:13.0,A. Poythress enters the game for T. Young,,85-107,,
6:13.0,D. Sabonis makes free throw 2 of 2,1,86-107,,
6:03.0,,,86-109,2,M. Dellavedova makes 2-pt shot from 1 ft
6:03.0,Indiana full timeout,,86-109,,
5:47.0,L. Stephenson misses 2-pt shot from 2 ft (block by T. Maker),,86-109,,
5:43.0,,,86-109,,Defensive rebound by M. Dellavedova
5:40.0,,,86-111,2,T. Maker makes 2-pt shot from 1 ft (assist by M. Dellavedova)
5:24.0,L. Stephenson makes 2-pt shot from 1 ft (assist by C. Joseph),2,88-111,,
5:11.0,,,88-113,2,M. Brogdon makes 2-pt shot from 2 ft (assist by M. Dellavedova)
4:56.0,D. Sabonis makes 2-pt shot at rim (assist by L. Stephenson),2,90-113,,
4:42.0,,,90-113,,K. Middleton misses 3-pt shot from 23 ft
4:39.0,Defensive rebound by J. Young,,90-113,,
4:37.0,,,90-113,,Personal block foul by M. Brogdon (drawn by J. Young)
4:37.0,D. Wilkins enters the game for L. Stephenson,,90-113,,
4:29.0,C. Joseph makes 2-pt shot from 9 ft,2,92-113,,
4:11.0,,,92-113,,Shooting foul by J. Young (drawn by M. Brogdon)
4:11.0,,,92-114,1,M. Brogdon makes free throw 1 of 2
4:11.0,,,92-114,,S. Kilpatrick enters the game for K. Middleton
4:11.0,,,92-115,1,M. Brogdon makes free throw 2 of 2
3:50.0,D. Wilkins misses 2-pt shot from 10 ft,,92-115,,
3:50.0,Offensive rebound by Team,,92-115,,
3:50.0,,,92-115,,Loose ball foul by D. Liggins (drawn by D. Sabonis)
3:50.0,,,92-115,,S. Brown enters the game for M. Dellavedova
3:50.0,T. Leaf enters the game for D. Sabonis,,92-115,,
3:37.0,Shooting foul by S. Kilpatrick (drawn by J. Young),,92-115,,
3:37.0,J. Young makes free throw 1 of 2,1,93-115,,
3:37.0,J. Young makes free throw 2 of 2,1,94-115,,
3:17.0,,,94-115,,Turnover by S. Kilpatrick (lost ball; steal by C. Joseph)
3:14.0,T. Leaf misses 2-pt shot from 1 ft,,94-115,,
3:09.0,Offensive rebound by C. Joseph,,94-115,,
3:09.0,C. Joseph makes 2-pt shot at rim,2,96-115,,
2:58.0,,,96-115,,Turnover by T. Maker (lost ball; steal by A. Poythress)
2:53.0,A. Poythress makes 2-pt shot from 1 ft,2,98-115,,
2:52.0,,,98-115,,Milwaukee full timeout
