time,Portland,pts.away,score,pts.home,Memphis
1:23.0,P. Connaughton misses 2-pt shot from 9 ft (block by M. Brooks),,99-102,,
1:22.0,Offensive rebound by J. Nurkic,,99-102,,
1:22.0,Shooting foul by J. Green (drawn by J. Nurkic),,99-102,,
1:22.0,J. Nurkic misses free throw 1 of 2,,99-102,,
1:22.0,Offensive rebound by Team,,99-102,,
1:22.0,J. Nurkic misses free throw 2 of 2,,99-102,,
1:20.0,,,99-102,,Defensive rebound by J. Martin
0:59.0,,,99-104,2,K. Simmons makes 2-pt shot at rim (assist by J. Green)
0:59.0,Portland full timeout,,99-104,,
0:59.0,Z. Collins enters the game for J. Nurkic,,99-104,,
0:53.0,Z. Collins makes 3-pt shot from 26 ft (assist by C. McCollum),3,102-104,,
0:36.0,,,102-104,,M. Brooks misses 2-pt shot from 3 ft
0:34.0,Defensive rebound by E. Turner,,102-104,,
0:27.0,C. McCollum misses 2-pt shot from 8 ft,,102-104,,
0:25.0,,,102-104,,Defensive rebound by J. Green
0:25.0,Personal take foul by C. McCollum (drawn by J. Green),,102-104,,
0:25.0,W. Baldwin enters the game for Z. Collins,,102-104,,
0:23.0,Personal take foul by A. Aminu (drawn by D. Brooks),,102-104,,
0:23.0,,,102-105,1,D. Brooks makes free throw 1 of 2
0:23.0,Z. Collins enters the game for W. Baldwin,,102-105,,
0:23.0,,,102-106,1,D. Brooks makes free throw 2 of 2
0:18.0,Shooting foul by M. Brooks (drawn by E. Turner),,102-106,,
0:18.0,E. Turner misses free throw 1 of 2,,102-106,,
0:18.0,Offensive rebound by Team,,102-106,,
0:18.0,W. Baldwin enters the game for Z. Collins,,102-106,,
0:18.0,E. Turner makes free throw 2 of 2,1,103-106,,
0:18.0,,,103-106,,Memphis full timeout
0:15.0,Personal take foul by P. Connaughton (drawn by M. Brooks),,103-106,,
0:15.0,,,103-107,1,M. Brooks makes free throw 1 of 2
0:15.0,Z. Collins enters the game for E. Turner,,103-107,,
0:15.0,S. Napier enters the game for W. Baldwin,,103-107,,
0:15.0,,,103-108,1,M. Brooks makes free throw 2 of 2
0:10.0,C. McCollum misses 2-pt shot from 21 ft,,103-108,,
0:08.0,,,103-108,,Defensive rebound by J. Green
0:08.0,Personal take foul by P. Connaughton (drawn by J. Green),,103-108,,
0:08.0,,,103-108,,J. Green misses free throw 1 of 2
0:08.0,,,103-108,,Offensive rebound by Team
0:08.0,,,103-108,,J. Green misses free throw 2 of 2
0:08.0,Defensive rebound by P. Connaughton,,103-108,,
0:08.0,Portland full timeout,,103-108,,
0:04.0,P. Connaughton misses 3-pt shot from 27 ft,,103-108,,
0:01.0,,,103-108,,Defensive rebound by J. Green
