time,LA Clippers,pts.away,score,pts.home,Oklahoma City
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,31-32,2,P. George makes 2-pt shot from 15 ft (assist by P. Patterson)
11:23.0,M. Harrell misses 2-pt shot from 1 ft (block by J. Huestis),,31-32,,
11:17.0,Offensive rebound by W. Reed,,31-32,,
11:17.0,W. Reed makes 2-pt shot at rim,2,33-32,,
11:06.0,,,33-32,,P. George misses 2-pt shot from 12 ft
11:03.0,Defensive rebound by S. Dekker,,33-32,,
10:58.0,M. Harrell misses 2-pt shot from 1 ft,,33-32,,
10:57.0,,,33-32,,Defensive rebound by P. Patterson
10:53.0,,,33-32,,Shooting foul by S. Dekker (drawn by P. George)
10:53.0,,,33-32,,P. George misses free throw 1 of 2
10:53.0,,,33-32,,Offensive rebound by Team
10:53.0,,,33-32,,D. Johnson enters the game for J. Grant
10:53.0,,,33-32,,P. George misses free throw 2 of 2
10:51.0,Defensive rebound by S. Dekker,,33-32,,
10:38.0,J. Evans misses 3-pt shot from 24 ft,,33-32,,
10:36.0,,,33-32,,Defensive rebound by R. Felton
10:32.0,,,33-32,,P. Patterson misses 3-pt shot from 23 ft
10:29.0,Defensive rebound by L. Williams,,33-32,,
10:11.0,L. Williams makes 3-pt shot from 22 ft,3,36-32,,
9:55.0,Personal foul by J. Evans (drawn by P. Patterson),,36-32,,
9:47.0,,,36-32,,P. George misses 2-pt shot from 13 ft
9:45.0,Defensive rebound by L. Williams,,36-32,,
9:37.0,Personal foul by W. Reed (drawn by P. George),,36-32,,
9:36.0,Turnover by L. Williams (bad pass; steal by J. Huestis),,36-32,,
9:22.0,,,36-32,,R. Felton misses 2-pt shot from 15 ft
9:19.0,Defensive rebound by M. Harrell,,36-32,,
9:06.0,L. Williams misses 3-pt shot from 25 ft,,36-32,,
9:03.0,,,36-32,,Defensive rebound by J. Huestis
8:52.0,,,36-34,2,P. George makes 2-pt shot from 14 ft
8:24.0,J. Evans makes 2-pt shot from 22 ft (assist by M. Harrell),2,38-34,,
8:03.0,,,38-34,,D. Johnson misses 2-pt shot from 6 ft
8:02.0,,,38-34,,Offensive rebound by D. Johnson
8:00.0,,,38-37,3,P. George makes 3-pt shot from 23 ft (assist by D. Johnson)
7:46.0,W. Reed makes 2-pt shot from 1 ft (assist by L. Williams),2,40-37,,
7:40.0,,,40-37,,Shooting foul by S. Dekker (drawn by P. George)
7:40.0,,,40-38,1,P. George makes free throw 1 of 2
7:40.0,,,40-38,,C. Anthony enters the game for R. Felton
7:40.0,,,40-38,,R. Westbrook enters the game for J. Huestis
7:40.0,,,40-38,,A. Roberson enters the game for P. Patterson
7:40.0,A. Rivers enters the game for J. Evans,,40-38,,
7:40.0,S. Thornwell enters the game for S. Dekker,,40-38,,
7:40.0,D. Jordan enters the game for W. Reed,,40-38,,
7:40.0,,,40-39,1,P. George makes free throw 2 of 2
7:26.0,Turnover by S. Thornwell (traveling),,40-39,,
7:26.0,,,40-39,,J. Huestis enters the game for P. George
7:14.0,Personal foul by M. Harrell (drawn by C. Anthony),,40-39,,
7:14.0,,,40-40,1,C. Anthony makes free throw 1 of 2
7:14.0,B. Griffin enters the game for M. Harrell,,40-40,,
7:14.0,,,40-41,1,C. Anthony makes free throw 2 of 2
7:05.0,B. Griffin misses 3-pt shot from 23 ft,,40-41,,
7:00.0,,,40-41,,Defensive rebound by J. Huestis
6:55.0,,,40-41,,A. Roberson misses 2-pt shot at rim
6:53.0,,,40-41,,A. Roberson misses 2-pt shot from 3 ft
6:53.0,,,40-41,,Offensive rebound by Team
6:52.0,,,40-41,,Offensive rebound by A. Roberson
6:51.0,Loose ball foul by A. Rivers (drawn by D. Johnson),,40-41,,
6:51.0,,,40-41,,Oklahoma City full timeout
6:51.0,W. Johnson enters the game for A. Rivers,,40-41,,
6:51.0,,,40-42,1,D. Johnson makes free throw 1 of 2
6:51.0,,,40-42,,D. Johnson misses free throw 2 of 2
6:51.0,Defensive rebound by D. Jordan,,40-42,,
6:36.0,B. Griffin makes 2-pt shot from 1 ft,2,42-42,,
6:24.0,,,42-42,,C. Anthony misses 3-pt shot from 22 ft
6:19.0,Defensive rebound by L. Williams,,42-42,,
6:19.0,Shooting foul by J. Huestis (drawn by B. Griffin),,42-42,,
6:19.0,B. Griffin makes free throw 1 of 2,1,43-42,,
6:19.0,,,43-42,,P. George enters the game for J. Huestis
6:19.0,B. Griffin makes free throw 2 of 2,1,44-42,,
5:59.0,,,44-42,,R. Westbrook misses 3-pt shot from 25 ft
5:56.0,Defensive rebound by W. Johnson,,44-42,,
5:49.0,,,44-42,,Personal foul by D. Johnson (drawn by D. Jordan)
5:49.0,,,44-42,,A. Abrines enters the game for A. Roberson
5:34.0,B. Griffin misses 3-pt shot from 25 ft,,44-42,,
5:34.0,Offensive rebound by Team,,44-42,,
5:34.0,Turnover by Team (shot clock),,44-42,,
5:27.0,Personal foul by S. Thornwell (drawn by D. Johnson),,44-42,,
5:27.0,,,44-42,,D. Johnson misses free throw 1 of 2
5:27.0,,,44-42,,Offensive rebound by Team
5:27.0,,,44-42,,D. Johnson misses free throw 2 of 2
5:25.0,Defensive rebound by D. Jordan,,44-42,,
5:10.0,,,44-42,,Personal foul by C. Anthony (drawn by L. Williams)
5:03.0,Turnover by D. Jordan (bad pass; steal by D. Johnson),,44-42,,
4:58.0,,,44-42,,P. George misses 3-pt shot from 24 ft
4:56.0,,,44-42,,Offensive rebound by A. Abrines
4:50.0,,,44-44,2,D. Johnson makes 2-pt shot from 1 ft (assist by P. George)
4:40.0,Shooting foul by D. Johnson (drawn by D. Jordan),,44-44,,
4:40.0,D. Jordan misses free throw 1 of 2,,44-44,,
4:40.0,Offensive rebound by Team,,44-44,,
4:40.0,,,44-44,,J. Grant enters the game for D. Johnson
4:40.0,D. Jordan makes free throw 2 of 2,1,45-44,,
4:28.0,,,45-44,,Shooting foul by W. Johnson (drawn by J. Grant)
4:28.0,,,45-45,1,J. Grant makes free throw 1 of 2
4:28.0,,,45-46,1,J. Grant makes free throw 2 of 2
4:28.0,LA Clippers full timeout,,45-46,,
4:15.0,B. Griffin makes 2-pt shot from 4 ft (assist by D. Jordan),2,47-46,,
3:55.0,,,47-46,,R. Westbrook misses 2-pt shot from 1 ft
3:55.0,,,47-46,,Offensive rebound by R. Westbrook
3:55.0,,,47-46,,Shooting foul by D. Jordan (drawn by R. Westbrook)
3:55.0,,,47-47,1,R. Westbrook makes free throw 1 of 2
3:55.0,,,47-48,1,R. Westbrook makes free throw 2 of 2
3:42.0,Turnover by W. Johnson (bad pass),,47-48,,
3:42.0,W. Reed enters the game for D. Jordan,,47-48,,
3:33.0,,,47-50,2,R. Westbrook makes 2-pt shot from 1 ft
3:28.0,Offensive charge foul by S. Thornwell (drawn by J. Grant),,47-50,,
3:28.0,Turnover by S. Thornwell (offensive foul),,47-50,,
3:09.0,,,47-53,3,R. Westbrook makes 3-pt shot from 21 ft (assist by P. George)
3:00.0,L. Williams misses 2-pt shot from 7 ft,,47-53,,
2:58.0,,,47-53,,Defensive rebound by C. Anthony
2:41.0,,,47-56,3,A. Abrines makes 3-pt shot from 22 ft (assist by P. George)
2:15.0,W. Reed makes 2-pt shot from 4 ft (assist by B. Griffin),2,49-56,,
1:58.0,,,49-56,,Shooting foul by W. Johnson (drawn by P. George)
1:58.0,,,49-57,1,P. George makes free throw 1 of 2
1:58.0,,,49-58,1,P. George makes free throw 2 of 2
1:44.0,L. Williams makes 2-pt shot from 6 ft,2,51-58,,
1:44.0,Shooting foul by C. Anthony (drawn by L. Williams),,51-58,,
1:44.0,L. Williams makes free throw 1 of 1,1,52-58,,
1:40.0,,,52-58,,Oklahoma City full timeout
1:40.0,,,52-58,,D. Johnson enters the game for C. Anthony
1:35.0,,,52-58,,Offensive charge foul by R. Westbrook (drawn by W. Reed)
1:35.0,,,52-58,,Turnover by R. Westbrook (offensive foul)
1:20.0,S. Thornwell makes 2-pt shot from 7 ft,2,54-58,,
0:59.0,Personal foul by L. Williams (drawn by A. Abrines),,54-58,,
0:59.0,,,54-59,1,A. Abrines makes free throw 1 of 2
0:59.0,,,54-59,,A. Abrines misses free throw 2 of 2
0:57.0,Defensive rebound by B. Griffin,,54-59,,
0:43.0,B. Griffin misses 2-pt shot from 1 ft,,54-59,,
0:42.0,,,54-59,,Defensive rebound by P. George
0:37.0,,,54-61,2,A. Abrines makes 2-pt shot at rim (assist by P. George)
0:36.0,Turnover by W. Johnson (traveling),,54-61,,
0:30.0,,,54-61,,Offensive foul by R. Westbrook (drawn by S. Thornwell)
0:30.0,,,54-61,,Turnover by R. Westbrook (offensive foul)
0:17.0,,,54-61,,Personal foul by D. Johnson (drawn by W. Reed)
0:17.0,,,54-61,,Turnover by D. Johnson (turnover)
0:17.0,W. Reed makes free throw 1 of 2,1,55-61,,
0:17.0,M. Harrell enters the game for L. Williams,,55-61,,
0:17.0,W. Reed misses free throw 2 of 2,,55-61,,
0:15.0,,,55-61,,Defensive rebound by R. Westbrook
0:00.0,,,55-63,2,P. George makes 2-pt shot from 11 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,55-66,3,P. George makes 3-pt shot from 24 ft (assist by R. Westbrook)
11:31.0,,,55-66,,Oklahoma City full timeout
11:30.0,A. Rivers makes 2-pt shot at rim,2,57-66,,
11:17.0,,,57-68,2,R. Westbrook makes 2-pt shot at rim
11:02.0,B. Griffin misses 2-pt shot from 4 ft (block by D. Johnson),,57-68,,
10:57.0,Offensive rebound by D. Jordan,,57-68,,
10:54.0,W. Johnson misses 2-pt shot from 17 ft,,57-68,,
10:49.0,Offensive rebound by D. Jordan,,57-68,,
10:48.0,Turnover by W. Johnson (bad pass; steal by P. George),,57-68,,
10:42.0,,,57-70,2,D. Johnson makes 2-pt shot from 4 ft (assist by R. Westbrook)
10:28.0,,,57-70,,Def 3 sec tech foul by D. Johnson
10:28.0,A. Rivers misses technical free throw,,57-70,,
10:28.0,Offensive rebound by Team,,57-70,,
10:28.0,Offensive foul by D. Jordan (drawn by D. Johnson),,57-70,,
10:28.0,Turnover by D. Jordan (offensive foul),,57-70,,
10:15.0,,,57-70,,Offensive foul by P. George (drawn by W. Johnson)
10:15.0,,,57-70,,Turnover by P. George (offensive foul)
10:02.0,Turnover by A. Rivers (lost ball; steal by P. George),,57-70,,
10:00.0,,,57-70,,Shooting foul by S. Thornwell (drawn by P. George)
10:00.0,,,57-71,1,P. George makes free throw 1 of 2
10:00.0,,,57-72,1,P. George makes free throw 2 of 2
9:45.0,B. Griffin makes 3-pt shot from 25 ft (assist by A. Rivers),3,60-72,,
9:22.0,,,60-72,,C. Anthony misses 2-pt shot from 22 ft
9:17.0,Defensive rebound by W. Johnson,,60-72,,
9:10.0,A. Rivers misses 3-pt shot from 24 ft,,60-72,,
9:08.0,D. Jordan makes 2-pt shot at rim,2,62-72,,
9:05.0,Offensive rebound by D. Jordan,,62-72,,
8:52.0,,,62-72,,R. Westbrook misses 2-pt shot from 12 ft
8:50.0,Defensive rebound by B. Griffin,,62-72,,
8:43.0,,,62-72,,Personal foul by D. Johnson (drawn by B. Griffin)
8:43.0,L. Williams enters the game for S. Thornwell,,62-72,,
8:36.0,Turnover by B. Griffin (traveling),,62-72,,
8:21.0,,,62-74,2,R. Westbrook makes 2-pt shot at rim
8:05.0,W. Johnson misses 3-pt shot from 24 ft,,62-74,,
8:05.0,,,62-74,,Defensive rebound by A. Roberson
7:55.0,,,62-74,,Turnover by R. Westbrook (bad pass; steal by D. Jordan)
7:37.0,L. Williams misses 2-pt shot from 7 ft,,62-74,,
7:30.0,Offensive rebound by D. Jordan,,62-74,,
7:30.0,D. Jordan misses 2-pt shot at rim,,62-74,,
7:29.0,Offensive rebound by W. Johnson,,62-74,,
7:26.0,,,62-74,,Personal foul by D. Johnson (drawn by B. Griffin)
7:26.0,,,62-74,,J. Grant enters the game for D. Johnson
7:14.0,A. Rivers misses 2-pt shot from 1 ft (block by C. Anthony),,62-74,,
7:13.0,Offensive rebound by D. Jordan,,62-74,,
7:12.0,D. Jordan misses 2-pt shot at rim,,62-74,,
7:12.0,,,62-74,,Defensive rebound by A. Roberson
7:06.0,,,62-77,3,C. Anthony makes 3-pt shot from 27 ft (assist by R. Westbrook)
7:03.0,LA Clippers full timeout,,62-77,,
7:03.0,S. Thornwell enters the game for W. Johnson,,62-77,,
6:46.0,B. Griffin misses 3-pt shot from 24 ft,,62-77,,
6:44.0,,,62-77,,Defensive rebound by P. George
6:35.0,,,62-80,3,J. Grant makes 3-pt shot from 25 ft (assist by R. Westbrook)
6:20.0,B. Griffin misses 2-pt shot from 17 ft,,62-80,,
6:18.0,,,62-80,,Defensive rebound by P. George
6:06.0,,,62-82,2,C. Anthony makes 2-pt shot from 15 ft (assist by P. George)
5:53.0,L. Williams makes 3-pt shot from 24 ft,3,65-82,,
5:38.0,,,65-82,,C. Anthony misses 3-pt shot from 25 ft
5:35.0,Defensive rebound by S. Thornwell,,65-82,,
5:23.0,D. Jordan makes 2-pt shot at rim (assist by L. Williams),2,67-82,,
5:05.0,,,67-84,2,P. George makes 2-pt shot from 1 ft (assist by J. Grant)
4:42.0,Shooting foul by A. Roberson (drawn by B. Griffin),,67-84,,
4:42.0,B. Griffin makes free throw 1 of 2,1,68-84,,
4:42.0,,,68-84,,J. Huestis enters the game for P. George
4:42.0,,,68-84,,A. Abrines enters the game for A. Roberson
4:42.0,W. Reed enters the game for D. Jordan,,68-84,,
4:42.0,B. Griffin makes free throw 2 of 2,1,69-84,,
4:32.0,,,69-84,,R. Westbrook misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by L. Williams,,69-84,,
4:24.0,L. Williams makes 2-pt shot at rim,2,71-84,,
4:24.0,Shooting foul by J. Huestis (drawn by L. Williams),,71-84,,
4:24.0,L. Williams makes free throw 1 of 1,1,72-84,,
4:11.0,,,72-84,,Shooting foul by W. Reed (drawn by C. Anthony)
4:11.0,,,72-84,,C. Anthony misses free throw 1 of 2
4:11.0,,,72-84,,Offensive rebound by Team
4:11.0,,,72-85,1,C. Anthony makes free throw 2 of 2
3:55.0,B. Griffin misses 2-pt shot from 6 ft,,72-85,,
3:53.0,W. Reed makes 2-pt shot at rim,2,74-85,,
3:51.0,Offensive rebound by W. Reed,,74-85,,
3:39.0,,,74-85,,Turnover by R. Westbrook (lost ball; steal by S. Thornwell)
3:36.0,S. Thornwell makes 2-pt shot from 1 ft (assist by W. Reed),2,76-85,,
3:36.0,Shooting foul by J. Grant (drawn by S. Thornwell),,76-85,,
3:36.0,S. Thornwell makes free throw 1 of 1,1,77-85,,
3:20.0,,,77-85,,P. George enters the game for R. Westbrook
3:20.0,,,77-85,,R. Felton enters the game for C. Anthony
3:18.0,,,77-88,3,J. Huestis makes 3-pt shot from 23 ft (assist by R. Felton)
3:04.0,B. Griffin misses 2-pt shot from 2 ft (block by J. Grant),,77-88,,
3:01.0,,,77-88,,Defensive rebound by P. George
2:57.0,,,77-90,2,P. George makes 2-pt shot from 14 ft
2:55.0,LA Clippers full timeout,,77-90,,
2:55.0,J. Evans enters the game for S. Thornwell,,77-90,,
2:40.0,Turnover by B. Griffin (offensive goaltending),,77-90,,
2:25.0,Personal foul by W. Reed (drawn by J. Grant),,77-90,,
2:18.0,,,77-92,2,P. George makes 2-pt shot from 13 ft
2:06.0,L. Williams makes 3-pt shot from 24 ft,3,80-92,,
1:42.0,,,80-92,,Offensive charge foul by J. Huestis (drawn by W. Reed)
1:42.0,,,80-92,,Turnover by J. Huestis (offensive foul)
1:34.0,L. Williams makes 2-pt shot from 1 ft,2,82-92,,
1:17.0,,,82-92,,Offensive foul by P. George (drawn by W. Reed)
1:17.0,,,82-92,,Turnover by P. George (offensive foul)
0:58.0,B. Griffin misses 2-pt shot from 1 ft,,82-92,,
0:58.0,Offensive rebound by W. Reed,,82-92,,
0:58.0,W. Reed makes 2-pt shot at rim,2,84-92,,
0:40.0,,,84-94,2,R. Felton makes 2-pt shot from 1 ft
0:34.0,Turnover by L. Williams (discontinued dribble),,84-94,,
0:31.0,,,84-94,,P. George misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by B. Griffin,,84-94,,
0:28.0,,,84-94,,Technical foul by P. George
0:28.0,L. Williams makes technical free throw,1,85-94,,
0:08.0,L. Williams misses 3-pt shot from 27 ft,,85-94,,
0:06.0,Offensive rebound by Team,,85-94,,
0:06.0,,,85-94,,Loose ball foul by J. Grant (drawn by W. Reed)
0:06.0,W. Reed makes free throw 1 of 2,1,86-94,,
0:06.0,W. Johnson enters the game for L. Williams,,86-94,,
0:06.0,C. Williams enters the game for A. Rivers,,86-94,,
0:06.0,M. Harrell enters the game for B. Griffin,,86-94,,
0:06.0,W. Reed misses free throw 2 of 2,,86-94,,
0:04.0,,,86-94,,Defensive rebound by P. George
0:01.0,,,86-94,,A. Abrines misses 3-pt shot from 25 ft
0:01.0,,,86-94,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,A. Rivers misses 2-pt shot from 6 ft,,86-94,,
11:41.0,Offensive rebound by M. Harrell,,86-94,,
11:41.0,M. Harrell misses 2-pt shot at rim,,86-94,,
11:41.0,,,86-94,,Defensive rebound by R. Felton
11:38.0,,,86-97,3,A. Abrines makes 3-pt shot from 24 ft (assist by P. George)
11:25.0,Shooting foul by A. Abrines (drawn by A. Rivers),,86-97,,
11:25.0,A. Rivers makes free throw 1 of 2,1,87-97,,
11:25.0,A. Rivers makes free throw 2 of 2,1,88-97,,
11:02.0,,,88-99,2,P. George makes 2-pt shot from 15 ft
10:50.0,M. Harrell misses 2-pt shot from 1 ft (block by J. Huestis),,88-99,,
10:47.0,Offensive rebound by J. Evans,,88-99,,
10:40.0,J. Evans misses 2-pt shot from 5 ft,,88-99,,
10:35.0,Offensive rebound by M. Harrell,,88-99,,
10:35.0,M. Harrell misses 2-pt shot at rim,,88-99,,
10:34.0,Offensive rebound by L. Williams,,88-99,,
10:33.0,L. Williams makes 2-pt shot from 12 ft,2,90-99,,
10:18.0,,,90-99,,Offensive foul by J. Grant (drawn by A. Rivers)
10:18.0,,,90-99,,Turnover by J. Grant (offensive foul)
10:18.0,,,90-99,,A. Roberson enters the game for A. Abrines
9:59.0,Shooting foul by J. Grant (drawn by A. Rivers),,90-99,,
9:59.0,A. Rivers makes free throw 1 of 2,1,91-99,,
9:59.0,A. Rivers misses free throw 2 of 2,,91-99,,
9:57.0,,,91-99,,Defensive rebound by P. George
9:38.0,,,91-99,,R. Felton misses 3-pt shot from 25 ft
9:35.0,,,91-99,,Offensive rebound by A. Roberson
9:22.0,,,91-99,,Turnover by J. Huestis (lost ball; steal by J. Evans)
9:13.0,J. Evans misses 2-pt shot from 12 ft,,91-99,,
9:09.0,,,91-99,,Defensive rebound by J. Grant
9:04.0,,,91-99,,Shooting foul by M. Harrell (drawn by P. George)
9:04.0,Technical foul by L. Williams,,91-99,,
9:04.0,,,91-100,1,P. George makes technical free throw
9:04.0,,,91-100,,R. Westbrook enters the game for R. Felton
9:04.0,,,91-101,1,P. George makes free throw 1 of 2
9:04.0,,,91-101,,P. Patterson enters the game for J. Grant
9:04.0,,,91-102,1,P. George makes free throw 2 of 2
8:44.0,L. Williams misses 3-pt shot from 24 ft,,91-102,,
8:38.0,,,91-102,,Defensive rebound by P. George
