time,Milwaukee,pts.away,score,pts.home,Boston
2:42.0,,,77-81,,Turnover by S. Ojeleye (bad pass; steal by S. Muhammad)
2:40.0,Turnover by S. Muhammad (bad pass),,77-81,,
2:23.0,,,77-81,,Shooting foul by J. Parker (drawn by J. Brown)
2:23.0,,,77-81,,J. Brown misses free throw 1 of 2
2:23.0,,,77-81,,Offensive rebound by Team
2:23.0,,,77-82,1,J. Brown makes free throw 2 of 2
2:13.0,S. Muhammad misses 2-pt shot from 3 ft,,77-82,,
2:10.0,,,77-82,,Defensive rebound by S. Ojeleye
1:49.0,,,77-84,2,J. Brown makes 2-pt shot at rim (assist by A. Horford)
1:49.0,Milwaukee full timeout,,77-84,,
1:49.0,T. Maker enters the game for S. Muhammad,,77-84,,
1:43.0,K. Middleton makes 2-pt shot from 12 ft,2,79-84,,
1:43.0,Shooting foul by J. Brown (drawn by K. Middleton),,79-84,,
1:43.0,K. Middleton misses free throw 1 of 1,,79-84,,
1:41.0,,,79-84,,Defensive rebound by M. Smart
1:16.0,,,79-84,,A. Horford misses 3-pt shot from 26 ft
1:14.0,,,79-84,,Offensive rebound by S. Ojeleye
1:14.0,Personal foul by T. Maker (drawn by T. Rozier),,79-84,,
1:14.0,,,79-84,,M. Morris enters the game for T. Rozier
0:51.0,,,79-84,,M. Morris misses 3-pt shot from 24 ft
0:48.0,Defensive rebound by Team,,79-84,,
0:44.0,K. Middleton misses 3-pt shot from 26 ft,,79-84,,
0:41.0,,,79-84,,Defensive rebound by A. Horford
0:34.0,,,79-84,,Boston full timeout
0:34.0,,,79-84,,T. Rozier enters the game for S. Ojeleye
0:28.0,,,79-86,2,A. Horford makes 2-pt shot from 1 ft (assist by M. Smart)
0:28.0,Milwaukee full timeout,,79-86,,
0:28.0,,,79-86,,S. Ojeleye enters the game for T. Rozier
0:25.0,K. Middleton makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,82-86,,
0:24.0,Personal take foul by T. Maker (drawn by A. Horford),,82-86,,
0:24.0,,,82-86,,A. Horford misses free throw 1 of 2
0:24.0,,,82-86,,Offensive rebound by Team
0:24.0,,,82-86,,T. Rozier enters the game for M. Morris
0:24.0,,,82-87,1,A. Horford makes free throw 2 of 2
0:19.0,E. Bledsoe makes 2-pt shot from 1 ft,2,84-87,,
0:16.0,Personal take foul by G. Antetokounmpo (drawn by T. Rozier),,84-87,,
0:16.0,,,84-88,1,T. Rozier makes free throw 1 of 2
0:16.0,,,84-89,1,T. Rozier makes free throw 2 of 2
0:10.0,T. Maker misses 3-pt shot from 26 ft,,84-89,,
0:07.0,,,84-89,,Defensive rebound by T. Rozier
0:06.0,Personal take foul by T. Maker (drawn by T. Rozier),,84-89,,
0:06.0,S. Muhammad enters the game for T. Maker,,84-89,,
0:06.0,,,84-90,1,T. Rozier makes free throw 1 of 2
0:06.0,,,84-91,1,T. Rozier makes free throw 2 of 2
0:02.0,K. Middleton makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),2,87-91,,
0:01.0,Personal take foul by S. Muhammad (drawn by A. Horford),,87-91,,
0:01.0,,,87-92,1,A. Horford makes free throw 1 of 2
0:01.0,,,87-92,,S. Larkin enters the game for T. Rozier
0:01.0,T. Zeller enters the game for G. Antetokounmpo,,87-92,,
0:01.0,,,87-92,,A. Horford misses free throw 2 of 2
0:01.0,Defensive rebound by S. Muhammad,,87-92,,
