time,Toronto,pts.away,score,pts.home,Atlanta
3:23.0,,,14-16,,M. Belinelli misses 3-pt shot from 24 ft
3:19.0,Defensive rebound by J. Poeltl,,14-16,,
3:05.0,P. Siakam makes 2-pt shot from 8 ft (assist by D. DeRozan),2,16-16,,
2:47.0,,,16-19,3,M. Belinelli makes 3-pt shot from 25 ft (assist by J. Magette)
2:26.0,J. Poeltl makes 2-pt shot from 1 ft (assist by P. Siakam),2,18-19,,
2:18.0,,,18-19,,Shooting foul by N. Powell (drawn by M. Belinelli)
2:18.0,,,18-20,1,M. Belinelli makes free throw 1 of 2
2:18.0,F. VanVleet enters the game for K. Lowry,,18-20,,
2:18.0,,,18-21,1,M. Belinelli makes free throw 2 of 2
1:57.0,N. Powell misses 3-pt shot from 24 ft,,18-21,,
1:52.0,Offensive rebound by J. Poeltl,,18-21,,
1:46.0,Turnover by D. DeRozan (lost ball; steal by J. Magette),,18-21,,
1:42.0,,,18-21,,D. Bembry misses 2-pt shot from 1 ft
1:38.0,Defensive rebound by D. DeRozan,,18-21,,
1:31.0,J. Poeltl makes 2-pt shot from 1 ft (assist by F. VanVleet),2,20-21,,
1:15.0,,,20-21,,Offensive charge foul by T. Cavanaugh (drawn by D. DeRozan)
1:15.0,,,20-21,,Turnover by T. Cavanaugh (offensive foul)
1:15.0,,,20-21,,J. Collins enters the game for E. Ilyasova
0:59.0,P. Siakam makes 2-pt shot from 1 ft (assist by D. DeRozan),2,22-21,,
0:44.0,,,22-23,2,T. Cavanaugh makes 2-pt shot at rim (assist by D. Bembry)
0:38.0,F. VanVleet makes 2-pt shot from 1 ft,2,24-23,,
0:38.0,Shooting foul by J. Magette (drawn by F. VanVleet),,24-23,,
0:38.0,F. VanVleet misses free throw 1 of 1,,24-23,,
0:35.0,Offensive rebound by J. Poeltl,,24-23,,
0:35.0,J. Poeltl makes 2-pt shot at rim,2,26-23,,
0:27.0,,,26-25,2,D. Bembry makes 2-pt shot from 1 ft (assist by J. Magette)
0:07.0,D. DeRozan makes 2-pt shot from 11 ft,2,28-25,,
0:02.0,,,28-25,,Turnover by J. Magette (bad pass)
0:00.0,Turnover by D. DeRozan (bad pass; steal by J. Collins),,28-25,,
0:00.0,,,28-25,,J. Magette misses 3-pt shot from 61 ft
0:00.0,,,28-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,28-25,,M. Belinelli misses 3-pt shot from 24 ft
11:46.0,Defensive rebound by Team,,28-25,,
11:26.0,J. Poeltl misses 2-pt shot from 1 ft (block by D. Bembry),,28-25,,
11:19.0,,,28-25,,Defensive rebound by M. Belinelli
11:18.0,,,28-27,2,D. Bembry makes 2-pt shot from 1 ft (assist by M. Belinelli)
11:05.0,F. VanVleet makes 3-pt shot from 25 ft (assist by P. Siakam),3,31-27,,
10:48.0,,,31-27,,Turnover by D. Bembry (lost ball; steal by N. Powell)
10:47.0,,,31-27,,Personal foul by D. Bembry (drawn by N. Powell)
10:43.0,N. Powell misses 3-pt shot from 24 ft,,31-27,,
10:39.0,Offensive rebound by N. Powell,,31-27,,
10:37.0,N. Powell misses 2-pt shot from 1 ft,,31-27,,
10:37.0,Offensive rebound by J. Poeltl,,31-27,,
10:37.0,J. Poeltl misses 2-pt shot from 2 ft,,31-27,,
10:36.0,,,31-27,,Defensive rebound by D. Dedmon
10:16.0,,,31-27,,J. Collins misses 2-pt shot from 9 ft
10:13.0,Defensive rebound by J. Poeltl,,31-27,,
10:01.0,N. Powell makes 3-pt shot from 22 ft (assist by F. VanVleet),3,34-27,,
9:45.0,,,34-27,,Turnover by D. Bembry (lost ball; steal by N. Powell)
9:40.0,,,34-27,,K. Bazemore enters the game for M. Belinelli
9:31.0,J. Poeltl makes 2-pt shot from 1 ft (assist by F. VanVleet),2,36-27,,
9:30.0,,,36-27,,Atlanta full timeout
9:30.0,,,36-27,,D. Schroder enters the game for J. Magette
9:06.0,,,36-27,,Turnover by D. Schroder (bad pass; steal by P. Siakam)
8:51.0,P. Siakam misses 3-pt shot from 22 ft,,36-27,,
8:48.0,Offensive rebound by Team,,36-27,,
8:42.0,J. Poeltl makes 2-pt shot from 1 ft (assist by P. Siakam),2,38-27,,
8:21.0,,,38-30,3,D. Dedmon makes 3-pt shot from 22 ft (assist by D. Bembry)
8:08.0,N. Powell makes 2-pt shot from 7 ft,2,40-30,,
7:46.0,,,40-30,,Turnover by D. Bembry (bad pass; steal by P. Siakam)
7:36.0,N. Powell makes 3-pt shot from 24 ft (assist by L. Brown),3,43-30,,
7:12.0,,,43-30,,J. Collins misses 2-pt shot from 9 ft
7:11.0,Defensive rebound by Team,,43-30,,
7:11.0,,,43-30,,E. Ilyasova enters the game for J. Collins
7:11.0,,,43-30,,T. Waller-Prince enters the game for D. Bembry
7:00.0,P. Siakam makes 3-pt shot from 24 ft (assist by F. VanVleet),3,46-30,,
6:43.0,,,46-30,,T. Waller-Prince misses 2-pt shot from 11 ft
6:40.0,Defensive rebound by L. Brown,,46-30,,
6:29.0,N. Powell makes 3-pt shot from 25 ft (assist by L. Brown),3,49-30,,
6:27.0,,,49-30,,Atlanta full timeout
6:18.0,Personal foul by F. VanVleet (drawn by D. Schroder),,49-30,,
6:13.0,,,49-30,,Shooting foul by J. Poeltl (drawn by D. Schroder)
6:13.0,,,49-31,1,D. Schroder makes free throw 1 of 2
6:13.0,,,49-32,1,D. Schroder makes free throw 2 of 2
5:56.0,F. VanVleet misses 3-pt shot from 25 ft,,49-32,,
5:51.0,,,49-32,,Defensive rebound by K. Bazemore
5:41.0,,,49-32,,M. Belinelli enters the game for D. Dedmon
5:41.0,K. Lowry enters the game for L. Brown,,49-32,,
5:36.0,,,49-32,,E. Ilyasova misses 2-pt shot from 22 ft
5:31.0,Defensive rebound by P. Siakam,,49-32,,
5:27.0,K. Lowry makes 3-pt shot from 25 ft (assist by N. Powell),3,52-32,,
5:10.0,,,52-32,,Turnover by D. Schroder (bad pass; steal by F. VanVleet)
5:05.0,,,52-32,,Personal foul by T. Waller-Prince (drawn by F. VanVleet)
4:59.0,N. Powell makes 2-pt shot from 3 ft,2,54-32,,
4:47.0,,,54-32,,E. Ilyasova misses 3-pt shot from 25 ft
4:42.0,,,54-32,,Offensive rebound by T. Waller-Prince
4:38.0,,,54-32,,K. Bazemore misses 3-pt shot from 25 ft
4:34.0,Defensive rebound by K. Lowry,,54-32,,
4:31.0,K. Lowry makes 3-pt shot from 25 ft,3,57-32,,
4:13.0,,,57-32,,D. Schroder misses 2-pt shot from 1 ft
4:13.0,Defensive rebound by K. Lowry,,57-32,,
4:10.0,P. Siakam makes 2-pt shot from 1 ft (assist by K. Lowry),2,59-32,,
4:10.0,,,59-32,,Violation by T. Waller-Prince (def goaltending)
3:56.0,,,59-35,3,K. Bazemore makes 3-pt shot from 22 ft (assist by T. Waller-Prince)
3:41.0,,,59-35,,Personal foul by D. Schroder (drawn by F. VanVleet)
3:41.0,,,59-35,,J. Collins enters the game for E. Ilyasova
3:41.0,D. DeRozan enters the game for F. VanVleet,,59-35,,
3:34.0,J. Poeltl makes 2-pt shot from 1 ft,2,61-35,,
3:25.0,,,61-37,2,D. Schroder makes 2-pt shot at rim
3:10.0,Turnover by K. Lowry (bad pass; steal by J. Collins),,61-37,,
3:09.0,Personal foul by N. Powell (drawn by D. Schroder),,61-37,,
3:09.0,,,61-37,,E. Ilyasova enters the game for T. Waller-Prince
3:09.0,O. Anunoby enters the game for N. Powell,,61-37,,
3:02.0,Personal foul by D. DeRozan (drawn by K. Bazemore),,61-37,,
2:51.0,,,61-37,,E. Ilyasova misses 3-pt shot from 23 ft
2:51.0,,,61-37,,K. Bazemore misses 2-pt shot from 4 ft
2:51.0,,,61-37,,Offensive rebound by K. Bazemore
2:50.0,Defensive rebound by J. Poeltl,,61-37,,
2:48.0,,,61-37,,Personal foul by K. Bazemore (drawn by K. Lowry)
2:31.0,P. Siakam makes 2-pt shot from 11 ft (assist by O. Anunoby),2,63-37,,
2:14.0,,,63-37,,Shooting foul by J. Poeltl (drawn by D. Schroder)
2:14.0,,,63-38,1,D. Schroder makes free throw 1 of 2
2:14.0,,,63-38,,D. Bembry enters the game for K. Bazemore
2:14.0,S. Ibaka enters the game for J. Poeltl,,63-38,,
2:14.0,,,63-39,1,D. Schroder makes free throw 2 of 2
1:49.0,K. Lowry misses 2-pt shot from 23 ft,,63-39,,
1:46.0,,,63-39,,Defensive rebound by D. Bembry
1:37.0,,,63-39,,M. Belinelli misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by D. DeRozan,,63-39,,
1:08.0,Turnover by P. Siakam (bad pass; steal by D. Bembry),,63-39,,
1:02.0,,,63-39,,D. Schroder misses 3-pt shot from 25 ft
0:59.0,Defensive rebound by P. Siakam,,63-39,,
0:54.0,,,63-39,,Personal foul by D. Bembry (drawn by K. Lowry)
0:54.0,K. Lowry makes free throw 1 of 2,1,64-39,,
0:54.0,K. Lowry makes free throw 2 of 2,1,65-39,,
0:39.0,,,65-39,,M. Belinelli misses 2-pt shot from 10 ft
0:35.0,,,65-39,,Offensive rebound by J. Collins
0:34.0,,,65-39,,Turnover by J. Collins (lost ball; steal by K. Lowry)
0:32.0,P. Siakam makes 2-pt shot from 1 ft (assist by D. DeRozan),2,67-39,,
0:16.0,,,67-39,,D. Schroder misses 2-pt shot from 1 ft (block by S. Ibaka)
0:16.0,Defensive rebound by K. Lowry,,67-39,,
0:02.0,Turnover by K. Lowry (lost ball; steal by E. Ilyasova),,67-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,67-39,,D. Dedmon misses 3-pt shot from 22 ft
11:43.0,Defensive rebound by K. Lowry,,67-39,,
11:32.0,S. Ibaka makes 2-pt shot from 18 ft (assist by K. Lowry),2,69-39,,
11:22.0,,,69-39,,D. Schroder misses 2-pt shot from 19 ft
11:18.0,Defensive rebound by S. Ibaka,,69-39,,
11:12.0,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry),2,71-39,,
10:56.0,,,71-39,,T. Waller-Prince misses 3-pt shot from 24 ft
10:53.0,Defensive rebound by K. Lowry,,71-39,,
10:42.0,J. Valanciunas makes 2-pt shot at rim (assist by D. DeRozan),2,73-39,,
10:41.0,,,73-39,,Atlanta full timeout
10:35.0,,,73-39,,Offensive foul by D. Dedmon (drawn by K. Lowry)
10:35.0,,,73-39,,Turnover by D. Dedmon (offensive foul)
10:15.0,Turnover by K. Lowry (bad pass; steal by M. Belinelli),,73-39,,
10:11.0,,,73-39,,D. Schroder misses 3-pt shot from 25 ft
10:06.0,,,73-39,,Offensive rebound by Team
9:55.0,,,73-39,,Turnover by K. Bazemore (bad pass; steal by D. DeRozan)
9:38.0,J. Valanciunas misses 2-pt shot from 13 ft,,73-39,,
9:35.0,Offensive rebound by S. Ibaka,,73-39,,
9:31.0,S. Ibaka makes 2-pt shot from 10 ft,2,75-39,,
9:07.0,,,75-39,,D. Dedmon misses 2-pt shot from 8 ft
9:04.0,Defensive rebound by S. Ibaka,,75-39,,
8:59.0,K. Lowry misses 3-pt shot from 25 ft,,75-39,,
8:55.0,,,75-39,,Defensive rebound by T. Waller-Prince
8:45.0,,,75-42,3,T. Waller-Prince makes 3-pt shot from 25 ft (assist by D. Dedmon)
8:19.0,Shooting foul by K. Bazemore (drawn by J. Valanciunas),,75-42,,
8:19.0,J. Valanciunas makes free throw 1 of 2,1,76-42,,
8:19.0,J. Valanciunas makes free throw 2 of 2,1,77-42,,
7:58.0,,,77-42,,D. Schroder misses 2-pt shot from 2 ft (block by S. Ibaka)
7:53.0,Defensive rebound by J. Valanciunas,,77-42,,
7:52.0,S. Ibaka misses 2-pt shot from 12 ft,,77-42,,
7:52.0,Offensive rebound by J. Valanciunas,,77-42,,
7:48.0,Turnover by J. Valanciunas (lost ball; steal by M. Belinelli),,77-42,,
7:47.0,Technical foul by J. Valanciunas (drawn by D. Dedmon),,77-42,,
7:47.0,,,77-43,1,D. Dedmon makes flagrant free throw 1 of 2
7:47.0,,,77-44,1,D. Dedmon makes flagrant free throw 2 of 2
7:44.0,,,77-44,,D. Dedmon misses 2-pt shot from 2 ft
7:39.0,Defensive rebound by J. Valanciunas,,77-44,,
7:24.0,D. DeRozan misses 2-pt shot from 13 ft,,77-44,,
7:18.0,Offensive rebound by K. Lowry,,77-44,,
7:16.0,O. Anunoby makes 3-pt shot from 25 ft (assist by K. Lowry),3,80-44,,
6:53.0,,,80-44,,T. Waller-Prince misses 2-pt shot from 12 ft
6:50.0,Defensive rebound by K. Lowry,,80-44,,
6:49.0,,,80-44,,Personal foul by T. Waller-Prince (drawn by S. Ibaka)
6:49.0,,,80-44,,M. Delaney enters the game for K. Bazemore
6:38.0,D. DeRozan misses 2-pt shot from 16 ft,,80-44,,
6:34.0,,,80-44,,Defensive rebound by D. Schroder
6:30.0,,,80-44,,M. Belinelli misses 2-pt shot from 18 ft
6:26.0,Defensive rebound by K. Lowry,,80-44,,
6:22.0,Turnover by S. Ibaka (traveling),,80-44,,
6:05.0,,,80-46,2,D. Schroder makes 2-pt shot at rim
5:52.0,O. Anunoby makes 3-pt shot from 24 ft (assist by K. Lowry),3,83-46,,
5:38.0,,,83-46,,D. Dedmon misses 2-pt shot from 19 ft
5:35.0,Defensive rebound by K. Lowry,,83-46,,
5:29.0,S. Ibaka misses 3-pt shot from 25 ft,,83-46,,
5:24.0,Offensive rebound by J. Valanciunas,,83-46,,
5:22.0,O. Anunoby makes 2-pt shot from 1 ft (assist by J. Valanciunas),2,85-46,,
4:59.0,,,85-48,2,T. Waller-Prince makes 2-pt shot from 4 ft
4:33.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by O. Anunoby),2,87-48,,
4:15.0,,,87-50,2,M. Belinelli makes 2-pt shot from 1 ft (assist by D. Dedmon)
4:01.0,K. Lowry misses 2-pt shot from 19 ft,,87-50,,
3:54.0,Offensive rebound by S. Ibaka,,87-50,,
3:54.0,S. Ibaka makes 2-pt shot at rim,2,89-50,,
3:42.0,Personal foul by O. Anunoby (drawn by D. Dedmon),,89-50,,
3:42.0,,,89-50,,J. Magette enters the game for M. Belinelli
3:42.0,,,89-50,,J. Collins enters the game for D. Dedmon
3:42.0,,,89-50,,D. Bembry enters the game for D. Schroder
3:34.0,,,89-52,2,T. Waller-Prince makes 2-pt shot from 9 ft (assist by J. Magette)
3:11.0,J. Valanciunas makes 2-pt shot from 10 ft (assist by D. DeRozan),2,91-52,,
2:55.0,,,91-52,,Turnover by M. Delaney (bad pass)
2:55.0,Toronto full timeout,,91-52,,
2:55.0,N. Powell enters the game for O. Anunoby,,91-52,,
2:55.0,P. Siakam enters the game for S. Ibaka,,91-52,,
2:44.0,,,91-52,,Personal foul by J. Magette (drawn by D. DeRozan)
2:35.0,K. Lowry makes 3-pt shot from 24 ft (assist by J. Valanciunas),3,94-52,,
2:16.0,,,94-54,2,J. Collins makes 2-pt shot from 14 ft (assist by D. Bembry)
2:00.0,Turnover by D. DeRozan (bad pass),,94-54,,
2:00.0,,,94-54,,E. Ilyasova enters the game for T. Waller-Prince
1:53.0,,,94-54,,D. Bembry misses 2-pt shot from 2 ft
1:50.0,Defensive rebound by K. Lowry,,94-54,,
1:39.0,P. Siakam misses 3-pt shot from 23 ft,,94-54,,
1:35.0,Offensive rebound by J. Valanciunas,,94-54,,
1:35.0,J. Valanciunas makes 2-pt shot from 1 ft,2,96-54,,
1:15.0,,,96-54,,J. Magette misses 3-pt shot from 26 ft
1:11.0,Defensive rebound by K. Lowry,,96-54,,
0:56.0,K. Lowry makes 3-pt shot from 23 ft (assist by D. DeRozan),3,99-54,,
0:34.0,,,99-56,2,E. Ilyasova makes 2-pt shot from 2 ft (assist by J. Magette)
0:31.0,K. Lowry misses 3-pt shot from 27 ft,,99-56,,
0:27.0,,,99-56,,Defensive rebound by D. Bembry
0:10.0,,,99-56,,E. Ilyasova misses 3-pt shot from 22 ft
0:08.0,,,99-56,,Offensive rebound by J. Collins
0:08.0,,,99-58,2,J. Collins makes 2-pt shot at rim
0:00.0,D. DeRozan misses 2-pt shot from 9 ft,,99-58,,
0:00.0,Offensive rebound by Team,,99-58,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,Turnover by N. Powell (out of bounds lost ball),,99-58,,
11:19.0,,,99-58,,J. Magette misses 2-pt shot from 12 ft
11:16.0,Defensive rebound by J. Poeltl,,99-58,,
11:05.0,F. VanVleet misses 2-pt shot from 2 ft,,99-58,,
11:02.0,,,99-58,,Defensive rebound by E. Ilyasova
11:02.0,Personal foul by N. Powell (drawn by D. Bembry),,99-58,,
10:47.0,,,99-58,,E. Ilyasova misses 2-pt shot from 21 ft
10:44.0,Defensive rebound by L. Brown,,99-58,,
10:32.0,Turnover by J. Poeltl (lost ball; steal by J. Magette),,99-58,,
10:31.0,Personal foul by J. Poeltl (drawn by J. Magette),,99-58,,
10:20.0,,,99-58,,Turnover by J. Collins (lost ball; steal by N. Powell)
10:18.0,,,99-58,,Personal foul by J. Magette (drawn by N. Powell)
10:18.0,,,99-58,,M. Plumlee enters the game for J. Collins
10:08.0,P. Siakam misses 3-pt shot from 25 ft,,99-58,,
10:05.0,,,99-58,,Defensive rebound by D. Bembry
9:52.0,,,99-58,,E. Ilyasova misses 2-pt shot from 14 ft (block by P. Siakam)
9:48.0,,,99-58,,Offensive rebound by E. Ilyasova
9:45.0,,,99-61,2,T. Dorsey makes 3-pt shot from 24 ft (assist by J. Magette)
9:22.0,F. VanVleet misses 2-pt shot from 16 ft,,99-61,,
9:19.0,,,99-61,,Defensive rebound by T. Dorsey
9:01.0,,,99-61,,Shooting foul by L. Brown (drawn by T. Dorsey)
9:01.0,,,99-62,1,T. Dorsey makes free throw 1 of 2
9:01.0,,,99-62,,M. Delaney enters the game for J. Magette
9:01.0,,,99-62,,T. Dorsey misses free throw 2 of 2
8:58.0,,,99-62,,Offensive rebound by T. Dorsey
8:36.0,,,99-62,,D. Bembry misses 3-pt shot from 28 ft
8:32.0,Defensive rebound by P. Siakam,,99-62,,
8:19.0,J. Poeltl makes 2-pt shot from 1 ft (assist by F. VanVleet),2,101-62,,
8:03.0,,,101-64,2,M. Delaney makes 2-pt shot from 21 ft
7:49.0,N. Powell misses 3-pt shot from 25 ft,,101-64,,
7:46.0,,,101-64,,Defensive rebound by E. Ilyasova
7:37.0,,,101-64,,T. Dorsey misses 3-pt shot from 24 ft
7:33.0,Defensive rebound by P. Siakam,,101-64,,
7:22.0,F. VanVleet misses 3-pt shot from 23 ft,,101-64,,
7:19.0,,,101-64,,Defensive rebound by D. Bembry
7:02.0,,,101-64,,Turnover by M. Delaney (bad pass)
6:41.0,L. Brown misses 2-pt shot from 15 ft,,101-64,,
6:38.0,,,101-64,,Defensive rebound by E. Ilyasova
6:33.0,,,101-66,2,T. Dorsey makes 2-pt shot from 21 ft (assist by E. Ilyasova)
6:32.0,Toronto full timeout,,101-66,,
6:32.0,L. Nogueira enters the game for F. VanVleet,,101-66,,
6:32.0,A. McKinnie enters the game for J. Poeltl,,101-66,,
6:19.0,N. Powell makes 2-pt shot from 1 ft,2,103-66,,
5:59.0,,,103-66,,Turnover by M. Plumlee (out of bounds lost ball)
5:44.0,L. Nogueira makes 3-pt shot from 25 ft (assist by A. McKinnie),3,106-66,,
5:29.0,,,106-66,,T. Dorsey misses 3-pt shot from 23 ft
5:27.0,Defensive rebound by L. Nogueira,,106-66,,
5:22.0,N. Powell makes 2-pt shot from 14 ft,2,108-66,,
5:02.0,,,108-66,,T. Cavanaugh enters the game for E. Ilyasova
4:55.0,,,108-66,,M. Delaney misses 2-pt shot from 20 ft
4:51.0,,,108-66,,Offensive rebound by M. Delaney
4:48.0,Personal foul by A. McKinnie (drawn by T. Dorsey),,108-66,,
4:37.0,,,108-66,,D. Bembry misses 2-pt shot from 6 ft
4:35.0,,,108-66,,Offensive rebound by Team
4:24.0,Personal foul by A. McKinnie (drawn by M. Delaney),,108-66,,
4:24.0,,,108-67,1,M. Delaney makes free throw 1 of 2
4:24.0,,,108-68,1,M. Delaney makes free throw 2 of 2
4:06.0,L. Brown misses 2-pt shot from 14 ft,,108-68,,
4:02.0,,,108-68,,Defensive rebound by T. Cavanaugh
4:00.0,,,108-68,,Shooting foul by L. Brown (drawn by D. Bembry)
4:00.0,,,108-69,1,D. Bembry makes free throw 1 of 2
4:00.0,,,108-69,,J. Magette enters the game for M. Plumlee
4:00.0,,,108-70,1,D. Bembry makes free throw 2 of 2
3:50.0,L. Brown makes 2-pt shot from 18 ft,2,110-70,,
3:40.0,,,110-70,,Shooting foul by L. Nogueira (drawn by M. Delaney)
3:40.0,,,110-70,,M. Delaney misses free throw 1 of 2
3:40.0,,,110-70,,Offensive rebound by Team
3:40.0,,,110-71,1,M. Delaney makes free throw 2 of 2
3:25.0,Turnover by N. Powell (traveling),,110-71,,
3:04.0,,,110-71,,T. Dorsey misses 2-pt shot from 20 ft
3:00.0,Defensive rebound by N. Powell,,110-71,,
3:00.0,N. Powell misses 2-pt shot from 1 ft,,110-71,,
3:00.0,,,110-71,,Defensive rebound by Team
2:59.0,Loose ball foul by L. Nogueira (drawn by T. Cavanaugh),,110-71,,
2:59.0,,,110-71,,Atlanta full timeout
2:59.0,,,110-71,,M. Plumlee enters the game for D. Bembry
2:59.0,,,110-72,1,T. Cavanaugh makes free throw 1 of 2
2:59.0,,,110-73,1,T. Cavanaugh makes free throw 2 of 2
2:41.0,A. McKinnie makes 2-pt shot from 1 ft (assist by P. Siakam),2,112-73,,
2:14.0,,,112-73,,Turnover by Team (shot clock)
2:03.0,A. McKinnie misses 3-pt shot from 23 ft,,112-73,,
1:59.0,,,112-73,,Defensive rebound by J. Magette
1:51.0,,,112-73,,T. Dorsey misses 3-pt shot from 26 ft
1:47.0,Defensive rebound by A. McKinnie,,112-73,,
1:37.0,L. Brown misses 3-pt shot from 24 ft,,112-73,,
1:34.0,,,112-73,,Defensive rebound by T. Cavanaugh
1:20.0,,,112-73,,M. Delaney misses 3-pt shot from 24 ft
1:16.0,Defensive rebound by L. Brown,,112-73,,
