time,Boston,pts.away,score,pts.home,Cleveland
8:25.0,Jump ball: K. Korver vs. A. Baynes (J. Green gains possession),,,,Jump ball: K. Korver vs. A. Baynes (J. Green gains possession)
8:25.0,Turnover by A. Baynes (turnover; steal by K. Korver),,33-31,,
8:06.0,,,33-34,3,L. James makes 3-pt shot from 24 ft (assist by J. Green)
7:58.0,Offensive foul by M. Morris (drawn by J. Clarkson),,33-34,,
7:58.0,Turnover by M. Morris (offensive foul),,33-34,,
7:58.0,A. Horford enters the game for M. Morris,,33-34,,
7:42.0,,,33-34,,L. James misses 2-pt shot from 7 ft
7:41.0,,,33-34,,Offensive rebound by J. Clarkson
7:41.0,,,33-34,,J. Clarkson misses 2-pt shot at rim
7:40.0,Defensive rebound by A. Baynes,,33-34,,
7:30.0,M. Smart misses 3-pt shot from 29 ft,,33-34,,
7:28.0,Offensive rebound by A. Horford,,33-34,,
7:27.0,A. Horford misses 2-pt shot from 3 ft (block by K. Korver),,33-34,,
7:26.0,,,33-34,,Defensive rebound by J. Clarkson
7:21.0,,,33-34,,Shooting foul by M. Smart (drawn by J. Green)
7:21.0,,,33-35,1,J. Green makes free throw 1 of 2
7:21.0,J. Tatum enters the game for M. Smart,,33-35,,
7:21.0,,,33-36,1,J. Green makes free throw 2 of 2
7:05.0,A. Baynes misses 3-pt shot from 30 ft,,33-36,,
7:01.0,,,33-36,,Defensive rebound by L. Nance
6:53.0,,,33-38,2,L. Nance makes 2-pt shot from 14 ft (assist by L. James)
6:34.0,J. Brown misses 2-pt shot from 4 ft (block by J. Green),,33-38,,
6:31.0,,,33-38,,Defensive rebound by J. Green
6:29.0,,,33-38,,Shooting foul by A. Horford (drawn by L. James)
6:29.0,,,33-38,,Cleveland full timeout
6:29.0,M. Smart enters the game for A. Baynes,,33-38,,
6:29.0,,,33-39,1,L. James makes free throw 1 of 2
6:29.0,,,33-40,1,L. James makes free throw 2 of 2
6:11.0,Turnover by M. Smart (bad pass),,33-40,,
5:55.0,,,33-40,,K. Korver misses 2-pt shot from 21 ft
5:54.0,Defensive rebound by J. Tatum,,33-40,,
5:37.0,Shooting foul by J. Clarkson (drawn by M. Smart),,33-40,,
5:37.0,M. Smart misses free throw 1 of 2,,33-40,,
5:37.0,Offensive rebound by Team,,33-40,,
5:37.0,M. Morris enters the game for J. Brown,,33-40,,
5:37.0,M. Smart makes free throw 2 of 2,1,34-40,,
5:18.0,,,34-42,2,L. James makes 2-pt shot from 15 ft
5:05.0,Turnover by M. Morris (bad pass; steal by L. Nance),,34-42,,
4:59.0,,,34-44,2,J. Clarkson makes 2-pt shot from 2 ft (assist by L. Nance)
4:59.0,Boston full timeout,,34-44,,
4:36.0,M. Morris misses 2-pt shot from 3 ft,,34-44,,
4:33.0,,,34-44,,Defensive rebound by L. James
4:22.0,,,34-44,,Turnover by J. Green (lost ball; steal by T. Rozier)
4:17.0,M. Morris misses 2-pt shot from 12 ft,,34-44,,
4:08.0,,,34-44,,Defensive rebound by K. Korver
4:07.0,,,34-44,,Turnover by L. James (lost ball; steal by T. Rozier)
4:06.0,T. Rozier makes 3-pt shot from 26 ft (assist by J. Tatum),3,37-44,,
3:40.0,,,37-46,2,J. Green makes 2-pt shot from 10 ft
3:23.0,Shooting foul by K. Korver (drawn by M. Morris),,37-46,,
3:23.0,M. Morris misses free throw 1 of 2,,37-46,,
3:23.0,Offensive rebound by Team,,37-46,,
3:23.0,,,37-46,,G. Hill enters the game for J. Clarkson
3:23.0,M. Morris makes free throw 2 of 2,1,38-46,,
3:23.0,,,38-46,,J. Smith enters the game for L. Nance
3:23.0,,,38-46,,T. Thompson enters the game for J. Green
3:23.0,J. Brown enters the game for T. Rozier,,38-46,,
3:02.0,,,38-46,,L. James misses 2-pt shot from 10 ft
2:58.0,,,38-46,,Offensive rebound by T. Thompson
2:54.0,,,38-49,3,L. James makes 3-pt shot from 23 ft (assist by T. Thompson)
2:34.0,M. Morris misses 2-pt shot from 2 ft (block by K. Korver),,38-49,,
2:34.0,Offensive rebound by Team,,38-49,,
2:34.0,T. Rozier enters the game for M. Morris,,38-49,,
2:28.0,A. Horford misses 3-pt shot from 25 ft,,38-49,,
2:26.0,,,38-49,,Defensive rebound by L. James
2:07.0,,,38-49,,L. James misses 2-pt shot from 19 ft
2:06.0,,,38-49,,Offensive rebound by G. Hill
2:06.0,,,38-49,,Turnover by Team (shot clock)
2:06.0,,,38-49,,Cleveland full timeout
2:06.0,,,38-49,,J. Green enters the game for K. Korver
1:54.0,J. Tatum misses 3-pt shot from 24 ft,,38-49,,
1:52.0,,,38-49,,Defensive rebound by L. James
1:39.0,Personal foul by J. Tatum (drawn by L. James),,38-49,,
1:39.0,,,38-49,,L. James misses free throw 1 of 2
1:39.0,,,38-49,,Offensive rebound by Team
1:39.0,,,38-49,,L. James misses free throw 2 of 2
1:38.0,Defensive rebound by Team,,38-49,,
1:27.0,T. Rozier misses 3-pt shot from 29 ft,,38-49,,
1:19.0,,,38-49,,Defensive rebound by J. Green
1:15.0,,,38-52,3,L. James makes 3-pt shot from 26 ft (assist by G. Hill)
0:59.0,J. Brown makes 2-pt shot from 18 ft (assist by T. Rozier),2,40-52,,
0:51.0,,,40-52,,L. James misses 3-pt shot from 24 ft
0:51.0,Defensive rebound by Team,,40-52,,
0:51.0,,,40-52,,Loose ball foul by T. Thompson (drawn by M. Smart)
0:43.0,J. Tatum misses 2-pt shot from 4 ft (block by J. Smith),,40-52,,
0:41.0,,,40-52,,Defensive rebound by Team
0:21.0,,,40-54,2,L. James makes 2-pt shot from 9 ft
0:02.0,T. Rozier makes 3-pt shot from 26 ft (assist by M. Smart),3,43-54,,
0:00.0,,,43-54,,J. Green misses 3-pt shot from 33 ft
0:00.0,,,43-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,43-54,,Shooting foul by A. Baynes (drawn by G. Hill)
11:44.0,,,43-55,1,G. Hill makes free throw 1 of 2
11:44.0,,,43-56,1,G. Hill makes free throw 2 of 2
11:29.0,Turnover by J. Tatum (bad pass; steal by G. Hill),,43-56,,
11:26.0,,,43-58,2,G. Hill makes 2-pt shot at rim
11:12.0,A. Horford makes 2-pt shot from 7 ft (assist by J. Brown),2,45-58,,
10:54.0,,,45-58,,Shooting foul by J. Brown (drawn by L. James)
10:54.0,,,45-59,1,L. James makes free throw 1 of 2
10:54.0,,,45-59,,L. James misses free throw 2 of 2
10:52.0,Defensive rebound by A. Horford,,45-59,,
10:39.0,T. Rozier makes 2-pt shot from 18 ft,2,47-59,,
10:19.0,,,47-59,,J. Green misses 3-pt shot from 25 ft
10:17.0,Defensive rebound by A. Horford,,47-59,,
10:17.0,,,47-59,,Personal foul by L. James (drawn by J. Brown)
10:05.0,T. Rozier misses 3-pt shot from 26 ft,,47-59,,
10:05.0,,,47-59,,Defensive rebound by Team
9:52.0,,,47-59,,Shooting foul by J. Brown (drawn by G. Hill)
9:52.0,,,47-60,1,G. Hill makes free throw 1 of 2
9:52.0,,,47-61,1,G. Hill makes free throw 2 of 2
9:37.0,,,47-61,,Loose ball foul by J. Smith (drawn by J. Tatum)
9:28.0,J. Brown misses 3-pt shot from 27 ft,,47-61,,
9:24.0,,,47-61,,Defensive rebound by T. Thompson
9:24.0,,,47-61,,Shooting foul by T. Rozier (drawn by J. Green)
9:24.0,,,47-62,1,J. Green makes free throw 1 of 2
9:24.0,M. Morris enters the game for J. Brown,,47-62,,
9:24.0,,,47-63,1,J. Green makes free throw 2 of 2
9:12.0,,,47-63,,Personal foul by J. Smith (drawn by J. Tatum)
9:04.0,Turnover by J. Tatum (traveling),,47-63,,
8:55.0,,,47-63,,Offensive foul by T. Thompson (drawn by M. Morris)
8:55.0,,,47-63,,Turnover by T. Thompson (offensive foul)
8:55.0,M. Smart enters the game for A. Baynes,,47-63,,
8:42.0,J. Tatum makes 2-pt shot from 1 ft (assist by T. Rozier),2,49-63,,
8:26.0,,,49-63,,G. Hill misses 3-pt shot from 26 ft
8:24.0,Defensive rebound by A. Horford,,49-63,,
8:02.0,M. Smart misses 3-pt shot from 27 ft (block by G. Hill),,49-63,,
7:58.0,,,49-63,,Defensive rebound by G. Hill
7:57.0,,,49-65,2,L. James makes 2-pt shot at rim (assist by G. Hill)
7:53.0,T. Rozier misses 2-pt shot from 2 ft (block by L. James),,49-65,,
7:53.0,Offensive rebound by Team,,49-65,,
7:46.0,J. Tatum misses 2-pt shot from 1 ft (block by T. Thompson),,49-65,,
7:43.0,,,49-65,,Defensive rebound by L. James
7:39.0,,,49-65,,J. Smith misses 3-pt shot from 22 ft
7:37.0,Defensive rebound by A. Horford,,49-65,,
7:23.0,T. Rozier misses 2-pt shot from 1 ft (block by J. Green),,49-65,,
7:18.0,Offensive rebound by M. Smart,,49-65,,
7:18.0,J. Tatum makes 3-pt shot from 26 ft (assist by M. Smart),3,52-65,,
7:18.0,,,52-65,,Cleveland full timeout
6:53.0,,,52-67,2,L. James makes 2-pt shot from 20 ft
6:37.0,,,52-67,,Personal foul by J. Green (drawn by A. Horford)
6:25.0,Shooting foul by J. Green (drawn by M. Morris),,52-67,,
6:25.0,M. Morris misses free throw 1 of 2,,52-67,,
6:25.0,Offensive rebound by Team,,52-67,,
6:25.0,M. Morris makes free throw 2 of 2,1,53-67,,
6:11.0,,,53-69,2,T. Thompson makes 2-pt shot from 1 ft (assist by L. James)
5:51.0,T. Rozier makes 2-pt shot from 1 ft (assist by M. Smart),2,55-69,,
5:39.0,Personal foul by T. Rozier (drawn by G. Hill),,55-69,,
5:39.0,,,55-70,1,G. Hill makes free throw 1 of 2
5:39.0,,,55-71,1,G. Hill makes free throw 2 of 2
5:25.0,M. Morris makes 3-pt shot from 24 ft (assist by T. Rozier),3,58-71,,
5:04.0,,,58-73,2,G. Hill makes 2-pt shot from 18 ft
4:44.0,T. Rozier makes 3-pt shot from 26 ft (assist by J. Tatum),3,61-73,,
4:21.0,,,61-75,2,G. Hill makes 2-pt shot from 1 ft
4:05.0,M. Morris misses 2-pt shot from 5 ft,,61-75,,
4:02.0,,,61-75,,Defensive rebound by J. Smith
3:56.0,,,61-77,2,L. James makes 2-pt shot from 20 ft
3:32.0,M. Morris misses 2-pt shot from 3 ft,,61-77,,
3:30.0,,,61-77,,Defensive rebound by L. James
3:23.0,,,61-77,,L. James misses 2-pt shot from 21 ft
3:20.0,Defensive rebound by T. Rozier,,61-77,,
3:16.0,J. Tatum makes 2-pt shot at rim (assist by T. Rozier),2,63-77,,
2:50.0,,,63-77,,J. Green misses 2-pt shot from 11 ft
2:48.0,Defensive rebound by M. Smart,,63-77,,
2:37.0,J. Tatum makes 2-pt shot from 4 ft,2,65-77,,
2:12.0,,,65-80,3,J. Green makes 3-pt shot from 23 ft (assist by L. James)
2:12.0,Boston full timeout,,65-80,,
2:12.0,,,65-80,,K. Korver enters the game for J. Smith
2:12.0,G. Monroe enters the game for T. Rozier,,65-80,,
2:12.0,J. Brown enters the game for A. Horford,,65-80,,
1:56.0,Turnover by G. Monroe (bad pass; steal by L. James),,65-80,,
1:33.0,,,65-80,,Turnover by L. James (bad pass; steal by G. Monroe)
1:28.0,J. Brown makes 2-pt shot from 1 ft,2,67-80,,
1:02.0,,,67-80,,L. James misses 2-pt shot from 12 ft
1:00.0,Defensive rebound by G. Monroe,,67-80,,
0:57.0,Turnover by M. Smart (bad pass),,67-80,,
0:57.0,,,67-80,,L. Nance enters the game for T. Thompson
0:57.0,,,67-80,,J. Clarkson enters the game for L. James
0:57.0,,,67-80,,J. Smith enters the game for G. Hill
0:57.0,T. Rozier enters the game for J. Tatum,,67-80,,
0:44.0,,,67-80,,K. Korver misses 2-pt shot from 19 ft
0:41.0,Defensive rebound by M. Smart,,67-80,,
0:38.0,M. Morris makes 3-pt shot from 27 ft (assist by T. Rozier),3,70-80,,
0:20.0,,,70-83,3,K. Korver makes 3-pt shot from 30 ft (assist by J. Green)
0:03.0,T. Rozier makes 3-pt shot from 27 ft (assist by M. Smart),3,73-83,,
0:00.0,,,73-83,,J. Smith misses 3-pt shot from 37 ft
0:00.0,,,73-83,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Turnover by T. Rozier (lost ball; steal by L. James),,73-83,,
11:35.0,,,73-83,,J. Clarkson misses 3-pt shot from 24 ft
11:31.0,Defensive rebound by J. Brown,,73-83,,
11:22.0,J. Brown makes 2-pt shot from 1 ft,2,75-83,,
11:10.0,Personal foul by G. Monroe (drawn by L. Nance),,75-83,,
10:55.0,,,75-83,,L. James misses 3-pt shot from 28 ft
10:53.0,,,75-83,,Offensive rebound by L. Nance
10:42.0,,,75-83,,J. Clarkson misses 2-pt shot from 1 ft
10:38.0,,,75-83,,Offensive rebound by J. Clarkson
10:38.0,,,75-83,,J. Clarkson misses 2-pt shot at rim
10:35.0,,,75-83,,Offensive rebound by J. Clarkson
10:35.0,,,75-85,2,J. Clarkson makes 2-pt shot at rim
10:28.0,Turnover by G. Monroe (lost ball; steal by L. Nance),,75-85,,
10:17.0,,,75-85,,J. Smith misses 3-pt shot from 26 ft
10:14.0,Defensive rebound by G. Monroe,,75-85,,
10:08.0,J. Brown misses 2-pt shot from 5 ft,,75-85,,
10:06.0,Offensive rebound by J. Brown,,75-85,,
10:06.0,J. Brown makes 2-pt shot from 2 ft,2,77-85,,
9:48.0,,,77-85,,L. James misses 2-pt shot from 1 ft (block by M. Smart)
9:43.0,,,77-85,,Offensive rebound by L. Nance
9:42.0,,,77-87,2,L. Nance makes 2-pt shot from 1 ft
9:38.0,,,77-87,,Personal foul by K. Korver (drawn by J. Brown)
9:38.0,A. Horford enters the game for M. Smart,,77-87,,
9:38.0,J. Tatum enters the game for G. Monroe,,77-87,,
9:25.0,T. Rozier makes 3-pt shot from 28 ft (assist by M. Morris),3,80-87,,
9:08.0,,,80-89,2,L. James makes 2-pt shot from 1 ft
8:47.0,Shooting foul by J. Clarkson (drawn by T. Rozier),,80-89,,
8:47.0,T. Rozier makes free throw 1 of 2,1,81-89,,
8:47.0,T. Rozier makes free throw 2 of 2,1,82-89,,
8:40.0,,,82-89,,Offensive foul by K. Korver (drawn by J. Brown)
8:40.0,,,82-89,,Turnover by K. Korver (offensive foul)
8:28.0,J. Tatum misses 2-pt shot from 1 ft,,82-89,,
8:28.0,,,82-89,,Defensive rebound by Team
8:05.0,,,82-89,,L. James misses 2-pt shot from 1 ft
7:58.0,,,82-89,,Offensive rebound by L. Nance
7:58.0,,,82-91,2,L. Nance makes 2-pt shot at rim
7:43.0,T. Rozier misses 3-pt shot from 27 ft,,82-91,,
7:40.0,,,82-91,,Defensive rebound by L. Nance
7:21.0,,,82-91,,Shooting foul by A. Horford (drawn by L. James)
7:21.0,,,82-92,1,L. James makes free throw 1 of 2
7:21.0,,,82-92,,G. Hill enters the game for J. Clarkson
7:21.0,M. Smart enters the game for M. Morris,,82-92,,
7:21.0,,,82-93,1,L. James makes free throw 2 of 2
7:02.0,Shooting foul by L. Nance (drawn by A. Horford),,82-93,,
7:02.0,A. Horford makes free throw 1 of 2,1,83-93,,
7:02.0,A. Horford misses free throw 2 of 2,,83-93,,
6:59.0,,,83-93,,Defensive rebound by L. James
6:35.0,,,83-93,,L. James misses 2-pt shot from 6 ft
6:32.0,,,83-93,,Offensive rebound by L. James
6:32.0,,,83-95,2,L. James makes 2-pt shot at rim
6:32.0,Boston full timeout,,83-95,,
6:15.0,A. Horford makes 2-pt shot from 1 ft (assist by T. Rozier),2,85-95,,
5:50.0,,,85-95,,L. James misses 2-pt shot from 15 ft
5:49.0,,,85-95,,Offensive rebound by Team
5:49.0,,,85-95,,Turnover by Team (shot clock)
5:29.0,M. Smart makes 2-pt shot from 12 ft,2,87-95,,
5:09.0,,,87-97,2,G. Hill makes 2-pt shot from 8 ft
4:51.0,Shooting foul by J. Smith (drawn by A. Horford),,87-97,,
4:51.0,A. Horford makes free throw 1 of 2,1,88-97,,
4:51.0,A. Horford misses free throw 2 of 2,,88-97,,
4:49.0,,,88-97,,Defensive rebound by L. James
4:31.0,,,88-97,,Turnover by K. Korver (bad pass; steal by J. Tatum)
4:27.0,J. Tatum makes 2-pt shot at rim (assist by A. Horford),2,90-97,,
4:13.0,,,90-97,,L. James misses 2-pt shot from 1 ft
4:09.0,,,90-97,,Offensive rebound by L. James
4:07.0,,,90-97,,Turnover by L. James (lost ball; steal by M. Smart)
4:01.0,J. Brown misses 3-pt shot from 27 ft,,90-97,,
3:57.0,,,90-97,,Defensive rebound by K. Korver
3:54.0,Personal foul by J. Tatum (drawn by L. Nance),,90-97,,
3:54.0,,,90-97,,Cleveland full timeout
3:43.0,Personal block foul by T. Rozier (drawn by J. Smith),,90-97,,
3:32.0,,,90-99,2,J. Smith makes 2-pt shot from 1 ft (assist by L. James)
3:10.0,Shooting foul by K. Korver (drawn by J. Brown),,90-99,,
3:10.0,J. Brown misses free throw 1 of 3,,90-99,,
3:10.0,Offensive rebound by Team,,90-99,,
3:10.0,J. Brown makes free throw 2 of 3,1,91-99,,
3:10.0,M. Morris enters the game for T. Rozier,,91-99,,
3:10.0,J. Brown makes free throw 3 of 3,1,92-99,,
2:56.0,,,92-101,2,L. Nance makes 2-pt shot from 1 ft (assist by L. James)
2:47.0,J. Brown makes 2-pt shot from 1 ft,2,94-101,,
2:22.0,,,94-104,3,L. James makes 3-pt shot from 27 ft
2:05.0,J. Tatum makes 2-pt shot from 2 ft (assist by M. Smart),2,96-104,,
1:40.0,,,96-107,3,L. James makes 3-pt shot from 26 ft
1:40.0,Boston full timeout,,96-107,,
1:40.0,,,96-107,,J. Green enters the game for K. Korver
1:40.0,T. Rozier enters the game for M. Morris,,96-107,,
1:28.0,J. Tatum misses 2-pt shot from 5 ft,,96-107,,
1:26.0,Offensive rebound by A. Horford,,96-107,,
1:26.0,A. Horford misses 2-pt shot at rim,,96-107,,
1:26.0,,,96-107,,Defensive rebound by J. Green
1:26.0,,,96-107,,Turnover by J. Green (out of bounds lost ball)
1:21.0,A. Horford misses 2-pt shot from 21 ft,,96-107,,
1:18.0,,,96-107,,Defensive rebound by J. Smith
0:57.0,,,96-109,2,L. James makes 2-pt shot from 9 ft
0:57.0,,,96-109,,Shooting foul by J. Brown (drawn by L. James)
0:57.0,S. Ojeleye enters the game for J. Tatum,,96-109,,
0:57.0,A. Nader enters the game for J. Brown,,96-109,,
0:57.0,G. Yabusele enters the game for M. Smart,,96-109,,
0:57.0,G. Monroe enters the game for A. Horford,,96-109,,
0:57.0,A. Baynes enters the game for T. Rozier,,96-109,,
0:57.0,,,96-109,,L. James misses free throw 1 of 1
0:57.0,Defensive rebound by S. Ojeleye,,96-109,,
0:57.0,,,96-109,,Personal foul by L. James (drawn by S. Ojeleye)
0:57.0,S. Ojeleye makes free throw 1 of 2,1,97-109,,
0:57.0,,,97-109,,C. Osman enters the game for L. James
0:57.0,S. Ojeleye misses free throw 2 of 2,,97-109,,
0:55.0,,,97-109,,Defensive rebound by C. Osman
0:38.0,,,97-109,,G. Hill misses 3-pt shot from 29 ft
0:34.0,Defensive rebound by G. Yabusele,,97-109,,
0:23.0,G. Monroe makes 2-pt shot from 2 ft,2,99-109,,
