time,New York,pts.away,score,pts.home,Boston
9:48.0,E. Kanter makes 2-pt shot at rim,2,52-56,,
9:30.0,,,52-59,3,A. Horford makes 3-pt shot from 26 ft (assist by T. Rozier)
9:17.0,C. Lee misses 2-pt shot from 9 ft,,52-59,,
9:15.0,,,52-59,,Defensive rebound by Team
8:52.0,,,52-59,,J. Brown misses 2-pt shot from 4 ft (block by K. Porzingis)
8:49.0,Defensive rebound by E. Kanter,,52-59,,
8:48.0,Offensive rebound by Team,,52-59,,
8:48.0,T. Hardaway misses 2-pt shot from 19 ft,,52-59,,
8:47.0,Loose ball foul by E. Kanter (drawn by A. Baynes),,52-59,,
8:47.0,Turnover by E. Kanter (turnover),,52-59,,
8:29.0,,,52-61,2,A. Horford makes 2-pt shot from 2 ft (assist by J. Tatum)
8:15.0,K. Porzingis makes 2-pt shot from 9 ft (assist by C. Lee),2,54-61,,
8:15.0,Shooting foul by T. Rozier (drawn by K. Porzingis),,54-61,,
8:15.0,K. Porzingis misses free throw 1 of 1,,54-61,,
8:12.0,,,54-61,,Defensive rebound by A. Horford
7:59.0,,,54-61,,A. Baynes misses 2-pt shot from 8 ft
7:59.0,Defensive rebound by J. Jack,,54-61,,
7:45.0,J. Jack misses 2-pt shot from 1 ft,,54-61,,
7:44.0,Offensive rebound by E. Kanter,,54-61,,
7:43.0,E. Kanter makes 2-pt shot at rim,2,56-61,,
7:29.0,,,56-63,2,A. Horford makes 2-pt shot from 3 ft (assist by J. Brown)
7:17.0,J. Jack misses 2-pt shot from 8 ft,,56-63,,
7:17.0,,,56-63,,Defensive rebound by T. Rozier
7:09.0,,,56-65,2,J. Tatum makes 2-pt shot from 13 ft (assist by T. Rozier)
6:50.0,,,56-65,,Personal foul by A. Horford (drawn by C. Lee)
6:50.0,,,56-65,,Boston full timeout
6:43.0,J. Jack misses 2-pt shot from 20 ft,,56-65,,
6:40.0,,,56-65,,Defensive rebound by J. Tatum
6:20.0,,,56-65,,Turnover by T. Rozier (bad pass; steal by C. Lee)
6:16.0,K. Porzingis misses 2-pt shot from 1 ft (block by T. Rozier),,56-65,,
6:16.0,,,56-65,,Defensive rebound by Team
6:00.0,,,56-65,,A. Horford misses 3-pt shot from 26 ft
5:58.0,Defensive rebound by E. Kanter,,56-65,,
5:47.0,K. Porzingis misses 2-pt shot from 17 ft,,56-65,,
5:45.0,,,56-65,,Defensive rebound by T. Rozier
5:37.0,,,56-67,2,T. Rozier makes 2-pt shot from 16 ft
5:19.0,Shooting foul by A. Horford (drawn by K. Porzingis),,56-67,,
5:19.0,K. Porzingis misses free throw 1 of 2,,56-67,,
5:19.0,Offensive rebound by Team,,56-67,,
5:19.0,,,56-67,,S. Ojeleye enters the game for J. Tatum
5:19.0,,,56-67,,A. Nader enters the game for T. Rozier
5:19.0,,,56-67,,M. Morris enters the game for A. Horford
5:19.0,M. Beasley enters the game for E. Kanter,,56-67,,
5:19.0,T. Burke enters the game for J. Jack,,56-67,,
5:19.0,K. Porzingis makes free throw 2 of 2,1,57-67,,
5:08.0,,,57-67,,J. Brown misses 3-pt shot from 25 ft
5:05.0,Defensive rebound by M. Beasley,,57-67,,
4:57.0,M. Beasley misses 2-pt shot from 2 ft,,57-67,,
4:55.0,,,57-67,,Defensive rebound by J. Brown
4:43.0,,,57-67,,J. Brown misses 2-pt shot from 2 ft (block by K. Porzingis)
4:41.0,Defensive rebound by T. Burke,,57-67,,
4:37.0,T. Burke misses 2-pt shot from 8 ft,,57-67,,
4:37.0,,,57-67,,Defensive rebound by A. Baynes
4:31.0,,,57-67,,Shooting foul by C. Lee (drawn by M. Morris)
4:31.0,,,57-68,1,M. Morris makes free throw 1 of 2
4:31.0,,,57-69,1,M. Morris makes free throw 2 of 2
4:15.0,Shooting foul by A. Baynes (drawn by T. Burke),,57-69,,
4:15.0,T. Burke misses free throw 1 of 3,,57-69,,
4:15.0,Offensive rebound by Team,,57-69,,
4:15.0,T. Burke misses free throw 2 of 3,,57-69,,
4:15.0,Offensive rebound by Team,,57-69,,
4:15.0,,,57-69,,D. Theis enters the game for A. Baynes
4:15.0,D. McDermott enters the game for T. Hardaway,,57-69,,
4:15.0,T. Burke makes free throw 3 of 3,1,58-69,,
4:05.0,,,58-72,3,M. Morris makes 3-pt shot from 26 ft (assist by J. Brown)
3:53.0,M. Beasley misses 2-pt shot from 2 ft,,58-72,,
3:51.0,,,58-72,,Defensive rebound by M. Morris
3:48.0,,,58-72,,Turnover by M. Morris (bad pass)
3:37.0,C. Lee makes 2-pt shot from 4 ft (assist by K. Porzingis),2,60-72,,
3:21.0,Personal foul by K. Porzingis (drawn by D. Theis),,60-72,,
3:06.0,,,60-74,2,J. Brown makes 2-pt shot from 2 ft
2:51.0,M. Beasley misses 2-pt shot from 20 ft,,60-74,,
2:49.0,,,60-74,,Defensive rebound by J. Brown
2:37.0,,,60-76,2,M. Morris makes 2-pt shot from 17 ft
2:37.0,New York full timeout,,60-76,,
2:37.0,K. O'Quinn enters the game for K. Porzingis,,60-76,,
2:24.0,M. Beasley makes 2-pt shot from 1 ft (assist by K. O'Quinn),2,62-76,,
2:04.0,,,62-76,,Turnover by M. Morris (out of bounds lost ball)
1:42.0,M. Beasley makes 2-pt shot from 1 ft,2,64-76,,
1:31.0,,,64-76,,Offensive foul by D. Theis (drawn by M. Beasley)
1:31.0,,,64-76,,Turnover by D. Theis (offensive foul)
1:31.0,,,64-76,,T. Rozier enters the game for J. Brown
1:31.0,,,64-76,,J. Tatum enters the game for A. Nader
1:20.0,T. Burke misses 3-pt shot from 24 ft,,64-76,,
1:15.0,Offensive rebound by D. McDermott,,64-76,,
1:15.0,C. Lee misses 2-pt shot at rim,,64-76,,
1:15.0,,,64-76,,Defensive rebound by Team
1:15.0,Loose ball foul by K. O'Quinn (drawn by D. Theis),,64-76,,
1:02.0,,,64-76,,D. Theis misses 2-pt shot from 1 ft
1:01.0,,,64-76,,Offensive rebound by D. Theis
1:00.0,,,64-78,2,D. Theis makes 2-pt shot at rim
0:44.0,Turnover by M. Beasley (lost ball; steal by M. Morris),,64-78,,
0:42.0,,,64-80,2,M. Morris makes 2-pt shot from 1 ft
0:41.0,,,64-80,,Away from play foul by S. Ojeleye (drawn by T. Burke)
0:41.0,C. Lee makes free throw 1 of 1,1,65-80,,
0:41.0,,,65-80,,Boston full timeout
0:41.0,,,65-80,,A. Nader enters the game for M. Morris
0:21.0,D. McDermott misses 2-pt shot at rim,,65-80,,
0:21.0,,,65-80,,Defensive rebound by Team
0:21.0,Loose ball foul by D. McDermott (drawn by T. Rozier),,65-80,,
0:21.0,,,65-80,,T. Rozier misses free throw 1 of 2
0:21.0,,,65-80,,Offensive rebound by Team
0:21.0,,,65-81,1,T. Rozier makes free throw 2 of 2
0:01.0,M. Beasley misses 2-pt shot from 18 ft,,65-81,,
0:01.0,,,65-81,,Defensive rebound by S. Ojeleye
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,M. Beasley makes 2-pt shot from 4 ft (assist by K. Porzingis),2,67-81,,
11:28.0,,,67-84,3,A. Nader makes 3-pt shot from 28 ft (assist by T. Rozier)
11:12.0,Turnover by M. Beasley (bad pass),,67-84,,
10:56.0,,,67-87,3,S. Ojeleye makes 3-pt shot from 23 ft (assist by A. Nader)
10:30.0,M. Beasley misses 2-pt shot from 16 ft,,67-87,,
10:26.0,,,67-87,,Defensive rebound by D. Theis
10:19.0,,,67-89,2,D. Theis makes 2-pt shot from 20 ft (assist by T. Rozier)
10:03.0,T. Hardaway misses 3-pt shot from 25 ft,,67-89,,
10:00.0,,,67-89,,Defensive rebound by T. Rozier
9:43.0,,,67-91,2,J. Tatum makes 2-pt shot from 22 ft
9:41.0,New York full timeout,,67-91,,
9:41.0,E. Kanter enters the game for M. Beasley,,67-91,,
9:41.0,L. Thomas enters the game for D. McDermott,,67-91,,
9:33.0,,,67-91,,Violation by S. Ojeleye (kicked ball)
9:17.0,L. Thomas misses 3-pt shot from 23 ft,,67-91,,
9:15.0,Offensive rebound by K. Porzingis,,67-91,,
9:10.0,T. Hardaway misses 2-pt shot from 6 ft (block by D. Theis),,67-91,,
9:10.0,,,67-91,,Defensive rebound by J. Tatum
9:04.0,,,67-91,,S. Ojeleye misses 3-pt shot from 24 ft
9:01.0,Defensive rebound by K. Porzingis,,67-91,,
8:53.0,,,67-91,,Personal foul by D. Theis (drawn by E. Kanter)
8:49.0,K. Porzingis misses 2-pt shot from 16 ft,,67-91,,
8:44.0,,,67-91,,Defensive rebound by D. Theis
8:29.0,,,67-94,3,J. Tatum makes 3-pt shot from 22 ft (assist by T. Rozier)
8:12.0,T. Hardaway misses 3-pt shot from 24 ft,,67-94,,
8:09.0,,,67-94,,Defensive rebound by D. Theis
7:52.0,,,67-96,2,D. Theis makes 2-pt shot at rim (assist by T. Rozier)
7:41.0,F. Ntilikina misses 2-pt shot from 8 ft (block by T. Rozier),,67-96,,
7:40.0,,,67-96,,Defensive rebound by T. Rozier
7:37.0,,,67-96,,Shooting foul by T. Hardaway (drawn by T. Rozier)
7:37.0,,,67-96,,T. Rozier misses free throw 1 of 2
7:37.0,,,67-96,,Offensive rebound by Team
7:37.0,W. Hernangomez enters the game for T. Hardaway,,67-96,,
7:37.0,D. Dotson enters the game for E. Kanter,,67-96,,
7:37.0,,,67-97,1,T. Rozier makes free throw 2 of 2
7:17.0,L. Thomas misses 2-pt shot from 6 ft,,67-97,,
7:14.0,,,67-97,,Defensive rebound by D. Theis
7:03.0,,,67-97,,J. Tatum misses 2-pt shot from 17 ft
7:01.0,Defensive rebound by D. Dotson,,67-97,,
6:48.0,,,67-97,,Violation by D. Theis (kicked ball)
6:38.0,K. Porzingis misses 2-pt shot from 17 ft,,67-97,,
6:34.0,,,67-97,,Defensive rebound by J. Tatum
6:13.0,,,67-99,2,J. Tatum makes 2-pt shot from 13 ft
6:06.0,New York full timeout,,67-99,,
6:06.0,,,67-99,,K. Allen enters the game for J. Tatum
6:06.0,,,67-99,,A. Baynes enters the game for T. Rozier
6:06.0,D. McDermott enters the game for K. Porzingis,,67-99,,
5:47.0,D. Dotson makes 2-pt shot at rim,2,69-99,,
5:47.0,Shooting foul by A. Nader (drawn by D. Dotson),,69-99,,
5:47.0,D. Dotson makes free throw 1 of 1,1,70-99,,
5:29.0,,,70-101,2,D. Theis makes 2-pt shot at rim (assist by A. Nader)
5:15.0,L. Thomas misses 2-pt shot from 1 ft,,70-101,,
5:12.0,,,70-101,,Defensive rebound by S. Ojeleye
5:05.0,,,70-101,,D. Theis misses 3-pt shot from 27 ft
5:02.0,Defensive rebound by L. Thomas,,70-101,,
4:52.0,,,70-101,,Personal foul by K. Allen (drawn by F. Ntilikina)
4:52.0,,,70-101,,G. Yabusele enters the game for D. Theis
4:44.0,F. Ntilikina misses 2-pt shot from 12 ft,,70-101,,
4:41.0,,,70-101,,Defensive rebound by A. Baynes
4:28.0,,,70-101,,Offensive foul by A. Baynes (drawn by W. Hernangomez)
4:28.0,,,70-101,,Turnover by A. Baynes (offensive foul)
