time,Toronto,pts.away,score,pts.home,Indiana
3:57.0,Defensive rebound by M. Miller,,19-16,,
3:54.0,S. Ibaka misses 3-pt shot from 23 ft,,19-16,,
3:49.0,Offensive rebound by K. Lowry,,19-16,,
3:48.0,Turnover by K. Lowry (bad pass; steal by T. Young),,19-16,,
3:36.0,,,19-16,,V. Oladipo misses 2-pt shot from 4 ft
3:35.0,Defensive rebound by S. Ibaka,,19-16,,
3:32.0,,,19-16,,Personal take foul by C. Joseph (drawn by D. DeRozan)
3:32.0,,,19-16,,D. Collison enters the game for C. Joseph
3:32.0,,,19-16,,T. Booker enters the game for T. Young
3:32.0,,,19-16,,G. Robinson enters the game for B. Bogdanovic
3:32.0,J. Poeltl enters the game for J. Valanciunas,,19-16,,
3:32.0,C. Miles enters the game for M. Miller,,19-16,,
3:26.0,K. Lowry makes 3-pt shot from 26 ft (assist by D. DeRozan),3,22-16,,
3:03.0,,,22-18,2,M. Turner makes 2-pt shot from 20 ft
2:49.0,S. Ibaka makes 3-pt shot from 27 ft (assist by D. DeRozan),3,25-18,,
2:29.0,,,25-20,2,D. Collison makes 2-pt shot at rim
2:15.0,Turnover by D. DeRozan (bad pass; steal by M. Turner),,25-20,,
2:13.0,,,25-22,2,V. Oladipo makes 2-pt shot from 1 ft
2:13.0,,,25-22,,Shooting foul by K. Lowry (drawn by V. Oladipo)
2:13.0,Toronto full timeout,,25-22,,
2:13.0,,,25-22,,A. Jefferson enters the game for M. Turner
2:13.0,F. VanVleet enters the game for K. Lowry,,25-22,,
2:13.0,P. Siakam enters the game for S. Ibaka,,25-22,,
2:13.0,,,25-23,1,V. Oladipo makes free throw 1 of 1
2:06.0,D. DeRozan misses 2-pt shot from 20 ft,,25-23,,
2:02.0,,,25-23,,Defensive rebound by A. Jefferson
1:44.0,,,25-23,,A. Jefferson misses 2-pt shot from 18 ft
1:40.0,Defensive rebound by F. VanVleet,,25-23,,
1:25.0,D. DeRozan misses 3-pt shot from 26 ft,,25-23,,
1:23.0,,,25-23,,Defensive rebound by A. Jefferson
1:17.0,,,25-23,,Shooting foul by D. DeRozan (drawn by D. Collison)
1:17.0,,,25-24,1,D. Collison makes free throw 1 of 2
1:17.0,,,25-24,,L. Stephenson enters the game for V. Oladipo
1:17.0,D. Wright enters the game for D. DeRozan,,25-24,,
1:17.0,,,25-25,1,D. Collison makes free throw 2 of 2
1:03.0,Offensive foul by J. Poeltl (drawn by G. Robinson),,25-25,,
1:03.0,Turnover by J. Poeltl (offensive foul),,25-25,,
0:45.0,,,25-27,2,A. Jefferson makes 2-pt shot from 1 ft
0:34.0,F. VanVleet misses 2-pt shot from 14 ft,,25-27,,
0:31.0,,,25-27,,Defensive rebound by T. Booker
0:18.0,,,25-27,,T. Booker misses 2-pt shot from 5 ft
0:16.0,Defensive rebound by Team,,25-27,,
0:04.0,,,25-27,,Personal take foul by D. Collison (drawn by F. VanVleet)
0:04.0,,,25-27,,T. Young enters the game for A. Jefferson
0:01.0,Turnover by J. Poeltl (out of bounds lost ball),,25-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:53.0,J. Poeltl makes 2-pt shot from 1 ft (assist by P. Siakam),2,27-27,,
11:28.0,,,27-29,2,A. Jefferson makes 2-pt shot from 11 ft
11:28.0,,,27-29,,Shooting foul by J. Poeltl (drawn by A. Jefferson)
11:28.0,,,27-30,1,A. Jefferson makes free throw 1 of 1
11:14.0,Shooting foul by A. Jefferson (drawn by D. Wright),,27-30,,
11:14.0,D. Wright misses free throw 1 of 2,,27-30,,
11:14.0,Offensive rebound by Team,,27-30,,
11:14.0,D. Wright misses free throw 2 of 2,,27-30,,
11:10.0,Offensive rebound by F. VanVleet,,27-30,,
11:03.0,P. Siakam misses 2-pt shot from 8 ft,,27-30,,
11:02.0,,,27-30,,Defensive rebound by L. Stephenson
10:58.0,,,27-30,,L. Stephenson misses 2-pt shot from 6 ft
10:56.0,,,27-30,,Offensive rebound by T. Booker
10:54.0,,,27-30,,T. Booker misses 2-pt shot from 2 ft
10:54.0,,,27-30,,Offensive rebound by Team
10:40.0,,,27-30,,G. Robinson misses 3-pt shot from 28 ft
10:37.0,Defensive rebound by P. Siakam,,27-30,,
10:29.0,D. Wright misses 3-pt shot from 25 ft,,27-30,,
10:25.0,,,27-30,,Defensive rebound by T. Booker
10:15.0,,,27-30,,Shooting foul by F. VanVleet (drawn by L. Stephenson)
10:15.0,,,27-31,1,L. Stephenson makes free throw 1 of 2
10:15.0,,,27-32,1,L. Stephenson makes free throw 2 of 2
10:04.0,F. VanVleet makes 2-pt shot from 1 ft,2,29-32,,
9:53.0,,,29-32,,L. Stephenson misses 2-pt shot from 2 ft (block by J. Poeltl)
9:51.0,,,29-32,,Offensive rebound by T. Booker
9:48.0,,,29-34,2,D. Collison makes 2-pt shot from 10 ft
9:36.0,P. Siakam makes 2-pt shot from 11 ft (assist by F. VanVleet),2,31-34,,
9:24.0,,,31-36,2,A. Jefferson makes 2-pt shot from 1 ft (assist by D. Collison)
9:08.0,C. Miles misses 3-pt shot from 27 ft,,31-36,,
9:05.0,,,31-36,,Defensive rebound by A. Jefferson
8:56.0,,,31-36,,T. Booker misses 2-pt shot from 4 ft
8:55.0,,,31-36,,Offensive rebound by Team
8:55.0,,,31-36,,B. Bogdanovic enters the game for G. Robinson
8:43.0,,,31-38,2,L. Stephenson makes 2-pt shot from 7 ft
8:36.0,Toronto full timeout,,31-38,,
8:29.0,,,31-38,,Personal foul by L. Stephenson (drawn by C. Miles)
8:22.0,D. Wright makes 2-pt shot from 2 ft,2,33-38,,
8:00.0,,,33-40,2,A. Jefferson makes 2-pt shot from 17 ft
7:41.0,C. Miles misses 3-pt shot from 30 ft,,33-40,,
7:38.0,Offensive rebound by P. Siakam,,33-40,,
7:28.0,P. Siakam makes 2-pt shot from 1 ft (assist by C. Miles),2,35-40,,
7:09.0,,,35-42,2,A. Jefferson makes 2-pt shot from 6 ft
6:52.0,F. VanVleet misses 2-pt shot from 5 ft,,35-42,,
6:51.0,Offensive rebound by P. Siakam,,35-42,,
6:50.0,P. Siakam makes 2-pt shot from 1 ft,2,37-42,,
6:27.0,,,37-44,2,L. Stephenson makes 2-pt shot from 1 ft
6:10.0,Offensive foul by J. Poeltl (drawn by L. Stephenson),,37-44,,
6:10.0,Turnover by J. Poeltl (offensive foul),,37-44,,
6:10.0,,,37-44,,T. Young enters the game for T. Booker
6:10.0,S. Ibaka enters the game for C. Miles,,37-44,,
6:10.0,D. DeRozan enters the game for J. Poeltl,,37-44,,
6:10.0,K. Lowry enters the game for P. Siakam,,37-44,,
6:10.0,J. Valanciunas enters the game for D. Wright,,37-44,,
5:52.0,,,37-46,2,D. Collison makes 2-pt shot from 19 ft
5:32.0,J. Valanciunas misses 2-pt shot from 6 ft (block by A. Jefferson),,37-46,,
5:28.0,,,37-46,,Defensive rebound by A. Jefferson
5:27.0,,,37-46,,D. Collison misses 2-pt shot from 17 ft
5:23.0,,,37-46,,Offensive rebound by T. Young
5:23.0,,,37-46,,T. Young misses 2-pt shot at rim
5:21.0,Defensive rebound by S. Ibaka,,37-46,,
5:17.0,K. Lowry misses 3-pt shot from 29 ft,,37-46,,
5:13.0,,,37-46,,Defensive rebound by A. Jefferson
5:08.0,,,37-46,,Turnover by L. Stephenson (bad pass; steal by S. Ibaka)
5:08.0,,,37-46,,Personal foul by A. Jefferson (drawn by K. Lowry)
5:08.0,,,37-46,,M. Turner enters the game for A. Jefferson
5:08.0,,,37-46,,C. Joseph enters the game for D. Collison
4:57.0,Shooting foul by M. Turner (drawn by K. Lowry),,37-46,,
4:57.0,K. Lowry makes free throw 1 of 2,1,38-46,,
4:57.0,,,38-46,,V. Oladipo enters the game for L. Stephenson
4:57.0,M. Miller enters the game for F. VanVleet,,38-46,,
4:57.0,K. Lowry makes free throw 2 of 2,1,39-46,,
4:45.0,,,39-46,,B. Bogdanovic misses 2-pt shot from 15 ft
4:44.0,,,39-46,,Offensive rebound by T. Young
4:35.0,,,39-48,2,V. Oladipo makes 2-pt shot from 19 ft (assist by B. Bogdanovic)
4:20.0,Shooting foul by C. Joseph (drawn by D. DeRozan),,39-48,,
4:20.0,D. DeRozan misses free throw 1 of 2,,39-48,,
4:20.0,Offensive rebound by Team,,39-48,,
4:20.0,D. DeRozan makes free throw 2 of 2,1,40-48,,
4:03.0,,,40-50,2,T. Young makes 2-pt shot from 1 ft
3:50.0,Offensive foul by S. Ibaka (drawn by C. Joseph),,40-50,,
3:50.0,Turnover by S. Ibaka (offensive foul),,40-50,,
3:40.0,,,40-50,,T. Young misses 3-pt shot from 26 ft
3:37.0,Defensive rebound by D. DeRozan,,40-50,,
3:32.0,S. Ibaka makes 3-pt shot from 28 ft (assist by D. DeRozan),3,43-50,,
3:23.0,,,43-50,,Indiana full timeout
3:15.0,,,43-50,,V. Oladipo misses 2-pt shot from 2 ft
3:15.0,,,43-50,,Offensive rebound by V. Oladipo
3:14.0,,,43-50,,V. Oladipo misses 2-pt shot from 2 ft (block by J. Valanciunas)
3:14.0,Defensive rebound by J. Valanciunas,,43-50,,
3:00.0,K. Lowry misses 2-pt shot from 1 ft (block by C. Joseph),,43-50,,
2:58.0,,,43-50,,Defensive rebound by V. Oladipo
2:52.0,,,43-50,,T. Young misses 2-pt shot from 4 ft
2:49.0,Defensive rebound by S. Ibaka,,43-50,,
2:42.0,,,43-50,,Personal foul by T. Young (drawn by D. DeRozan)
2:42.0,D. DeRozan makes free throw 1 of 2,1,44-50,,
2:42.0,,,44-50,,D. Collison enters the game for C. Joseph
2:42.0,D. DeRozan makes free throw 2 of 2,1,45-50,,
2:21.0,,,45-50,,Turnover by M. Turner (turnover)
2:05.0,J. Valanciunas misses 2-pt shot from 1 ft,,45-50,,
2:02.0,,,45-50,,Defensive rebound by V. Oladipo
1:53.0,,,45-50,,T. Young misses 2-pt shot from 6 ft
1:51.0,Defensive rebound by J. Valanciunas,,45-50,,
1:44.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by D. DeRozan),2,47-50,,
1:33.0,Personal foul by D. DeRozan,,47-50,,
1:33.0,Technical foul by D. DeRozan,,47-50,,
1:33.0,,,47-51,1,B. Bogdanovic makes technical free throw
1:33.0,,,47-51,,A. Jefferson enters the game for M. Turner
1:29.0,,,47-51,,V. Oladipo misses 2-pt shot from 20 ft
1:27.0,Defensive rebound by J. Valanciunas,,47-51,,
1:20.0,Turnover by K. Lowry (bad pass; steal by T. Young),,47-51,,
1:18.0,,,47-51,,Turnover by V. Oladipo (bad pass)
1:07.0,D. DeRozan misses 2-pt shot from 16 ft,,47-51,,
1:03.0,,,47-51,,Defensive rebound by A. Jefferson
0:54.0,,,47-53,2,A. Jefferson makes 2-pt shot from 15 ft (assist by D. Collison)
0:45.0,,,47-53,,Personal foul by D. Collison (drawn by M. Miller)
0:45.0,M. Miller makes free throw 1 of 2,1,48-53,,
0:45.0,P. Siakam enters the game for S. Ibaka,,48-53,,
0:45.0,F. VanVleet enters the game for D. DeRozan,,48-53,,
0:45.0,M. Miller makes free throw 2 of 2,1,49-53,,
0:31.0,,,49-55,2,A. Jefferson makes 2-pt shot from 20 ft (assist by D. Collison)
0:29.0,K. Lowry misses 3-pt shot from 29 ft,,49-55,,
0:26.0,Offensive rebound by P. Siakam,,49-55,,
0:08.0,J. Valanciunas misses 2-pt shot from 2 ft,,49-55,,
0:06.0,Offensive rebound by J. Valanciunas,,49-55,,
0:05.0,J. Valanciunas misses 2-pt shot at rim,,49-55,,
0:05.0,Offensive rebound by J. Valanciunas,,49-55,,
0:04.0,J. Valanciunas misses 2-pt shot at rim,,49-55,,
0:04.0,,,49-55,,Defensive rebound by Team
0:00.0,,,49-57,2,D. Collison makes 2-pt shot from 16 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,S. Ibaka makes 3-pt shot from 28 ft (assist by K. Lowry),3,52-57,,
11:18.0,,,52-59,2,T. Young makes 2-pt shot from 1 ft (assist by A. Jefferson)
10:57.0,Turnover by K. Lowry (lost ball; steal by C. Joseph),,52-59,,
10:43.0,Personal foul by K. Lowry (drawn by T. Young),,52-59,,
10:31.0,,,52-59,,B. Bogdanovic misses 2-pt shot from 11 ft
10:28.0,Defensive rebound by J. Valanciunas,,52-59,,
10:23.0,Turnover by S. Ibaka (traveling),,52-59,,
9:58.0,,,52-59,,A. Jefferson misses 2-pt shot from 10 ft
9:56.0,Defensive rebound by J. Valanciunas,,52-59,,
9:48.0,Turnover by D. DeRozan (bad pass; steal by V. Oladipo),,52-59,,
9:43.0,,,52-59,,C. Joseph misses 2-pt shot from 4 ft (block by K. Lowry)
9:41.0,Defensive rebound by S. Ibaka,,52-59,,
9:41.0,Turnover by S. Ibaka (bad pass),,52-59,,
9:41.0,,,52-59,,M. Turner enters the game for A. Jefferson
9:22.0,,,52-59,,V. Oladipo misses 3-pt shot from 26 ft
9:20.0,,,52-59,,Offensive rebound by Team
9:20.0,Loose ball foul by J. Valanciunas (drawn by T. Young),,52-59,,
9:01.0,,,52-62,3,C. Joseph makes 3-pt shot from 26 ft (assist by T. Young)
8:42.0,,,52-62,,Personal foul by M. Turner (drawn by K. Lowry)
8:29.0,S. Ibaka makes 2-pt shot at rim (assist by D. DeRozan),2,54-62,,
8:15.0,,,54-62,,Offensive charge foul by C. Joseph (drawn by K. Lowry)
8:15.0,,,54-62,,Turnover by C. Joseph (offensive foul)
8:04.0,D. DeRozan makes 3-pt shot from 28 ft (assist by K. Lowry),3,57-62,,
7:49.0,,,57-65,3,T. Young makes 3-pt shot from 27 ft (assist by C. Joseph)
7:25.0,M. Miller misses 2-pt shot from 2 ft,,57-65,,
7:22.0,Offensive rebound by J. Valanciunas,,57-65,,
7:22.0,J. Valanciunas misses 2-pt shot from 4 ft,,57-65,,
7:22.0,Offensive rebound by J. Valanciunas,,57-65,,
7:19.0,J. Valanciunas makes 2-pt shot at rim,2,59-65,,
7:01.0,,,59-67,2,T. Young makes 2-pt shot at rim
6:47.0,K. Lowry misses 3-pt shot from 26 ft,,59-67,,
6:44.0,,,59-67,,Defensive rebound by T. Young
6:33.0,,,59-67,,T. Young misses 3-pt shot from 25 ft
6:30.0,Defensive rebound by S. Ibaka,,59-67,,
6:22.0,S. Ibaka misses 2-pt shot from 5 ft,,59-67,,
6:19.0,Offensive rebound by J. Valanciunas,,59-67,,
6:18.0,K. Lowry misses 3-pt shot from 24 ft,,59-67,,
6:15.0,,,59-67,,Defensive rebound by T. Young
6:06.0,,,59-67,,C. Joseph misses 3-pt shot from 26 ft
6:01.0,Defensive rebound by J. Valanciunas,,59-67,,
5:57.0,,,59-67,,Personal foul by T. Young (drawn by K. Lowry)
5:57.0,,,59-67,,Indiana full timeout
5:55.0,Shooting foul by M. Turner (drawn by J. Valanciunas),,59-67,,
5:55.0,J. Valanciunas makes free throw 1 of 2,1,60-67,,
5:55.0,,,60-67,,A. Jefferson enters the game for M. Turner
5:55.0,J. Valanciunas makes free throw 2 of 2,1,61-67,,
5:34.0,,,61-69,2,A. Jefferson makes 2-pt shot from 16 ft (assist by C. Joseph)
5:22.0,D. DeRozan makes 2-pt shot from 14 ft,2,63-69,,
5:03.0,,,63-69,,Turnover by V. Oladipo (bad pass)
4:56.0,D. DeRozan misses 2-pt shot from 1 ft,,63-69,,
4:54.0,Offensive rebound by J. Valanciunas,,63-69,,
4:54.0,J. Valanciunas misses 2-pt shot at rim,,63-69,,
4:52.0,,,63-69,,Defensive rebound by A. Jefferson
4:43.0,,,63-69,,Shooting foul by K. Lowry (drawn by A. Jefferson)
4:43.0,,,63-69,,A. Jefferson misses free throw 1 of 2
4:43.0,,,63-69,,Offensive rebound by Team
4:43.0,,,63-69,,G. Robinson enters the game for B. Bogdanovic
4:43.0,,,63-70,1,A. Jefferson makes free throw 2 of 2
4:27.0,D. DeRozan misses 3-pt shot from 26 ft,,63-70,,
4:24.0,,,63-70,,Defensive rebound by A. Jefferson
4:09.0,,,63-72,2,V. Oladipo makes 2-pt shot from 17 ft
3:55.0,S. Ibaka misses 3-pt shot from 28 ft,,63-72,,
3:53.0,Offensive rebound by K. Lowry,,63-72,,
3:48.0,S. Ibaka misses 2-pt shot from 6 ft,,63-72,,
3:47.0,Offensive rebound by J. Valanciunas,,63-72,,
3:47.0,J. Valanciunas misses 2-pt shot from 6 ft,,63-72,,
3:45.0,Offensive rebound by J. Valanciunas,,63-72,,
3:45.0,J. Valanciunas makes 2-pt shot at rim,2,65-72,,
3:45.0,Shooting foul by A. Jefferson (drawn by J. Valanciunas),,65-72,,
3:45.0,J. Valanciunas makes free throw 1 of 1,1,66-72,,
3:38.0,,,66-72,,V. Oladipo misses 3-pt shot from 27 ft
3:35.0,Defensive rebound by S. Ibaka,,66-72,,
3:24.0,S. Ibaka misses 3-pt shot from 26 ft,,66-72,,
3:24.0,,,66-72,,Defensive rebound by Team
3:18.0,C. Miles enters the game for M. Miller,,66-72,,
3:18.0,P. Siakam enters the game for J. Valanciunas,,66-72,,
3:16.0,Jump ball: C. Joseph vs. K. Lowry (A. Jefferson gains possession),,,,Jump ball: C. Joseph vs. K. Lowry (A. Jefferson gains possession)
2:59.0,Personal foul by D. DeRozan (drawn by V. Oladipo),,66-72,,
2:59.0,Toronto full timeout,,66-72,,
2:59.0,,,66-72,,D. Collison enters the game for C. Joseph
2:59.0,,,66-72,,T. Booker enters the game for T. Young
2:51.0,,,66-72,,T. Booker misses 3-pt shot from 26 ft
2:48.0,Defensive rebound by S. Ibaka,,66-72,,
2:35.0,D. DeRozan makes 2-pt shot from 2 ft,2,68-72,,
2:35.0,Shooting foul by A. Jefferson (drawn by D. DeRozan),,68-72,,
2:35.0,,,68-72,,L. Stephenson enters the game for V. Oladipo
2:35.0,F. VanVleet enters the game for K. Lowry,,68-72,,
2:35.0,D. DeRozan makes free throw 1 of 1,1,69-72,,
2:27.0,Personal foul by F. VanVleet (drawn by D. Collison),,69-72,,
2:27.0,,,69-72,,D. Collison misses free throw 1 of 2
2:27.0,,,69-72,,Offensive rebound by Team
2:27.0,,,69-72,,D. Collison misses free throw 2 of 2
2:25.0,Defensive rebound by P. Siakam,,69-72,,
2:08.0,P. Siakam makes 2-pt shot at rim,2,71-72,,
1:40.0,,,71-75,3,D. Collison makes 3-pt shot from 23 ft (assist by A. Jefferson)
1:22.0,P. Siakam misses 3-pt shot from 26 ft,,71-75,,
1:18.0,Offensive rebound by F. VanVleet,,71-75,,
1:06.0,,,71-75,,Personal foul by T. Booker (drawn by P. Siakam)
1:06.0,P. Siakam makes free throw 1 of 2,1,72-75,,
1:06.0,,,72-75,,B. Bogdanovic enters the game for A. Jefferson
1:06.0,P. Siakam makes free throw 2 of 2,1,73-75,,
0:54.0,,,73-75,,L. Stephenson misses 2-pt shot from 18 ft
0:52.0,Defensive rebound by D. DeRozan,,73-75,,
0:47.0,D. DeRozan makes 2-pt shot at rim,2,75-75,,
0:38.0,,,75-77,2,G. Robinson makes 2-pt shot from 17 ft (assist by L. Stephenson)
0:33.0,Turnover by D. DeRozan (step out of bounds),,75-77,,
0:33.0,J. Poeltl enters the game for S. Ibaka,,75-77,,
0:28.0,,,75-79,2,L. Stephenson makes 2-pt shot from 1 ft
0:06.0,C. Miles misses 3-pt shot from 26 ft,,75-79,,
0:04.0,Offensive rebound by Team,,75-79,,
0:04.0,,,75-79,,Loose ball foul by T. Booker (drawn by J. Poeltl)
0:04.0,J. Poeltl makes free throw 1 of 2,1,76-79,,
0:04.0,D. Wright enters the game for D. DeRozan,,76-79,,
0:04.0,J. Poeltl makes free throw 2 of 2,1,77-79,,
0:00.0,,,77-79,,B. Bogdanovic misses 3-pt shot from 32 ft
0:00.0,,,77-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,77-79,,A. Jefferson misses 2-pt shot from 9 ft
11:38.0,,,77-79,,Offensive rebound by T. Booker
11:38.0,,,77-79,,T. Booker misses 2-pt shot at rim
11:37.0,,,77-79,,Offensive rebound by A. Jefferson
11:37.0,,,77-79,,A. Jefferson misses 2-pt shot at rim
11:36.0,,,77-79,,Offensive rebound by A. Jefferson
11:36.0,,,77-81,2,A. Jefferson makes 2-pt shot at rim
11:13.0,Turnover by Team (shot clock),,77-81,,
10:58.0,,,77-81,,D. Collison misses 2-pt shot from 17 ft
10:56.0,Defensive rebound by J. Poeltl,,77-81,,
10:45.0,P. Siakam makes 2-pt shot from 1 ft,2,79-81,,
10:21.0,,,79-81,,A. Jefferson misses 2-pt shot from 20 ft
10:21.0,Defensive rebound by D. Wright,,79-81,,
10:17.0,,,79-81,,Personal block foul by L. Stephenson (drawn by D. Wright)
10:06.0,D. Wright makes 2-pt shot from 1 ft,2,81-81,,
10:06.0,,,81-81,,Indiana full timeout
9:46.0,,,81-83,2,L. Stephenson makes 2-pt shot from 3 ft
9:35.0,Turnover by F. VanVleet (lost ball; steal by A. Jefferson),,81-83,,
9:28.0,,,81-83,,L. Stephenson misses 2-pt shot from 18 ft
9:23.0,,,81-83,,Offensive rebound by L. Stephenson
9:20.0,,,81-83,,B. Bogdanovic misses 3-pt shot from 25 ft
9:16.0,Defensive rebound by C. Miles,,81-83,,
9:13.0,,,81-83,,Personal foul by L. Stephenson (drawn by C. Miles)
9:06.0,Turnover by D. Wright (bad pass; steal by D. Collison),,81-83,,
9:01.0,,,81-83,,B. Bogdanovic misses 2-pt shot from 1 ft
9:01.0,,,81-83,,Offensive rebound by D. Collison
9:01.0,,,81-85,2,D. Collison makes 2-pt shot at rim
9:01.0,Violation by C. Miles (def goaltending),,81-85,,
8:46.0,C. Miles makes 3-pt shot from 27 ft (assist by F. VanVleet),3,84-85,,
8:26.0,,,84-88,3,D. Collison makes 3-pt shot from 25 ft (assist by T. Booker)
8:05.0,C. Miles makes 3-pt shot from 26 ft (assist by P. Siakam),3,87-88,,
7:44.0,,,87-88,,Turnover by L. Stephenson (bad pass; steal by D. Wright)
7:31.0,F. VanVleet misses 3-pt shot from 27 ft,,87-88,,
7:25.0,Offensive rebound by J. Poeltl,,87-88,,
7:22.0,C. Miles misses 2-pt shot from 8 ft,,87-88,,
7:20.0,,,87-88,,Defensive rebound by A. Jefferson
7:14.0,,,87-88,,B. Bogdanovic misses 3-pt shot from 23 ft
7:10.0,Defensive rebound by P. Siakam,,87-88,,
7:02.0,Shooting foul by B. Bogdanovic (drawn by D. Wright),,87-88,,
7:02.0,D. Wright makes free throw 1 of 2,1,88-88,,
7:02.0,,,88-88,,V. Oladipo enters the game for T. Booker
7:02.0,,,88-88,,M. Turner enters the game for B. Bogdanovic
7:02.0,,,88-88,,T. Young enters the game for A. Jefferson
7:02.0,K. Lowry enters the game for F. VanVleet,,88-88,,
7:02.0,D. Wright makes free throw 2 of 2,1,89-88,,
6:43.0,Personal foul by J. Poeltl (drawn by L. Stephenson),,89-88,,
6:32.0,,,89-88,,L. Stephenson misses 3-pt shot from 26 ft
6:29.0,Defensive rebound by J. Poeltl,,89-88,,
6:10.0,D. Wright misses 3-pt shot from 26 ft,,89-88,,
6:06.0,Offensive rebound by P. Siakam,,89-88,,
5:58.0,C. Miles makes 3-pt shot from 27 ft (assist by K. Lowry),3,92-88,,
5:55.0,,,92-88,,Indiana full timeout
5:55.0,,,92-88,,C. Joseph enters the game for L. Stephenson
5:55.0,S. Ibaka enters the game for J. Poeltl,,92-88,,
5:42.0,Personal foul by K. Lowry (drawn by V. Oladipo),,92-88,,
