time,LA Lakers,pts.away,score,pts.home,Utah
4:23.0,J. Randle misses 2-pt shot from 7 ft,,22-18,,
4:20.0,,,22-18,,Defensive rebound by R. O'Neale
4:03.0,,,22-18,,R. Rubio misses 2-pt shot from 8 ft
4:01.0,Defensive rebound by K. Kuzma,,22-18,,
3:57.0,Shooting foul by R. O'Neale (drawn by K. Kuzma),,22-18,,
3:57.0,K. Kuzma misses free throw 1 of 2,,22-18,,
3:57.0,Offensive rebound by Team,,22-18,,
3:57.0,,,22-18,,D. Exum enters the game for R. Rubio
3:57.0,T. Ennis enters the game for A. Caruso,,22-18,,
3:57.0,K. Kuzma misses free throw 2 of 2,,22-18,,
3:55.0,,,22-18,,Defensive rebound by R. Gobert
3:33.0,,,22-20,2,D. Mitchell makes 2-pt shot from 10 ft
3:06.0,T. Ennis misses 2-pt shot from 14 ft,,22-20,,
3:05.0,,,22-20,,Defensive rebound by R. Gobert
2:57.0,,,22-20,,Turnover by D. Mitchell (bad pass; steal by T. Ennis)
2:52.0,J. Randle makes 2-pt shot from 2 ft (assist by T. Ennis),2,24-20,,
2:28.0,,,24-20,,J. Crowder misses 3-pt shot from 24 ft
2:26.0,Defensive rebound by J. Randle,,24-20,,
2:18.0,Turnover by J. Hart (lost ball; steal by D. Exum),,24-20,,
2:13.0,,,24-20,,Turnover by D. Mitchell (bad pass; steal by K. Kuzma)
2:09.0,Shooting foul by J. Crowder (drawn by K. Kuzma),,24-20,,
2:09.0,K. Kuzma makes free throw 1 of 2,1,25-20,,
2:09.0,,,25-20,,D. Favors enters the game for R. Gobert
2:09.0,,,25-20,,J. Jerebko enters the game for D. Mitchell
2:09.0,I. Zubac enters the game for B. Lopez,,25-20,,
2:09.0,C. Frye enters the game for J. Randle,,25-20,,
2:09.0,K. Kuzma makes free throw 2 of 2,1,26-20,,
1:57.0,,,26-22,2,D. Favors makes 2-pt shot from 1 ft (assist by D. Exum)
1:39.0,J. Hart makes 3-pt shot from 23 ft (assist by T. Ennis),3,29-22,,
1:26.0,,,29-22,,D. Exum misses 2-pt shot from 7 ft
1:26.0,Defensive rebound by Team,,29-22,,
1:11.0,T. Ennis misses 3-pt shot from 24 ft,,29-22,,
1:08.0,,,29-22,,Defensive rebound by R. O'Neale
0:55.0,Personal foul by C. Frye (drawn by D. Exum),,29-22,,
0:48.0,,,29-24,2,D. Exum makes 2-pt shot from 2 ft
0:37.0,K. Kuzma misses 2-pt shot from 4 ft (block by J. Jerebko),,29-24,,
0:34.0,,,29-24,,Defensive rebound by J. Jerebko
0:25.0,,,29-24,,Turnover by D. Exum (bad pass; steal by T. Ennis)
0:02.0,T. Ennis makes 2-pt shot from 1 ft,2,31-24,,
0:00.0,,,31-24,,D. Exum misses 2-pt shot from 4 ft
0:00.0,,,31-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,31-26,2,D. Favors makes 2-pt shot from 1 ft (assist by D. Exum)
11:30.0,C. Frye makes 3-pt shot from 24 ft (assist by T. Ennis),3,34-26,,
11:12.0,,,34-26,,D. Favors misses 2-pt shot from 4 ft (block by T. Ennis)
11:08.0,,,34-26,,Offensive rebound by J. Ingles
11:06.0,,,34-29,3,J. Crowder makes 3-pt shot from 25 ft (assist by J. Ingles)
10:41.0,Turnover by T. Ennis (bad pass; steal by J. Crowder),,34-29,,
10:38.0,,,34-31,2,D. Exum makes 2-pt shot from 1 ft (assist by J. Crowder)
10:32.0,J. Hart misses 3-pt shot from 24 ft,,34-31,,
10:32.0,Offensive rebound by I. Zubac,,34-31,,
10:24.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by C. Frye),3,37-31,,
10:01.0,,,37-31,,D. Exum misses 3-pt shot from 25 ft
9:59.0,Defensive rebound by J. Hart,,37-31,,
9:42.0,I. Zubac misses 2-pt shot from 4 ft,,37-31,,
9:39.0,,,37-31,,Defensive rebound by D. Favors
9:33.0,,,37-31,,D. Exum misses 2-pt shot from 6 ft
9:32.0,Defensive rebound by C. Frye,,37-31,,
9:32.0,,,37-31,,Personal foul by J. Jerebko
9:32.0,,,37-31,,R. O'Neale enters the game for J. Crowder
9:32.0,,,37-31,,Technical foul by J. Jerebko
9:32.0,K. Caldwell-Pope makes technical free throw,1,38-31,,
9:22.0,C. Frye makes 3-pt shot from 24 ft (assist by T. Ennis),3,41-31,,
9:10.0,Personal foul by T. Ennis (drawn by J. Ingles),,41-31,,
9:10.0,,,41-31,,R. Gobert enters the game for J. Jerebko
9:10.0,B. Lopez enters the game for I. Zubac,,41-31,,
9:03.0,,,41-31,,Turnover by R. Gobert (bad pass)
8:45.0,B. Lopez misses 2-pt shot from 5 ft (block by R. Gobert),,41-31,,
8:42.0,Offensive rebound by T. Ennis,,41-31,,
8:40.0,T. Ennis makes 2-pt shot from 9 ft,2,43-31,,
8:28.0,,,43-31,,D. Favors misses 3-pt shot from 22 ft
8:21.0,,,43-31,,Offensive rebound by R. Gobert
8:21.0,,,43-33,2,R. Gobert makes 2-pt shot at rim
8:15.0,T. Ennis misses 3-pt shot from 24 ft,,43-33,,
8:12.0,,,43-33,,Defensive rebound by R. O'Neale
8:04.0,,,43-36,3,J. Ingles makes 3-pt shot from 22 ft (assist by R. O'Neale)
7:59.0,LA Lakers full timeout,,43-36,,
7:59.0,,,43-36,,R. Rubio enters the game for D. Exum
7:59.0,J. Randle enters the game for C. Frye,,43-36,,
7:48.0,B. Lopez makes 3-pt shot from 24 ft (assist by J. Randle),3,46-36,,
7:27.0,Personal foul by J. Randle (drawn by J. Ingles),,46-36,,
7:27.0,,,46-36,,D. Mitchell enters the game for J. Ingles
7:21.0,,,46-38,2,D. Mitchell makes 2-pt shot from 2 ft
7:06.0,Turnover by T. Ennis (bad pass),,46-38,,
6:58.0,Personal foul by J. Hart (drawn by D. Mitchell),,46-38,,
6:58.0,K. Kuzma enters the game for J. Hart,,46-38,,
6:58.0,A. Caruso enters the game for T. Ennis,,46-38,,
6:49.0,,,46-38,,D. Mitchell misses 3-pt shot from 22 ft
6:46.0,Defensive rebound by J. Randle,,46-38,,
6:33.0,J. Randle misses 2-pt shot from 7 ft,,46-38,,
6:31.0,,,46-38,,Defensive rebound by R. Gobert
6:28.0,,,46-38,,Shooting foul by A. Caruso (drawn by R. Rubio)
6:28.0,,,46-39,1,R. Rubio makes free throw 1 of 2
6:28.0,,,46-40,1,R. Rubio makes free throw 2 of 2
6:19.0,B. Lopez misses 3-pt shot from 25 ft,,46-40,,
6:15.0,,,46-40,,Defensive rebound by R. Rubio
6:10.0,,,46-43,3,R. Rubio makes 3-pt shot from 25 ft (assist by D. Mitchell)
6:08.0,LA Lakers full timeout,,46-43,,
6:08.0,,,46-43,,J. Crowder enters the game for D. Favors
5:59.0,Turnover by A. Caruso (bad pass),,46-43,,
5:41.0,,,46-45,2,D. Mitchell makes 2-pt shot from 6 ft
5:22.0,Turnover by J. Randle (bad pass; steal by J. Crowder),,46-45,,
5:05.0,,,46-45,,R. Gobert misses 2-pt shot from 5 ft
4:58.0,,,46-45,,Offensive rebound by R. Gobert
4:58.0,,,46-47,2,R. Gobert makes 2-pt shot at rim
4:53.0,,,46-47,,Personal foul by J. Crowder (drawn by J. Randle)
4:53.0,,,46-47,,J. Ingles enters the game for R. O'Neale
4:53.0,J. Hart enters the game for A. Caruso,,46-47,,
4:45.0,K. Kuzma misses 2-pt shot from 13 ft,,46-47,,
4:38.0,Offensive rebound by B. Lopez,,46-47,,
4:38.0,B. Lopez makes 2-pt shot at rim,2,48-47,,
4:35.0,Personal foul by K. Kuzma (drawn by J. Ingles),,48-47,,
4:35.0,,,48-48,1,J. Ingles makes free throw 1 of 2
4:35.0,,,48-48,,J. Ingles misses free throw 2 of 2
4:33.0,Defensive rebound by J. Randle,,48-48,,
4:17.0,J. Randle misses 2-pt shot from 8 ft,,48-48,,
4:15.0,,,48-48,,Defensive rebound by D. Mitchell
4:13.0,,,48-48,,Turnover by R. Rubio (step out of bounds)
4:01.0,K. Kuzma makes 2-pt shot from 8 ft,2,50-48,,
3:38.0,,,50-48,,Shooting foul by J. Hart (drawn by R. Rubio)
3:38.0,,,50-49,1,R. Rubio makes free throw 1 of 2
3:38.0,,,50-50,1,R. Rubio makes free throw 2 of 2
3:18.0,Shooting foul by J. Ingles (drawn by K. Kuzma),,50-50,,
3:18.0,K. Kuzma misses free throw 1 of 2,,50-50,,
3:18.0,Offensive rebound by Team,,50-50,,
3:18.0,K. Kuzma makes free throw 2 of 2,1,51-50,,
2:57.0,,,51-53,3,J. Crowder makes 3-pt shot from 24 ft (assist by R. Rubio)
2:42.0,Shooting foul by J. Crowder (drawn by J. Randle),,51-53,,
2:42.0,J. Randle makes free throw 1 of 2,1,52-53,,
2:42.0,,,52-53,,D. Favors enters the game for J. Crowder
2:42.0,J. Randle misses free throw 2 of 2,,52-53,,
2:40.0,,,52-53,,Defensive rebound by D. Favors
2:27.0,,,52-55,2,D. Favors makes 2-pt shot from 2 ft (assist by R. Rubio)
2:16.0,K. Caldwell-Pope makes 2-pt shot from 2 ft,2,54-55,,
1:57.0,,,54-57,2,D. Mitchell makes 2-pt shot from 2 ft (assist by J. Ingles)
1:48.0,K. Kuzma misses 2-pt shot from 6 ft,,54-57,,
1:47.0,,,54-57,,Defensive rebound by R. Rubio
1:34.0,,,54-57,,Turnover by R. Gobert (bad pass; steal by J. Hart)
1:31.0,K. Kuzma makes 2-pt shot from 1 ft (assist by J. Hart),2,56-57,,
1:16.0,,,56-59,2,R. Rubio makes 2-pt shot from 2 ft
1:16.0,,,56-59,,Shooting foul by K. Kuzma (drawn by R. Rubio)
1:16.0,,,56-60,1,R. Rubio makes free throw 1 of 1
1:06.0,,,56-60,,Personal foul by R. Gobert (drawn by B. Lopez)
1:06.0,B. Lopez misses free throw 1 of 2,,56-60,,
1:06.0,Offensive rebound by Team,,56-60,,
1:06.0,B. Lopez makes free throw 2 of 2,1,57-60,,
0:49.0,,,57-63,3,R. Rubio makes 3-pt shot from 24 ft (assist by J. Ingles)
0:35.0,J. Randle misses 2-pt shot from 7 ft (block by R. Gobert),,57-63,,
0:33.0,Offensive rebound by Team,,57-63,,
0:33.0,Turnover by K. Kuzma (bad pass; steal by D. Mitchell),,57-63,,
0:30.0,,,57-63,,D. Mitchell misses 2-pt shot from 3 ft
0:28.0,,,57-63,,Offensive rebound by D. Mitchell
0:28.0,,,57-63,,D. Mitchell misses 2-pt shot from 2 ft
0:27.0,,,57-63,,Offensive rebound by R. Gobert
0:27.0,,,57-63,,R. Gobert misses 2-pt shot from 2 ft (block by J. Hart)
0:27.0,,,57-63,,Offensive rebound by D. Mitchell
0:10.0,,,57-65,2,R. Rubio makes 2-pt shot from 18 ft (assist by J. Ingles)
0:00.0,J. Hart makes 3-pt shot from 23 ft (assist by J. Randle),3,60-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,60-65,,R. Gobert misses 2-pt shot from 2 ft
11:42.0,Defensive rebound by J. Randle,,60-65,,
11:39.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,60-65,,
11:37.0,,,60-65,,Defensive rebound by Team
11:26.0,,,60-65,,Turnover by R. Rubio (bad pass; steal by B. Lopez)
11:20.0,Shooting foul by D. Favors (drawn by J. Randle),,60-65,,
11:20.0,J. Randle misses free throw 1 of 2,,60-65,,
11:20.0,Offensive rebound by Team,,60-65,,
11:20.0,J. Randle makes free throw 2 of 2,1,61-65,,
11:12.0,,,61-65,,D. Mitchell misses 3-pt shot from 26 ft
11:08.0,Defensive rebound by K. Kuzma,,61-65,,
11:05.0,A. Caruso makes 3-pt shot from 24 ft (assist by K. Kuzma),3,64-65,,
10:53.0,,,64-67,2,R. Rubio makes 2-pt shot from 16 ft (assist by R. Gobert)
10:39.0,A. Caruso misses 2-pt shot from 2 ft,,64-67,,
10:38.0,,,64-67,,Defensive rebound by R. Rubio
10:29.0,,,64-67,,Shooting foul by J. Randle (drawn by D. Favors)
10:29.0,,,64-68,1,D. Favors makes free throw 1 of 2
10:29.0,,,64-68,,D. Favors misses free throw 2 of 2
10:27.0,Defensive rebound by B. Lopez,,64-68,,
10:05.0,B. Lopez misses 2-pt shot from 2 ft,,64-68,,
10:03.0,,,64-68,,Defensive rebound by D. Favors
10:00.0,,,64-68,,Shooting foul by B. Lopez (drawn by R. Gobert)
10:00.0,,,64-69,1,R. Gobert makes free throw 1 of 2
10:00.0,,,64-70,1,R. Gobert makes free throw 2 of 2
9:42.0,K. Kuzma makes 2-pt shot from 11 ft,2,66-70,,
9:26.0,,,66-72,2,D. Favors makes 2-pt shot from 11 ft (assist by R. Rubio)
9:09.0,Turnover by K. Kuzma (lost ball; steal by J. Ingles),,66-72,,
8:59.0,,,66-72,,R. Rubio misses 2-pt shot from 14 ft
8:54.0,,,66-72,,Offensive rebound by R. Rubio
8:52.0,,,66-74,2,R. Rubio makes 2-pt shot from 12 ft
8:32.0,B. Lopez misses 2-pt shot from 6 ft (block by R. Gobert),,66-74,,
8:30.0,,,66-74,,Defensive rebound by D. Mitchell
8:15.0,,,66-76,2,D. Favors makes 2-pt shot from 1 ft
8:15.0,LA Lakers full timeout,,66-76,,
8:15.0,J. Hart enters the game for A. Caruso,,66-76,,
8:02.0,K. Kuzma misses 2-pt shot from 3 ft,,66-76,,
8:00.0,,,66-76,,Defensive rebound by D. Favors
7:51.0,,,66-78,2,J. Ingles makes 2-pt shot from 7 ft (assist by R. Rubio)
7:32.0,K. Caldwell-Pope misses 2-pt shot from 7 ft,,66-78,,
7:32.0,,,66-78,,Defensive rebound by Team
7:17.0,,,66-78,,R. Rubio misses 3-pt shot from 24 ft
7:14.0,,,66-78,,Offensive rebound by R. Gobert
7:13.0,,,66-78,,Turnover by R. Gobert (turnover)
7:02.0,B. Lopez misses 2-pt shot from 8 ft,,66-78,,
6:59.0,Offensive rebound by J. Randle,,66-78,,
6:59.0,J. Randle makes 2-pt shot from 2 ft,2,68-78,,
6:44.0,,,68-78,,Shooting foul by K. Kuzma (drawn by R. Gobert)
6:44.0,,,68-78,,R. Gobert misses free throw 1 of 2
6:44.0,,,68-78,,Offensive rebound by Team
6:44.0,,,68-78,,R. Gobert misses free throw 2 of 2
6:42.0,Defensive rebound by K. Kuzma,,68-78,,
6:25.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,68-78,,
6:23.0,,,68-78,,Defensive rebound by R. Gobert
6:08.0,,,68-78,,Turnover by R. Gobert (lost ball; steal by K. Caldwell-Pope)
6:05.0,Turnover by J. Randle (bad pass),,68-78,,
6:05.0,,,68-78,,J. Crowder enters the game for D. Favors
5:54.0,,,68-81,3,J. Ingles makes 3-pt shot from 25 ft (assist by R. Rubio)
5:29.0,J. Randle misses 2-pt shot from 1 ft (block by J. Crowder),,68-81,,
5:29.0,Offensive rebound by J. Randle,,68-81,,
5:29.0,Shooting foul by J. Crowder (drawn by J. Randle),,68-81,,
5:29.0,J. Randle makes free throw 1 of 2,1,69-81,,
5:29.0,J. Randle misses free throw 2 of 2,,69-81,,
5:27.0,,,69-81,,Defensive rebound by R. Gobert
5:05.0,,,69-84,3,D. Mitchell makes 3-pt shot from 23 ft (assist by R. Rubio)
4:45.0,Shooting foul by D. Mitchell (drawn by K. Caldwell-Pope),,69-84,,
4:45.0,K. Caldwell-Pope makes free throw 1 of 2,1,70-84,,
4:45.0,K. Caldwell-Pope makes free throw 2 of 2,1,71-84,,
4:29.0,,,71-84,,J. Ingles misses 3-pt shot from 22 ft
4:27.0,Defensive rebound by J. Randle,,71-84,,
4:21.0,Turnover by J. Randle (lost ball; steal by R. Gobert),,71-84,,
4:04.0,,,71-84,,Shooting foul by K. Caldwell-Pope (drawn by J. Crowder)
4:04.0,,,71-84,,R. O'Neale enters the game for J. Ingles
4:04.0,C. Frye enters the game for K. Caldwell-Pope,,71-84,,
4:04.0,,,71-84,,J. Crowder misses free throw 1 of 2
4:04.0,,,71-84,,Offensive rebound by Team
4:04.0,T. Ennis enters the game for B. Lopez,,71-84,,
4:04.0,,,71-85,1,J. Crowder makes free throw 2 of 2
3:54.0,Shooting foul by R. O'Neale (drawn by K. Kuzma),,71-85,,
3:54.0,K. Kuzma makes free throw 1 of 2,1,72-85,,
3:54.0,K. Kuzma makes free throw 2 of 2,1,73-85,,
3:41.0,,,73-88,3,D. Mitchell makes 3-pt shot from 25 ft (assist by R. Gobert)
3:29.0,K. Kuzma makes 3-pt shot from 27 ft (assist by J. Randle),3,76-88,,
3:26.0,,,76-88,,Utah full timeout
3:26.0,,,76-88,,D. Exum enters the game for R. Rubio
3:26.0,,,76-88,,D. Favors enters the game for R. Gobert
3:08.0,,,76-91,3,D. Mitchell makes 3-pt shot from 28 ft (assist by D. Exum)
2:47.0,Shooting foul by D. Exum (drawn by K. Kuzma),,76-91,,
2:47.0,K. Kuzma makes free throw 1 of 2,1,77-91,,
2:47.0,I. Zubac enters the game for J. Randle,,77-91,,
2:47.0,K. Kuzma misses free throw 2 of 2,,77-91,,
2:45.0,,,77-91,,Defensive rebound by D. Favors
2:32.0,,,77-91,,J. Crowder misses 3-pt shot from 23 ft
2:29.0,Defensive rebound by T. Ennis,,77-91,,
2:21.0,T. Ennis makes 2-pt shot from 4 ft,2,79-91,,
2:01.0,,,79-91,,D. Mitchell misses 2-pt shot from 16 ft
1:58.0,Defensive rebound by K. Kuzma,,79-91,,
1:54.0,Offensive charge foul by K. Kuzma (drawn by D. Exum),,79-91,,
1:54.0,Turnover by K. Kuzma (offensive foul),,79-91,,
1:54.0,,,79-91,,J. Jerebko enters the game for D. Mitchell
1:40.0,,,79-91,,Turnover by J. Crowder (bad pass)
1:34.0,Shooting foul by D. Favors (drawn by J. Hart),,79-91,,
1:34.0,J. Hart makes free throw 1 of 2,1,80-91,,
1:34.0,K. Caldwell-Pope enters the game for K. Kuzma,,80-91,,
1:34.0,J. Hart makes free throw 2 of 2,1,81-91,,
1:20.0,,,81-91,,R. O'Neale misses 2-pt shot from 7 ft
1:18.0,Defensive rebound by I. Zubac,,81-91,,
1:15.0,C. Frye makes 3-pt shot from 24 ft (assist by J. Hart),3,84-91,,
0:56.0,,,84-93,2,J. Jerebko makes 2-pt shot from 7 ft (assist by J. Crowder)
0:44.0,T. Ennis misses 2-pt shot from 5 ft,,84-93,,
0:44.0,Offensive rebound by T. Ennis,,84-93,,
0:44.0,T. Ennis makes 2-pt shot from 5 ft,2,86-93,,
0:38.0,,,86-95,2,D. Exum makes 2-pt shot from 2 ft
0:38.0,,,86-95,,Shooting foul by T. Ennis (drawn by D. Exum)
0:38.0,,,86-95,,J. Ingles enters the game for J. Jerebko
0:38.0,,,86-95,,D. Exum misses free throw 1 of 1
0:38.0,Defensive rebound by K. Caldwell-Pope,,86-95,,
0:31.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by T. Ennis),3,89-95,,
0:07.0,,,89-95,,Turnover by J. Ingles (out of bounds lost ball)
0:00.0,Turnover by T. Ennis (bad pass; steal by D. Favors),,89-95,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,J. Hart makes 2-pt shot from 13 ft,2,91-95,,
11:24.0,,,91-95,,J. Crowder misses 3-pt shot from 25 ft
11:21.0,,,91-95,,Offensive rebound by D. Favors
11:19.0,,,91-95,,Shooting foul by I. Zubac (drawn by J. Crowder)
11:19.0,,,91-96,1,J. Crowder makes free throw 1 of 2
11:19.0,,,91-97,1,J. Crowder makes free throw 2 of 2
11:07.0,Turnover by K. Caldwell-Pope (lost ball; steal by J. Crowder),,91-97,,
10:58.0,,,91-97,,D. Exum misses 2-pt shot from 3 ft (block by I. Zubac)
10:58.0,,,91-97,,Offensive rebound by Team
10:54.0,,,91-97,,Offensive foul by D. Favors (drawn by T. Ennis)
10:54.0,,,91-97,,Turnover by D. Favors (offensive foul)
10:41.0,Turnover by T. Ennis (lost ball; steal by J. Ingles),,91-97,,
10:32.0,,,91-97,,Turnover by J. Crowder (bad pass)
10:16.0,I. Zubac misses 2-pt shot from 2 ft,,91-97,,
10:14.0,,,91-97,,Defensive rebound by J. Ingles
10:06.0,,,91-97,,D. Exum misses 3-pt shot from 25 ft
10:04.0,Defensive rebound by J. Hart,,91-97,,
9:54.0,K. Caldwell-Pope misses 2-pt shot from 14 ft,,91-97,,
9:52.0,,,91-97,,Defensive rebound by D. Exum
9:34.0,,,91-99,2,D. Favors makes 2-pt shot from 12 ft (assist by J. Ingles)
9:08.0,C. Frye misses 3-pt shot from 24 ft,,91-99,,
9:05.0,,,91-99,,Defensive rebound by D. Favors
8:55.0,,,91-99,,J. Ingles misses 3-pt shot from 24 ft
8:52.0,Defensive rebound by T. Ennis,,91-99,,
8:49.0,Shooting foul by D. Exum (drawn by K. Caldwell-Pope),,91-99,,
8:49.0,K. Caldwell-Pope makes free throw 1 of 2,1,92-99,,
8:49.0,,,92-99,,R. O'Neale enters the game for D. Exum
8:49.0,,,92-99,,R. Gobert enters the game for D. Favors
8:49.0,,,92-99,,R. Rubio enters the game for J. Crowder
8:49.0,J. Randle enters the game for I. Zubac,,92-99,,
8:49.0,K. Caldwell-Pope makes free throw 2 of 2,1,93-99,,
8:27.0,,,93-99,,R. O'Neale misses 3-pt shot from 22 ft
8:25.0,,,93-99,,Offensive rebound by Team
8:25.0,,,93-99,,J. Crowder enters the game for J. Jerebko
8:25.0,,,93-99,,D. Mitchell enters the game for J. Ingles
8:25.0,K. Kuzma enters the game for C. Frye,,93-99,,
8:23.0,,,93-99,,D. Mitchell misses 2-pt shot from 1 ft
8:21.0,,,93-99,,Offensive rebound by R. Rubio
8:14.0,,,93-102,3,D. Mitchell makes 3-pt shot from 22 ft (assist by R. Rubio)
7:58.0,T. Ennis makes 2-pt shot from 16 ft,2,95-102,,
7:56.0,,,95-102,,Utah full timeout
7:47.0,,,95-102,,D. Mitchell misses 2-pt shot from 2 ft (block by K. Caldwell-Pope)
7:45.0,Defensive rebound by T. Ennis,,95-102,,
7:37.0,K. Kuzma misses 3-pt shot from 25 ft,,95-102,,
7:35.0,,,95-102,,Defensive rebound by R. Gobert
7:21.0,,,95-102,,J. Crowder misses 3-pt shot from 26 ft
7:18.0,Defensive rebound by K. Caldwell-Pope,,95-102,,
7:02.0,Turnover by K. Kuzma (bad pass),,95-102,,
6:48.0,,,95-104,2,R. Rubio makes 2-pt shot from 2 ft
6:40.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by J. Randle),3,98-104,,
6:14.0,,,98-104,,R. O'Neale misses 2-pt shot from 2 ft
6:10.0,,,98-104,,Offensive rebound by R. O'Neale
6:09.0,,,98-104,,R. O'Neale misses 2-pt shot from 2 ft
6:08.0,Defensive rebound by K. Caldwell-Pope,,98-104,,
6:03.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,98-104,,
5:59.0,Offensive rebound by T. Ennis,,98-104,,
5:58.0,J. Randle misses 2-pt shot from 1 ft,,98-104,,
5:56.0,,,98-104,,Defensive rebound by R. Gobert
5:38.0,,,98-104,,J. Crowder misses 2-pt shot from 9 ft
5:35.0,Defensive rebound by K. Caldwell-Pope,,98-104,,
5:33.0,,,98-104,,Personal foul by R. O'Neale (drawn by K. Caldwell-Pope)
5:33.0,,,98-104,,J. Ingles enters the game for R. O'Neale
5:14.0,K. Kuzma misses 2-pt shot from 11 ft,,98-104,,
5:12.0,,,98-104,,Defensive rebound by R. Rubio
