time,Phoenix,pts.away,score,pts.home,Dallas
1:17.0,T. Ulis misses 3-pt shot from 25 ft,,23-26,,
1:15.0,Offensive rebound by D. Bender,,23-26,,
1:14.0,D. Bender makes 2-pt shot from 1 ft,2,25-26,,
0:54.0,,,25-26,,M. Kleber misses 2-pt shot from 1 ft
0:54.0,Defensive rebound by A. Peters,,25-26,,
0:48.0,A. Peters makes 3-pt shot from 26 ft (assist by T. Ulis),2,28-26,,
0:33.0,,,28-26,,Y. Ferrell misses 3-pt shot from 24 ft
0:30.0,Defensive rebound by D. Bender,,28-26,,
0:11.0,,,28-26,,Personal foul by J. Jones (drawn by J. Dudley)
0:11.0,J. Dudley misses free throw 1 of 2,,28-26,,
0:11.0,Offensive rebound by Team,,28-26,,
0:11.0,J. Dudley makes free throw 2 of 2,1,29-26,,
0:00.0,,,29-26,,Turnover by J. Jones (lost ball; steal by J. Dudley)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,29-28,2,A. Harrison makes 2-pt shot from 5 ft
11:34.0,Turnover by T. Ulis (turnover),,29-28,,
11:12.0,,,29-28,,Shooting foul by A. Peters (drawn by K. Collinsworth)
11:12.0,,,29-28,,K. Collinsworth misses free throw 1 of 2
11:12.0,,,29-28,,Offensive rebound by Team
11:12.0,D. House enters the game for S. Harrison,,29-28,,
11:12.0,,,29-29,1,K. Collinsworth makes free throw 2 of 2
10:54.0,D. House misses 2-pt shot from 4 ft (block by M. Kleber),,29-29,,
10:50.0,Jump ball: M. Kleber vs. D. House (A. Peters gains possession),,,,Jump ball: M. Kleber vs. D. House (A. Peters gains possession)
10:50.0,Defensive rebound by Team,,29-29,,
10:46.0,A. Peters misses 3-pt shot from 25 ft,,29-29,,
10:44.0,,,29-29,,Defensive rebound by M. Kleber
10:25.0,,,29-29,,Y. Ferrell misses 2-pt shot from 16 ft
10:24.0,,,29-29,,Offensive rebound by K. Collinsworth
10:19.0,,,29-29,,J. Jones misses 2-pt shot from 1 ft (block by J. Dudley)
10:19.0,,,29-29,,Offensive rebound by Team
10:15.0,,,29-31,2,M. Kleber makes 2-pt shot from 5 ft (assist by K. Collinsworth)
10:06.0,T. Ulis makes 2-pt shot from 18 ft,2,31-31,,
9:44.0,,,31-34,3,A. Harrison makes 3-pt shot from 27 ft (assist by M. Kleber)
9:26.0,Turnover by D. Bender (out of bounds lost ball),,31-34,,
9:26.0,A. Len enters the game for A. Peters,,31-34,,
9:15.0,,,31-34,,J. Jones misses 3-pt shot from 25 ft
9:12.0,Defensive rebound by A. Len,,31-34,,
9:07.0,Shooting foul by K. Collinsworth (drawn by T. Ulis),,31-34,,
9:07.0,T. Ulis makes free throw 1 of 2,1,32-34,,
9:07.0,T. Ulis makes free throw 2 of 2,1,33-34,,
8:51.0,,,33-36,2,M. Kleber makes 2-pt shot from 17 ft (assist by K. Collinsworth)
8:28.0,T. Ulis makes 2-pt shot from 20 ft (assist by A. Len),2,35-36,,
8:09.0,,,35-36,,A. Harrison misses 2-pt shot from 5 ft
8:06.0,Defensive rebound by D. House,,35-36,,
8:00.0,J. Dudley makes 2-pt shot from 15 ft (assist by D. Bender),2,37-36,,
7:40.0,,,37-39,3,Y. Ferrell makes 3-pt shot from 24 ft
7:19.0,A. Len misses 2-pt shot from 2 ft,,37-39,,
7:15.0,,,37-39,,Defensive rebound by A. Harrison
7:15.0,,,37-39,,Dallas full timeout
7:15.0,,,37-39,,D. Finney-Smith enters the game for Y. Ferrell
7:15.0,,,37-39,,J. Motley enters the game for J. Jones
7:04.0,,,37-39,,M. Kleber misses 3-pt shot from 25 ft
7:01.0,Defensive rebound by J. Dudley,,37-39,,
6:49.0,J. Dudley misses 3-pt shot from 25 ft,,37-39,,
6:45.0,,,37-39,,Defensive rebound by K. Collinsworth
6:34.0,,,37-39,,A. Harrison misses 2-pt shot from 18 ft
6:32.0,Defensive rebound by D. Bender,,37-39,,
6:12.0,T. Ulis misses 2-pt shot from 19 ft,,37-39,,
6:10.0,,,37-39,,Defensive rebound by A. Harrison
5:51.0,,,37-39,,J. Motley misses 2-pt shot from 5 ft
5:49.0,,,37-39,,Offensive rebound by D. Finney-Smith
5:48.0,,,37-39,,D. Finney-Smith misses 2-pt shot from 4 ft
5:48.0,,,37-39,,Offensive rebound by J. Motley
5:44.0,,,37-41,2,J. Motley makes 2-pt shot from 5 ft
5:19.0,D. House misses 2-pt shot from 18 ft,,37-41,,
5:15.0,,,37-41,,Defensive rebound by M. Kleber
4:59.0,,,37-43,2,D. Finney-Smith makes 2-pt shot at rim (assist by K. Collinsworth)
4:59.0,Phoenix full timeout,,37-43,,
4:59.0,,,37-43,,J. Jones enters the game for M. Kleber
4:59.0,S. Harrison enters the game for J. Dudley,,37-43,,
4:59.0,A. Peters enters the game for D. Bender,,37-43,,
4:37.0,T. Ulis misses 2-pt shot from 12 ft,,37-43,,
4:34.0,,,37-43,,Defensive rebound by K. Collinsworth
4:19.0,,,37-43,,A. Harrison misses 3-pt shot from 24 ft
4:16.0,Defensive rebound by A. Peters,,37-43,,
4:07.0,Turnover by S. Harrison (bad pass; steal by A. Harrison),,37-43,,
3:58.0,,,37-43,,J. Motley misses 2-pt shot from 13 ft
3:54.0,Defensive rebound by A. Len,,37-43,,
3:48.0,A. Peters makes 3-pt shot from 22 ft (assist by S. Harrison),3,40-43,,
3:33.0,,,40-43,,D. Finney-Smith misses 3-pt shot from 24 ft
3:29.0,Defensive rebound by D. House,,40-43,,
3:20.0,Turnover by D. House (bad pass; steal by D. Finney-Smith),,40-43,,
3:15.0,,,40-43,,A. Harrison misses 3-pt shot from 22 ft
3:13.0,,,40-43,,Offensive rebound by J. Jones
3:13.0,,,40-43,,Shooting foul by T. Ulis (drawn by J. Jones)
3:13.0,,,40-44,1,J. Jones makes free throw 1 of 2
3:13.0,D. Reed enters the game for D. House,,40-44,,
3:13.0,,,40-44,,J. Jones misses free throw 2 of 2
3:10.0,,,40-44,,Offensive rebound by Team
3:07.0,,,40-44,,Turnover by K. Collinsworth (bad pass; steal by T. Ulis)
2:50.0,T. Ulis misses 3-pt shot from 25 ft,,40-44,,
2:48.0,Offensive rebound by A. Peters,,40-44,,
2:48.0,A. Peters misses 2-pt shot at rim,,40-44,,
2:48.0,,,40-44,,Defensive rebound by Team
2:48.0,Loose ball foul by A. Len (drawn by J. Motley),,40-44,,
2:34.0,,,40-44,,D. Finney-Smith misses 2-pt shot from 5 ft (block by T. Ulis)
2:34.0,,,40-44,,Offensive rebound by Team
2:32.0,,,40-44,,J. Motley misses 2-pt shot from 16 ft
2:28.0,,,40-44,,Offensive rebound by A. Harrison
2:26.0,,,40-46,2,A. Harrison makes 2-pt shot at rim
2:17.0,A. Len makes 2-pt shot from 1 ft (assist by T. Ulis),2,42-46,,
2:03.0,,,42-48,2,J. Motley makes 2-pt shot at rim (assist by D. Finney-Smith)
1:52.0,Turnover by A. Peters (bad pass; steal by J. Jones),,42-48,,
1:45.0,,,42-48,,Shooting foul by D. Reed (drawn by J. Motley)
1:45.0,,,42-49,1,J. Motley makes free throw 1 of 2
1:45.0,,,42-50,1,J. Motley makes free throw 2 of 2
1:24.0,Turnover by S. Harrison (out of bounds lost ball),,42-50,,
1:04.0,,,42-50,,Shooting foul by D. Reed (drawn by D. Finney-Smith)
1:04.0,,,42-51,1,D. Finney-Smith makes free throw 1 of 2
1:04.0,D. Bender enters the game for S. Harrison,,42-51,,
1:04.0,,,42-51,,D. Finney-Smith misses free throw 2 of 2
1:02.0,Defensive rebound by A. Peters,,42-51,,
0:43.0,T. Ulis makes 2-pt shot from 19 ft (assist by A. Len),2,44-51,,
0:22.0,,,44-51,,J. Motley misses 2-pt shot from 3 ft (block by A. Len)
0:20.0,,,44-51,,Offensive rebound by A. Harrison
0:01.0,,,44-54,3,A. Harrison makes 3-pt shot from 24 ft (assist by J. Motley)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,44-54,,K. Collinsworth misses 3-pt shot from 22 ft
11:42.0,Defensive rebound by S. Harrison,,44-54,,
11:40.0,S. Harrison makes 2-pt shot from 1 ft,2,46-54,,
11:40.0,,,46-54,,Violation by K. Collinsworth (def goaltending)
11:26.0,,,46-56,2,K. Collinsworth makes 2-pt shot from 5 ft
11:12.0,,,46-56,,Personal foul by J. Motley (drawn by D. House)
10:57.0,T. Ulis makes 3-pt shot from 25 ft (assist by D. House),3,49-56,,
10:35.0,,,49-56,,D. Powell misses 2-pt shot from 7 ft
10:33.0,Defensive rebound by A. Len,,49-56,,
10:31.0,Turnover by D. Bender (traveling),,49-56,,
10:14.0,,,49-56,,D. Finney-Smith misses 2-pt shot from 4 ft
10:12.0,,,49-56,,Offensive rebound by J. Motley
10:10.0,,,49-58,2,J. Motley makes 2-pt shot from 12 ft
10:03.0,A. Len makes 2-pt shot at rim (assist by D. House),2,51-58,,
9:43.0,,,51-60,2,J. Motley makes 2-pt shot from 3 ft (assist by D. Powell)
9:27.0,Turnover by S. Harrison (bad pass; steal by D. Powell),,51-60,,
9:22.0,,,51-60,,A. Harrison misses 3-pt shot from 24 ft
9:19.0,Defensive rebound by D. Bender,,51-60,,
9:13.0,T. Ulis misses 2-pt shot from 10 ft,,51-60,,
9:12.0,Offensive rebound by S. Harrison,,51-60,,
9:10.0,S. Harrison makes 2-pt shot at rim,2,53-60,,
9:10.0,,,53-60,,Dallas full timeout
9:10.0,,,53-60,,J. Jones enters the game for J. Motley
8:54.0,,,53-60,,K. Collinsworth misses 3-pt shot from 26 ft
8:52.0,Defensive rebound by D. Bender,,53-60,,
8:45.0,D. Bender makes 3-pt shot from 24 ft (assist by T. Ulis),3,56-60,,
8:24.0,,,56-60,,D. Powell misses 2-pt shot from 15 ft
8:21.0,,,56-60,,Offensive rebound by J. Jones
8:17.0,,,56-60,,D. Finney-Smith misses 3-pt shot from 24 ft
8:15.0,Defensive rebound by D. House,,56-60,,
8:05.0,A. Len makes 2-pt shot at rim (assist by T. Ulis),2,58-60,,
7:55.0,,,58-60,,Turnover by K. Collinsworth (lost ball; steal by T. Ulis)
7:50.0,T. Ulis makes 2-pt shot from 1 ft (assist by A. Len),2,60-60,,
7:50.0,Shooting foul by A. Harrison (drawn by T. Ulis),,60-60,,
7:50.0,T. Ulis makes free throw 1 of 1,1,61-60,,
7:30.0,Shooting block foul by D. Bender (drawn by J. Jones),,61-60,,
7:30.0,,,61-61,1,J. Jones makes free throw 1 of 2
7:30.0,,,61-62,1,J. Jones makes free throw 2 of 2
7:05.0,Turnover by T. Ulis (bad pass; steal by K. Collinsworth),,61-62,,
7:00.0,,,61-64,2,D. Finney-Smith makes 2-pt shot at rim (assist by J. Jones)
6:46.0,A. Len makes 2-pt shot from 3 ft,2,63-64,,
6:29.0,,,63-64,,J. Jones misses 3-pt shot from 25 ft
6:26.0,Defensive rebound by S. Harrison,,63-64,,
6:10.0,D. House makes 2-pt shot at rim (assist by A. Len),2,65-64,,
6:00.0,,,65-64,,Offensive foul by D. Finney-Smith (drawn by T. Ulis)
6:00.0,,,65-64,,Turnover by D. Finney-Smith (offensive foul)
6:00.0,,,65-64,,M. Kleber enters the game for K. Collinsworth
6:00.0,J. Dudley enters the game for D. Bender,,65-64,,
5:37.0,S. Harrison misses 3-pt shot from 23 ft,,65-64,,
5:35.0,,,65-64,,Defensive rebound by D. Finney-Smith
5:25.0,,,65-64,,A. Harrison misses 2-pt shot from 2 ft
5:23.0,Defensive rebound by A. Len,,65-64,,
5:19.0,D. House makes 2-pt shot at rim (assist by T. Ulis),2,67-64,,
5:03.0,,,67-64,,M. Kleber misses 3-pt shot from 26 ft
5:00.0,Defensive rebound by D. House,,67-64,,
4:46.0,Turnover by A. Len (lost ball; steal by J. Jones),,67-64,,
4:45.0,Personal take foul by J. Dudley (drawn by J. Jones),,67-64,,
4:45.0,A. Peters enters the game for S. Harrison,,67-64,,
4:39.0,,,67-64,,Offensive charge foul by J. Jones (drawn by A. Peters)
4:39.0,,,67-64,,Turnover by J. Jones (offensive foul)
4:27.0,A. Peters misses 3-pt shot from 22 ft,,67-64,,
4:25.0,,,67-64,,Defensive rebound by J. Jones
4:18.0,,,67-67,3,M. Kleber makes 3-pt shot from 23 ft (assist by J. Jones)
4:06.0,A. Peters makes 3-pt shot from 25 ft (assist by A. Len),3,70-67,,
3:42.0,,,70-69,2,D. Powell makes 2-pt shot from 1 ft
3:19.0,A. Peters makes 3-pt shot from 24 ft (assist by T. Ulis),3,73-69,,
3:01.0,,,73-72,3,M. Kleber makes 3-pt shot from 23 ft (assist by D. Finney-Smith)
2:46.0,J. Dudley makes 2-pt shot from 1 ft (assist by A. Len),2,75-72,,
2:29.0,,,75-72,,A. Harrison misses 2-pt shot from 1 ft
2:28.0,,,75-72,,Offensive rebound by Team
2:28.0,Phoenix full timeout,,75-72,,
2:28.0,,,75-72,,K. Collinsworth enters the game for M. Kleber
2:28.0,D. Bender enters the game for T. Ulis,,75-72,,
2:28.0,S. Harrison enters the game for A. Len,,75-72,,
2:17.0,,,75-74,2,D. Finney-Smith makes 2-pt shot from 19 ft
2:03.0,A. Peters makes 3-pt shot from 25 ft (assist by S. Harrison),3,78-74,,
1:40.0,,,78-74,,J. Jones misses 2-pt shot from 19 ft
1:38.0,,,78-74,,Offensive rebound by J. Jones
1:35.0,,,78-74,,A. Harrison misses 3-pt shot from 24 ft
1:30.0,Defensive rebound by A. Peters,,78-74,,
1:20.0,D. House makes 3-pt shot from 23 ft (assist by S. Harrison),3,81-74,,
0:58.0,,,81-74,,K. Collinsworth misses 2-pt shot from 11 ft
0:58.0,,,81-74,,Offensive rebound by Team
0:58.0,Loose ball foul by S. Harrison (drawn by D. Powell),,81-74,,
0:48.0,,,81-74,,A. Harrison misses 2-pt shot from 10 ft
0:46.0,,,81-74,,Offensive rebound by D. Powell
0:42.0,,,81-74,,J. Jones misses 2-pt shot from 1 ft
0:39.0,,,81-74,,Offensive rebound by J. Jones
0:39.0,,,81-74,,J. Jones misses 2-pt shot at rim
0:32.0,Defensive rebound by D. Bender,,81-74,,
0:32.0,S. Harrison misses 2-pt shot from 1 ft,,81-74,,
0:30.0,,,81-74,,Defensive rebound by K. Collinsworth
0:23.0,,,81-76,2,D. Finney-Smith makes 2-pt shot at rim
0:00.0,A. Peters makes 2-pt shot from 19 ft (assist by S. Harrison),2,83-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,A. Peters makes 3-pt shot from 24 ft (assist by S. Harrison),3,86-76,,
11:31.0,Shooting block foul by D. House (drawn by A. Harrison),,86-76,,
11:31.0,,,86-77,1,A. Harrison makes free throw 1 of 2
11:31.0,,,86-77,,A. Harrison misses free throw 2 of 2
11:29.0,Defensive rebound by D. Bender,,86-77,,
11:12.0,S. Harrison makes 2-pt shot at rim,2,88-77,,
11:12.0,,,88-77,,Shooting block foul by J. Jones (drawn by S. Harrison)
11:12.0,S. Harrison misses free throw 1 of 1,,88-77,,
11:10.0,,,88-77,,Defensive rebound by D. Finney-Smith
10:55.0,,,88-77,,D. Finney-Smith misses 2-pt shot from 17 ft
10:53.0,Defensive rebound by J. Dudley,,88-77,,
10:36.0,A. Peters misses 3-pt shot from 22 ft,,88-77,,
10:33.0,,,88-77,,Defensive rebound by K. Collinsworth
10:28.0,,,88-77,,Shooting foul by S. Harrison (drawn by K. Collinsworth)
10:28.0,,,88-78,1,K. Collinsworth makes free throw 1 of 2
10:28.0,,,88-78,,K. Collinsworth misses free throw 2 of 2
10:28.0,Defensive rebound by D. Bender,,88-78,,
10:28.0,,,88-78,,J. Motley enters the game for D. Powell
10:04.0,D. House makes 2-pt shot from 21 ft,2,90-78,,
9:45.0,,,90-78,,J. Motley misses 3-pt shot from 23 ft
9:43.0,Defensive rebound by J. Dudley,,90-78,,
9:37.0,D. House makes 2-pt shot at rim (assist by S. Harrison),2,92-78,,
9:25.0,,,92-78,,D. Finney-Smith misses 3-pt shot from 25 ft
9:23.0,Defensive rebound by J. Dudley,,92-78,,
9:08.0,Shooting foul by K. Collinsworth (drawn by S. Harrison),,92-78,,
9:08.0,S. Harrison makes free throw 1 of 2,1,93-78,,
9:08.0,S. Harrison makes free throw 2 of 2,1,94-78,,
8:53.0,,,94-78,,Dallas full timeout
8:48.0,,,94-78,,K. Collinsworth misses 2-pt shot from 4 ft
8:45.0,,,94-78,,Offensive rebound by J. Motley
8:45.0,,,94-78,,J. Motley misses 2-pt shot from 3 ft
8:44.0,,,94-78,,Offensive rebound by J. Motley
8:42.0,,,94-78,,J. Motley misses 2-pt shot at rim
8:41.0,,,94-78,,Offensive rebound by D. Finney-Smith
8:37.0,,,94-81,3,J. Jones makes 3-pt shot from 26 ft (assist by D. Finney-Smith)
8:19.0,A. Peters makes 2-pt shot at rim (assist by D. Bender),2,96-81,,
7:54.0,,,96-83,2,D. Finney-Smith makes 2-pt shot from 4 ft (assist by K. Collinsworth)
7:42.0,A. Peters makes 2-pt shot from 4 ft (assist by S. Harrison),2,98-83,,
7:42.0,Shooting foul by D. Finney-Smith (drawn by A. Peters),,98-83,,
7:42.0,A. Peters makes free throw 1 of 1,1,99-83,,
7:21.0,Personal foul by J. Dudley (drawn by J. Motley),,99-83,,
7:16.0,,,99-83,,K. Collinsworth misses 2-pt shot from 21 ft
7:12.0,Defensive rebound by D. House,,99-83,,
6:55.0,S. Harrison makes 2-pt shot at rim,2,101-83,,
6:31.0,,,101-85,2,J. Motley makes 2-pt shot from 11 ft
6:19.0,S. Harrison makes 2-pt shot from 2 ft,2,103-85,,
5:55.0,,,103-85,,J. Motley misses 2-pt shot from 2 ft (block by D. Bender)
5:54.0,Defensive rebound by A. Peters,,103-85,,
5:54.0,,,103-85,,Personal foul by A. Harrison (drawn by S. Harrison)
5:50.0,A. Peters makes 3-pt shot from 25 ft (assist by J. Dudley),3,106-85,,
5:36.0,,,106-87,2,J. Motley makes 2-pt shot at rim (assist by K. Collinsworth)
5:24.0,Shooting foul by J. Jones (drawn by A. Peters),,106-87,,
5:24.0,A. Peters makes free throw 1 of 2,1,107-87,,
5:24.0,A. Peters makes free throw 2 of 2,1,108-87,,
5:16.0,,,108-87,,Shooting foul by D. Bender (drawn by J. Motley)
5:16.0,,,108-88,1,J. Motley makes free throw 1 of 2
5:16.0,,,108-88,,J. Motley misses free throw 2 of 2
5:14.0,Defensive rebound by D. Bender,,108-88,,
5:06.0,Turnover by S. Harrison (bad pass),,108-88,,
4:58.0,,,108-88,,J. Jones misses 3-pt shot from 24 ft
4:54.0,Defensive rebound by D. House,,108-88,,
4:40.0,D. Bender makes 2-pt shot at rim (assist by A. Peters),2,110-88,,
4:40.0,Shooting foul by A. Harrison (drawn by D. Bender),,110-88,,
4:40.0,D. Bender misses free throw 1 of 1,,110-88,,
4:36.0,,,110-88,,Defensive rebound by D. Finney-Smith
4:28.0,,,110-88,,D. Finney-Smith misses 3-pt shot from 25 ft
4:27.0,Defensive rebound by Team,,110-88,,
4:27.0,,,110-88,,Loose ball foul by J. Motley (drawn by D. Bender)
4:27.0,D. Bender makes free throw 1 of 2,1,111-88,,
4:27.0,D. Bender makes free throw 2 of 2,1,112-88,,
4:12.0,,,112-88,,Turnover by J. Motley (lost ball; steal by A. Peters)
4:08.0,D. House makes 2-pt shot at rim (assist by A. Peters),2,114-88,,
4:04.0,,,114-88,,Dallas full timeout
3:56.0,,,114-88,,D. Finney-Smith misses 3-pt shot from 26 ft
3:51.0,Defensive rebound by A. Peters,,114-88,,
3:38.0,A. Peters misses 3-pt shot from 24 ft,,114-88,,
3:34.0,,,114-88,,Defensive rebound by J. Motley
3:27.0,,,114-88,,Turnover by J. Motley (bad pass; steal by S. Harrison)
3:22.0,S. Harrison makes 2-pt shot at rim,2,116-88,,
3:07.0,,,116-90,2,A. Harrison makes 2-pt shot from 12 ft
2:53.0,A. Peters misses 2-pt shot from 18 ft,,116-90,,
2:50.0,,,116-90,,Defensive rebound by K. Collinsworth
2:37.0,,,116-90,,Turnover by D. Finney-Smith (bad pass; steal by S. Harrison)
2:32.0,D. Bender makes 3-pt shot from 24 ft (assist by S. Harrison),3,119-90,,
2:14.0,,,119-92,2,J. Jones makes 2-pt shot from 7 ft
1:50.0,S. Harrison misses 3-pt shot from 24 ft,,119-92,,
1:47.0,Offensive rebound by D. House,,119-92,,
1:47.0,Shooting foul by J. Motley (drawn by D. House),,119-92,,
1:47.0,D. House misses free throw 1 of 2,,119-92,,
1:47.0,Offensive rebound by Team,,119-92,,
1:47.0,D. House makes free throw 2 of 2,1,120-92,,
1:36.0,,,120-92,,J. Jones misses 3-pt shot from 25 ft
1:32.0,Defensive rebound by A. Peters,,120-92,,
1:29.0,D. House makes 2-pt shot at rim (assist by S. Harrison),2,122-92,,
1:21.0,,,122-94,2,K. Collinsworth makes 2-pt shot from 3 ft
1:16.0,S. Harrison makes 2-pt shot from 1 ft,2,124-94,,
0:57.0,,,124-94,,A. Harrison misses 3-pt shot from 23 ft
0:57.0,Defensive rebound by D. Bender,,124-94,,
0:50.0,A. Peters misses 3-pt shot from 24 ft,,124-94,,
0:49.0,Offensive rebound by Team,,124-94,,
0:43.0,A. Peters misses 2-pt shot from 1 ft,,124-94,,
