time,San Antonio,pts.away,score,pts.home,Golden State
2:33.0,B. Forbes makes free throw 2 of 2,1,88-109,,
2:23.0,,,88-109,,N. Young misses 3-pt shot from 25 ft
2:21.0,,,88-109,,Offensive rebound by D. Jones
2:15.0,,,88-109,,Turnover by D. Jones (bad pass; steal by D. Bertans)
2:15.0,,,88-109,,Personal foul by Q. Cook (drawn by D. Bertans)
2:15.0,D. Bertans makes free throw 1 of 2,1,89-109,,
2:15.0,D. Bertans makes free throw 2 of 2,1,90-109,,
1:57.0,,,90-109,,Q. Cook misses 2-pt shot from 7 ft
1:55.0,Defensive rebound by D. Murray,,90-109,,
1:51.0,B. Forbes misses 3-pt shot from 28 ft,,90-109,,
1:49.0,,,90-109,,Defensive rebound by D. Jones
1:35.0,,,90-111,2,J. Bell makes 2-pt shot from 11 ft
1:24.0,D. White misses 3-pt shot from 27 ft,,90-111,,
1:22.0,,,90-111,,Defensive rebound by J. Bell
1:08.0,,,90-111,,Shooting foul by D. Murray (drawn by J. Bell)
1:08.0,,,90-112,1,J. Bell makes free throw 1 of 2
1:08.0,,,90-112,,J. Bell misses free throw 2 of 2
1:08.0,Defensive rebound by Team,,90-112,,
0:50.0,D. Bertans misses 3-pt shot from 25 ft,,90-112,,
0:48.0,,,90-112,,Defensive rebound by Q. Cook
0:31.0,,,90-112,,Shooting foul by D. Bertans (drawn by Q. Cook)
0:31.0,,,90-112,,Q. Cook misses free throw 1 of 2
0:31.0,,,90-112,,Offensive rebound by Team
0:31.0,,,90-113,1,Q. Cook makes free throw 2 of 2
0:15.0,J. Lauvergne makes 2-pt shot from 1 ft,2,92-113,,
