time,Dallas,pts.away,score,pts.home,Utah
1:58.0,Defensive rebound by J. Withey,,84-100,,
1:52.0,,,84-100,,Shooting block foul by J. Jerebko (drawn by M. Kleber)
1:52.0,M. Kleber makes free throw 2 of 2,1,85-100,,
1:52.0,M. Kleber misses free throw 1 of 2,,85-100,,
1:52.0,Offensive rebound by Team,,85-100,,
1:31.0,,,85-102,2,T. Sefolosha makes 2-pt shot from 21 ft
1:21.0,Y. Ferrell makes 2-pt shot from 19 ft,2,87-102,,
1:10.0,,,87-102,,R. O'Neale misses 2-pt shot from 18 ft
1:07.0,Defensive rebound by D. Powell,,87-102,,
0:56.0,D. Powell makes 2-pt shot from 21 ft,2,89-102,,
0:37.0,,,89-102,,T. Sefolosha misses 2-pt shot from 9 ft (block by D. Powell)
0:36.0,,,89-102,,Offensive rebound by Team
0:32.0,,,89-104,2,R. O'Neale makes 2-pt shot from 2 ft
0:20.0,J. Withey misses 3-pt shot from 25 ft,,89-104,,
0:17.0,,,89-104,,Defensive rebound by R. Neto
