time,Golden State,pts.away,score,pts.home,Oklahoma City
6:13.0,,,84-105,2,C. Anthony makes 2-pt shot from 18 ft
5:55.0,Turnover by N. Young (bad pass; steal by P. George),,84-105,,
5:41.0,,,84-105,,C. Anthony misses 2-pt shot from 17 ft
5:38.0,Defensive rebound by O. Casspi,,84-105,,
5:30.0,P. McCaw misses 3-pt shot from 25 ft,,84-105,,
5:26.0,,,84-105,,Defensive rebound by P. George
5:17.0,,,84-105,,Turnover by R. Westbrook (bad pass; steal by K. Looney)
5:10.0,O. Casspi makes 3-pt shot from 22 ft (assist by N. Young),3,87-105,,
5:03.0,,,87-105,,Turnover by C. Anthony (bad pass; steal by P. McCaw)
4:53.0,O. Casspi misses 2-pt shot from 1 ft,,87-105,,
4:51.0,,,87-105,,Defensive rebound by R. Westbrook
4:34.0,,,87-105,,Turnover by C. Anthony (lost ball; steal by K. Looney)
4:27.0,O. Casspi makes 2-pt shot at rim (assist by P. McCaw),2,89-105,,
4:13.0,,,89-105,,R. Westbrook misses 2-pt shot at rim
4:10.0,Defensive rebound by O. Casspi,,89-105,,
4:09.0,Turnover by O. Casspi (bad pass; steal by R. Westbrook),,89-105,,
4:09.0,,,89-105,,Shooting foul by N. Young (drawn by R. Westbrook)
4:09.0,,,89-106,1,R. Westbrook makes free throw 1 of 2
4:09.0,,,89-106,,R. Westbrook misses free throw 2 of 2
4:06.0,Defensive rebound by O. Casspi,,89-106,,
3:47.0,D. West misses 3-pt shot from 26 ft,,89-106,,
3:43.0,,,89-106,,Defensive rebound by S. Adams
3:37.0,,,89-108,2,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook)
3:10.0,O. Casspi makes 2-pt shot from 8 ft (assist by N. Young),2,91-108,,
2:45.0,,,91-108,,C. Anthony misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by N. Young,,91-108,,
2:27.0,N. Young misses 3-pt shot from 24 ft,,91-108,,
2:24.0,,,91-108,,Defensive rebound by P. George
2:00.0,,,91-108,,P. George misses 3-pt shot from 22 ft
1:58.0,Defensive rebound by P. McCaw,,91-108,,
1:52.0,D. West misses 2-pt shot from 12 ft,,91-108,,
1:49.0,,,91-108,,Defensive rebound by C. Anthony
1:31.0,,,91-108,,A. Roberson misses 2-pt shot from 1 ft
1:30.0,,,91-108,,Offensive rebound by A. Roberson
1:30.0,,,91-108,,A. Abrines enters the game for R. Westbrook
1:30.0,,,91-108,,J. Huestis enters the game for C. Anthony
1:30.0,,,91-108,,D. Johnson enters the game for S. Adams
1:30.0,,,91-108,,T. Ferguson enters the game for P. George
1:30.0,J. McGee enters the game for D. West,,91-108,,
1:18.0,,,91-108,,D. Johnson misses 2-pt shot from 3 ft
1:17.0,Defensive rebound by Team,,91-108,,
1:00.0,Turnover by J. McGee (bad pass; steal by A. Abrines),,91-108,,
0:41.0,,,91-108,,J. Huestis misses 3-pt shot from 25 ft
0:39.0,,,91-108,,Offensive rebound by D. Johnson
0:15.0,,,91-108,,Turnover by J. Huestis (bad pass; steal by K. Looney)
0:01.0,N. Young misses 3-pt shot from 32 ft,,91-108,,
0:01.0,Offensive rebound by Team,,91-108,,
