time,LA Lakers,pts.away,score,pts.home,Atlanta
5:51.0,,,13-12,,Offensive rebound by D. Dedmon
5:49.0,,,13-12,,Turnover by Team (shot clock)
5:49.0,,,13-12,,M. Muscala enters the game for D. Dedmon
5:49.0,,,13-12,,T. Dorsey enters the game for K. Bazemore
5:35.0,K. Caldwell-Pope makes 2-pt shot from 10 ft (assist by B. Lopez),2,15-12,,
5:19.0,,,15-14,2,M. Muscala makes 2-pt shot from 1 ft (assist by D. Schroder)
4:55.0,B. Lopez misses 3-pt shot from 25 ft,,15-14,,
4:53.0,Offensive rebound by J. Randle,,15-14,,
4:53.0,,,15-14,,Personal foul by J. Collins (drawn by J. Randle)
4:53.0,,,15-14,,M. Plumlee enters the game for T. Waller-Prince
4:53.0,,,15-14,,A. White enters the game for J. Collins
4:53.0,K. Kuzma enters the game for K. Caldwell-Pope,,15-14,,
4:53.0,L. Ball enters the game for B. Lopez,,15-14,,
4:43.0,I. Thomas misses 2-pt shot from 12 ft,,15-14,,
4:41.0,,,15-14,,Defensive rebound by T. Dorsey
4:36.0,,,15-14,,Shooting foul by L. Ball (drawn by D. Schroder)
4:36.0,,,15-15,1,D. Schroder makes free throw 1 of 2
4:36.0,,,15-15,,I. Taylor enters the game for T. Dorsey
4:36.0,,,15-16,1,D. Schroder makes free throw 2 of 2
4:24.0,Turnover by J. Randle (traveling),,15-16,,
4:24.0,,,15-16,,T. Dorsey enters the game for D. Schroder
4:14.0,,,15-16,,Shooting foul by I. Thomas (drawn by I. Taylor)
4:14.0,,,15-17,1,I. Taylor makes free throw 1 of 2
4:14.0,,,15-18,1,I. Taylor makes free throw 2 of 2
3:59.0,J. Randle makes 2-pt shot from 1 ft (assist by I. Thomas),2,17-18,,
3:50.0,Personal block foul by K. Kuzma (drawn by M. Plumlee),,17-18,,
3:50.0,,,17-18,,M. Plumlee misses free throw 1 of 2
3:50.0,,,17-18,,Offensive rebound by Team
3:50.0,,,17-18,,M. Plumlee misses free throw 2 of 2
3:48.0,Defensive rebound by K. Kuzma,,17-18,,
3:45.0,Shooting foul by M. Plumlee (drawn by K. Kuzma),,17-18,,
3:45.0,K. Kuzma misses free throw 1 of 2,,17-18,,
3:45.0,Offensive rebound by Team,,17-18,,
3:45.0,K. Kuzma makes free throw 2 of 2,1,18-18,,
3:33.0,,,18-18,,T. Dorsey misses 3-pt shot from 24 ft
3:27.0,,,18-18,,Offensive rebound by M. Plumlee
3:25.0,,,18-20,2,I. Taylor makes 2-pt shot from 1 ft (assist by M. Plumlee)
3:14.0,K. Kuzma makes 3-pt shot from 25 ft (assist by B. Ingram),3,21-20,,
3:03.0,,,21-20,,Turnover by I. Taylor (bad pass; steal by L. Ball)
2:57.0,Turnover by L. Ball (bad pass; steal by T. Dorsey),,21-20,,
2:41.0,,,21-20,,A. White misses 3-pt shot from 24 ft
2:38.0,Defensive rebound by L. Ball,,21-20,,
2:36.0,I. Thomas misses 3-pt shot from 24 ft,,21-20,,
2:32.0,,,21-20,,Defensive rebound by M. Plumlee
2:17.0,,,21-20,,T. Dorsey misses 2-pt shot from 8 ft
2:14.0,Defensive rebound by B. Ingram,,21-20,,
2:10.0,B. Ingram misses 2-pt shot from 8 ft,,21-20,,
2:08.0,Offensive rebound by J. Randle,,21-20,,
2:08.0,Shooting foul by M. Muscala (drawn by J. Randle),,21-20,,
2:08.0,LA Lakers full timeout,,21-20,,
2:08.0,K. Caldwell-Pope enters the game for B. Ingram,,21-20,,
2:08.0,J. Randle makes free throw 1 of 2,1,22-20,,
2:08.0,J. Randle makes free throw 2 of 2,1,23-20,,
1:57.0,,,23-20,,T. Dorsey misses 2-pt shot from 21 ft
1:54.0,Defensive rebound by K. Caldwell-Pope,,23-20,,
1:47.0,,,23-20,,Personal foul by I. Taylor (drawn by I. Thomas)
1:40.0,J. Randle misses 2-pt shot from 1 ft,,23-20,,
1:35.0,,,23-20,,Defensive rebound by M. Plumlee
1:26.0,,,23-20,,Turnover by I. Taylor (bad pass; steal by K. Caldwell-Pope)
1:18.0,J. Randle makes 2-pt shot at rim (assist by I. Thomas),2,25-20,,
1:07.0,,,25-20,,T. Dorsey misses 2-pt shot from 1 ft (block by J. Randle)
1:04.0,Defensive rebound by L. Ball,,25-20,,
1:02.0,I. Thomas makes 3-pt shot from 22 ft (assist by K. Caldwell-Pope),3,28-20,,
0:48.0,,,28-20,,I. Taylor misses 2-pt shot from 1 ft
0:44.0,,,28-20,,Offensive rebound by M. Muscala
0:31.0,,,28-20,,Shooting foul by L. Ball (drawn by T. Dorsey)
0:31.0,,,28-21,1,T. Dorsey makes free throw 1 of 3
0:31.0,,,28-22,1,T. Dorsey makes free throw 2 of 3
0:31.0,,,28-22,,T. Dorsey misses free throw 3 of 3
0:28.0,Defensive rebound by K. Caldwell-Pope,,28-22,,
0:06.0,Turnover by I. Thomas (bad pass; steal by M. Muscala),,28-22,,
0:01.0,,,28-22,,M. Muscala misses 2-pt shot from 20 ft
0:01.0,Defensive rebound by K. Kuzma,,28-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,K. Kuzma makes 3-pt shot from 22 ft (assist by L. Ball),3,31-22,,
11:32.0,,,31-22,,J. Collins misses 2-pt shot from 12 ft
11:30.0,Defensive rebound by L. Ball,,31-22,,
11:26.0,Shooting foul by J. Collins (drawn by I. Zubac),,31-22,,
11:26.0,I. Zubac misses free throw 1 of 2,,31-22,,
11:26.0,Offensive rebound by Team,,31-22,,
11:26.0,I. Zubac misses free throw 2 of 2,,31-22,,
11:24.0,,,31-22,,Defensive rebound by J. Collins
11:08.0,,,31-22,,I. Taylor misses 3-pt shot from 25 ft
11:04.0,,,31-22,,Offensive rebound by J. Collins
11:03.0,,,31-22,,J. Collins misses 2-pt shot from 2 ft
11:03.0,,,31-22,,Offensive rebound by J. Collins
11:00.0,,,31-24,2,J. Collins makes 2-pt shot from 2 ft
10:46.0,J. Hart makes 3-pt shot from 24 ft (assist by K. Kuzma),3,34-24,,
10:36.0,,,34-27,3,T. Waller-Prince makes 3-pt shot from 25 ft (assist by I. Taylor)
10:36.0,,,34-27,,Shooting foul by K. Kuzma (drawn by T. Waller-Prince)
10:36.0,,,34-28,1,T. Waller-Prince makes free throw 1 of 1
10:26.0,I. Zubac misses 2-pt shot from 9 ft,,34-28,,
10:22.0,,,34-28,,Defensive rebound by J. Collins
10:19.0,,,34-28,,I. Taylor misses 2-pt shot from 1 ft
10:19.0,Defensive rebound by J. Hart,,34-28,,
10:16.0,,,34-28,,Personal foul by T. Waller-Prince (drawn by L. Ball)
10:16.0,,,34-28,,D. Schroder enters the game for I. Taylor
10:05.0,J. Hart makes 2-pt shot from 2 ft (assist by K. Kuzma),2,36-28,,
10:05.0,Shooting foul by J. Collins (drawn by J. Hart),,36-28,,
10:05.0,J. Hart makes free throw 1 of 1,1,37-28,,
9:48.0,,,37-30,2,D. Schroder makes 2-pt shot from 2 ft
9:33.0,I. Zubac makes 2-pt shot from 3 ft (assist by L. Ball),2,39-30,,
9:24.0,,,39-30,,T. Waller-Prince misses 3-pt shot from 24 ft
9:23.0,,,39-30,,Offensive rebound by Team
9:23.0,Loose ball foul by I. Zubac (drawn by J. Collins),,39-30,,
9:16.0,,,39-30,,T. Dorsey misses 2-pt shot from 13 ft
9:14.0,,,39-30,,Offensive rebound by Team
9:14.0,,,39-30,,D. Dedmon enters the game for T. Dorsey
9:14.0,B. Ingram enters the game for L. Ball,,39-30,,
9:02.0,,,39-30,,T. Waller-Prince misses 2-pt shot from 1 ft
8:57.0,Defensive rebound by K. Kuzma,,39-30,,
8:54.0,K. Kuzma misses 3-pt shot from 24 ft,,39-30,,
8:51.0,,,39-30,,Defensive rebound by J. Collins
8:43.0,,,39-30,,Shooting foul by I. Zubac (drawn by K. Bazemore)
8:43.0,,,39-31,1,K. Bazemore makes free throw 1 of 2
8:43.0,,,39-32,1,K. Bazemore makes free throw 2 of 2
8:33.0,K. Kuzma makes 3-pt shot from 25 ft (assist by I. Thomas),3,42-32,,
8:12.0,,,42-32,,D. Schroder misses 2-pt shot from 18 ft
8:09.0,Defensive rebound by K. Kuzma,,42-32,,
8:03.0,LA Lakers full timeout,,42-32,,
7:56.0,Turnover by K. Kuzma (step out of bounds),,42-32,,
7:42.0,,,42-32,,K. Bazemore misses 3-pt shot from 25 ft
7:38.0,Defensive rebound by K. Kuzma,,42-32,,
7:36.0,Turnover by B. Ingram (bad pass; steal by T. Waller-Prince),,42-32,,
7:23.0,Shooting block foul by J. Hart (drawn by T. Waller-Prince),,42-32,,
7:23.0,,,42-33,1,T. Waller-Prince makes free throw 1 of 2
7:23.0,,,42-33,,M. Plumlee enters the game for J. Collins
7:23.0,K. Caldwell-Pope enters the game for J. Hart,,42-33,,
7:23.0,B. Lopez enters the game for I. Zubac,,42-33,,
7:23.0,,,42-34,1,T. Waller-Prince makes free throw 2 of 2
7:12.0,Turnover by B. Ingram (out of bounds lost ball),,42-34,,
7:02.0,Violation by K. Kuzma (kicked ball),,42-34,,
7:02.0,L. Ball enters the game for I. Thomas,,42-34,,
6:55.0,,,42-34,,D. Dedmon misses 2-pt shot from 8 ft
6:53.0,Defensive rebound by B. Lopez,,42-34,,
6:38.0,L. Ball makes 3-pt shot from 24 ft (assist by B. Ingram),3,45-34,,
6:21.0,,,45-36,2,T. Waller-Prince makes 2-pt shot from 1 ft (assist by D. Schroder)
6:11.0,Turnover by L. Ball (lost ball; steal by M. Plumlee),,45-36,,
6:06.0,,,45-36,,D. Schroder misses 3-pt shot from 25 ft
6:02.0,Defensive rebound by B. Lopez,,45-36,,
5:56.0,L. Ball makes 3-pt shot from 25 ft (assist by K. Kuzma),3,48-36,,
5:37.0,,,48-36,,Turnover by M. Plumlee (offensive goaltending)
5:37.0,,,48-36,,T. Dorsey enters the game for K. Bazemore
5:37.0,J. Randle enters the game for K. Kuzma,,48-36,,
5:24.0,J. Randle makes 2-pt shot from 2 ft (assist by B. Lopez),2,50-36,,
4:58.0,,,50-38,2,D. Schroder makes 2-pt shot from 12 ft (assist by T. Waller-Prince)
4:49.0,B. Lopez makes 3-pt shot from 25 ft (assist by L. Ball),3,53-38,,
4:37.0,,,53-40,2,D. Schroder makes 2-pt shot from 20 ft
4:29.0,B. Lopez misses 3-pt shot from 25 ft,,53-40,,
4:26.0,,,53-40,,Defensive rebound by D. Dedmon
4:20.0,,,53-40,,T. Waller-Prince misses 3-pt shot from 25 ft
4:16.0,Defensive rebound by J. Randle,,53-40,,
4:01.0,B. Lopez makes 2-pt shot from 5 ft,2,55-40,,
3:59.0,,,55-40,,Atlanta full timeout
3:59.0,,,55-40,,M. Muscala enters the game for D. Dedmon
3:59.0,,,55-40,,A. White enters the game for M. Plumlee
3:45.0,,,55-42,2,D. Schroder makes 2-pt shot from 1 ft (assist by T. Waller-Prince)
3:25.0,Turnover by K. Caldwell-Pope (lost ball; steal by T. Waller-Prince),,55-42,,
3:21.0,,,55-42,,T. Waller-Prince misses 2-pt shot from 2 ft (block by B. Lopez)
3:21.0,,,55-42,,Offensive rebound by Team
3:12.0,,,55-42,,T. Dorsey misses 3-pt shot from 25 ft
3:08.0,Defensive rebound by B. Lopez,,55-42,,
3:00.0,Turnover by B. Ingram (bad pass; steal by T. Waller-Prince),,55-42,,
2:53.0,,,55-42,,M. Muscala misses 2-pt shot from 1 ft
2:51.0,Defensive rebound by J. Randle,,55-42,,
2:46.0,L. Ball makes 2-pt shot from 1 ft,2,57-42,,
2:36.0,,,57-42,,D. Schroder misses 2-pt shot from 2 ft (block by B. Ingram)
2:33.0,Defensive rebound by Team,,57-42,,
2:33.0,,,57-42,,I. Taylor enters the game for T. Waller-Prince
2:33.0,,,57-42,,D. Dedmon enters the game for D. Schroder
2:33.0,I. Thomas enters the game for L. Ball,,57-42,,
2:25.0,,,57-42,,Personal block foul by T. Dorsey (drawn by K. Caldwell-Pope)
2:23.0,Offensive foul by B. Lopez (drawn by A. White),,57-42,,
2:23.0,Turnover by B. Lopez (offensive foul),,57-42,,
2:12.0,,,57-45,3,M. Muscala makes 3-pt shot from 25 ft (assist by I. Taylor)
1:54.0,B. Lopez makes 3-pt shot from 25 ft (assist by B. Ingram),3,60-45,,
1:43.0,,,60-45,,T. Dorsey misses 2-pt shot from 2 ft (block by B. Ingram)
1:43.0,,,60-45,,Offensive rebound by Team
1:35.0,,,60-45,,T. Dorsey misses 2-pt shot from 1 ft
1:32.0,Defensive rebound by B. Ingram,,60-45,,
1:28.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,60-45,,
1:24.0,Offensive rebound by J. Randle,,60-45,,
1:14.0,B. Ingram misses 3-pt shot from 25 ft,,60-45,,
1:11.0,,,60-45,,Defensive rebound by D. Dedmon
1:10.0,,,60-45,,Shooting foul by I. Thomas (drawn by I. Taylor)
1:10.0,,,60-45,,I. Taylor misses free throw 1 of 2
1:10.0,,,60-45,,Offensive rebound by Team
1:10.0,,,60-46,1,I. Taylor makes free throw 2 of 2
0:56.0,B. Ingram makes 2-pt shot from 17 ft,2,62-46,,
0:40.0,,,62-46,,I. Taylor misses 2-pt shot from 4 ft
0:37.0,Defensive rebound by K. Caldwell-Pope,,62-46,,
0:36.0,Turnover by K. Caldwell-Pope (out of bounds lost ball),,62-46,,
0:25.0,,,62-46,,D. Dedmon misses 3-pt shot from 25 ft
0:21.0,,,62-46,,Offensive rebound by A. White
0:20.0,,,62-46,,A. White misses 2-pt shot from 3 ft
0:18.0,Defensive rebound by K. Caldwell-Pope,,62-46,,
0:05.0,Shooting foul by I. Taylor (drawn by I. Thomas),,62-46,,
0:05.0,I. Thomas makes free throw 1 of 2,1,63-46,,
0:05.0,K. Kuzma enters the game for B. Lopez,,63-46,,
0:05.0,I. Thomas makes free throw 2 of 2,1,64-46,,
0:00.0,,,64-46,,M. Muscala misses 3-pt shot from 26 ft
0:00.0,,,64-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,B. Ingram makes 2-pt shot from 4 ft,2,66-46,,
11:37.0,,,66-46,,J. Collins misses 2-pt shot from 18 ft
11:35.0,Defensive rebound by B. Ingram,,66-46,,
11:18.0,K. Caldwell-Pope makes 3-pt shot from 27 ft (assist by J. Randle),3,69-46,,
11:07.0,,,69-46,,T. Waller-Prince misses 3-pt shot from 24 ft
11:04.0,Defensive rebound by J. Randle,,69-46,,
10:49.0,B. Ingram makes 2-pt shot from 21 ft,2,71-46,,
10:35.0,,,71-46,,Shooting foul by B. Lopez (drawn by K. Bazemore)
10:35.0,,,71-47,1,K. Bazemore makes free throw 1 of 2
10:35.0,,,71-47,,K. Bazemore misses free throw 2 of 2
10:32.0,Defensive rebound by J. Randle,,71-47,,
10:23.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,71-47,,
10:18.0,,,71-47,,Defensive rebound by K. Bazemore
10:13.0,,,71-50,3,D. Schroder makes 3-pt shot from 26 ft (assist by D. Dedmon)
9:58.0,J. Randle misses 2-pt shot from 2 ft,,71-50,,
9:52.0,Offensive rebound by K. Caldwell-Pope,,71-50,,
9:52.0,K. Caldwell-Pope misses 2-pt shot at rim,,71-50,,
9:51.0,,,71-50,,Defensive rebound by K. Bazemore
9:46.0,,,71-53,3,T. Waller-Prince makes 3-pt shot from 23 ft (assist by K. Bazemore)
9:34.0,B. Lopez misses 2-pt shot from 18 ft,,71-53,,
9:31.0,,,71-53,,Defensive rebound by Team
9:12.0,,,71-55,2,J. Collins makes 2-pt shot from 6 ft (assist by K. Bazemore)
8:56.0,B. Ingram misses 2-pt shot from 3 ft (block by J. Collins),,71-55,,
8:56.0,Offensive rebound by Team,,71-55,,
8:45.0,B. Ingram misses 2-pt shot from 20 ft,,71-55,,
8:41.0,,,71-55,,Defensive rebound by T. Waller-Prince
8:38.0,,,71-55,,K. Bazemore misses 3-pt shot from 25 ft
8:35.0,Defensive rebound by B. Ingram,,71-55,,
8:29.0,K. Caldwell-Pope misses 2-pt shot from 8 ft (block by D. Schroder),,71-55,,
8:28.0,Offensive rebound by K. Caldwell-Pope,,71-55,,
8:27.0,K. Caldwell-Pope misses 2-pt shot from 16 ft,,71-55,,
8:25.0,,,71-55,,Defensive rebound by D. Dedmon
8:17.0,Personal foul by J. Randle (drawn by D. Schroder),,71-55,,
8:09.0,,,71-57,2,D. Dedmon makes 2-pt shot from 15 ft (assist by T. Waller-Prince)
8:07.0,LA Lakers full timeout,,71-57,,
7:53.0,,,71-57,,Violation by K. Bazemore (kicked ball)
7:41.0,J. Hart misses 3-pt shot from 24 ft,,71-57,,
7:39.0,,,71-57,,Defensive rebound by T. Waller-Prince
7:31.0,,,71-57,,T. Waller-Prince misses 3-pt shot from 24 ft
7:27.0,Defensive rebound by K. Caldwell-Pope,,71-57,,
7:20.0,B. Lopez misses 3-pt shot from 25 ft,,71-57,,
7:17.0,,,71-57,,Defensive rebound by K. Bazemore
7:12.0,,,71-57,,M. Muscala enters the game for J. Collins
7:10.0,,,71-57,,D. Schroder misses 2-pt shot from 12 ft
7:05.0,Defensive rebound by K. Caldwell-Pope,,71-57,,
6:59.0,B. Ingram makes 2-pt shot from 16 ft,2,73-57,,
6:49.0,,,73-57,,Shooting foul by K. Caldwell-Pope (drawn by K. Bazemore)
6:49.0,,,73-58,1,K. Bazemore makes free throw 1 of 2
6:49.0,,,73-59,1,K. Bazemore makes free throw 2 of 2
6:36.0,J. Randle misses 2-pt shot from 10 ft,,73-59,,
6:32.0,,,73-59,,Defensive rebound by D. Schroder
6:21.0,,,73-61,2,M. Muscala makes 2-pt shot from 14 ft (assist by D. Dedmon)
6:07.0,J. Hart makes 2-pt shot from 1 ft,2,75-61,,
6:07.0,Shooting foul by D. Dedmon (drawn by J. Hart),,75-61,,
6:07.0,,,75-61,,T. Dorsey enters the game for K. Bazemore
6:07.0,J. Hart misses free throw 1 of 1,,75-61,,
6:05.0,,,75-61,,Defensive rebound by D. Dedmon
5:54.0,,,75-63,2,D. Schroder makes 2-pt shot from 1 ft
5:42.0,B. Ingram makes 2-pt shot from 2 ft,2,77-63,,
5:26.0,,,77-63,,T. Waller-Prince misses 2-pt shot from 18 ft
5:23.0,Defensive rebound by B. Ingram,,77-63,,
5:15.0,B. Ingram makes 2-pt shot from 1 ft,2,79-63,,
4:57.0,,,79-63,,Turnover by D. Dedmon (bad pass; steal by B. Ingram)
4:55.0,B. Ingram makes 2-pt shot from 1 ft,2,81-63,,
4:55.0,Shooting foul by T. Waller-Prince (drawn by B. Ingram),,81-63,,
4:55.0,,,81-63,,J. Collins enters the game for D. Dedmon
4:55.0,K. Kuzma enters the game for K. Caldwell-Pope,,81-63,,
4:55.0,L. Ball enters the game for J. Hart,,81-63,,
4:55.0,I. Thomas enters the game for B. Lopez,,81-63,,
4:55.0,,,81-63,,Atlanta full timeout
4:55.0,,,81-63,,A. White enters the game for T. Waller-Prince
4:55.0,B. Ingram misses free throw 1 of 1,,81-63,,
4:53.0,,,81-63,,Defensive rebound by J. Collins
4:38.0,,,81-63,,D. Schroder misses 2-pt shot from 21 ft
4:34.0,Defensive rebound by B. Ingram,,81-63,,
4:22.0,J. Randle makes 2-pt shot from 1 ft,2,83-63,,
4:01.0,,,83-66,3,D. Schroder makes 3-pt shot from 24 ft (assist by T. Dorsey)
3:41.0,I. Thomas misses 2-pt shot from 17 ft,,83-66,,
3:39.0,,,83-66,,Defensive rebound by T. Dorsey
3:35.0,,,83-66,,D. Schroder misses 3-pt shot from 24 ft
3:29.0,Defensive rebound by B. Ingram,,83-66,,
3:22.0,L. Ball makes 3-pt shot from 25 ft (assist by B. Ingram),3,86-66,,
3:02.0,,,86-66,,T. Dorsey misses 3-pt shot from 24 ft
3:00.0,Defensive rebound by K. Kuzma,,86-66,,
2:56.0,J. Randle misses 2-pt shot from 2 ft,,86-66,,
2:51.0,Offensive rebound by J. Randle,,86-66,,
2:48.0,B. Ingram makes 2-pt shot at rim (assist by J. Randle),2,88-66,,
2:48.0,Shooting foul by M. Muscala (drawn by B. Ingram),,88-66,,
2:48.0,,,88-66,,I. Taylor enters the game for T. Dorsey
2:48.0,B. Ingram makes free throw 1 of 1,1,89-66,,
2:38.0,,,89-66,,M. Muscala misses 3-pt shot from 25 ft
2:35.0,Defensive rebound by I. Thomas,,89-66,,
2:25.0,,,89-66,,Shooting block foul by A. White (drawn by I. Thomas)
2:25.0,I. Thomas makes free throw 1 of 2,1,90-66,,
2:25.0,,,90-66,,T. Dorsey enters the game for A. White
2:25.0,K. Caldwell-Pope enters the game for B. Ingram,,90-66,,
2:25.0,I. Thomas makes free throw 2 of 2,1,91-66,,
2:08.0,,,91-66,,J. Collins misses 2-pt shot from 1 ft
2:04.0,,,91-66,,Offensive rebound by J. Collins
2:04.0,,,91-68,2,J. Collins makes 2-pt shot at rim
1:53.0,K. Kuzma misses 3-pt shot from 24 ft,,91-68,,
1:50.0,,,91-68,,Defensive rebound by I. Taylor
1:43.0,,,91-68,,D. Schroder misses 3-pt shot from 25 ft
1:41.0,Defensive rebound by L. Ball,,91-68,,
1:33.0,Turnover by K. Kuzma (bad pass; steal by D. Schroder),,91-68,,
1:21.0,,,91-68,,J. Collins misses 2-pt shot from 13 ft
1:17.0,Defensive rebound by J. Randle,,91-68,,
1:16.0,Turnover by J. Randle (lost ball; steal by I. Taylor),,91-68,,
1:12.0,,,91-70,2,D. Schroder makes 2-pt shot from 1 ft
1:00.0,I. Thomas makes 2-pt shot from 3 ft,2,93-70,,
0:48.0,,,93-72,2,T. Dorsey makes 2-pt shot at rim
0:34.0,K. Kuzma misses 3-pt shot from 24 ft,,93-72,,
0:30.0,,,93-72,,Defensive rebound by D. Schroder
0:26.0,,,93-72,,Shooting foul by J. Randle (drawn by I. Taylor)
0:26.0,,,93-72,,I. Taylor misses free throw 1 of 2
0:26.0,,,93-72,,Offensive rebound by Team
0:26.0,,,93-72,,A. White enters the game for D. Schroder
0:26.0,,,93-73,1,I. Taylor makes free throw 2 of 2
0:04.0,J. Randle makes 2-pt shot from 1 ft (assist by L. Ball),2,95-73,,
0:04.0,Shooting foul by M. Muscala (drawn by J. Randle),,95-73,,
0:04.0,J. Randle makes free throw 1 of 1,1,96-73,,
0:00.0,,,96-75,2,I. Taylor makes 2-pt shot from 3 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,96-75,,Turnover by I. Taylor (traveling)
11:34.0,K. Caldwell-Pope misses 2-pt shot from 1 ft,,96-75,,
11:31.0,,,96-75,,Defensive rebound by T. Waller-Prince
11:29.0,,,96-78,3,T. Waller-Prince makes 3-pt shot from 24 ft
11:15.0,Shooting foul by J. Collins (drawn by I. Zubac),,96-78,,
11:15.0,I. Zubac makes free throw 1 of 2,1,97-78,,
11:15.0,I. Zubac makes free throw 2 of 2,1,98-78,,
11:05.0,,,98-78,,Turnover by J. Collins (lost ball; steal by L. Ball)
11:03.0,Shooting foul by K. Bazemore (drawn by L. Ball),,98-78,,
11:03.0,L. Ball makes free throw 1 of 2,1,99-78,,
11:03.0,L. Ball makes free throw 2 of 2,1,100-78,,
10:52.0,,,100-78,,T. Waller-Prince misses 3-pt shot from 24 ft
10:49.0,Defensive rebound by K. Caldwell-Pope,,100-78,,
10:45.0,I. Thomas misses 3-pt shot from 25 ft,,100-78,,
10:40.0,,,100-78,,Defensive rebound by T. Dorsey
10:40.0,,,100-78,,Shooting foul by I. Zubac (drawn by I. Taylor)
