time,Charlotte,pts.away,score,pts.home,Philadelphia
6:49.0,,,8-8,,B. Simmons misses 2-pt shot from 7 ft
6:42.0,,,8-8,,Offensive rebound by B. Simmons
6:42.0,,,8-8,,B. Simmons misses 2-pt shot at rim
6:42.0,,,8-8,,Offensive rebound by A. Johnson
6:27.0,,,8-8,,B. Simmons misses 2-pt shot from 12 ft
6:25.0,,,8-8,,Offensive rebound by A. Johnson
6:23.0,,,8-10,2,A. Johnson makes 2-pt shot from 1 ft
6:13.0,K. Walker misses 3-pt shot from 27 ft,,8-10,,
6:09.0,,,8-10,,Defensive rebound by B. Simmons
6:02.0,,,8-10,,B. Simmons misses 2-pt shot from 15 ft
6:00.0,Defensive rebound by J. Lamb,,8-10,,
5:54.0,M. Kidd-Gilchrist misses 2-pt shot from 1 ft,,8-10,,
5:51.0,,,8-10,,Defensive rebound by A. Johnson
5:47.0,,,8-13,3,R. Covington makes 3-pt shot from 27 ft (assist by M. Belinelli)
5:26.0,D. Howard misses 2-pt shot from 13 ft,,8-13,,
5:22.0,,,8-13,,Defensive rebound by M. Belinelli
5:08.0,,,8-15,2,D. Saric makes 2-pt shot from 4 ft
4:56.0,Turnover by K. Walker (bad pass),,8-15,,
4:38.0,,,8-17,2,M. Belinelli makes 2-pt shot from 1 ft (assist by B. Simmons)
4:25.0,Charlotte full timeout,,8-17,,
4:25.0,,,8-17,,E. Ilyasova enters the game for D. Saric
4:05.0,J. Lamb makes 2-pt shot from 18 ft (assist by D. Howard),2,10-17,,
4:05.0,Shooting foul by R. Covington (drawn by J. Lamb),,10-17,,
4:05.0,,,10-17,,J. Anderson enters the game for R. Covington
4:05.0,J. Lamb makes free throw 1 of 1,1,11-17,,
3:49.0,,,11-17,,M. Belinelli misses 2-pt shot from 21 ft
3:46.0,Defensive rebound by K. Walker,,11-17,,
3:27.0,J. Lamb misses 2-pt shot from 6 ft,,11-17,,
3:26.0,,,11-17,,Defensive rebound by Team
3:26.0,Loose ball foul by J. Lamb (drawn by M. Belinelli),,11-17,,
3:26.0,,,11-17,,J. Embiid enters the game for A. Johnson
3:26.0,,,11-17,,T. McConnell enters the game for B. Simmons
3:26.0,F. Kaminsky enters the game for M. Williams,,11-17,,
3:26.0,D. Bacon enters the game for M. Kidd-Gilchrist,,11-17,,
3:26.0,,,11-17,,J. Redick enters the game for M. Belinelli
3:10.0,Personal foul by D. Howard (drawn by J. Embiid),,11-17,,
3:03.0,,,11-17,,J. Anderson misses 3-pt shot from 26 ft
2:59.0,,,11-17,,Offensive rebound by J. Embiid
2:58.0,,,11-19,2,J. Embiid makes 2-pt shot from 2 ft
2:44.0,K. Walker makes 2-pt shot from 15 ft,2,13-19,,
2:44.0,Shooting foul by T. McConnell (drawn by K. Walker),,13-19,,
2:44.0,W. Hernangomez enters the game for D. Howard,,13-19,,
2:44.0,K. Walker makes free throw 1 of 1,1,14-19,,
2:22.0,,,14-19,,Turnover by J. Embiid (bad pass; steal by K. Walker)
2:11.0,F. Kaminsky misses 2-pt shot from 15 ft,,14-19,,
2:06.0,Offensive rebound by W. Hernangomez,,14-19,,
2:06.0,W. Hernangomez misses 2-pt shot at rim (block by J. Embiid),,14-19,,
2:05.0,,,14-19,,Defensive rebound by J. Redick
1:54.0,,,14-19,,J. Embiid misses 2-pt shot from 2 ft
1:51.0,,,14-19,,Offensive rebound by E. Ilyasova
1:45.0,,,14-21,2,J. Redick makes 2-pt shot from 2 ft (assist by J. Anderson)
1:28.0,W. Hernangomez misses 2-pt shot from 3 ft (block by J. Embiid),,14-21,,
1:26.0,,,14-21,,Defensive rebound by J. Redick
1:17.0,,,14-21,,J. Redick misses 3-pt shot from 25 ft
1:09.0,Defensive rebound by J. Lamb,,14-21,,
1:08.0,J. Lamb makes 2-pt shot from 22 ft,2,16-21,,
1:08.0,,,16-21,,Philadelphia full timeout
1:08.0,M. Monk enters the game for J. Lamb,,16-21,,
1:08.0,T. Graham enters the game for K. Walker,,16-21,,
0:52.0,,,16-21,,T. McConnell misses 2-pt shot from 10 ft
0:50.0,Defensive rebound by T. Graham,,16-21,,
0:47.0,,,16-21,,Personal foul by J. Redick (drawn by M. Monk)
0:46.0,M. Monk misses 2-pt shot from 14 ft,,16-21,,
0:42.0,,,16-21,,Defensive rebound by J. Embiid
0:32.0,,,16-21,,J. Embiid misses 3-pt shot from 25 ft
0:29.0,Defensive rebound by M. Monk,,16-21,,
0:18.0,W. Hernangomez makes 2-pt shot from 2 ft (assist by M. Monk),2,18-21,,
0:00.0,,,18-21,,J. Redick misses 2-pt shot from 18 ft
0:00.0,,,18-21,,Offensive rebound by E. Ilyasova
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,D. Bacon misses 2-pt shot from 15 ft,,18-21,,
11:43.0,Offensive rebound by D. Bacon,,18-21,,
11:37.0,M. Monk misses 2-pt shot from 15 ft,,18-21,,
11:34.0,,,18-21,,Defensive rebound by J. Embiid
11:24.0,,,18-21,,Turnover by J. Redick (bad pass; steal by W. Hernangomez)
11:15.0,W. Hernangomez misses 3-pt shot from 26 ft,,18-21,,
11:12.0,,,18-21,,Defensive rebound by J. Embiid
10:57.0,,,18-21,,J. Redick misses 3-pt shot from 26 ft
10:54.0,Defensive rebound by M. Monk,,18-21,,
10:51.0,Shooting foul by E. Ilyasova (drawn by T. Graham),,18-21,,
10:51.0,T. Graham makes free throw 1 of 2,1,19-21,,
10:51.0,T. Graham makes free throw 2 of 2,1,20-21,,
10:36.0,,,20-23,2,E. Ilyasova makes 2-pt shot from 20 ft
10:16.0,Shooting foul by E. Ilyasova (drawn by F. Kaminsky),,20-23,,
10:16.0,F. Kaminsky makes free throw 1 of 2,1,21-23,,
10:16.0,,,21-23,,D. Saric enters the game for E. Ilyasova
10:16.0,F. Kaminsky makes free throw 2 of 2,1,22-23,,
9:55.0,,,22-25,2,J. Anderson makes 2-pt shot from 17 ft
9:44.0,M. Monk makes 3-pt shot from 26 ft,3,25-25,,
9:27.0,,,25-25,,Turnover by J. Embiid (traveling)
9:27.0,,,25-25,,M. Belinelli enters the game for J. Redick
9:16.0,W. Hernangomez makes 2-pt shot at rim (assist by M. Monk),2,27-25,,
8:59.0,,,27-25,,D. Saric misses 2-pt shot from 20 ft
8:56.0,Defensive rebound by D. Bacon,,27-25,,
8:51.0,W. Hernangomez makes 2-pt shot from 2 ft (assist by D. Bacon),2,29-25,,
8:50.0,,,29-25,,Philadelphia full timeout
8:50.0,,,29-25,,R. Covington enters the game for J. Anderson
8:50.0,M. Kidd-Gilchrist enters the game for T. Graham,,29-25,,
8:50.0,,,29-25,,B. Simmons enters the game for T. McConnell
8:41.0,Personal foul by W. Hernangomez (drawn by M. Belinelli),,29-25,,
8:38.0,,,29-28,3,R. Covington makes 3-pt shot from 27 ft (assist by B. Simmons)
8:22.0,W. Hernangomez makes 2-pt shot from 3 ft (assist by M. Monk),2,31-28,,
8:13.0,,,31-30,2,M. Belinelli makes 2-pt shot from 4 ft (assist by B. Simmons)
8:02.0,M. Monk misses 3-pt shot from 28 ft,,31-30,,
8:00.0,,,31-30,,Defensive rebound by B. Simmons
7:54.0,,,31-33,3,J. Embiid makes 3-pt shot from 26 ft (assist by R. Covington)
7:37.0,D. Bacon misses 2-pt shot from 12 ft,,31-33,,
7:32.0,,,31-33,,Defensive rebound by M. Belinelli
7:30.0,,,31-33,,Turnover by J. Embiid (out of bounds lost ball)
7:30.0,,,31-33,,A. Johnson enters the game for J. Embiid
7:30.0,K. Walker enters the game for M. Monk,,31-33,,
7:11.0,F. Kaminsky misses 2-pt shot from 7 ft,,31-33,,
7:08.0,,,31-33,,Defensive rebound by A. Johnson
7:02.0,,,31-35,2,B. Simmons makes 2-pt shot from 3 ft
7:02.0,Violation by W. Hernangomez (def goaltending),,31-35,,
6:41.0,Shooting foul by A. Johnson (drawn by W. Hernangomez),,31-35,,
6:41.0,W. Hernangomez makes free throw 1 of 2,1,32-35,,
6:41.0,W. Hernangomez makes free throw 2 of 2,1,33-35,,
6:23.0,,,33-37,2,B. Simmons makes 2-pt shot from 2 ft (assist by D. Saric)
6:10.0,K. Walker makes 2-pt shot from 20 ft,2,35-37,,
5:58.0,,,35-37,,R. Covington misses 3-pt shot from 26 ft
5:55.0,Defensive rebound by D. Bacon,,35-37,,
5:49.0,D. Bacon misses 2-pt shot from 19 ft,,35-37,,
5:46.0,,,35-37,,Defensive rebound by R. Covington
5:37.0,,,35-40,3,A. Johnson makes 3-pt shot from 25 ft (assist by B. Simmons)
5:14.0,,,35-40,,Personal foul by R. Covington (drawn by M. Kidd-Gilchrist)
5:14.0,D. Howard enters the game for D. Bacon,,35-40,,
5:14.0,J. Lamb enters the game for W. Hernangomez,,35-40,,
5:14.0,M. Williams enters the game for F. Kaminsky,,35-40,,
5:04.0,M. Kidd-Gilchrist makes 2-pt shot from 2 ft (assist by J. Lamb),2,37-40,,
4:41.0,,,37-40,,D. Saric misses 3-pt shot from 26 ft
4:39.0,,,37-40,,Offensive rebound by R. Covington
4:39.0,,,37-40,,Shooting foul by M. Kidd-Gilchrist (drawn by R. Covington)
4:39.0,,,37-41,1,R. Covington makes free throw 1 of 2
4:39.0,,,37-41,,E. Ilyasova enters the game for D. Saric
4:39.0,,,37-42,1,R. Covington makes free throw 2 of 2
4:23.0,J. Lamb makes 2-pt shot from 4 ft,2,39-42,,
4:12.0,,,39-42,,Turnover by E. Ilyasova (bad pass; steal by D. Howard)
4:07.0,Offensive charge foul by M. Kidd-Gilchrist (drawn by E. Ilyasova),,39-42,,
4:07.0,Turnover by M. Kidd-Gilchrist (offensive foul),,39-42,,
4:07.0,D. Bacon enters the game for M. Kidd-Gilchrist,,39-42,,
3:59.0,,,39-42,,E. Ilyasova misses 2-pt shot from 1 ft
3:55.0,Defensive rebound by K. Walker,,39-42,,
3:46.0,K. Walker makes 2-pt shot from 20 ft,2,41-42,,
3:34.0,,,41-42,,E. Ilyasova misses 3-pt shot from 24 ft
3:31.0,Defensive rebound by D. Howard,,41-42,,
3:23.0,Turnover by J. Lamb (bad pass; steal by B. Simmons),,41-42,,
3:18.0,,,41-42,,M. Belinelli misses 3-pt shot from 26 ft
3:14.0,,,41-42,,Offensive rebound by R. Covington
3:11.0,,,41-42,,M. Belinelli misses 3-pt shot from 28 ft
3:09.0,Defensive rebound by D. Howard,,41-42,,
3:04.0,D. Bacon misses 2-pt shot from 2 ft (block by A. Johnson),,41-42,,
3:01.0,,,41-42,,Defensive rebound by R. Covington
2:51.0,,,41-42,,B. Simmons misses 2-pt shot from 11 ft
2:49.0,Defensive rebound by K. Walker,,41-42,,
2:46.0,,,41-42,,Personal foul by M. Belinelli (drawn by K. Walker)
2:46.0,Charlotte full timeout,,41-42,,
2:46.0,,,41-42,,J. Embiid enters the game for A. Johnson
2:46.0,,,41-42,,J. Redick enters the game for M. Belinelli
2:46.0,K. Walker makes free throw 1 of 2,1,42-42,,
2:46.0,K. Walker makes free throw 2 of 2,1,43-42,,
2:35.0,,,43-42,,J. Redick misses 3-pt shot from 24 ft
2:32.0,Defensive rebound by M. Williams,,43-42,,
2:19.0,Shooting foul by R. Covington (drawn by D. Howard),,43-42,,
2:19.0,,,43-42,,J. Anderson enters the game for R. Covington
2:19.0,D. Howard makes free throw 1 of 2,1,44-42,,
2:19.0,D. Howard makes free throw 2 of 2,1,45-42,,
2:13.0,Personal foul by D. Howard (drawn by J. Embiid),,45-42,,
2:13.0,W. Hernangomez enters the game for D. Howard,,45-42,,
2:01.0,,,45-42,,E. Ilyasova misses 2-pt shot from 3 ft (block by J. Lamb)
2:01.0,Defensive rebound by Team,,45-42,,
1:40.0,D. Bacon makes 2-pt shot from 11 ft (assist by K. Walker),2,47-42,,
1:26.0,,,47-44,2,J. Redick makes 2-pt shot from 1 ft (assist by J. Embiid)
1:09.0,W. Hernangomez makes 2-pt shot from 1 ft (assist by M. Williams),2,49-44,,
1:02.0,,,49-44,,Turnover by J. Redick (turnover)
1:00.0,,,49-44,,Loose ball foul by J. Redick (drawn by W. Hernangomez)
1:00.0,W. Hernangomez makes free throw 1 of 2,1,50-44,,
1:00.0,W. Hernangomez makes free throw 2 of 2,1,51-44,,
0:45.0,,,51-47,3,J. Anderson makes 3-pt shot from 28 ft (assist by B. Simmons)
0:31.0,K. Walker makes 2-pt shot from 21 ft,2,53-47,,
0:08.0,,,53-47,,E. Ilyasova misses 2-pt shot from 6 ft
0:08.0,,,53-47,,Offensive rebound by B. Simmons
0:07.0,,,53-49,2,B. Simmons makes 2-pt shot at rim
0:01.0,W. Hernangomez makes 3-pt shot from 23 ft (assist by K. Walker),3,56-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,K. Walker misses 2-pt shot from 16 ft,,56-49,,
11:49.0,,,56-49,,Defensive rebound by J. Embiid
11:37.0,,,56-49,,Turnover by J. Embiid (bad pass; steal by M. Williams)
11:25.0,M. Kidd-Gilchrist misses 2-pt shot from 19 ft,,56-49,,
11:23.0,,,56-49,,Defensive rebound by J. Embiid
11:11.0,,,56-49,,R. Covington misses 3-pt shot from 25 ft (block by K. Walker)
11:07.0,,,56-49,,Offensive rebound by J. Embiid
11:03.0,,,56-49,,D. Saric misses 2-pt shot from 12 ft (block by M. Williams)
10:59.0,Defensive rebound by K. Walker,,56-49,,
10:45.0,D. Howard misses 2-pt shot from 4 ft,,56-49,,
10:43.0,,,56-49,,Defensive rebound by B. Simmons
10:36.0,,,56-52,3,J. Embiid makes 3-pt shot from 26 ft (assist by B. Simmons)
10:19.0,K. Walker misses 3-pt shot from 25 ft,,56-52,,
10:17.0,,,56-52,,Defensive rebound by J. Embiid
10:10.0,,,56-55,3,J. Embiid makes 3-pt shot from 24 ft (assist by B. Simmons)
9:50.0,Offensive foul by D. Howard (drawn by J. Embiid),,56-55,,
9:50.0,Turnover by D. Howard (offensive foul),,56-55,,
9:36.0,,,56-58,3,J. Redick makes 3-pt shot from 27 ft (assist by J. Embiid)
9:19.0,Shooting foul by J. Embiid (drawn by K. Walker),,56-58,,
9:19.0,K. Walker makes free throw 1 of 2,1,57-58,,
9:19.0,K. Walker makes free throw 2 of 2,1,58-58,,
9:04.0,,,58-58,,Turnover by J. Embiid (bad pass)
8:52.0,,,58-58,,Personal foul by J. Embiid (drawn by D. Howard)
8:44.0,K. Walker misses 3-pt shot from 29 ft,,58-58,,
8:42.0,,,58-58,,Defensive rebound by J. Redick
8:36.0,,,58-58,,J. Embiid misses 3-pt shot from 25 ft
8:34.0,Defensive rebound by J. Lamb,,58-58,,
8:27.0,J. Lamb makes 2-pt shot from 10 ft,2,60-58,,
8:27.0,Shooting foul by D. Saric (drawn by J. Lamb),,60-58,,
8:27.0,J. Lamb makes free throw 1 of 1,1,61-58,,
8:14.0,,,61-58,,Turnover by J. Embiid (lost ball; steal by J. Lamb)
8:05.0,D. Howard misses 2-pt shot from 4 ft (block by R. Covington),,61-58,,
8:05.0,Offensive rebound by Team,,61-58,,
7:55.0,M. Kidd-Gilchrist misses 2-pt shot from 18 ft,,61-58,,
7:52.0,,,61-58,,Defensive rebound by J. Embiid
7:39.0,,,61-60,2,B. Simmons makes 2-pt shot from 3 ft
7:19.0,M. Kidd-Gilchrist misses 2-pt shot from 8 ft,,61-60,,
7:16.0,Offensive rebound by M. Kidd-Gilchrist,,61-60,,
7:14.0,M. Williams misses 3-pt shot from 27 ft,,61-60,,
7:10.0,,,61-60,,Defensive rebound by J. Redick
7:08.0,,,61-62,2,J. Embiid makes 2-pt shot from 2 ft (assist by R. Covington)
6:46.0,Turnover by D. Howard (out of bounds lost ball),,61-62,,
6:46.0,,,61-62,,A. Johnson enters the game for J. Redick
6:46.0,,,61-62,,M. Belinelli enters the game for J. Embiid
6:46.0,,,61-62,,Philadelphia full timeout
6:30.0,,,61-62,,A. Johnson misses 3-pt shot from 23 ft
6:27.0,Defensive rebound by J. Lamb,,61-62,,
6:12.0,J. Lamb misses 3-pt shot from 26 ft,,61-62,,
6:09.0,,,61-62,,Defensive rebound by R. Covington
6:00.0,,,61-62,,R. Covington misses 2-pt shot from 1 ft
5:58.0,Defensive rebound by M. Kidd-Gilchrist,,61-62,,
5:49.0,J. Lamb makes 2-pt shot from 2 ft (assist by K. Walker),2,63-62,,
5:39.0,,,63-64,2,R. Covington makes 2-pt shot from 2 ft (assist by D. Saric)
5:24.0,,,63-64,,Personal foul by R. Covington (drawn by D. Howard)
5:24.0,,,63-64,,E. Ilyasova enters the game for D. Saric
5:13.0,M. Williams misses 2-pt shot from 9 ft,,63-64,,
5:11.0,Offensive rebound by M. Williams,,63-64,,
5:09.0,M. Williams misses 2-pt shot from 4 ft,,63-64,,
5:09.0,Offensive rebound by J. Lamb,,63-64,,
5:04.0,J. Lamb misses 2-pt shot at rim,,63-64,,
5:03.0,,,63-64,,Defensive rebound by E. Ilyasova
4:59.0,,,63-64,,M. Belinelli misses 3-pt shot from 26 ft
4:57.0,Defensive rebound by J. Lamb,,63-64,,
4:51.0,J. Lamb misses 2-pt shot from 5 ft,,63-64,,
4:48.0,,,63-64,,Defensive rebound by B. Simmons
4:42.0,,,63-66,2,R. Covington makes 2-pt shot from 15 ft (assist by B. Simmons)
4:24.0,,,63-66,,Personal foul by E. Ilyasova (drawn by D. Howard)
4:24.0,,,63-66,,J. Anderson enters the game for R. Covington
4:24.0,D. Howard misses free throw 1 of 2,,63-66,,
4:24.0,Offensive rebound by Team,,63-66,,
4:24.0,D. Howard makes free throw 2 of 2,1,64-66,,
4:15.0,,,64-69,3,M. Belinelli makes 3-pt shot from 25 ft (assist by J. Anderson)
3:59.0,Turnover by D. Howard (lost ball; steal by A. Johnson),,64-69,,
3:49.0,,,64-72,3,M. Belinelli makes 3-pt shot from 25 ft
3:49.0,Charlotte full timeout,,64-72,,
3:49.0,,,64-72,,T. McConnell enters the game for B. Simmons
3:49.0,F. Kaminsky enters the game for M. Williams,,64-72,,
3:49.0,D. Bacon enters the game for M. Kidd-Gilchrist,,64-72,,
3:36.0,Shooting foul by E. Ilyasova (drawn by D. Howard),,64-72,,
3:36.0,D. Howard misses free throw 1 of 2,,64-72,,
3:36.0,Offensive rebound by Team,,64-72,,
3:36.0,D. Howard makes free throw 2 of 2,1,65-72,,
3:25.0,,,65-75,3,M. Belinelli makes 3-pt shot from 25 ft (assist by E. Ilyasova)
3:12.0,K. Walker misses 2-pt shot from 6 ft (block by A. Johnson),,65-75,,
3:12.0,Offensive rebound by Team,,65-75,,
3:12.0,,,65-75,,J. Embiid enters the game for A. Johnson
3:08.0,K. Walker makes 2-pt shot from 6 ft (assist by J. Lamb),2,67-75,,
2:55.0,,,67-75,,M. Belinelli misses 3-pt shot from 26 ft
2:52.0,Defensive rebound by D. Bacon,,67-75,,
2:47.0,D. Bacon makes 3-pt shot from 24 ft (assist by F. Kaminsky),3,70-75,,
2:26.0,,,70-75,,Turnover by J. Embiid (bad pass)
2:26.0,W. Hernangomez enters the game for D. Howard,,70-75,,
2:26.0,M. Monk enters the game for K. Walker,,70-75,,
2:11.0,Turnover by J. Lamb (lost ball; steal by E. Ilyasova),,70-75,,
1:55.0,,,70-77,2,J. Embiid makes 2-pt shot from 21 ft (assist by T. McConnell)
1:45.0,Shooting foul by M. Belinelli (drawn by W. Hernangomez),,70-77,,
1:45.0,W. Hernangomez misses free throw 1 of 2,,70-77,,
1:45.0,Offensive rebound by Team,,70-77,,
1:45.0,T. Graham enters the game for J. Lamb,,70-77,,
1:45.0,W. Hernangomez misses free throw 2 of 2,,70-77,,
1:42.0,,,70-77,,Defensive rebound by J. Embiid
1:28.0,,,70-77,,J. Embiid misses 2-pt shot from 4 ft (block by W. Hernangomez)
1:27.0,,,70-77,,Offensive rebound by J. Embiid
1:27.0,,,70-77,,Shooting foul by W. Hernangomez (drawn by J. Embiid)
1:27.0,,,70-78,1,J. Embiid makes free throw 1 of 2
1:27.0,,,70-78,,J. Embiid misses free throw 2 of 2
1:24.0,,,70-78,,Offensive rebound by E. Ilyasova
1:07.0,,,70-81,3,J. Embiid makes 3-pt shot from 25 ft (assist by M. Belinelli)
0:47.0,M. Monk misses 2-pt shot from 8 ft,,70-81,,
0:45.0,,,70-81,,Defensive rebound by J. Anderson
0:35.0,,,70-81,,J. Anderson misses 3-pt shot from 25 ft
0:32.0,Defensive rebound by M. Monk,,70-81,,
0:22.0,D. Bacon misses 2-pt shot from 12 ft,,70-81,,
0:18.0,,,70-81,,Defensive rebound by J. Embiid
0:05.0,,,70-81,,J. Anderson misses 3-pt shot from 23 ft
0:01.0,,,70-81,,Offensive rebound by E. Ilyasova
0:01.0,,,70-81,,E. Ilyasova misses 2-pt shot from 15 ft
0:00.0,Defensive rebound by M. Monk,,70-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,Personal foul by W. Hernangomez (drawn by J. Embiid),,70-81,,
11:41.0,,,70-83,2,J. Embiid makes 2-pt shot from 6 ft (assist by E. Ilyasova)
11:22.0,M. Monk misses 2-pt shot from 9 ft,,70-83,,
11:20.0,,,70-83,,Defensive rebound by J. Anderson
11:11.0,,,70-83,,Turnover by J. Redick (bad pass; steal by K. Walker)
10:52.0,M. Monk makes 3-pt shot from 25 ft (assist by K. Walker),3,73-83,,
10:29.0,,,73-83,,J. Anderson misses 3-pt shot from 25 ft
10:26.0,Defensive rebound by K. Walker,,73-83,,
10:21.0,,,73-83,,Personal foul by T. McConnell (drawn by K. Walker)
10:15.0,K. Walker misses 3-pt shot from 26 ft,,73-83,,
10:12.0,,,73-83,,Defensive rebound by J. Embiid
10:03.0,,,73-83,,J. Redick misses 3-pt shot from 27 ft
10:00.0,Defensive rebound by W. Hernangomez,,73-83,,
9:53.0,M. Monk makes 3-pt shot from 27 ft,3,76-83,,
9:52.0,,,76-83,,Philadelphia full timeout
9:42.0,,,76-83,,Turnover by J. Anderson (bad pass)
9:28.0,M. Monk misses 2-pt shot from 5 ft (block by J. Embiid),,76-83,,
9:25.0,Offensive rebound by W. Hernangomez,,76-83,,
9:24.0,W. Hernangomez misses 2-pt shot from 4 ft,,76-83,,
9:21.0,,,76-83,,Defensive rebound by J. Anderson
9:16.0,,,76-83,,Turnover by J. Embiid (traveling)
8:54.0,W. Hernangomez misses 2-pt shot from 4 ft,,76-83,,
8:49.0,Offensive rebound by K. Walker,,76-83,,
8:49.0,K. Walker makes 2-pt shot at rim,2,78-83,,
8:34.0,,,78-83,,E. Ilyasova misses 3-pt shot from 25 ft
8:31.0,Defensive rebound by D. Bacon,,78-83,,
8:18.0,D. Bacon misses 3-pt shot from 26 ft,,78-83,,
8:18.0,,,78-83,,Defensive rebound by J. Embiid
8:06.0,,,78-85,2,T. McConnell makes 2-pt shot from 3 ft
7:52.0,K. Walker makes 3-pt shot from 26 ft,3,81-85,,
7:30.0,,,81-85,,J. Embiid misses 2-pt shot from 18 ft
7:26.0,Defensive rebound by F. Kaminsky,,81-85,,
7:26.0,Shooting foul by J. Embiid (drawn by M. Monk),,81-85,,
7:26.0,M. Monk makes free throw 1 of 2,1,82-85,,
7:26.0,,,82-85,,R. Covington enters the game for J. Anderson
7:26.0,,,82-85,,D. Saric enters the game for T. McConnell
7:26.0,,,82-85,,B. Simmons enters the game for J. Embiid
7:26.0,,,82-85,,A. Johnson enters the game for E. Ilyasova
7:26.0,M. Kidd-Gilchrist enters the game for D. Bacon,,82-85,,
7:26.0,M. Monk makes free throw 2 of 2,1,83-85,,
7:15.0,,,83-85,,D. Saric misses 2-pt shot from 17 ft
7:12.0,,,83-85,,Offensive rebound by A. Johnson
7:09.0,,,83-88,3,D. Saric makes 3-pt shot from 26 ft (assist by A. Johnson)
6:56.0,K. Walker misses 3-pt shot from 24 ft,,83-88,,
6:53.0,,,83-88,,Defensive rebound by B. Simmons
6:42.0,,,83-88,,J. Redick misses 3-pt shot from 23 ft
6:39.0,Defensive rebound by K. Walker,,83-88,,
6:35.0,M. Kidd-Gilchrist makes 2-pt shot from 5 ft (assist by K. Walker),2,85-88,,
6:35.0,Shooting foul by D. Saric (drawn by M. Kidd-Gilchrist),,85-88,,
6:35.0,,,85-88,,M. Belinelli enters the game for J. Redick
6:35.0,M. Kidd-Gilchrist makes free throw 1 of 1,1,86-88,,
6:21.0,,,86-88,,Turnover by M. Belinelli (lost ball; steal by W. Hernangomez)
6:16.0,M. Monk makes 2-pt shot from 2 ft,2,88-88,,
6:05.0,,,88-90,2,M. Belinelli makes 2-pt shot from 19 ft (assist by B. Simmons)
5:52.0,M. Kidd-Gilchrist misses 2-pt shot from 13 ft,,88-90,,
