time,Philadelphia,pts.away,score,pts.home,Boston
7:22.0,,,9-6,,Shooting foul by J. Embiid (drawn by J. Tatum)
7:22.0,,,9-7,1,J. Tatum makes free throw 1 of 2
7:22.0,,,9-8,1,J. Tatum makes free throw 2 of 2
7:11.0,Turnover by B. Simmons (bad pass),,9-8,,
7:11.0,A. Johnson enters the game for J. Embiid,,9-8,,
7:11.0,M. Belinelli enters the game for J. Redick,,9-8,,
6:53.0,,,9-8,,Turnover by J. Tatum (lost ball; steal by R. Covington)
6:46.0,R. Covington misses 2-pt shot from 2 ft,,9-8,,
6:45.0,,,9-8,,Defensive rebound by A. Baynes
6:44.0,,,9-8,,Boston full timeout
6:44.0,,,9-8,,M. Morris enters the game for M. Smart
6:44.0,,,9-8,,S. Ojeleye enters the game for A. Baynes
6:22.0,,,9-10,2,A. Horford makes 2-pt shot from 12 ft
6:06.0,D. Saric misses 2-pt shot from 10 ft (block by M. Morris),,9-10,,
6:04.0,,,9-10,,Defensive rebound by M. Morris
5:59.0,,,9-10,,M. Morris misses 2-pt shot from 11 ft
5:58.0,Defensive rebound by R. Covington,,9-10,,
5:40.0,M. Belinelli misses 2-pt shot from 11 ft,,9-10,,
5:37.0,,,9-10,,Defensive rebound by M. Morris
5:32.0,,,9-10,,T. Rozier misses 2-pt shot from 5 ft
5:31.0,,,9-10,,Offensive rebound by T. Rozier
5:30.0,,,9-12,2,T. Rozier makes 2-pt shot at rim
5:24.0,Shooting foul by M. Morris (drawn by B. Simmons),,9-12,,
5:24.0,B. Simmons makes free throw 1 of 2,1,10-12,,
5:24.0,B. Simmons misses free throw 2 of 2,,10-12,,
5:24.0,,,10-12,,Defensive rebound by M. Morris
5:10.0,,,10-12,,A. Horford misses 3-pt shot from 27 ft
5:07.0,Defensive rebound by M. Belinelli,,10-12,,
5:01.0,Turnover by B. Simmons (lost ball; steal by T. Rozier),,10-12,,
4:59.0,,,10-12,,Shooting foul by M. Belinelli (drawn by J. Tatum)
4:59.0,,,10-13,1,J. Tatum makes free throw 1 of 2
4:59.0,,,10-14,1,J. Tatum makes free throw 2 of 2
4:47.0,Offensive charge foul by B. Simmons (drawn by S. Ojeleye),,10-14,,
4:47.0,Turnover by B. Simmons (offensive foul),,10-14,,
4:47.0,E. Ilyasova enters the game for D. Saric,,10-14,,
4:26.0,,,10-14,,T. Rozier misses 2-pt shot from 16 ft
4:23.0,Defensive rebound by E. Ilyasova,,10-14,,
4:18.0,Shooting foul by T. Rozier (drawn by R. Covington),,10-14,,
4:18.0,R. Covington makes free throw 1 of 3,1,11-14,,
4:18.0,R. Covington makes free throw 2 of 3,1,12-14,,
4:18.0,R. Covington makes free throw 3 of 3,1,13-14,,
4:03.0,,,13-16,2,M. Morris makes 2-pt shot from 6 ft
3:53.0,E. Ilyasova misses 2-pt shot at rim,,13-16,,
3:52.0,Offensive rebound by E. Ilyasova,,13-16,,
3:52.0,E. Ilyasova misses 2-pt shot at rim,,13-16,,
3:52.0,,,13-16,,Defensive rebound by Team
3:52.0,,,13-16,,A. Baynes enters the game for A. Horford
3:52.0,J. Embiid enters the game for A. Johnson,,13-16,,
3:52.0,J. Redick enters the game for R. Covington,,13-16,,
3:47.0,Jump ball: J. Tatum vs. B. Simmons (T. Rozier gains possession),,,,Jump ball: J. Tatum vs. B. Simmons (T. Rozier gains possession)
3:29.0,,,13-18,2,T. Rozier makes 2-pt shot from 7 ft
3:20.0,Turnover by E. Ilyasova (bad pass; steal by S. Ojeleye),,13-18,,
3:15.0,,,13-21,3,T. Rozier makes 3-pt shot from 26 ft
3:14.0,Philadelphia full timeout,,13-21,,
3:14.0,,,13-21,,M. Smart enters the game for J. Tatum
3:04.0,J. Embiid makes 2-pt shot from 15 ft (assist by E. Ilyasova),2,15-21,,
2:44.0,,,15-23,2,M. Morris makes 2-pt shot from 15 ft
2:29.0,E. Ilyasova misses 3-pt shot from 26 ft,,15-23,,
2:27.0,,,15-23,,Defensive rebound by M. Morris
2:20.0,,,15-23,,M. Smart misses 2-pt shot from 12 ft
2:17.0,Defensive rebound by B. Simmons,,15-23,,
2:09.0,B. Simmons makes 2-pt shot at rim (assist by J. Redick),2,17-23,,
1:55.0,,,17-23,,M. Morris misses 2-pt shot from 12 ft
1:53.0,Defensive rebound by J. Embiid,,17-23,,
1:47.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by B. Simmons),2,19-23,,
1:21.0,,,19-23,,M. Smart misses 2-pt shot from 2 ft
1:19.0,Defensive rebound by J. Embiid,,19-23,,
1:14.0,M. Belinelli makes 3-pt shot from 25 ft (assist by B. Simmons),3,22-23,,
0:59.0,,,22-25,2,M. Morris makes 2-pt shot at rim (assist by T. Rozier)
0:53.0,M. Belinelli misses 2-pt shot from 19 ft,,22-25,,
0:50.0,,,22-25,,Defensive rebound by T. Rozier
0:44.0,,,22-25,,S. Ojeleye misses 2-pt shot from 4 ft
0:40.0,Defensive rebound by J. Embiid,,22-25,,
0:33.0,E. Ilyasova misses 3-pt shot from 24 ft,,22-25,,
0:30.0,,,22-25,,Defensive rebound by T. Rozier
0:12.0,,,22-25,,S. Ojeleye misses 3-pt shot from 23 ft
0:09.0,,,22-25,,Offensive rebound by T. Rozier
0:00.0,,,22-25,,T. Rozier misses 2-pt shot from 4 ft
0:00.0,,,22-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,22-27,2,J. Tatum makes 2-pt shot from 17 ft (assist by M. Smart)
11:24.0,J. Redick misses 3-pt shot from 24 ft,,22-27,,
11:22.0,,,22-27,,Defensive rebound by J. Tatum
11:17.0,Personal foul by J. Anderson (drawn by J. Tatum),,22-27,,
11:11.0,,,22-27,,M. Smart misses 3-pt shot from 25 ft
11:07.0,Defensive rebound by J. Embiid,,22-27,,
10:55.0,J. Redick makes 2-pt shot from 3 ft (assist by E. Ilyasova),2,24-27,,
10:43.0,Personal foul by J. Anderson (drawn by J. Tatum),,24-27,,
10:33.0,,,24-27,,J. Tatum misses 2-pt shot from 19 ft
10:30.0,Defensive rebound by E. Ilyasova,,24-27,,
10:19.0,J. Redick makes 3-pt shot from 24 ft (assist by J. Embiid),3,27-27,,
9:59.0,,,27-27,,M. Morris misses 3-pt shot from 25 ft
9:55.0,Defensive rebound by E. Ilyasova,,27-27,,
9:49.0,J. Embiid misses 3-pt shot from 25 ft,,27-27,,
9:47.0,Offensive rebound by T. McConnell,,27-27,,
9:32.0,J. Embiid makes 2-pt shot from 18 ft,2,29-27,,
9:18.0,,,29-27,,M. Smart misses 3-pt shot from 26 ft
9:16.0,Defensive rebound by J. Anderson,,29-27,,
9:08.0,T. McConnell misses 2-pt shot from 13 ft,,29-27,,
9:03.0,,,29-27,,Defensive rebound by S. Ojeleye
8:58.0,,,29-30,3,M. Morris makes 3-pt shot from 23 ft (assist by M. Smart)
8:35.0,J. Embiid misses 2-pt shot from 6 ft,,29-30,,
8:32.0,,,29-30,,Defensive rebound by A. Baynes
8:28.0,Violation by J. Anderson (kicked ball),,29-30,,
8:28.0,R. Covington enters the game for J. Anderson,,29-30,,
8:16.0,,,29-30,,Turnover by J. Tatum (out of bounds lost ball)
8:01.0,E. Ilyasova misses 2-pt shot from 7 ft,,29-30,,
7:57.0,Offensive rebound by E. Ilyasova,,29-30,,
7:57.0,E. Ilyasova misses 2-pt shot at rim,,29-30,,
7:55.0,Offensive rebound by E. Ilyasova,,29-30,,
7:55.0,E. Ilyasova makes 2-pt shot at rim,2,31-30,,
7:44.0,,,31-30,,A. Baynes misses 3-pt shot from 24 ft
7:44.0,Defensive rebound by J. Embiid,,31-30,,
7:33.0,Turnover by J. Redick (bad pass; steal by M. Smart),,31-30,,
7:28.0,,,31-33,3,S. Ojeleye makes 3-pt shot from 23 ft (assist by J. Tatum)
7:05.0,Shooting foul by A. Baynes (drawn by J. Embiid),,31-33,,
7:05.0,J. Embiid makes free throw 1 of 2,1,32-33,,
7:05.0,,,32-33,,A. Horford enters the game for M. Smart
7:05.0,,,32-33,,S. Larkin enters the game for A. Baynes
7:05.0,M. Belinelli enters the game for T. McConnell,,32-33,,
7:05.0,D. Saric enters the game for J. Redick,,32-33,,
7:05.0,B. Simmons enters the game for E. Ilyasova,,32-33,,
7:05.0,J. Embiid makes free throw 2 of 2,1,33-33,,
6:42.0,,,33-35,2,A. Horford makes 2-pt shot from 9 ft
6:23.0,J. Embiid misses 2-pt shot from 7 ft,,33-35,,
6:21.0,,,33-35,,Defensive rebound by A. Horford
6:03.0,,,33-37,2,A. Horford makes 2-pt shot from 1 ft (assist by S. Larkin)
6:03.0,Philadelphia full timeout,,33-37,,
6:03.0,,,33-37,,T. Rozier enters the game for M. Morris
6:03.0,A. Johnson enters the game for J. Embiid,,33-37,,
5:45.0,M. Belinelli misses 2-pt shot from 20 ft,,33-37,,
5:42.0,,,33-37,,Defensive rebound by S. Larkin
5:26.0,,,33-37,,S. Larkin misses 2-pt shot from 18 ft
5:25.0,,,33-37,,Offensive rebound by Team
5:14.0,,,33-39,2,A. Horford makes 2-pt shot from 1 ft (assist by S. Larkin)
5:05.0,D. Saric misses 3-pt shot from 25 ft,,33-39,,
5:02.0,,,33-39,,Defensive rebound by T. Rozier
4:57.0,Personal foul by A. Johnson (drawn by A. Horford),,33-39,,
4:51.0,,,33-41,2,J. Tatum makes 2-pt shot from 1 ft (assist by A. Horford)
4:40.0,R. Covington misses 3-pt shot from 25 ft,,33-41,,
4:36.0,,,33-41,,Defensive rebound by A. Horford
4:25.0,,,33-43,2,A. Horford makes 2-pt shot from 3 ft (assist by T. Rozier)
4:23.0,Philadelphia full timeout,,33-43,,
4:23.0,,,33-43,,A. Baynes enters the game for S. Ojeleye
4:23.0,J. Embiid enters the game for M. Belinelli,,33-43,,
4:23.0,J. Redick enters the game for A. Johnson,,33-43,,
4:11.0,B. Simmons makes 2-pt shot from 3 ft,2,35-43,,
3:49.0,,,35-46,3,A. Baynes makes 3-pt shot from 22 ft (assist by T. Rozier)
3:39.0,,,35-46,,Personal foul by A. Baynes (drawn by D. Saric)
3:31.0,J. Embiid makes 2-pt shot from 15 ft (assist by J. Redick),2,37-46,,
3:14.0,,,37-46,,S. Larkin misses 2-pt shot from 4 ft (block by R. Covington)
3:14.0,,,37-46,,Offensive rebound by Team
3:12.0,,,37-49,3,J. Tatum makes 3-pt shot from 22 ft (assist by S. Larkin)
2:53.0,B. Simmons makes 2-pt shot at rim (assist by J. Redick),2,39-49,,
2:31.0,,,39-49,,T. Rozier misses 2-pt shot from 3 ft
2:28.0,Defensive rebound by J. Embiid,,39-49,,
2:20.0,J. Redick makes 2-pt shot from 15 ft (assist by R. Covington),2,41-49,,
1:54.0,,,41-51,2,A. Horford makes 2-pt shot from 11 ft
1:44.0,Shooting foul by A. Horford (drawn by B. Simmons),,41-51,,
1:44.0,B. Simmons misses free throw 1 of 2,,41-51,,
1:44.0,Offensive rebound by Team,,41-51,,
1:44.0,,,41-51,,M. Smart enters the game for S. Larkin
1:44.0,,,41-51,,M. Morris enters the game for A. Baynes
1:44.0,B. Simmons makes free throw 2 of 2,1,42-51,,
1:27.0,,,42-53,2,J. Tatum makes 2-pt shot from 1 ft (assist by A. Horford)
1:11.0,B. Simmons misses 2-pt shot from 4 ft,,42-53,,
1:07.0,Offensive rebound by D. Saric,,42-53,,
1:07.0,Turnover by B. Simmons (traveling),,42-53,,
0:45.0,,,42-53,,T. Rozier misses 3-pt shot from 23 ft
0:43.0,Defensive rebound by Team,,42-53,,
0:37.0,,,42-53,,Personal foul by M. Smart (drawn by J. Redick)
0:37.0,J. Redick misses free throw 1 of 2,,42-53,,
0:37.0,Offensive rebound by Team,,42-53,,
0:37.0,J. Redick makes free throw 2 of 2,1,43-53,,
0:27.0,,,43-56,3,T. Rozier makes 3-pt shot from 26 ft (assist by A. Horford)
0:05.0,J. Embiid makes 2-pt shot from 1 ft (assist by D. Saric),2,45-56,,
0:02.0,,,45-56,,Turnover by T. Rozier (out of bounds lost ball)
0:02.0,,,45-56,,S. Ojeleye enters the game for T. Rozier
0:00.0,J. Embiid misses 3-pt shot from 28 ft,,45-56,,
0:00.0,Offensive rebound by Team,,45-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,45-56,,J. Tatum misses 2-pt shot from 16 ft
11:39.0,Defensive rebound by J. Embiid,,45-56,,
11:23.0,Shooting foul by M. Smart (drawn by J. Redick),,45-56,,
11:23.0,J. Redick makes free throw 1 of 3,1,46-56,,
11:23.0,J. Redick makes free throw 2 of 3,1,47-56,,
11:23.0,J. Redick makes free throw 3 of 3,1,48-56,,
11:09.0,Personal foul by J. Redick (drawn by M. Smart),,48-56,,
11:03.0,,,48-56,,Turnover by A. Baynes (bad pass; steal by R. Covington)
10:50.0,J. Embiid makes 2-pt shot from 4 ft,2,50-56,,
10:27.0,,,50-59,3,M. Smart makes 3-pt shot from 25 ft
10:06.0,J. Embiid misses 2-pt shot from 15 ft,,50-59,,
10:03.0,,,50-59,,Defensive rebound by A. Horford
9:50.0,,,50-59,,J. Tatum misses 3-pt shot from 23 ft
9:49.0,,,50-59,,Offensive rebound by Team
9:49.0,Loose ball foul by J. Redick (drawn by A. Horford),,50-59,,
9:43.0,,,50-62,3,T. Rozier makes 3-pt shot from 22 ft (assist by M. Smart)
9:40.0,Philadelphia full timeout,,50-62,,
9:31.0,J. Embiid makes 2-pt shot from 3 ft (assist by D. Saric),2,52-62,,
9:19.0,,,52-64,2,J. Tatum makes 2-pt shot from 1 ft (assist by M. Smart)
9:00.0,J. Embiid makes 2-pt shot from 4 ft,2,54-64,,
8:36.0,,,54-64,,A. Horford misses 2-pt shot from 4 ft
8:34.0,Defensive rebound by R. Covington,,54-64,,
8:21.0,Shooting foul by M. Smart (drawn by D. Saric),,54-64,,
8:21.0,D. Saric makes free throw 1 of 2,1,55-64,,
8:21.0,D. Saric makes free throw 2 of 2,1,56-64,,
8:02.0,,,56-64,,M. Smart misses 3-pt shot from 25 ft
7:59.0,,,56-64,,Offensive rebound by A. Baynes
7:57.0,,,56-64,,M. Smart misses 3-pt shot from 25 ft
7:54.0,Defensive rebound by B. Simmons,,56-64,,
7:53.0,M. Belinelli enters the game for J. Redick,,56-64,,
7:47.0,B. Simmons misses 2-pt shot from 7 ft,,56-64,,
7:46.0,Offensive rebound by Team,,56-64,,
7:46.0,,,56-64,,Loose ball foul by A. Baynes (drawn by J. Embiid)
7:31.0,J. Embiid makes 2-pt shot from 2 ft,2,58-64,,
7:14.0,,,58-67,3,M. Smart makes 3-pt shot from 26 ft (assist by A. Baynes)
6:52.0,Turnover by J. Embiid (out of bounds lost ball),,58-67,,
6:52.0,E. Ilyasova enters the game for J. Embiid,,58-67,,
6:30.0,,,58-70,3,A. Baynes makes 3-pt shot from 22 ft (assist by T. Rozier)
6:11.0,R. Covington misses 2-pt shot from 3 ft,,58-70,,
6:10.0,,,58-70,,Defensive rebound by Team
5:57.0,,,58-70,,J. Tatum misses 3-pt shot from 23 ft
5:53.0,Defensive rebound by B. Simmons,,58-70,,
5:50.0,R. Covington misses 3-pt shot from 25 ft,,58-70,,
5:46.0,,,58-70,,Defensive rebound by A. Baynes
5:39.0,,,58-70,,Shooting foul by E. Ilyasova (drawn by A. Horford)
5:39.0,,,58-71,1,A. Horford makes free throw 1 of 2
5:39.0,,,58-71,,M. Morris enters the game for M. Smart
5:39.0,,,58-71,,S. Ojeleye enters the game for A. Baynes
5:39.0,,,58-72,1,A. Horford makes free throw 2 of 2
5:21.0,D. Saric makes 2-pt shot from 2 ft,2,60-72,,
5:07.0,,,60-72,,Turnover by A. Horford (lost ball; steal by E. Ilyasova)
5:01.0,B. Simmons makes 2-pt shot at rim,2,62-72,,
5:01.0,,,62-72,,Boston full timeout
4:47.0,,,62-74,2,A. Horford makes 2-pt shot from 2 ft (assist by T. Rozier)
4:33.0,M. Belinelli misses 2-pt shot from 2 ft (block by J. Tatum),,62-74,,
4:29.0,,,62-74,,Defensive rebound by M. Morris
4:27.0,,,62-74,,S. Ojeleye misses 2-pt shot from 23 ft
4:24.0,Defensive rebound by B. Simmons,,62-74,,
4:19.0,B. Simmons misses 2-pt shot from 2 ft,,62-74,,
4:17.0,,,62-74,,Defensive rebound by A. Horford
4:14.0,,,62-76,2,J. Tatum makes 2-pt shot at rim (assist by A. Horford)
3:48.0,E. Ilyasova misses 3-pt shot from 25 ft,,62-76,,
3:44.0,,,62-76,,Defensive rebound by J. Tatum
3:38.0,,,62-76,,Turnover by J. Tatum (bad pass; steal by D. Saric)
3:33.0,B. Simmons makes 2-pt shot at rim,2,64-76,,
3:33.0,Shooting foul by S. Ojeleye (drawn by B. Simmons),,64-76,,
3:33.0,,,64-76,,S. Larkin enters the game for J. Tatum
3:33.0,,,64-76,,M. Smart enters the game for T. Rozier
3:33.0,J. Embiid enters the game for D. Saric,,64-76,,
3:33.0,J. Redick enters the game for R. Covington,,64-76,,
3:33.0,B. Simmons makes free throw 1 of 1,1,65-76,,
3:23.0,,,65-76,,M. Morris misses 3-pt shot from 26 ft
3:20.0,Defensive rebound by J. Embiid,,65-76,,
3:15.0,B. Simmons misses 2-pt shot from 2 ft,,65-76,,
3:13.0,,,65-76,,Defensive rebound by A. Horford
3:03.0,,,65-79,3,A. Horford makes 3-pt shot from 26 ft (assist by M. Smart)
2:49.0,M. Belinelli makes 2-pt shot from 20 ft (assist by J. Embiid),2,67-79,,
2:23.0,,,67-79,,Shooting foul by B. Simmons (drawn by A. Horford)
2:23.0,,,67-80,1,A. Horford makes free throw 1 of 2
2:23.0,,,67-81,1,A. Horford makes free throw 2 of 2
2:11.0,,,67-81,,Personal foul by A. Horford (drawn by J. Embiid)
2:11.0,J. Embiid misses free throw 1 of 2,,67-81,,
2:11.0,Offensive rebound by Team,,67-81,,
2:11.0,,,67-81,,A. Baynes enters the game for A. Horford
2:11.0,J. Embiid makes free throw 2 of 2,1,68-81,,
1:52.0,,,68-81,,M. Smart misses 3-pt shot from 26 ft
1:49.0,Defensive rebound by J. Redick,,68-81,,
1:43.0,Shooting foul by A. Baynes (drawn by J. Embiid),,68-81,,
1:43.0,J. Embiid makes free throw 1 of 2,1,69-81,,
1:43.0,J. Embiid makes free throw 2 of 2,1,70-81,,
1:22.0,,,70-84,3,S. Larkin makes 3-pt shot from 26 ft
1:09.0,Jump ball: M. Smart vs. J. Redick (S. Larkin gains possession),,,,Jump ball: M. Smart vs. J. Redick (S. Larkin gains possession)
1:09.0,Turnover by B. Simmons (bad pass),,70-84,,
0:59.0,,,70-84,,S. Larkin misses 2-pt shot from 3 ft (block by B. Simmons)
0:55.0,Defensive rebound by J. Embiid,,70-84,,
0:53.0,Offensive foul by B. Simmons (drawn by S. Larkin),,70-84,,
0:53.0,Turnover by B. Simmons (offensive foul),,70-84,,
0:44.0,,,70-84,,M. Morris misses 2-pt shot from 18 ft
0:40.0,,,70-84,,Offensive rebound by M. Smart
0:40.0,,,70-86,2,M. Smart makes 2-pt shot from 2 ft
0:40.0,,,70-86,,Shooting foul by J. Embiid (drawn by M. Smart)
0:40.0,,,70-87,1,M. Smart makes free throw 1 of 1
0:31.0,J. Redick makes 2-pt shot from 19 ft (assist by J. Embiid),2,72-87,,
0:09.0,,,72-87,,Boston full timeout
0:09.0,,,72-87,,J. Tatum enters the game for S. Ojeleye
0:09.0,,,72-87,,A. Horford enters the game for A. Baynes
0:07.0,,,72-87,,Turnover by A. Horford (bad pass; steal by B. Simmons)
0:05.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Simmons),3,75-87,,
0:01.0,,,75-87,,J. Tatum misses 3-pt shot from 27 ft
0:01.0,,,75-87,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,75-87,,Personal foul by J. Tatum (drawn by B. Simmons)
11:48.0,,,75-87,,Personal foul by M. Morris (drawn by B. Simmons)
11:41.0,J. Redick misses 3-pt shot from 26 ft,,75-87,,
11:40.0,,,75-87,,Defensive rebound by Team
11:40.0,Loose ball foul by D. Saric (drawn by J. Tatum),,75-87,,
11:17.0,,,75-87,,A. Baynes misses 2-pt shot from 17 ft
11:13.0,,,75-87,,Offensive rebound by M. Smart
11:12.0,,,75-87,,M. Smart misses 2-pt shot from 4 ft
11:10.0,Defensive rebound by J. Embiid,,75-87,,
10:58.0,D. Saric misses 3-pt shot from 27 ft,,75-87,,
10:53.0,,,75-87,,Defensive rebound by M. Smart
10:46.0,,,75-87,,S. Larkin misses 2-pt shot from 1 ft
10:44.0,Defensive rebound by B. Simmons,,75-87,,
10:41.0,J. Embiid makes 2-pt shot at rim (assist by B. Simmons),2,77-87,,
10:24.0,,,77-87,,M. Morris misses 2-pt shot from 19 ft
10:23.0,Defensive rebound by J. Redick,,77-87,,
10:11.0,J. Embiid misses 2-pt shot from 3 ft (block by A. Baynes),,77-87,,
10:09.0,Offensive rebound by Team,,77-87,,
10:09.0,,,77-87,,T. Rozier enters the game for M. Morris
10:07.0,Shooting foul by T. Rozier (drawn by M. Belinelli),,77-87,,
10:07.0,M. Belinelli makes free throw 1 of 2,1,78-87,,
10:07.0,M. Belinelli makes free throw 2 of 2,1,79-87,,
9:59.0,,,79-87,,Shooting foul by J. Redick (drawn by J. Tatum)
9:59.0,,,79-88,1,J. Tatum makes free throw 1 of 2
9:59.0,,,79-88,,J. Tatum misses free throw 2 of 2
9:57.0,Defensive rebound by B. Simmons,,79-88,,
9:40.0,Turnover by J. Embiid (out of bounds lost ball),,79-88,,
9:35.0,,,79-91,3,T. Rozier makes 3-pt shot from 25 ft (assist by M. Smart)
9:32.0,Philadelphia full timeout,,79-91,,
9:32.0,,,79-91,,A. Horford enters the game for A. Baynes
9:32.0,R. Covington enters the game for J. Redick,,79-91,,
9:32.0,E. Ilyasova enters the game for J. Embiid,,79-91,,
9:15.0,Shooting foul by A. Horford (drawn by E. Ilyasova),,79-91,,
9:15.0,E. Ilyasova misses free throw 1 of 2,,79-91,,
9:15.0,Offensive rebound by Team,,79-91,,
9:15.0,E. Ilyasova misses free throw 2 of 2,,79-91,,
9:13.0,,,79-91,,Defensive rebound by A. Horford
8:55.0,,,79-91,,J. Tatum misses 2-pt shot from 2 ft
8:51.0,Defensive rebound by E. Ilyasova,,79-91,,
8:49.0,M. Belinelli misses 3-pt shot from 25 ft,,79-91,,
8:45.0,Offensive rebound by D. Saric,,79-91,,
8:42.0,R. Covington misses 3-pt shot from 25 ft,,79-91,,
8:37.0,,,79-91,,Defensive rebound by T. Rozier
8:33.0,,,79-93,2,T. Rozier makes 2-pt shot from 2 ft
8:19.0,D. Saric misses 3-pt shot from 27 ft,,79-93,,
8:17.0,,,79-93,,Defensive rebound by S. Larkin
8:09.0,Personal foul by M. Belinelli (drawn by M. Smart),,79-93,,
7:54.0,,,79-93,,T. Rozier misses 3-pt shot from 26 ft
7:51.0,Defensive rebound by E. Ilyasova,,79-93,,
7:41.0,,,79-93,,Personal foul by S. Larkin (drawn by M. Belinelli)
7:41.0,M. Belinelli makes free throw 1 of 2,1,80-93,,
7:41.0,,,80-93,,M. Morris enters the game for M. Smart
7:41.0,J. Embiid enters the game for R. Covington,,80-93,,
7:41.0,J. Redick enters the game for E. Ilyasova,,80-93,,
7:41.0,M. Belinelli makes free throw 2 of 2,1,81-93,,
7:21.0,,,81-93,,Turnover by J. Tatum (step out of bounds)
7:08.0,M. Belinelli makes 2-pt shot from 2 ft (assist by D. Saric),2,83-93,,
6:47.0,,,83-95,2,M. Morris makes 2-pt shot from 10 ft (assist by J. Tatum)
6:38.0,J. Embiid makes 3-pt shot from 26 ft (assist by B. Simmons),3,86-95,,
6:12.0,,,86-97,2,A. Horford makes 2-pt shot from 13 ft (assist by T. Rozier)
5:56.0,B. Simmons makes 2-pt shot from 2 ft (assist by J. Embiid),2,88-97,,
5:32.0,,,88-100,3,A. Horford makes 3-pt shot from 24 ft (assist by S. Larkin)
5:30.0,Philadelphia full timeout,,88-100,,
5:14.0,J. Embiid makes 2-pt shot from 1 ft,2,90-100,,
4:54.0,,,90-103,3,T. Rozier makes 3-pt shot from 27 ft (assist by M. Morris)
4:31.0,,,90-103,,Personal take foul by S. Larkin (drawn by B. Simmons)
4:31.0,B. Simmons misses free throw 1 of 2,,90-103,,
4:31.0,Offensive rebound by Team,,90-103,,
4:31.0,,,90-103,,M. Smart enters the game for S. Larkin
4:31.0,B. Simmons misses free throw 2 of 2,,90-103,,
4:27.0,Offensive rebound by J. Embiid,,90-103,,
4:26.0,J. Embiid misses 2-pt shot from 2 ft,,90-103,,
4:24.0,,,90-103,,Defensive rebound by J. Tatum
4:21.0,,,90-103,,Shooting foul by J. Redick (drawn by J. Tatum)
4:21.0,,,90-104,1,J. Tatum makes free throw 1 of 2
4:21.0,,,90-105,1,J. Tatum makes free throw 2 of 2
4:10.0,D. Saric makes 2-pt shot at rim (assist by B. Simmons),2,92-105,,
3:49.0,,,92-107,2,J. Tatum makes 2-pt shot at rim
