time,Indiana,pts.away,score,pts.home,Oklahoma City
8:38.0,D. Collison misses 2-pt shot from 12 ft,,5-5,,
8:34.0,,,5-5,,Defensive rebound by C. Anthony
8:30.0,,,5-7,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
8:17.0,D. Collison misses 2-pt shot from 17 ft,,5-7,,
8:15.0,,,5-7,,Defensive rebound by C. Anthony
8:11.0,,,5-9,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
7:50.0,D. Collison misses 2-pt shot from 14 ft,,5-9,,
7:48.0,Offensive rebound by D. Sabonis,,5-9,,
7:45.0,D. Sabonis misses 2-pt shot from 7 ft,,5-9,,
7:45.0,,,5-9,,Defensive rebound by R. Westbrook
7:38.0,,,5-11,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
7:38.0,,,5-11,,Shooting foul by D. Sabonis (drawn by S. Adams)
7:38.0,A. Jefferson enters the game for D. Sabonis,,5-11,,
7:38.0,,,5-12,1,S. Adams makes free throw 1 of 1
7:31.0,Indiana full timeout,,5-12,,
7:21.0,V. Oladipo makes 3-pt shot from 25 ft (assist by D. Collison),3,8-12,,
7:04.0,,,8-12,,C. Anthony misses 2-pt shot from 16 ft
7:00.0,Defensive rebound by V. Oladipo,,8-12,,
6:55.0,V. Oladipo makes 2-pt shot at rim,2,10-12,,
6:41.0,,,10-14,2,P. George makes 2-pt shot from 1 ft (assist by R. Westbrook)
6:31.0,,,10-14,,Personal foul by P. George (drawn by T. Young)
6:26.0,A. Jefferson misses 2-pt shot from 5 ft,,10-14,,
6:24.0,,,10-14,,Defensive rebound by R. Westbrook
6:21.0,Personal foul by A. Jefferson (drawn by S. Adams),,10-14,,
6:14.0,,,10-14,,Shooting foul by V. Oladipo (drawn by C. Anthony)
6:14.0,,,10-15,1,C. Anthony makes free throw 1 of 2
6:14.0,,,10-16,1,C. Anthony makes free throw 2 of 2
6:02.0,T. Young misses 2-pt shot from 2 ft (block by S. Adams),,10-16,,
6:02.0,Offensive rebound by Team,,10-16,,
5:56.0,Turnover by A. Jefferson (bad pass),,10-16,,
5:43.0,,,10-16,,Turnover by A. Roberson (out of bounds lost ball)
5:43.0,,,10-16,,J. Grant enters the game for C. Anthony
5:18.0,T. Young makes 3-pt shot from 22 ft (assist by A. Jefferson),3,13-16,,
5:08.0,,,13-16,,R. Westbrook misses 2-pt shot from 16 ft
5:05.0,Defensive rebound by T. Young,,13-16,,
4:51.0,Shooting foul by J. Grant (drawn by V. Oladipo),,13-16,,
4:51.0,V. Oladipo makes free throw 1 of 2,1,14-16,,
4:51.0,,,14-16,,A. Abrines enters the game for P. George
4:51.0,,,14-16,,J. Huestis enters the game for A. Roberson
4:51.0,L. Stephenson enters the game for T. Young,,14-16,,
4:51.0,T. Leaf enters the game for B. Bogdanovic,,14-16,,
4:51.0,V. Oladipo makes free throw 2 of 2,1,15-16,,
4:38.0,,,15-16,,Turnover by R. Westbrook (lost ball; steal by A. Jefferson)
4:34.0,D. Collison makes 2-pt shot from 1 ft (assist by T. Leaf),2,17-16,,
4:25.0,,,17-18,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
4:07.0,L. Stephenson misses 2-pt shot from 20 ft,,17-18,,
4:05.0,,,17-18,,Defensive rebound by J. Grant
4:02.0,,,17-18,,Turnover by R. Westbrook (bad pass; steal by A. Jefferson)
3:59.0,V. Oladipo makes 3-pt shot from 25 ft,3,20-18,,
3:41.0,,,20-18,,J. Grant misses 2-pt shot at rim (block by V. Oladipo)
3:41.0,Defensive rebound by Team,,20-18,,
3:41.0,,,20-18,,P. Patterson enters the game for S. Adams
3:41.0,C. Joseph enters the game for D. Collison,,20-18,,
3:34.0,,,20-21,3,R. Westbrook makes 3-pt shot from 24 ft (assist by P. Patterson)
3:15.0,V. Oladipo misses 2-pt shot from 14 ft,,20-21,,
3:13.0,,,20-21,,Defensive rebound by Team
3:04.0,,,20-21,,A. Abrines misses 2-pt shot from 10 ft
2:59.0,,,20-21,,Offensive rebound by J. Huestis
2:58.0,,,20-24,3,A. Abrines makes 3-pt shot from 25 ft (assist by P. Patterson)
2:42.0,V. Oladipo makes 2-pt shot from 1 ft,2,22-24,,
2:33.0,,,22-26,2,R. Westbrook makes 2-pt shot from 13 ft
2:09.0,C. Joseph misses 2-pt shot from 10 ft,,22-26,,
2:07.0,,,22-26,,Defensive rebound by J. Grant
2:03.0,,,22-26,,A. Abrines misses 2-pt shot from 1 ft
2:02.0,Defensive rebound by L. Stephenson,,22-26,,
1:54.0,A. Jefferson misses 2-pt shot from 6 ft,,22-26,,
1:52.0,,,22-26,,Defensive rebound by P. Patterson
1:45.0,,,22-26,,R. Westbrook misses 3-pt shot from 24 ft
1:42.0,Defensive rebound by A. Jefferson,,22-26,,
1:42.0,,,22-26,,Personal foul by R. Westbrook (drawn by A. Jefferson)
1:42.0,,,22-26,,Oklahoma City full timeout
1:42.0,,,22-26,,R. Felton enters the game for R. Westbrook
1:42.0,D. Collison enters the game for V. Oladipo,,22-26,,
1:29.0,,,22-26,,Shooting block foul by J. Grant (drawn by A. Jefferson)
1:29.0,A. Jefferson makes free throw 1 of 2,1,23-26,,
1:29.0,A. Jefferson makes free throw 2 of 2,1,24-26,,
1:18.0,,,24-26,,P. Patterson misses 3-pt shot from 24 ft
1:14.0,Defensive rebound by T. Leaf,,24-26,,
1:11.0,Shooting foul by J. Huestis (drawn by L. Stephenson),,24-26,,
1:11.0,L. Stephenson makes free throw 1 of 2,1,25-26,,
1:11.0,,,25-26,,C. Anthony enters the game for J. Huestis
1:11.0,T. Young enters the game for A. Jefferson,,25-26,,
1:11.0,L. Stephenson misses free throw 2 of 2,,25-26,,
1:10.0,,,25-26,,Defensive rebound by C. Anthony
0:55.0,Personal foul by C. Joseph (drawn by J. Grant),,25-26,,
0:55.0,,,25-27,1,J. Grant makes free throw 1 of 2
0:55.0,,,25-28,1,J. Grant makes free throw 2 of 2
0:42.0,L. Stephenson makes 2-pt shot from 16 ft,2,27-28,,
0:35.0,,,27-28,,R. Felton misses 2-pt shot from 16 ft
0:32.0,Defensive rebound by L. Stephenson,,27-28,,
0:11.0,L. Stephenson misses 3-pt shot from 25 ft,,27-28,,
0:07.0,,,27-28,,Defensive rebound by C. Anthony
0:00.0,,,27-30,2,C. Anthony makes 2-pt shot from 1 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,L. Stephenson misses 2-pt shot from 2 ft (block by C. Anthony),,27-30,,
11:43.0,,,27-30,,Defensive rebound by P. George
11:40.0,,,27-33,3,C. Anthony makes 3-pt shot from 24 ft
11:27.0,Turnover by T. Young (lost ball; steal by J. Grant),,27-33,,
11:21.0,,,27-33,,R. Felton misses 3-pt shot from 22 ft
11:19.0,Defensive rebound by L. Stephenson,,27-33,,
11:11.0,T. Young makes 2-pt shot from 1 ft (assist by L. Stephenson),2,29-33,,
10:48.0,,,29-35,2,C. Anthony makes 2-pt shot from 17 ft (assist by R. Felton)
10:28.0,,,29-35,,Personal foul by A. Abrines (drawn by L. Stephenson)
10:17.0,T. Young makes 3-pt shot from 24 ft (assist by C. Joseph),3,32-35,,
9:59.0,Personal foul by T. Young (drawn by C. Anthony),,32-35,,
9:59.0,,,32-35,,J. Huestis enters the game for A. Abrines
9:49.0,,,32-35,,P. George misses 3-pt shot from 24 ft
9:45.0,Defensive rebound by D. Collison,,32-35,,
9:29.0,C. Joseph misses 3-pt shot from 25 ft,,32-35,,
9:27.0,Offensive rebound by Team,,32-35,,
9:27.0,Shooting foul by J. Huestis (drawn by D. Collison),,32-35,,
9:27.0,D. Collison makes free throw 1 of 2,1,33-35,,
9:27.0,D. Collison makes free throw 2 of 2,1,34-35,,
9:11.0,Personal foul by T. Leaf (drawn by R. Felton),,34-35,,
9:11.0,,,34-35,,S. Adams enters the game for J. Grant
9:11.0,D. Sabonis enters the game for T. Leaf,,34-35,,
9:03.0,,,34-35,,J. Huestis misses 3-pt shot from 24 ft
9:02.0,Defensive rebound by L. Stephenson,,34-35,,
8:51.0,T. Young makes 3-pt shot from 24 ft (assist by D. Collison),3,37-35,,
8:35.0,,,37-37,2,R. Felton makes 2-pt shot from 1 ft
8:22.0,C. Joseph misses 3-pt shot from 25 ft,,37-37,,
8:20.0,,,37-37,,Defensive rebound by C. Anthony
8:16.0,,,37-37,,C. Anthony misses 3-pt shot from 24 ft
8:14.0,,,37-37,,Offensive rebound by Team
8:14.0,Loose ball foul by D. Sabonis (drawn by S. Adams),,37-37,,
8:14.0,,,37-37,,R. Westbrook enters the game for R. Felton
8:14.0,A. Jefferson enters the game for D. Sabonis,,37-37,,
8:10.0,,,37-37,,Turnover by R. Westbrook (bad pass; steal by C. Joseph)
8:03.0,D. Collison misses 3-pt shot from 24 ft,,37-37,,
8:03.0,Offensive rebound by Team,,37-37,,
8:03.0,,,37-37,,Loose ball foul by C. Anthony (drawn by T. Young)
8:03.0,,,37-37,,J. Grant enters the game for C. Anthony
7:50.0,L. Stephenson misses 3-pt shot from 24 ft,,37-37,,
7:47.0,,,37-37,,Defensive rebound by R. Westbrook
7:40.0,,,37-39,2,S. Adams makes 2-pt shot from 3 ft (assist by R. Westbrook)
7:29.0,Shooting foul by J. Grant (drawn by D. Collison),,37-39,,
7:29.0,D. Collison makes free throw 1 of 2,1,38-39,,
7:29.0,,,38-39,,P. Patterson enters the game for J. Grant
7:29.0,B. Bogdanovic enters the game for T. Young,,38-39,,
7:29.0,D. Collison makes free throw 2 of 2,1,39-39,,
7:21.0,,,39-39,,P. George misses 3-pt shot from 23 ft
7:17.0,,,39-39,,Offensive rebound by P. Patterson
7:10.0,,,39-39,,Shooting foul by L. Stephenson (drawn by P. George)
7:10.0,,,39-40,1,P. George makes free throw 1 of 2
7:10.0,V. Oladipo enters the game for D. Collison,,39-40,,
7:10.0,,,39-41,1,P. George makes free throw 2 of 2
6:50.0,Shooting foul by J. Huestis (drawn by B. Bogdanovic),,39-41,,
6:50.0,,,39-41,,Oklahoma City full timeout
6:50.0,,,39-41,,A. Roberson enters the game for J. Huestis
6:50.0,B. Bogdanovic makes free throw 1 of 2,1,40-41,,
6:50.0,B. Bogdanovic makes free throw 2 of 2,1,41-41,,
6:37.0,,,41-41,,Offensive charge foul by P. George (drawn by A. Jefferson)
6:37.0,,,41-41,,Turnover by P. George (offensive foul)
6:37.0,,,41-41,,J. Huestis enters the game for P. George
6:16.0,L. Stephenson misses 2-pt shot from 4 ft,,41-41,,
6:14.0,,,41-41,,Defensive rebound by S. Adams
5:55.0,,,41-41,,J. Huestis misses 3-pt shot from 25 ft
5:52.0,Defensive rebound by A. Jefferson,,41-41,,
5:41.0,V. Oladipo misses 3-pt shot from 26 ft,,41-41,,
5:41.0,,,41-41,,Defensive rebound by Team
5:40.0,D. Collison enters the game for L. Stephenson,,41-41,,
5:27.0,,,41-43,2,R. Westbrook makes 2-pt shot from 14 ft
5:19.0,Turnover by A. Jefferson (traveling),,41-43,,
5:19.0,,,41-43,,C. Anthony enters the game for P. Patterson
5:19.0,T. Young enters the game for C. Joseph,,41-43,,
5:08.0,,,41-45,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
4:46.0,Offensive foul by B. Bogdanovic (drawn by J. Huestis),,41-45,,
4:46.0,Turnover by B. Bogdanovic (offensive foul),,41-45,,
4:35.0,,,41-45,,C. Anthony misses 2-pt shot from 23 ft
4:33.0,Defensive rebound by A. Jefferson,,41-45,,
4:17.0,Turnover by V. Oladipo (bad pass),,41-45,,
4:01.0,,,41-45,,J. Huestis misses 2-pt shot from 11 ft
3:58.0,Defensive rebound by B. Bogdanovic,,41-45,,
3:45.0,B. Bogdanovic misses 3-pt shot from 25 ft,,41-45,,
3:43.0,,,41-45,,Defensive rebound by R. Westbrook
3:39.0,,,41-45,,Shooting foul by D. Collison (drawn by C. Anthony)
3:39.0,,,41-45,,C. Anthony misses free throw 1 of 2
3:39.0,,,41-45,,Offensive rebound by Team
3:39.0,,,41-46,1,C. Anthony makes free throw 2 of 2
3:33.0,Indiana full timeout,,41-46,,
3:20.0,V. Oladipo makes 3-pt shot from 25 ft,3,44-46,,
3:06.0,,,44-48,2,C. Anthony makes 2-pt shot from 13 ft (assist by R. Westbrook)
2:52.0,Turnover by B. Bogdanovic (bad pass; steal by S. Adams),,44-48,,
2:46.0,,,44-48,,Turnover by R. Westbrook (bad pass; steal by T. Young)
2:42.0,Turnover by B. Bogdanovic (step out of bounds),,44-48,,
2:32.0,,,44-48,,S. Adams misses 2-pt shot from 1 ft
2:29.0,Defensive rebound by D. Collison,,44-48,,
2:10.0,D. Collison misses 2-pt shot from 18 ft,,44-48,,
2:07.0,,,44-48,,Defensive rebound by Team
1:58.0,,,44-48,,R. Westbrook misses 2-pt shot from 15 ft
1:52.0,,,44-48,,Offensive rebound by S. Adams
1:51.0,,,44-48,,S. Adams misses 2-pt shot at rim
1:51.0,Defensive rebound by A. Jefferson,,44-48,,
1:48.0,V. Oladipo makes 2-pt shot from 4 ft,2,46-48,,
1:40.0,,,46-51,3,C. Anthony makes 3-pt shot from 24 ft (assist by R. Westbrook)
1:23.0,T. Young misses 3-pt shot from 25 ft,,46-51,,
1:21.0,,,46-51,,Defensive rebound by C. Anthony
1:13.0,,,46-51,,R. Westbrook misses 3-pt shot from 24 ft
1:10.0,Defensive rebound by V. Oladipo,,46-51,,
0:59.0,D. Collison misses 2-pt shot from 1 ft (block by A. Roberson),,46-51,,
0:57.0,,,46-51,,Defensive rebound by J. Huestis
0:55.0,Personal foul by A. Jefferson (drawn by R. Westbrook),,46-51,,
0:55.0,,,46-51,,R. Westbrook misses free throw 1 of 2
0:55.0,,,46-51,,Offensive rebound by Team
0:55.0,C. Joseph enters the game for D. Collison,,46-51,,
0:55.0,,,46-52,1,R. Westbrook makes free throw 2 of 2
0:44.0,,,46-52,,Personal foul by A. Roberson (drawn by V. Oladipo)
0:44.0,V. Oladipo makes free throw 1 of 2,1,47-52,,
0:44.0,,,47-52,,R. Felton enters the game for A. Roberson
0:44.0,V. Oladipo makes free throw 2 of 2,1,48-52,,
0:36.0,,,48-54,2,R. Westbrook makes 2-pt shot from 1 ft
0:25.0,Turnover by B. Bogdanovic (bad pass; steal by R. Westbrook),,48-54,,
0:05.0,,,48-54,,C. Anthony misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by T. Young,,48-54,,
0:00.0,T. Young misses 3-pt shot from 43 ft,,48-54,,
0:00.0,Offensive rebound by Team,,48-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Turnover by D. Collison (traveling),,48-54,,
11:37.0,,,48-56,2,P. George makes 2-pt shot from 22 ft
11:16.0,D. Collison makes 3-pt shot from 24 ft (assist by D. Sabonis),3,51-56,,
10:55.0,,,51-56,,P. George misses 2-pt shot from 18 ft
10:55.0,,,51-56,,Offensive rebound by A. Roberson
10:48.0,,,51-59,3,C. Anthony makes 3-pt shot from 25 ft (assist by A. Roberson)
10:25.0,D. Sabonis misses 2-pt shot from 17 ft,,51-59,,
10:22.0,,,51-59,,Defensive rebound by C. Anthony
10:14.0,,,51-61,2,S. Adams makes 2-pt shot from 4 ft (assist by R. Westbrook)
10:02.0,,,51-61,,Personal foul by P. George (drawn by V. Oladipo)
9:48.0,B. Bogdanovic misses 3-pt shot from 25 ft,,51-61,,
9:46.0,,,51-61,,Defensive rebound by Team
9:30.0,,,51-61,,A. Roberson misses 2-pt shot from 1 ft
9:30.0,,,51-61,,Offensive rebound by A. Roberson
9:24.0,,,51-61,,A. Roberson misses 2-pt shot at rim
9:23.0,,,51-61,,Offensive rebound by S. Adams
9:23.0,,,51-61,,C. Anthony misses 3-pt shot from 26 ft
9:18.0,Defensive rebound by V. Oladipo,,51-61,,
9:13.0,Turnover by D. Collison (bad pass),,51-61,,
9:13.0,,,51-61,,J. Huestis enters the game for P. George
9:01.0,,,51-61,,Turnover by S. Adams (turnover)
8:50.0,Shooting foul by A. Roberson (drawn by V. Oladipo),,51-61,,
8:50.0,V. Oladipo makes free throw 1 of 2,1,52-61,,
8:50.0,V. Oladipo makes free throw 2 of 2,1,53-61,,
8:39.0,,,53-63,2,R. Westbrook makes 2-pt shot from 1 ft
8:32.0,B. Bogdanovic misses 3-pt shot from 24 ft,,53-63,,
8:29.0,,,53-63,,Defensive rebound by C. Anthony
8:19.0,,,53-65,2,S. Adams makes 2-pt shot from 1 ft
8:00.0,Shooting foul by J. Huestis (drawn by B. Bogdanovic),,53-65,,
8:00.0,B. Bogdanovic makes free throw 1 of 2,1,54-65,,
8:00.0,B. Bogdanovic makes free throw 2 of 2,1,55-65,,
7:45.0,,,55-65,,R. Westbrook misses 2-pt shot from 8 ft
7:41.0,,,55-65,,Offensive rebound by R. Westbrook
7:41.0,,,55-67,2,R. Westbrook makes 2-pt shot at rim
7:23.0,D. Collison makes 2-pt shot from 14 ft,2,57-67,,
7:11.0,,,57-70,3,J. Huestis makes 3-pt shot from 25 ft (assist by R. Westbrook)
6:58.0,Turnover by B. Bogdanovic (out of bounds lost ball),,57-70,,
6:58.0,,,57-70,,Oklahoma City full timeout
6:47.0,,,57-70,,J. Huestis misses 3-pt shot from 23 ft
6:47.0,,,57-70,,Offensive rebound by Team
6:47.0,Loose ball foul by D. Sabonis (drawn by S. Adams),,57-70,,
6:47.0,A. Jefferson enters the game for D. Sabonis,,57-70,,
6:38.0,,,57-70,,R. Westbrook misses 2-pt shot from 8 ft
6:35.0,Defensive rebound by A. Jefferson,,57-70,,
6:33.0,Turnover by D. Collison (bad pass),,57-70,,
6:18.0,,,57-70,,Turnover by J. Huestis (bad pass; steal by D. Collison)
6:12.0,V. Oladipo misses 2-pt shot from 2 ft (block by S. Adams),,57-70,,
6:10.0,,,57-70,,Defensive rebound by R. Westbrook
6:06.0,,,57-70,,C. Anthony misses 3-pt shot from 24 ft
6:06.0,,,57-70,,Offensive rebound by S. Adams
6:00.0,,,57-70,,S. Adams misses 2-pt shot at rim
6:00.0,,,57-70,,Offensive rebound by S. Adams
5:59.0,,,57-70,,S. Adams misses 2-pt shot at rim
5:58.0,,,57-70,,Offensive rebound by J. Huestis
5:55.0,,,57-70,,Turnover by C. Anthony (lost ball; steal by D. Collison)
5:45.0,T. Young misses 2-pt shot at rim,,57-70,,
5:45.0,Offensive rebound by A. Jefferson,,57-70,,
5:43.0,A. Jefferson makes 2-pt shot from 1 ft,2,59-70,,
5:43.0,Shooting foul by S. Adams (drawn by A. Jefferson),,59-70,,
5:43.0,,,59-70,,J. Grant enters the game for C. Anthony
5:43.0,T. Leaf enters the game for T. Young,,59-70,,
5:43.0,A. Jefferson makes free throw 1 of 1,1,60-70,,
5:26.0,,,60-73,3,J. Grant makes 3-pt shot from 25 ft (assist by R. Westbrook)
5:08.0,V. Oladipo makes 2-pt shot from 20 ft (assist by A. Jefferson),2,62-73,,
4:52.0,,,62-76,3,R. Westbrook makes 3-pt shot from 25 ft
4:35.0,,,62-76,,Personal foul by A. Roberson (drawn by V. Oladipo)
4:35.0,V. Oladipo makes free throw 1 of 2,1,63-76,,
4:35.0,,,63-76,,A. Abrines enters the game for A. Roberson
4:35.0,C. Joseph enters the game for D. Collison,,63-76,,
4:35.0,V. Oladipo makes free throw 2 of 2,1,64-76,,
4:24.0,,,64-78,2,R. Westbrook makes 2-pt shot from 1 ft
4:24.0,,,64-78,,Shooting foul by V. Oladipo (drawn by R. Westbrook)
4:24.0,,,64-78,,R. Westbrook misses free throw 1 of 1
4:21.0,Defensive rebound by A. Jefferson,,64-78,,
4:09.0,A. Jefferson misses 2-pt shot from 13 ft,,64-78,,
4:07.0,,,64-78,,Defensive rebound by R. Westbrook
3:56.0,,,64-78,,Shooting foul by V. Oladipo (drawn by R. Westbrook)
3:56.0,,,64-79,1,R. Westbrook makes free throw 1 of 3
3:56.0,,,64-80,1,R. Westbrook makes free throw 2 of 3
3:56.0,,,64-80,,R. Westbrook misses free throw 3 of 3
3:54.0,Defensive rebound by Team,,64-80,,
3:48.0,,,64-80,,Personal block foul by J. Grant (drawn by C. Joseph)
3:48.0,C. Joseph makes free throw 1 of 2,1,65-80,,
3:48.0,,,65-80,,P. Patterson enters the game for S. Adams
3:48.0,L. Stephenson enters the game for B. Bogdanovic,,65-80,,
3:48.0,C. Joseph makes free throw 2 of 2,1,66-80,,
3:37.0,,,66-80,,Turnover by R. Westbrook (bad pass; steal by T. Leaf)
3:22.0,Turnover by A. Jefferson (bad pass; steal by J. Huestis),,66-80,,
3:17.0,,,66-82,2,R. Westbrook makes 2-pt shot at rim (assist by A. Abrines)
3:17.0,Indiana full timeout,,66-82,,
3:17.0,,,66-82,,R. Felton enters the game for R. Westbrook
3:17.0,,,66-82,,P. George enters the game for A. Abrines
3:17.0,D. Sabonis enters the game for A. Jefferson,,66-82,,
3:03.0,D. Sabonis misses 2-pt shot at rim,,66-82,,
3:00.0,Offensive rebound by D. Sabonis,,66-82,,
2:49.0,C. Joseph misses 2-pt shot at rim,,66-82,,
2:49.0,Offensive rebound by D. Sabonis,,66-82,,
2:48.0,D. Sabonis makes 2-pt shot at rim,2,68-82,,
2:27.0,,,68-82,,P. George misses 3-pt shot from 24 ft
2:26.0,Defensive rebound by Team,,68-82,,
2:16.0,T. Leaf misses 3-pt shot from 22 ft,,68-82,,
2:12.0,,,68-82,,Defensive rebound by Team
2:02.0,,,68-82,,R. Felton misses 2-pt shot from 2 ft
2:00.0,,,68-82,,Offensive rebound by J. Grant
1:57.0,,,68-82,,J. Grant misses 2-pt shot from 2 ft (block by V. Oladipo)
1:54.0,Defensive rebound by V. Oladipo,,68-82,,
1:50.0,T. Leaf misses 2-pt shot from 1 ft,,68-82,,
1:50.0,Offensive rebound by D. Sabonis,,68-82,,
1:49.0,D. Sabonis misses 2-pt shot at rim,,68-82,,
1:49.0,Offensive rebound by D. Sabonis,,68-82,,
1:41.0,D. Sabonis misses 2-pt shot at rim (block by P. George),,68-82,,
1:41.0,Offensive rebound by D. Sabonis,,68-82,,
1:38.0,T. Leaf makes 2-pt shot from 4 ft,2,70-82,,
1:38.0,Shooting foul by P. George (drawn by T. Leaf),,70-82,,
1:38.0,,,70-82,,C. Anthony enters the game for P. George
1:38.0,T. Leaf misses free throw 1 of 1,,70-82,,
1:35.0,,,70-82,,Defensive rebound by J. Grant
1:22.0,,,70-82,,R. Felton misses 3-pt shot from 24 ft
1:20.0,Defensive rebound by Team,,70-82,,
1:10.0,Offensive charge foul by V. Oladipo (drawn by R. Felton),,70-82,,
1:10.0,Turnover by V. Oladipo (offensive foul),,70-82,,
1:10.0,D. Collison enters the game for V. Oladipo,,70-82,,
1:10.0,,,70-82,,A. Abrines enters the game for J. Huestis
0:53.0,,,70-82,,Turnover by C. Anthony (bad pass)
0:37.0,D. Sabonis misses 2-pt shot at rim,,70-82,,
0:34.0,Offensive rebound by D. Sabonis,,70-82,,
0:34.0,D. Sabonis misses 2-pt shot from 1 ft (block by C. Anthony),,70-82,,
0:34.0,,,70-82,,Defensive rebound by A. Abrines
0:26.0,,,70-82,,Shooting foul by L. Stephenson (drawn by C. Anthony)
0:26.0,,,70-83,1,C. Anthony makes free throw 1 of 2
0:26.0,,,70-84,1,C. Anthony makes free throw 2 of 2
0:08.0,C. Joseph makes 2-pt shot from 17 ft,2,72-84,,
0:02.0,,,72-86,2,C. Anthony makes 2-pt shot from 18 ft (assist by R. Felton)
0:00.0,,,72-86,,Personal foul by A. Abrines (drawn by D. Collison)
0:00.0,D. Collison makes free throw 1 of 2,1,73-86,,
0:00.0,D. Collison makes free throw 2 of 2,1,74-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,74-86,,Turnover by C. Anthony (lost ball; steal by L. Stephenson)
11:45.0,L. Stephenson makes 2-pt shot from 1 ft,2,76-86,,
11:45.0,Shooting foul by C. Anthony (drawn by L. Stephenson),,76-86,,
11:45.0,L. Stephenson misses free throw 1 of 1,,76-86,,
11:41.0,,,76-86,,Defensive rebound by P. Patterson
11:25.0,,,76-86,,J. Grant misses 2-pt shot at rim
11:24.0,,,76-86,,Offensive rebound by J. Grant
11:24.0,,,76-86,,J. Grant misses 2-pt shot at rim
11:24.0,,,76-86,,Offensive rebound by Team
11:24.0,Personal foul by D. Sabonis (drawn by J. Grant),,76-86,,
11:24.0,,,76-86,,C. Anthony misses technical free throw
11:24.0,,,76-86,,Offensive rebound by Team
11:24.0,T. Young enters the game for D. Sabonis,,76-86,,
11:14.0,,,76-86,,A. Abrines misses 2-pt shot from 1 ft
11:11.0,Defensive rebound by T. Leaf,,76-86,,
10:59.0,Shooting foul by C. Anthony (drawn by T. Young),,76-86,,
10:59.0,T. Young misses free throw 1 of 2,,76-86,,
10:59.0,Offensive rebound by Team,,76-86,,
10:59.0,T. Young makes free throw 2 of 2,1,77-86,,
10:39.0,,,77-88,2,R. Felton makes 2-pt shot from 1 ft (assist by C. Anthony)
10:19.0,T. Young misses 2-pt shot from 19 ft,,77-88,,
10:16.0,,,77-88,,Defensive rebound by J. Grant
10:09.0,,,77-90,2,C. Anthony makes 2-pt shot from 18 ft (assist by R. Felton)
9:55.0,C. Joseph misses 2-pt shot from 4 ft,,77-90,,
9:54.0,Shooting foul by A. Abrines (drawn by C. Joseph),,77-90,,
9:54.0,C. Joseph makes free throw 1 of 2,1,78-90,,
9:54.0,V. Oladipo enters the game for L. Stephenson,,78-90,,
9:54.0,C. Joseph makes free throw 2 of 2,1,79-90,,
