time,Philadelphia,pts.away,score,pts.home,Milwaukee
6:18.0,A. Johnson enters the game for J. Embiid,,23-14,,
5:58.0,R. Covington misses 3-pt shot from 27 ft,,23-14,,
5:58.0,Offensive rebound by D. Saric,,23-14,,
5:50.0,R. Covington makes 3-pt shot from 23 ft (assist by B. Simmons),3,26-14,,
5:29.0,,,26-14,,T. Zeller misses 2-pt shot from 5 ft
5:26.0,Defensive rebound by D. Saric,,26-14,,
5:18.0,,,26-14,,Personal foul by K. Middleton (drawn by M. Belinelli)
5:18.0,T. McConnell enters the game for R. Covington,,26-14,,
5:07.0,M. Belinelli makes 2-pt shot from 15 ft (assist by A. Johnson),2,28-14,,
5:00.0,,,28-14,,K. Middleton misses 2-pt shot from 2 ft (block by A. Johnson)
5:00.0,Defensive rebound by Team,,28-14,,
5:00.0,,,28-14,,J. Terry enters the game for E. Bledsoe
4:42.0,D. Saric makes 3-pt shot from 25 ft (assist by B. Simmons),3,31-14,,
4:30.0,Personal foul by A. Johnson (drawn by T. Zeller),,31-14,,
4:16.0,,,31-14,,T. Zeller misses 2-pt shot from 1 ft (block by D. Saric)
4:13.0,Defensive rebound by B. Simmons,,31-14,,
4:10.0,D. Saric makes 2-pt shot at rim (assist by B. Simmons),2,33-14,,
4:10.0,,,33-14,,Milwaukee full timeout
3:44.0,,,33-17,3,G. Antetokounmpo makes 3-pt shot from 25 ft (assist by J. Terry)
3:23.0,A. Johnson misses 2-pt shot from 3 ft (block by G. Antetokounmpo),,33-17,,
3:19.0,Offensive rebound by A. Johnson,,33-17,,
3:17.0,B. Simmons misses 2-pt shot from 1 ft (block by J. Terry),,33-17,,
3:14.0,Offensive rebound by B. Simmons,,33-17,,
3:12.0,B. Simmons makes 2-pt shot from 1 ft,2,35-17,,
2:56.0,,,35-19,2,T. Zeller makes 2-pt shot from 2 ft (assist by G. Antetokounmpo)
2:50.0,Turnover by D. Saric (traveling),,35-19,,
2:50.0,J. Redick enters the game for A. Johnson,,35-19,,
2:50.0,E. Ilyasova enters the game for D. Saric,,35-19,,
2:50.0,J. Embiid enters the game for B. Simmons,,35-19,,
2:36.0,,,35-19,,Turnover by K. Middleton (traveling)
2:24.0,M. Belinelli misses 3-pt shot from 27 ft,,35-19,,
2:20.0,,,35-19,,Defensive rebound by G. Antetokounmpo
2:16.0,,,35-21,2,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by J. Parker)
2:00.0,Shooting foul by T. Zeller (drawn by J. Embiid),,35-21,,
2:00.0,J. Embiid makes free throw 1 of 2,1,36-21,,
2:00.0,J. Embiid makes free throw 2 of 2,1,37-21,,
1:42.0,,,37-21,,K. Middleton misses 2-pt shot from 12 ft
1:42.0,Defensive rebound by Team,,37-21,,
1:42.0,,,37-21,,Loose ball foul by T. Zeller (drawn by E. Ilyasova)
1:42.0,E. Ilyasova misses free throw 1 of 2,,37-21,,
1:42.0,Offensive rebound by Team,,37-21,,
1:42.0,E. Ilyasova makes free throw 2 of 2,1,38-21,,
1:23.0,,,38-21,,J. Parker misses 2-pt shot from 2 ft
1:21.0,Defensive rebound by E. Ilyasova,,38-21,,
1:18.0,Shooting foul by J. Parker (drawn by J. Redick),,38-21,,
1:18.0,J. Redick makes free throw 1 of 3,1,39-21,,
1:18.0,J. Redick makes free throw 2 of 3,1,40-21,,
1:18.0,,,40-21,,E. Bledsoe enters the game for G. Antetokounmpo
1:18.0,J. Redick makes free throw 3 of 3,1,41-21,,
0:56.0,,,41-23,2,E. Bledsoe makes 2-pt shot from 19 ft (assist by K. Middleton)
0:46.0,Offensive foul by J. Embiid (drawn by K. Middleton),,41-23,,
0:46.0,Turnover by J. Embiid (offensive foul),,41-23,,
0:46.0,A. Johnson enters the game for J. Embiid,,41-23,,
0:36.0,,,41-23,,J. Parker misses 2-pt shot from 14 ft
0:34.0,,,41-23,,Offensive rebound by T. Zeller
0:31.0,,,41-26,3,J. Terry makes 3-pt shot from 22 ft (assist by K. Middleton)
0:25.0,Turnover by E. Ilyasova (bad pass; steal by J. Parker),,41-26,,
0:23.0,,,41-28,2,K. Middleton makes 2-pt shot from 1 ft
0:03.0,T. McConnell makes 2-pt shot from 1 ft,2,43-28,,
0:00.0,,,43-31,3,J. Parker makes 3-pt shot from 25 ft (assist by J. Terry)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,Turnover by R. Covington (bad pass; steal by S. Brown),,43-31,,
11:34.0,,,43-31,,G. Antetokounmpo misses 2-pt shot at rim (block by R. Covington)
11:31.0,Defensive rebound by T. McConnell,,43-31,,
11:29.0,Offensive charge foul by J. Embiid (drawn by J. Terry),,43-31,,
11:29.0,Turnover by J. Embiid (offensive foul),,43-31,,
11:12.0,,,43-34,3,E. Bledsoe makes 3-pt shot from 25 ft
10:55.0,J. Embiid makes 2-pt shot from 1 ft (assist by E. Ilyasova),2,45-34,,
10:36.0,,,45-34,,G. Antetokounmpo misses 2-pt shot from 3 ft
10:30.0,,,45-34,,Offensive rebound by J. Henson
10:30.0,,,45-34,,J. Henson misses 2-pt shot at rim
10:29.0,Defensive rebound by R. Covington,,45-34,,
10:26.0,E. Ilyasova misses 2-pt shot from 11 ft,,45-34,,
10:26.0,,,45-34,,Defensive rebound by S. Brown
10:12.0,,,45-34,,S. Brown misses 2-pt shot from 9 ft
10:12.0,,,45-34,,Offensive rebound by S. Brown
10:12.0,Personal foul by J. Redick (drawn by S. Brown),,45-34,,
10:07.0,,,45-36,2,E. Bledsoe makes 2-pt shot from 16 ft (assist by G. Antetokounmpo)
9:46.0,Shooting foul by J. Henson (drawn by J. Embiid),,45-36,,
9:46.0,J. Embiid misses free throw 1 of 2,,45-36,,
9:46.0,Offensive rebound by Team,,45-36,,
9:46.0,J. Embiid makes free throw 2 of 2,1,46-36,,
9:27.0,,,46-39,3,J. Terry makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
9:15.0,R. Covington makes 3-pt shot from 28 ft (assist by T. McConnell),3,49-39,,
9:01.0,,,49-41,2,J. Henson makes 2-pt shot from 2 ft (assist by E. Bledsoe)
8:46.0,J. Redick misses 2-pt shot from 20 ft,,49-41,,
8:42.0,Offensive rebound by T. McConnell,,49-41,,
8:34.0,Turnover by R. Covington (bad pass; steal by J. Henson),,49-41,,
8:27.0,,,49-44,3,J. Terry makes 3-pt shot from 22 ft (assist by G. Antetokounmpo)
8:27.0,Philadelphia full timeout,,49-44,,
8:27.0,B. Simmons enters the game for T. McConnell,,49-44,,
8:27.0,M. Belinelli enters the game for J. Redick,,49-44,,
8:27.0,D. Saric enters the game for E. Ilyasova,,49-44,,
8:27.0,A. Johnson enters the game for J. Embiid,,49-44,,
8:15.0,,,49-44,,Personal foul by G. Antetokounmpo (drawn by D. Saric)
7:58.0,M. Belinelli misses 2-pt shot from 17 ft,,49-44,,
7:58.0,,,49-44,,Defensive rebound by J. Henson
7:49.0,,,49-44,,Turnover by S. Brown (out of bounds lost ball)
7:37.0,Turnover by B. Simmons (bad pass; steal by E. Bledsoe),,49-44,,
7:32.0,,,49-46,2,E. Bledsoe makes 2-pt shot from 1 ft
7:20.0,R. Covington misses 3-pt shot from 25 ft,,49-46,,
7:16.0,,,49-46,,Defensive rebound by S. Brown
7:10.0,Personal foul by R. Covington (drawn by G. Antetokounmpo),,49-46,,
7:10.0,,,49-47,1,G. Antetokounmpo makes free throw 1 of 2
7:10.0,,,49-48,1,G. Antetokounmpo makes free throw 2 of 2
7:10.0,,,49-48,,T. Snell enters the game for J. Terry
6:51.0,B. Simmons makes 2-pt shot from 11 ft,2,51-48,,
6:36.0,,,51-48,,S. Brown misses 3-pt shot from 23 ft
6:33.0,Defensive rebound by D. Saric,,51-48,,
6:19.0,B. Simmons misses 2-pt shot from 6 ft,,51-48,,
6:18.0,,,51-48,,Defensive rebound by Team
6:18.0,,,51-48,,K. Middleton enters the game for G. Antetokounmpo
6:12.0,Personal foul by B. Simmons (drawn by E. Bledsoe),,51-48,,
6:09.0,,,51-50,2,J. Henson makes 2-pt shot at rim (assist by K. Middleton)
6:09.0,,,51-50,,Shooting foul by R. Covington (drawn by J. Henson)
6:09.0,T. McConnell enters the game for R. Covington,,51-50,,
6:09.0,,,51-51,1,J. Henson makes free throw 1 of 1
6:08.0,,,51-51,,Personal foul by S. Brown (drawn by B. Simmons)
5:57.0,T. McConnell makes 2-pt shot from 9 ft (assist by B. Simmons),2,53-51,,
5:33.0,,,53-51,,K. Middleton misses 2-pt shot from 17 ft
5:30.0,Defensive rebound by B. Simmons,,53-51,,
5:13.0,B. Simmons misses 2-pt shot from 14 ft,,53-51,,
5:08.0,Offensive rebound by A. Johnson,,53-51,,
5:08.0,A. Johnson makes 2-pt shot at rim,2,55-51,,
4:48.0,,,55-51,,T. Snell misses 3-pt shot from 28 ft
4:48.0,Defensive rebound by Team,,55-51,,
4:48.0,E. Ilyasova enters the game for A. Johnson,,55-51,,
4:38.0,M. Belinelli makes 3-pt shot from 24 ft (assist by B. Simmons),3,58-51,,
4:38.0,,,58-51,,Milwaukee full timeout
4:38.0,,,58-51,,G. Antetokounmpo enters the game for S. Brown
4:38.0,,,58-51,,T. Maker enters the game for J. Henson
4:22.0,,,58-51,,E. Bledsoe misses 2-pt shot from 3 ft
4:21.0,,,58-51,,Offensive rebound by E. Bledsoe
4:18.0,,,58-51,,E. Bledsoe misses 2-pt shot at rim
4:17.0,,,58-51,,Offensive rebound by G. Antetokounmpo
4:16.0,,,58-51,,Turnover by G. Antetokounmpo (turnover)
3:58.0,Turnover by B. Simmons (bad pass),,58-51,,
3:50.0,,,58-51,,Turnover by G. Antetokounmpo (bad pass)
3:30.0,E. Ilyasova misses 2-pt shot from 14 ft,,58-51,,
3:27.0,,,58-51,,Defensive rebound by G. Antetokounmpo
3:25.0,,,58-53,2,G. Antetokounmpo makes 2-pt shot from 1 ft
3:25.0,,,58-53,,Shooting foul by E. Ilyasova (drawn by G. Antetokounmpo)
3:25.0,J. Redick enters the game for D. Saric,,58-53,,
3:25.0,J. Embiid enters the game for T. McConnell,,58-53,,
3:25.0,,,58-54,1,G. Antetokounmpo makes free throw 1 of 1
3:07.0,M. Belinelli misses 3-pt shot from 28 ft,,58-54,,
3:04.0,,,58-54,,Defensive rebound by T. Maker
2:57.0,,,58-54,,K. Middleton misses 2-pt shot from 3 ft
2:55.0,,,58-54,,Offensive rebound by T. Maker
2:52.0,,,58-54,,Turnover by T. Maker (bad pass; steal by J. Embiid)
2:49.0,J. Redick makes 3-pt shot from 26 ft (assist by B. Simmons),3,61-54,,
2:25.0,,,61-57,3,T. Snell makes 3-pt shot from 25 ft (assist by K. Middleton)
2:12.0,Turnover by J. Redick (bad pass; steal by K. Middleton),,61-57,,
2:09.0,,,61-57,,Shooting foul by E. Ilyasova (drawn by E. Bledsoe)
2:09.0,,,61-57,,E. Bledsoe misses free throw 1 of 2
2:09.0,,,61-57,,Offensive rebound by Team
2:09.0,,,61-58,1,E. Bledsoe makes free throw 2 of 2
1:51.0,,,61-58,,Personal foul by T. Maker (drawn by J. Embiid)
1:38.0,E. Ilyasova makes 3-pt shot from 25 ft,3,64-58,,
1:38.0,Shooting foul by K. Middleton (drawn by E. Ilyasova),,64-58,,
1:38.0,E. Ilyasova makes free throw 1 of 1,1,65-58,,
1:24.0,,,65-58,,E. Bledsoe misses 2-pt shot from 1 ft (block by J. Embiid)
1:19.0,,,65-58,,Offensive rebound by E. Bledsoe
1:17.0,,,65-58,,T. Maker misses 3-pt shot from 23 ft
1:13.0,Defensive rebound by M. Belinelli,,65-58,,
1:08.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by J. Embiid),2,67-58,,
0:49.0,,,67-58,,Shooting foul by J. Embiid (drawn by G. Antetokounmpo)
0:49.0,,,67-58,,G. Antetokounmpo misses free throw 1 of 2
0:49.0,,,67-58,,Offensive rebound by Team
0:49.0,D. Saric enters the game for J. Embiid,,67-58,,
0:49.0,,,67-59,1,G. Antetokounmpo makes free throw 2 of 2
0:38.0,,,67-59,,Personal foul by T. Snell (drawn by M. Belinelli)
0:38.0,M. Belinelli makes free throw 1 of 2,1,68-59,,
0:38.0,T. McConnell enters the game for J. Redick,,68-59,,
0:38.0,M. Belinelli makes free throw 2 of 2,1,69-59,,
0:29.0,,,69-59,,Shooting foul by E. Ilyasova (drawn by G. Antetokounmpo)
0:29.0,,,69-59,,G. Antetokounmpo misses free throw 1 of 2
0:29.0,,,69-59,,Offensive rebound by Team
0:29.0,J. Redick enters the game for E. Ilyasova,,69-59,,
0:29.0,A. Johnson enters the game for T. McConnell,,69-59,,
0:29.0,,,69-60,1,G. Antetokounmpo makes free throw 2 of 2
0:11.0,J. Redick makes 3-pt shot from 24 ft (assist by M. Belinelli),3,72-60,,
0:00.0,,,72-60,,E. Bledsoe misses 2-pt shot from 8 ft
0:00.0,Defensive rebound by Team,,72-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,B. Simmons makes 2-pt shot from 1 ft,2,74-60,,
11:25.0,,,74-60,,G. Antetokounmpo misses 2-pt shot from 17 ft
11:21.0,Defensive rebound by B. Simmons,,74-60,,
11:21.0,,,74-60,,Personal foul by K. Middleton (drawn by B. Simmons)
11:14.0,,,74-60,,Personal foul by J. Henson (drawn by J. Embiid)
11:14.0,,,74-60,,Personal foul by T. Snell (drawn by J. Embiid)
11:06.0,Shooting foul by J. Henson (drawn by J. Embiid),,74-60,,
11:06.0,J. Embiid makes free throw 1 of 2,1,75-60,,
11:06.0,,,75-60,,T. Zeller enters the game for J. Henson
11:06.0,J. Embiid makes free throw 2 of 2,1,76-60,,
10:48.0,,,76-62,2,K. Middleton makes 2-pt shot from 11 ft (assist by T. Snell)
10:41.0,D. Saric makes 3-pt shot from 27 ft (assist by J. Redick),3,79-62,,
10:25.0,,,79-62,,K. Middleton misses 3-pt shot from 26 ft
10:22.0,Defensive rebound by D. Saric,,79-62,,
10:15.0,B. Simmons makes 2-pt shot from 1 ft,2,81-62,,
10:15.0,,,81-62,,Milwaukee full timeout
9:53.0,,,81-64,2,K. Middleton makes 2-pt shot from 13 ft (assist by T. Snell)
9:38.0,Turnover by J. Redick (bad pass),,81-64,,
9:26.0,,,81-64,,Turnover by E. Bledsoe (bad pass; steal by R. Covington)
9:21.0,J. Redick misses 3-pt shot from 25 ft,,81-64,,
9:18.0,,,81-64,,Defensive rebound by T. Zeller
9:17.0,,,81-66,2,G. Antetokounmpo makes 2-pt shot at rim (assist by E. Bledsoe)
9:03.0,Offensive foul by B. Simmons (drawn by E. Bledsoe),,81-66,,
9:03.0,Turnover by B. Simmons (offensive foul),,81-66,,
8:45.0,,,81-66,,E. Bledsoe misses 3-pt shot from 26 ft
8:43.0,Defensive rebound by J. Redick,,81-66,,
8:25.0,J. Embiid misses 2-pt shot from 20 ft,,81-66,,
8:25.0,Offensive rebound by Team,,81-66,,
8:25.0,,,81-66,,Loose ball foul by E. Bledsoe (drawn by D. Saric)
8:25.0,D. Saric makes free throw 1 of 2,1,82-66,,
8:25.0,D. Saric makes free throw 2 of 2,1,83-66,,
8:17.0,Personal foul by R. Covington (drawn by K. Middleton),,83-66,,
8:17.0,M. Belinelli enters the game for R. Covington,,83-66,,
8:10.0,,,83-66,,K. Middleton misses 2-pt shot from 1 ft
8:10.0,,,83-66,,Offensive rebound by Team
8:10.0,Loose ball foul by D. Saric (drawn by K. Middleton),,83-66,,
8:00.0,,,83-66,,G. Antetokounmpo misses 2-pt shot from 3 ft
7:59.0,,,83-66,,Offensive rebound by T. Zeller
7:58.0,,,83-66,,T. Zeller misses 2-pt shot at rim
7:57.0,,,83-66,,Offensive rebound by G. Antetokounmpo
7:57.0,,,83-68,2,G. Antetokounmpo makes 2-pt shot at rim
7:41.0,J. Redick misses 3-pt shot from 27 ft,,83-68,,
7:41.0,Offensive rebound by D. Saric,,83-68,,
7:38.0,D. Saric misses 2-pt shot from 2 ft (block by T. Zeller),,83-68,,
7:38.0,,,83-68,,Defensive rebound by T. Snell
7:35.0,,,83-68,,Shooting foul by M. Belinelli (drawn by T. Snell)
7:35.0,,,83-69,1,T. Snell makes free throw 1 of 2
7:35.0,,,83-70,1,T. Snell makes free throw 2 of 2
7:15.0,Turnover by J. Embiid (lost ball; steal by G. Antetokounmpo),,83-70,,
7:11.0,,,83-72,2,T. Snell makes 2-pt shot from 2 ft (assist by G. Antetokounmpo)
7:11.0,Philadelphia full timeout,,83-72,,
7:11.0,,,83-72,,J. Terry enters the game for E. Bledsoe
7:11.0,A. Johnson enters the game for J. Redick,,83-72,,
7:11.0,T. McConnell enters the game for J. Embiid,,83-72,,
6:44.0,M. Belinelli misses 2-pt shot from 6 ft,,83-72,,
6:41.0,,,83-72,,Defensive rebound by G. Antetokounmpo
6:40.0,,,83-72,,K. Middleton misses 3-pt shot from 27 ft
6:37.0,Defensive rebound by B. Simmons,,83-72,,
6:32.0,D. Saric makes 3-pt shot from 27 ft (assist by B. Simmons),3,86-72,,
6:18.0,,,86-72,,G. Antetokounmpo misses 2-pt shot from 5 ft (block by B. Simmons)
6:14.0,Jump ball: G. Antetokounmpo vs. B. Simmons (J. Terry gains possession),,,,Jump ball: G. Antetokounmpo vs. B. Simmons (J. Terry gains possession)
6:14.0,,,86-72,,Offensive rebound by Team
6:11.0,,,86-72,,T. Snell misses 3-pt shot from 26 ft
6:10.0,,,86-72,,Offensive rebound by G. Antetokounmpo
6:10.0,,,86-74,2,G. Antetokounmpo makes 2-pt shot at rim
5:53.0,M. Belinelli misses 2-pt shot from 3 ft (block by T. Snell),,86-74,,
5:50.0,,,86-74,,Defensive rebound by J. Terry
5:32.0,,,86-76,2,G. Antetokounmpo makes 2-pt shot from 5 ft
5:14.0,Turnover by M. Belinelli (bad pass; steal by T. Snell),,86-76,,
5:07.0,,,86-76,,G. Antetokounmpo misses 2-pt shot from 2 ft (block by B. Simmons)
5:03.0,,,86-76,,Offensive rebound by T. Zeller
5:02.0,,,86-78,2,T. Zeller makes 2-pt shot from 2 ft
4:50.0,Offensive charge foul by D. Saric (drawn by K. Middleton),,86-78,,
4:50.0,Turnover by D. Saric (offensive foul),,86-78,,
4:50.0,,,86-78,,J. Parker enters the game for K. Middleton
4:50.0,E. Ilyasova enters the game for D. Saric,,86-78,,
4:35.0,,,86-81,3,J. Parker makes 3-pt shot from 23 ft (assist by T. Snell)
4:19.0,T. McConnell misses 2-pt shot from 13 ft,,86-81,,
4:16.0,,,86-81,,Defensive rebound by J. Parker
4:09.0,,,86-81,,J. Parker misses 2-pt shot from 17 ft
4:07.0,Defensive rebound by A. Johnson,,86-81,,
4:00.0,E. Ilyasova misses 3-pt shot from 27 ft,,86-81,,
3:57.0,,,86-81,,Defensive rebound by J. Parker
3:53.0,,,86-83,2,J. Parker makes 2-pt shot from 1 ft
3:42.0,Turnover by B. Simmons (bad pass),,86-83,,
3:42.0,J. Redick enters the game for B. Simmons,,86-83,,
3:18.0,,,86-83,,J. Terry misses 3-pt shot from 27 ft
3:18.0,,,86-83,,Offensive rebound by J. Parker
3:18.0,,,86-83,,Turnover by Team (shot clock)
3:18.0,,,86-83,,E. Bledsoe enters the game for T. Snell
3:18.0,J. Embiid enters the game for A. Johnson,,86-83,,
2:58.0,J. Embiid misses 2-pt shot from 11 ft,,86-83,,
2:55.0,,,86-83,,Defensive rebound by G. Antetokounmpo
2:42.0,,,86-85,2,T. Zeller makes 2-pt shot at rim (assist by G. Antetokounmpo)
2:41.0,Philadelphia full timeout,,86-85,,
2:41.0,R. Covington enters the game for M. Belinelli,,86-85,,
2:19.0,T. McConnell misses 2-pt shot from 5 ft,,86-85,,
2:18.0,,,86-85,,Defensive rebound by Team
2:07.0,,,86-87,2,E. Bledsoe makes 2-pt shot from 1 ft
1:58.0,Turnover by E. Ilyasova (bad pass),,86-87,,
1:45.0,,,86-89,2,G. Antetokounmpo makes 2-pt shot from 16 ft
1:32.0,J. Embiid misses 2-pt shot from 4 ft,,86-89,,
1:28.0,,,86-89,,Defensive rebound by G. Antetokounmpo
1:26.0,,,86-89,,Offensive charge foul by J. Parker (drawn by E. Ilyasova)
1:26.0,,,86-89,,Turnover by J. Parker (offensive foul)
1:10.0,R. Covington misses 3-pt shot from 26 ft,,86-89,,
1:07.0,,,86-89,,Defensive rebound by T. Zeller
1:04.0,,,86-91,2,G. Antetokounmpo makes 2-pt shot from 1 ft
1:04.0,,,86-91,,Shooting foul by E. Ilyasova (drawn by G. Antetokounmpo)
1:04.0,,,86-91,,G. Antetokounmpo misses free throw 1 of 1
1:01.0,Defensive rebound by E. Ilyasova,,86-91,,
0:47.0,Turnover by T. McConnell (bad pass; steal by J. Parker),,86-91,,
0:40.0,,,86-91,,E. Bledsoe misses 2-pt shot from 16 ft
0:38.0,,,86-91,,Offensive rebound by J. Parker
0:33.0,,,86-91,,G. Antetokounmpo misses 2-pt shot from 2 ft (block by J. Embiid)
0:28.0,Defensive rebound by E. Ilyasova,,86-91,,
0:11.0,Turnover by J. Embiid (lost ball; steal by J. Terry),,86-91,,
0:09.0,,,86-93,2,G. Antetokounmpo makes 2-pt shot at rim (assist by E. Bledsoe)
0:03.0,T. McConnell misses 2-pt shot from 13 ft,,86-93,,
0:01.0,,,86-93,,Defensive rebound by J. Parker
0:01.0,,,86-93,,J. Parker misses 3-pt shot from 80 ft
0:00.0,,,86-93,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,86-93,,E. Bledsoe misses 2-pt shot from 13 ft
11:43.0,Defensive rebound by J. Embiid,,86-93,,
11:33.0,J. Embiid makes 2-pt shot from 12 ft (assist by J. Redick),2,88-93,,
11:13.0,,,88-93,,J. Henson misses 2-pt shot from 4 ft (block by J. Redick)
11:11.0,Defensive rebound by J. Embiid,,88-93,,
11:07.0,J. Redick makes 3-pt shot from 27 ft (assist by B. Simmons),3,91-93,,
10:47.0,,,91-95,2,J. Parker makes 2-pt shot from 18 ft
10:32.0,D. Saric misses 3-pt shot from 27 ft,,91-95,,
10:29.0,,,91-95,,Defensive rebound by K. Middleton
10:20.0,,,91-97,2,K. Middleton makes 2-pt shot from 14 ft (assist by J. Henson)
10:00.0,J. Embiid misses 3-pt shot from 28 ft,,91-97,,
9:57.0,,,91-97,,Defensive rebound by J. Parker
9:36.0,,,91-100,3,J. Parker makes 3-pt shot from 27 ft (assist by E. Bledsoe)
9:25.0,,,91-100,,G. Antetokounmpo enters the game for K. Middleton
9:18.0,J. Embiid makes 2-pt shot from 16 ft,2,93-100,,
8:57.0,,,93-102,2,J. Henson makes 2-pt shot from 18 ft (assist by J. Parker)
8:50.0,R. Covington misses 3-pt shot from 27 ft,,93-102,,
8:45.0,,,93-102,,Defensive rebound by E. Bledsoe
8:41.0,,,93-102,,Turnover by E. Bledsoe (bad pass; steal by J. Redick)
8:33.0,,,93-102,,Violation by G. Antetokounmpo (kicked ball)
8:26.0,,,93-102,,Personal foul by J. Parker (drawn by J. Embiid)
8:20.0,Turnover by J. Redick (out of bounds lost ball),,93-102,,
8:07.0,,,93-102,,Turnover by G. Antetokounmpo (bad pass)
7:57.0,B. Simmons makes 2-pt shot at rim,2,95-102,,
7:40.0,,,95-102,,J. Parker misses 2-pt shot from 2 ft
7:33.0,,,95-102,,Offensive rebound by J. Henson
7:33.0,,,95-102,,J. Henson misses 2-pt shot at rim
7:32.0,Defensive rebound by J. Embiid,,95-102,,
7:31.0,R. Covington makes 3-pt shot from 26 ft (assist by B. Simmons),3,98-102,,
7:05.0,,,98-105,3,E. Bledsoe makes 3-pt shot from 25 ft
6:53.0,Shooting foul by J. Henson (drawn by J. Embiid),,98-105,,
6:53.0,,,98-105,,Milwaukee full timeout
6:53.0,,,98-105,,K. Middleton enters the game for J. Parker
6:53.0,,,98-105,,T. Zeller enters the game for J. Henson
6:53.0,J. Embiid misses free throw 1 of 2,,98-105,,
6:53.0,Offensive rebound by Team,,98-105,,
6:53.0,J. Embiid misses free throw 2 of 2,,98-105,,
6:52.0,Offensive rebound by Team,,98-105,,
