time,Milwaukee,pts.away,score,pts.home,Toronto
1:03.0,Turnover by S. Kilpatrick (out of bounds lost ball),,23-29,,
1:03.0,,,23-29,,D. Wright enters the game for D. DeRozan
0:47.0,,,23-29,,J. Poeltl misses 2-pt shot at rim
0:45.0,Defensive rebound by S. Kilpatrick,,23-29,,
0:37.0,S. Brown misses 2-pt shot from 2 ft (block by J. Poeltl),,23-29,,
0:37.0,Offensive rebound by Team,,23-29,,
0:23.0,Turnover by Team (shot clock),,23-29,,
0:01.0,,,23-29,,C. Miles misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by S. Brown,,23-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,J. Parker misses 2-pt shot from 8 ft,,23-29,,
11:39.0,Offensive rebound by J. Parker,,23-29,,
11:39.0,J. Parker misses 2-pt shot at rim,,23-29,,
11:39.0,Offensive rebound by T. Maker,,23-29,,
11:39.0,T. Maker makes 2-pt shot at rim,2,25-29,,
11:39.0,Shooting foul by J. Poeltl (drawn by T. Maker),,25-29,,
11:39.0,T. Maker misses free throw 1 of 1,,25-29,,
11:36.0,,,25-29,,Defensive rebound by P. Siakam
11:14.0,,,25-29,,F. VanVleet misses 2-pt shot from 3 ft
11:14.0,Defensive rebound by Team,,25-29,,
10:59.0,J. Parker misses 2-pt shot from 16 ft,,25-29,,
10:55.0,,,25-29,,Defensive rebound by F. VanVleet
10:36.0,,,25-29,,C. Miles misses 2-pt shot from 2 ft
10:34.0,Defensive rebound by J. Parker,,25-29,,
10:25.0,T. Maker makes 3-pt shot from 25 ft (assist by S. Brown),3,28-29,,
10:04.0,,,28-29,,Shooting foul by J. Parker (drawn by P. Siakam)
10:04.0,,,28-30,1,P. Siakam makes free throw 1 of 2
10:04.0,,,28-31,1,P. Siakam makes free throw 2 of 2
9:43.0,J. Terry makes 3-pt shot from 22 ft (assist by G. Antetokounmpo),3,31-31,,
9:16.0,Personal foul by S. Brown (drawn by F. VanVleet),,31-31,,
9:10.0,,,31-34,3,C. Miles makes 3-pt shot from 24 ft (assist by D. Wright)
8:58.0,Turnover by J. Parker (lost ball; steal by F. VanVleet),,31-34,,
8:52.0,,,31-34,,F. VanVleet misses 3-pt shot from 25 ft
8:48.0,Defensive rebound by G. Antetokounmpo,,31-34,,
8:42.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,31-34,,
8:40.0,,,31-34,,Defensive rebound by J. Poeltl
8:23.0,,,31-34,,P. Siakam misses 2-pt shot from 2 ft
8:21.0,,,31-34,,Offensive rebound by P. Siakam
8:19.0,,,31-36,2,P. Siakam makes 2-pt shot from 2 ft
8:19.0,Milwaukee full timeout,,31-36,,
8:19.0,K. Middleton enters the game for J. Parker,,31-36,,
8:04.0,G. Antetokounmpo makes 2-pt shot from 8 ft,2,33-36,,
7:39.0,,,33-38,2,P. Siakam makes 2-pt shot from 7 ft (assist by D. Wright)
7:39.0,Violation by G. Antetokounmpo (def goaltending),,33-38,,
7:19.0,J. Terry makes 3-pt shot from 25 ft (assist by K. Middleton),3,36-38,,
7:07.0,,,36-40,2,F. VanVleet makes 2-pt shot from 1 ft (assist by J. Poeltl)
6:50.0,T. Maker makes 2-pt shot from 7 ft (assist by G. Antetokounmpo),2,38-40,,
6:40.0,,,38-40,,F. VanVleet misses 2-pt shot from 2 ft
6:38.0,Defensive rebound by S. Brown,,38-40,,
6:32.0,S. Brown makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,41-40,,
6:23.0,,,41-40,,Toronto full timeout
6:23.0,,,41-40,,J. Valanciunas enters the game for C. Miles
6:23.0,,,41-40,,D. DeRozan enters the game for F. VanVleet
6:23.0,,,41-40,,S. Ibaka enters the game for J. Poeltl
6:23.0,,,41-40,,K. Lowry enters the game for P. Siakam
6:23.0,J. Henson enters the game for T. Maker,,41-40,,
6:23.0,T. Snell enters the game for S. Brown,,41-40,,
6:23.0,E. Bledsoe enters the game for G. Antetokounmpo,,41-40,,
6:17.0,,,41-42,2,D. Wright makes 2-pt shot from 4 ft
6:17.0,,,41-42,,Shooting foul by J. Terry (drawn by D. Wright)
6:17.0,,,41-43,1,D. Wright makes free throw 1 of 1
6:05.0,K. Middleton makes 2-pt shot from 18 ft,2,43-43,,
5:54.0,,,43-45,2,D. DeRozan makes 2-pt shot from 11 ft
5:54.0,,,43-45,,Shooting foul by T. Snell (drawn by D. DeRozan)
5:54.0,G. Antetokounmpo enters the game for T. Snell,,43-45,,
5:54.0,,,43-46,1,D. DeRozan makes free throw 1 of 1
5:44.0,K. Middleton makes 2-pt shot from 15 ft,2,45-46,,
5:33.0,,,45-46,,D. DeRozan misses 2-pt shot from 16 ft
5:31.0,Defensive rebound by E. Bledsoe,,45-46,,
5:23.0,Shooting foul by K. Lowry (drawn by K. Middleton),,45-46,,
5:23.0,K. Middleton makes free throw 1 of 2,1,46-46,,
5:23.0,K. Middleton makes free throw 2 of 2,1,47-46,,
5:06.0,,,47-46,,D. Wright misses 3-pt shot from 25 ft
5:03.0,Defensive rebound by G. Antetokounmpo,,47-46,,
4:58.0,Shooting foul by S. Ibaka (drawn by E. Bledsoe),,47-46,,
4:58.0,E. Bledsoe makes free throw 1 of 2,1,48-46,,
4:58.0,E. Bledsoe makes free throw 2 of 2,1,49-46,,
4:45.0,,,49-48,2,D. DeRozan makes 2-pt shot from 6 ft
4:29.0,G. Antetokounmpo misses 2-pt shot from 20 ft,,49-48,,
4:26.0,Offensive rebound by E. Bledsoe,,49-48,,
4:21.0,E. Bledsoe makes 3-pt shot from 22 ft (assist by K. Middleton),3,52-48,,
4:07.0,,,52-51,3,D. DeRozan makes 3-pt shot from 24 ft
3:44.0,J. Henson makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,54-51,,
3:31.0,,,54-51,,Shooting foul by J. Henson (drawn by S. Ibaka)
3:31.0,,,54-52,1,S. Ibaka makes free throw 1 of 2
3:31.0,,,54-53,1,S. Ibaka makes free throw 2 of 2
3:14.0,Turnover by E. Bledsoe (bad pass),,54-53,,
2:58.0,,,54-56,3,S. Ibaka makes 3-pt shot from 22 ft (assist by K. Lowry)
2:43.0,G. Antetokounmpo misses 2-pt shot from 8 ft (block by S. Ibaka),,54-56,,
2:42.0,Offensive rebound by G. Antetokounmpo,,54-56,,
2:41.0,G. Antetokounmpo makes 2-pt shot at rim,2,56-56,,
2:41.0,Shooting foul by J. Valanciunas (drawn by G. Antetokounmpo),,56-56,,
2:41.0,J. Parker enters the game for J. Terry,,56-56,,
2:41.0,,,56-56,,Technical foul by J. Valanciunas
2:41.0,K. Middleton makes technical free throw,1,57-56,,
2:41.0,G. Antetokounmpo makes free throw 1 of 1,1,58-56,,
2:31.0,,,58-56,,K. Lowry misses 3-pt shot from 24 ft
2:31.0,Defensive rebound by G. Antetokounmpo,,58-56,,
2:23.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,60-56,,
2:06.0,,,60-56,,S. Ibaka misses 2-pt shot from 5 ft
2:04.0,Defensive rebound by J. Henson,,60-56,,
1:55.0,J. Henson misses 2-pt shot from 1 ft,,60-56,,
1:53.0,,,60-56,,Defensive rebound by J. Valanciunas
1:48.0,,,60-56,,D. DeRozan misses 2-pt shot from 9 ft
1:45.0,Defensive rebound by J. Parker,,60-56,,
1:38.0,Turnover by J. Parker (bad pass),,60-56,,
1:23.0,,,60-56,,K. Lowry misses 2-pt shot from 1 ft
1:19.0,Defensive rebound by G. Antetokounmpo,,60-56,,
1:18.0,Turnover by G. Antetokounmpo (out of bounds lost ball),,60-56,,
1:00.0,Personal foul by E. Bledsoe (drawn by D. DeRozan),,60-56,,
1:00.0,,,60-57,1,D. DeRozan makes free throw 1 of 2
1:00.0,,,60-57,,D. DeRozan misses free throw 2 of 2
0:57.0,Defensive rebound by J. Parker,,60-57,,
0:35.0,Turnover by Team (shot clock),,60-57,,
0:35.0,,,60-57,,O. Anunoby enters the game for D. Wright
0:26.0,,,60-57,,D. DeRozan misses 3-pt shot from 32 ft
0:23.0,Defensive rebound by J. Henson,,60-57,,
0:15.0,K. Middleton makes 3-pt shot from 24 ft,3,63-57,,
0:15.0,Shooting foul by D. DeRozan (drawn by K. Middleton),,63-57,,
0:15.0,,,63-57,,Technical foul by D. DeRozan
0:15.0,K. Middleton makes technical free throw,1,64-57,,
0:15.0,K. Middleton makes free throw 1 of 1,1,65-57,,
0:03.0,,,65-57,,Turnover by D. DeRozan (lost ball; steal by G. Antetokounmpo)
0:00.0,Turnover by J. Henson (bad pass; steal by D. DeRozan),,65-57,,
0:00.0,,,65-57,,K. Lowry misses 3-pt shot from 30 ft
0:00.0,,,65-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Turnover by E. Bledsoe (bad pass; steal by O. Anunoby),,65-57,,
11:40.0,,,65-57,,Turnover by D. DeRozan (out of bounds lost ball)
11:30.0,E. Bledsoe makes 3-pt shot from 26 ft,3,68-57,,
11:15.0,,,68-57,,Shooting foul by E. Bledsoe (drawn by K. Lowry)
11:15.0,,,68-58,1,K. Lowry makes free throw 1 of 2
11:15.0,,,68-59,1,K. Lowry makes free throw 2 of 2
11:06.0,,,68-59,,Personal foul by K. Lowry (drawn by E. Bledsoe)
11:02.0,Turnover by G. Antetokounmpo (traveling),,68-59,,
10:49.0,,,68-59,,Turnover by J. Valanciunas (bad pass; steal by G. Antetokounmpo)
10:44.0,G. Antetokounmpo misses 2-pt shot from 1 ft (block by S. Ibaka),,68-59,,
10:40.0,,,68-59,,Defensive rebound by D. DeRozan
10:37.0,,,68-59,,Shooting foul by J. Henson (drawn by S. Ibaka)
10:37.0,,,68-60,1,S. Ibaka makes free throw 1 of 2
10:37.0,,,68-61,1,S. Ibaka makes free throw 2 of 2
10:26.0,Turnover by K. Middleton (lost ball; steal by K. Lowry),,68-61,,
10:26.0,Personal foul by K. Middleton (drawn by K. Lowry),,68-61,,
10:12.0,,,68-63,2,D. DeRozan makes 2-pt shot from 22 ft (assist by J. Valanciunas)
9:47.0,K. Middleton misses 3-pt shot from 22 ft,,68-63,,
9:46.0,Offensive rebound by Team,,68-63,,
9:46.0,,,68-63,,Loose ball foul by S. Ibaka (drawn by K. Middleton)
9:40.0,G. Antetokounmpo misses 2-pt shot from 3 ft (block by O. Anunoby),,68-63,,
9:40.0,Offensive rebound by G. Antetokounmpo,,68-63,,
9:40.0,Shooting foul by J. Valanciunas (drawn by G. Antetokounmpo),,68-63,,
9:40.0,G. Antetokounmpo makes free throw 1 of 2,1,69-63,,
9:40.0,G. Antetokounmpo makes free throw 2 of 2,1,70-63,,
9:30.0,,,70-63,,K. Lowry misses 3-pt shot from 25 ft
9:27.0,Defensive rebound by J. Henson,,70-63,,
9:08.0,G. Antetokounmpo misses 2-pt shot from 8 ft,,70-63,,
9:05.0,,,70-63,,Defensive rebound by S. Ibaka
9:01.0,,,70-63,,Turnover by D. DeRozan (turnover)
8:51.0,K. Middleton makes 2-pt shot from 7 ft,2,72-63,,
8:29.0,,,72-63,,Turnover by D. DeRozan (lost ball; steal by K. Middleton)
8:27.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by T. Snell),2,74-63,,
8:27.0,Shooting foul by J. Valanciunas (drawn by G. Antetokounmpo),,74-63,,
8:27.0,,,74-63,,Toronto full timeout
8:27.0,G. Antetokounmpo makes free throw 1 of 1,1,75-63,,
8:07.0,,,75-65,2,J. Valanciunas makes 2-pt shot from 3 ft
7:49.0,T. Snell misses 2-pt shot from 6 ft,,75-65,,
7:47.0,,,75-65,,Defensive rebound by J. Valanciunas
7:40.0,,,75-68,3,D. DeRozan makes 3-pt shot from 25 ft
7:22.0,J. Henson makes 2-pt shot at rim (assist by K. Middleton),2,77-68,,
7:06.0,Personal foul by K. Middleton (drawn by D. DeRozan),,77-68,,
6:52.0,,,77-68,,Shooting foul by G. Antetokounmpo (drawn by K. Lowry)
6:52.0,,,77-69,1,K. Lowry makes free throw 1 of 2
6:52.0,J. Parker enters the game for K. Middleton,,77-69,,
6:52.0,,,77-70,1,K. Lowry makes free throw 2 of 2
6:30.0,E. Bledsoe makes 3-pt shot from 22 ft (assist by G. Antetokounmpo),3,80-70,,
6:15.0,,,80-70,,S. Ibaka misses 3-pt shot from 24 ft
6:13.0,Defensive rebound by J. Parker,,80-70,,
6:08.0,Shooting foul by S. Ibaka (drawn by J. Henson),,80-70,,
6:08.0,J. Henson misses free throw 1 of 2,,80-70,,
6:08.0,Offensive rebound by Team,,80-70,,
6:08.0,,,80-70,,C. Miles enters the game for O. Anunoby
6:08.0,S. Brown enters the game for G. Antetokounmpo,,80-70,,
6:08.0,J. Henson misses free throw 2 of 2,,80-70,,
6:06.0,,,80-70,,Defensive rebound by S. Ibaka
5:51.0,,,80-72,2,D. DeRozan makes 2-pt shot from 13 ft
5:51.0,,,80-72,,Shooting foul by S. Brown (drawn by D. DeRozan)
5:51.0,,,80-73,1,D. DeRozan makes free throw 1 of 1
5:39.0,E. Bledsoe misses 3-pt shot from 26 ft,,80-73,,
5:36.0,Offensive rebound by S. Brown,,80-73,,
5:31.0,J. Parker makes 2-pt shot at rim (assist by S. Brown),2,82-73,,
5:07.0,,,82-73,,C. Miles misses 3-pt shot from 25 ft
5:01.0,,,82-73,,Offensive rebound by J. Valanciunas
5:01.0,,,82-75,2,J. Valanciunas makes 2-pt shot at rim
4:43.0,J. Henson makes 2-pt shot from 1 ft (assist by J. Parker),2,84-75,,
4:29.0,,,84-77,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry)
4:20.0,Offensive foul by J. Henson (drawn by K. Lowry),,84-77,,
4:20.0,Turnover by J. Henson (offensive foul),,84-77,,
4:20.0,T. Maker enters the game for J. Henson,,84-77,,
4:07.0,,,84-80,3,K. Lowry makes 3-pt shot from 25 ft (assist by D. DeRozan)
4:06.0,Milwaukee full timeout,,84-80,,
3:55.0,T. Maker makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,87-80,,
3:39.0,,,87-80,,D. DeRozan misses 2-pt shot from 18 ft
3:37.0,Defensive rebound by E. Bledsoe,,87-80,,
3:31.0,S. Brown makes 3-pt shot from 22 ft (assist by E. Bledsoe),3,90-80,,
3:06.0,,,90-82,2,D. DeRozan makes 2-pt shot at rim
2:51.0,J. Parker makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,92-82,,
2:38.0,,,92-82,,S. Ibaka misses 2-pt shot from 8 ft
2:33.0,,,92-82,,Offensive rebound by J. Valanciunas
2:31.0,,,92-82,,J. Valanciunas misses 2-pt shot from 2 ft (block by J. Parker)
2:31.0,Defensive rebound by T. Snell,,92-82,,
2:20.0,T. Snell misses 3-pt shot from 24 ft,,92-82,,
2:15.0,Offensive rebound by E. Bledsoe,,92-82,,
2:15.0,E. Bledsoe makes 2-pt shot at rim,2,94-82,,
2:00.0,,,94-82,,Shooting foul by J. Parker (drawn by K. Lowry)
2:00.0,,,94-83,1,K. Lowry makes free throw 1 of 2
2:00.0,,,94-83,,J. Poeltl enters the game for S. Ibaka
2:00.0,,,94-83,,P. Siakam enters the game for D. DeRozan
2:00.0,,,94-83,,F. VanVleet enters the game for J. Valanciunas
2:00.0,,,94-84,1,K. Lowry makes free throw 2 of 2
1:45.0,Turnover by E. Bledsoe (bad pass; steal by F. VanVleet),,94-84,,
1:45.0,Personal foul by E. Bledsoe (drawn by F. VanVleet),,94-84,,
1:45.0,,,94-85,1,F. VanVleet makes clear path free throw 1 of 2
1:45.0,G. Antetokounmpo enters the game for E. Bledsoe,,94-85,,
1:45.0,J. Terry enters the game for T. Snell,,94-85,,
1:45.0,,,94-86,1,F. VanVleet makes clear path free throw 2 of 2
1:38.0,,,94-86,,P. Siakam misses 2-pt shot from 2 ft
1:36.0,Defensive rebound by J. Terry,,94-86,,
1:33.0,Turnover by G. Antetokounmpo (bad pass),,94-86,,
1:19.0,,,94-86,,Turnover by J. Poeltl (bad pass; steal by J. Parker)
1:13.0,Offensive charge foul by J. Parker (drawn by K. Lowry),,94-86,,
1:13.0,Turnover by J. Parker (offensive foul),,94-86,,
1:00.0,,,94-88,2,J. Poeltl makes 2-pt shot from 1 ft (assist by K. Lowry)
0:45.0,T. Maker misses 3-pt shot from 24 ft,,94-88,,
0:43.0,Offensive rebound by J. Parker,,94-88,,
0:36.0,S. Brown misses 2-pt shot from 2 ft,,94-88,,
0:34.0,,,94-88,,Defensive rebound by P. Siakam
0:29.0,,,94-88,,C. Miles misses 3-pt shot from 22 ft
0:26.0,Defensive rebound by G. Antetokounmpo,,94-88,,
0:06.0,G. Antetokounmpo makes 2-pt shot from 21 ft,2,96-88,,
0:00.0,,,96-88,,K. Lowry misses 3-pt shot from 24 ft
0:00.0,,,96-88,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,96-90,2,P. Siakam makes 2-pt shot from 1 ft (assist by D. Wright)
11:27.0,T. Maker misses 3-pt shot from 22 ft,,96-90,,
11:24.0,,,96-90,,Defensive rebound by P. Siakam
11:19.0,,,96-90,,C. Miles misses 3-pt shot from 24 ft
11:17.0,Defensive rebound by S. Brown,,96-90,,
10:57.0,J. Terry misses 3-pt shot from 25 ft,,96-90,,
10:54.0,,,96-90,,Defensive rebound by P. Siakam
10:45.0,,,96-90,,C. Miles misses 3-pt shot from 25 ft
10:41.0,Defensive rebound by S. Brown,,96-90,,
10:33.0,Turnover by S. Brown (bad pass),,96-90,,
10:16.0,,,96-92,2,P. Siakam makes 2-pt shot from 7 ft (assist by J. Poeltl)
10:16.0,Violation by J. Parker (def goaltending),,96-92,,
9:58.0,Shooting foul by J. Poeltl (drawn by T. Maker),,96-92,,
9:58.0,T. Maker makes free throw 1 of 2,1,97-92,,
9:58.0,K. Middleton enters the game for J. Parker,,97-92,,
9:58.0,T. Maker makes free throw 2 of 2,1,98-92,,
9:46.0,,,98-92,,D. Wright misses 3-pt shot from 25 ft
9:43.0,Defensive rebound by S. Brown,,98-92,,
9:26.0,T. Maker misses 3-pt shot from 25 ft,,98-92,,
9:24.0,,,98-92,,Defensive rebound by P. Siakam
9:05.0,,,98-94,2,P. Siakam makes 2-pt shot from 9 ft
8:43.0,S. Brown misses 2-pt shot from 6 ft (block by F. VanVleet),,98-94,,
8:43.0,Offensive rebound by Team,,98-94,,
8:36.0,T. Maker misses 2-pt shot from 8 ft,,98-94,,
8:35.0,,,98-94,,Defensive rebound by D. Wright
8:27.0,,,98-94,,Turnover by C. Miles (lost ball; steal by J. Terry)
8:21.0,J. Terry makes 3-pt shot from 25 ft (assist by K. Middleton),3,101-94,,
8:18.0,,,101-94,,Toronto full timeout
8:18.0,,,101-94,,D. DeRozan enters the game for C. Miles
8:04.0,,,101-96,2,J. Poeltl makes 2-pt shot from 3 ft (assist by F. VanVleet)
7:43.0,G. Antetokounmpo misses 2-pt shot from 3 ft (block by J. Poeltl),,101-96,,
7:35.0,Offensive rebound by T. Maker,,101-96,,
7:35.0,T. Maker misses 2-pt shot at rim,,101-96,,
7:35.0,,,101-96,,Defensive rebound by J. Poeltl
7:22.0,,,101-96,,Turnover by D. Wright (bad pass)
7:22.0,J. Henson enters the game for T. Maker,,101-96,,
7:07.0,,,101-96,,Personal foul by D. DeRozan (drawn by G. Antetokounmpo)
7:01.0,K. Middleton misses 2-pt shot from 14 ft,,101-96,,
6:58.0,,,101-96,,Defensive rebound by F. VanVleet
6:53.0,,,101-96,,P. Siakam misses 3-pt shot from 22 ft
6:50.0,Defensive rebound by J. Terry,,101-96,,
6:27.0,G. Antetokounmpo misses 2-pt shot from 11 ft,,101-96,,
6:25.0,,,101-96,,Defensive rebound by D. DeRozan
6:18.0,,,101-98,2,D. DeRozan makes 2-pt shot from 1 ft
6:00.0,S. Brown misses 2-pt shot from 18 ft,,101-98,,
5:56.0,,,101-98,,Defensive rebound by J. Poeltl
5:51.0,,,101-98,,F. VanVleet misses 3-pt shot from 23 ft
5:50.0,,,101-98,,Offensive rebound by J. Poeltl
5:50.0,,,101-98,,Shooting foul by G. Antetokounmpo (drawn by J. Poeltl)
5:50.0,,,101-99,1,J. Poeltl makes free throw 1 of 2
5:50.0,,,101-99,,K. Lowry enters the game for D. Wright
5:50.0,T. Snell enters the game for J. Terry,,101-99,,
5:50.0,E. Bledsoe enters the game for S. Brown,,101-99,,
5:50.0,,,101-100,1,J. Poeltl makes free throw 2 of 2
5:50.0,Violation by J. Henson (lane),,101-100,,
5:33.0,G. Antetokounmpo misses 2-pt shot from 3 ft (block by J. Poeltl),,101-100,,
5:31.0,,,101-100,,Defensive rebound by K. Lowry
