time,Cleveland,pts.away,score,pts.home,Atlanta
1:34.0,,,34-32,1,M. Belinelli makes free throw 1 of 2
1:34.0,J. Green enters the game for J. Crowder,,34-32,,
1:34.0,,,34-33,1,M. Belinelli makes free throw 2 of 2
1:16.0,Offensive charge foul by J. Green (drawn by E. Ilyasova),,34-33,,
1:16.0,Turnover by J. Green (offensive foul),,34-33,,
1:16.0,C. Osman enters the game for L. James,,34-33,,
1:01.0,,,34-33,,Turnover by D. Bembry (bad pass; steal by C. Osman)
0:55.0,K. Korver makes 3-pt shot from 22 ft (assist by D. Wade),3,37-33,,
0:42.0,,,37-33,,D. Bembry misses 2-pt shot from 1 ft
0:39.0,Defensive rebound by C. Frye,,37-33,,
0:34.0,Shooting foul by E. Ilyasova (drawn by J. Green),,37-33,,
0:34.0,J. Green makes free throw 1 of 2,1,38-33,,
0:34.0,J. Green makes free throw 2 of 2,1,39-33,,
0:24.0,,,39-35,2,E. Ilyasova makes 2-pt shot from 19 ft (assist by T. Cavanaugh)
0:05.0,D. Wade makes 3-pt shot from 26 ft,3,42-35,,
0:00.0,,,42-35,,M. Belinelli misses 3-pt shot from 45 ft
0:00.0,,,42-35,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,Offensive foul by K. Korver (drawn by E. Ilyasova),,42-35,,
11:49.0,Turnover by K. Korver (offensive foul),,42-35,,
11:35.0,,,42-35,,I. Taylor misses 3-pt shot from 25 ft
11:29.0,,,42-35,,Offensive rebound by T. Cavanaugh
11:27.0,,,42-38,3,M. Belinelli makes 3-pt shot from 25 ft (assist by T. Cavanaugh)
11:10.0,C. Osman misses 2-pt shot from 2 ft (block by M. Belinelli),,42-38,,
11:10.0,Offensive rebound by Team,,42-38,,
11:10.0,,,42-38,,L. Babbitt enters the game for T. Cavanaugh
11:07.0,K. Korver misses 2-pt shot from 17 ft,,42-38,,
11:02.0,,,42-38,,Defensive rebound by D. Bembry
10:56.0,,,42-38,,I. Taylor misses 3-pt shot from 23 ft
10:54.0,Defensive rebound by Team,,42-38,,
10:41.0,Shooting foul by I. Taylor (drawn by D. Wade),,42-38,,
10:41.0,D. Wade makes free throw 1 of 2,1,43-38,,
10:41.0,D. Wade makes free throw 2 of 2,1,44-38,,
10:25.0,,,44-40,2,E. Ilyasova makes 2-pt shot from 1 ft (assist by D. Bembry)
10:08.0,K. Korver misses 2-pt shot from 20 ft,,44-40,,
10:04.0,,,44-40,,Defensive rebound by M. Belinelli
9:58.0,,,44-43,3,E. Ilyasova makes 3-pt shot from 23 ft (assist by M. Belinelli)
9:38.0,D. Wade makes 3-pt shot from 25 ft,3,47-43,,
9:22.0,,,47-46,3,L. Babbitt makes 3-pt shot from 26 ft (assist by M. Belinelli)
9:06.0,C. Frye makes 2-pt shot from 1 ft (assist by J. Green),2,49-46,,
8:54.0,,,49-46,,Shooting foul by C. Osman (drawn by M. Belinelli)
8:54.0,,,49-47,1,M. Belinelli makes free throw 1 of 3
8:54.0,,,49-48,1,M. Belinelli makes free throw 2 of 3
8:54.0,,,49-48,,M. Plumlee enters the game for E. Ilyasova
8:54.0,L. James enters the game for C. Frye,,49-48,,
8:54.0,,,49-48,,T. Waller-Prince enters the game for L. Babbitt
8:54.0,,,49-49,1,M. Belinelli makes free throw 3 of 3
8:46.0,K. Korver misses 3-pt shot from 25 ft (block by D. Bembry),,49-49,,
8:42.0,,,49-49,,Defensive rebound by M. Belinelli
8:42.0,,,49-49,,Turnover by M. Belinelli (bad pass)
8:42.0,,,49-49,,L. Babbitt enters the game for D. Bembry
8:29.0,J. Green misses 2-pt shot from 13 ft,,49-49,,
8:26.0,,,49-49,,Defensive rebound by I. Taylor
8:06.0,,,49-49,,M. Belinelli misses 2-pt shot from 1 ft (block by J. Green)
8:05.0,,,49-49,,Offensive rebound by M. Belinelli
8:05.0,,,49-51,2,M. Belinelli makes 2-pt shot from 1 ft
8:05.0,,,49-51,,Shooting foul by J. Green (drawn by M. Belinelli)
8:05.0,J. Smith enters the game for C. Osman,,49-51,,
8:05.0,,,49-51,,M. Belinelli misses free throw 1 of 1
8:05.0,,,49-51,,D. Schroder enters the game for I. Taylor
8:05.0,,,49-51,,E. Ilyasova enters the game for L. Babbitt
7:59.0,Defensive rebound by D. Wade,,49-51,,
7:45.0,J. Green misses 2-pt shot from 7 ft,,49-51,,
7:41.0,,,49-51,,Defensive rebound by M. Plumlee
7:35.0,,,49-51,,Turnover by M. Belinelli (traveling)
7:35.0,K. Love enters the game for J. Green,,49-51,,
7:35.0,,,49-51,,K. Bazemore enters the game for M. Belinelli
7:23.0,K. Love misses 3-pt shot from 23 ft,,49-51,,
7:19.0,,,49-51,,Defensive rebound by E. Ilyasova
7:11.0,,,49-51,,T. Waller-Prince misses 3-pt shot from 25 ft
7:08.0,Defensive rebound by L. James,,49-51,,
7:03.0,J. Smith misses 3-pt shot from 22 ft,,49-51,,
7:01.0,,,49-51,,Defensive rebound by E. Ilyasova
6:48.0,,,49-54,3,D. Schroder makes 3-pt shot from 24 ft
6:27.0,K. Love makes 2-pt shot from 3 ft (assist by L. James),2,51-54,,
6:12.0,,,51-56,2,D. Schroder makes 2-pt shot from 1 ft
5:56.0,K. Korver misses 3-pt shot from 22 ft,,51-56,,
5:53.0,Offensive rebound by K. Love,,51-56,,
5:52.0,K. Love misses 2-pt shot at rim (block by E. Ilyasova),,51-56,,
5:52.0,Offensive rebound by K. Love,,51-56,,
5:51.0,Turnover by K. Love (bad pass),,51-56,,
5:51.0,,,51-56,,Atlanta full timeout
5:51.0,J. Crowder enters the game for K. Korver,,51-56,,
5:38.0,,,51-58,2,T. Waller-Prince makes 2-pt shot from 12 ft
5:24.0,,,51-58,,Personal foul by E. Ilyasova (drawn by L. James)
5:24.0,,,51-58,,J. Collins enters the game for M. Plumlee
5:17.0,D. Wade misses 3-pt shot from 25 ft,,51-58,,
5:14.0,,,51-58,,Defensive rebound by Team
5:04.0,,,51-58,,K. Bazemore misses 3-pt shot from 24 ft
5:02.0,Defensive rebound by Team,,51-58,,
5:02.0,,,51-58,,Loose ball foul by J. Collins (drawn by K. Love)
5:02.0,J. Calderon enters the game for D. Wade,,51-58,,
4:47.0,J. Crowder makes 3-pt shot from 24 ft (assist by L. James),3,54-58,,
4:20.0,,,54-61,3,E. Ilyasova makes 3-pt shot from 23 ft (assist by K. Bazemore)
3:53.0,Turnover by Team (shot clock),,54-61,,
3:53.0,,,54-61,,M. Belinelli enters the game for J. Collins
3:32.0,,,54-61,,T. Waller-Prince misses 2-pt shot from 3 ft (block by L. James)
3:29.0,Defensive rebound by J. Crowder,,54-61,,
3:17.0,J. Crowder makes 2-pt shot from 1 ft (assist by L. James),2,56-61,,
3:03.0,,,56-63,2,D. Schroder makes 2-pt shot from 2 ft
2:47.0,J. Calderon misses 3-pt shot from 25 ft,,56-63,,
2:44.0,,,56-63,,Defensive rebound by T. Waller-Prince
2:32.0,,,56-65,2,D. Schroder makes 2-pt shot from 1 ft
2:11.0,K. Love misses 2-pt shot from 11 ft,,56-65,,
2:02.0,Offensive rebound by L. James,,56-65,,
2:02.0,L. James makes 2-pt shot at rim,2,58-65,,
1:50.0,,,58-67,2,D. Schroder makes 2-pt shot at rim
1:49.0,Cleveland full timeout,,58-67,,
1:49.0,J. Green enters the game for J. Calderon,,58-67,,
1:35.0,K. Love misses 3-pt shot from 28 ft,,58-67,,
1:31.0,,,58-67,,Defensive rebound by T. Waller-Prince
1:08.0,,,58-67,,Turnover by Team (shot clock)
0:57.0,Shooting foul by D. Schroder (drawn by K. Love),,58-67,,
0:57.0,K. Love makes free throw 1 of 3,1,59-67,,
0:57.0,K. Love makes free throw 2 of 3,1,60-67,,
0:57.0,K. Love makes free throw 3 of 3,1,61-67,,
0:50.0,,,61-67,,D. Schroder misses 3-pt shot from 25 ft
0:46.0,Defensive rebound by J. Green,,61-67,,
0:32.0,,,61-67,,T. Cavanaugh enters the game for E. Ilyasova
0:27.0,J. Smith makes 2-pt shot from 20 ft,2,63-67,,
0:03.0,,,63-67,,D. Schroder misses 2-pt shot from 1 ft
0:02.0,Defensive rebound by K. Love,,63-67,,
0:02.0,Turnover by K. Love (traveling),,63-67,,
0:02.0,C. Osman enters the game for J. Green,,63-67,,
0:00.0,,,63-67,,K. Bazemore misses 2-pt shot from 20 ft
0:00.0,,,63-67,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,K. Love makes 3-pt shot from 23 ft (assist by L. James),3,66-67,,
11:21.0,,,66-67,,T. Waller-Prince misses 2-pt shot from 16 ft
11:18.0,Defensive rebound by L. James,,66-67,,
11:05.0,Shooting foul by L. Babbitt (drawn by J. Green),,66-67,,
11:05.0,J. Green makes free throw 1 of 2,1,67-67,,
11:05.0,J. Green makes free throw 2 of 2,1,68-67,,
10:59.0,,,68-67,,D. Schroder misses 2-pt shot from 16 ft
10:55.0,Defensive rebound by K. Love,,68-67,,
10:49.0,K. Love misses 3-pt shot from 24 ft,,68-67,,
10:49.0,,,68-67,,Defensive rebound by K. Bazemore
10:37.0,,,68-67,,Turnover by K. Bazemore (turnover)
10:29.0,L. James makes 3-pt shot from 25 ft,3,71-67,,
10:27.0,,,71-67,,Atlanta full timeout
10:09.0,,,71-70,3,K. Bazemore makes 3-pt shot from 22 ft (assist by T. Waller-Prince)
9:47.0,K. Love misses 3-pt shot from 25 ft,,71-70,,
9:43.0,,,71-70,,Defensive rebound by K. Bazemore
9:40.0,,,71-73,3,T. Waller-Prince makes 3-pt shot from 24 ft (assist by D. Schroder)
9:19.0,J. Green makes 2-pt shot from 1 ft (assist by K. Love),2,73-73,,
9:05.0,,,73-73,,Turnover by T. Waller-Prince (traveling)
8:48.0,J. Green misses 2-pt shot from 13 ft,,73-73,,
8:45.0,,,73-73,,Defensive rebound by K. Bazemore
8:38.0,,,73-73,,Turnover by D. Schroder (out of bounds lost ball)
8:14.0,K. Love makes 2-pt shot from 16 ft,2,75-73,,
8:01.0,,,75-73,,Turnover by K. Bazemore (lost ball; steal by J. Green)
7:56.0,Turnover by L. James (lost ball; steal by K. Bazemore),,75-73,,
7:41.0,,,75-75,2,D. Schroder makes 2-pt shot from 15 ft (assist by L. Babbitt)
7:23.0,K. Love makes 3-pt shot from 22 ft (assist by L. James),3,78-75,,
7:05.0,,,78-77,2,J. Collins makes 2-pt shot from 1 ft (assist by D. Schroder)
6:46.0,J. Green makes 2-pt shot from 3 ft (assist by L. James),2,80-77,,
6:31.0,,,80-77,,L. Babbitt misses 3-pt shot from 24 ft
6:28.0,Defensive rebound by K. Love,,80-77,,
6:24.0,J. Green makes 2-pt shot from 2 ft (assist by L. James),2,82-77,,
6:01.0,Personal foul by J. Smith (drawn by K. Bazemore),,82-77,,
6:01.0,,,82-77,,E. Ilyasova enters the game for T. Waller-Prince
6:01.0,,,82-77,,D. Bembry enters the game for J. Collins
5:48.0,,,82-77,,Shooting foul by L. James (drawn by D. Schroder)
5:48.0,,,82-78,1,D. Schroder makes free throw 1 of 2
5:48.0,,,82-78,,T. Waller-Prince enters the game for K. Bazemore
5:48.0,,,82-79,1,D. Schroder makes free throw 2 of 2
5:35.0,J. Crowder makes 2-pt shot from 22 ft (assist by L. James),2,84-79,,
5:16.0,,,84-79,,T. Waller-Prince misses 2-pt shot from 13 ft
5:13.0,Defensive rebound by K. Love,,84-79,,
5:04.0,J. Smith makes 3-pt shot from 23 ft (assist by J. Crowder),3,87-79,,
5:03.0,,,87-79,,Atlanta full timeout
5:03.0,,,87-79,,M. Belinelli enters the game for E. Ilyasova
5:03.0,,,87-79,,J. Collins enters the game for D. Bembry
4:52.0,,,87-79,,L. Babbitt misses 3-pt shot from 25 ft
4:49.0,Defensive rebound by K. Love,,87-79,,
4:36.0,L. James makes 3-pt shot from 26 ft (assist by J. Green),3,90-79,,
4:22.0,,,90-79,,T. Waller-Prince misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by K. Love,,90-79,,
4:13.0,Turnover by L. James (bad pass; steal by J. Collins),,90-79,,
3:55.0,,,90-82,3,L. Babbitt makes 3-pt shot from 24 ft (assist by D. Schroder)
3:36.0,K. Love makes 3-pt shot from 26 ft (assist by J. Crowder),3,93-82,,
3:24.0,,,93-82,,Technical foul by M. Belinelli
3:24.0,K. Love makes technical free throw,1,94-82,,
3:24.0,,,94-82,,I. Taylor enters the game for L. Babbitt
3:24.0,,,94-82,,E. Ilyasova enters the game for D. Schroder
3:23.0,,,94-82,,Shooting foul by J. Smith (drawn by M. Belinelli)
3:23.0,,,94-83,1,M. Belinelli makes free throw 1 of 3
3:23.0,,,94-85,1,M. Belinelli makes free throw 2 of 3
3:23.0,,,94-85,1,M. Belinelli makes free throw 3 of 3
3:04.0,L. James misses 3-pt shot from 25 ft,,94-85,,
3:01.0,,,94-85,,Defensive rebound by J. Collins
2:47.0,,,94-85,,I. Taylor misses 2-pt shot from 13 ft
2:43.0,Defensive rebound by K. Love,,94-85,,
2:38.0,J. Green misses 2-pt shot from 2 ft,,94-85,,
2:35.0,,,94-85,,Defensive rebound by T. Waller-Prince
2:31.0,,,94-87,2,J. Collins makes 2-pt shot from 1 ft (assist by M. Belinelli)
2:31.0,Cleveland full timeout,,94-87,,
2:31.0,,,94-87,,D. Bembry enters the game for T. Waller-Prince
2:31.0,C. Frye enters the game for K. Love,,94-87,,
2:31.0,D. Wade enters the game for J. Smith,,94-87,,
2:31.0,C. Osman enters the game for L. James,,94-87,,
2:31.0,J. Calderon enters the game for J. Green,,94-87,,
2:31.0,K. Korver enters the game for J. Crowder,,94-87,,
2:21.0,K. Korver misses 3-pt shot from 24 ft,,94-87,,
2:18.0,,,94-87,,Defensive rebound by D. Bembry
2:02.0,,,94-89,2,D. Bembry makes 2-pt shot from 1 ft
1:47.0,C. Frye misses 3-pt shot from 24 ft,,94-89,,
1:42.0,Offensive rebound by C. Osman,,94-89,,
1:39.0,D. Wade makes 3-pt shot from 25 ft (assist by C. Osman),3,97-89,,
1:27.0,,,97-89,,Turnover by I. Taylor (bad pass)
1:16.0,Turnover by C. Frye (traveling),,97-89,,
1:05.0,,,97-89,,Shooting foul by D. Wade (drawn by I. Taylor)
1:05.0,,,97-89,,I. Taylor misses free throw 1 of 2
1:05.0,,,97-89,,Offensive rebound by Team
1:05.0,,,97-89,,I. Taylor misses free throw 2 of 2
1:02.0,Defensive rebound by C. Osman,,97-89,,
0:47.0,Turnover by K. Korver (traveling),,97-89,,
0:34.0,,,97-89,,M. Belinelli misses 2-pt shot from 20 ft
0:31.0,,,97-89,,Offensive rebound by E. Ilyasova
0:29.0,,,97-89,,E. Ilyasova misses 2-pt shot from 1 ft (block by D. Wade)
0:29.0,Defensive rebound by K. Korver,,97-89,,
0:25.0,C. Osman makes 2-pt shot from 1 ft (assist by K. Korver),2,99-89,,
0:14.0,Personal foul by C. Osman (drawn by D. Bembry),,99-89,,
0:14.0,,,99-90,1,D. Bembry makes free throw 1 of 2
0:14.0,,,99-90,,T. Waller-Prince enters the game for M. Belinelli
0:14.0,,,99-90,,D. Bembry misses free throw 2 of 2
0:12.0,Defensive rebound by C. Osman,,99-90,,
0:04.0,D. Wade misses 3-pt shot from 24 ft,,99-90,,
0:00.0,,,99-90,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,99-90,,Turnover by K. Bazemore (bad pass; steal by D. Wade)
11:28.0,Turnover by K. Korver (traveling),,99-90,,
11:12.0,,,99-92,2,M. Belinelli makes 2-pt shot from 1 ft (assist by K. Bazemore)
11:02.0,D. Wade misses 2-pt shot from 14 ft,,99-92,,
11:02.0,Offensive rebound by C. Osman,,99-92,,
10:54.0,D. Wade makes 2-pt shot at rim (assist by K. Korver),2,101-92,,
10:39.0,,,101-94,2,E. Ilyasova makes 2-pt shot at rim (assist by K. Bazemore)
10:26.0,K. Korver makes 3-pt shot from 25 ft (assist by D. Wade),3,104-94,,
10:10.0,,,104-94,,Turnover by M. Belinelli (bad pass; steal by D. Wade)
10:02.0,Turnover by C. Osman (lost ball; steal by E. Ilyasova),,104-94,,
9:55.0,,,104-97,3,M. Belinelli makes 3-pt shot from 23 ft (assist by K. Bazemore)
9:31.0,C. Osman makes 3-pt shot from 25 ft (assist by D. Wade),3,107-97,,
9:20.0,,,107-97,,Offensive foul by E. Ilyasova (drawn by J. Calderon)
9:20.0,,,107-97,,Turnover by E. Ilyasova (offensive foul)
9:01.0,D. Wade misses 2-pt shot from 21 ft,,107-97,,
8:57.0,Personal take foul by J. Calderon (drawn by K. Bazemore),,107-97,,
8:56.0,,,107-97,,Defensive rebound by M. Belinelli
8:48.0,,,107-100,3,E. Ilyasova makes 3-pt shot from 23 ft (assist by M. Belinelli)
8:31.0,Turnover by D. Wade (bad pass; steal by D. Bembry),,107-100,,
8:27.0,,,107-102,2,D. Bembry makes 2-pt shot from 1 ft
8:27.0,Cleveland full timeout,,107-102,,
8:27.0,,,107-102,,J. Collins enters the game for M. Belinelli
8:27.0,L. James enters the game for C. Osman,,107-102,,
8:16.0,,,107-102,,Personal foul by E. Ilyasova (drawn by L. James)
8:02.0,L. James misses 3-pt shot from 29 ft,,107-102,,
7:51.0,Offensive rebound by C. Frye,,107-102,,
7:51.0,C. Frye misses 2-pt shot at rim,,107-102,,
7:51.0,Offensive rebound by C. Frye,,107-102,,
7:49.0,C. Frye makes 2-pt shot at rim,2,109-102,,
7:42.0,,,109-102,,Turnover by K. Bazemore (lost ball; steal by D. Wade)
7:36.0,,,109-102,,D. Schroder enters the game for I. Taylor
7:36.0,J. Smith enters the game for J. Calderon,,109-102,,
7:34.0,Jump ball: K. Bazemore vs. L. James,,,,Jump ball: K. Bazemore vs. L. James
7:22.0,Turnover by L. James (lost ball; steal by E. Ilyasova),,109-102,,
7:15.0,,,109-102,,Shooting foul by C. Frye (drawn by D. Schroder)
7:15.0,,,109-103,1,D. Schroder makes free throw 1 of 2
7:15.0,K. Love enters the game for C. Frye,,109-103,,
7:15.0,,,109-104,1,D. Schroder makes free throw 2 of 2
6:59.0,Shooting foul by K. Bazemore (drawn by K. Love),,109-104,,
6:59.0,K. Love misses free throw 1 of 2,,109-104,,
6:59.0,Offensive rebound by Team,,109-104,,
6:59.0,K. Love makes free throw 2 of 2,1,110-104,,
6:44.0,,,110-104,,Turnover by D. Bembry (lost ball; steal by K. Korver)
6:42.0,Jump ball: E. Ilyasova vs. K. Korver (D. Bembry gains possession),,,,Jump ball: E. Ilyasova vs. K. Korver (D. Bembry gains possession)
6:42.0,Turnover by K. Korver (turnover; steal by E. Ilyasova),,110-104,,
6:35.0,Jump ball: D. Bembry vs. L. James,,,,Jump ball: D. Bembry vs. L. James
6:35.0,,,110-104,,Turnover by D. Bembry (turnover; steal by L. James)
6:31.0,Shooting foul by E. Ilyasova (drawn by D. Wade),,110-104,,
6:31.0,D. Wade misses free throw 1 of 2,,110-104,,
6:31.0,Offensive rebound by Team,,110-104,,
6:31.0,,,110-104,,T. Waller-Prince enters the game for E. Ilyasova
6:31.0,,,110-104,,M. Belinelli enters the game for D. Bembry
6:31.0,D. Wade makes free throw 2 of 2,1,111-104,,
6:15.0,,,111-104,,D. Schroder misses 2-pt shot from 12 ft
6:10.0,Defensive rebound by K. Korver,,111-104,,
5:48.0,K. Love misses 3-pt shot from 23 ft,,111-104,,
5:45.0,,,111-104,,Defensive rebound by J. Collins
5:27.0,Personal foul by L. James (drawn by D. Schroder),,111-104,,
5:27.0,J. Crowder enters the game for D. Wade,,111-104,,
5:20.0,,,111-104,,M. Belinelli misses 3-pt shot from 25 ft
5:18.0,Defensive rebound by J. Crowder,,111-104,,
5:06.0,J. Crowder misses 3-pt shot from 23 ft,,111-104,,
5:02.0,,,111-104,,Defensive rebound by K. Bazemore
4:58.0,,,111-104,,T. Waller-Prince misses 3-pt shot from 26 ft
4:56.0,Cleveland full timeout,,111-104,,
4:56.0,,,111-104,,E. Ilyasova enters the game for T. Waller-Prince
4:56.0,,,111-104,,D. Bembry enters the game for K. Bazemore
4:55.0,Defensive rebound by K. Korver,,111-104,,
4:44.0,Turnover by J. Smith (bad pass),,111-104,,
4:28.0,,,111-106,2,D. Schroder makes 2-pt shot from 17 ft
4:01.0,J. Smith misses 3-pt shot from 22 ft,,111-106,,
3:59.0,,,111-106,,Defensive rebound by Team
3:59.0,Loose ball foul by J. Crowder (drawn by J. Collins),,111-106,,
3:59.0,,,111-106,,K. Bazemore enters the game for J. Collins
3:59.0,J. Green enters the game for K. Korver,,111-106,,
3:48.0,,,111-108,2,E. Ilyasova makes 2-pt shot from 5 ft (assist by K. Bazemore)
3:29.0,L. James misses 3-pt shot from 25 ft,,111-108,,
