time,Golden State,pts.away,score,pts.home,Houston
8:55.0,,,7-6,,E. Gordon enters the game for P. Tucker
8:55.0,K. Durant makes free throw 2 of 2,1,8-6,,
8:47.0,,,8-8,2,J. Harden makes 2-pt shot from 1 ft
8:31.0,D. Green misses 3-pt shot from 26 ft,,8-8,,
8:29.0,,,8-8,,Defensive rebound by T. Ariza
8:23.0,,,8-8,,T. Ariza misses 3-pt shot from 26 ft
8:21.0,Defensive rebound by S. Curry,,8-8,,
8:12.0,S. Curry makes 2-pt shot from 1 ft,2,10-8,,
8:01.0,Personal foul by S. Curry (drawn by T. Ariza),,10-8,,
7:48.0,,,10-11,3,J. Harden makes 3-pt shot from 25 ft
7:36.0,Turnover by D. Green (bad pass),,10-11,,
7:11.0,,,10-13,2,T. Ariza makes 2-pt shot from 1 ft (assist by C. Paul)
7:02.0,Turnover by D. Green (bad pass; steal by C. Paul),,10-13,,
6:55.0,,,10-13,,C. Paul misses 3-pt shot from 24 ft
6:54.0,,,10-13,,Offensive rebound by C. Capela
6:52.0,,,10-13,,Shooting foul by D. Green (drawn by C. Capela)
6:52.0,,,10-13,,Houston full timeout
6:52.0,,,10-13,,L. Mbah a Moute enters the game for C. Paul
6:52.0,,,10-13,,C. Capela misses free throw 1 of 2
6:52.0,,,10-13,,Offensive rebound by Team
6:52.0,,,10-13,,C. Capela misses free throw 2 of 2
6:52.0,Defensive rebound by A. Iguodala,,10-13,,
6:37.0,,,10-13,,Personal foul by T. Ariza (drawn by K. Durant)
6:37.0,K. Looney enters the game for A. Iguodala,,10-13,,
6:26.0,S. Curry makes 2-pt shot from 1 ft,2,12-13,,
6:18.0,,,12-13,,L. Mbah a Moute misses 3-pt shot from 23 ft (block by D. Green)
6:15.0,,,12-13,,Offensive rebound by L. Mbah a Moute
6:09.0,,,12-13,,E. Gordon misses 2-pt shot at rim
6:08.0,,,12-13,,Offensive rebound by Team
6:05.0,,,12-13,,L. Mbah a Moute misses 2-pt shot from 1 ft
6:03.0,Defensive rebound by K. Looney,,12-13,,
5:46.0,K. Durant makes 2-pt shot from 2 ft,2,14-13,,
5:26.0,,,14-13,,J. Harden misses 2-pt shot from 6 ft (block by D. Green)
5:22.0,,,14-13,,Offensive rebound by C. Capela
5:19.0,,,14-13,,Offensive foul by C. Capela (drawn by S. Curry)
5:19.0,,,14-13,,Turnover by C. Capela (offensive foul)
4:59.0,K. Durant misses 2-pt shot from 12 ft,,14-13,,
4:56.0,Offensive rebound by K. Looney,,14-13,,
4:56.0,K. Looney makes 2-pt shot at rim,2,16-13,,
4:43.0,,,16-16,3,E. Gordon makes 3-pt shot from 24 ft (assist by T. Ariza)
4:30.0,K. Looney makes 2-pt shot from 1 ft (assist by D. Green),2,18-16,,
4:17.0,,,18-18,2,J. Harden makes 2-pt shot at rim
4:06.0,K. Thompson misses 2-pt shot from 2 ft,,18-18,,
4:04.0,,,18-18,,Defensive rebound by J. Harden
4:00.0,,,18-18,,J. Harden misses 3-pt shot from 25 ft
3:56.0,,,18-18,,Offensive rebound by T. Ariza
3:52.0,,,18-18,,L. Mbah a Moute misses 2-pt shot at rim
3:50.0,Defensive rebound by S. Curry,,18-18,,
3:48.0,,,18-18,,Personal foul by J. Harden (drawn by S. Curry)
3:48.0,,,18-18,,P. Tucker enters the game for L. Mbah a Moute
3:48.0,,,18-18,,G. Green enters the game for C. Capela
3:41.0,K. Durant misses 2-pt shot from 10 ft,,18-18,,
3:39.0,,,18-18,,Defensive rebound by E. Gordon
3:19.0,,,18-18,,J. Harden misses 3-pt shot from 26 ft
3:17.0,Defensive rebound by S. Curry,,18-18,,
3:14.0,S. Curry misses 3-pt shot from 25 ft,,18-18,,
3:10.0,,,18-18,,Defensive rebound by G. Green
3:01.0,,,18-21,3,E. Gordon makes 3-pt shot from 26 ft
2:54.0,Golden State full timeout,,18-21,,
2:54.0,,,18-21,,C. Paul enters the game for J. Harden
2:54.0,A. Iguodala enters the game for K. Thompson,,18-21,,
2:54.0,N. Young enters the game for D. Green,,18-21,,
2:45.0,S. Curry misses 3-pt shot from 24 ft,,18-21,,
2:43.0,,,18-21,,Defensive rebound by C. Paul
2:40.0,,,18-21,,Shooting foul by K. Durant (drawn by E. Gordon)
2:40.0,,,18-22,1,E. Gordon makes free throw 1 of 2
2:40.0,,,18-23,1,E. Gordon makes free throw 2 of 2
2:21.0,Offensive foul by A. Iguodala (drawn by C. Paul),,18-23,,
2:21.0,Turnover by A. Iguodala (offensive foul),,18-23,,
2:21.0,S. Livingston enters the game for K. Durant,,18-23,,
1:58.0,,,18-23,,C. Paul misses 3-pt shot from 25 ft
1:54.0,Defensive rebound by K. Looney,,18-23,,
1:46.0,A. Iguodala misses 2-pt shot from 15 ft,,18-23,,
1:46.0,,,18-23,,Defensive rebound by Team
1:46.0,,,18-23,,C. Capela enters the game for T. Ariza
1:33.0,,,18-23,,E. Gordon misses 3-pt shot from 26 ft
1:32.0,Defensive rebound by Team,,18-23,,
1:15.0,A. Iguodala misses 3-pt shot from 23 ft,,18-23,,
1:13.0,Offensive rebound by K. Looney,,18-23,,
1:10.0,N. Young misses 3-pt shot from 26 ft,,18-23,,
1:09.0,,,18-23,,Defensive rebound by C. Paul
1:03.0,,,18-23,,Shooting foul by S. Livingston (drawn by P. Tucker)
1:03.0,,,18-23,,P. Tucker misses free throw 1 of 2
1:03.0,,,18-23,,Offensive rebound by Team
1:03.0,,,18-24,1,P. Tucker makes free throw 2 of 2
0:50.0,Turnover by K. Looney (lost ball; steal by P. Tucker),,18-24,,
0:45.0,,,18-26,2,G. Green makes 2-pt shot at rim (assist by C. Paul)
0:29.0,S. Curry makes 2-pt shot from 2 ft,2,20-26,,
0:29.0,Shooting foul by C. Capela (drawn by S. Curry),,20-26,,
0:29.0,S. Curry makes free throw 1 of 1,1,21-26,,
0:07.0,,,21-26,,C. Paul misses 2-pt shot from 5 ft
0:05.0,Defensive rebound by S. Curry,,21-26,,
0:02.0,S. Curry misses 3-pt shot from 27 ft,,21-26,,
0:01.0,,,21-26,,Defensive rebound by G. Green
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,21-29,3,P. Tucker makes 3-pt shot from 23 ft (assist by E. Gordon)
11:17.0,D. West misses 2-pt shot from 14 ft,,21-29,,
11:15.0,,,21-29,,Defensive rebound by P. Tucker
11:09.0,,,21-29,,G. Green misses 3-pt shot from 24 ft
11:06.0,Defensive rebound by D. Green,,21-29,,
10:47.0,D. West makes 2-pt shot from 1 ft (assist by K. Thompson),2,23-29,,
10:38.0,,,23-29,,P. Tucker misses 3-pt shot from 23 ft
10:35.0,Defensive rebound by K. Thompson,,23-29,,
10:27.0,N. Young makes 3-pt shot from 25 ft (assist by D. Green),3,26-29,,
10:09.0,Personal foul by D. West (drawn by E. Gordon),,26-29,,
9:57.0,,,26-32,3,C. Paul makes 3-pt shot from 25 ft
9:35.0,D. West misses 2-pt shot from 8 ft,,26-32,,
9:32.0,Offensive rebound by S. Livingston,,26-32,,
9:23.0,K. Thompson misses 2-pt shot from 7 ft,,26-32,,
9:22.0,,,26-32,,Defensive rebound by C. Capela
9:14.0,,,26-34,2,C. Capela makes 2-pt shot at rim (assist by C. Paul)
9:14.0,,,26-34,,Shooting foul by D. West (drawn by C. Capela)
9:14.0,,,26-34,,T. Ariza enters the game for E. Gordon
9:14.0,,,26-34,,J. Harden enters the game for G. Green
9:14.0,K. Durant enters the game for N. Young,,26-34,,
9:14.0,,,26-35,1,C. Capela makes free throw 1 of 1
8:51.0,Turnover by D. Green (lost ball; steal by C. Paul),,26-35,,
8:34.0,,,26-38,3,J. Harden makes 3-pt shot from 23 ft (assist by P. Tucker)
8:34.0,Golden State full timeout,,26-38,,
8:22.0,D. West makes 2-pt shot from 1 ft (assist by S. Livingston),2,28-38,,
8:07.0,,,28-38,,Turnover by P. Tucker (bad pass; steal by D. Green)
7:58.0,Shooting foul by P. Tucker (drawn by K. Durant),,28-38,,
7:58.0,K. Durant makes free throw 1 of 2,1,29-38,,
7:58.0,K. Durant makes free throw 2 of 2,1,30-38,,
7:34.0,,,30-38,,J. Harden misses 3-pt shot from 22 ft
7:31.0,Defensive rebound by K. Thompson,,30-38,,
7:27.0,S. Livingston makes 2-pt shot at rim (assist by K. Thompson),2,32-38,,
7:09.0,,,32-40,2,T. Ariza makes 2-pt shot from 1 ft
6:56.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,35-40,,
6:31.0,,,35-43,3,P. Tucker makes 3-pt shot from 23 ft (assist by T. Ariza)
6:17.0,K. Thompson misses 2-pt shot from 7 ft,,35-43,,
6:14.0,,,35-43,,Defensive rebound by C. Paul
6:10.0,,,35-46,3,P. Tucker makes 3-pt shot from 22 ft (assist by C. Paul)
6:00.0,Golden State full timeout,,35-46,,
6:00.0,,,35-46,,E. Gordon enters the game for C. Capela
6:00.0,A. Iguodala enters the game for D. West,,35-46,,
6:00.0,S. Curry enters the game for S. Livingston,,35-46,,
5:55.0,D. Green makes 2-pt shot at rim,2,37-46,,
5:32.0,,,37-48,2,P. Tucker makes 2-pt shot at rim
5:22.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,40-48,,
4:59.0,,,40-51,3,T. Ariza makes 3-pt shot from 22 ft (assist by P. Tucker)
4:39.0,K. Thompson misses 2-pt shot from 17 ft,,40-51,,
4:36.0,,,40-51,,Defensive rebound by J. Harden
4:22.0,,,40-54,3,E. Gordon makes 3-pt shot from 24 ft (assist by T. Ariza)
4:02.0,K. Durant makes 2-pt shot at rim,2,42-54,,
3:51.0,,,42-54,,Shooting foul by K. Thompson (drawn by J. Harden)
3:51.0,,,42-55,1,J. Harden makes free throw 1 of 2
3:51.0,,,42-56,1,J. Harden makes free throw 2 of 2
3:38.0,Turnover by D. Green (bad pass; steal by C. Paul),,42-56,,
3:35.0,,,42-56,,J. Harden misses 2-pt shot at rim
3:33.0,Defensive rebound by K. Durant,,42-56,,
3:28.0,Turnover by A. Iguodala (bad pass; steal by T. Ariza),,42-56,,
3:20.0,,,42-56,,J. Harden misses 3-pt shot from 23 ft
3:18.0,,,42-56,,Offensive rebound by T. Ariza
3:13.0,,,42-56,,Houston full timeout
3:11.0,,,42-58,2,T. Ariza makes 2-pt shot at rim (assist by E. Gordon)
2:46.0,K. Durant misses 3-pt shot from 26 ft,,42-58,,
2:44.0,,,42-58,,Defensive rebound by J. Harden
2:28.0,,,42-60,2,E. Gordon makes 2-pt shot at rim (assist by J. Harden)
2:17.0,K. Thompson misses 3-pt shot from 25 ft,,42-60,,
2:15.0,,,42-60,,Defensive rebound by J. Harden
2:08.0,,,42-60,,J. Harden misses 3-pt shot from 25 ft
2:06.0,Defensive rebound by K. Durant,,42-60,,
2:02.0,,,42-60,,Personal foul by T. Ariza (drawn by K. Durant)
1:48.0,K. Durant makes 3-pt shot from 25 ft (assist by S. Curry),3,45-60,,
1:28.0,,,45-62,2,P. Tucker makes 2-pt shot at rim (assist by C. Paul)
1:09.0,Turnover by S. Curry (bad pass),,45-62,,
0:59.0,,,45-64,2,T. Ariza makes 2-pt shot at rim (assist by P. Tucker)
0:48.0,K. Durant makes 3-pt shot from 25 ft (assist by D. Green),3,48-64,,
0:34.0,,,48-64,,C. Paul misses 2-pt shot from 5 ft
0:34.0,,,48-64,,Offensive rebound by Team
0:34.0,,,48-64,,Turnover by C. Paul (turnover)
0:26.0,S. Curry misses 3-pt shot from 26 ft,,48-64,,
0:26.0,Offensive rebound by A. Iguodala,,48-64,,
0:26.0,A. Iguodala makes 2-pt shot at rim,2,50-64,,
0:11.0,,,50-64,,Offensive foul by J. Harden (drawn by K. Thompson)
0:11.0,,,50-64,,Turnover by J. Harden (offensive foul)
0:11.0,N. Young enters the game for A. Iguodala,,50-64,,
0:08.0,,,50-64,,Personal foul by P. Tucker (drawn by S. Curry)
0:03.0,K. Durant misses 3-pt shot from 27 ft,,50-64,,
0:02.0,,,50-64,,Defensive rebound by T. Ariza
0:00.0,,,50-64,,J. Harden misses 3-pt shot from 42 ft
0:00.0,,,50-64,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,50-64,,C. Paul misses 2-pt shot from 8 ft
11:35.0,Defensive rebound by D. Green,,50-64,,
11:18.0,Offensive charge foul by K. Durant (drawn by P. Tucker),,50-64,,
11:18.0,Turnover by K. Durant (offensive foul),,50-64,,
11:06.0,,,50-64,,J. Harden misses 3-pt shot from 25 ft
11:04.0,Defensive rebound by Team,,50-64,,
10:48.0,K. Durant makes 2-pt shot from 5 ft (assist by S. Curry),2,52-64,,
10:26.0,,,52-66,2,J. Harden makes 2-pt shot from 1 ft
10:14.0,S. Curry misses 2-pt shot from 1 ft,,52-66,,
10:13.0,Offensive rebound by A. Iguodala,,52-66,,
10:13.0,A. Iguodala makes 2-pt shot at rim,2,54-66,,
9:49.0,,,54-69,3,P. Tucker makes 3-pt shot from 22 ft (assist by T. Ariza)
9:33.0,K. Durant makes 2-pt shot at rim,2,56-69,,
9:33.0,Shooting foul by C. Capela (drawn by K. Durant),,56-69,,
9:33.0,K. Durant makes free throw 1 of 1,1,57-69,,
9:09.0,,,57-71,2,C. Paul makes 2-pt shot from 9 ft (assist by C. Capela)
8:56.0,S. Curry makes 2-pt shot at rim,2,59-71,,
8:46.0,,,59-73,2,J. Harden makes 2-pt shot from 1 ft (assist by T. Ariza)
8:46.0,,,59-73,,Shooting foul by S. Curry (drawn by J. Harden)
8:46.0,,,59-74,1,J. Harden makes free throw 1 of 1
8:35.0,K. Durant makes 3-pt shot from 26 ft,3,62-74,,
8:19.0,,,62-74,,Turnover by J. Harden (out of bounds lost ball)
8:19.0,,,62-74,,E. Gordon enters the game for C. Capela
8:06.0,K. Durant misses 2-pt shot from 18 ft,,62-74,,
8:05.0,,,62-74,,Defensive rebound by P. Tucker
7:49.0,,,62-74,,T. Ariza misses 3-pt shot from 26 ft
7:47.0,Defensive rebound by S. Curry,,62-74,,
7:42.0,K. Durant makes 2-pt shot from 12 ft (assist by A. Iguodala),2,64-74,,
7:24.0,,,64-74,,Turnover by J. Harden (lost ball; steal by D. Green)
7:22.0,,,64-74,,Personal foul by C. Paul (drawn by K. Durant)
7:08.0,D. Green misses 2-pt shot from 8 ft,,64-74,,
7:06.0,,,64-74,,Defensive rebound by P. Tucker
6:58.0,,,64-74,,Shooting foul by D. Green (drawn by C. Paul)
6:58.0,,,64-74,,Houston full timeout
6:58.0,,,64-75,1,C. Paul makes free throw 1 of 2
6:58.0,,,64-76,1,C. Paul makes free throw 2 of 2
6:44.0,S. Curry misses 3-pt shot from 25 ft,,64-76,,
6:42.0,,,64-76,,Defensive rebound by J. Harden
6:22.0,,,64-78,2,C. Paul makes 2-pt shot from 3 ft
6:10.0,S. Curry makes 2-pt shot from 11 ft,2,66-78,,
5:45.0,,,66-80,2,P. Tucker makes 2-pt shot from 2 ft (assist by C. Paul)
5:27.0,K. Durant misses 2-pt shot from 11 ft,,66-80,,
5:26.0,,,66-80,,Defensive rebound by J. Harden
5:14.0,,,66-82,2,C. Paul makes 2-pt shot from 17 ft
4:58.0,K. Thompson misses 2-pt shot from 14 ft,,66-82,,
4:56.0,,,66-82,,Defensive rebound by P. Tucker
4:52.0,,,66-82,,E. Gordon misses 3-pt shot from 26 ft
4:50.0,Defensive rebound by D. Green,,66-82,,
4:47.0,,,66-82,,Personal block foul by P. Tucker (drawn by K. Durant)
4:47.0,,,66-82,,G. Green enters the game for T. Ariza
4:47.0,,,66-82,,C. Capela enters the game for C. Paul
4:47.0,K. Looney enters the game for A. Iguodala,,66-82,,
4:35.0,D. Green misses 3-pt shot from 27 ft,,66-82,,
4:33.0,,,66-82,,Defensive rebound by C. Capela
4:27.0,,,66-82,,Offensive foul by G. Green (drawn by S. Curry)
4:27.0,,,66-82,,Turnover by G. Green (offensive foul)
4:09.0,Turnover by K. Durant (bad pass),,66-82,,
3:56.0,,,66-82,,J. Harden misses 3-pt shot from 28 ft
3:54.0,Defensive rebound by S. Curry,,66-82,,
3:51.0,K. Durant makes 2-pt shot from 1 ft (assist by S. Curry),2,68-82,,
3:36.0,,,68-82,,Shooting foul by S. Curry (drawn by J. Harden)
3:36.0,,,68-83,1,J. Harden makes free throw 1 of 2
3:36.0,,,68-84,1,J. Harden makes free throw 2 of 2
3:23.0,D. Green makes 2-pt shot from 6 ft (assist by S. Curry),2,70-84,,
3:06.0,,,70-84,,Turnover by C. Capela (traveling)
3:06.0,N. Young enters the game for K. Thompson,,70-84,,
2:57.0,S. Curry misses 2-pt shot from 1 ft,,70-84,,
2:55.0,,,70-84,,Defensive rebound by J. Harden
2:50.0,,,70-84,,E. Gordon misses 2-pt shot from 1 ft
2:46.0,,,70-84,,Offensive rebound by C. Capela
2:46.0,,,70-86,2,C. Capela makes 2-pt shot at rim
2:36.0,Shooting foul by J. Harden (drawn by K. Durant),,70-86,,
2:36.0,Golden State full timeout,,70-86,,
2:36.0,,,70-86,,C. Paul enters the game for P. Tucker
2:36.0,,,70-86,,T. Ariza enters the game for J. Harden
2:36.0,S. Livingston enters the game for D. Green,,70-86,,
2:36.0,A. Iguodala enters the game for S. Curry,,70-86,,
2:36.0,K. Durant makes free throw 1 of 2,1,71-86,,
2:36.0,K. Durant makes free throw 2 of 2,1,72-86,,
2:20.0,,,72-88,2,E. Gordon makes 2-pt shot from 1 ft
2:20.0,,,72-88,,Shooting foul by A. Iguodala (drawn by E. Gordon)
2:20.0,,,72-89,1,E. Gordon makes free throw 1 of 1
2:05.0,K. Durant makes 2-pt shot from 9 ft,2,74-89,,
1:46.0,,,74-89,,E. Gordon misses 2-pt shot from 2 ft (block by K. Looney)
1:43.0,Defensive rebound by A. Iguodala,,74-89,,
1:39.0,N. Young misses 3-pt shot from 25 ft,,74-89,,
1:37.0,,,74-89,,Defensive rebound by E. Gordon
1:32.0,Personal foul by N. Young (drawn by G. Green),,74-89,,
1:32.0,,,74-90,1,G. Green makes free throw 1 of 2
1:32.0,,,74-90,,G. Green misses free throw 2 of 2
1:32.0,Defensive rebound by A. Iguodala,,74-90,,
1:23.0,,,74-90,,Personal foul by T. Ariza (drawn by K. Durant)
1:23.0,K. Durant makes free throw 1 of 2,1,75-90,,
1:23.0,K. Durant makes free throw 2 of 2,1,76-90,,
1:04.0,,,76-92,2,C. Paul makes 2-pt shot from 1 ft
1:04.0,,,76-92,,Shooting foul by K. Looney (drawn by C. Paul)
1:04.0,,,76-93,1,C. Paul makes free throw 1 of 1
0:48.0,Turnover by K. Durant (bad pass; steal by E. Gordon),,76-93,,
0:45.0,,,76-93,,Turnover by C. Capela (bad pass; steal by K. Looney)
0:43.0,K. Looney misses 2-pt shot at rim,,76-93,,
0:42.0,Offensive rebound by K. Looney,,76-93,,
0:42.0,K. Looney misses 2-pt shot at rim,,76-93,,
0:41.0,,,76-93,,Defensive rebound by C. Capela
0:36.0,,,76-93,,Shooting foul by K. Durant (drawn by E. Gordon)
0:36.0,,,76-94,1,E. Gordon makes free throw 1 of 2
0:36.0,,,76-95,1,E. Gordon makes free throw 2 of 2
0:21.0,N. Young makes 3-pt shot from 24 ft (assist by S. Livingston),3,79-95,,
0:00.0,,,79-95,,C. Paul misses 3-pt shot from 29 ft
0:00.0,,,79-95,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,S. Curry misses 2-pt shot from 1 ft,,79-95,,
11:41.0,,,79-95,,Defensive rebound by C. Paul
11:29.0,,,79-95,,E. Gordon misses 2-pt shot from 9 ft
11:26.0,Defensive rebound by S. Curry,,79-95,,
11:19.0,S. Curry misses 2-pt shot from 8 ft,,79-95,,
11:18.0,,,79-95,,Defensive rebound by P. Tucker
11:14.0,,,79-95,,Shooting foul by D. Green (drawn by C. Capela)
11:14.0,,,79-95,,C. Capela misses free throw 1 of 2
11:14.0,,,79-95,,Offensive rebound by Team
11:14.0,,,79-95,,C. Capela misses free throw 2 of 2
11:14.0,Defensive rebound by D. Green,,79-95,,
11:06.0,K. Thompson misses 3-pt shot from 25 ft,,79-95,,
11:05.0,Offensive rebound by N. Young,,79-95,,
11:00.0,S. Curry makes 3-pt shot from 26 ft (assist by N. Young),3,82-95,,
10:45.0,,,82-98,3,E. Gordon makes 3-pt shot from 27 ft
10:36.0,S. Curry makes 2-pt shot from 1 ft,2,84-98,,
10:14.0,,,84-98,,C. Paul misses 3-pt shot from 25 ft
10:12.0,Defensive rebound by D. Green,,84-98,,
10:12.0,,,84-98,,Personal foul by C. Paul (drawn by D. Green)
10:12.0,,,84-98,,T. Ariza enters the game for G. Green
10:05.0,S. Livingston makes 2-pt shot from 1 ft (assist by S. Curry),2,86-98,,
9:50.0,,,86-98,,E. Gordon misses 3-pt shot from 27 ft
9:50.0,,,86-98,,Offensive rebound by Team
9:50.0,Loose ball foul by N. Young (drawn by P. Tucker),,86-98,,
9:50.0,,,86-98,,J. Harden enters the game for E. Gordon
9:50.0,K. Durant enters the game for S. Livingston,,86-98,,
9:30.0,,,86-100,2,C. Paul makes 2-pt shot from 1 ft
9:19.0,N. Young misses 3-pt shot from 24 ft,,86-100,,
9:17.0,,,86-100,,Defensive rebound by C. Capela
9:02.0,Personal foul by N. Young (drawn by C. Paul),,86-100,,
8:49.0,,,86-100,,J. Harden misses 3-pt shot from 26 ft
8:48.0,,,86-100,,Offensive rebound by Team
8:48.0,,,86-100,,Turnover by Team (shot clock)
8:48.0,A. Iguodala enters the game for N. Young,,86-100,,
8:41.0,Shooting foul by P. Tucker (drawn by D. Green),,86-100,,
8:41.0,D. Green makes free throw 1 of 2,1,87-100,,
8:41.0,D. Green makes free throw 2 of 2,1,88-100,,
8:21.0,,,88-100,,C. Paul misses 2-pt shot from 17 ft
8:21.0,Defensive rebound by A. Iguodala,,88-100,,
8:17.0,Shooting foul by C. Paul (drawn by A. Iguodala),,88-100,,
8:17.0,A. Iguodala makes free throw 1 of 2,1,89-100,,
8:17.0,,,89-100,,E. Gordon enters the game for C. Paul
8:17.0,A. Iguodala misses free throw 2 of 2,,89-100,,
8:17.0,,,89-100,,Defensive rebound by J. Harden
7:54.0,,,89-103,3,E. Gordon makes 3-pt shot from 27 ft
7:44.0,K. Durant misses 3-pt shot from 26 ft,,89-103,,
7:42.0,Offensive rebound by K. Durant,,89-103,,
7:35.0,Turnover by K. Durant (lost ball; steal by J. Harden),,89-103,,
7:31.0,,,89-105,2,J. Harden makes 2-pt shot from 2 ft
7:19.0,S. Curry misses 2-pt shot from 7 ft,,89-105,,
7:18.0,,,89-105,,Defensive rebound by C. Capela
7:09.0,,,89-108,3,P. Tucker makes 3-pt shot from 22 ft (assist by J. Harden)
7:07.0,Golden State full timeout,,89-108,,
6:52.0,K. Thompson misses 2-pt shot from 20 ft,,89-108,,
6:51.0,,,89-108,,Defensive rebound by J. Harden
6:39.0,,,89-111,3,J. Harden makes 3-pt shot from 27 ft
6:21.0,K. Durant makes 2-pt shot from 9 ft,2,91-111,,
6:06.0,,,91-114,3,E. Gordon makes 3-pt shot from 27 ft (assist by T. Ariza)
5:53.0,S. Curry misses 3-pt shot from 26 ft,,91-114,,
5:52.0,,,91-114,,Defensive rebound by P. Tucker
5:44.0,,,91-114,,J. Harden misses 3-pt shot from 25 ft
5:42.0,,,91-114,,Offensive rebound by P. Tucker
5:39.0,Personal foul by K. Durant,,91-114,,
5:39.0,Technical foul by K. Durant,,91-114,,
5:39.0,,,91-115,1,J. Harden makes technical free throw
5:39.0,,,91-115,,G. Green enters the game for C. Capela
5:39.0,J. Bell enters the game for A. Iguodala,,91-115,,
5:33.0,,,91-117,2,T. Ariza makes 2-pt shot at rim (assist by P. Tucker)
5:23.0,K. Durant misses 3-pt shot from 25 ft,,91-117,,
5:22.0,,,91-117,,Defensive rebound by J. Harden
5:18.0,Personal foul by D. Green (drawn by T. Ariza),,91-117,,
5:18.0,N. Young enters the game for K. Thompson,,91-117,,
5:18.0,Q. Cook enters the game for D. Green,,91-117,,
5:18.0,,,91-118,1,T. Ariza makes free throw 1 of 2
5:18.0,Z. Pachulia enters the game for S. Curry,,91-118,,
5:18.0,S. Livingston enters the game for K. Durant,,91-118,,
5:18.0,,,91-119,1,T. Ariza makes free throw 2 of 2
5:05.0,J. Bell misses 2-pt shot from 16 ft (block by E. Gordon),,91-119,,
5:04.0,,,91-119,,Defensive rebound by E. Gordon
4:49.0,,,91-119,,J. Harden misses 3-pt shot from 26 ft
4:48.0,Defensive rebound by J. Bell,,91-119,,
4:28.0,Z. Pachulia makes 2-pt shot from 8 ft,2,93-119,,
4:04.0,,,93-119,,J. Harden misses 3-pt shot from 25 ft
4:02.0,Defensive rebound by J. Bell,,93-119,,
3:49.0,Q. Cook misses 3-pt shot from 27 ft,,93-119,,
3:49.0,Offensive rebound by Team,,93-119,,
3:49.0,,,93-119,,Loose ball foul by G. Green (drawn by J. Bell)
3:49.0,,,93-119,,Houston full timeout
3:49.0,,,93-119,,A. Jackson enters the game for T. Ariza
3:49.0,,,93-119,,R. Anderson enters the game for P. Tucker
3:49.0,,,93-119,,L. Mbah a Moute enters the game for E. Gordon
3:49.0,,,93-119,,T. Black enters the game for J. Harden
3:49.0,,,93-119,,J. Johnson enters the game for G. Green
3:27.0,J. Bell misses 2-pt shot from 15 ft,,93-119,,
3:26.0,,,93-119,,Defensive rebound by J. Johnson
3:13.0,,,93-119,,J. Johnson misses 2-pt shot from 14 ft
3:11.0,,,93-119,,Offensive rebound by A. Jackson
3:07.0,,,93-121,2,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by R. Anderson)
2:58.0,Shooting foul by J. Johnson (drawn by S. Livingston),,93-121,,
