time,LA Lakers,pts.away,score,pts.home,Memphis
4:51.0,J. Randle misses 2-pt shot from 1 ft,,8-20,,
4:48.0,,,8-20,,Defensive rebound by J. Green
4:30.0,,,8-20,,M. Gasol misses 2-pt shot from 10 ft
4:28.0,Defensive rebound by L. Ball,,8-20,,
4:15.0,K. Kuzma makes 2-pt shot from 1 ft (assist by L. Ball),2,10-20,,
4:06.0,,,10-20,,Memphis full timeout
4:06.0,,,10-20,,W. Selden enters the game for J. Martin
4:06.0,,,10-20,,M. Chalmers enters the game for A. Harrison
4:06.0,,,10-20,,D. Davis enters the game for M. Gasol
4:06.0,T. Ennis enters the game for K. Caldwell-Pope,,10-20,,
3:54.0,,,10-22,2,J. Green makes 2-pt shot at rim
3:40.0,,,10-22,,Personal foul by D. Davis (drawn by B. Lopez)
3:26.0,J. Randle misses 2-pt shot from 1 ft (block by J. Green),,10-22,,
3:26.0,,,10-22,,Defensive rebound by Team
3:12.0,,,10-25,3,J. Green makes 3-pt shot from 25 ft (assist by D. Brooks)
2:57.0,K. Kuzma misses 3-pt shot from 25 ft,,10-25,,
2:55.0,,,10-25,,Defensive rebound by D. Davis
2:48.0,,,10-25,,Shooting foul by B. Lopez (drawn by W. Selden)
2:48.0,,,10-26,1,W. Selden makes free throw 1 of 2
2:48.0,,,10-26,,J. Martin enters the game for J. Green
2:48.0,I. Zubac enters the game for J. Randle,,10-26,,
2:48.0,,,10-27,1,W. Selden makes free throw 2 of 2
2:32.0,L. Ball makes 3-pt shot from 25 ft (assist by K. Kuzma),3,13-27,,
2:19.0,,,13-27,,Turnover by W. Selden (out of bounds lost ball)
2:10.0,K. Kuzma misses 2-pt shot from 1 ft (block by J. Martin),,13-27,,
2:07.0,,,13-27,,Defensive rebound by D. Brooks
2:06.0,,,13-27,,Turnover by D. Brooks (bad pass)
2:06.0,,,13-27,,K. Simmons enters the game for D. Brooks
2:06.0,K. Caldwell-Pope enters the game for L. Ball,,13-27,,
1:57.0,T. Ennis misses 2-pt shot from 15 ft,,13-27,,
1:57.0,,,13-27,,Defensive rebound by Team
1:37.0,,,13-27,,Shooting foul by I. Zubac (drawn by D. Davis)
1:37.0,,,13-27,,D. Davis misses free throw 1 of 2
1:37.0,,,13-27,,Offensive rebound by Team
1:37.0,,,13-28,1,D. Davis makes free throw 2 of 2
1:26.0,Shooting foul by J. Martin (drawn by B. Lopez),,13-28,,
1:26.0,B. Lopez misses free throw 1 of 2,,13-28,,
1:26.0,Offensive rebound by Team,,13-28,,
1:26.0,B. Lopez makes free throw 2 of 2,1,14-28,,
1:10.0,,,14-28,,J. Martin misses 2-pt shot from 19 ft
1:06.0,Defensive rebound by K. Caldwell-Pope,,14-28,,
1:01.0,K. Kuzma makes 3-pt shot from 23 ft (assist by T. Ennis),3,17-28,,
0:44.0,,,17-28,,W. Selden misses 3-pt shot from 25 ft
0:42.0,,,17-28,,Offensive rebound by J. Martin
0:41.0,,,17-28,,J. Martin misses 2-pt shot from 1 ft (block by K. Kuzma)
0:41.0,Defensive rebound by K. Kuzma,,17-28,,
0:33.0,T. Ennis misses 2-pt shot from 5 ft,,17-28,,
0:30.0,,,17-28,,Defensive rebound by J. Martin
0:27.0,,,17-28,,Turnover by J. Martin (lost ball; steal by T. Ennis)
0:23.0,K. Kuzma misses 3-pt shot from 25 ft,,17-28,,
0:19.0,Offensive rebound by K. Caldwell-Pope,,17-28,,
0:01.0,Turnover by K. Kuzma (lost ball; steal by M. Chalmers),,17-28,,
0:00.0,,,17-28,,M. Chalmers misses 3-pt shot from 66 ft
0:00.0,,,17-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,17-30,2,D. Davis makes 2-pt shot from 1 ft (assist by J. Martin)
11:28.0,J. Randle misses 2-pt shot from 6 ft,,17-30,,
11:26.0,Offensive rebound by K. Caldwell-Pope,,17-30,,
11:25.0,Turnover by K. Caldwell-Pope (offensive goaltending),,17-30,,
11:19.0,,,17-30,,Shooting foul by T. Ennis (drawn by M. Chalmers)
11:19.0,,,17-31,1,M. Chalmers makes free throw 1 of 2
11:19.0,,,17-32,1,M. Chalmers makes free throw 2 of 2
11:07.0,T. Wear makes 3-pt shot from 25 ft (assist by K. Caldwell-Pope),3,20-32,,
10:48.0,,,20-32,,K. Simmons misses 2-pt shot from 13 ft
10:44.0,Defensive rebound by J. Randle,,20-32,,
10:34.0,T. Wear misses 3-pt shot from 25 ft,,20-32,,
10:31.0,,,20-32,,Defensive rebound by W. Selden
10:26.0,,,20-32,,W. Selden misses 2-pt shot at rim
10:23.0,Defensive rebound by J. Randle,,20-32,,
10:18.0,J. Randle misses 2-pt shot from 1 ft,,20-32,,
10:18.0,Offensive rebound by Team,,20-32,,
10:18.0,,,20-32,,Loose ball foul by W. Selden (drawn by T. Wear)
10:18.0,,,20-32,,A. Harrison enters the game for M. Chalmers
10:09.0,T. Ennis makes 2-pt shot at rim (assist by T. Wear),2,22-32,,
9:54.0,,,22-34,2,J. Martin makes 2-pt shot from 20 ft (assist by A. Harrison)
9:38.0,T. Wear makes 3-pt shot from 26 ft (assist by T. Ennis),3,25-34,,
9:21.0,Personal foul by K. Caldwell-Pope (drawn by W. Selden),,25-34,,
9:21.0,,,25-34,,M. Gasol enters the game for D. Davis
9:12.0,,,25-34,,Shooting foul by T. Wear (drawn by A. Harrison)
9:12.0,,,25-35,1,A. Harrison makes free throw 1 of 2
9:12.0,,,25-35,,J. Green enters the game for J. Martin
9:12.0,,,25-35,,D. Brooks enters the game for W. Selden
9:12.0,,,25-36,1,A. Harrison makes free throw 2 of 2
8:54.0,J. Randle makes 2-pt shot from 2 ft,2,27-36,,
8:48.0,,,27-38,2,A. Harrison makes 2-pt shot at rim
8:34.0,K. Caldwell-Pope misses 2-pt shot from 1 ft,,27-38,,
8:31.0,Offensive rebound by J. Randle,,27-38,,
8:31.0,J. Randle makes 2-pt shot at rim,2,29-38,,
8:17.0,,,29-40,2,J. Green makes 2-pt shot at rim (assist by A. Harrison)
8:03.0,J. Randle makes 2-pt shot from 4 ft,2,31-40,,
7:45.0,,,31-40,,J. Green misses 2-pt shot from 18 ft
7:42.0,Defensive rebound by T. Ennis,,31-40,,
7:38.0,T. Ennis makes 2-pt shot at rim,2,33-40,,
7:36.0,,,33-40,,Memphis full timeout
7:36.0,K. Kuzma enters the game for T. Ennis,,33-40,,
7:18.0,,,33-40,,D. Brooks misses 3-pt shot from 25 ft
7:15.0,Defensive rebound by J. Randle,,33-40,,
7:09.0,K. Caldwell-Pope misses 2-pt shot from 13 ft,,33-40,,
7:04.0,,,33-40,,Defensive rebound by J. Green
6:59.0,Personal foul by J. Randle (drawn by M. Gasol),,33-40,,
6:46.0,,,33-42,2,M. Gasol makes 2-pt shot from 6 ft
6:26.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,33-42,,
6:24.0,,,33-42,,Defensive rebound by M. Gasol
6:02.0,,,33-42,,J. Green misses 2-pt shot from 1 ft
6:00.0,Defensive rebound by L. Ball,,33-42,,
6:00.0,,,33-42,,Personal take foul by M. Gasol (drawn by L. Ball)
5:51.0,L. Ball misses 3-pt shot from 26 ft,,33-42,,
5:49.0,,,33-42,,Defensive rebound by M. Gasol
5:42.0,,,33-42,,Turnover by M. Gasol (lost ball; steal by T. Wear)
5:37.0,T. Wear makes 2-pt shot from 23 ft,2,35-42,,
5:15.0,,,35-44,2,K. Simmons makes 2-pt shot from 1 ft
5:02.0,J. Randle makes 2-pt shot at rim (assist by L. Ball),2,37-44,,
4:33.0,,,37-46,2,D. Brooks makes 2-pt shot from 1 ft
4:25.0,LA Lakers full timeout,,37-46,,
4:25.0,,,37-46,,W. Selden enters the game for K. Simmons
4:25.0,T. Ennis enters the game for K. Caldwell-Pope,,37-46,,
4:25.0,B. Lopez enters the game for J. Randle,,37-46,,
4:18.0,T. Wear makes 3-pt shot from 26 ft (assist by L. Ball),3,40-46,,
4:00.0,Personal foul by B. Lopez (drawn by M. Gasol),,40-46,,
4:00.0,,,40-47,1,M. Gasol makes free throw 1 of 2
4:00.0,,,40-48,1,M. Gasol makes free throw 2 of 2
3:42.0,T. Wear misses 3-pt shot from 25 ft,,40-48,,
3:39.0,Offensive rebound by B. Lopez,,40-48,,
3:39.0,Shooting foul by D. Brooks (drawn by B. Lopez),,40-48,,
3:39.0,B. Lopez makes free throw 1 of 2,1,41-48,,
3:39.0,B. Lopez makes free throw 2 of 2,1,42-48,,
3:26.0,,,42-51,3,A. Harrison makes 3-pt shot from 23 ft (assist by M. Gasol)
3:10.0,L. Ball makes 2-pt shot from 17 ft,2,44-51,,
2:47.0,,,44-51,,Turnover by A. Harrison (bad pass; steal by T. Wear)
2:42.0,T. Wear misses 2-pt shot from 22 ft,,44-51,,
2:36.0,Offensive rebound by B. Lopez,,44-51,,
2:34.0,T. Ennis misses 3-pt shot from 22 ft,,44-51,,
2:33.0,Offensive rebound by Team,,44-51,,
2:33.0,,,44-51,,Loose ball foul by J. Green (drawn by B. Lopez)
2:33.0,,,44-51,,J. Martin enters the game for D. Brooks
2:33.0,K. Caldwell-Pope enters the game for T. Wear,,44-51,,
2:33.0,J. Randle enters the game for T. Ennis,,44-51,,
2:28.0,Turnover by L. Ball (bad pass; steal by J. Martin),,44-51,,
2:17.0,,,44-53,2,W. Selden makes 2-pt shot at rim (assist by M. Gasol)
2:04.0,,,44-53,,Personal foul by W. Selden (drawn by K. Caldwell-Pope)
2:04.0,K. Caldwell-Pope makes free throw 1 of 2,1,45-53,,
2:04.0,K. Caldwell-Pope makes free throw 2 of 2,1,46-53,,
1:44.0,,,46-55,2,M. Gasol makes 2-pt shot from 19 ft (assist by A. Harrison)
1:24.0,K. Caldwell-Pope makes 3-pt shot from 25 ft,3,49-55,,
1:03.0,,,49-55,,M. Gasol misses 3-pt shot from 26 ft
0:59.0,,,49-55,,Offensive rebound by J. Martin
0:48.0,,,49-57,2,J. Green makes 2-pt shot at rim (assist by W. Selden)
0:39.0,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by L. Ball),3,52-57,,
0:34.0,,,52-57,,A. Harrison misses 3-pt shot from 26 ft
0:31.0,,,52-57,,Offensive rebound by J. Green
0:10.0,,,52-57,,A. Harrison misses 2-pt shot from 17 ft
0:08.0,Defensive rebound by K. Kuzma,,52-57,,
0:02.0,J. Randle misses 2-pt shot from 1 ft,,52-57,,
0:02.0,,,52-57,,Defensive rebound by J. Green
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,52-59,2,A. Harrison makes 2-pt shot from 20 ft
11:21.0,L. Ball makes 2-pt shot from 1 ft,2,54-59,,
11:08.0,,,54-59,,Turnover by D. Brooks (bad pass; steal by L. Ball)
11:05.0,L. Ball makes 2-pt shot at rim,2,56-59,,
10:53.0,,,56-59,,Turnover by J. Green (lost ball; steal by K. Kuzma)
10:44.0,K. Kuzma misses 2-pt shot from 7 ft,,56-59,,
10:42.0,,,56-59,,Defensive rebound by J. Martin
10:26.0,,,56-59,,M. Gasol misses 2-pt shot from 8 ft
10:22.0,Defensive rebound by J. Randle,,56-59,,
10:14.0,Shooting foul by J. Green (drawn by J. Randle),,56-59,,
10:14.0,J. Randle misses free throw 1 of 2,,56-59,,
10:14.0,Offensive rebound by Team,,56-59,,
10:14.0,J. Randle makes free throw 2 of 2,1,57-59,,
10:01.0,,,57-59,,D. Brooks misses 2-pt shot from 12 ft
9:58.0,Defensive rebound by K. Kuzma,,57-59,,
9:56.0,K. Caldwell-Pope makes 2-pt shot from 19 ft (assist by L. Ball),2,59-59,,
9:54.0,,,59-59,,Memphis full timeout
9:40.0,,,59-59,,D. Brooks misses 3-pt shot from 26 ft
9:34.0,,,59-59,,Offensive rebound by J. Green
9:23.0,,,59-59,,Shooting foul by L. Ball (drawn by A. Harrison)
9:23.0,,,59-60,1,A. Harrison makes free throw 1 of 2
9:23.0,,,59-61,1,A. Harrison makes free throw 2 of 2
9:09.0,L. Ball misses 3-pt shot from 25 ft,,59-61,,
9:05.0,,,59-61,,Defensive rebound by J. Green
8:48.0,,,59-64,3,J. Green makes 3-pt shot from 23 ft (assist by A. Harrison)
8:33.0,K. Kuzma misses 3-pt shot from 24 ft,,59-64,,
8:30.0,,,59-64,,Defensive rebound by A. Harrison
8:12.0,Personal foul by J. Randle (drawn by J. Green),,59-64,,
8:12.0,,,59-64,,M. Chalmers enters the game for A. Harrison
8:05.0,,,59-66,2,M. Chalmers makes 2-pt shot from 21 ft (assist by D. Brooks)
7:43.0,K. Kuzma misses 3-pt shot from 25 ft,,59-66,,
7:41.0,,,59-66,,Defensive rebound by J. Green
7:30.0,,,59-68,2,M. Gasol makes 2-pt shot from 12 ft (assist by D. Brooks)
7:28.0,LA Lakers full timeout,,59-68,,
7:13.0,B. Lopez misses 2-pt shot from 11 ft,,59-68,,
7:09.0,Offensive rebound by J. Randle,,59-68,,
7:08.0,J. Randle makes 2-pt shot at rim,2,61-68,,
6:51.0,,,61-68,,M. Gasol misses 3-pt shot from 25 ft
6:49.0,,,61-68,,Offensive rebound by Team
6:35.0,,,61-68,,J. Martin misses 3-pt shot from 25 ft
6:31.0,Defensive rebound by J. Randle,,61-68,,
6:21.0,Turnover by J. Randle (lost ball; steal by M. Gasol),,61-68,,
6:11.0,,,61-68,,Shooting foul by L. Ball (drawn by D. Brooks)
6:11.0,,,61-68,,D. Brooks misses free throw 1 of 2
6:11.0,,,61-68,,Offensive rebound by Team
6:11.0,,,61-68,,W. Selden enters the game for J. Martin
6:11.0,,,61-69,1,D. Brooks makes free throw 2 of 2
6:02.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by L. Ball),3,64-69,,
5:47.0,,,64-69,,D. Brooks misses 3-pt shot from 28 ft
5:44.0,Defensive rebound by K. Kuzma,,64-69,,
5:34.0,Turnover by J. Randle (lost ball; steal by M. Chalmers),,64-69,,
5:18.0,Personal foul by J. Randle (drawn by M. Gasol),,64-69,,
5:18.0,,,64-69,,A. Harrison enters the game for D. Brooks
5:15.0,,,64-69,,Turnover by A. Harrison (lost ball; steal by K. Caldwell-Pope)
5:15.0,,,64-69,,Personal foul by A. Harrison (drawn by K. Caldwell-Pope)
5:15.0,T. Ennis enters the game for L. Ball,,64-69,,
5:15.0,I. Zubac enters the game for J. Randle,,64-69,,
5:01.0,Turnover by I. Zubac (bad pass; steal by A. Harrison),,64-69,,
4:51.0,,,64-69,,W. Selden misses 3-pt shot from 23 ft
4:50.0,Defensive rebound by I. Zubac,,64-69,,
4:26.0,T. Ennis misses 3-pt shot from 25 ft,,64-69,,
4:26.0,Offensive rebound by Team,,64-69,,
4:26.0,Turnover by Team (shot clock),,64-69,,
4:26.0,T. Wear enters the game for I. Zubac,,64-69,,
4:04.0,,,64-69,,M. Gasol misses 2-pt shot from 18 ft
4:02.0,Defensive rebound by K. Caldwell-Pope,,64-69,,
3:58.0,,,64-69,,Personal foul by M. Chalmers (drawn by K. Caldwell-Pope)
3:58.0,,,64-69,,J. Martin enters the game for J. Green
3:58.0,,,64-69,,D. Davis enters the game for M. Gasol
3:53.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,64-69,,
3:50.0,,,64-69,,Defensive rebound by A. Harrison
3:44.0,,,64-71,2,A. Harrison makes 2-pt shot at rim
3:32.0,B. Lopez misses 3-pt shot from 25 ft,,64-71,,
3:31.0,,,64-71,,Defensive rebound by A. Harrison
3:25.0,,,64-71,,Turnover by D. Davis (lost ball; steal by B. Lopez)
3:20.0,K. Kuzma makes 3-pt shot from 25 ft (assist by T. Ennis),3,67-71,,
2:55.0,,,67-71,,W. Selden misses 2-pt shot from 6 ft
2:53.0,Defensive rebound by T. Wear,,67-71,,
2:40.0,T. Ennis makes 2-pt shot from 1 ft,2,69-71,,
2:12.0,,,69-71,,D. Davis misses 2-pt shot from 17 ft
2:09.0,Defensive rebound by K. Kuzma,,69-71,,
2:04.0,K. Kuzma misses 3-pt shot from 25 ft,,69-71,,
2:01.0,,,69-71,,Defensive rebound by M. Chalmers
1:43.0,,,69-71,,M. Chalmers misses 3-pt shot from 22 ft
1:39.0,Defensive rebound by K. Kuzma,,69-71,,
1:33.0,LA Lakers full timeout,,69-71,,
1:33.0,L. Ball enters the game for K. Caldwell-Pope,,69-71,,
1:33.0,J. Randle enters the game for B. Lopez,,69-71,,
1:27.0,K. Kuzma misses 3-pt shot from 27 ft,,69-71,,
1:25.0,Offensive rebound by Team,,69-71,,
1:12.0,L. Ball misses 2-pt shot from 1 ft (block by J. Martin),,69-71,,
1:09.0,,,69-71,,Defensive rebound by W. Selden
0:56.0,,,69-71,,J. Martin misses 3-pt shot from 25 ft
0:54.0,Defensive rebound by T. Ennis,,69-71,,
0:47.0,L. Ball makes 2-pt shot at rim (assist by K. Kuzma),2,71-71,,
0:35.0,,,71-71,,J. Martin misses 2-pt shot from 17 ft
0:31.0,Defensive rebound by L. Ball,,71-71,,
0:28.0,T. Wear misses 3-pt shot from 25 ft,,71-71,,
0:25.0,Offensive rebound by L. Ball,,71-71,,
0:24.0,L. Ball misses 2-pt shot from 1 ft,,71-71,,
0:21.0,,,71-71,,Defensive rebound by M. Chalmers
0:02.0,,,71-71,,W. Selden misses 3-pt shot from 28 ft
0:00.0,Defensive rebound by Team,,71-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,T. Wear misses 2-pt shot from 19 ft,,71-71,,
11:47.0,,,71-71,,Defensive rebound by J. Green
11:32.0,,,71-71,,A. Harrison misses 3-pt shot from 26 ft
11:28.0,,,71-71,,Offensive rebound by J. Martin
11:17.0,,,71-73,2,D. Davis makes 2-pt shot from 1 ft (assist by A. Harrison)
11:17.0,,,71-73,,Shooting foul by J. Randle (drawn by D. Davis)
11:17.0,,,71-74,1,D. Davis makes free throw 1 of 1
11:06.0,Shooting foul by D. Davis (drawn by J. Randle),,71-74,,
11:06.0,J. Randle makes free throw 1 of 2,1,72-74,,
11:06.0,J. Randle makes free throw 2 of 2,1,73-74,,
10:51.0,,,73-74,,D. Brooks misses 2-pt shot from 1 ft
10:47.0,Defensive rebound by T. Wear,,73-74,,
10:43.0,Turnover by L. Ball (bad pass),,73-74,,
10:27.0,,,73-74,,A. Harrison misses 2-pt shot from 20 ft
10:25.0,,,73-74,,Offensive rebound by D. Brooks
10:22.0,,,73-77,3,J. Green makes 3-pt shot from 23 ft (assist by J. Martin)
10:21.0,LA Lakers full timeout,,73-77,,
10:09.0,,,73-77,,Personal foul by D. Brooks (drawn by K. Caldwell-Pope)
9:55.0,L. Ball misses 3-pt shot from 26 ft,,73-77,,
9:52.0,,,73-77,,Defensive rebound by D. Davis
9:45.0,Personal foul by K. Caldwell-Pope (drawn by J. Martin),,73-77,,
9:45.0,K. Kuzma enters the game for T. Ennis,,73-77,,
9:31.0,,,73-77,,D. Brooks misses 2-pt shot from 12 ft
9:30.0,Defensive rebound by Team,,73-77,,
9:30.0,,,73-77,,Loose ball foul by J. Martin (drawn by J. Randle)
9:13.0,K. Caldwell-Pope makes 3-pt shot from 24 ft,3,76-77,,
9:13.0,Shooting foul by J. Green (drawn by K. Caldwell-Pope),,76-77,,
9:13.0,,,76-77,,W. Selden enters the game for J. Green
9:13.0,K. Caldwell-Pope makes free throw 1 of 1,1,77-77,,
8:57.0,Personal foul by K. Caldwell-Pope (drawn by A. Harrison),,77-77,,
8:44.0,,,77-79,2,W. Selden makes 2-pt shot from 6 ft
8:23.0,K. Kuzma makes 3-pt shot from 23 ft (assist by L. Ball),3,80-79,,
8:08.0,,,80-79,,D. Brooks misses 3-pt shot from 26 ft
8:06.0,Defensive rebound by L. Ball,,80-79,,
7:59.0,T. Wear misses 3-pt shot from 25 ft,,80-79,,
7:54.0,Offensive rebound by L. Ball,,80-79,,
7:53.0,K. Kuzma misses 2-pt shot from 10 ft,,80-79,,
7:50.0,Offensive rebound by Team,,80-79,,
7:50.0,,,80-79,,M. Chalmers enters the game for A. Harrison
7:50.0,,,80-79,,M. Gasol enters the game for D. Davis
7:50.0,B. Lopez enters the game for J. Randle,,80-79,,
7:46.0,B. Lopez misses 2-pt shot from 9 ft,,80-79,,
7:42.0,Offensive rebound by L. Ball,,80-79,,
7:42.0,L. Ball misses 2-pt shot at rim,,80-79,,
7:41.0,,,80-79,,Defensive rebound by M. Gasol
7:24.0,,,80-79,,J. Martin misses 2-pt shot from 8 ft
7:21.0,Defensive rebound by B. Lopez,,80-79,,
7:17.0,K. Kuzma makes 2-pt shot from 17 ft,2,82-79,,
6:56.0,,,82-79,,M. Chalmers misses 3-pt shot from 25 ft
6:52.0,Defensive rebound by K. Kuzma,,82-79,,
6:45.0,K. Kuzma makes 2-pt shot from 1 ft,2,84-79,,
6:38.0,,,84-79,,Memphis full timeout
6:38.0,,,84-79,,J. Green enters the game for W. Selden
6:38.0,J. Randle enters the game for T. Wear,,84-79,,
6:29.0,,,84-79,,M. Gasol misses 3-pt shot from 25 ft
6:25.0,Defensive rebound by K. Kuzma,,84-79,,
6:06.0,B. Lopez misses 2-pt shot from 13 ft,,84-79,,
6:04.0,Offensive rebound by J. Randle,,84-79,,
6:04.0,J. Randle misses 2-pt shot from 1 ft (block by J. Martin),,84-79,,
6:04.0,,,84-79,,Defensive rebound by Team
5:42.0,,,84-79,,D. Brooks misses 2-pt shot from 4 ft
5:39.0,,,84-79,,Offensive rebound by J. Green
5:39.0,,,84-79,,J. Green misses 2-pt shot at rim
5:39.0,Defensive rebound by L. Ball,,84-79,,
5:29.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,84-79,,
5:27.0,,,84-79,,Defensive rebound by J. Green
5:22.0,,,84-81,2,M. Gasol makes 2-pt shot from 1 ft (assist by M. Chalmers)
5:22.0,,,84-81,,Shooting foul by K. Kuzma (drawn by M. Gasol)
5:22.0,,,84-81,,A. Harrison enters the game for M. Chalmers
5:22.0,,,84-82,1,M. Gasol makes free throw 1 of 1
5:07.0,,,84-82,,Personal foul by M. Gasol (drawn by B. Lopez)
5:07.0,B. Lopez misses free throw 1 of 2,,84-82,,
5:07.0,Offensive rebound by Team,,84-82,,
5:07.0,B. Lopez misses free throw 2 of 2,,84-82,,
5:05.0,,,84-82,,Defensive rebound by J. Green
4:46.0,,,84-82,,M. Gasol misses 2-pt shot from 5 ft
4:45.0,,,84-82,,Offensive rebound by Team
4:42.0,,,84-82,,A. Harrison misses 3-pt shot from 22 ft
4:40.0,Defensive rebound by K. Kuzma,,84-82,,
4:21.0,Shooting foul by D. Brooks (drawn by L. Ball),,84-82,,
4:21.0,L. Ball misses free throw 1 of 2,,84-82,,
4:21.0,Offensive rebound by Team,,84-82,,
4:21.0,L. Ball makes free throw 2 of 2,1,85-82,,
4:07.0,Personal foul by B. Lopez (drawn by M. Gasol),,85-82,,
4:07.0,,,85-83,1,M. Gasol makes free throw 1 of 2
4:07.0,LA Lakers full timeout,,85-83,,
4:07.0,,,85-84,1,M. Gasol makes free throw 2 of 2
3:55.0,K. Kuzma makes 2-pt shot at rim,2,87-84,,
3:55.0,Shooting foul by M. Gasol (drawn by K. Kuzma),,87-84,,
3:55.0,K. Kuzma makes free throw 1 of 1,1,88-84,,
3:43.0,Personal foul by L. Ball (drawn by A. Harrison),,88-84,,
3:43.0,,,88-84,,A. Harrison misses free throw 1 of 2
3:43.0,,,88-84,,Offensive rebound by Team
3:43.0,,,88-85,1,A. Harrison makes free throw 2 of 2
3:26.0,J. Randle makes 2-pt shot from 1 ft (assist by K. Kuzma),2,90-85,,
3:15.0,,,90-87,2,A. Harrison makes 2-pt shot from 14 ft
2:56.0,B. Lopez misses 3-pt shot from 25 ft,,90-87,,
2:52.0,,,90-87,,Defensive rebound by J. Green
2:37.0,,,90-87,,J. Martin misses 3-pt shot from 23 ft
