time,Orlando,pts.away,score,pts.home,Indiana
1:28.0,Defensive rebound by M. Speights,,24-16,,
1:23.0,Turnover by M. Speights (bad pass),,24-16,,
1:09.0,,,24-18,2,L. Stephenson makes 2-pt shot from 18 ft
0:45.0,M. Hezonja makes 2-pt shot from 20 ft (assist by M. Speights),2,26-18,,
0:35.0,,,26-20,2,D. Sabonis makes 2-pt shot at rim (assist by L. Stephenson)
0:26.0,M. Speights makes 2-pt shot from 11 ft,2,28-20,,
0:06.0,,,28-20,,Shooting foul by M. Hezonja (drawn by V. Oladipo)
0:06.0,,,28-21,1,V. Oladipo makes free throw 1 of 2
0:06.0,,,28-22,1,V. Oladipo makes free throw 2 of 2
0:02.0,A. Gordon makes 3-pt shot from 28 ft,3,31-22,,
0:02.0,Shooting foul by D. Sabonis (drawn by A. Gordon),,31-22,,
0:02.0,,,31-22,,B. Bogdanovic enters the game for D. Sabonis
0:02.0,W. Iwundu enters the game for E. Fournier,,31-22,,
0:02.0,A. Gordon makes free throw 1 of 1,1,32-22,,
0:00.0,,,32-22,,V. Oladipo misses 3-pt shot from 45 ft
0:00.0,,,32-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,32-22,,M. Turner misses 2-pt shot from 15 ft
11:46.0,Defensive rebound by S. Mack,,32-22,,
11:32.0,M. Speights misses 3-pt shot from 28 ft,,32-22,,
11:29.0,Offensive rebound by M. Hezonja,,32-22,,
11:29.0,,,32-22,,Shooting block foul by J. Young (drawn by M. Hezonja)
11:29.0,M. Hezonja makes free throw 1 of 2,1,33-22,,
11:29.0,M. Hezonja makes free throw 2 of 2,1,34-22,,
11:17.0,,,34-22,,Shooting foul by M. Speights (drawn by L. Stephenson)
11:17.0,,,34-23,1,L. Stephenson makes free throw 1 of 2
11:17.0,,,34-24,1,L. Stephenson makes free throw 2 of 2
11:07.0,D. Augustin makes 2-pt shot from 20 ft,2,36-24,,
10:45.0,,,36-26,2,L. Stephenson makes 2-pt shot from 22 ft
10:23.0,M. Hezonja makes 2-pt shot at rim (assist by M. Speights),2,38-26,,
10:23.0,Shooting foul by M. Turner (drawn by M. Hezonja),,38-26,,
10:23.0,M. Hezonja makes free throw 1 of 1,1,39-26,,
10:13.0,,,39-28,2,M. Turner makes 2-pt shot from 19 ft (assist by C. Joseph)
10:00.0,Turnover by D. Augustin (bad pass; steal by L. Stephenson),,39-28,,
9:57.0,,,39-30,2,L. Stephenson makes 2-pt shot at rim
9:57.0,Orlando full timeout,,39-30,,
9:39.0,M. Hezonja makes 2-pt shot from 1 ft (assist by S. Mack),2,41-30,,
9:27.0,,,41-32,2,C. Joseph makes 2-pt shot from 7 ft
9:14.0,,,41-32,,Personal foul by B. Bogdanovic (drawn by M. Hezonja)
9:14.0,K. Birch enters the game for M. Speights,,41-32,,
9:08.0,,,41-32,,Personal foul by J. Young (drawn by M. Hezonja)
9:08.0,,,41-32,,Personal foul by M. Turner (drawn by K. Birch)
9:08.0,K. Birch makes free throw 1 of 2,1,42-32,,
9:08.0,,,42-32,,D. Sabonis enters the game for M. Turner
9:08.0,K. Birch misses free throw 2 of 2,,42-32,,
9:04.0,,,42-32,,Defensive rebound by D. Sabonis
8:46.0,,,42-32,,J. Young misses 3-pt shot from 22 ft
8:42.0,Defensive rebound by M. Hezonja,,42-32,,
8:35.0,D. Augustin makes 3-pt shot from 22 ft (assist by S. Mack),3,45-32,,
8:18.0,,,45-32,,C. Joseph misses 2-pt shot from 1 ft
8:17.0,,,45-32,,Offensive rebound by D. Sabonis
8:13.0,,,45-32,,B. Bogdanovic misses 2-pt shot from 14 ft
8:10.0,Defensive rebound by W. Iwundu,,45-32,,
7:58.0,K. Birch makes 2-pt shot from 8 ft (assist by S. Mack),2,47-32,,
7:57.0,,,47-32,,Indiana full timeout
7:57.0,,,47-32,,V. Oladipo enters the game for J. Young
7:57.0,,,47-32,,T. Young enters the game for B. Bogdanovic
7:43.0,,,47-34,2,T. Young makes 2-pt shot from 4 ft
7:20.0,Turnover by S. Mack (bad pass),,47-34,,
7:09.0,Personal foul by M. Hezonja (drawn by T. Young),,47-34,,
7:09.0,A. Gordon enters the game for M. Hezonja,,47-34,,
7:00.0,,,47-34,,Turnover by L. Stephenson (bad pass; steal by K. Birch)
6:56.0,Shooting foul by D. Sabonis (drawn by W. Iwundu),,47-34,,
6:56.0,W. Iwundu makes free throw 1 of 2,1,48-34,,
6:56.0,,,48-34,,A. Jefferson enters the game for D. Sabonis
6:56.0,W. Iwundu makes free throw 2 of 2,1,49-34,,
6:47.0,,,49-34,,Turnover by A. Jefferson (bad pass; steal by A. Gordon)
6:44.0,A. Gordon makes 2-pt shot from 1 ft,2,51-34,,
6:29.0,,,51-36,2,T. Young makes 2-pt shot from 1 ft (assist by C. Joseph)
6:05.0,W. Iwundu misses 3-pt shot from 22 ft,,51-36,,
6:02.0,Offensive rebound by K. Birch,,51-36,,
5:56.0,S. Mack makes 2-pt shot from 5 ft,2,53-36,,
5:33.0,,,53-36,,A. Jefferson misses 2-pt shot from 1 ft (block by A. Gordon)
5:31.0,Defensive rebound by D. Augustin,,53-36,,
5:27.0,A. Gordon misses 3-pt shot from 23 ft,,53-36,,
5:23.0,Offensive rebound by K. Birch,,53-36,,
5:23.0,K. Birch makes 2-pt shot at rim,2,55-36,,
5:19.0,,,55-36,,Indiana full timeout
5:19.0,,,55-36,,D. Collison enters the game for C. Joseph
5:19.0,J. Simmons enters the game for W. Iwundu,,55-36,,
5:06.0,Personal foul by J. Simmons (drawn by V. Oladipo),,55-36,,
5:00.0,,,55-38,2,V. Oladipo makes 2-pt shot from 19 ft (assist by D. Collison)
4:36.0,S. Mack misses 3-pt shot from 27 ft,,55-38,,
4:32.0,,,55-38,,Defensive rebound by T. Young
4:23.0,,,55-38,,L. Stephenson misses 2-pt shot from 1 ft
4:21.0,Defensive rebound by S. Mack,,55-38,,
4:18.0,D. Augustin makes 3-pt shot from 25 ft (assist by S. Mack),3,58-38,,
4:03.0,,,58-41,3,T. Young makes 3-pt shot from 23 ft (assist by D. Collison)
3:47.0,K. Birch makes 2-pt shot at rim (assist by A. Gordon),2,60-41,,
3:34.0,E. Fournier enters the game for S. Mack,,60-41,,
3:34.0,E. Payton enters the game for D. Augustin,,60-41,,
3:30.0,,,60-43,2,D. Collison makes 2-pt shot from 15 ft (assist by L. Stephenson)
3:09.0,J. Simmons makes 2-pt shot from 19 ft,2,62-43,,
2:48.0,,,62-43,,Turnover by V. Oladipo (bad pass; steal by K. Birch)
2:42.0,A. Gordon misses 2-pt shot from 1 ft,,62-43,,
2:41.0,,,62-43,,Defensive rebound by V. Oladipo
2:33.0,,,62-45,2,L. Stephenson makes 2-pt shot from 2 ft (assist by D. Collison)
2:33.0,Orlando full timeout,,62-45,,
2:15.0,A. Gordon misses 2-pt shot at rim,,62-45,,
2:14.0,Offensive rebound by A. Gordon,,62-45,,
2:14.0,A. Gordon misses 2-pt shot at rim,,62-45,,
2:14.0,Offensive rebound by A. Gordon,,62-45,,
2:14.0,A. Gordon makes 2-pt shot at rim,2,64-45,,
2:14.0,Shooting foul by A. Jefferson (drawn by A. Gordon),,64-45,,
2:14.0,A. Gordon misses free throw 1 of 1,,64-45,,
2:11.0,,,64-45,,Defensive rebound by D. Collison
1:58.0,Def 3 sec tech foul by E. Payton,,64-45,,
1:58.0,,,64-46,1,D. Collison makes technical free throw
1:46.0,,,64-46,,A. Jefferson misses 2-pt shot from 8 ft
1:43.0,Defensive rebound by A. Gordon,,64-46,,
1:36.0,A. Gordon makes 2-pt shot from 19 ft,2,66-46,,
1:24.0,,,66-46,,V. Oladipo misses 2-pt shot at rim
1:21.0,,,66-46,,Offensive rebound by T. Young
1:21.0,,,66-46,,T. Young misses 2-pt shot at rim
1:20.0,Defensive rebound by J. Simmons,,66-46,,
1:18.0,Turnover by J. Simmons (lost ball; steal by D. Collison),,66-46,,
1:06.0,,,66-48,2,T. Young makes 2-pt shot from 7 ft (assist by D. Collison)
0:53.0,A. Gordon misses 3-pt shot from 26 ft,,66-48,,
0:49.0,Offensive rebound by K. Birch,,66-48,,
0:42.0,E. Fournier makes 3-pt shot from 28 ft,3,69-48,,
0:28.0,,,69-50,2,V. Oladipo makes 2-pt shot from 7 ft
0:06.0,J. Simmons misses 2-pt shot from 11 ft,,69-50,,
0:05.0,Offensive rebound by K. Birch,,69-50,,
0:05.0,Shooting foul by T. Young (drawn by K. Birch),,69-50,,
0:05.0,K. Birch misses free throw 1 of 2,,69-50,,
0:05.0,Offensive rebound by Team,,69-50,,
0:05.0,M. Hezonja enters the game for J. Simmons,,69-50,,
0:05.0,W. Iwundu enters the game for E. Fournier,,69-50,,
0:05.0,K. Birch makes free throw 2 of 2,1,70-50,,
0:05.0,B. Biyombo enters the game for K. Birch,,70-50,,
0:00.0,,,70-53,3,D. Collison makes 3-pt shot from 28 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,70-55,2,V. Oladipo makes 2-pt shot from 1 ft
11:22.0,E. Fournier misses 3-pt shot from 23 ft,,70-55,,
11:19.0,Offensive rebound by J. Simmons,,70-55,,
11:14.0,J. Simmons misses 2-pt shot from 4 ft,,70-55,,
11:10.0,Offensive rebound by A. Gordon,,70-55,,
11:10.0,A. Gordon makes 2-pt shot at rim,2,72-55,,
11:02.0,,,72-57,2,D. Collison makes 2-pt shot from 1 ft
11:02.0,,,72-57,,Shooting foul by E. Payton (drawn by D. Collison)
11:02.0,,,72-58,1,D. Collison makes free throw 1 of 1
10:42.0,A. Gordon misses 2-pt shot from 21 ft,,72-58,,
10:39.0,,,72-58,,Defensive rebound by D. Sabonis
10:30.0,,,72-60,2,T. Young makes 2-pt shot from 17 ft (assist by D. Collison)
10:29.0,Orlando full timeout,,72-60,,
10:14.0,Turnover by B. Biyombo (bad pass),,72-60,,
10:01.0,Personal foul by J. Simmons (drawn by V. Oladipo),,72-60,,
9:52.0,Personal foul by J. Simmons (drawn by V. Oladipo),,72-60,,
9:52.0,M. Hezonja enters the game for J. Simmons,,72-60,,
9:40.0,,,72-60,,V. Oladipo misses 2-pt shot at rim
9:39.0,,,72-60,,Offensive rebound by D. Sabonis
9:38.0,,,72-62,2,T. Young makes 2-pt shot from 22 ft (assist by D. Sabonis)
9:14.0,E. Fournier makes 3-pt shot from 26 ft (assist by E. Payton),3,75-62,,
9:05.0,,,75-64,2,B. Bogdanovic makes 2-pt shot at rim
8:58.0,Orlando full timeout,,75-64,,
8:42.0,A. Gordon makes 2-pt shot from 7 ft,2,77-64,,
8:24.0,,,77-67,3,V. Oladipo makes 3-pt shot from 22 ft (assist by D. Sabonis)
8:12.0,Turnover by E. Payton (bad pass; steal by V. Oladipo),,77-67,,
8:08.0,,,77-67,,Shooting foul by E. Payton (drawn by D. Collison)
8:08.0,,,77-68,1,D. Collison makes free throw 1 of 2
8:08.0,,,77-69,1,D. Collison makes free throw 2 of 2
7:51.0,,,77-69,,Personal foul by V. Oladipo (drawn by E. Fournier)
7:38.0,Shooting foul by D. Collison (drawn by A. Gordon),,77-69,,
7:38.0,A. Gordon makes free throw 1 of 2,1,78-69,,
7:38.0,A. Gordon misses free throw 2 of 2,,78-69,,
7:34.0,,,78-69,,Defensive rebound by D. Sabonis
7:23.0,,,78-71,2,D. Sabonis makes 2-pt shot at rim (assist by D. Collison)
7:02.0,A. Gordon misses 2-pt shot from 1 ft,,78-71,,
6:59.0,,,78-71,,Defensive rebound by V. Oladipo
6:45.0,,,78-71,,T. Young misses 2-pt shot from 6 ft
6:42.0,Defensive rebound by A. Gordon,,78-71,,
6:34.0,E. Payton makes 2-pt shot from 1 ft,2,80-71,,
6:34.0,Shooting foul by D. Sabonis (drawn by E. Payton),,80-71,,
6:34.0,,,80-71,,M. Turner enters the game for D. Sabonis
6:34.0,E. Payton misses free throw 1 of 1,,80-71,,
6:32.0,,,80-71,,Defensive rebound by B. Bogdanovic
6:18.0,,,80-71,,T. Young misses 3-pt shot from 26 ft
6:15.0,Defensive rebound by A. Gordon,,80-71,,
6:09.0,Turnover by E. Payton (lost ball; steal by T. Young),,80-71,,
5:59.0,,,80-71,,D. Collison misses 2-pt shot from 1 ft (block by M. Hezonja)
5:56.0,Defensive rebound by E. Payton,,80-71,,
5:53.0,M. Hezonja misses 3-pt shot from 25 ft,,80-71,,
5:50.0,,,80-71,,Defensive rebound by M. Turner
5:45.0,,,80-71,,Turnover by M. Turner (bad pass; steal by E. Payton)
5:42.0,E. Fournier makes 2-pt shot from 23 ft (assist by E. Payton),2,82-71,,
5:21.0,Personal foul by E. Fournier (drawn by B. Bogdanovic),,82-71,,
5:21.0,,,82-72,1,B. Bogdanovic makes free throw 1 of 2
5:21.0,,,82-72,,C. Joseph enters the game for D. Collison
5:21.0,,,82-73,1,B. Bogdanovic makes free throw 2 of 2
5:02.0,Turnover by B. Biyombo (lost ball; steal by M. Turner),,82-73,,
4:57.0,,,82-73,,B. Bogdanovic misses 2-pt shot from 2 ft (block by M. Hezonja)
4:53.0,Defensive rebound by M. Hezonja,,82-73,,
4:49.0,E. Fournier makes 2-pt shot from 1 ft (assist by M. Hezonja),2,84-73,,
4:32.0,,,84-73,,V. Oladipo misses 2-pt shot from 4 ft
4:32.0,Defensive rebound by B. Biyombo,,84-73,,
4:32.0,,,84-73,,Loose ball foul by M. Turner (drawn by B. Biyombo)
4:12.0,B. Biyombo makes 2-pt shot from 1 ft (assist by E. Payton),2,86-73,,
3:55.0,,,86-75,2,M. Turner makes 2-pt shot from 19 ft (assist by V. Oladipo)
3:43.0,,,86-75,,Personal foul by C. Joseph (drawn by E. Payton)
3:43.0,E. Payton makes free throw 1 of 2,1,87-75,,
3:43.0,,,87-75,,L. Stephenson enters the game for M. Turner
3:43.0,,,87-75,,A. Jefferson enters the game for B. Bogdanovic
3:43.0,E. Payton misses free throw 2 of 2,,87-75,,
3:41.0,,,87-75,,Defensive rebound by L. Stephenson
3:25.0,,,87-77,2,T. Young makes 2-pt shot from 7 ft
3:10.0,E. Payton misses 2-pt shot from 5 ft,,87-77,,
3:09.0,,,87-77,,Defensive rebound by Team
3:09.0,K. Birch enters the game for B. Biyombo,,87-77,,
2:53.0,D. Augustin enters the game for E. Payton,,87-77,,
2:51.0,Jump ball: V. Oladipo vs. M. Hezonja (L. Stephenson gains possession),,,,Jump ball: V. Oladipo vs. M. Hezonja (L. Stephenson gains possession)
2:47.0,,,87-77,,V. Oladipo misses 3-pt shot from 27 ft
2:43.0,Defensive rebound by A. Gordon,,87-77,,
2:33.0,E. Fournier misses 3-pt shot from 27 ft,,87-77,,
2:30.0,,,87-77,,Defensive rebound by C. Joseph
2:21.0,,,87-77,,Shooting foul by E. Fournier (drawn by V. Oladipo)
2:21.0,,,87-78,1,V. Oladipo makes free throw 1 of 2
2:21.0,,,87-78,,V. Oladipo misses free throw 2 of 2
2:19.0,Defensive rebound by K. Birch,,87-78,,
2:09.0,A. Gordon makes 2-pt shot from 1 ft (assist by D. Augustin),2,89-78,,
1:57.0,,,89-78,,V. Oladipo misses 3-pt shot from 26 ft
1:53.0,,,89-78,,Offensive rebound by L. Stephenson
1:51.0,,,89-80,2,A. Jefferson makes 2-pt shot from 1 ft (assist by L. Stephenson)
1:36.0,E. Fournier makes 3-pt shot from 26 ft (assist by D. Augustin),3,92-80,,
1:17.0,,,92-80,,Turnover by L. Stephenson (traveling)
0:59.0,K. Birch misses 2-pt shot from 7 ft,,92-80,,
0:54.0,,,92-80,,Defensive rebound by T. Young
0:37.0,,,92-82,2,L. Stephenson makes 2-pt shot from 1 ft (assist by A. Jefferson)
0:25.0,E. Fournier misses 2-pt shot from 20 ft,,92-82,,
0:22.0,,,92-82,,Defensive rebound by L. Stephenson
0:19.0,,,92-84,2,V. Oladipo makes 2-pt shot from 1 ft (assist by L. Stephenson)
0:02.0,Shooting foul by A. Jefferson (drawn by K. Birch),,92-84,,
0:02.0,K. Birch misses free throw 1 of 2,,92-84,,
0:02.0,Offensive rebound by Team,,92-84,,
0:02.0,,,92-84,,D. Collison enters the game for V. Oladipo
0:02.0,S. Mack enters the game for E. Fournier,,92-84,,
0:02.0,K. Birch misses free throw 2 of 2,,92-84,,
0:01.0,,,92-84,,Defensive rebound by L. Stephenson
0:00.0,,,92-84,,L. Stephenson misses 3-pt shot from 70 ft (block by M. Hezonja)
0:00.0,,,92-84,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,Turnover by Team (shot clock),,92-84,,
11:22.0,,,92-86,2,A. Jefferson makes 2-pt shot from 5 ft (assist by L. Stephenson)
11:06.0,Shooting foul by A. Jefferson (drawn by K. Birch),,92-86,,
11:06.0,K. Birch makes free throw 1 of 2,1,93-86,,
11:06.0,K. Birch misses free throw 2 of 2,,93-86,,
11:04.0,,,93-86,,Defensive rebound by A. Jefferson
10:51.0,,,93-88,2,A. Jefferson makes 2-pt shot from 10 ft (assist by L. Stephenson)
10:38.0,J. Simmons makes 2-pt shot at rim,2,95-88,,
10:20.0,,,95-90,2,L. Stephenson makes 2-pt shot from 10 ft
10:07.0,J. Simmons makes 2-pt shot from 18 ft,2,97-90,,
9:53.0,,,97-92,2,L. Stephenson makes 2-pt shot from 1 ft
9:45.0,D. Augustin misses 3-pt shot from 26 ft,,97-92,,
9:43.0,,,97-92,,Defensive rebound by D. Collison
9:29.0,,,97-92,,D. Collison misses 2-pt shot from 15 ft
9:26.0,Defensive rebound by Team,,97-92,,
9:26.0,,,97-92,,M. Turner enters the game for A. Jefferson
9:08.0,K. Birch makes 2-pt shot from 2 ft (assist by S. Mack),2,99-92,,
8:50.0,Personal block foul by J. Simmons (drawn by L. Stephenson),,99-92,,
8:50.0,A. Gordon enters the game for J. Simmons,,99-92,,
8:50.0,,,99-92,,T. Young enters the game for B. Bogdanovic
8:40.0,,,99-92,,Turnover by D. Collison (lost ball; steal by K. Birch)
8:22.0,Shooting foul by M. Turner (drawn by S. Mack),,99-92,,
8:22.0,S. Mack makes free throw 1 of 2,1,100-92,,
8:22.0,,,100-92,,D. Sabonis enters the game for M. Turner
8:22.0,S. Mack makes free throw 2 of 2,1,101-92,,
8:10.0,,,101-94,2,L. Stephenson makes 2-pt shot from 1 ft
7:45.0,Turnover by D. Augustin (bad pass; steal by D. Sabonis),,101-94,,
7:30.0,,,101-94,,D. Collison misses 3-pt shot from 22 ft
7:26.0,,,101-94,,Offensive rebound by D. Collison
7:10.0,,,101-94,,L. Stephenson misses 3-pt shot from 25 ft
7:08.0,Defensive rebound by D. Augustin,,101-94,,
7:00.0,S. Mack makes 3-pt shot from 24 ft (assist by K. Birch),3,104-94,,
6:58.0,,,104-94,,Indiana full timeout
6:58.0,,,104-94,,V. Oladipo enters the game for D. Collison
6:42.0,,,104-96,2,V. Oladipo makes 2-pt shot from 12 ft
6:15.0,Shooting foul by T. Young (drawn by S. Mack),,104-96,,
6:15.0,S. Mack makes free throw 1 of 2,1,105-96,,
6:15.0,E. Payton enters the game for M. Hezonja,,105-96,,
6:15.0,S. Mack makes free throw 2 of 2,1,106-96,,
6:09.0,,,106-98,2,V. Oladipo makes 2-pt shot from 20 ft
5:43.0,Turnover by Team (shot clock),,106-98,,
5:43.0,E. Fournier enters the game for D. Augustin,,106-98,,
5:32.0,,,106-100,2,D. Sabonis makes 2-pt shot at rim (assist by V. Oladipo)
5:13.0,,,106-100,,Personal foul by L. Stephenson (drawn by S. Mack)
5:13.0,B. Biyombo enters the game for K. Birch,,106-100,,
5:04.0,E. Payton misses 3-pt shot from 28 ft,,106-100,,
5:02.0,,,106-100,,Defensive rebound by T. Young
4:55.0,Personal foul by B. Biyombo (drawn by V. Oladipo),,106-100,,
4:49.0,,,106-103,3,L. Stephenson makes 3-pt shot from 23 ft (assist by V. Oladipo)
4:32.0,E. Fournier misses 3-pt shot from 26 ft,,106-103,,
4:28.0,,,106-103,,Defensive rebound by T. Young
4:06.0,,,106-105,2,D. Sabonis makes 2-pt shot from 1 ft
4:06.0,Orlando full timeout,,106-105,,
4:06.0,J. Simmons enters the game for S. Mack,,106-105,,
3:46.0,B. Biyombo misses 2-pt shot from 6 ft,,106-105,,
3:44.0,,,106-105,,Defensive rebound by D. Sabonis
3:30.0,,,106-107,2,V. Oladipo makes 2-pt shot from 20 ft (assist by T. Young)
3:10.0,Turnover by E. Payton (lost ball; steal by L. Stephenson),,106-107,,
2:51.0,,,106-109,2,D. Sabonis makes 2-pt shot from 1 ft (assist by V. Oladipo)
2:36.0,A. Gordon misses 3-pt shot from 28 ft,,106-109,,
2:33.0,,,106-109,,Defensive rebound by C. Joseph
2:22.0,,,106-111,2,D. Sabonis makes 2-pt shot at rim (assist by V. Oladipo)
2:22.0,,,106-111,,Shooting foul by E. Payton (drawn by D. Sabonis)
