time,New Orleans,pts.away,score,pts.home,Minnesota
4:57.0,R. Rondo makes 2-pt shot from 1 ft,2,17-23,,
4:38.0,,,17-23,,Shooting foul by R. Rondo (drawn by T. Gibson)
4:38.0,,,17-24,1,T. Gibson makes free throw 1 of 2
4:38.0,,,17-24,,G. Dieng enters the game for K. Towns
4:38.0,,,17-25,1,T. Gibson makes free throw 2 of 2
4:23.0,Turnover by J. Holiday (bad pass; steal by J. Butler),,17-25,,
4:16.0,,,17-27,2,T. Gibson makes 2-pt shot from 1 ft
4:02.0,D. Miller misses 3-pt shot from 25 ft,,17-27,,
3:59.0,,,17-27,,Defensive rebound by J. Butler
3:46.0,,,17-27,,J. Butler misses 2-pt shot from 7 ft
3:43.0,Defensive rebound by A. Davis,,17-27,,
3:36.0,Turnover by J. Holiday (bad pass; steal by A. Wiggins),,17-27,,
3:33.0,,,17-27,,Shooting foul by D. Miller (drawn by J. Butler)
3:33.0,,,17-27,,J. Butler misses free throw 1 of 2
3:33.0,,,17-27,,Offensive rebound by Team
3:33.0,J. Nelson enters the game for R. Rondo,,17-27,,
3:33.0,E. Moore enters the game for J. Holiday,,17-27,,
3:33.0,,,17-28,1,J. Butler makes free throw 2 of 2
3:17.0,A. Davis makes 2-pt shot from 1 ft (assist by D. Cousins),2,19-28,,
3:00.0,,,19-28,,J. Butler misses 2-pt shot from 5 ft (block by E. Moore)
3:00.0,Defensive rebound by A. Davis,,19-28,,
2:50.0,New Orleans full timeout,,19-28,,
2:50.0,,,19-28,,J. Crawford enters the game for J. Butler
2:50.0,,,19-28,,A. Brooks enters the game for T. Jones
2:50.0,D. Cunningham enters the game for D. Cousins,,19-28,,
2:40.0,D. Miller misses 2-pt shot from 12 ft,,19-28,,
2:36.0,,,19-28,,Defensive rebound by G. Dieng
2:22.0,,,19-28,,A. Wiggins misses 2-pt shot from 14 ft
2:19.0,,,19-28,,Offensive rebound by A. Brooks
2:14.0,,,19-28,,A. Brooks misses 2-pt shot from 13 ft
2:14.0,Defensive rebound by E. Moore,,19-28,,
2:08.0,,,19-28,,Technical foul by G. Dieng (drawn by D. Cunningham)
2:08.0,D. Cunningham makes flagrant free throw 1 of 2,1,20-28,,
2:08.0,D. Cunningham makes flagrant free throw 2 of 2,1,21-28,,
2:08.0,,,21-28,,N. Bjelica enters the game for T. Gibson
1:59.0,E. Moore misses 3-pt shot from 22 ft,,21-28,,
1:55.0,,,21-28,,Defensive rebound by J. Crawford
1:47.0,,,21-30,2,G. Dieng makes 2-pt shot from 10 ft (assist by J. Crawford)
1:32.0,J. Nelson makes 2-pt shot from 22 ft (assist by A. Davis),2,23-30,,
1:14.0,,,23-32,2,G. Dieng makes 2-pt shot from 13 ft (assist by J. Crawford)
0:55.0,A. Davis misses 2-pt shot from 17 ft,,23-32,,
0:53.0,,,23-32,,Defensive rebound by N. Bjelica
0:46.0,,,23-34,2,A. Wiggins makes 2-pt shot from 1 ft
0:37.0,J. Nelson misses 2-pt shot from 22 ft,,23-34,,
0:37.0,,,23-34,,Defensive rebound by A. Wiggins
0:19.0,,,23-36,2,J. Crawford makes 2-pt shot from 19 ft (assist by G. Dieng)
0:05.0,,,23-36,,Personal foul by A. Brooks (drawn by J. Nelson)
0:05.0,D. Cousins enters the game for A. Davis,,23-36,,
0:05.0,,,23-36,,M. Georges-Hunt enters the game for J. Crawford
0:01.0,Shooting foul by N. Bjelica (drawn by D. Cousins),,23-36,,
0:01.0,D. Cousins makes free throw 1 of 2,1,24-36,,
0:01.0,,,24-36,,J. Crawford enters the game for G. Dieng
0:01.0,,,24-36,,K. Towns enters the game for M. Georges-Hunt
0:01.0,D. Cousins misses free throw 2 of 2,,24-36,,
0:00.0,,,24-36,,Defensive rebound by K. Towns
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,E. Moore makes 2-pt shot from 1 ft (assist by D. Cousins),2,26-36,,
11:19.0,,,26-36,,Shooting foul by E. Moore (drawn by J. Crawford)
11:19.0,,,26-37,1,J. Crawford makes free throw 1 of 2
11:19.0,,,26-38,1,J. Crawford makes free throw 2 of 2
11:06.0,Shooting foul by G. Dieng (drawn by D. Cousins),,26-38,,
11:06.0,D. Cousins makes free throw 1 of 2,1,27-38,,
11:06.0,D. Cousins makes free throw 2 of 2,1,28-38,,
10:53.0,,,28-38,,J. Crawford misses 2-pt shot from 16 ft
10:50.0,Defensive rebound by D. Cousins,,28-38,,
10:43.0,D. Cousins makes 2-pt shot from 1 ft,2,30-38,,
10:26.0,,,30-41,3,A. Brooks makes 3-pt shot from 23 ft (assist by K. Towns)
10:18.0,Shooting foul by A. Brooks (drawn by E. Moore),,30-41,,
10:18.0,E. Moore makes free throw 1 of 2,1,31-41,,
10:18.0,E. Moore makes free throw 2 of 2,1,32-41,,
9:56.0,,,32-43,2,N. Bjelica makes 2-pt shot from 4 ft
9:48.0,D. Miller misses 3-pt shot from 26 ft,,32-43,,
9:45.0,,,32-43,,Defensive rebound by K. Towns
9:36.0,,,32-43,,G. Dieng misses 2-pt shot from 1 ft
9:34.0,,,32-43,,Offensive rebound by G. Dieng
9:33.0,,,32-45,2,G. Dieng makes 2-pt shot from 1 ft
9:18.0,E. Moore misses 2-pt shot from 9 ft,,32-45,,
9:17.0,,,32-45,,Defensive rebound by K. Towns
9:13.0,,,32-45,,Offensive charge foul by N. Bjelica (drawn by D. Cousins)
9:13.0,,,32-45,,Turnover by N. Bjelica (offensive foul)
9:00.0,D. Miller misses 3-pt shot from 23 ft,,32-45,,
8:58.0,,,32-45,,Defensive rebound by K. Towns
8:53.0,,,32-45,,J. Crawford misses 2-pt shot from 20 ft
8:53.0,,,32-45,,Offensive rebound by K. Towns
8:47.0,,,32-47,2,K. Towns makes 2-pt shot at rim
8:27.0,J. Nelson misses 2-pt shot from 14 ft,,32-47,,
8:24.0,,,32-47,,Defensive rebound by K. Towns
8:17.0,,,32-47,,G. Dieng misses 2-pt shot from 20 ft
8:14.0,Defensive rebound by D. Cousins,,32-47,,
8:06.0,D. Cousins makes 2-pt shot from 1 ft,2,34-47,,
7:49.0,,,34-47,,K. Towns misses 2-pt shot from 4 ft
7:47.0,Defensive rebound by D. Cousins,,34-47,,
7:32.0,D. Cousins misses 3-pt shot from 26 ft,,34-47,,
7:32.0,,,34-47,,Defensive rebound by K. Towns
7:19.0,,,34-49,2,K. Towns makes 2-pt shot from 1 ft
7:18.0,New Orleans full timeout,,34-49,,
7:18.0,J. Holiday enters the game for D. Miller,,34-49,,
7:18.0,A. Davis enters the game for E. Moore,,34-49,,
7:08.0,Offensive foul by A. Davis (drawn by K. Towns),,34-49,,
7:08.0,Turnover by A. Davis (offensive foul),,34-49,,
7:08.0,R. Rondo enters the game for J. Nelson,,34-49,,
6:45.0,,,34-52,3,K. Towns makes 3-pt shot from 23 ft (assist by J. Crawford)
6:37.0,Shooting foul by K. Towns (drawn by A. Davis),,34-52,,
6:37.0,A. Davis makes free throw 1 of 2,1,35-52,,
6:37.0,,,35-52,,T. Gibson enters the game for G. Dieng
6:37.0,,,35-52,,J. Butler enters the game for N. Bjelica
6:37.0,A. Davis makes free throw 2 of 2,1,36-52,,
6:13.0,,,36-55,3,J. Butler makes 3-pt shot from 27 ft (assist by A. Brooks)
5:54.0,A. Davis makes 2-pt shot from 19 ft,2,38-55,,
5:34.0,,,38-57,2,T. Gibson makes 2-pt shot from 1 ft (assist by J. Crawford)
5:26.0,J. Holiday misses 3-pt shot from 25 ft,,38-57,,
5:23.0,,,38-57,,Defensive rebound by J. Crawford
5:16.0,,,38-59,2,J. Butler makes 2-pt shot at rim (assist by J. Crawford)
5:05.0,Turnover by R. Rondo (bad pass),,38-59,,
5:05.0,,,38-59,,T. Jones enters the game for J. Crawford
5:05.0,,,38-59,,A. Wiggins enters the game for A. Brooks
4:52.0,,,38-59,,A. Wiggins misses 2-pt shot from 2 ft
4:50.0,Defensive rebound by D. Cousins,,38-59,,
4:45.0,R. Rondo misses 2-pt shot at rim,,38-59,,
4:42.0,Offensive rebound by A. Davis,,38-59,,
4:41.0,A. Davis makes 2-pt shot from 1 ft,2,40-59,,
4:27.0,,,40-59,,J. Butler misses 2-pt shot from 7 ft
4:25.0,Defensive rebound by D. Cousins,,40-59,,
4:21.0,A. Davis makes 2-pt shot from 1 ft (assist by D. Cousins),2,42-59,,
3:57.0,,,42-62,3,K. Towns makes 3-pt shot from 24 ft (assist by J. Butler)
3:46.0,A. Davis misses 3-pt shot from 25 ft,,42-62,,
3:44.0,,,42-62,,Defensive rebound by Team
3:29.0,,,42-64,2,T. Gibson makes 2-pt shot from 1 ft (assist by T. Jones)
3:22.0,New Orleans full timeout,,42-64,,
3:00.0,J. Holiday misses 2-pt shot from 14 ft,,42-64,,
2:58.0,Offensive rebound by D. Cousins,,42-64,,
2:56.0,D. Cousins misses 2-pt shot from 3 ft (block by A. Wiggins),,42-64,,
2:56.0,,,42-64,,Defensive rebound by A. Wiggins
2:50.0,,,42-64,,T. Gibson misses 2-pt shot at rim
2:45.0,,,42-64,,Offensive rebound by J. Butler
2:45.0,,,42-64,,J. Butler misses 2-pt shot at rim
2:44.0,,,42-64,,Offensive rebound by J. Butler
2:34.0,,,42-64,,A. Wiggins misses 2-pt shot from 19 ft (block by A. Davis)
2:30.0,,,42-64,,Offensive rebound by A. Wiggins
2:29.0,,,42-66,2,T. Jones makes 2-pt shot at rim (assist by J. Butler)
2:20.0,R. Rondo misses 2-pt shot from 19 ft,,42-66,,
2:16.0,,,42-66,,Defensive rebound by A. Wiggins
2:04.0,,,42-66,,Turnover by K. Towns (bad pass; steal by J. Holiday)
1:59.0,J. Holiday misses 3-pt shot from 25 ft,,42-66,,
1:53.0,,,42-66,,Defensive rebound by K. Towns
1:48.0,,,42-68,2,T. Jones makes 2-pt shot at rim
1:32.0,Turnover by D. Cousins (bad pass; steal by T. Gibson),,42-68,,
1:29.0,,,42-68,,Shooting foul by R. Rondo (drawn by T. Gibson)
1:29.0,,,42-69,1,T. Gibson makes free throw 1 of 2
1:29.0,,,42-69,,T. Gibson misses free throw 2 of 2
1:27.0,Defensive rebound by D. Cousins,,42-69,,
1:23.0,,,42-69,,Personal foul by T. Jones (drawn by A. Davis)
1:23.0,,,42-69,,G. Dieng enters the game for K. Towns
1:22.0,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo),2,44-69,,
1:02.0,,,44-69,,T. Jones misses 3-pt shot from 23 ft
1:01.0,Defensive rebound by A. Davis,,44-69,,
0:54.0,R. Rondo makes 2-pt shot from 1 ft,2,46-69,,
0:30.0,,,46-69,,J. Butler misses 2-pt shot from 10 ft (block by A. Davis)
0:27.0,Defensive rebound by R. Rondo,,46-69,,
0:23.0,R. Rondo misses 2-pt shot from 2 ft (block by A. Wiggins),,46-69,,
0:22.0,Offensive rebound by Team,,46-69,,
0:22.0,,,46-69,,Loose ball foul by G. Dieng (drawn by A. Davis)
0:22.0,A. Davis makes free throw 1 of 2,1,47-69,,
0:22.0,,,47-69,,N. Bjelica enters the game for G. Dieng
0:22.0,A. Davis makes free throw 2 of 2,1,48-69,,
0:00.0,,,48-69,,J. Butler misses 2-pt shot from 18 ft
0:00.0,,,48-69,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,E. Moore misses 3-pt shot from 25 ft,,48-69,,
11:42.0,,,48-69,,Defensive rebound by T. Gibson
11:26.0,,,48-69,,A. Wiggins misses 2-pt shot from 18 ft
11:26.0,Defensive rebound by A. Davis,,48-69,,
11:14.0,A. Davis misses 2-pt shot from 15 ft,,48-69,,
11:14.0,,,48-69,,Defensive rebound by K. Towns
10:55.0,,,48-69,,Turnover by J. Butler (bad pass; steal by A. Davis)
10:48.0,J. Holiday misses 3-pt shot from 25 ft,,48-69,,
10:46.0,Offensive rebound by D. Cousins,,48-69,,
10:34.0,E. Moore makes 2-pt shot from 7 ft (assist by R. Rondo),2,50-69,,
10:10.0,Personal foul by J. Holiday (drawn by J. Butler),,50-69,,
10:10.0,,,50-69,,G. Dieng enters the game for K. Towns
9:57.0,,,50-72,3,G. Dieng makes 3-pt shot from 22 ft (assist by J. Butler)
9:47.0,R. Rondo misses 2-pt shot from 1 ft (block by G. Dieng),,50-72,,
9:42.0,Offensive rebound by E. Moore,,50-72,,
9:38.0,E. Moore misses 2-pt shot from 3 ft,,50-72,,
9:35.0,,,50-72,,Defensive rebound by T. Jones
9:31.0,,,50-74,2,T. Jones makes 2-pt shot from 1 ft
9:18.0,J. Holiday makes 2-pt shot from 1 ft,2,52-74,,
9:03.0,,,52-76,2,G. Dieng makes 2-pt shot from 1 ft (assist by J. Butler)
8:47.0,Turnover by R. Rondo (bad pass; steal by T. Jones),,52-76,,
8:41.0,,,52-79,3,G. Dieng makes 3-pt shot from 22 ft (assist by T. Jones)
8:40.0,New Orleans full timeout,,52-79,,
8:31.0,Turnover by D. Cousins (bad pass; steal by T. Gibson),,52-79,,
8:22.0,,,52-79,,A. Wiggins misses 3-pt shot from 26 ft
8:20.0,Defensive rebound by Team,,52-79,,
8:08.0,,,52-79,,Personal foul by G. Dieng (drawn by D. Cousins)
8:08.0,,,52-79,,K. Towns enters the game for G. Dieng
8:00.0,,,52-79,,Personal foul by T. Gibson (drawn by D. Cousins)
7:56.0,R. Rondo misses 2-pt shot from 10 ft,,52-79,,
7:54.0,,,52-79,,Defensive rebound by K. Towns
7:45.0,,,52-79,,K. Towns misses 2-pt shot from 19 ft
7:41.0,Defensive rebound by J. Holiday,,52-79,,
7:35.0,Turnover by D. Cousins (bad pass; steal by K. Towns),,52-79,,
7:29.0,,,52-81,2,J. Butler makes 2-pt shot at rim (assist by T. Gibson)
7:16.0,Turnover by D. Cousins (turnover),,52-81,,
7:08.0,,,52-81,,Turnover by T. Jones (lost ball; steal by R. Rondo)
7:05.0,R. Rondo makes 2-pt shot from 1 ft,2,54-81,,
7:05.0,,,54-81,,Violation by K. Towns (def goaltending)
6:54.0,,,54-83,2,A. Wiggins makes 2-pt shot from 2 ft (assist by K. Towns)
6:35.0,R. Rondo misses 2-pt shot from 6 ft,,54-83,,
6:33.0,,,54-83,,Defensive rebound by A. Wiggins
6:12.0,,,54-85,2,J. Butler makes 2-pt shot from 18 ft (assist by K. Towns)
6:03.0,I. Clark enters the game for D. Cousins,,54-85,,
6:03.0,J. Nelson enters the game for R. Rondo,,54-85,,
6:03.0,D. Cunningham enters the game for E. Moore,,54-85,,
5:46.0,A. Davis misses 2-pt shot from 2 ft,,54-85,,
5:43.0,,,54-85,,Defensive rebound by T. Gibson
5:37.0,,,54-85,,A. Wiggins misses 3-pt shot from 25 ft
5:35.0,Defensive rebound by A. Davis,,54-85,,
5:24.0,I. Clark makes 3-pt shot from 24 ft (assist by J. Nelson),3,57-85,,
5:05.0,,,57-87,2,A. Wiggins makes 2-pt shot from 7 ft
4:41.0,I. Clark misses 2-pt shot from 10 ft (block by A. Wiggins),,57-87,,
4:40.0,Offensive rebound by J. Nelson,,57-87,,
4:39.0,J. Nelson misses 3-pt shot from 23 ft,,57-87,,
4:39.0,Offensive rebound by Team,,57-87,,
4:39.0,Turnover by Team (shot clock),,57-87,,
4:14.0,,,57-87,,A. Wiggins misses 2-pt shot from 20 ft
4:14.0,,,57-87,,Offensive rebound by K. Towns
4:10.0,,,57-89,2,K. Towns makes 2-pt shot from 1 ft
4:05.0,I. Clark misses 3-pt shot from 25 ft,,57-89,,
4:05.0,,,57-89,,Defensive rebound by K. Towns
3:44.0,,,57-91,2,K. Towns makes 2-pt shot from 5 ft (assist by J. Butler)
3:30.0,J. Holiday misses 3-pt shot from 23 ft,,57-91,,
3:27.0,,,57-91,,Defensive rebound by T. Jones
3:20.0,,,57-91,,T. Jones misses 2-pt shot from 18 ft
3:19.0,,,57-91,,Offensive rebound by Team
3:19.0,Loose ball foul by J. Holiday (drawn by K. Towns),,57-91,,
3:19.0,,,57-91,,G. Dieng enters the game for J. Butler
3:19.0,,,57-91,,J. Crawford enters the game for K. Towns
3:19.0,D. Miller enters the game for J. Holiday,,57-91,,
3:19.0,D. Cousins enters the game for A. Davis,,57-91,,
3:13.0,Personal foul by I. Clark (drawn by J. Crawford),,57-91,,
3:01.0,,,57-91,,Turnover by T. Jones (traveling)
2:49.0,J. Nelson misses 3-pt shot from 24 ft,,57-91,,
2:45.0,,,57-91,,Defensive rebound by A. Wiggins
2:34.0,,,57-91,,A. Wiggins misses 3-pt shot from 25 ft
2:34.0,Defensive rebound by J. Nelson,,57-91,,
2:19.0,D. Miller makes 3-pt shot from 25 ft (assist by D. Cousins),3,60-91,,
2:19.0,,,60-91,,Minnesota full timeout
2:05.0,,,60-91,,G. Dieng misses 2-pt shot from 19 ft
2:03.0,Defensive rebound by D. Cousins,,60-91,,
1:51.0,D. Cousins makes 3-pt shot from 25 ft (assist by I. Clark),3,63-91,,
1:31.0,,,63-91,,A. Wiggins misses 2-pt shot from 3 ft
1:25.0,,,63-91,,Offensive rebound by A. Wiggins
1:25.0,,,63-93,2,A. Wiggins makes 2-pt shot at rim
1:19.0,Shooting foul by T. Gibson (drawn by D. Cousins),,63-93,,
1:19.0,D. Cousins makes free throw 1 of 2,1,64-93,,
1:19.0,,,64-93,,A. Brooks enters the game for T. Jones
1:19.0,D. Cousins makes free throw 2 of 2,1,65-93,,
1:03.0,,,65-93,,Shooting foul by D. Miller (drawn by T. Gibson)
1:03.0,,,65-94,1,T. Gibson makes free throw 1 of 2
1:03.0,,,65-95,1,T. Gibson makes free throw 2 of 2
0:40.0,D. Cousins makes 2-pt shot at rim (assist by D. Miller),2,67-95,,
0:40.0,I. Clark makes technical free throw,1,68-95,,
0:32.0,,,68-95,,A. Brooks misses 2-pt shot from 21 ft
0:29.0,Defensive rebound by D. Cousins,,68-95,,
0:23.0,D. Miller makes 3-pt shot from 24 ft (assist by D. Cousins),3,71-95,,
0:02.0,,,71-98,3,A. Wiggins makes 3-pt shot from 26 ft (assist by G. Dieng)
0:00.0,D. Cousins misses 3-pt shot from 44 ft,,71-98,,
0:00.0,Offensive rebound by Team,,71-98,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,71-98,,A. Brooks misses 2-pt shot from 15 ft
11:39.0,Defensive rebound by D. Cousins,,71-98,,
11:25.0,A. Davis misses 2-pt shot from 15 ft,,71-98,,
11:23.0,,,71-98,,Defensive rebound by G. Dieng
11:16.0,,,71-98,,J. Crawford misses 2-pt shot from 8 ft
11:13.0,Defensive rebound by J. Holiday,,71-98,,
11:09.0,D. Miller makes 3-pt shot from 25 ft,3,74-98,,
10:54.0,Personal foul by D. Cousins (drawn by K. Towns),,74-98,,
10:44.0,,,74-100,2,A. Brooks makes 2-pt shot from 17 ft
10:25.0,J. Holiday makes 2-pt shot from 4 ft (assist by A. Davis),2,76-100,,
10:10.0,,,76-100,,K. Towns misses 2-pt shot from 11 ft (block by D. Cousins)
10:07.0,Defensive rebound by D. Cousins,,76-100,,
10:04.0,Turnover by D. Cousins (bad pass; steal by G. Dieng),,76-100,,
9:57.0,,,76-100,,A. Brooks misses 3-pt shot from 23 ft
9:54.0,Defensive rebound by D. Cousins,,76-100,,
9:46.0,D. Cousins makes 2-pt shot from 1 ft,2,78-100,,
9:35.0,,,78-100,,Minnesota full timeout
9:35.0,,,78-100,,T. Jones enters the game for A. Brooks
9:35.0,,,78-100,,J. Butler enters the game for N. Bjelica
9:20.0,,,78-100,,J. Crawford misses 3-pt shot from 25 ft
9:17.0,Defensive rebound by D. Cousins,,78-100,,
9:12.0,Offensive charge foul by D. Cousins (drawn by G. Dieng),,78-100,,
9:12.0,Turnover by D. Cousins (offensive foul),,78-100,,
8:54.0,,,78-100,,Turnover by J. Butler (bad pass; steal by J. Holiday)
8:51.0,Shooting foul by J. Crawford (drawn by J. Holiday),,78-100,,
8:51.0,J. Holiday misses free throw 1 of 2,,78-100,,
8:51.0,Offensive rebound by Team,,78-100,,
8:51.0,J. Holiday makes free throw 2 of 2,1,79-100,,
8:34.0,,,79-100,,K. Towns misses 2-pt shot from 7 ft
8:32.0,Defensive rebound by E. Moore,,79-100,,
8:23.0,J. Holiday makes 2-pt shot from 6 ft,2,81-100,,
8:02.0,,,81-100,,J. Butler misses 2-pt shot from 7 ft
7:59.0,Defensive rebound by J. Holiday,,81-100,,
7:56.0,D. Miller misses 3-pt shot from 26 ft,,81-100,,
7:55.0,,,81-100,,Defensive rebound by K. Towns
7:32.0,,,81-100,,J. Butler misses 2-pt shot from 7 ft
7:30.0,Defensive rebound by A. Davis,,81-100,,
7:23.0,J. Holiday makes 2-pt shot from 1 ft (assist by D. Miller),2,83-100,,
7:15.0,,,83-100,,Minnesota full timeout
7:15.0,,,83-100,,A. Wiggins enters the game for G. Dieng
7:15.0,,,83-100,,T. Gibson enters the game for J. Crawford
7:02.0,,,83-100,,Offensive foul by K. Towns (drawn by D. Cousins)
7:02.0,,,83-100,,Turnover by K. Towns (offensive foul)
6:40.0,D. Cousins misses 3-pt shot from 23 ft,,83-100,,
6:37.0,,,83-100,,Defensive rebound by A. Wiggins
6:22.0,,,83-102,2,T. Jones makes 2-pt shot from 2 ft (assist by T. Gibson)
6:05.0,Turnover by D. Cousins (lost ball; steal by T. Gibson),,83-102,,
5:52.0,Personal foul by D. Miller (drawn by K. Towns),,83-102,,
5:39.0,,,83-102,,T. Jones misses 3-pt shot from 25 ft
5:35.0,,,83-102,,Offensive rebound by J. Butler
5:30.0,,,83-102,,Turnover by T. Gibson (traveling)
5:21.0,Shooting foul by A. Wiggins (drawn by A. Davis),,83-102,,
5:21.0,A. Davis makes free throw 1 of 2,1,84-102,,
5:21.0,A. Davis makes free throw 2 of 2,1,85-102,,
5:07.0,,,85-102,,A. Wiggins misses 2-pt shot from 20 ft
5:05.0,Defensive rebound by A. Davis,,85-102,,
4:55.0,D. Miller misses 3-pt shot from 24 ft,,85-102,,
4:55.0,,,85-102,,Defensive rebound by T. Jones
4:41.0,Personal foul by J. Holiday (drawn by J. Butler),,85-102,,
4:38.0,,,85-102,,Shooting foul by J. Holiday (drawn by J. Butler)
4:38.0,,,85-103,1,J. Butler makes free throw 1 of 2
4:38.0,,,85-104,1,J. Butler makes free throw 2 of 2
4:28.0,J. Holiday makes 2-pt shot from 1 ft,2,87-104,,
4:17.0,,,87-104,,Shooting foul by D. Cousins (drawn by J. Butler)
4:17.0,,,87-105,1,J. Butler makes free throw 1 of 2
4:17.0,,,87-106,1,J. Butler makes free throw 2 of 2
3:59.0,J. Holiday misses 3-pt shot from 22 ft,,87-106,,
3:57.0,,,87-106,,Defensive rebound by K. Towns
3:45.0,Personal foul by J. Holiday (drawn by K. Towns),,87-106,,
3:45.0,I. Clark enters the game for D. Cousins,,87-106,,
3:45.0,C. Diallo enters the game for J. Holiday,,87-106,,
3:45.0,D. Cunningham enters the game for A. Davis,,87-106,,
3:45.0,,,87-107,1,K. Towns makes free throw 1 of 2
3:45.0,J. Nelson enters the game for E. Moore,,87-107,,
3:45.0,,,87-108,1,K. Towns makes free throw 2 of 2
3:36.0,D. Cunningham makes 2-pt shot from 20 ft (assist by J. Nelson),2,89-108,,
3:09.0,,,89-110,2,A. Wiggins makes 2-pt shot from 7 ft
2:55.0,C. Diallo misses 2-pt shot from 1 ft,,89-110,,
2:53.0,,,89-110,,Defensive rebound by K. Towns
2:46.0,,,89-112,2,J. Butler makes 2-pt shot from 1 ft
