time,Minnesota,pts.away,score,pts.home,Portland
11:36.0,,,24-19,,E. Turner misses 2-pt shot from 18 ft
11:34.0,Defensive rebound by Team,,24-19,,
11:16.0,K. Towns misses 3-pt shot from 25 ft,,24-19,,
11:10.0,Offensive rebound by G. Dieng,,24-19,,
11:10.0,G. Dieng misses 2-pt shot at rim,,24-19,,
11:09.0,,,24-19,,Defensive rebound by Z. Collins
11:06.0,,,24-19,,C. McCollum misses 2-pt shot from 17 ft
11:04.0,Defensive rebound by K. Towns,,24-19,,
10:51.0,K. Towns makes 2-pt shot from 1 ft (assist by J. Crawford),2,26-19,,
10:32.0,,,26-21,2,S. Napier makes 2-pt shot from 20 ft
10:18.0,J. Crawford makes 2-pt shot from 21 ft,2,28-21,,
10:02.0,,,28-21,,S. Napier misses 3-pt shot from 24 ft
9:59.0,Defensive rebound by K. Towns,,28-21,,
9:49.0,Shooting foul by E. Davis (drawn by K. Towns),,28-21,,
9:49.0,K. Towns makes free throw 1 of 2,1,29-21,,
9:49.0,K. Towns makes free throw 2 of 2,1,30-21,,
9:34.0,,,30-23,2,Z. Collins makes 2-pt shot at rim (assist by E. Turner)
9:16.0,Shooting foul by E. Davis (drawn by K. Towns),,30-23,,
9:16.0,K. Towns makes free throw 1 of 2,1,31-23,,
9:16.0,K. Towns makes free throw 2 of 2,1,32-23,,
8:58.0,,,32-23,,Z. Collins misses 3-pt shot from 25 ft
8:55.0,Defensive rebound by A. Wiggins,,32-23,,
8:41.0,A. Wiggins misses 2-pt shot from 3 ft,,32-23,,
8:36.0,Offensive rebound by A. Wiggins,,32-23,,
8:35.0,Turnover by A. Wiggins (bad pass; steal by Z. Collins),,32-23,,
8:30.0,,,32-25,2,C. McCollum makes 2-pt shot from 2 ft (assist by S. Napier)
8:30.0,,,32-25,,Shooting foul by G. Dieng (drawn by C. McCollum)
8:30.0,,,32-25,,C. McCollum misses free throw 1 of 1
8:27.0,Defensive rebound by K. Towns,,32-25,,
8:17.0,K. Towns misses 2-pt shot from 2 ft,,32-25,,
8:16.0,,,32-25,,Defensive rebound by E. Davis
8:09.0,,,32-25,,C. McCollum misses 2-pt shot from 1 ft
8:07.0,,,32-25,,Offensive rebound by E. Davis
8:07.0,,,32-27,2,E. Davis makes 2-pt shot at rim
8:01.0,Minnesota full timeout,,32-27,,
7:52.0,K. Towns makes 2-pt shot from 20 ft (assist by T. Jones),2,34-27,,
7:27.0,,,34-29,2,E. Davis makes 2-pt shot from 1 ft (assist by E. Turner)
7:04.0,J. Crawford misses 3-pt shot from 28 ft,,34-29,,
7:01.0,Offensive rebound by K. Towns,,34-29,,
7:00.0,Shooting foul by E. Turner (drawn by A. Wiggins),,34-29,,
7:00.0,A. Wiggins makes free throw 1 of 2,1,35-29,,
7:00.0,A. Wiggins makes free throw 2 of 2,1,36-29,,
6:46.0,,,36-31,2,C. McCollum makes 2-pt shot from 12 ft
6:30.0,K. Towns makes 2-pt shot from 2 ft (assist by A. Wiggins),2,38-31,,
6:08.0,,,38-33,2,S. Napier makes 2-pt shot from 16 ft
5:50.0,K. Towns makes 2-pt shot from 1 ft (assist by J. Crawford),2,40-33,,
5:50.0,Shooting foul by Z. Collins (drawn by K. Towns),,40-33,,
5:50.0,,,40-33,,J. Nurkic enters the game for E. Turner
5:50.0,,,40-33,,A. Aminu enters the game for E. Davis
5:50.0,,,40-33,,D. Lillard enters the game for Z. Collins
5:50.0,,,40-33,,P. Connaughton enters the game for C. McCollum
5:50.0,J. Teague enters the game for T. Jones,,40-33,,
5:50.0,K. Towns misses free throw 1 of 1,,40-33,,
5:50.0,N. Bjelica enters the game for A. Wiggins,,40-33,,
5:49.0,,,40-33,,Defensive rebound by J. Nurkic
5:35.0,,,40-33,,Shooting foul by J. Crawford (drawn by S. Napier)
5:35.0,,,40-34,1,S. Napier makes free throw 1 of 3
5:35.0,,,40-34,,S. Napier misses free throw 2 of 3
5:35.0,,,40-34,,Offensive rebound by Team
5:35.0,T. Gibson enters the game for G. Dieng,,40-34,,
5:35.0,,,40-35,1,S. Napier makes free throw 3 of 3
5:23.0,K. Towns makes 2-pt shot from 15 ft (assist by J. Crawford),2,42-35,,
5:08.0,,,42-35,,P. Connaughton misses 3-pt shot from 29 ft
5:03.0,,,42-35,,Offensive rebound by D. Lillard
5:02.0,,,42-35,,Shooting foul by T. Gibson (drawn by D. Lillard)
5:02.0,,,42-35,,D. Lillard misses free throw 1 of 2
5:02.0,,,42-35,,Offensive rebound by Team
5:02.0,,,42-36,1,D. Lillard makes free throw 2 of 2
4:46.0,J. Crawford misses 3-pt shot from 24 ft,,42-36,,
4:42.0,,,42-36,,Defensive rebound by P. Connaughton
4:36.0,,,42-36,,S. Napier misses 2-pt shot from 20 ft
4:33.0,Defensive rebound by T. Gibson,,42-36,,
4:26.0,J. Teague misses 2-pt shot from 3 ft,,42-36,,
4:23.0,,,42-36,,Defensive rebound by A. Aminu
4:05.0,,,42-36,,J. Nurkic misses 2-pt shot from 4 ft
4:02.0,,,42-36,,Offensive rebound by A. Aminu
4:00.0,,,42-36,,A. Aminu misses 2-pt shot from 16 ft
3:57.0,,,42-36,,Offensive rebound by D. Lillard
3:53.0,,,42-36,,P. Connaughton misses 2-pt shot from 3 ft (block by K. Towns)
3:50.0,Defensive rebound by K. Towns,,42-36,,
3:45.0,N. Bjelica makes 2-pt shot from 1 ft,2,44-36,,
3:45.0,,,44-36,,Portland full timeout
3:45.0,A. Wiggins enters the game for J. Crawford,,44-36,,
3:31.0,,,44-36,,D. Lillard misses 3-pt shot from 27 ft
3:28.0,Defensive rebound by K. Towns,,44-36,,
3:11.0,K. Towns misses 2-pt shot from 12 ft,,44-36,,
3:08.0,Offensive rebound by T. Gibson,,44-36,,
3:06.0,T. Gibson misses 2-pt shot from 1 ft,,44-36,,
3:04.0,,,44-36,,Defensive rebound by Team
2:49.0,,,44-36,,Turnover by S. Napier (out of bounds lost ball)
2:49.0,,,44-36,,C. McCollum enters the game for P. Connaughton
2:30.0,T. Gibson misses 3-pt shot from 22 ft,,44-36,,
2:28.0,Offensive rebound by N. Bjelica,,44-36,,
2:17.0,K. Towns makes 3-pt shot from 22 ft (assist by J. Teague),3,47-36,,
2:03.0,,,47-36,,J. Nurkic misses 2-pt shot from 19 ft
2:00.0,,,47-36,,Offensive rebound by D. Lillard
1:59.0,,,47-36,,D. Lillard misses 3-pt shot from 26 ft
1:56.0,,,47-36,,Offensive rebound by Team
1:46.0,,,47-38,2,D. Lillard makes 2-pt shot at rim
1:22.0,T. Gibson misses 2-pt shot from 1 ft,,47-38,,
1:20.0,,,47-38,,Defensive rebound by D. Lillard
1:17.0,,,47-40,2,D. Lillard makes 2-pt shot at rim
1:17.0,,,47-40,,Shooting foul by A. Wiggins (drawn by D. Lillard)
1:17.0,,,47-41,1,D. Lillard makes free throw 1 of 1
0:56.0,K. Towns makes 2-pt shot from 2 ft,2,49-41,,
0:52.0,,,49-42,1,D. Lillard makes technical free throw
0:32.0,,,49-42,,S. Napier misses 3-pt shot from 24 ft
0:29.0,Defensive rebound by J. Teague,,49-42,,
0:23.0,Turnover by J. Teague (lost ball; steal by S. Napier),,49-42,,
0:20.0,,,49-42,,D. Lillard misses 2-pt shot from 1 ft
0:18.0,,,49-42,,Offensive rebound by J. Nurkic
0:18.0,,,49-44,2,J. Nurkic makes 2-pt shot at rim
0:01.0,J. Teague misses 2-pt shot from 2 ft (block by J. Nurkic),,49-44,,
0:01.0,,,49-44,,Defensive rebound by A. Aminu
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Offensive foul by K. Towns (drawn by A. Aminu),,49-44,,
11:47.0,Turnover by K. Towns (offensive foul),,49-44,,
11:33.0,,,49-44,,Shooting foul by T. Gibson (drawn by A. Aminu)
11:33.0,,,49-44,,A. Aminu misses free throw 1 of 3
11:33.0,,,49-44,,Offensive rebound by Team
11:33.0,,,49-45,1,A. Aminu makes free throw 2 of 3
11:33.0,,,49-46,1,A. Aminu makes free throw 3 of 3
11:14.0,A. Wiggins misses 2-pt shot from 11 ft,,49-46,,
11:11.0,,,49-46,,Defensive rebound by A. Aminu
10:53.0,,,49-46,,E. Turner misses 2-pt shot from 9 ft
10:47.0,,,49-46,,Offensive rebound by J. Nurkic
10:46.0,,,49-48,2,J. Nurkic makes 2-pt shot from 2 ft
10:33.0,A. Wiggins misses 3-pt shot from 27 ft,,49-48,,
10:29.0,,,49-48,,Defensive rebound by D. Lillard
10:27.0,,,49-48,,Offensive charge foul by C. McCollum (drawn by J. Teague)
10:27.0,,,49-48,,Turnover by C. McCollum (offensive foul)
10:16.0,J. Teague misses 2-pt shot from 8 ft,,49-48,,
10:15.0,,,49-48,,Defensive rebound by A. Aminu
10:10.0,,,49-51,3,C. McCollum makes 3-pt shot from 24 ft (assist by A. Aminu)
10:08.0,Minnesota full timeout,,49-51,,
9:57.0,A. Wiggins misses 2-pt shot from 1 ft,,49-51,,
9:53.0,Offensive rebound by A. Wiggins,,49-51,,
9:53.0,A. Wiggins makes 2-pt shot at rim,2,51-51,,
9:42.0,,,51-53,2,J. Nurkic makes 2-pt shot from 1 ft (assist by E. Turner)
9:27.0,Shooting foul by E. Turner (drawn by A. Wiggins),,51-53,,
9:27.0,A. Wiggins makes free throw 1 of 2,1,52-53,,
9:27.0,A. Wiggins makes free throw 2 of 2,1,53-53,,
9:18.0,,,53-53,,E. Turner misses 2-pt shot from 9 ft
9:16.0,Defensive rebound by K. Towns,,53-53,,
9:11.0,A. Wiggins makes 2-pt shot from 3 ft,2,55-53,,
9:11.0,Shooting foul by J. Nurkic (drawn by A. Wiggins),,55-53,,
9:11.0,A. Wiggins makes free throw 1 of 1,1,56-53,,
8:55.0,,,56-55,2,J. Nurkic makes 2-pt shot from 14 ft (assist by D. Lillard)
8:36.0,A. Wiggins misses 2-pt shot from 18 ft,,56-55,,
8:34.0,,,56-55,,Defensive rebound by J. Nurkic
8:24.0,,,56-55,,C. McCollum misses 2-pt shot from 1 ft (block by N. Bjelica)
8:21.0,Defensive rebound by K. Towns,,56-55,,
8:16.0,N. Bjelica makes 2-pt shot from 7 ft (assist by J. Teague),2,58-55,,
8:05.0,,,58-57,2,A. Aminu makes 2-pt shot from 4 ft (assist by E. Turner)
7:46.0,K. Towns makes 2-pt shot from 17 ft (assist by A. Wiggins),2,60-57,,
7:23.0,,,60-57,,J. Nurkic misses 2-pt shot from 3 ft
7:20.0,,,60-57,,Offensive rebound by A. Aminu
7:20.0,,,60-59,2,A. Aminu makes 2-pt shot at rim
7:01.0,T. Gibson makes 2-pt shot from 7 ft (assist by J. Teague),2,62-59,,
6:43.0,,,62-59,,D. Lillard misses 3-pt shot from 25 ft
6:43.0,Defensive rebound by K. Towns,,62-59,,
6:27.0,K. Towns makes 2-pt shot from 5 ft,2,64-59,,
6:27.0,Shooting foul by J. Nurkic (drawn by K. Towns),,64-59,,
6:27.0,,,64-59,,E. Davis enters the game for J. Nurkic
6:27.0,K. Towns makes free throw 1 of 1,1,65-59,,
6:10.0,,,65-59,,A. Aminu misses 3-pt shot from 26 ft
6:07.0,Defensive rebound by K. Towns,,65-59,,
5:55.0,Turnover by T. Gibson (lost ball; steal by D. Lillard),,65-59,,
5:49.0,,,65-59,,Turnover by D. Lillard (bad pass; steal by K. Towns)
5:45.0,Shooting foul by D. Lillard (drawn by T. Gibson),,65-59,,
5:45.0,T. Gibson makes free throw 1 of 2,1,66-59,,
5:45.0,T. Gibson misses free throw 2 of 2,,66-59,,
5:43.0,,,66-59,,Defensive rebound by A. Aminu
5:34.0,Personal foul by K. Towns (drawn by E. Davis),,66-59,,
5:34.0,,,66-59,,P. Connaughton enters the game for E. Turner
5:28.0,,,66-62,3,D. Lillard makes 3-pt shot from 26 ft
5:07.0,A. Wiggins misses 2-pt shot from 10 ft,,66-62,,
5:05.0,Offensive rebound by K. Towns,,66-62,,
5:05.0,Shooting foul by A. Aminu (drawn by K. Towns),,66-62,,
5:05.0,K. Towns makes free throw 1 of 2,1,67-62,,
5:05.0,K. Towns makes free throw 2 of 2,1,68-62,,
4:48.0,,,68-62,,D. Lillard misses 2-pt shot from 1 ft
4:46.0,Defensive rebound by N. Bjelica,,68-62,,
4:41.0,Shooting foul by E. Davis (drawn by K. Towns),,68-62,,
4:41.0,K. Towns makes free throw 1 of 2,1,69-62,,
4:41.0,K. Towns makes free throw 2 of 2,1,70-62,,
4:32.0,,,70-64,2,C. McCollum makes 2-pt shot from 17 ft (assist by E. Davis)
4:14.0,J. Teague misses 2-pt shot from 4 ft,,70-64,,
4:12.0,,,70-64,,Defensive rebound by C. McCollum
4:03.0,,,70-64,,Turnover by A. Aminu (bad pass; steal by J. Teague)
3:47.0,J. Teague makes 2-pt shot from 5 ft,2,72-64,,
3:21.0,,,72-64,,P. Connaughton misses 2-pt shot from 12 ft
3:19.0,Defensive rebound by T. Gibson,,72-64,,
3:09.0,J. Teague misses 3-pt shot from 24 ft,,72-64,,
3:07.0,,,72-64,,Defensive rebound by C. McCollum
2:59.0,,,72-64,,C. McCollum misses 2-pt shot from 3 ft
2:57.0,Defensive rebound by K. Towns,,72-64,,
2:49.0,A. Wiggins makes 2-pt shot from 4 ft,2,74-64,,
2:49.0,,,74-64,,Portland full timeout
2:49.0,,,74-64,,Z. Collins enters the game for C. McCollum
2:49.0,,,74-64,,S. Napier enters the game for A. Aminu
2:49.0,J. Crawford enters the game for A. Wiggins,,74-64,,
2:49.0,G. Dieng enters the game for K. Towns,,74-64,,
2:39.0,,,74-66,2,D. Lillard makes 2-pt shot from 6 ft
2:26.0,J. Crawford makes 2-pt shot from 18 ft,2,76-66,,
2:04.0,,,76-66,,Z. Collins misses 2-pt shot from 1 ft
2:02.0,Defensive rebound by J. Teague,,76-66,,
1:54.0,Turnover by J. Crawford (out of bounds lost ball),,76-66,,
1:42.0,,,76-66,,Turnover by E. Davis (offensive goaltending)
1:27.0,J. Crawford misses 2-pt shot from 19 ft,,76-66,,
1:24.0,,,76-66,,Defensive rebound by E. Davis
1:20.0,,,76-66,,Shooting foul by N. Bjelica (drawn by S. Napier)
1:20.0,,,76-67,1,S. Napier makes free throw 1 of 2
1:20.0,,,76-68,1,S. Napier makes free throw 2 of 2
1:00.0,Shooting foul by S. Napier (drawn by J. Teague),,76-68,,
1:00.0,J. Teague makes free throw 1 of 2,1,77-68,,
1:00.0,J. Teague makes free throw 2 of 2,1,78-68,,
0:50.0,,,78-70,2,D. Lillard makes 2-pt shot from 1 ft (assist by S. Napier)
0:38.0,T. Gibson misses 2-pt shot from 20 ft,,78-70,,
0:37.0,,,78-70,,Defensive rebound by Team
0:29.0,,,78-73,3,D. Lillard makes 3-pt shot from 30 ft (assist by P. Connaughton)
0:10.0,J. Crawford misses 2-pt shot from 2 ft (block by Z. Collins),,78-73,,
0:07.0,,,78-73,,Defensive rebound by D. Lillard
0:01.0,,,78-73,,Z. Collins misses 2-pt shot from 1 ft
0:00.0,,,78-73,,Offensive rebound by E. Davis
0:00.0,,,78-75,2,E. Davis makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,78-75,,Z. Collins misses 3-pt shot from 24 ft
11:39.0,Defensive rebound by N. Bjelica,,78-75,,
11:28.0,T. Jones misses 3-pt shot from 24 ft,,78-75,,
11:25.0,,,78-75,,Defensive rebound by E. Davis
11:19.0,,,78-75,,Shooting foul by G. Dieng (drawn by D. Lillard)
11:19.0,,,78-75,,D. Lillard misses free throw 1 of 2
11:19.0,,,78-75,,Offensive rebound by Team
11:19.0,,,78-75,,C. McCollum enters the game for P. Connaughton
11:19.0,A. Wiggins enters the game for N. Bjelica,,78-75,,
11:19.0,,,78-76,1,D. Lillard makes free throw 2 of 2
11:01.0,K. Towns makes 2-pt shot from 4 ft,2,80-76,,
10:39.0,,,80-76,,S. Napier misses 3-pt shot from 24 ft
10:38.0,Defensive rebound by A. Wiggins,,80-76,,
10:24.0,K. Towns misses 2-pt shot from 1 ft,,80-76,,
10:22.0,,,80-76,,Defensive rebound by E. Davis
10:18.0,,,80-76,,C. McCollum misses 2-pt shot from 4 ft (block by A. Wiggins)
10:18.0,,,80-76,,E. Turner enters the game for D. Lillard
10:12.0,Jump ball: C. McCollum vs. A. Wiggins (A. Wiggins gains possession),,,,Jump ball: C. McCollum vs. A. Wiggins (A. Wiggins gains possession)
10:12.0,Defensive rebound by Team,,80-76,,
9:56.0,J. Crawford misses 3-pt shot from 24 ft,,80-76,,
9:54.0,,,80-76,,Defensive rebound by S. Napier
9:42.0,,,80-76,,Z. Collins misses 2-pt shot from 1 ft (block by K. Towns)
9:39.0,,,80-76,,Offensive rebound by E. Davis
9:38.0,,,80-76,,E. Davis misses 2-pt shot from 1 ft (block by K. Towns)
9:35.0,Defensive rebound by K. Towns,,80-76,,
9:33.0,J. Crawford makes 2-pt shot from 18 ft (assist by K. Towns),2,82-76,,
9:19.0,,,82-79,3,C. McCollum makes 3-pt shot from 25 ft
9:17.0,Minnesota full timeout,,82-79,,
8:54.0,J. Crawford misses 3-pt shot from 30 ft,,82-79,,
8:52.0,,,82-79,,Defensive rebound by Z. Collins
8:33.0,,,82-82,3,S. Napier makes 3-pt shot from 25 ft (assist by E. Turner)
8:14.0,K. Towns misses 3-pt shot from 25 ft,,82-82,,
8:12.0,,,82-82,,Defensive rebound by S. Napier
8:07.0,,,82-84,2,S. Napier makes 2-pt shot from 20 ft
7:44.0,A. Wiggins misses 2-pt shot from 1 ft,,82-84,,
7:43.0,Offensive rebound by Team,,82-84,,
7:43.0,,,82-84,,Loose ball foul by Z. Collins (drawn by G. Dieng)
7:35.0,J. Crawford misses 3-pt shot from 22 ft,,82-84,,
7:30.0,,,82-84,,Defensive rebound by E. Davis
7:26.0,,,82-84,,S. Napier misses 2-pt shot from 2 ft (block by T. Jones)
7:26.0,,,82-84,,Offensive rebound by Team
7:15.0,,,82-84,,S. Napier misses 2-pt shot from 2 ft
7:15.0,Defensive rebound by Team,,82-84,,
7:00.0,T. Jones makes 2-pt shot from 10 ft (assist by K. Towns),2,84-84,,
6:45.0,,,84-84,,C. McCollum misses 3-pt shot from 25 ft
6:43.0,Defensive rebound by G. Dieng,,84-84,,
6:30.0,Shooting foul by Z. Collins (drawn by K. Towns),,84-84,,
6:30.0,K. Towns makes free throw 1 of 2,1,85-84,,
6:30.0,,,85-84,,D. Lillard enters the game for E. Turner
6:30.0,J. Teague enters the game for T. Jones,,85-84,,
6:30.0,K. Towns makes free throw 2 of 2,1,86-84,,
6:17.0,,,86-86,2,D. Lillard makes 2-pt shot from 16 ft
5:51.0,A. Wiggins misses 3-pt shot from 23 ft,,86-86,,
5:49.0,Offensive rebound by G. Dieng,,86-86,,
5:41.0,,,86-86,,A. Aminu enters the game for Z. Collins
5:39.0,K. Towns misses 2-pt shot from 2 ft (block by E. Davis),,86-86,,
5:37.0,,,86-86,,Defensive rebound by E. Davis
5:28.0,,,86-86,,Turnover by A. Aminu (lost ball; steal by J. Teague)
5:14.0,Offensive foul by A. Wiggins (drawn by D. Lillard),,86-86,,
5:14.0,Turnover by A. Wiggins (offensive foul),,86-86,,
5:14.0,,,86-86,,Portland full timeout
4:58.0,,,86-89,3,A. Aminu makes 3-pt shot from 27 ft (assist by C. McCollum)
4:32.0,Turnover by A. Wiggins (bad pass; steal by S. Napier),,86-89,,
