time,Chicago,pts.away,score,pts.home,Milwaukee
1:56.0,R. Lopez makes 2-pt shot from 1 ft,2,48-51,,
1:56.0,Technical foul by R. Lopez,,48-51,,
1:56.0,,,48-51,,K. Middleton misses technical free throw
1:56.0,,,48-51,,Offensive rebound by Team
1:38.0,,,48-51,,Shooting foul by R. Lopez (drawn by K. Middleton)
1:38.0,,,48-52,1,K. Middleton makes free throw 1 of 2
1:38.0,B. Portis enters the game for R. Lopez,,48-52,,
1:38.0,,,48-53,1,K. Middleton makes free throw 2 of 2
1:27.0,B. Portis makes 2-pt shot from 14 ft (assist by K. Dunn),2,50-53,,
1:13.0,,,50-53,,Turnover by K. Middleton (bad pass; steal by J. Holiday)
1:02.0,K. Dunn makes 2-pt shot from 12 ft (assist by L. Markkanen),2,52-53,,
0:48.0,,,52-53,,K. Middleton misses 3-pt shot from 26 ft
0:45.0,Defensive rebound by D. Valentine,,52-53,,
0:41.0,D. Valentine misses 3-pt shot from 27 ft,,52-53,,
0:38.0,Offensive rebound by B. Portis,,52-53,,
0:38.0,B. Portis makes 2-pt shot at rim,2,54-53,,
0:24.0,,,54-53,,Turnover by J. Henson (bad pass; steal by D. Valentine)
0:24.0,J. Holiday makes 2-pt shot from 1 ft (assist by D. Valentine),2,56-53,,
0:01.0,,,56-53,,G. Antetokounmpo misses 3-pt shot from 27 ft
0:00.0,,,56-53,,Offensive rebound by J. Henson
0:00.0,,,56-53,,J. Henson misses 2-pt shot at rim
0:00.0,,,56-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,J. Holiday misses 3-pt shot from 23 ft,,56-53,,
11:39.0,,,56-53,,Defensive rebound by T. Snell
11:28.0,,,56-53,,Offensive foul by J. Henson (drawn by R. Lopez)
11:28.0,,,56-53,,Turnover by J. Henson (offensive foul)
11:12.0,R. Lopez misses 2-pt shot at rim,,56-53,,
11:12.0,,,56-53,,Defensive rebound by Team
11:07.0,,,56-53,,Shooting foul by K. Dunn (drawn by K. Middleton)
11:07.0,,,56-53,,K. Middleton misses free throw 1 of 2
11:07.0,,,56-53,,Offensive rebound by Team
11:07.0,,,56-54,1,K. Middleton makes free throw 2 of 2
10:56.0,L. Markkanen makes 3-pt shot from 25 ft (assist by R. Lopez),3,59-54,,
10:38.0,,,59-54,,Turnover by K. Middleton (bad pass)
10:25.0,L. Markkanen misses 2-pt shot from 18 ft,,59-54,,
10:25.0,,,59-54,,Defensive rebound by E. Bledsoe
10:20.0,,,59-56,2,E. Bledsoe makes 2-pt shot at rim
10:12.0,D. Valentine makes 2-pt shot at rim (assist by K. Dunn),2,61-56,,
9:58.0,,,61-59,3,E. Bledsoe makes 3-pt shot from 27 ft (assist by K. Middleton)
9:39.0,J. Holiday misses 2-pt shot from 1 ft,,61-59,,
9:36.0,,,61-59,,Defensive rebound by E. Bledsoe
9:28.0,,,61-59,,Turnover by E. Bledsoe (bad pass; steal by K. Dunn)
9:22.0,J. Holiday makes 3-pt shot from 26 ft (assist by K. Dunn),3,64-59,,
9:06.0,,,64-61,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by E. Bledsoe)
8:48.0,R. Lopez misses 2-pt shot from 4 ft,,64-61,,
8:42.0,Offensive rebound by R. Lopez,,64-61,,
8:42.0,R. Lopez makes 2-pt shot at rim,2,66-61,,
8:34.0,,,66-61,,G. Antetokounmpo misses 3-pt shot from 26 ft
8:31.0,Defensive rebound by L. Markkanen,,66-61,,
8:20.0,R. Lopez misses 2-pt shot from 1 ft,,66-61,,
8:18.0,Offensive rebound by L. Markkanen,,66-61,,
8:16.0,D. Valentine misses 3-pt shot from 28 ft,,66-61,,
8:13.0,,,66-61,,Defensive rebound by T. Snell
8:04.0,Loose ball foul by K. Dunn (drawn by E. Bledsoe),,66-61,,
7:50.0,,,66-61,,K. Middleton misses 2-pt shot from 5 ft
7:49.0,,,66-61,,Offensive rebound by Team
7:49.0,,,66-61,,Turnover by Team (shot clock)
7:38.0,R. Lopez misses 2-pt shot from 2 ft,,66-61,,
7:38.0,Offensive rebound by L. Markkanen,,66-61,,
7:38.0,L. Markkanen misses 2-pt shot from 1 ft (block by J. Henson),,66-61,,
7:38.0,Offensive rebound by Team,,66-61,,
7:25.0,J. Holiday misses 2-pt shot from 7 ft (block by J. Henson),,66-61,,
7:25.0,,,66-61,,Defensive rebound by J. Henson
7:21.0,,,66-63,2,G. Antetokounmpo makes 2-pt shot at rim (assist by E. Bledsoe)
7:06.0,Shooting foul by K. Middleton (drawn by J. Holiday),,66-63,,
7:06.0,J. Holiday makes free throw 1 of 2,1,67-63,,
7:06.0,J. Holiday makes free throw 2 of 2,1,68-63,,
6:56.0,,,68-63,,E. Bledsoe misses 3-pt shot from 26 ft
6:53.0,Defensive rebound by L. Markkanen,,68-63,,
6:46.0,K. Dunn misses 2-pt shot from 16 ft,,68-63,,
6:43.0,,,68-63,,Defensive rebound by K. Middleton
6:37.0,,,68-66,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
6:21.0,J. Holiday makes 2-pt shot at rim (assist by K. Dunn),2,70-66,,
6:09.0,,,70-68,2,J. Henson makes 2-pt shot from 1 ft (assist by E. Bledsoe)
6:09.0,,,70-68,,Shooting foul by D. Valentine (drawn by J. Henson)
6:09.0,,,70-68,,Milwaukee full timeout
6:09.0,,,70-69,1,J. Henson makes free throw 1 of 1
5:56.0,K. Dunn makes 2-pt shot at rim,2,72-69,,
5:34.0,,,72-71,2,E. Bledsoe makes 2-pt shot at rim
5:14.0,J. Holiday makes 2-pt shot from 6 ft (assist by K. Dunn),2,74-71,,
5:00.0,,,74-71,,G. Antetokounmpo misses 2-pt shot from 1 ft (block by K. Dunn)
4:54.0,Jump ball: G. Antetokounmpo vs. K. Dunn (E. Bledsoe gains possession),,,,Jump ball: G. Antetokounmpo vs. K. Dunn (E. Bledsoe gains possession)
4:54.0,,,74-71,,Offensive rebound by Team
4:51.0,,,74-71,,Shooting foul by K. Dunn (drawn by E. Bledsoe)
4:51.0,,,74-72,1,E. Bledsoe makes free throw 1 of 2
4:51.0,,,74-73,1,E. Bledsoe makes free throw 2 of 2
4:38.0,L. Markkanen misses 3-pt shot from 26 ft,,74-73,,
4:37.0,Offensive rebound by R. Lopez,,74-73,,
4:37.0,N. Mirotic enters the game for L. Markkanen,,74-73,,
4:37.0,D. Nwaba enters the game for D. Valentine,,74-73,,
4:32.0,N. Mirotic misses 3-pt shot from 26 ft,,74-73,,
4:28.0,,,74-73,,Defensive rebound by T. Snell
4:16.0,,,74-73,,K. Middleton misses 2-pt shot from 1 ft
4:14.0,Defensive rebound by J. Holiday,,74-73,,
4:07.0,K. Dunn misses 3-pt shot from 28 ft,,74-73,,
4:04.0,,,74-73,,Defensive rebound by G. Antetokounmpo
3:58.0,,,74-73,,T. Snell misses 3-pt shot from 22 ft
3:54.0,Defensive rebound by Team,,74-73,,
3:54.0,,,74-73,,Loose ball foul by J. Henson
3:54.0,,,74-73,,Technical foul by J. Henson
3:54.0,J. Holiday misses technical free throw,,74-73,,
3:54.0,Offensive rebound by Team,,74-73,,
3:54.0,,,74-73,,T. Maker enters the game for E. Bledsoe
3:54.0,,,74-73,,M. Dellavedova enters the game for J. Henson
3:44.0,J. Holiday misses 2-pt shot from 16 ft,,74-73,,
3:41.0,,,74-73,,Defensive rebound by T. Snell
3:31.0,,,74-76,3,K. Middleton makes 3-pt shot from 25 ft (assist by M. Dellavedova)
3:24.0,Turnover by J. Holiday (bad pass),,74-76,,
3:24.0,B. Portis enters the game for R. Lopez,,74-76,,
3:20.0,,,74-76,,Offensive foul by M. Dellavedova (drawn by J. Holiday)
3:20.0,,,74-76,,Turnover by M. Dellavedova (offensive foul)
3:06.0,N. Mirotic misses 2-pt shot at rim (block by T. Maker),,74-76,,
3:06.0,Offensive rebound by Team,,74-76,,
2:56.0,N. Mirotic misses 2-pt shot from 7 ft,,74-76,,
2:53.0,Offensive rebound by B. Portis,,74-76,,
2:47.0,N. Mirotic makes 2-pt shot from 16 ft (assist by D. Nwaba),2,76-76,,
2:36.0,,,76-76,,Shooting foul by B. Portis (drawn by T. Snell)
2:36.0,Chicago full timeout,,76-76,,
2:36.0,,,76-76,,M. Brogdon enters the game for K. Middleton
2:36.0,,,76-77,1,T. Snell makes free throw 1 of 2
2:36.0,,,76-77,,T. Snell misses free throw 2 of 2
2:32.0,Defensive rebound by D. Nwaba,,76-77,,
2:19.0,B. Portis misses 2-pt shot from 15 ft,,76-77,,
2:16.0,,,76-77,,Defensive rebound by T. Snell
2:10.0,,,76-77,,M. Dellavedova misses 2-pt shot from 21 ft
2:07.0,Defensive rebound by N. Mirotic,,76-77,,
2:01.0,K. Dunn makes 2-pt shot at rim,2,78-77,,
1:46.0,Personal foul by B. Portis (drawn by M. Brogdon),,78-77,,
1:46.0,,,78-78,1,M. Brogdon makes free throw 1 of 2
1:46.0,,,78-78,,D. Liggins enters the game for T. Snell
1:46.0,J. Grant enters the game for K. Dunn,,78-78,,
1:46.0,,,78-79,1,M. Brogdon makes free throw 2 of 2
1:27.0,B. Portis misses 3-pt shot from 24 ft,,78-79,,
1:24.0,,,78-79,,Defensive rebound by T. Maker
1:14.0,,,78-81,2,M. Brogdon makes 2-pt shot at rim (assist by G. Antetokounmpo)
1:07.0,N. Mirotic makes 3-pt shot from 26 ft,3,81-81,,
0:53.0,,,81-83,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by M. Dellavedova)
0:28.0,J. Holiday makes 2-pt shot from 17 ft,2,83-83,,
0:10.0,,,83-83,,T. Maker misses 3-pt shot from 26 ft
0:07.0,Defensive rebound by J. Grant,,83-83,,
0:02.0,J. Holiday misses 2-pt shot from 14 ft,,83-83,,
0:02.0,Offensive rebound by D. Nwaba,,83-83,,
0:00.0,D. Nwaba misses 2-pt shot at rim,,83-83,,
0:00.0,,,83-83,,Defensive rebound by G. Antetokounmpo
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,83-83,,T. Maker misses 2-pt shot at rim
11:40.0,Defensive rebound by B. Portis,,83-83,,
11:21.0,P. Zipser misses 2-pt shot from 18 ft,,83-83,,
11:21.0,,,83-83,,Defensive rebound by Team
11:09.0,,,83-85,2,M. Brogdon makes 2-pt shot from 1 ft (assist by M. Dellavedova)
10:59.0,N. Mirotic makes 3-pt shot from 28 ft (assist by P. Zipser),3,86-85,,
10:40.0,,,86-85,,Turnover by G. Antetokounmpo (bad pass)
10:40.0,,,86-85,,K. Middleton enters the game for G. Antetokounmpo
10:25.0,Shooting foul by D. Liggins (drawn by J. Grant),,86-85,,
10:25.0,J. Grant misses free throw 1 of 2,,86-85,,
10:25.0,Offensive rebound by Team,,86-85,,
10:25.0,,,86-85,,E. Bledsoe enters the game for D. Liggins
10:25.0,D. Valentine enters the game for D. Nwaba,,86-85,,
10:25.0,J. Grant makes free throw 2 of 2,1,87-85,,
10:02.0,,,87-85,,M. Dellavedova misses 2-pt shot from 12 ft
10:02.0,,,87-85,,Offensive rebound by Team
9:55.0,,,87-85,,K. Middleton misses 2-pt shot from 2 ft
9:53.0,Defensive rebound by N. Mirotic,,87-85,,
9:46.0,J. Grant makes 3-pt shot from 26 ft,3,90-85,,
9:24.0,,,90-87,2,M. Brogdon makes 2-pt shot from 21 ft
9:04.0,D. Valentine makes 2-pt shot at rim,2,92-87,,
8:42.0,,,92-90,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by M. Brogdon)
8:32.0,B. Portis makes 2-pt shot from 3 ft (assist by J. Grant),2,94-90,,
8:04.0,,,94-90,,K. Middleton misses 2-pt shot from 18 ft
8:04.0,Defensive rebound by Team,,94-90,,
8:04.0,,,94-90,,Loose ball foul by M. Dellavedova (drawn by J. Grant)
8:04.0,,,94-90,,G. Antetokounmpo enters the game for T. Maker
8:04.0,D. Nwaba enters the game for P. Zipser,,94-90,,
7:44.0,Shooting foul by M. Brogdon (drawn by N. Mirotic),,94-90,,
7:44.0,N. Mirotic makes free throw 1 of 2,1,95-90,,
7:44.0,N. Mirotic makes free throw 2 of 2,1,96-90,,
7:34.0,,,96-92,2,E. Bledsoe makes 2-pt shot from 2 ft
7:20.0,J. Grant makes 2-pt shot at rim,2,98-92,,
7:09.0,,,98-92,,Turnover by E. Bledsoe (lost ball; steal by J. Grant)
7:01.0,N. Mirotic misses 3-pt shot from 23 ft,,98-92,,
7:00.0,,,98-92,,Defensive rebound by M. Brogdon
7:00.0,,,98-92,,Milwaukee full timeout
7:00.0,,,98-92,,T. Snell enters the game for M. Dellavedova
7:00.0,K. Dunn enters the game for J. Grant,,98-92,,
6:47.0,,,98-92,,E. Bledsoe misses 2-pt shot from 1 ft (block by K. Dunn)
6:47.0,,,98-92,,Offensive rebound by Team
6:36.0,,,98-92,,G. Antetokounmpo misses 2-pt shot from 19 ft
6:34.0,Defensive rebound by D. Nwaba,,98-92,,
