time,Utah,pts.away,score,pts.home,Portland
3:03.0,Utah full timeout,,15-18,,
3:03.0,,,15-18,,E. Turner enters the game for C. McCollum
3:03.0,,,15-18,,E. Davis enters the game for M. Harkless
3:03.0,,,15-18,,Z. Collins enters the game for A. Aminu
3:03.0,,,15-18,,P. Connaughton enters the game for J. Nurkic
3:03.0,A. Burks enters the game for J. Ingles,,15-18,,
3:03.0,J. Jerebko enters the game for D. Favors,,15-18,,
2:50.0,D. Mitchell makes 2-pt shot from 17 ft (assist by R. Gobert),2,17-18,,
2:32.0,,,17-20,2,D. Lillard makes 2-pt shot from 22 ft (assist by Z. Collins)
2:32.0,,,17-20,,Shooting foul by D. Mitchell (drawn by D. Lillard)
2:32.0,,,17-21,1,D. Lillard makes free throw 1 of 1
2:07.0,A. Burks misses 3-pt shot from 25 ft,,17-21,,
2:05.0,,,17-21,,Defensive rebound by E. Davis
1:59.0,,,17-21,,D. Lillard misses 3-pt shot from 28 ft
1:58.0,Defensive rebound by R. Gobert,,17-21,,
1:39.0,D. Mitchell misses 2-pt shot from 22 ft,,17-21,,
1:37.0,,,17-21,,Defensive rebound by D. Lillard
1:20.0,,,17-23,2,P. Connaughton makes 2-pt shot from 16 ft
1:03.0,,,17-23,,Personal foul by Z. Collins (drawn by J. Jerebko)
1:03.0,R. Neto enters the game for R. Gobert,,17-23,,
1:03.0,E. Udoh enters the game for D. Mitchell,,17-23,,
0:56.0,J. Crowder makes 2-pt shot from 15 ft (assist by R. Neto),2,19-23,,
0:33.0,,,19-23,,D. Lillard misses 3-pt shot from 26 ft
0:33.0,Defensive rebound by Team,,19-23,,
0:13.0,J. Jerebko misses 2-pt shot from 4 ft,,19-23,,
0:11.0,,,19-23,,Defensive rebound by E. Davis
0:03.0,,,19-25,2,D. Lillard makes 2-pt shot from 19 ft
0:03.0,,,19-25,,Shooting foul by J. Crowder (drawn by D. Lillard)
0:03.0,,,19-26,1,D. Lillard makes free throw 1 of 1
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,19-26,,E. Davis misses 2-pt shot from 3 ft
11:42.0,Defensive rebound by J. Jerebko,,19-26,,
11:28.0,,,19-26,,Personal foul by C. McCollum (drawn by R. Neto)
11:15.0,R. Neto misses 2-pt shot from 3 ft,,19-26,,
11:13.0,,,19-26,,Defensive rebound by Z. Collins
11:09.0,Personal foul by J. Jerebko (drawn by E. Turner),,19-26,,
11:09.0,R. O'Neale enters the game for J. Crowder,,19-26,,
10:53.0,,,19-28,2,E. Davis makes 2-pt shot from 1 ft (assist by Z. Collins)
10:37.0,A. Burks misses 2-pt shot from 1 ft,,19-28,,
10:35.0,Offensive rebound by E. Udoh,,19-28,,
10:30.0,R. O'Neale misses 3-pt shot from 24 ft,,19-28,,
10:27.0,,,19-28,,Defensive rebound by C. McCollum
10:06.0,,,19-30,2,E. Turner makes 2-pt shot from 17 ft (assist by Z. Collins)
9:39.0,A. Burks makes 3-pt shot from 24 ft (assist by R. Neto),3,22-30,,
9:19.0,,,22-30,,E. Turner misses 2-pt shot from 13 ft (block by R. O'Neale)
9:16.0,Defensive rebound by R. O'Neale,,22-30,,
9:09.0,A. Burks makes 2-pt shot from 15 ft,2,24-30,,
8:51.0,,,24-30,,Offensive foul by E. Davis (drawn by R. Neto)
8:51.0,,,24-30,,Turnover by E. Davis (offensive foul)
8:51.0,,,24-30,,S. Napier enters the game for P. Connaughton
8:51.0,D. Favors enters the game for E. Udoh,,24-30,,
8:43.0,,,24-30,,Personal block foul by C. McCollum (drawn by A. Burks)
8:28.0,D. Favors misses 2-pt shot from 18 ft,,24-30,,
8:26.0,,,24-30,,Defensive rebound by E. Davis
8:22.0,Personal take foul by R. Neto (drawn by S. Napier),,24-30,,
8:12.0,,,24-30,,Turnover by C. McCollum (bad pass; steal by D. Favors)
8:03.0,R. Neto misses 2-pt shot from 2 ft,,24-30,,
7:59.0,Offensive rebound by D. Favors,,24-30,,
7:59.0,D. Favors makes 2-pt shot at rim,2,26-30,,
7:43.0,,,26-30,,E. Turner misses 2-pt shot from 14 ft
7:41.0,Defensive rebound by D. Favors,,26-30,,
7:27.0,D. Favors misses 2-pt shot from 6 ft,,26-30,,
7:26.0,,,26-30,,Defensive rebound by E. Davis
7:13.0,,,26-30,,Turnover by S. Napier (traveling)
7:13.0,Utah full timeout,,26-30,,
7:13.0,D. Mitchell enters the game for A. Burks,,26-30,,
6:53.0,D. Favors misses 2-pt shot from 2 ft,,26-30,,
6:52.0,,,26-30,,Defensive rebound by E. Davis
6:43.0,,,26-30,,Shooting foul by R. O'Neale (drawn by C. McCollum)
6:43.0,,,26-31,1,C. McCollum makes free throw 1 of 2
6:43.0,R. Gobert enters the game for D. Favors,,26-31,,
6:43.0,,,26-32,1,C. McCollum makes free throw 2 of 2
6:27.0,D. Mitchell misses 2-pt shot from 14 ft,,26-32,,
6:23.0,Offensive rebound by D. Mitchell,,26-32,,
6:23.0,D. Mitchell makes 2-pt shot at rim,2,28-32,,
6:12.0,,,28-34,2,E. Davis makes 2-pt shot from 2 ft (assist by C. McCollum)
5:56.0,R. Neto makes 2-pt shot from 3 ft,2,30-34,,
5:56.0,Shooting foul by S. Napier (drawn by R. Neto),,30-34,,
5:56.0,,,30-34,,M. Harkless enters the game for E. Turner
5:56.0,,,30-34,,A. Aminu enters the game for Z. Collins
5:56.0,J. Crowder enters the game for J. Jerebko,,30-34,,
5:56.0,J. Ingles enters the game for R. O'Neale,,30-34,,
5:56.0,R. Neto makes free throw 1 of 1,1,31-34,,
5:44.0,,,31-37,3,S. Napier makes 3-pt shot from 27 ft (assist by C. McCollum)
5:28.0,R. Neto misses 2-pt shot from 2 ft (block by A. Aminu),,31-37,,
5:26.0,,,31-37,,Defensive rebound by E. Davis
5:22.0,,,31-37,,Turnover by S. Napier (lost ball; steal by J. Crowder)
5:18.0,J. Crowder makes 2-pt shot at rim (assist by J. Ingles),2,33-37,,
5:00.0,,,33-39,2,C. McCollum makes 2-pt shot from 19 ft
4:34.0,J. Crowder makes 3-pt shot from 24 ft (assist by R. Neto),3,36-39,,
4:22.0,,,36-39,,C. McCollum misses 2-pt shot from 18 ft
4:20.0,Defensive rebound by J. Ingles,,36-39,,
4:07.0,Turnover by J. Crowder (bad pass; steal by M. Harkless),,36-39,,
3:56.0,,,36-39,,C. McCollum misses 2-pt shot from 2 ft
3:54.0,Defensive rebound by R. Gobert,,36-39,,
3:45.0,,,36-39,,Personal foul by E. Davis (drawn by R. Gobert)
3:45.0,,,36-39,,D. Lillard enters the game for C. McCollum
3:45.0,D. Favors enters the game for R. Neto,,36-39,,
3:32.0,D. Mitchell misses 3-pt shot from 26 ft,,36-39,,
3:29.0,,,36-39,,Defensive rebound by E. Davis
3:13.0,,,36-42,3,S. Napier makes 3-pt shot from 24 ft (assist by M. Harkless)
2:55.0,J. Ingles makes 3-pt shot from 25 ft (assist by R. Gobert),3,39-42,,
2:35.0,Personal foul by J. Ingles (drawn by E. Davis),,39-42,,
2:35.0,,,39-42,,Portland full timeout
2:29.0,,,39-42,,Shooting foul by J. Ingles (drawn by S. Napier)
2:29.0,,,39-43,1,S. Napier makes free throw 1 of 2
2:29.0,R. O'Neale enters the game for J. Ingles,,39-43,,
2:29.0,,,39-44,1,S. Napier makes free throw 2 of 2
2:12.0,J. Crowder misses 3-pt shot from 24 ft,,39-44,,
2:09.0,Offensive rebound by D. Favors,,39-44,,
2:05.0,R. Gobert makes 2-pt shot at rim (assist by J. Crowder),2,41-44,,
1:37.0,,,41-44,,D. Lillard misses 2-pt shot from 19 ft
1:35.0,Defensive rebound by J. Crowder,,41-44,,
1:23.0,,,41-44,,Personal foul by S. Napier (drawn by R. Gobert)
1:23.0,R. Gobert makes free throw 1 of 2,1,42-44,,
1:23.0,R. Gobert makes free throw 2 of 2,1,43-44,,
1:09.0,,,43-44,,D. Lillard misses 2-pt shot from 1 ft (block by R. Gobert)
1:08.0,Defensive rebound by D. Mitchell,,43-44,,
1:02.0,Turnover by J. Crowder (bad pass),,43-44,,
0:49.0,,,43-44,,S. Napier misses 3-pt shot from 25 ft
0:49.0,Defensive rebound by D. Favors,,43-44,,
0:35.0,D. Mitchell misses 2-pt shot from 6 ft,,43-44,,
0:28.0,Offensive rebound by D. Mitchell,,43-44,,
0:28.0,D. Mitchell misses 2-pt shot at rim,,43-44,,
0:28.0,,,43-44,,Defensive rebound by S. Napier
0:17.0,,,43-44,,Offensive foul by E. Davis (drawn by R. O'Neale)
0:17.0,,,43-44,,Turnover by E. Davis (offensive foul)
0:17.0,,,43-44,,J. Nurkic enters the game for E. Davis
0:17.0,J. Ingles enters the game for D. Favors,,43-44,,
0:03.0,Turnover by D. Mitchell (bad pass),,43-44,,
0:03.0,,,43-44,,C. McCollum enters the game for S. Napier
0:03.0,,,43-44,,P. Connaughton enters the game for J. Nurkic
0:03.0,D. Favors enters the game for J. Ingles,,43-44,,
0:00.0,,,43-44,,D. Lillard misses 3-pt shot from 28 ft
0:00.0,,,43-44,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,43-44,,A. Aminu misses 2-pt shot from 1 ft
11:40.0,Defensive rebound by R. O'Neale,,43-44,,
11:22.0,D. Mitchell misses 2-pt shot from 9 ft,,43-44,,
11:21.0,R. Gobert misses 2-pt shot at rim,,43-44,,
11:21.0,Offensive rebound by R. Gobert,,43-44,,
11:21.0,Offensive rebound by R. Gobert,,43-44,,
11:21.0,Shooting foul by M. Harkless (drawn by R. Gobert),,43-44,,
11:21.0,R. Gobert makes free throw 1 of 2,1,44-44,,
11:21.0,R. Gobert makes free throw 2 of 2,1,45-44,,
11:06.0,,,45-44,,C. McCollum misses 2-pt shot from 9 ft
11:03.0,Defensive rebound by R. Gobert,,45-44,,
10:51.0,Shooting foul by J. Nurkic (drawn by J. Ingles),,45-44,,
10:51.0,J. Ingles makes free throw 1 of 2,1,46-44,,
10:51.0,J. Ingles makes free throw 2 of 2,1,47-44,,
10:36.0,,,47-46,2,D. Lillard makes 2-pt shot from 22 ft (assist by J. Nurkic)
10:17.0,,,47-46,,Personal foul by A. Aminu (drawn by J. Ingles)
10:03.0,R. Gobert misses 2-pt shot from 4 ft,,47-46,,
10:01.0,,,47-46,,Defensive rebound by A. Aminu
9:57.0,,,47-46,,D. Lillard misses 3-pt shot from 26 ft
9:57.0,Defensive rebound by R. O'Neale,,47-46,,
9:42.0,J. Ingles makes 3-pt shot from 22 ft (assist by R. O'Neale),3,50-46,,
9:31.0,,,50-46,,C. McCollum misses 2-pt shot from 1 ft
9:28.0,Defensive rebound by R. O'Neale,,50-46,,
9:25.0,J. Ingles makes 3-pt shot from 24 ft (assist by R. O'Neale),3,53-46,,
9:25.0,,,53-46,,Portland full timeout
9:15.0,,,53-46,,Turnover by D. Lillard (lost ball; steal by R. O'Neale)
9:10.0,D. Mitchell misses 2-pt shot from 1 ft,,53-46,,
9:07.0,Offensive rebound by D. Mitchell,,53-46,,
9:06.0,D. Mitchell misses 2-pt shot from 2 ft,,53-46,,
9:06.0,Offensive rebound by D. Mitchell,,53-46,,
9:04.0,J. Ingles misses 3-pt shot from 25 ft,,53-46,,
9:01.0,,,53-46,,Defensive rebound by D. Lillard
8:55.0,,,53-46,,D. Lillard misses 2-pt shot from 2 ft
8:53.0,Defensive rebound by R. Gobert,,53-46,,
8:48.0,R. Gobert makes 2-pt shot at rim (assist by R. O'Neale),2,55-46,,
8:48.0,Shooting foul by J. Nurkic (drawn by R. Gobert),,55-46,,
8:48.0,R. Gobert makes free throw 1 of 1,1,56-46,,
8:28.0,,,56-46,,A. Aminu misses 2-pt shot from 6 ft
8:26.0,Defensive rebound by R. O'Neale,,56-46,,
8:10.0,J. Ingles makes 2-pt shot from 2 ft,2,58-46,,
7:56.0,,,58-46,,C. McCollum misses 2-pt shot from 19 ft
7:53.0,Defensive rebound by D. Favors,,58-46,,
7:41.0,D. Mitchell misses 2-pt shot from 1 ft,,58-46,,
7:40.0,,,58-46,,Defensive rebound by A. Aminu
7:37.0,,,58-46,,Turnover by D. Lillard (traveling)
7:37.0,,,58-46,,E. Davis enters the game for M. Harkless
7:37.0,,,58-46,,E. Turner enters the game for J. Nurkic
7:15.0,Turnover by R. Gobert (lost ball; steal by E. Davis),,58-46,,
7:05.0,,,58-49,3,C. McCollum makes 3-pt shot from 24 ft (assist by A. Aminu)
6:49.0,D. Mitchell makes 2-pt shot from 8 ft,2,60-49,,
6:36.0,,,60-49,,A. Aminu misses 3-pt shot from 23 ft
6:33.0,Defensive rebound by R. O'Neale,,60-49,,
6:29.0,D. Favors makes 2-pt shot at rim (assist by R. O'Neale),2,62-49,,
6:07.0,,,62-49,,Turnover by C. McCollum (bad pass; steal by J. Ingles)
6:02.0,D. Mitchell makes 3-pt shot from 24 ft (assist by J. Ingles),3,65-49,,
6:02.0,,,65-49,,Portland full timeout
6:02.0,J. Jerebko enters the game for D. Favors,,65-49,,
6:02.0,J. Crowder enters the game for R. O'Neale,,65-49,,
5:49.0,Personal foul by J. Jerebko (drawn by A. Aminu),,65-49,,
5:43.0,,,65-49,,Turnover by C. McCollum (bad pass; steal by D. Mitchell)
5:39.0,D. Mitchell makes 2-pt shot from 1 ft,2,67-49,,
5:26.0,,,67-52,3,D. Lillard makes 3-pt shot from 29 ft
5:04.0,J. Crowder makes 3-pt shot from 23 ft (assist by J. Ingles),3,70-52,,
4:50.0,,,70-52,,A. Aminu misses 3-pt shot from 25 ft
4:46.0,,,70-52,,Offensive rebound by D. Lillard
4:45.0,,,70-52,,C. McCollum misses 3-pt shot from 24 ft
4:42.0,Defensive rebound by J. Crowder,,70-52,,
4:34.0,J. Crowder misses 2-pt shot from 18 ft,,70-52,,
4:32.0,,,70-52,,Defensive rebound by E. Davis
4:26.0,,,70-52,,Shooting foul by J. Jerebko (drawn by D. Lillard)
4:26.0,,,70-53,1,D. Lillard makes free throw 1 of 2
4:26.0,,,70-53,,S. Napier enters the game for C. McCollum
4:26.0,,,70-54,1,D. Lillard makes free throw 2 of 2
4:12.0,D. Mitchell misses 3-pt shot from 24 ft,,70-54,,
4:07.0,Offensive rebound by J. Jerebko,,70-54,,
4:01.0,Shooting foul by E. Davis (drawn by D. Mitchell),,70-54,,
4:01.0,D. Mitchell makes free throw 1 of 2,1,71-54,,
4:01.0,,,71-54,,M. Leonard enters the game for A. Aminu
4:01.0,,,71-54,,Z. Collins enters the game for E. Davis
4:01.0,D. Mitchell makes free throw 2 of 2,1,72-54,,
3:51.0,,,72-54,,S. Napier misses 3-pt shot from 24 ft
3:51.0,Defensive rebound by R. Gobert,,72-54,,
3:41.0,D. Mitchell misses 2-pt shot from 20 ft (block by D. Lillard),,72-54,,
3:41.0,,,72-54,,Defensive rebound by Z. Collins
3:28.0,Personal foul by J. Jerebko (drawn by Z. Collins),,72-54,,
3:28.0,R. O'Neale enters the game for J. Ingles,,72-54,,
3:16.0,,,72-57,3,D. Lillard makes 3-pt shot from 25 ft (assist by M. Leonard)
2:48.0,D. Mitchell makes 2-pt shot from 7 ft,2,74-57,,
2:32.0,,,74-59,2,D. Lillard makes 2-pt shot from 1 ft
2:22.0,Turnover by D. Mitchell (bad pass; steal by S. Napier),,74-59,,
2:18.0,,,74-59,,S. Napier misses 2-pt shot at rim
2:15.0,Defensive rebound by R. O'Neale,,74-59,,
2:14.0,Utah full timeout,,74-59,,
2:14.0,D. Favors enters the game for R. Gobert,,74-59,,
2:07.0,D. Mitchell misses 3-pt shot from 28 ft,,74-59,,
2:03.0,,,74-59,,Defensive rebound by M. Leonard
1:56.0,,,74-59,,D. Lillard misses 3-pt shot from 27 ft
1:54.0,Defensive rebound by J. Jerebko,,74-59,,
1:48.0,J. Crowder misses 3-pt shot from 25 ft,,74-59,,
1:45.0,,,74-59,,Defensive rebound by M. Leonard
1:29.0,,,74-61,2,D. Lillard makes 2-pt shot at rim (assist by E. Turner)
1:13.0,Shooting foul by Z. Collins (drawn by J. Jerebko),,74-61,,
1:13.0,J. Jerebko makes free throw 1 of 3,1,75-61,,
1:13.0,J. Jerebko makes free throw 2 of 3,1,76-61,,
1:13.0,,,76-61,,P. Connaughton enters the game for E. Turner
1:13.0,R. Neto enters the game for D. Mitchell,,76-61,,
1:13.0,J. Jerebko makes free throw 3 of 3,1,77-61,,
1:03.0,Personal foul by D. Favors (drawn by D. Lillard),,77-61,,
0:50.0,,,77-61,,Z. Collins misses 2-pt shot from 2 ft
0:47.0,Defensive rebound by J. Crowder,,77-61,,
0:33.0,R. Neto makes 2-pt shot from 1 ft,2,79-61,,
0:23.0,,,79-61,,D. Lillard misses 2-pt shot at rim
0:22.0,Defensive rebound by D. Favors,,79-61,,
0:03.0,D. Favors misses 2-pt shot from 1 ft,,79-61,,
0:02.0,Offensive rebound by R. Neto,,79-61,,
0:02.0,R. Neto makes 2-pt shot at rim,2,81-61,,
0:00.0,Personal block foul by R. Neto (drawn by S. Napier),,81-61,,
0:00.0,,,81-62,1,S. Napier makes free throw 1 of 2
0:00.0,,,81-63,1,S. Napier makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,J. Crowder misses 2-pt shot from 5 ft,,81-63,,
11:34.0,Offensive rebound by D. Favors,,81-63,,
11:34.0,D. Favors misses 2-pt shot at rim,,81-63,,
11:33.0,Offensive rebound by D. Favors,,81-63,,
11:33.0,D. Favors makes 2-pt shot at rim,2,83-63,,
11:17.0,,,83-65,2,C. McCollum makes 2-pt shot from 8 ft
10:57.0,J. Crowder makes 3-pt shot from 22 ft (assist by R. Neto),3,86-65,,
10:35.0,,,86-65,,M. Harkless misses 3-pt shot from 25 ft
10:32.0,Defensive rebound by R. Neto,,86-65,,
10:26.0,J. Jerebko makes 3-pt shot from 25 ft (assist by R. Neto),3,89-65,,
10:07.0,,,89-68,3,M. Harkless makes 3-pt shot from 25 ft (assist by C. McCollum)
9:50.0,R. Neto misses 2-pt shot from 10 ft,,89-68,,
9:46.0,,,89-68,,Defensive rebound by S. Napier
9:39.0,,,89-68,,S. Napier misses 2-pt shot from 15 ft
9:37.0,Defensive rebound by J. Jerebko,,89-68,,
9:37.0,Turnover by J. Crowder (out of bounds lost ball),,89-68,,
9:23.0,,,89-68,,C. McCollum misses 3-pt shot from 24 ft
9:19.0,Defensive rebound by J. Jerebko,,89-68,,
9:13.0,Shooting foul by M. Harkless (drawn by J. Crowder),,89-68,,
9:13.0,J. Crowder makes free throw 1 of 2,1,90-68,,
9:13.0,R. Gobert enters the game for D. Favors,,90-68,,
9:13.0,J. Crowder makes free throw 2 of 2,1,91-68,,
9:01.0,,,91-68,,C. McCollum misses 2-pt shot from 21 ft
8:59.0,Defensive rebound by J. Jerebko,,91-68,,
8:44.0,R. Gobert misses 2-pt shot from 1 ft,,91-68,,
8:42.0,,,91-68,,Defensive rebound by S. Napier
8:37.0,,,91-68,,Turnover by C. McCollum (lost ball; steal by R. O'Neale)
8:35.0,R. O'Neale makes 2-pt shot from 1 ft,2,93-68,,
8:35.0,,,93-68,,Portland full timeout
8:35.0,,,93-68,,P. Connaughton enters the game for S. Napier
8:35.0,J. Ingles enters the game for J. Crowder,,93-68,,
8:24.0,,,93-68,,E. Davis misses 2-pt shot from 1 ft (block by R. Gobert)
8:21.0,Defensive rebound by R. O'Neale,,93-68,,
8:12.0,,,93-68,,Personal foul by D. Lillard (drawn by R. Gobert)
8:02.0,R. Neto misses 2-pt shot from 1 ft,,93-68,,
8:01.0,,,93-68,,Defensive rebound by E. Davis
7:53.0,,,93-68,,D. Lillard misses 2-pt shot from 2 ft
7:53.0,,,93-68,,Offensive rebound by M. Harkless
7:53.0,,,93-68,,M. Harkless misses 2-pt shot at rim
7:53.0,,,93-68,,Offensive rebound by M. Harkless
7:53.0,,,93-68,,Shooting foul by R. Gobert (drawn by M. Harkless)
7:53.0,,,93-68,,M. Harkless misses free throw 1 of 2
7:53.0,,,93-68,,Offensive rebound by Team
7:53.0,D. Mitchell enters the game for R. Neto,,93-68,,
7:53.0,,,93-68,,M. Harkless misses free throw 2 of 2
7:39.0,Defensive rebound by R. Gobert,,93-68,,
7:33.0,Turnover by R. O'Neale (bad pass),,93-68,,
7:33.0,D. Favors enters the game for J. Jerebko,,93-68,,
7:26.0,,,93-70,2,D. Lillard makes 2-pt shot at rim
7:01.0,R. Gobert misses 2-pt shot from 5 ft,,93-70,,
6:58.0,,,93-70,,Defensive rebound by E. Davis
6:46.0,,,93-70,,D. Lillard misses 2-pt shot from 1 ft
6:41.0,,,93-70,,Offensive rebound by E. Davis
6:41.0,,,93-72,2,E. Davis makes 2-pt shot at rim
6:26.0,R. O'Neale misses 3-pt shot from 24 ft,,93-72,,
6:23.0,Offensive rebound by R. O'Neale,,93-72,,
6:12.0,Turnover by D. Mitchell (lost ball; steal by M. Harkless),,93-72,,
6:10.0,,,93-74,2,M. Harkless makes 2-pt shot at rim
6:10.0,Utah full timeout,,93-74,,
6:10.0,J. Crowder enters the game for R. O'Neale,,93-74,,
5:59.0,Shooting foul by M. Harkless (drawn by D. Favors),,93-74,,
5:59.0,D. Favors misses free throw 1 of 2,,93-74,,
5:59.0,Offensive rebound by Team,,93-74,,
5:59.0,D. Favors makes free throw 2 of 2,1,94-74,,
5:52.0,,,94-76,2,C. McCollum makes 2-pt shot from 14 ft
5:30.0,D. Favors makes 2-pt shot at rim (assist by R. Gobert),2,96-76,,
5:06.0,,,96-78,2,D. Lillard makes 2-pt shot from 1 ft
5:06.0,,,96-78,,Shooting foul by D. Favors (drawn by D. Lillard)
5:06.0,,,96-79,1,D. Lillard makes free throw 1 of 1
4:48.0,,,96-79,,Personal foul by D. Lillard (drawn by D. Mitchell)
4:36.0,J. Crowder misses 3-pt shot from 24 ft,,96-79,,
4:34.0,,,96-79,,Defensive rebound by C. McCollum
4:26.0,Personal foul by R. Gobert (drawn by D. Lillard),,96-79,,
4:26.0,R. O'Neale enters the game for D. Favors,,96-79,,
4:13.0,,,96-81,2,D. Lillard makes 2-pt shot at rim
3:57.0,Shooting foul by P. Connaughton (drawn by R. Gobert),,96-81,,
3:57.0,R. Gobert misses free throw 1 of 2,,96-81,,
3:57.0,Offensive rebound by Team,,96-81,,
3:57.0,R. Gobert makes free throw 2 of 2,1,97-81,,
3:49.0,,,97-81,,D. Lillard misses 2-pt shot from 1 ft
3:45.0,,,97-81,,Offensive rebound by E. Davis
