time,Minnesota,pts.away,score,pts.home,Oklahoma City
6:43.0,,,11-10,2,S. Adams makes 2-pt shot from 1 ft
6:40.0,,,11-10,,Offensive rebound by S. Adams
6:28.0,J. Teague makes 2-pt shot from 19 ft,2,13-10,,
6:14.0,,,13-10,,P. George misses 2-pt shot from 20 ft
6:14.0,Defensive rebound by J. Teague,,13-10,,
6:03.0,T. Gibson makes 2-pt shot from 5 ft,2,15-10,,
5:49.0,,,15-12,2,P. George makes 2-pt shot at rim (assist by S. Adams)
5:38.0,Turnover by J. Teague (bad pass; steal by S. Adams),,15-12,,
5:36.0,,,15-12,,Turnover by S. Adams (bad pass; steal by J. Teague)
5:32.0,J. Butler makes 2-pt shot from 1 ft,2,17-12,,
5:24.0,,,17-12,,Oklahoma City full timeout
5:24.0,,,17-12,,J. Grant enters the game for C. Anthony
5:24.0,G. Dieng enters the game for K. Towns,,17-12,,
5:18.0,,,17-12,,R. Westbrook misses 2-pt shot from 13 ft
5:13.0,Defensive rebound by T. Gibson,,17-12,,
4:55.0,A. Wiggins makes 2-pt shot from 14 ft,2,19-12,,
4:38.0,,,19-14,2,S. Adams makes 2-pt shot at rim (assist by P. George)
4:16.0,G. Dieng makes 3-pt shot from 22 ft (assist by A. Wiggins),3,22-14,,
3:58.0,,,22-14,,R. Westbrook misses 2-pt shot from 1 ft
3:56.0,Defensive rebound by J. Butler,,22-14,,
3:45.0,A. Wiggins misses 3-pt shot from 25 ft,,22-14,,
3:42.0,,,22-14,,Defensive rebound by S. Adams
3:37.0,,,22-14,,R. Westbrook misses 2-pt shot from 3 ft
3:33.0,Defensive rebound by A. Wiggins,,22-14,,
3:19.0,A. Wiggins makes 3-pt shot from 28 ft (assist by G. Dieng),3,25-14,,
3:04.0,,,25-14,,Offensive charge foul by A. Roberson (drawn by J. Teague)
3:04.0,,,25-14,,Turnover by A. Roberson (offensive foul)
3:04.0,,,25-14,,A. Abrines enters the game for P. George
3:04.0,N. Bjelica enters the game for J. Butler,,25-14,,
3:04.0,J. Crawford enters the game for T. Gibson,,25-14,,
2:49.0,A. Wiggins makes 2-pt shot from 22 ft,2,27-14,,
2:29.0,,,27-16,2,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:29.0,,,27-16,,Shooting foul by J. Crawford (drawn by J. Grant)
2:29.0,Minnesota full timeout,,27-16,,
2:29.0,,,27-16,,C. Anthony enters the game for R. Westbrook
2:29.0,,,27-16,,R. Felton enters the game for S. Adams
2:29.0,T. Jones enters the game for J. Teague,,27-16,,
2:29.0,,,27-17,1,J. Grant makes free throw 1 of 1
2:11.0,Turnover by N. Bjelica (traveling),,27-17,,
2:01.0,,,27-17,,C. Anthony misses 3-pt shot from 24 ft
2:01.0,,,27-17,,Offensive rebound by Team
2:01.0,Loose ball foul by T. Jones (drawn by J. Grant),,27-17,,
1:50.0,,,27-19,2,C. Anthony makes 2-pt shot from 13 ft
1:20.0,Turnover by G. Dieng (lost ball; steal by C. Anthony),,27-19,,
1:11.0,,,27-21,2,C. Anthony makes 2-pt shot from 13 ft
0:54.0,,,27-21,,Personal foul by C. Anthony (drawn by G. Dieng)
0:54.0,,,27-21,,J. Huestis enters the game for A. Roberson
0:46.0,,,27-21,,Personal foul by A. Abrines (drawn by A. Wiggins)
0:46.0,A. Wiggins makes free throw 2 of 2,1,28-21,,
0:46.0,A. Wiggins misses free throw 1 of 2,,28-21,,
0:46.0,Offensive rebound by Team,,28-21,,
0:32.0,,,28-23,2,C. Anthony makes 2-pt shot at rim
0:25.0,J. Crawford misses 2-pt shot from 13 ft (block by J. Grant),,28-23,,
0:19.0,,,28-23,,Defensive rebound by J. Huestis
0:06.0,Personal take foul by G. Dieng (drawn by C. Anthony),,28-23,,
0:06.0,J. Butler enters the game for N. Bjelica,,28-23,,
0:03.0,,,28-23,,Turnover by J. Grant (bad pass)
0:03.0,,,28-23,,A. Roberson enters the game for A. Abrines
0:00.0,J. Butler misses 2-pt shot from 23 ft,,28-23,,
0:00.0,Offensive rebound by Team,,28-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Shooting foul by R. Felton (drawn by G. Dieng),,28-23,,
11:44.0,G. Dieng makes free throw 1 of 2,1,29-23,,
11:44.0,G. Dieng makes free throw 2 of 2,1,30-23,,
11:36.0,,,30-25,2,R. Felton makes 2-pt shot from 5 ft
11:17.0,G. Dieng misses 3-pt shot from 22 ft,,30-25,,
11:15.0,,,30-25,,Defensive rebound by J. Huestis
11:05.0,,,30-27,2,C. Anthony makes 2-pt shot from 11 ft
10:47.0,G. Dieng makes 2-pt shot from 1 ft (assist by J. Crawford),2,32-27,,
10:36.0,,,32-29,2,J. Grant makes 2-pt shot from 1 ft (assist by R. Felton)
10:23.0,N. Bjelica makes 3-pt shot from 26 ft (assist by J. Crawford),3,35-29,,
10:06.0,,,35-31,2,R. Felton makes 2-pt shot from 10 ft
9:54.0,J. Crawford misses 2-pt shot from 7 ft,,35-31,,
9:53.0,,,35-31,,Defensive rebound by J. Huestis
9:51.0,,,35-31,,Turnover by C. Anthony (bad pass; steal by T. Jones)
9:47.0,Shooting foul by R. Felton (drawn by T. Jones),,35-31,,
9:47.0,T. Jones misses free throw 1 of 2,,35-31,,
9:47.0,Offensive rebound by Team,,35-31,,
9:47.0,,,35-31,,P. George enters the game for A. Abrines
9:47.0,K. Towns enters the game for G. Dieng,,35-31,,
9:47.0,J. Butler enters the game for N. Bjelica,,35-31,,
9:47.0,T. Jones makes free throw 2 of 2,1,36-31,,
9:28.0,,,36-33,2,J. Grant makes 2-pt shot at rim (assist by R. Felton)
9:10.0,S. Muhammad makes 2-pt shot at rim (assist by J. Butler),2,38-33,,
8:58.0,,,38-36,3,R. Felton makes 3-pt shot from 25 ft (assist by P. George)
8:33.0,,,38-36,,S. Adams enters the game for J. Grant
8:33.0,,,38-36,,R. Westbrook enters the game for J. Huestis
8:32.0,Turnover by K. Towns (traveling),,38-36,,
8:32.0,J. Teague enters the game for T. Jones,,38-36,,
8:21.0,,,38-36,,P. George misses 2-pt shot from 16 ft
8:17.0,Defensive rebound by K. Towns,,38-36,,
8:03.0,K. Towns misses 3-pt shot from 22 ft,,38-36,,
8:01.0,,,38-36,,Defensive rebound by P. George
7:57.0,,,38-36,,Offensive charge foul by P. George (drawn by J. Teague)
7:57.0,,,38-36,,Turnover by P. George (offensive foul)
7:57.0,,,38-36,,P. Patterson enters the game for C. Anthony
7:40.0,K. Towns makes 2-pt shot at rim (assist by J. Butler),2,40-36,,
7:18.0,,,40-39,3,R. Felton makes 3-pt shot from 24 ft (assist by P. George)
7:05.0,K. Towns misses 2-pt shot from 4 ft,,40-39,,
7:03.0,,,40-39,,Defensive rebound by R. Westbrook
6:59.0,,,40-39,,R. Felton misses 2-pt shot from 1 ft
6:55.0,Defensive rebound by J. Butler,,40-39,,
6:50.0,S. Muhammad misses 2-pt shot from 4 ft,,40-39,,
6:50.0,,,40-39,,Defensive rebound by S. Adams
6:46.0,,,40-41,2,R. Westbrook makes 2-pt shot at rim (assist by S. Adams)
6:36.0,Minnesota full timeout,,40-41,,
6:36.0,T. Gibson enters the game for S. Muhammad,,40-41,,
6:30.0,Turnover by J. Teague (out of bounds lost ball),,40-41,,
6:14.0,,,40-43,2,P. George makes 2-pt shot from 17 ft
5:55.0,J. Crawford makes 3-pt shot from 25 ft (assist by T. Gibson),3,43-43,,
5:44.0,,,43-43,,Shooting foul by J. Teague (drawn by R. Westbrook)
5:44.0,,,43-43,,R. Westbrook misses free throw 1 of 2
5:44.0,,,43-43,,Offensive rebound by Team
5:44.0,,,43-43,,A. Roberson enters the game for R. Felton
5:44.0,A. Wiggins enters the game for J. Crawford,,43-43,,
5:44.0,,,43-44,1,R. Westbrook makes free throw 2 of 2
5:36.0,J. Teague makes 2-pt shot from 14 ft,2,45-44,,
5:20.0,,,45-44,,A. Roberson misses 3-pt shot from 22 ft
5:18.0,Defensive rebound by A. Wiggins,,45-44,,
5:03.0,K. Towns makes 2-pt shot from 1 ft (assist by J. Teague),2,47-44,,
4:45.0,,,47-44,,P. George misses 2-pt shot from 16 ft
4:41.0,Defensive rebound by K. Towns,,47-44,,
4:31.0,K. Towns misses 3-pt shot from 25 ft,,47-44,,
4:30.0,Offensive rebound by T. Gibson,,47-44,,
4:27.0,K. Towns makes 2-pt shot from 1 ft (assist by J. Butler),2,49-44,,
4:27.0,Shooting foul by P. Patterson (drawn by K. Towns),,49-44,,
4:27.0,,,49-44,,C. Anthony enters the game for P. Patterson
4:27.0,,,49-44,,Oklahoma City full timeout
4:27.0,K. Towns makes free throw 1 of 1,1,50-44,,
4:07.0,,,50-44,,C. Anthony misses 2-pt shot from 18 ft
4:03.0,,,50-44,,Offensive rebound by S. Adams
3:58.0,,,50-46,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
3:37.0,Turnover by T. Gibson (bad pass),,50-46,,
3:33.0,Personal foul by A. Wiggins (drawn by R. Westbrook),,50-46,,
3:30.0,,,50-46,,P. George misses 2-pt shot at rim
3:26.0,Defensive rebound by T. Gibson,,50-46,,
3:17.0,J. Butler misses 3-pt shot from 22 ft,,50-46,,
3:13.0,,,50-46,,Defensive rebound by R. Westbrook
3:07.0,,,50-48,2,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook)
2:47.0,,,50-48,,Personal foul by P. George (drawn by A. Wiggins)
2:40.0,Shooting foul by P. George (drawn by K. Towns),,50-48,,
2:40.0,K. Towns makes free throw 1 of 2,1,51-48,,
2:40.0,,,51-48,,J. Huestis enters the game for P. George
2:40.0,K. Towns makes free throw 2 of 2,1,52-48,,
2:24.0,,,52-51,3,R. Westbrook makes 3-pt shot from 25 ft
2:10.0,A. Wiggins misses 2-pt shot from 23 ft,,52-51,,
2:07.0,Offensive rebound by K. Towns,,52-51,,
2:05.0,K. Towns makes 2-pt shot from 1 ft,2,54-51,,
1:58.0,,,54-51,,R. Westbrook misses 3-pt shot from 25 ft
1:58.0,Defensive rebound by J. Teague,,54-51,,
1:42.0,J. Butler misses 2-pt shot from 13 ft,,54-51,,
1:41.0,Offensive rebound by K. Towns,,54-51,,
1:39.0,Jump ball: J. Huestis vs. K. Towns (J. Teague gains possession),,,,Jump ball: J. Huestis vs. K. Towns (J. Teague gains possession)
1:35.0,J. Teague misses 2-pt shot from 10 ft,,54-51,,
1:32.0,Offensive rebound by Team,,54-51,,
1:14.0,J. Butler makes 2-pt shot from 8 ft (assist by A. Wiggins),2,56-51,,
1:06.0,,,56-51,,R. Westbrook misses 2-pt shot from 1 ft
1:00.0,,,56-51,,Offensive rebound by S. Adams
1:00.0,,,56-53,2,S. Adams makes 2-pt shot at rim
0:54.0,J. Butler makes 2-pt shot from 7 ft,2,58-53,,
0:46.0,Personal foul by K. Towns (drawn by S. Adams),,58-53,,
0:38.0,,,58-53,,Shooting foul by K. Towns (drawn by R. Westbrook)
0:38.0,,,58-54,1,R. Westbrook makes free throw 1 of 2
0:38.0,,,58-54,,R. Westbrook misses free throw 2 of 2
0:35.0,,,58-54,,Offensive rebound by Team
0:35.0,Violation by K. Towns (kicked ball),,58-54,,
0:29.0,,,58-54,,R. Westbrook misses 2-pt shot from 10 ft
0:27.0,Defensive rebound by J. Teague,,58-54,,
0:06.0,T. Gibson makes 3-pt shot from 22 ft (assist by J. Teague),3,61-54,,
0:00.0,,,61-54,,J. Huestis misses 2-pt shot from 17 ft
0:00.0,,,61-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,J. Butler misses 2-pt shot from 14 ft,,61-54,,
11:43.0,,,61-54,,Defensive rebound by S. Adams
11:24.0,,,61-54,,Shooting foul by J. Butler (drawn by A. Roberson)
11:24.0,,,61-54,,A. Roberson misses free throw 1 of 2
11:24.0,,,61-54,,Offensive rebound by Team
11:24.0,,,61-54,,A. Roberson misses free throw 2 of 2
11:24.0,Defensive rebound by Team,,61-54,,
11:16.0,K. Towns makes 3-pt shot from 22 ft (assist by J. Teague),3,64-54,,
10:58.0,,,64-54,,P. George misses 2-pt shot from 5 ft
10:54.0,Defensive rebound by K. Towns,,64-54,,
10:44.0,J. Butler makes 2-pt shot at rim (assist by J. Teague),2,66-54,,
10:27.0,,,66-56,2,R. Westbrook makes 2-pt shot from 1 ft (assist by S. Adams)
10:08.0,Turnover by K. Towns (traveling),,66-56,,
10:00.0,,,66-59,3,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook)
9:45.0,A. Wiggins misses 3-pt shot from 24 ft,,66-59,,
9:42.0,,,66-59,,Defensive rebound by R. Westbrook
9:39.0,,,66-59,,Turnover by R. Westbrook (lost ball; steal by T. Gibson)
9:25.0,J. Teague makes 2-pt shot from 6 ft,2,68-59,,
8:58.0,,,68-59,,Shooting foul by J. Butler (drawn by C. Anthony)
8:58.0,,,68-60,1,C. Anthony makes free throw 1 of 2
8:58.0,,,68-61,1,C. Anthony makes free throw 2 of 2
8:48.0,K. Towns misses 3-pt shot from 24 ft,,68-61,,
8:44.0,Offensive rebound by T. Gibson,,68-61,,
8:42.0,K. Towns makes 2-pt shot at rim (assist by T. Gibson),2,70-61,,
8:41.0,,,70-61,,Oklahoma City full timeout
8:31.0,,,70-61,,A. Roberson misses 2-pt shot from 1 ft
8:27.0,,,70-61,,Offensive rebound by S. Adams
8:27.0,,,70-61,,S. Adams misses 2-pt shot at rim
8:27.0,,,70-61,,Offensive rebound by S. Adams
8:25.0,,,70-61,,S. Adams misses 2-pt shot at rim (block by K. Towns)
8:25.0,Defensive rebound by K. Towns,,70-61,,
8:14.0,A. Wiggins misses 3-pt shot from 24 ft,,70-61,,
8:12.0,,,70-61,,Defensive rebound by A. Roberson
8:05.0,,,70-61,,C. Anthony misses 3-pt shot from 24 ft
7:56.0,Defensive rebound by J. Teague,,70-61,,
7:54.0,J. Butler makes 3-pt shot from 24 ft (assist by J. Teague),3,73-61,,
7:39.0,,,73-61,,P. George misses 2-pt shot from 18 ft
7:39.0,Defensive rebound by J. Teague,,73-61,,
7:31.0,A. Wiggins misses 2-pt shot from 2 ft,,73-61,,
7:30.0,Offensive rebound by Team,,73-61,,
7:16.0,Turnover by J. Butler (lost ball; steal by P. George),,73-61,,
7:10.0,,,73-61,,R. Westbrook misses 2-pt shot from 1 ft
7:09.0,,,73-61,,Offensive rebound by Team
7:09.0,,,73-61,,J. Huestis enters the game for A. Roberson
7:03.0,,,73-64,3,R. Westbrook makes 3-pt shot from 25 ft (assist by C. Anthony)
6:53.0,J. Teague misses 2-pt shot from 1 ft,,73-64,,
6:52.0,,,73-64,,Defensive rebound by J. Huestis
6:49.0,,,73-66,2,P. George makes 2-pt shot from 1 ft (assist by R. Westbrook)
6:49.0,,,73-66,,Shooting foul by A. Wiggins (drawn by P. George)
6:49.0,,,73-67,1,P. George makes free throw 1 of 1
6:33.0,J. Teague misses 2-pt shot from 10 ft,,73-67,,
6:29.0,,,73-67,,Defensive rebound by P. George
6:25.0,,,73-69,2,C. Anthony makes 2-pt shot from 14 ft (assist by P. George)
6:08.0,,,73-69,,Personal foul by J. Huestis (drawn by K. Towns)
5:56.0,A. Wiggins makes 2-pt shot from 6 ft (assist by K. Towns),2,75-69,,
5:44.0,,,75-69,,P. George misses 3-pt shot from 25 ft
5:42.0,Defensive rebound by Team,,75-69,,
5:32.0,A. Wiggins misses 3-pt shot from 25 ft,,75-69,,
5:29.0,Offensive rebound by Team,,75-69,,
5:29.0,,,75-69,,J. Grant enters the game for C. Anthony
5:20.0,Shooting foul by J. Huestis (drawn by J. Teague),,75-69,,
5:20.0,J. Teague makes free throw 1 of 2,1,76-69,,
5:20.0,J. Teague makes free throw 2 of 2,1,77-69,,
5:11.0,,,77-71,2,P. George makes 2-pt shot from 2 ft (assist by R. Westbrook)
5:00.0,K. Towns makes 2-pt shot from 1 ft (assist by A. Wiggins),2,79-71,,
4:43.0,,,79-71,,R. Westbrook misses 2-pt shot from 10 ft
4:38.0,,,79-71,,Offensive rebound by S. Adams
4:38.0,,,79-71,,S. Adams misses 2-pt shot at rim
4:38.0,Defensive rebound by T. Gibson,,79-71,,
4:29.0,J. Butler misses 2-pt shot at rim (block by J. Huestis),,79-71,,
4:29.0,Offensive rebound by Team,,79-71,,
4:19.0,J. Butler makes 2-pt shot from 14 ft,2,81-71,,
4:08.0,,,81-71,,P. George misses 3-pt shot from 25 ft
4:06.0,Defensive rebound by T. Gibson,,81-71,,
3:54.0,A. Wiggins misses 3-pt shot from 24 ft,,81-71,,
3:51.0,,,81-71,,Defensive rebound by P. George
3:46.0,,,81-71,,Turnover by P. George (bad pass; steal by A. Wiggins)
3:44.0,,,81-71,,Personal foul by P. George (drawn by A. Wiggins)
3:44.0,,,81-71,,P. Patterson enters the game for S. Adams
3:44.0,G. Dieng enters the game for K. Towns,,81-71,,
3:33.0,T. Gibson makes 2-pt shot from 13 ft (assist by J. Butler),2,83-71,,
3:20.0,,,83-71,,P. Patterson misses 3-pt shot from 25 ft
3:17.0,Defensive rebound by T. Gibson,,83-71,,
2:58.0,Turnover by A. Wiggins (lost ball; steal by P. George),,83-71,,
2:53.0,,,83-71,,P. Patterson misses 3-pt shot from 23 ft
2:46.0,,,83-71,,Offensive rebound by J. Grant
2:46.0,,,83-71,,J. Grant misses 2-pt shot at rim
2:45.0,Defensive rebound by T. Gibson,,83-71,,
2:36.0,Minnesota full timeout,,83-71,,
2:36.0,,,83-71,,C. Anthony enters the game for P. George
2:36.0,N. Bjelica enters the game for J. Butler,,83-71,,
2:36.0,J. Crawford enters the game for T. Gibson,,83-71,,
2:35.0,G. Dieng misses 2-pt shot from 1 ft (block by R. Westbrook),,83-71,,
2:35.0,Offensive rebound by G. Dieng,,83-71,,
2:33.0,Jump ball: R. Westbrook vs. G. Dieng (J. Teague gains possession),,,,Jump ball: R. Westbrook vs. G. Dieng (J. Teague gains possession)
2:26.0,J. Teague misses 2-pt shot from 9 ft (block by J. Huestis),,83-71,,
2:22.0,,,83-71,,Defensive rebound by J. Grant
2:21.0,,,83-73,2,R. Westbrook makes 2-pt shot from 1 ft (assist by J. Huestis)
2:09.0,,,83-73,,Personal foul by J. Grant (drawn by G. Dieng)
2:09.0,,,83-73,,R. Felton enters the game for R. Westbrook
2:01.0,J. Crawford misses 2-pt shot from 7 ft,,83-73,,
1:57.0,Offensive rebound by G. Dieng,,83-73,,
1:57.0,G. Dieng misses 2-pt shot at rim,,83-73,,
1:56.0,,,83-73,,Defensive rebound by J. Grant
1:46.0,,,83-73,,C. Anthony misses 2-pt shot from 13 ft
1:44.0,Defensive rebound by A. Wiggins,,83-73,,
1:35.0,,,83-73,,Personal foul by R. Felton (drawn by J. Teague)
1:35.0,J. Teague makes free throw 1 of 2,1,84-73,,
1:35.0,J. Teague makes free throw 2 of 2,1,85-73,,
1:24.0,Personal foul by G. Dieng (drawn by R. Felton),,85-73,,
1:24.0,,,85-73,,A. Abrines enters the game for P. Patterson
1:24.0,T. Jones enters the game for J. Teague,,85-73,,
1:15.0,,,85-73,,Turnover by C. Anthony (traveling)
1:03.0,G. Dieng misses 2-pt shot from 8 ft,,85-73,,
1:00.0,,,85-73,,Defensive rebound by C. Anthony
0:51.0,Personal foul by J. Crawford (drawn by J. Grant),,85-73,,
0:51.0,,,85-73,,J. Grant misses free throw 1 of 2
0:51.0,,,85-73,,Offensive rebound by Team
0:51.0,,,85-73,,J. Grant misses free throw 2 of 2
0:50.0,Defensive rebound by N. Bjelica,,85-73,,
0:44.0,A. Wiggins makes 2-pt shot from 1 ft,2,87-73,,
0:36.0,,,87-75,2,R. Felton makes 2-pt shot from 1 ft
0:24.0,Shooting foul by C. Anthony (drawn by A. Wiggins),,87-75,,
0:24.0,A. Wiggins makes free throw 1 of 2,1,88-75,,
0:24.0,A. Wiggins misses free throw 2 of 2,,88-75,,
0:23.0,,,88-75,,Defensive rebound by Team
0:01.0,,,88-75,,C. Anthony misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by G. Dieng,,88-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,88-75,,C. Anthony misses 3-pt shot from 26 ft
11:38.0,Defensive rebound by A. Wiggins,,88-75,,
11:30.0,Offensive foul by T. Jones (drawn by P. George),,88-75,,
11:30.0,Turnover by T. Jones (offensive foul),,88-75,,
11:19.0,,,88-78,3,J. Grant makes 3-pt shot from 26 ft (assist by P. George)
11:00.0,J. Crawford misses 3-pt shot from 25 ft,,88-78,,
10:56.0,,,88-78,,Defensive rebound by R. Felton
10:56.0,,,88-78,,Turnover by R. Felton (out of bounds lost ball)
10:56.0,K. Towns enters the game for G. Dieng,,88-78,,
10:56.0,S. Muhammad enters the game for N. Bjelica,,88-78,,
10:56.0,J. Butler enters the game for A. Wiggins,,88-78,,
10:44.0,J. Crawford misses 2-pt shot from 17 ft,,88-78,,
10:40.0,,,88-78,,Defensive rebound by P. George
10:33.0,,,88-80,2,C. Anthony makes 2-pt shot at rim (assist by P. George)
10:33.0,Minnesota full timeout,,88-80,,
10:33.0,J. Teague enters the game for T. Jones,,88-80,,
10:19.0,Turnover by K. Towns (lost ball; steal by C. Anthony),,88-80,,
10:15.0,,,88-80,,Shooting foul by K. Towns (drawn by J. Grant)
10:15.0,,,88-81,1,J. Grant makes free throw 1 of 2
10:15.0,,,88-82,1,J. Grant makes free throw 2 of 2
10:06.0,J. Teague makes 2-pt shot from 7 ft,2,90-82,,
9:52.0,,,90-82,,P. George misses 3-pt shot from 25 ft
9:47.0,Defensive rebound by K. Towns,,90-82,,
9:40.0,Turnover by J. Teague (bad pass; steal by P. George),,90-82,,
9:36.0,,,90-84,2,A. Abrines makes 2-pt shot from 21 ft (assist by P. George)
9:16.0,Turnover by J. Crawford (bad pass),,90-84,,
9:03.0,,,90-84,,C. Anthony misses 3-pt shot from 27 ft
9:01.0,Defensive rebound by Team,,90-84,,
8:49.0,J. Butler misses 3-pt shot from 24 ft,,90-84,,
8:45.0,Offensive rebound by J. Teague,,90-84,,
8:44.0,J. Butler misses 2-pt shot from 20 ft,,90-84,,
8:44.0,,,90-84,,Defensive rebound by J. Grant
8:36.0,,,90-86,2,C. Anthony makes 2-pt shot from 1 ft (assist by P. George)
8:36.0,,,90-86,,Shooting foul by J. Teague (drawn by C. Anthony)
8:36.0,,,90-86,,R. Westbrook enters the game for R. Felton
8:36.0,,,90-86,,S. Adams enters the game for J. Grant
8:36.0,T. Gibson enters the game for J. Crawford,,90-86,,
8:36.0,A. Wiggins enters the game for S. Muhammad,,90-86,,
8:36.0,,,90-87,1,C. Anthony makes free throw 1 of 1
8:26.0,K. Towns makes 3-pt shot from 24 ft (assist by J. Butler),3,93-87,,
8:00.0,,,93-87,,R. Westbrook misses 3-pt shot from 26 ft
7:57.0,Defensive rebound by J. Butler,,93-87,,
7:45.0,Turnover by T. Gibson (lost ball; steal by C. Anthony),,93-87,,
7:41.0,,,93-89,2,A. Abrines makes 2-pt shot from 1 ft (assist by R. Westbrook)
7:29.0,,,93-89,,Personal foul by C. Anthony (drawn by J. Teague)
7:20.0,Shooting foul by A. Abrines (drawn by A. Wiggins),,93-89,,
7:20.0,A. Wiggins misses free throw 1 of 2,,93-89,,
7:20.0,Offensive rebound by Team,,93-89,,
7:20.0,A. Wiggins makes free throw 2 of 2,1,94-89,,
7:10.0,,,94-89,,Turnover by R. Westbrook (lost ball; steal by A. Wiggins)
7:02.0,K. Towns makes 2-pt shot from 1 ft (assist by J. Teague),2,96-89,,
6:44.0,,,96-92,3,P. George makes 3-pt shot from 24 ft (assist by R. Westbrook)
6:17.0,J. Butler makes 2-pt shot from 11 ft,2,98-92,,
6:07.0,,,98-92,,C. Anthony misses 2-pt shot from 20 ft
6:06.0,,,98-92,,Offensive rebound by Team
6:06.0,Loose ball foul by K. Towns (drawn by S. Adams),,98-92,,
6:06.0,,,98-92,,J. Grant enters the game for C. Anthony
6:00.0,,,98-92,,P. George misses 3-pt shot from 25 ft
5:57.0,Defensive rebound by K. Towns,,98-92,,
5:46.0,A. Wiggins misses 2-pt shot from 3 ft,,98-92,,
5:43.0,,,98-92,,Defensive rebound by S. Adams
5:36.0,,,98-92,,R. Westbrook misses 2-pt shot from 10 ft
5:32.0,Defensive rebound by J. Butler,,98-92,,
5:13.0,Turnover by T. Gibson (lost ball; steal by A. Abrines),,98-92,,
5:09.0,,,98-94,2,R. Westbrook makes 2-pt shot at rim
5:07.0,Minnesota full timeout,,98-94,,
4:56.0,Shooting foul by A. Abrines (drawn by A. Wiggins),,98-94,,
4:56.0,A. Wiggins makes free throw 1 of 2,1,99-94,,
4:56.0,A. Wiggins makes free throw 2 of 2,1,100-94,,
4:39.0,,,100-97,3,R. Westbrook makes 3-pt shot from 26 ft
