time,Cleveland,pts.away,score,pts.home,New York
2:59.0,,,18-18,,D. McDermott enters the game for J. Jack
2:59.0,D. Wade enters the game for J. Crowder,,18-18,,
2:59.0,K. Korver enters the game for K. Love,,18-18,,
2:59.0,J. Green enters the game for I. Shumpert,,18-18,,
2:59.0,C. Frye enters the game for J. Smith,,18-18,,
2:46.0,,,18-18,,F. Ntilikina misses 2-pt shot from 21 ft
2:38.0,Defensive rebound by D. Wade,,18-18,,
2:30.0,C. Frye makes 3-pt shot from 23 ft (assist by L. James),3,21-18,,
2:09.0,Violation by J. Green (kicked ball),,21-18,,
2:01.0,,,21-20,2,L. Thomas makes 2-pt shot at rim
1:47.0,D. Wade misses 2-pt shot from 2 ft,,21-20,,
1:46.0,,,21-20,,Defensive rebound by E. Kanter
1:27.0,,,21-22,2,C. Lee makes 2-pt shot from 9 ft (assist by E. Kanter)
1:06.0,Turnover by L. James (bad pass; steal by F. Ntilikina),,21-22,,
0:55.0,,,21-22,,E. Kanter misses 2-pt shot from 11 ft
0:54.0,Defensive rebound by L. James,,21-22,,
0:43.0,L. James misses 2-pt shot from 7 ft,,21-22,,
0:43.0,Offensive rebound by D. Wade,,21-22,,
0:40.0,L. James makes 2-pt shot at rim (assist by D. Wade),2,23-22,,
0:21.0,,,23-22,,C. Lee misses 2-pt shot from 23 ft
0:16.0,Defensive rebound by C. Frye,,23-22,,
0:04.0,Shooting foul by E. Kanter (drawn by L. James),,23-22,,
0:04.0,L. James makes free throw 1 of 2,1,24-22,,
0:04.0,L. James makes free throw 2 of 2,1,25-22,,
0:00.0,,,25-22,,C. Lee misses 2-pt shot from 16 ft
0:00.0,,,25-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,C. Frye misses 3-pt shot from 24 ft,,25-22,,
11:45.0,,,25-22,,Defensive rebound by T. Hardaway
11:33.0,,,25-22,,Turnover by K. O'Quinn (traveling)
11:23.0,D. Wade misses 2-pt shot from 21 ft,,25-22,,
11:21.0,,,25-22,,Defensive rebound by T. Hardaway
11:17.0,,,25-22,,D. McDermott misses 3-pt shot from 25 ft
11:14.0,Defensive rebound by J. Green,,25-22,,
11:02.0,J. Green misses 3-pt shot from 24 ft,,25-22,,
10:59.0,,,25-22,,Defensive rebound by T. Hardaway
10:58.0,,,25-24,2,K. Porzingis makes 2-pt shot at rim (assist by T. Hardaway)
10:36.0,D. Wade misses 2-pt shot from 13 ft,,25-24,,
10:34.0,,,25-24,,Defensive rebound by K. O'Quinn
10:26.0,,,25-27,3,K. Porzingis makes 3-pt shot from 25 ft (assist by T. Hardaway)
10:02.0,J. Smith misses 3-pt shot from 25 ft,,25-27,,
9:59.0,,,25-27,,Defensive rebound by K. Porzingis
9:45.0,,,25-27,,K. O'Quinn misses 2-pt shot from 3 ft
9:45.0,Defensive rebound by Team,,25-27,,
9:45.0,,,25-27,,Personal foul by K. O'Quinn (drawn by K. Korver)
9:32.0,K. Korver misses 3-pt shot from 25 ft,,25-27,,
9:27.0,,,25-27,,Defensive rebound by K. O'Quinn
9:23.0,,,25-27,,D. McDermott misses 2-pt shot from 1 ft
9:21.0,Defensive rebound by C. Frye,,25-27,,
9:13.0,C. Frye misses 3-pt shot from 26 ft,,25-27,,
9:10.0,,,25-27,,Defensive rebound by T. Hardaway
9:00.0,,,25-27,,K. Porzingis misses 2-pt shot at rim
8:58.0,Defensive rebound by C. Frye,,25-27,,
8:53.0,D. Wade misses 2-pt shot from 5 ft,,25-27,,
8:51.0,Offensive rebound by D. Wade,,25-27,,
8:51.0,D. Wade makes 2-pt shot from 1 ft,2,27-27,,
8:32.0,,,27-27,,K. Porzingis misses 3-pt shot from 25 ft
8:29.0,Defensive rebound by K. Korver,,27-27,,
8:22.0,K. Korver misses 3-pt shot from 25 ft,,27-27,,
8:18.0,,,27-27,,Defensive rebound by K. O'Quinn
8:03.0,,,27-27,,K. O'Quinn misses 2-pt shot at rim
8:03.0,,,27-27,,Offensive rebound by K. O'Quinn
8:03.0,,,27-27,,Shooting foul by C. Frye (drawn by K. O'Quinn)
8:03.0,,,27-28,1,K. O'Quinn makes free throw 1 of 2
8:03.0,,,27-29,1,K. O'Quinn makes free throw 2 of 2
7:38.0,D. Wade misses 2-pt shot from 14 ft,,27-29,,
7:36.0,,,27-29,,Defensive rebound by K. Porzingis
7:26.0,,,27-29,,K. Porzingis misses 2-pt shot from 14 ft
7:22.0,Defensive rebound by K. Korver,,27-29,,
7:13.0,K. Korver misses 3-pt shot from 27 ft,,27-29,,
7:09.0,Offensive rebound by J. Smith,,27-29,,
7:01.0,Turnover by J. Smith (lost ball; steal by F. Ntilikina),,27-29,,
7:01.0,Personal foul by C. Frye (drawn by F. Ntilikina),,27-29,,
7:01.0,K. Love enters the game for C. Frye,,27-29,,
6:44.0,,,27-29,,D. McDermott misses 3-pt shot from 22 ft
6:41.0,Defensive rebound by J. Smith,,27-29,,
6:26.0,D. Wade makes 2-pt shot from 2 ft,2,29-29,,
6:15.0,,,29-29,,K. O'Quinn misses 2-pt shot from 1 ft (block by D. Wade)
6:13.0,Defensive rebound by J. Green,,29-29,,
6:10.0,J. Green misses 2-pt shot from 1 ft (block by K. O'Quinn),,29-29,,
6:10.0,Offensive rebound by Team,,29-29,,
6:10.0,,,29-29,,New York full timeout
6:10.0,L. James enters the game for J. Green,,29-29,,
6:10.0,J. Crowder enters the game for J. Smith,,29-29,,
6:10.0,,,29-30,1,K. Porzingis makes technical free throw
6:10.0,,,29-30,,C. Lee enters the game for K. O'Quinn
6:03.0,Turnover by D. Wade (bad pass; steal by F. Ntilikina),,29-30,,
5:46.0,,,29-32,2,C. Lee makes 2-pt shot at rim (assist by T. Hardaway)
5:31.0,K. Love makes 2-pt shot from 1 ft (assist by L. James),2,31-32,,
5:20.0,,,31-32,,K. Porzingis misses 3-pt shot from 29 ft
5:18.0,,,31-32,,Offensive rebound by F. Ntilikina
5:14.0,,,31-35,3,T. Hardaway makes 3-pt shot from 25 ft (assist by F. Ntilikina)
5:05.0,K. Love misses 3-pt shot from 24 ft,,31-35,,
5:02.0,,,31-35,,Defensive rebound by D. McDermott
4:48.0,,,31-35,,C. Lee misses 3-pt shot from 25 ft
4:46.0,Defensive rebound by K. Love,,31-35,,
4:35.0,Turnover by L. James (bad pass; steal by K. Porzingis),,31-35,,
4:31.0,,,31-35,,C. Lee misses 2-pt shot from 1 ft
4:30.0,,,31-35,,Offensive rebound by D. McDermott
4:30.0,,,31-37,2,D. McDermott makes 2-pt shot at rim
4:24.0,D. Wade misses 2-pt shot from 16 ft,,31-37,,
4:22.0,,,31-37,,Defensive rebound by K. Porzingis
4:22.0,Technical foul by D. Wade,,31-37,,
4:22.0,,,31-38,1,C. Lee makes technical free throw
4:22.0,I. Shumpert enters the game for D. Wade,,31-38,,
4:09.0,,,31-38,,K. Porzingis misses 2-pt shot from 12 ft
4:05.0,Defensive rebound by I. Shumpert,,31-38,,
4:04.0,Turnover by I. Shumpert (bad pass; steal by C. Lee),,31-38,,
4:02.0,,,31-40,2,C. Lee makes 2-pt shot at rim
3:45.0,Turnover by L. James (lost ball; steal by F. Ntilikina),,31-40,,
3:39.0,,,31-40,,Turnover by T. Hardaway (out of bounds lost ball)
3:18.0,K. Love misses 3-pt shot from 23 ft,,31-40,,
3:16.0,,,31-40,,Defensive rebound by F. Ntilikina
3:10.0,,,31-43,3,T. Hardaway makes 3-pt shot from 26 ft (assist by F. Ntilikina)
3:09.0,Cleveland full timeout,,31-43,,
3:09.0,J. Smith enters the game for K. Korver,,31-43,,
2:58.0,Turnover by I. Shumpert (lost ball; steal by F. Ntilikina),,31-43,,
2:51.0,,,31-45,2,F. Ntilikina makes 2-pt shot at rim (assist by D. McDermott)
2:36.0,Turnover by L. James (lost ball; steal by T. Hardaway),,31-45,,
2:33.0,,,31-47,2,T. Hardaway makes 2-pt shot from 1 ft
2:10.0,L. James misses 2-pt shot from 16 ft,,31-47,,
2:07.0,Offensive rebound by K. Love,,31-47,,
2:05.0,K. Love misses 2-pt shot from 3 ft (block by K. Porzingis),,31-47,,
2:02.0,,,31-47,,Defensive rebound by C. Lee
2:00.0,,,31-47,,T. Hardaway misses 3-pt shot from 23 ft
1:59.0,,,31-47,,Offensive rebound by K. Porzingis
1:59.0,Personal foul by K. Love (drawn by K. Porzingis),,31-47,,
1:55.0,,,31-47,,Turnover by F. Ntilikina (bad pass)
1:46.0,L. James makes 2-pt shot at rim,2,33-47,,
1:30.0,,,33-49,2,K. Porzingis makes 2-pt shot from 14 ft
1:21.0,Shooting foul by F. Ntilikina (drawn by L. James),,33-49,,
1:21.0,,,33-49,,L. Thomas enters the game for K. Porzingis
1:21.0,L. James makes free throw 1 of 2,1,34-49,,
1:21.0,L. James makes free throw 2 of 2,1,35-49,,
1:01.0,,,35-51,2,T. Hardaway makes 2-pt shot at rim
0:50.0,J. Crowder misses 2-pt shot from 2 ft (block by T. Hardaway),,35-51,,
0:49.0,Offensive rebound by K. Love,,35-51,,
0:47.0,K. Love misses 2-pt shot from 1 ft,,35-51,,
0:44.0,,,35-51,,Defensive rebound by L. Thomas
0:30.0,,,35-51,,T. Hardaway misses 3-pt shot from 28 ft
0:27.0,Defensive rebound by I. Shumpert,,35-51,,
0:11.0,L. James makes 2-pt shot at rim,2,37-51,,
0:11.0,Shooting foul by L. Thomas (drawn by L. James),,37-51,,
0:11.0,,,37-51,,K. Porzingis enters the game for L. Thomas
0:11.0,J. Green enters the game for I. Shumpert,,37-51,,
0:11.0,D. Wade enters the game for K. Love,,37-51,,
0:11.0,L. James makes free throw 1 of 1,1,38-51,,
0:01.0,,,38-51,,K. Porzingis misses 2-pt shot from 15 ft (block by L. James)
0:01.0,Defensive rebound by D. Wade,,38-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,J. Crowder makes 3-pt shot from 24 ft (assist by L. James),3,41-51,,
11:09.0,,,41-51,,K. Porzingis misses 2-pt shot from 4 ft
11:06.0,,,41-51,,Offensive rebound by C. Lee
10:56.0,,,41-51,,T. Hardaway misses 3-pt shot from 27 ft
10:52.0,Defensive rebound by L. James,,41-51,,
10:30.0,I. Shumpert misses 3-pt shot from 23 ft,,41-51,,
10:28.0,,,41-51,,Defensive rebound by E. Kanter
10:22.0,,,41-51,,K. Porzingis misses 2-pt shot from 15 ft
10:18.0,Defensive rebound by K. Love,,41-51,,
10:12.0,J. Crowder misses 2-pt shot from 1 ft,,41-51,,
10:04.0,,,41-51,,Defensive rebound by Team
9:49.0,,,41-51,,K. Porzingis misses 2-pt shot from 18 ft
9:48.0,Defensive rebound by J. Smith,,41-51,,
9:41.0,Offensive foul by J. Crowder (drawn by K. Porzingis),,41-51,,
9:41.0,Turnover by J. Crowder (offensive foul),,41-51,,
9:33.0,Personal foul by I. Shumpert (drawn by K. Porzingis),,41-51,,
9:33.0,Turnover by I. Shumpert (turnover),,41-51,,
9:29.0,,,41-51,,J. Jack misses 2-pt shot from 20 ft
9:23.0,,,41-51,,Offensive rebound by E. Kanter
9:22.0,,,41-51,,E. Kanter misses 2-pt shot from 2 ft (block by I. Shumpert)
9:22.0,Defensive rebound by I. Shumpert,,41-51,,
9:15.0,J. Crowder misses 3-pt shot from 22 ft,,41-51,,
9:12.0,,,41-51,,Defensive rebound by J. Jack
9:12.0,,,41-51,,Turnover by E. Kanter (traveling)
8:50.0,L. James makes 3-pt shot from 26 ft,3,44-51,,
8:36.0,,,44-53,2,E. Kanter makes 2-pt shot at rim (assist by J. Jack)
8:10.0,J. Crowder makes 3-pt shot from 25 ft (assist by K. Love),3,47-53,,
8:01.0,Personal foul by J. Crowder (drawn by K. Porzingis),,47-53,,
7:47.0,,,47-55,2,E. Kanter makes 2-pt shot from 16 ft (assist by J. Jack)
7:23.0,I. Shumpert misses 2-pt shot from 9 ft,,47-55,,
7:20.0,,,47-55,,Defensive rebound by K. Porzingis
7:16.0,,,47-58,3,T. Hardaway makes 3-pt shot from 24 ft (assist by J. Jack)
7:14.0,Cleveland full timeout,,47-58,,
7:00.0,Turnover by K. Love (traveling),,47-58,,
6:52.0,,,47-58,,Turnover by C. Lee (bad pass)
6:39.0,Turnover by I. Shumpert (bad pass; steal by T. Hardaway),,47-58,,
6:35.0,Personal foul by J. Smith (drawn by K. Porzingis),,47-58,,
6:23.0,,,47-58,,K. Porzingis misses 2-pt shot from 14 ft
6:20.0,,,47-58,,Offensive rebound by T. Hardaway
6:18.0,,,47-58,,T. Hardaway misses 2-pt shot from 5 ft
6:14.0,Defensive rebound by J. Smith,,47-58,,
6:05.0,Offensive charge foul by J. Crowder (drawn by T. Hardaway),,47-58,,
6:05.0,Turnover by J. Crowder (offensive foul),,47-58,,
5:48.0,,,47-58,,E. Kanter misses 2-pt shot from 4 ft
5:46.0,Defensive rebound by L. James,,47-58,,
5:42.0,L. James misses 3-pt shot from 24 ft,,47-58,,
5:38.0,,,47-58,,Defensive rebound by K. Porzingis
5:32.0,,,47-58,,K. Porzingis misses 2-pt shot from 1 ft
5:27.0,,,47-58,,Offensive rebound by E. Kanter
5:27.0,,,47-60,2,E. Kanter makes 2-pt shot at rim
5:08.0,J. Crowder misses 3-pt shot from 25 ft,,47-60,,
5:06.0,,,47-60,,Defensive rebound by T. Hardaway
5:03.0,,,47-62,2,E. Kanter makes 2-pt shot at rim (assist by T. Hardaway)
4:55.0,J. Smith misses 3-pt shot from 26 ft,,47-62,,
4:52.0,,,47-62,,Defensive rebound by T. Hardaway
4:46.0,,,47-64,2,C. Lee makes 2-pt shot from 16 ft (assist by T. Hardaway)
4:45.0,Cleveland full timeout,,47-64,,
4:45.0,C. Frye enters the game for J. Smith,,47-64,,
4:45.0,J. Green enters the game for L. James,,47-64,,
4:45.0,K. Korver enters the game for J. Crowder,,47-64,,
4:45.0,D. Wade enters the game for K. Love,,47-64,,
4:45.0,C. Osman enters the game for I. Shumpert,,47-64,,
4:30.0,D. Wade makes 2-pt shot from 3 ft,2,49-64,,
4:15.0,,,49-64,,Shooting foul by J. Green (drawn by E. Kanter)
4:15.0,,,49-64,,D. McDermott enters the game for C. Lee
4:15.0,,,49-65,1,E. Kanter makes free throw 1 of 2
4:15.0,,,49-66,1,E. Kanter makes free throw 2 of 2
4:07.0,K. Korver misses 3-pt shot from 25 ft,,49-66,,
4:03.0,,,49-66,,Defensive rebound by T. Hardaway
3:59.0,,,49-66,,E. Kanter misses 2-pt shot from 1 ft
3:58.0,Defensive rebound by J. Green,,49-66,,
3:48.0,D. Wade misses 2-pt shot from 21 ft,,49-66,,
3:48.0,,,49-66,,Defensive rebound by K. Porzingis
3:32.0,,,49-69,3,T. Hardaway makes 3-pt shot from 26 ft (assist by E. Kanter)
3:16.0,J. Green misses 2-pt shot from 18 ft,,49-69,,
3:14.0,,,49-69,,Defensive rebound by T. Hardaway
3:06.0,,,49-69,,Turnover by T. Hardaway (bad pass; steal by K. Korver)
3:06.0,,,49-69,,Personal foul by K. Porzingis (drawn by K. Korver)
3:06.0,,,49-69,,L. Thomas enters the game for K. Porzingis
3:06.0,,,49-69,,F. Ntilikina enters the game for J. Jack
2:55.0,Turnover by C. Frye (bad pass),,49-69,,
2:35.0,,,49-71,2,E. Kanter makes 2-pt shot from 2 ft
2:34.0,Shooting foul by E. Kanter (drawn by J. Green),,49-71,,
2:34.0,J. Green makes free throw 1 of 2,1,50-71,,
2:34.0,J. Green misses free throw 2 of 2,,50-71,,
2:32.0,,,50-71,,Defensive rebound by E. Kanter
2:15.0,,,50-71,,E. Kanter misses 2-pt shot from 3 ft (block by C. Frye)
2:12.0,,,50-71,,Offensive rebound by E. Kanter
2:12.0,,,50-71,,Shooting foul by D. Wade (drawn by T. Hardaway)
2:12.0,,,50-72,1,T. Hardaway makes free throw 1 of 2
2:12.0,,,50-73,1,T. Hardaway makes free throw 2 of 2
1:58.0,C. Osman makes 3-pt shot from 23 ft (assist by K. Korver),3,53-73,,
1:39.0,,,53-75,2,F. Ntilikina makes 2-pt shot from 1 ft
1:22.0,D. Wade makes 2-pt shot from 2 ft,2,55-75,,
1:22.0,Shooting foul by E. Kanter (drawn by D. Wade),,55-75,,
1:22.0,D. Wade makes free throw 1 of 1,1,56-75,,
1:09.0,,,56-75,,F. Ntilikina misses 3-pt shot from 25 ft
1:04.0,Defensive rebound by K. Korver,,56-75,,
0:58.0,Turnover by D. Wade (bad pass; steal by F. Ntilikina),,56-75,,
0:57.0,Personal foul by C. Frye (drawn by F. Ntilikina),,56-75,,
0:57.0,,,56-76,1,F. Ntilikina makes free throw 1 of 2
0:57.0,,,56-76,,K. O'Quinn enters the game for T. Hardaway
0:57.0,,,56-76,,D. Dotson enters the game for E. Kanter
0:57.0,,,56-76,,F. Ntilikina misses free throw 2 of 2
0:55.0,Defensive rebound by J. Green,,56-76,,
0:44.0,J. Green makes 3-pt shot from 25 ft (assist by D. Wade),3,59-76,,
0:28.0,,,59-76,,Turnover by F. Ntilikina (bad pass; steal by D. Wade)
0:28.0,Turnover by D. Wade (bad pass),,59-76,,
0:11.0,,,59-76,,Turnover by L. Thomas (traveling)
0:07.0,,,59-76,,Personal foul by D. McDermott (drawn by K. Korver)
0:07.0,K. Korver makes free throw 2 of 2,1,60-76,,
0:07.0,K. Korver makes free throw 1 of 2,1,61-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,61-76,,F. Ntilikina misses 2-pt shot from 22 ft
11:44.0,Defensive rebound by K. Korver,,61-76,,
11:39.0,,,61-76,,Personal foul by K. O'Quinn (drawn by J. Green)
11:24.0,K. Korver misses 3-pt shot from 25 ft,,61-76,,
11:23.0,Offensive rebound by Team,,61-76,,
11:23.0,,,61-76,,Loose ball foul by K. O'Quinn (drawn by C. Frye)
11:23.0,,,61-76,,J. Jack enters the game for F. Ntilikina
11:08.0,D. Wade makes 2-pt shot from 18 ft,2,63-76,,
10:51.0,,,63-76,,Offensive foul by K. O'Quinn (drawn by C. Osman)
10:51.0,,,63-76,,Turnover by K. O'Quinn (offensive foul)
10:51.0,,,63-76,,E. Kanter enters the game for K. O'Quinn
10:51.0,,,63-76,,K. Porzingis enters the game for D. McDermott
10:51.0,,,63-76,,C. Lee enters the game for L. Thomas
10:51.0,L. James enters the game for C. Osman,,63-76,,
10:31.0,J. Green misses 3-pt shot from 23 ft,,63-76,,
10:28.0,,,63-76,,Defensive rebound by J. Jack
10:23.0,,,63-78,2,T. Hardaway makes 2-pt shot from 15 ft (assist by J. Jack)
10:11.0,J. Green makes 2-pt shot from 1 ft,2,65-78,,
9:54.0,,,65-78,,J. Jack misses 2-pt shot from 14 ft
9:53.0,,,65-78,,Offensive rebound by Team
9:51.0,,,65-78,,Shooting foul by D. Wade (drawn by K. Porzingis)
9:51.0,,,65-79,1,K. Porzingis makes free throw 1 of 2
9:51.0,,,65-80,1,K. Porzingis makes free throw 2 of 2
9:41.0,K. Korver makes 3-pt shot from 23 ft (assist by D. Wade),3,68-80,,
9:25.0,,,68-80,,J. Jack misses 2-pt shot from 21 ft
9:25.0,,,68-80,,Offensive rebound by Team
9:25.0,Loose ball foul by J. Green (drawn by K. Porzingis),,68-80,,
9:19.0,,,68-82,2,K. Porzingis makes 2-pt shot from 10 ft (assist by J. Jack)
9:06.0,K. Korver misses 3-pt shot from 24 ft,,68-82,,
9:02.0,Offensive rebound by L. James,,68-82,,
8:59.0,J. Green misses 3-pt shot from 23 ft,,68-82,,
8:59.0,Offensive rebound by L. James,,68-82,,
8:55.0,K. Korver misses 3-pt shot from 25 ft,,68-82,,
8:55.0,,,68-82,,Defensive rebound by C. Lee
8:44.0,,,68-82,,Turnover by T. Hardaway (out of bounds lost ball)
8:33.0,Turnover by J. Green (lost ball; steal by C. Lee),,68-82,,
8:24.0,,,68-82,,T. Hardaway misses 3-pt shot from 26 ft
8:22.0,Defensive rebound by C. Frye,,68-82,,
8:15.0,C. Frye makes 3-pt shot from 23 ft (assist by L. James),3,71-82,,
8:14.0,,,71-82,,New York full timeout
8:14.0,J. Smith enters the game for J. Green,,71-82,,
7:50.0,,,71-85,3,C. Lee makes 3-pt shot from 25 ft (assist by K. Porzingis)
7:34.0,,,71-85,,Personal foul by K. Porzingis (drawn by J. Smith)
7:29.0,K. Korver makes 3-pt shot from 25 ft (assist by L. James),3,74-85,,
7:06.0,,,74-87,2,J. Jack makes 2-pt shot from 11 ft
6:53.0,K. Korver makes 3-pt shot from 22 ft (assist by L. James),3,77-87,,
6:34.0,,,77-87,,K. Porzingis misses 2-pt shot from 15 ft (block by L. James)
6:32.0,Defensive rebound by D. Wade,,77-87,,
6:26.0,L. James misses 3-pt shot from 22 ft,,77-87,,
6:23.0,,,77-87,,Defensive rebound by E. Kanter
6:17.0,Personal foul by L. James (drawn by K. Porzingis),,77-87,,
6:03.0,,,77-87,,K. Porzingis misses 2-pt shot from 5 ft (block by L. James)
6:00.0,Defensive rebound by K. Korver,,77-87,,
5:58.0,L. James makes 2-pt shot from 2 ft,2,79-87,,
5:58.0,Shooting foul by J. Jack (drawn by L. James),,79-87,,
5:58.0,L. James makes free throw 1 of 1,1,80-87,,
5:44.0,,,80-87,,Turnover by J. Jack (bad pass; steal by C. Frye)
5:38.0,L. James misses 2-pt shot at rim,,80-87,,
5:37.0,Offensive rebound by D. Wade,,80-87,,
5:37.0,D. Wade misses 2-pt shot at rim,,80-87,,
5:36.0,Offensive rebound by L. James,,80-87,,
5:36.0,Shooting foul by C. Lee (drawn by L. James),,80-87,,
5:36.0,Cleveland full timeout,,80-87,,
5:36.0,,,80-87,,F. Ntilikina enters the game for J. Jack
5:36.0,L. James misses free throw 1 of 2,,80-87,,
5:36.0,Offensive rebound by Team,,80-87,,
5:36.0,L. James makes free throw 2 of 2,1,81-87,,
5:21.0,,,81-87,,K. Porzingis misses 3-pt shot from 25 ft
5:20.0,,,81-87,,Offensive rebound by E. Kanter
5:18.0,,,81-87,,T. Hardaway misses 3-pt shot from 26 ft
5:18.0,Defensive rebound by C. Frye,,81-87,,
5:04.0,D. Wade makes 2-pt shot at rim (assist by L. James),2,83-87,,
4:50.0,,,83-87,,T. Hardaway misses 2-pt shot from 2 ft (block by C. Frye)
4:49.0,,,83-87,,E. Kanter misses 2-pt shot from 1 ft
4:47.0,,,83-87,,Offensive rebound by E. Kanter
4:47.0,,,83-87,,Offensive rebound by E. Kanter
4:45.0,,,83-90,3,K. Porzingis makes 3-pt shot from 26 ft (assist by E. Kanter)
