time,Orlando,pts.away,score,pts.home,Atlanta
4:32.0,N. Vucevic misses 2-pt shot from 11 ft,,13-12,,
4:29.0,,,13-12,,Defensive rebound by M. Muscala
4:22.0,,,13-14,2,M. Plumlee makes 2-pt shot from 1 ft (assist by T. Waller-Prince)
4:04.0,D. Augustin misses 2-pt shot from 9 ft,,13-14,,
4:00.0,Offensive rebound by D. Augustin,,13-14,,
3:52.0,M. Hezonja misses 3-pt shot from 24 ft,,13-14,,
3:50.0,,,13-14,,Defensive rebound by Team
3:50.0,,,13-14,,J. Magette enters the game for I. Taylor
3:36.0,,,13-14,,Turnover by T. Waller-Prince (bad pass; steal by N. Vucevic)
3:32.0,D. Augustin misses 3-pt shot from 24 ft,,13-14,,
3:26.0,Offensive rebound by D. Augustin,,13-14,,
3:25.0,N. Vucevic makes 2-pt shot from 11 ft (assist by D. Augustin),2,15-14,,
3:03.0,,,15-14,,Turnover by M. Muscala (bad pass; steal by A. Gordon)
2:45.0,Turnover by M. Hezonja (traveling),,15-14,,
2:45.0,,,15-14,,D. Bembry enters the game for T. Waller-Prince
2:45.0,S. Mack enters the game for W. Iwundu,,15-14,,
2:35.0,,,15-16,2,J. Magette makes 2-pt shot from 6 ft (assist by T. Dorsey)
2:24.0,A. Gordon makes 3-pt shot from 25 ft (assist by N. Vucevic),3,18-16,,
1:57.0,,,18-16,,Turnover by J. Magette (bad pass; steal by N. Vucevic)
1:48.0,S. Mack misses 3-pt shot from 25 ft,,18-16,,
1:43.0,,,18-16,,Defensive rebound by M. Plumlee
1:35.0,,,18-16,,T. Dorsey misses 3-pt shot from 24 ft
1:32.0,Defensive rebound by N. Vucevic,,18-16,,
1:18.0,N. Vucevic misses 2-pt shot from 12 ft,,18-16,,
1:15.0,,,18-16,,Defensive rebound by D. Bembry
1:03.0,,,18-16,,D. Bembry misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by Team,,18-16,,
1:02.0,B. Biyombo enters the game for N. Vucevic,,18-16,,
0:49.0,A. Gordon misses 2-pt shot from 17 ft,,18-16,,
0:46.0,,,18-16,,Defensive rebound by J. Magette
0:42.0,,,18-19,3,M. Muscala makes 3-pt shot from 22 ft (assist by D. Bembry)
0:27.0,B. Biyombo misses 2-pt shot from 17 ft,,18-19,,
0:25.0,,,18-19,,Defensive rebound by M. Muscala
0:07.0,Personal take foul by B. Biyombo (drawn by J. Magette),,18-19,,
0:03.0,,,18-21,2,T. Dorsey makes 2-pt shot from 1 ft (assist by J. Magette)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,18-23,2,M. Plumlee makes 2-pt shot at rim (assist by J. Magette)
11:23.0,M. Hezonja misses 2-pt shot from 15 ft,,18-23,,
11:21.0,,,18-23,,Defensive rebound by M. Plumlee
11:10.0,,,18-25,2,D. Bembry makes 2-pt shot from 12 ft (assist by M. Plumlee)
10:59.0,M. Hezonja makes 2-pt shot from 3 ft (assist by S. Mack),2,20-25,,
10:58.0,,,20-25,,Atlanta full timeout
10:58.0,,,20-25,,D. Dedmon enters the game for D. Bembry
10:48.0,,,20-25,,Turnover by Team (turnover)
10:28.0,S. Mack misses 2-pt shot from 12 ft,,20-25,,
10:25.0,,,20-25,,Defensive rebound by D. Dedmon
10:14.0,,,20-25,,J. Magette misses 3-pt shot from 25 ft
10:10.0,Defensive rebound by B. Biyombo,,20-25,,
10:02.0,S. Mack makes 2-pt shot from 13 ft,2,22-25,,
9:45.0,,,22-27,2,M. Plumlee makes 2-pt shot from 15 ft (assist by T. Dorsey)
9:39.0,,,22-27,,Personal foul by J. Magette (drawn by S. Mack)
9:39.0,,,22-27,,J. Collins enters the game for M. Plumlee
9:24.0,M. Hezonja misses 2-pt shot from 20 ft,,22-27,,
9:19.0,,,22-27,,Defensive rebound by J. Magette
9:06.0,,,22-29,2,M. Muscala makes 2-pt shot from 1 ft (assist by J. Collins)
8:55.0,B. Biyombo misses 2-pt shot from 8 ft,,22-29,,
8:52.0,,,22-29,,Defensive rebound by M. Muscala
8:44.0,,,22-29,,Turnover by J. Magette (bad pass)
8:35.0,R. Purvis misses 3-pt shot from 22 ft,,22-29,,
8:32.0,,,22-29,,Defensive rebound by M. Muscala
8:24.0,,,22-32,3,M. Muscala makes 3-pt shot from 25 ft (assist by J. Magette)
8:14.0,S. Mack misses 3-pt shot from 24 ft,,22-32,,
8:10.0,,,22-32,,Defensive rebound by J. Collins
8:05.0,,,22-35,3,T. Dorsey makes 3-pt shot from 24 ft
8:03.0,Orlando full timeout,,22-35,,
8:03.0,,,22-35,,I. Taylor enters the game for J. Magette
7:45.0,M. Hezonja makes 3-pt shot from 25 ft (assist by S. Mack),3,25-35,,
7:32.0,,,25-37,2,T. Dorsey makes 2-pt shot from 17 ft (assist by I. Taylor)
7:14.0,K. Birch misses 2-pt shot from 1 ft (block by J. Collins),,25-37,,
7:12.0,Offensive rebound by B. Biyombo,,25-37,,
7:12.0,B. Biyombo makes 2-pt shot from 2 ft,2,27-37,,
6:58.0,,,27-40,3,D. Dedmon makes 3-pt shot from 25 ft (assist by I. Taylor)
6:35.0,B. Biyombo makes 2-pt shot from 14 ft (assist by S. Mack),2,29-40,,
6:12.0,,,29-42,2,J. Collins makes 2-pt shot from 3 ft (assist by I. Taylor)
5:55.0,B. Biyombo makes 2-pt shot from 1 ft (assist by R. Purvis),2,31-42,,
5:38.0,,,31-44,2,T. Dorsey makes 2-pt shot from 22 ft (assist by M. Muscala)
5:25.0,M. Hezonja makes 3-pt shot from 25 ft (assist by K. Birch),3,34-44,,
5:11.0,Personal foul by K. Birch (drawn by J. Collins),,34-44,,
5:11.0,,,34-44,,D. Bembry enters the game for T. Dorsey
5:11.0,,,34-44,,T. Waller-Prince enters the game for M. Muscala
5:11.0,A. Gordon enters the game for B. Biyombo,,34-44,,
5:11.0,N. Vucevic enters the game for R. Purvis,,34-44,,
5:11.0,D. Augustin enters the game for K. Birch,,34-44,,
5:06.0,,,34-47,3,D. Dedmon makes 3-pt shot from 25 ft (assist by I. Taylor)
5:03.0,Orlando full timeout,,34-47,,
5:03.0,W. Iwundu enters the game for S. Mack,,34-47,,
5:03.0,J. Isaac enters the game for M. Hezonja,,34-47,,
4:41.0,D. Augustin makes 2-pt shot from 18 ft,2,36-47,,
4:23.0,,,36-47,,J. Collins misses 3-pt shot from 22 ft
4:21.0,,,36-47,,Offensive rebound by D. Dedmon
4:19.0,,,36-49,2,D. Dedmon makes 2-pt shot from 2 ft
3:59.0,J. Isaac misses 2-pt shot from 16 ft,,36-49,,
3:57.0,Offensive rebound by Team,,36-49,,
3:47.0,N. Vucevic misses 2-pt shot from 18 ft,,36-49,,
3:44.0,,,36-49,,Defensive rebound by T. Waller-Prince
3:40.0,,,36-51,2,D. Bembry makes 2-pt shot at rim (assist by T. Waller-Prince)
3:27.0,J. Isaac misses 2-pt shot from 13 ft,,36-51,,
3:27.0,Offensive rebound by N. Vucevic,,36-51,,
3:19.0,N. Vucevic misses 2-pt shot at rim,,36-51,,
3:19.0,,,36-51,,Defensive rebound by D. Dedmon
3:08.0,,,36-51,,I. Taylor misses 2-pt shot from 22 ft
3:05.0,Defensive rebound by N. Vucevic,,36-51,,
2:58.0,Shooting foul by T. Waller-Prince (drawn by N. Vucevic),,36-51,,
2:58.0,N. Vucevic makes free throw 1 of 2,1,37-51,,
2:58.0,,,37-51,,J. Magette enters the game for D. Dedmon
2:58.0,,,37-51,,D. Lee enters the game for I. Taylor
2:58.0,N. Vucevic makes free throw 2 of 2,1,38-51,,
2:43.0,,,38-51,,D. Lee misses 3-pt shot from 22 ft
2:41.0,Defensive rebound by A. Gordon,,38-51,,
2:25.0,D. Augustin makes 2-pt shot from 1 ft,2,40-51,,
1:58.0,,,40-53,2,D. Lee makes 2-pt shot from 15 ft (assist by D. Bembry)
1:46.0,,,40-53,,M. Muscala enters the game for D. Bembry
1:33.0,J. Isaac makes 3-pt shot from 23 ft (assist by N. Vucevic),3,43-53,,
1:18.0,,,43-53,,M. Muscala misses 3-pt shot from 25 ft
1:15.0,Defensive rebound by J. Isaac,,43-53,,
1:06.0,W. Iwundu misses 2-pt shot from 1 ft,,43-53,,
1:03.0,Offensive rebound by W. Iwundu,,43-53,,
1:02.0,J. Isaac misses 3-pt shot from 22 ft,,43-53,,
1:00.0,,,43-53,,Defensive rebound by J. Collins
0:52.0,,,43-56,3,J. Magette makes 3-pt shot from 25 ft (assist by T. Waller-Prince)
0:37.0,Turnover by W. Iwundu (traveling),,43-56,,
0:34.0,,,43-56,,J. Magette misses 3-pt shot from 26 ft
0:31.0,Defensive rebound by A. Gordon,,43-56,,
0:12.0,Offensive charge foul by A. Gordon (drawn by T. Waller-Prince),,43-56,,
0:12.0,Turnover by A. Gordon (offensive foul),,43-56,,
0:01.0,,,43-56,,M. Muscala misses 3-pt shot from 23 ft
0:01.0,,,43-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,43-56,,D. Lee misses 3-pt shot from 25 ft
11:44.0,Defensive rebound by A. Gordon,,43-56,,
11:28.0,A. Gordon makes 2-pt shot from 21 ft (assist by D. Augustin),2,45-56,,
11:11.0,,,45-56,,T. Waller-Prince misses 2-pt shot from 2 ft
11:11.0,Defensive rebound by Team,,45-56,,
11:00.0,A. Gordon makes 3-pt shot from 25 ft (assist by N. Vucevic),3,48-56,,
10:38.0,,,48-56,,D. Dedmon misses 2-pt shot from 14 ft
10:35.0,Defensive rebound by D. Augustin,,48-56,,
10:32.0,,,48-56,,Personal foul by T. Waller-Prince (drawn by A. Gordon)
10:19.0,W. Iwundu misses 2-pt shot from 19 ft,,48-56,,
10:16.0,,,48-56,,Defensive rebound by D. Lee
10:05.0,,,48-58,2,I. Taylor makes 2-pt shot from 1 ft (assist by D. Lee)
9:53.0,,,48-58,,Personal foul by I. Taylor (drawn by D. Augustin)
9:39.0,J. Isaac makes 3-pt shot from 24 ft (assist by W. Iwundu),3,51-58,,
9:18.0,,,51-58,,I. Taylor misses 3-pt shot from 25 ft
9:15.0,Defensive rebound by N. Vucevic,,51-58,,
9:09.0,J. Isaac makes 2-pt shot at rim (assist by A. Gordon),2,53-58,,
9:09.0,,,53-58,,Atlanta full timeout
8:49.0,,,53-58,,D. Dedmon misses 2-pt shot at rim
8:46.0,Defensive rebound by N. Vucevic,,53-58,,
8:41.0,,,53-58,,Personal foul by I. Taylor (drawn by D. Augustin)
8:26.0,A. Gordon misses 2-pt shot from 11 ft,,53-58,,
8:23.0,,,53-58,,Defensive rebound by J. Collins
8:16.0,,,53-58,,Turnover by T. Waller-Prince (out of bounds lost ball)
7:59.0,N. Vucevic misses 3-pt shot from 25 ft,,53-58,,
7:55.0,,,53-58,,Defensive rebound by J. Collins
7:45.0,,,53-58,,D. Dedmon misses 3-pt shot from 23 ft
7:42.0,Defensive rebound by J. Isaac,,53-58,,
7:37.0,D. Augustin makes 2-pt shot from 20 ft,2,55-58,,
7:22.0,,,55-61,3,D. Dedmon makes 3-pt shot from 22 ft (assist by T. Waller-Prince)
7:10.0,,,55-61,,M. Muscala enters the game for T. Waller-Prince
7:10.0,M. Hezonja enters the game for J. Isaac,,55-61,,
7:05.0,W. Iwundu misses 2-pt shot from 1 ft,,55-61,,
6:59.0,Offensive rebound by M. Hezonja,,55-61,,
6:55.0,A. Gordon misses 3-pt shot from 22 ft,,55-61,,
6:51.0,,,55-61,,Defensive rebound by J. Collins
6:37.0,,,55-61,,Turnover by D. Lee (step out of bounds)
6:24.0,N. Vucevic misses 2-pt shot from 5 ft,,55-61,,
6:20.0,,,55-61,,Defensive rebound by D. Dedmon
6:13.0,,,55-61,,I. Taylor misses 2-pt shot from 2 ft (block by N. Vucevic)
6:13.0,,,55-61,,Offensive rebound by Team
6:06.0,Personal foul by N. Vucevic (drawn by I. Taylor),,55-61,,
6:02.0,Personal foul by N. Vucevic (drawn by J. Collins),,55-61,,
5:53.0,,,55-61,,D. Dedmon misses 2-pt shot from 6 ft
5:49.0,Defensive rebound by A. Gordon,,55-61,,
5:36.0,M. Hezonja misses 3-pt shot from 24 ft,,55-61,,
5:32.0,Offensive rebound by Team,,55-61,,
5:32.0,,,55-61,,T. Dorsey enters the game for D. Dedmon
5:22.0,N. Vucevic misses 2-pt shot from 20 ft,,55-61,,
5:19.0,,,55-61,,Defensive rebound by M. Muscala
5:05.0,,,55-61,,J. Collins misses 2-pt shot from 6 ft (block by N. Vucevic)
5:01.0,Defensive rebound by N. Vucevic,,55-61,,
5:00.0,D. Augustin makes 2-pt shot from 1 ft (assist by A. Gordon),2,57-61,,
4:40.0,,,57-63,2,J. Collins makes 2-pt shot from 18 ft
4:18.0,N. Vucevic misses 2-pt shot from 8 ft,,57-63,,
4:15.0,,,57-63,,Defensive rebound by J. Collins
4:07.0,,,57-63,,D. Lee misses 2-pt shot from 11 ft
4:03.0,Defensive rebound by N. Vucevic,,57-63,,
3:55.0,N. Vucevic misses 2-pt shot from 2 ft,,57-63,,
3:52.0,,,57-63,,Defensive rebound by M. Muscala
3:45.0,,,57-63,,Turnover by T. Dorsey (lost ball; steal by M. Hezonja)
3:45.0,,,57-63,,Personal foul by T. Dorsey (drawn by M. Hezonja)
3:45.0,,,57-63,,J. Magette enters the game for D. Lee
3:45.0,,,57-63,,M. Plumlee enters the game for J. Collins
3:45.0,,,57-63,,D. Bembry enters the game for I. Taylor
3:45.0,S. Mack enters the game for W. Iwundu,,57-63,,
3:33.0,Shooting foul by D. Bembry (drawn by M. Hezonja),,57-63,,
3:33.0,M. Hezonja makes free throw 1 of 2,1,58-63,,
3:33.0,M. Hezonja misses free throw 2 of 2,,58-63,,
3:31.0,,,58-63,,Defensive rebound by M. Plumlee
3:16.0,,,58-63,,M. Muscala misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by M. Hezonja,,58-63,,
3:09.0,,,58-63,,Personal foul by T. Dorsey (drawn by D. Augustin)
3:09.0,D. Augustin makes free throw 1 of 2,1,59-63,,
3:09.0,B. Biyombo enters the game for N. Vucevic,,59-63,,
3:09.0,D. Augustin makes free throw 2 of 2,1,60-63,,
2:55.0,,,60-65,2,T. Dorsey makes 2-pt shot from 11 ft (assist by M. Muscala)
2:42.0,D. Augustin makes 2-pt shot from 1 ft,2,62-65,,
2:18.0,,,62-65,,J. Magette misses 3-pt shot from 25 ft
2:18.0,,,62-65,,Offensive rebound by M. Muscala
2:17.0,,,62-67,2,M. Muscala makes 2-pt shot from 3 ft
2:03.0,D. Augustin misses 3-pt shot from 24 ft,,62-67,,
2:03.0,,,62-67,,Defensive rebound by D. Bembry
1:54.0,,,62-67,,M. Muscala misses 3-pt shot from 23 ft
1:51.0,Defensive rebound by D. Augustin,,62-67,,
1:47.0,M. Hezonja misses 3-pt shot from 26 ft,,62-67,,
1:47.0,,,62-67,,Defensive rebound by M. Muscala
1:38.0,Personal foul by D. Augustin (drawn by T. Dorsey),,62-67,,
1:38.0,Orlando full timeout,,62-67,,
1:38.0,,,62-67,,T. Waller-Prince enters the game for M. Muscala
1:27.0,,,62-67,,M. Plumlee misses 2-pt shot from 1 ft (block by A. Gordon)
1:23.0,Defensive rebound by B. Biyombo,,62-67,,
1:22.0,M. Hezonja makes 2-pt shot from 1 ft (assist by D. Augustin),2,64-67,,
1:22.0,,,64-67,,Violation by M. Plumlee (def goaltending)
1:10.0,,,64-69,2,M. Plumlee makes 2-pt shot from 1 ft (assist by J. Magette)
0:45.0,M. Hezonja misses 3-pt shot from 22 ft,,64-69,,
0:45.0,Offensive rebound by S. Mack,,64-69,,
0:43.0,S. Mack misses 2-pt shot from 7 ft,,64-69,,
0:40.0,Offensive rebound by B. Biyombo,,64-69,,
0:40.0,B. Biyombo misses 2-pt shot at rim,,64-69,,
0:38.0,Offensive rebound by B. Biyombo,,64-69,,
0:38.0,Orlando full timeout,,64-69,,
0:27.0,B. Biyombo misses 2-pt shot from 1 ft,,64-69,,
0:24.0,,,64-69,,Defensive rebound by M. Plumlee
0:03.0,,,64-69,,Turnover by T. Dorsey (out of bounds lost ball)
0:00.0,A. Gordon misses 2-pt shot from 22 ft,,64-69,,
0:00.0,Offensive rebound by Team,,64-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,W. Iwundu makes 3-pt shot from 22 ft (assist by S. Mack),3,67-69,,
11:27.0,,,67-72,3,M. Muscala makes 3-pt shot from 23 ft (assist by T. Waller-Prince)
11:14.0,M. Hezonja misses 3-pt shot from 25 ft,,67-72,,
11:11.0,,,67-72,,Defensive rebound by M. Muscala
10:47.0,,,67-72,,M. Muscala misses 3-pt shot from 26 ft
10:44.0,,,67-72,,Offensive rebound by M. Plumlee
10:43.0,,,67-72,,J. Magette misses 2-pt shot from 4 ft (block by M. Hezonja)
10:43.0,,,67-72,,Offensive rebound by Team
10:41.0,,,67-72,,M. Muscala misses 3-pt shot from 26 ft
10:39.0,Defensive rebound by Team,,67-72,,
10:39.0,,,67-72,,Loose ball foul by D. Dedmon (drawn by W. Iwundu)
10:31.0,S. Mack misses 3-pt shot from 25 ft,,67-72,,
10:21.0,,,67-72,,Defensive rebound by M. Plumlee
10:13.0,Personal foul by R. Purvis (drawn by T. Waller-Prince),,67-72,,
10:03.0,,,67-74,2,T. Waller-Prince makes 2-pt shot from 14 ft (assist by J. Magette)
9:37.0,R. Purvis misses 3-pt shot from 23 ft,,67-74,,
9:36.0,,,67-74,,Defensive rebound by Team
9:22.0,,,67-74,,D. Dedmon misses 3-pt shot from 25 ft
9:19.0,Defensive rebound by Team,,67-74,,
9:08.0,W. Iwundu misses 3-pt shot from 23 ft,,67-74,,
9:05.0,,,67-74,,Defensive rebound by M. Muscala
9:01.0,,,67-76,2,D. Dedmon makes 2-pt shot from 1 ft (assist by T. Waller-Prince)
8:50.0,S. Mack makes 2-pt shot from 21 ft,2,69-76,,
8:35.0,,,69-76,,Turnover by T. Waller-Prince (bad pass; steal by M. Hezonja)
8:24.0,W. Iwundu makes 2-pt shot from 13 ft,2,71-76,,
8:11.0,,,71-79,3,T. Waller-Prince makes 3-pt shot from 25 ft (assist by D. Dedmon)
7:55.0,M. Hezonja makes 3-pt shot from 25 ft (assist by S. Mack),3,74-79,,
7:41.0,,,74-79,,T. Waller-Prince misses 3-pt shot from 24 ft
7:40.0,Defensive rebound by Team,,74-79,,
7:40.0,,,74-79,,Loose ball foul by M. Plumlee (drawn by W. Iwundu)
7:40.0,,,74-79,,J. Collins enters the game for J. Magette
7:40.0,,,74-79,,I. Taylor enters the game for M. Plumlee
7:40.0,A. Gordon enters the game for R. Purvis,,74-79,,
7:40.0,D. Augustin enters the game for S. Mack,,74-79,,
7:32.0,D. Augustin makes 3-pt shot from 24 ft,3,77-79,,
7:13.0,,,77-81,2,I. Taylor makes 2-pt shot from 11 ft (assist by M. Muscala)
7:03.0,A. Gordon misses 3-pt shot from 23 ft,,77-81,,
6:58.0,,,77-81,,Defensive rebound by D. Dedmon
6:43.0,,,77-81,,Turnover by T. Waller-Prince (bad pass; steal by M. Hezonja)
6:34.0,B. Biyombo misses 2-pt shot from 2 ft (block by J. Collins),,77-81,,
6:31.0,,,77-81,,Defensive rebound by T. Waller-Prince
6:17.0,,,77-83,2,I. Taylor makes 2-pt shot at rim
6:15.0,Orlando full timeout,,77-83,,
6:15.0,,,77-83,,D. Lee enters the game for T. Waller-Prince
6:15.0,,,77-83,,D. Bembry enters the game for M. Muscala
6:15.0,S. Mack enters the game for B. Biyombo,,77-83,,
6:15.0,N. Vucevic enters the game for W. Iwundu,,77-83,,
6:06.0,Turnover by A. Gordon (traveling),,77-83,,
5:55.0,Personal foul by D. Augustin (drawn by J. Collins),,77-83,,
5:49.0,,,77-83,,I. Taylor misses 2-pt shot from 2 ft
5:46.0,,,77-83,,Offensive rebound by I. Taylor
5:40.0,Jump ball: D. Dedmon vs. M. Hezonja (J. Collins gains possession),,,,Jump ball: D. Dedmon vs. M. Hezonja (J. Collins gains possession)
5:39.0,,,77-83,,J. Collins misses 3-pt shot from 23 ft
5:37.0,Defensive rebound by D. Augustin,,77-83,,
5:33.0,S. Mack misses 3-pt shot from 22 ft,,77-83,,
5:29.0,,,77-83,,Defensive rebound by D. Bembry
5:25.0,,,77-85,2,D. Lee makes 2-pt shot from 8 ft (assist by D. Bembry)
5:25.0,Violation by A. Gordon (def goaltending),,77-85,,
5:11.0,N. Vucevic misses 2-pt shot from 2 ft,,77-85,,
5:05.0,Offensive rebound by N. Vucevic,,77-85,,
5:05.0,N. Vucevic makes 2-pt shot at rim,2,79-85,,
4:59.0,,,79-85,,Turnover by D. Bembry (traveling)
4:42.0,N. Vucevic misses 2-pt shot from 2 ft,,79-85,,
4:39.0,,,79-85,,Defensive rebound by D. Dedmon
4:23.0,,,79-87,2,D. Dedmon makes 2-pt shot from 6 ft
4:14.0,,,79-87,,Personal foul by D. Bembry (drawn by D. Augustin)
4:09.0,D. Augustin makes 2-pt shot from 15 ft,2,81-87,,
4:09.0,Shooting foul by D. Bembry (drawn by D. Augustin),,81-87,,
4:09.0,D. Augustin makes free throw 1 of 1,1,82-87,,
3:55.0,,,82-87,,I. Taylor misses 2-pt shot at rim
3:51.0,Defensive rebound by N. Vucevic,,82-87,,
3:41.0,D. Augustin misses 3-pt shot from 25 ft,,82-87,,
3:37.0,,,82-87,,Defensive rebound by D. Lee
3:27.0,,,82-87,,D. Lee misses 2-pt shot from 17 ft (block by N. Vucevic)
3:24.0,Defensive rebound by N. Vucevic,,82-87,,
3:17.0,N. Vucevic misses 3-pt shot from 25 ft,,82-87,,
3:14.0,,,82-87,,Defensive rebound by I. Taylor
3:10.0,,,82-87,,Atlanta full timeout
3:10.0,,,82-87,,T. Dorsey enters the game for D. Bembry
3:10.0,J. Isaac enters the game for M. Hezonja,,82-87,,
3:01.0,,,82-89,2,J. Collins makes 2-pt shot from 12 ft (assist by D. Lee)
2:41.0,A. Gordon misses 3-pt shot from 26 ft,,82-89,,
2:38.0,,,82-89,,Defensive rebound by D. Dedmon
2:21.0,,,82-89,,J. Collins misses 3-pt shot from 23 ft
2:18.0,Defensive rebound by N. Vucevic,,82-89,,
2:16.0,Shooting foul by T. Dorsey (drawn by S. Mack),,82-89,,
2:16.0,S. Mack makes free throw 1 of 2,1,83-89,,
2:16.0,S. Mack makes free throw 2 of 2,1,84-89,,
2:00.0,,,84-92,3,T. Dorsey makes 3-pt shot from 25 ft (assist by I. Taylor)
1:42.0,N. Vucevic misses 2-pt shot from 5 ft (block by D. Dedmon),,84-92,,
1:39.0,,,84-92,,Defensive rebound by D. Lee
1:30.0,,,84-94,2,T. Dorsey makes 2-pt shot at rim
1:16.0,J. Isaac misses 3-pt shot from 23 ft,,84-94,,
1:13.0,,,84-94,,Defensive rebound by D. Dedmon
