time,Boston,pts.away,score,pts.home,Charlotte
6:16.0,Defensive rebound by A. Horford,,15-6,,
6:05.0,K. Irving misses 3-pt shot from 30 ft,,15-6,,
6:00.0,Offensive rebound by A. Baynes,,15-6,,
5:59.0,A. Baynes misses 2-pt shot from 3 ft,,15-6,,
5:55.0,,,15-6,,Defensive rebound by D. Howard
5:52.0,,,15-6,,M. Kidd-Gilchrist misses 2-pt shot from 13 ft
5:52.0,Defensive rebound by A. Baynes,,15-6,,
5:46.0,Shooting foul by D. Howard (drawn by J. Tatum),,15-6,,
5:46.0,J. Tatum makes free throw 1 of 2,1,16-6,,
5:46.0,G. Yabusele enters the game for A. Horford,,16-6,,
5:46.0,T. Rozier enters the game for M. Smart,,16-6,,
5:46.0,J. Tatum makes free throw 2 of 2,1,17-6,,
5:31.0,,,17-6,,Turnover by K. Walker (lost ball; steal by T. Rozier)
5:25.0,T. Rozier makes 2-pt shot at rim,2,19-6,,
5:17.0,,,19-6,,D. Howard misses 2-pt shot from 3 ft
5:17.0,,,19-6,,Offensive rebound by M. Williams
5:12.0,,,19-8,2,M. Williams makes 2-pt shot at rim
5:02.0,Offensive foul by G. Yabusele (drawn by M. Kidd-Gilchrist),,19-8,,
5:02.0,Turnover by G. Yabusele (offensive foul),,19-8,,
5:02.0,,,19-8,,F. Kaminsky enters the game for M. Williams
4:52.0,,,19-10,2,N. Batum makes 2-pt shot from 19 ft (assist by D. Howard)
4:34.0,G. Yabusele makes 3-pt shot from 26 ft (assist by K. Irving),3,22-10,,
4:21.0,,,22-10,,K. Walker misses 2-pt shot from 1 ft
4:19.0,Defensive rebound by A. Baynes,,22-10,,
4:14.0,K. Irving misses 2-pt shot from 2 ft (block by M. Kidd-Gilchrist),,22-10,,
4:10.0,,,22-10,,Defensive rebound by D. Howard
4:10.0,,,22-10,,Turnover by K. Walker (turnover)
3:48.0,Turnover by T. Rozier (lost ball; steal by D. Howard),,22-10,,
3:29.0,,,22-10,,F. Kaminsky misses 3-pt shot from 25 ft
3:27.0,,,22-10,,Offensive rebound by D. Howard
3:25.0,,,22-10,,F. Kaminsky misses 3-pt shot from 23 ft
3:24.0,,,22-10,,Offensive rebound by Team
3:24.0,,,22-10,,Turnover by Team (shot clock)
3:24.0,,,22-10,,T. Graham enters the game for M. Kidd-Gilchrist
3:24.0,,,22-10,,M. Carter-Williams enters the game for K. Walker
3:13.0,K. Irving misses 2-pt shot from 15 ft,,22-10,,
3:10.0,,,22-10,,Defensive rebound by D. Howard
3:01.0,,,22-10,,Turnover by D. Howard (step out of bounds)
3:01.0,Boston full timeout,,22-10,,
3:01.0,,,22-10,,J. Lamb enters the game for N. Batum
3:01.0,,,22-10,,J. O'Bryant enters the game for D. Howard
2:42.0,T. Rozier misses 3-pt shot from 24 ft,,22-10,,
2:39.0,,,22-10,,Defensive rebound by T. Graham
2:31.0,,,22-10,,M. Carter-Williams misses 2-pt shot at rim
2:28.0,Defensive rebound by G. Yabusele,,22-10,,
2:21.0,J. Tatum makes 2-pt shot at rim,2,24-10,,
2:04.0,,,24-10,,Shooting foul by G. Yabusele (drawn by F. Kaminsky)
2:04.0,,,24-11,1,F. Kaminsky makes free throw 1 of 2
2:04.0,D. Theis enters the game for A. Baynes,,24-11,,
2:04.0,,,24-12,1,F. Kaminsky makes free throw 2 of 2
1:45.0,J. Tatum makes 2-pt shot from 2 ft (assist by G. Yabusele),2,26-12,,
1:30.0,,,26-14,2,J. O'Bryant makes 2-pt shot from 21 ft (assist by M. Carter-Williams)
1:07.0,Turnover by D. Theis (turnover),,26-14,,
1:07.0,S. Larkin enters the game for K. Irving,,26-14,,
0:50.0,,,26-14,,T. Graham misses 2-pt shot from 16 ft
0:45.0,,,26-14,,Offensive rebound by M. Carter-Williams
0:45.0,,,26-14,,M. Carter-Williams misses 2-pt shot at rim
0:45.0,,,26-14,,Offensive rebound by M. Carter-Williams
0:44.0,,,26-14,,M. Carter-Williams misses 2-pt shot at rim
0:36.0,Defensive rebound by G. Yabusele,,26-14,,
0:26.0,J. Tatum makes 2-pt shot from 11 ft,2,28-14,,
0:03.0,,,28-14,,J. O'Bryant misses 2-pt shot from 8 ft
0:03.0,,,28-14,,Offensive rebound by F. Kaminsky
0:00.0,,,28-16,2,F. Kaminsky makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,28-18,2,J. Lamb makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
11:33.0,,,28-18,,Personal foul by T. Graham (drawn by M. Smart)
11:24.0,Turnover by D. Theis (bad pass; steal by T. Graham),,28-18,,
11:16.0,,,28-18,,M. Carter-Williams misses 2-pt shot from 4 ft
11:12.0,,,28-18,,Offensive rebound by J. O'Bryant
11:08.0,,,28-18,,F. Kaminsky misses 3-pt shot from 25 ft
11:08.0,Defensive rebound by T. Rozier,,28-18,,
11:00.0,T. Rozier misses 3-pt shot from 25 ft,,28-18,,
10:57.0,,,28-18,,Defensive rebound by T. Graham
10:54.0,Personal foul by T. Rozier (drawn by J. Lamb),,28-18,,
10:44.0,,,28-20,2,J. Lamb makes 2-pt shot from 11 ft
10:25.0,S. Larkin makes 3-pt shot from 23 ft (assist by T. Rozier),3,31-20,,
10:06.0,,,31-20,,F. Kaminsky misses 2-pt shot from 6 ft (block by D. Theis)
10:02.0,Defensive rebound by S. Larkin,,31-20,,
9:57.0,S. Larkin makes 3-pt shot from 26 ft (assist by T. Rozier),3,34-20,,
9:42.0,,,34-20,,M. Carter-Williams misses 2-pt shot from 14 ft
9:40.0,Defensive rebound by D. Theis,,34-20,,
9:35.0,Shooting foul by F. Kaminsky (drawn by T. Rozier),,34-20,,
9:35.0,T. Rozier makes free throw 1 of 2,1,35-20,,
9:35.0,T. Rozier makes free throw 2 of 2,1,36-20,,
9:26.0,Violation by T. Rozier (kicked ball),,36-20,,
9:10.0,,,36-20,,T. Graham misses 2-pt shot from 4 ft
9:05.0,,,36-20,,Offensive rebound by F. Kaminsky
9:05.0,,,36-22,2,F. Kaminsky makes 2-pt shot at rim
8:57.0,A. Horford makes 3-pt shot from 25 ft (assist by S. Larkin),3,39-22,,
8:54.0,,,39-22,,Charlotte full timeout
8:54.0,,,39-22,,N. Batum enters the game for M. Carter-Williams
8:54.0,,,39-22,,K. Walker enters the game for T. Graham
8:30.0,,,39-22,,K. Walker misses 3-pt shot from 24 ft
8:27.0,Defensive rebound by T. Rozier,,39-22,,
8:09.0,Turnover by S. Larkin (out of bounds lost ball),,39-22,,
7:54.0,,,39-24,2,J. O'Bryant makes 2-pt shot from 17 ft (assist by K. Walker)
7:36.0,T. Rozier makes 3-pt shot from 24 ft (assist by A. Horford),3,42-24,,
7:19.0,,,42-24,,Turnover by K. Walker (bad pass; steal by A. Horford)
7:14.0,D. Theis misses 2-pt shot from 2 ft,,42-24,,
7:12.0,,,42-24,,Defensive rebound by F. Kaminsky
7:10.0,,,42-24,,Shooting foul by A. Horford (drawn by F. Kaminsky)
7:10.0,,,42-24,,F. Kaminsky misses free throw 1 of 2
7:10.0,,,42-24,,Offensive rebound by Team
7:10.0,,,42-25,1,F. Kaminsky makes free throw 2 of 2
6:52.0,Shooting foul by J. Lamb (drawn by D. Theis),,42-25,,
6:52.0,D. Theis makes free throw 1 of 2,1,43-25,,
6:52.0,,,43-25,,M. Williams enters the game for J. Lamb
6:52.0,,,43-25,,D. Howard enters the game for J. O'Bryant
6:52.0,,,43-25,,M. Kidd-Gilchrist enters the game for F. Kaminsky
6:52.0,D. Theis makes free throw 2 of 2,1,44-25,,
6:37.0,,,44-27,2,M. Kidd-Gilchrist makes 2-pt shot from 17 ft
6:15.0,M. Smart makes 2-pt shot from 22 ft,2,46-27,,
6:00.0,,,46-27,,M. Kidd-Gilchrist misses 2-pt shot from 9 ft
5:57.0,Defensive rebound by A. Horford,,46-27,,
5:48.0,Turnover by T. Rozier (bad pass; steal by N. Batum),,46-27,,
5:43.0,,,46-30,3,K. Walker makes 3-pt shot from 25 ft (assist by M. Kidd-Gilchrist)
5:26.0,M. Smart makes 3-pt shot from 26 ft (assist by T. Rozier),3,49-30,,
5:10.0,,,49-32,2,K. Walker makes 2-pt shot from 18 ft
4:53.0,S. Larkin makes 3-pt shot from 23 ft (assist by D. Theis),3,52-32,,
4:36.0,,,52-35,3,N. Batum makes 3-pt shot from 22 ft (assist by M. Kidd-Gilchrist)
4:22.0,Turnover by A. Horford (traveling),,52-35,,
4:22.0,K. Irving enters the game for T. Rozier,,52-35,,
4:22.0,A. Baynes enters the game for A. Horford,,52-35,,
4:12.0,,,52-38,3,K. Walker makes 3-pt shot from 27 ft (assist by N. Batum)
4:10.0,Boston full timeout,,52-38,,
4:10.0,J. Tatum enters the game for M. Smart,,52-38,,
3:56.0,K. Irving makes 3-pt shot from 27 ft,3,55-38,,
3:56.0,,,55-38,,Away from play foul by M. Kidd-Gilchrist (drawn by A. Baynes)
3:56.0,A. Baynes makes free throw 1 of 1,1,56-38,,
3:31.0,,,56-38,,K. Walker misses 2-pt shot from 12 ft
3:28.0,Defensive rebound by A. Baynes,,56-38,,
3:22.0,S. Larkin misses 2-pt shot from 18 ft,,56-38,,
3:22.0,,,56-38,,Defensive rebound by M. Williams
3:07.0,,,56-38,,M. Williams misses 3-pt shot from 28 ft
3:05.0,Defensive rebound by J. Tatum,,56-38,,
2:50.0,J. Tatum misses 2-pt shot from 17 ft,,56-38,,
2:46.0,,,56-38,,Defensive rebound by D. Howard
2:36.0,,,56-38,,K. Walker misses 2-pt shot from 18 ft
2:36.0,,,56-38,,Offensive rebound by D. Howard
2:30.0,,,56-38,,N. Batum misses 3-pt shot from 24 ft
2:30.0,,,56-38,,Offensive rebound by M. Williams
2:24.0,,,56-40,2,M. Williams makes 2-pt shot at rim
2:09.0,,,56-40,,Personal foul by D. Howard (drawn by K. Irving)
2:09.0,K. Irving makes free throw 1 of 2,1,57-40,,
2:09.0,M. Smart enters the game for S. Larkin,,57-40,,
2:09.0,K. Irving makes free throw 2 of 2,1,58-40,,
2:01.0,,,58-40,,Shooting foul by A. Baynes (drawn by D. Howard)
2:01.0,,,58-41,1,D. Howard makes free throw 1 of 2
2:01.0,A. Horford enters the game for D. Theis,,58-41,,
2:01.0,,,58-42,1,D. Howard makes free throw 2 of 2
1:48.0,M. Smart misses 3-pt shot from 26 ft,,58-42,,
1:44.0,,,58-42,,Defensive rebound by D. Howard
1:34.0,,,58-42,,D. Howard misses 2-pt shot from 18 ft
1:32.0,Defensive rebound by A. Horford,,58-42,,
1:22.0,A. Horford makes 2-pt shot from 1 ft (assist by A. Baynes),2,60-42,,
1:07.0,,,60-42,,N. Batum misses 2-pt shot from 19 ft
1:05.0,Defensive rebound by J. Tatum,,60-42,,
1:01.0,K. Irving misses 3-pt shot from 29 ft,,60-42,,
0:58.0,,,60-42,,Defensive rebound by D. Howard
0:49.0,,,60-42,,K. Walker misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by K. Irving,,60-42,,
0:43.0,J. Tatum misses 3-pt shot from 24 ft,,60-42,,
0:39.0,,,60-42,,Defensive rebound by M. Williams
0:28.0,,,60-44,2,M. Kidd-Gilchrist makes 2-pt shot from 11 ft
0:06.0,Offensive foul by J. Tatum (drawn by M. Kidd-Gilchrist),,60-44,,
0:06.0,Turnover by J. Tatum (offensive foul),,60-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,60-44,,Shooting foul by A. Baynes (drawn by K. Walker)
11:46.0,,,60-45,1,K. Walker makes free throw 1 of 2
11:46.0,,,60-46,1,K. Walker makes free throw 2 of 2
11:31.0,K. Irving misses 2-pt shot from 2 ft,,60-46,,
11:28.0,,,60-46,,Defensive rebound by M. Kidd-Gilchrist
11:19.0,,,60-46,,Shooting foul by J. Tatum (drawn by D. Howard)
11:19.0,,,60-47,1,D. Howard makes free throw 1 of 2
11:19.0,,,60-47,,D. Howard misses free throw 2 of 2
11:15.0,Defensive rebound by A. Horford,,60-47,,
11:06.0,,,60-47,,Personal foul by N. Batum (drawn by M. Smart)
10:57.0,K. Irving misses 2-pt shot from 20 ft,,60-47,,
10:53.0,,,60-47,,Defensive rebound by M. Williams
10:47.0,,,60-47,,D. Howard misses 2-pt shot from 7 ft
10:44.0,Defensive rebound by A. Horford,,60-47,,
10:40.0,,,60-47,,Personal foul by D. Howard (drawn by A. Baynes)
10:33.0,K. Irving makes 2-pt shot from 11 ft,2,62-47,,
10:20.0,,,62-50,3,K. Walker makes 3-pt shot from 25 ft
10:00.0,A. Horford makes 2-pt shot from 9 ft,2,64-50,,
9:43.0,,,64-52,2,D. Howard makes 2-pt shot from 1 ft (assist by K. Walker)
9:18.0,Turnover by Team (shot clock),,64-52,,
8:59.0,,,64-52,,D. Howard misses 2-pt shot from 2 ft (block by A. Baynes)
8:56.0,Defensive rebound by A. Baynes,,64-52,,
8:44.0,M. Smart misses 3-pt shot from 25 ft,,64-52,,
8:40.0,,,64-52,,Defensive rebound by D. Howard
8:32.0,,,64-55,3,M. Williams makes 3-pt shot from 27 ft (assist by K. Walker)
8:15.0,A. Baynes misses 2-pt shot from 7 ft,,64-55,,
8:12.0,Offensive rebound by A. Horford,,64-55,,
8:10.0,Turnover by A. Horford (bad pass; steal by N. Batum),,64-55,,
8:06.0,,,64-57,2,M. Williams makes 2-pt shot from 1 ft (assist by N. Batum)
8:06.0,Boston full timeout,,64-57,,
7:52.0,J. Tatum misses 2-pt shot from 6 ft (block by D. Howard),,64-57,,
7:52.0,Offensive rebound by Team,,64-57,,
7:44.0,M. Smart misses 2-pt shot from 8 ft,,64-57,,
7:42.0,,,64-57,,Defensive rebound by D. Howard
7:30.0,,,64-57,,M. Williams misses 2-pt shot from 3 ft
7:27.0,Defensive rebound by A. Baynes,,64-57,,
7:17.0,Turnover by A. Horford (bad pass; steal by N. Batum),,64-57,,
7:12.0,,,64-59,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by K. Walker)
7:12.0,,,64-59,,Shooting foul by M. Smart (drawn by M. Kidd-Gilchrist)
7:12.0,,,64-60,1,M. Kidd-Gilchrist makes free throw 1 of 1
6:57.0,A. Baynes misses 3-pt shot from 22 ft,,64-60,,
6:55.0,,,64-60,,Defensive rebound by M. Williams
6:48.0,,,64-62,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by N. Batum)
6:29.0,A. Baynes makes 2-pt shot from 18 ft (assist by K. Irving),2,66-62,,
6:11.0,,,66-62,,Turnover by K. Walker (step out of bounds)
6:11.0,T. Rozier enters the game for J. Tatum,,66-62,,
5:59.0,K. Irving makes 3-pt shot from 25 ft,3,69-62,,
5:38.0,,,69-62,,K. Walker misses 3-pt shot from 26 ft
5:37.0,Defensive rebound by Team,,69-62,,
5:37.0,,,69-62,,J. Lamb enters the game for M. Kidd-Gilchrist
5:22.0,A. Baynes makes 2-pt shot from 8 ft (assist by K. Irving),2,71-62,,
5:07.0,,,71-62,,Shooting foul by A. Baynes (drawn by M. Williams)
5:07.0,,,71-63,1,M. Williams makes free throw 1 of 2
5:07.0,G. Yabusele enters the game for A. Horford,,71-63,,
5:07.0,,,71-64,1,M. Williams makes free throw 2 of 2
4:53.0,G. Yabusele misses 3-pt shot from 23 ft,,71-64,,
4:50.0,,,71-64,,Defensive rebound by K. Walker
4:43.0,,,71-66,2,K. Walker makes 2-pt shot from 1 ft
4:23.0,M. Smart misses 2-pt shot from 18 ft,,71-66,,
4:20.0,,,71-66,,Defensive rebound by M. Williams
4:10.0,,,71-66,,N. Batum misses 2-pt shot from 12 ft
4:07.0,Defensive rebound by A. Baynes,,71-66,,
3:55.0,K. Irving misses 3-pt shot from 25 ft,,71-66,,
3:49.0,,,71-66,,Defensive rebound by N. Batum
3:41.0,,,71-68,2,K. Walker makes 2-pt shot from 17 ft
3:20.0,A. Baynes misses 2-pt shot from 17 ft,,71-68,,
3:18.0,,,71-68,,Defensive rebound by J. Lamb
3:12.0,Personal foul by A. Baynes (drawn by D. Howard),,71-68,,
3:12.0,,,71-69,1,D. Howard makes free throw 1 of 2
3:12.0,D. Theis enters the game for A. Baynes,,71-69,,
3:12.0,,,71-69,,D. Howard misses free throw 2 of 2
3:07.0,Defensive rebound by T. Rozier,,71-69,,
3:02.0,K. Irving misses 2-pt shot from 1 ft,,71-69,,
3:00.0,,,71-69,,Defensive rebound by J. Lamb
2:57.0,,,71-69,,K. Walker misses 2-pt shot from 3 ft (block by T. Rozier)
2:57.0,Defensive rebound by G. Yabusele,,71-69,,
2:51.0,T. Rozier makes 3-pt shot from 24 ft (assist by M. Smart),3,74-69,,
2:44.0,Personal take foul by D. Theis (drawn by D. Howard),,74-69,,
2:44.0,,,74-69,,Charlotte full timeout
2:44.0,,,74-69,,T. Graham enters the game for N. Batum
2:44.0,,,74-69,,D. Howard misses free throw 1 of 2
2:44.0,,,74-69,,Offensive rebound by Team
2:44.0,,,74-70,1,D. Howard makes free throw 2 of 2
2:23.0,T. Rozier misses 3-pt shot from 22 ft,,74-70,,
2:19.0,,,74-70,,Defensive rebound by T. Graham
2:12.0,,,74-70,,J. Lamb misses 2-pt shot from 1 ft
2:07.0,,,74-70,,Offensive rebound by D. Howard
2:05.0,,,74-72,2,M. Williams makes 2-pt shot at rim (assist by D. Howard)
1:48.0,K. Irving misses 3-pt shot from 24 ft,,74-72,,
1:45.0,,,74-72,,Defensive rebound by J. Lamb
1:37.0,,,74-72,,K. Walker misses 2-pt shot from 12 ft
1:33.0,Defensive rebound by T. Rozier,,74-72,,
1:29.0,T. Rozier makes 2-pt shot at rim,2,76-72,,
1:14.0,Personal foul by K. Irving (drawn by J. Lamb),,76-72,,
1:14.0,,,76-73,1,J. Lamb makes free throw 1 of 2
1:14.0,,,76-73,,F. Kaminsky enters the game for M. Williams
1:14.0,,,76-73,,M. Carter-Williams enters the game for K. Walker
1:14.0,J. Tatum enters the game for K. Irving,,76-73,,
1:14.0,A. Horford enters the game for G. Yabusele,,76-73,,
1:14.0,S. Larkin enters the game for M. Smart,,76-73,,
1:14.0,,,76-73,,J. Lamb misses free throw 2 of 2
1:11.0,Defensive rebound by A. Horford,,76-73,,
0:56.0,A. Horford misses 3-pt shot from 25 ft,,76-73,,
0:51.0,,,76-73,,Defensive rebound by F. Kaminsky
0:41.0,,,76-73,,Shooting foul by D. Theis (drawn by D. Howard)
0:41.0,,,76-73,,D. Howard misses free throw 1 of 2
0:41.0,,,76-73,,Offensive rebound by Team
0:41.0,,,76-74,1,D. Howard makes free throw 2 of 2
0:20.0,J. Tatum misses 3-pt shot from 26 ft,,76-74,,
0:18.0,,,76-74,,Defensive rebound by D. Howard
0:02.0,,,76-74,,Shooting foul by D. Theis (drawn by T. Graham)
0:02.0,,,76-74,,T. Graham misses free throw 1 of 2
0:02.0,,,76-74,,Offensive rebound by Team
0:02.0,,,76-75,1,T. Graham makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,T. Rozier misses 3-pt shot from 25 ft,,76-75,,
11:38.0,Offensive rebound by S. Larkin,,76-75,,
11:35.0,T. Rozier makes 3-pt shot from 27 ft (assist by S. Larkin),3,79-75,,
11:10.0,,,79-75,,T. Graham misses 2-pt shot from 4 ft
11:09.0,,,79-75,,Offensive rebound by D. Howard
11:09.0,,,79-75,,Turnover by D. Howard (out of bounds lost ball)
10:54.0,A. Horford makes 2-pt shot from 16 ft,2,81-75,,
10:41.0,,,81-75,,Turnover by M. Carter-Williams (bad pass)
10:29.0,S. Larkin misses 3-pt shot from 25 ft,,81-75,,
10:24.0,,,81-75,,Defensive rebound by J. Lamb
10:18.0,,,81-75,,Shooting foul by D. Theis (drawn by F. Kaminsky)
10:18.0,,,81-76,1,F. Kaminsky makes free throw 1 of 2
10:18.0,A. Baynes enters the game for D. Theis,,81-76,,
10:18.0,,,81-77,1,F. Kaminsky makes free throw 2 of 2
9:59.0,T. Rozier misses 2-pt shot from 2 ft (block by D. Howard),,81-77,,
9:56.0,,,81-77,,Defensive rebound by J. Lamb
9:53.0,,,81-77,,T. Graham misses 3-pt shot from 25 ft
9:49.0,Defensive rebound by S. Larkin,,81-77,,
9:46.0,J. Tatum makes 2-pt shot from 1 ft (assist by T. Rozier),2,83-77,,
9:33.0,,,83-79,2,D. Howard makes 2-pt shot from 4 ft
9:17.0,Turnover by A. Baynes (turnover),,83-79,,
9:17.0,,,83-79,,M. Williams enters the game for D. Howard
9:00.0,,,83-79,,F. Kaminsky misses 2-pt shot from 14 ft
8:57.0,,,83-79,,Offensive rebound by T. Graham
8:55.0,,,83-79,,T. Graham misses 2-pt shot at rim
8:55.0,Defensive rebound by J. Tatum,,83-79,,
8:40.0,Shooting foul by J. Lamb (drawn by J. Tatum),,83-79,,
8:40.0,J. Tatum makes free throw 1 of 2,1,84-79,,
8:40.0,J. Tatum makes free throw 2 of 2,1,85-79,,
8:25.0,,,85-82,3,J. Lamb makes 3-pt shot from 25 ft
8:03.0,S. Larkin makes 2-pt shot at rim,2,87-82,,
7:45.0,Personal foul by A. Horford (drawn by J. Lamb),,87-82,,
7:45.0,,,87-82,,K. Walker enters the game for M. Carter-Williams
7:45.0,M. Smart enters the game for A. Baynes,,87-82,,
7:30.0,,,87-82,,J. Lamb misses 2-pt shot from 11 ft
7:27.0,Defensive rebound by J. Tatum,,87-82,,
7:08.0,A. Horford misses 3-pt shot from 25 ft,,87-82,,
7:05.0,Offensive rebound by M. Smart,,87-82,,
7:05.0,Turnover by J. Tatum (step out of bounds),,87-82,,
7:05.0,,,87-82,,N. Batum enters the game for T. Graham
6:56.0,,,87-82,,K. Walker misses 3-pt shot from 25 ft
6:52.0,Defensive rebound by M. Smart,,87-82,,
6:41.0,J. Tatum makes 2-pt shot from 1 ft,2,89-82,,
6:27.0,,,89-82,,F. Kaminsky misses 3-pt shot from 25 ft (block by J. Tatum)
6:20.0,,,89-82,,Offensive rebound by F. Kaminsky
6:17.0,,,89-84,2,K. Walker makes 2-pt shot from 1 ft
5:48.0,A. Horford misses 2-pt shot from 10 ft,,89-84,,
5:45.0,,,89-84,,Defensive rebound by J. Lamb
5:29.0,,,89-84,,F. Kaminsky misses 2-pt shot from 18 ft
5:24.0,,,89-84,,Offensive rebound by M. Williams
5:23.0,,,89-84,,M. Williams misses 2-pt shot from 1 ft (block by T. Rozier)
5:20.0,Defensive rebound by J. Tatum,,89-84,,
5:19.0,Boston full timeout,,89-84,,
5:19.0,,,89-84,,D. Howard enters the game for F. Kaminsky
5:19.0,K. Irving enters the game for T. Rozier,,89-84,,
5:03.0,Jump ball: J. Lamb vs. S. Larkin (D. Howard gains possession),,,,Jump ball: J. Lamb vs. S. Larkin (D. Howard gains possession)
5:03.0,Turnover by S. Larkin (turnover; steal by J. Lamb),,89-84,,
4:53.0,,,89-86,2,N. Batum makes 2-pt shot from 18 ft (assist by K. Walker)
4:38.0,K. Irving makes 2-pt shot from 21 ft,2,91-86,,
4:15.0,,,91-86,,D. Howard misses 2-pt shot from 5 ft
4:13.0,Defensive rebound by M. Smart,,91-86,,
3:59.0,K. Irving misses 2-pt shot from 7 ft,,91-86,,
3:56.0,,,91-86,,Defensive rebound by D. Howard
3:46.0,,,91-86,,K. Walker misses 2-pt shot from 1 ft (block by A. Horford)
3:46.0,Defensive rebound by M. Smart,,91-86,,
3:40.0,J. Tatum makes 2-pt shot at rim (assist by M. Smart),2,93-86,,
3:27.0,Personal foul by S. Larkin (drawn by K. Walker),,93-86,,
3:27.0,,,93-86,,M. Kidd-Gilchrist enters the game for J. Lamb
3:15.0,,,93-86,,M. Kidd-Gilchrist misses 2-pt shot from 8 ft
3:13.0,,,93-86,,Offensive rebound by M. Kidd-Gilchrist
3:12.0,,,93-88,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft
2:45.0,A. Horford makes 2-pt shot at rim (assist by K. Irving),2,95-88,,
2:34.0,,,95-88,,Turnover by N. Batum (bad pass; steal by J. Tatum)
2:26.0,Turnover by K. Irving (bad pass; steal by N. Batum),,95-88,,
2:22.0,,,95-88,,K. Walker misses 3-pt shot from 25 ft
2:19.0,,,95-88,,Offensive rebound by M. Williams
2:17.0,,,95-88,,N. Batum misses 3-pt shot from 25 ft
2:14.0,Defensive rebound by A. Horford,,95-88,,
1:57.0,J. Tatum misses 3-pt shot from 25 ft,,95-88,,
1:50.0,Offensive rebound by A. Horford,,95-88,,
1:40.0,Shooting foul by D. Howard (drawn by J. Tatum),,95-88,,
1:40.0,,,95-88,,Charlotte full timeout
1:40.0,J. Tatum makes free throw 1 of 2,1,96-88,,
