time,Oklahoma City,pts.away,score,pts.home,Phoenix
10:19.0,,,36-44,3,T. Daniels makes 3-pt shot from 26 ft (assist by D. Booker)
10:05.0,J. Grant makes 2-pt shot at rim (assist by R. Felton),2,38-44,,
10:05.0,Shooting foul by M. Chriss (drawn by J. Grant),,38-44,,
10:05.0,J. Grant makes free throw 1 of 1,1,39-44,,
9:47.0,,,39-44,,D. Booker misses 2-pt shot from 18 ft
9:43.0,,,39-44,,Offensive rebound by M. Chriss
9:39.0,,,39-46,2,J. Jackson makes 2-pt shot at rim (assist by D. Booker)
9:39.0,Oklahoma City full timeout,,39-46,,
9:31.0,Turnover by R. Felton (bad pass; steal by J. Jackson),,39-46,,
9:15.0,S. Adams enters the game for J. Grant,,39-46,,
9:15.0,R. Westbrook enters the game for R. Felton,,39-46,,
9:13.0,,,39-46,,T. Daniels misses 3-pt shot from 23 ft
9:09.0,Defensive rebound by J. Huestis,,39-46,,
9:06.0,R. Westbrook makes 2-pt shot from 5 ft,2,41-46,,
8:58.0,,,41-49,3,J. Dudley makes 3-pt shot from 25 ft (assist by D. Booker)
8:46.0,Turnover by R. Westbrook (bad pass),,41-49,,
8:33.0,,,41-49,,Offensive foul by T. Daniels (drawn by R. Westbrook)
8:33.0,,,41-49,,Turnover by T. Daniels (offensive foul)
8:24.0,A. Abrines misses 3-pt shot from 24 ft,,41-49,,
8:20.0,Offensive rebound by R. Westbrook,,41-49,,
8:13.0,S. Adams misses 2-pt shot from 3 ft,,41-49,,
8:13.0,,,41-49,,Defensive rebound by M. Chriss
8:08.0,Personal block foul by A. Abrines (drawn by D. Booker),,41-49,,
8:08.0,,,41-49,,A. Len enters the game for M. Chriss
8:03.0,,,41-49,,T. Daniels misses 3-pt shot from 25 ft
8:03.0,Defensive rebound by R. Westbrook,,41-49,,
7:55.0,A. Abrines misses 3-pt shot from 22 ft,,41-49,,
7:55.0,Offensive rebound by P. Patterson,,41-49,,
7:41.0,R. Westbrook misses 2-pt shot from 11 ft,,41-49,,
7:41.0,,,41-49,,Defensive rebound by J. Dudley
7:30.0,,,41-49,,J. Jackson misses 2-pt shot from 10 ft
7:29.0,Defensive rebound by J. Huestis,,41-49,,
7:27.0,,,41-49,,Personal take foul by J. Dudley (drawn by R. Westbrook)
7:27.0,,,41-49,,D. Bender enters the game for J. Dudley
7:27.0,,,41-49,,T. Warren enters the game for J. Jackson
7:20.0,Jump ball: T. Warren vs. S. Adams (A. Abrines gains possession),,,,Jump ball: T. Warren vs. S. Adams (A. Abrines gains possession)
7:10.0,R. Westbrook misses 3-pt shot from 24 ft,,41-49,,
7:07.0,,,41-49,,Defensive rebound by D. Booker
7:06.0,,,41-51,2,T. Warren makes 2-pt shot from 1 ft (assist by D. Booker)
7:02.0,,,41-51,,Personal foul by D. Booker (drawn by R. Westbrook)
7:02.0,P. George enters the game for A. Abrines,,41-51,,
7:02.0,,,41-51,,E. Payton enters the game for D. Booker
6:48.0,J. Huestis misses 3-pt shot from 26 ft,,41-51,,
6:45.0,,,41-51,,Defensive rebound by E. Payton
6:38.0,,,41-51,,T. Warren misses 3-pt shot from 23 ft
6:37.0,Defensive rebound by Team,,41-51,,
6:37.0,,,41-51,,Loose ball foul by A. Len (drawn by S. Adams)
6:37.0,C. Anthony enters the game for P. Patterson,,41-51,,
6:37.0,S. Adams makes free throw 1 of 2,1,42-51,,
6:37.0,S. Adams misses free throw 2 of 2,,42-51,,
6:36.0,,,42-51,,Defensive rebound by A. Len
6:25.0,,,42-51,,T. Daniels misses 3-pt shot from 23 ft
6:23.0,Defensive rebound by J. Huestis,,42-51,,
6:11.0,Turnover by S. Adams (lost ball; steal by E. Payton),,42-51,,
6:05.0,,,42-51,,A. Len misses 2-pt shot at rim
6:03.0,Defensive rebound by J. Huestis,,42-51,,
5:57.0,P. George makes 2-pt shot from 21 ft,2,44-51,,
5:40.0,,,44-51,,E. Payton misses 2-pt shot from 1 ft
5:38.0,Defensive rebound by R. Westbrook,,44-51,,
5:34.0,Shooting foul by T. Warren (drawn by R. Westbrook),,44-51,,
5:34.0,R. Westbrook makes free throw 1 of 2,1,45-51,,
5:34.0,,,45-51,,J. Jackson enters the game for A. Len
5:34.0,,,45-51,,M. Chriss enters the game for T. Daniels
5:34.0,J. Grant enters the game for J. Huestis,,45-51,,
5:34.0,R. Westbrook makes free throw 2 of 2,1,46-51,,
5:18.0,,,46-53,2,M. Chriss makes 2-pt shot at rim (assist by J. Jackson)
5:09.0,,,46-53,,Personal foul by J. Jackson (drawn by P. George)
5:09.0,P. George makes free throw 1 of 2,1,47-53,,
5:09.0,P. George makes free throw 2 of 2,1,48-53,,
4:49.0,,,48-56,3,J. Jackson makes 3-pt shot from 22 ft (assist by D. Bender)
4:27.0,C. Anthony makes 2-pt shot from 6 ft,2,50-56,,
4:17.0,,,50-56,,Turnover by D. Bender (bad pass)
3:51.0,Turnover by R. Westbrook (bad pass; steal by J. Jackson),,50-56,,
3:48.0,,,50-58,2,T. Warren makes 2-pt shot at rim (assist by J. Jackson)
3:37.0,J. Grant makes 2-pt shot at rim (assist by C. Anthony),2,52-58,,
3:23.0,,,52-61,3,M. Chriss makes 3-pt shot from 24 ft (assist by D. Bender)
3:08.0,C. Anthony misses 2-pt shot at rim (block by M. Chriss),,52-61,,
3:05.0,Offensive rebound by C. Anthony,,52-61,,
3:05.0,C. Anthony misses 2-pt shot from 1 ft,,52-61,,
3:03.0,,,52-61,,Defensive rebound by E. Payton
3:00.0,,,52-61,,Shooting foul by J. Grant (drawn by J. Jackson)
3:00.0,,,52-62,1,J. Jackson makes free throw 1 of 2
3:00.0,,,52-63,1,J. Jackson makes free throw 2 of 2
2:55.0,,,52-63,,Personal foul by J. Jackson (drawn by P. George)
2:55.0,,,52-63,,Phoenix full timeout
2:55.0,,,52-63,,D. Booker enters the game for J. Jackson
2:55.0,P. George misses free throw 1 of 2,,52-63,,
2:55.0,Offensive rebound by Team,,52-63,,
2:55.0,P. George makes free throw 2 of 2,1,53-63,,
2:40.0,Personal foul by R. Westbrook (drawn by E. Payton),,53-63,,
2:32.0,,,53-65,2,D. Booker makes 2-pt shot at rim (assist by E. Payton)
2:09.0,R. Westbrook makes 2-pt shot at rim (assist by P. George),2,55-65,,
2:00.0,,,55-67,2,D. Booker makes 2-pt shot from 10 ft (assist by E. Payton)
1:44.0,J. Grant makes 3-pt shot from 22 ft (assist by C. Anthony),3,58-67,,
1:19.0,,,58-67,,Turnover by T. Warren (traveling)
1:11.0,J. Grant misses 3-pt shot from 25 ft,,58-67,,
1:08.0,,,58-67,,Defensive rebound by D. Booker
1:02.0,,,58-67,,Turnover by D. Booker (bad pass; steal by P. George)
0:59.0,R. Westbrook makes 2-pt shot from 1 ft (assist by P. George),2,60-67,,
0:39.0,,,60-67,,E. Payton misses 2-pt shot from 3 ft
0:37.0,Defensive rebound by S. Adams,,60-67,,
0:32.0,P. George misses 2-pt shot from 1 ft (block by D. Booker),,60-67,,
0:32.0,Offensive rebound by Team,,60-67,,
0:28.0,S. Adams misses 2-pt shot from 1 ft,,60-67,,
0:27.0,,,60-67,,Defensive rebound by E. Payton
0:00.0,,,60-67,,T. Warren misses 2-pt shot at rim
0:00.0,Defensive rebound by P. George,,60-67,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,60-67,,D. Booker misses 2-pt shot from 12 ft
11:38.0,Defensive rebound by S. Adams,,60-67,,
11:34.0,C. Anthony misses 2-pt shot from 11 ft,,60-67,,
11:34.0,Offensive rebound by Team,,60-67,,
11:34.0,,,60-67,,Loose ball foul by T. Warren (drawn by R. Westbrook)
11:20.0,P. George misses 3-pt shot from 23 ft,,60-67,,
11:18.0,,,60-67,,Defensive rebound by Team
11:02.0,,,60-69,2,D. Booker makes 2-pt shot at rim (assist by E. Payton)
10:44.0,C. Anthony misses 3-pt shot from 23 ft,,60-69,,
10:42.0,,,60-69,,Defensive rebound by E. Payton
10:34.0,,,60-72,3,D. Booker makes 3-pt shot from 25 ft (assist by E. Payton)
10:19.0,S. Adams makes 2-pt shot from 10 ft (assist by R. Westbrook),2,62-72,,
10:08.0,,,62-75,3,D. Booker makes 3-pt shot from 24 ft (assist by D. Bender)
9:55.0,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook),3,65-75,,
9:37.0,,,65-78,3,D. Booker makes 3-pt shot from 25 ft (assist by A. Len)
9:37.0,Oklahoma City full timeout,,65-78,,
9:25.0,R. Westbrook makes 2-pt shot from 1 ft,2,67-78,,
9:15.0,,,67-78,,Offensive foul by A. Len (drawn by P. George)
9:15.0,,,67-78,,Turnover by A. Len (offensive foul)
9:04.0,R. Westbrook makes 2-pt shot at rim,2,69-78,,
8:57.0,,,69-78,,Turnover by T. Warren (lost ball; steal by R. Westbrook)
8:52.0,Shooting foul by D. Bender (drawn by P. George),,69-78,,
8:52.0,P. George makes free throw 1 of 2,1,70-78,,
8:52.0,P. George makes free throw 2 of 2,1,71-78,,
8:42.0,,,71-80,2,E. Payton makes 2-pt shot at rim
8:42.0,,,71-80,,Shooting foul by S. Adams (drawn by E. Payton)
8:42.0,,,71-81,1,E. Payton makes free throw 1 of 1
8:32.0,R. Westbrook makes 2-pt shot from 12 ft,2,73-81,,
8:21.0,,,73-83,2,E. Payton makes 2-pt shot from 12 ft
8:05.0,J. Huestis misses 3-pt shot from 23 ft,,73-83,,
8:02.0,,,73-83,,Defensive rebound by D. Bender
7:51.0,,,73-83,,E. Payton misses 2-pt shot from 8 ft
7:48.0,,,73-83,,Offensive rebound by A. Len
7:48.0,,,73-85,2,A. Len makes 2-pt shot at rim
7:33.0,P. George makes 2-pt shot from 1 ft,2,75-85,,
7:19.0,,,75-85,,D. Booker misses 2-pt shot from 9 ft
7:16.0,,,75-85,,Offensive rebound by T. Warren
7:16.0,,,75-87,2,T. Warren makes 2-pt shot from 1 ft
7:07.0,Turnover by C. Anthony (traveling),,75-87,,
6:53.0,,,75-87,,T. Warren misses 2-pt shot from 19 ft
6:49.0,Defensive rebound by C. Anthony,,75-87,,
6:41.0,C. Anthony makes 2-pt shot from 16 ft,2,77-87,,
6:26.0,,,77-87,,D. Booker misses 2-pt shot from 21 ft
6:23.0,Defensive rebound by S. Adams,,77-87,,
6:15.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,79-87,,
6:03.0,,,79-89,2,E. Payton makes 2-pt shot from 1 ft
6:03.0,,,79-89,,Shooting foul by C. Anthony (drawn by E. Payton)
6:03.0,,,79-89,,J. Jackson enters the game for D. Booker
6:03.0,,,79-90,1,E. Payton makes free throw 1 of 1
5:45.0,Turnover by R. Westbrook (lost ball; steal by E. Payton),,79-90,,
5:42.0,,,79-90,,Shooting foul by C. Anthony (drawn by J. Jackson)
5:42.0,,,79-90,,J. Jackson misses free throw 1 of 2
5:42.0,,,79-90,,Offensive rebound by Team
5:42.0,,,79-90,,J. Jackson misses free throw 2 of 2
5:40.0,Defensive rebound by J. Huestis,,79-90,,
5:31.0,Shooting foul by E. Payton (drawn by R. Westbrook),,79-90,,
5:31.0,R. Westbrook makes free throw 1 of 2,1,80-90,,
5:31.0,R. Westbrook makes free throw 2 of 2,1,81-90,,
5:11.0,,,81-90,,T. Warren misses 2-pt shot from 13 ft
5:09.0,Defensive rebound by R. Westbrook,,81-90,,
5:04.0,C. Anthony misses 3-pt shot from 25 ft,,81-90,,
5:02.0,Offensive rebound by S. Adams,,81-90,,
5:02.0,S. Adams makes 2-pt shot from 1 ft,2,83-90,,
5:02.0,Shooting foul by J. Jackson (drawn by S. Adams),,83-90,,
5:02.0,S. Adams misses free throw 1 of 1,,83-90,,
5:00.0,,,83-90,,Defensive rebound by A. Len
4:50.0,,,83-90,,A. Len misses 2-pt shot from 2 ft (block by P. George)
4:48.0,Defensive rebound by J. Huestis,,83-90,,
4:43.0,R. Westbrook misses 2-pt shot from 18 ft,,83-90,,
4:39.0,Offensive rebound by C. Anthony,,83-90,,
4:38.0,C. Anthony misses 2-pt shot from 1 ft (block by D. Bender),,83-90,,
4:38.0,Offensive rebound by Team,,83-90,,
4:38.0,T. Ferguson enters the game for J. Huestis,,83-90,,
4:35.0,Jump ball: A. Len vs. C. Anthony (P. George gains possession),,,,Jump ball: A. Len vs. C. Anthony (P. George gains possession)
4:30.0,P. George makes 3-pt shot from 25 ft,3,86-90,,
4:29.0,,,86-90,,Phoenix full timeout
4:29.0,,,86-90,,M. Chriss enters the game for A. Len
4:13.0,,,86-92,2,T. Warren makes 2-pt shot from 14 ft
3:59.0,P. George misses 2-pt shot from 18 ft,,86-92,,
3:59.0,,,86-92,,Defensive rebound by Team
3:59.0,Loose ball foul by R. Westbrook (drawn by E. Payton),,86-92,,
3:51.0,,,86-92,,D. Bender misses 2-pt shot from 2 ft (block by P. George)
3:49.0,Defensive rebound by P. George,,86-92,,
3:44.0,T. Ferguson makes 3-pt shot from 22 ft (assist by P. George),3,89-92,,
3:21.0,,,89-92,,M. Chriss misses 2-pt shot from 1 ft
3:20.0,Defensive rebound by S. Adams,,89-92,,
3:18.0,,,89-92,,Loose ball foul by M. Chriss
3:18.0,,,89-92,,Technical foul by M. Chriss
3:18.0,R. Westbrook misses technical free throw,,89-92,,
3:18.0,Offensive rebound by Team,,89-92,,
3:18.0,,,89-92,,T. Daniels enters the game for T. Warren
3:18.0,R. Westbrook makes free throw 1 of 2,1,90-92,,
3:18.0,,,90-92,,D. Booker enters the game for M. Chriss
3:18.0,J. Grant enters the game for S. Adams,,90-92,,
3:18.0,R. Westbrook makes free throw 2 of 2,1,91-92,,
2:59.0,,,91-94,2,E. Payton makes 2-pt shot from 18 ft
2:47.0,R. Westbrook makes 2-pt shot at rim,2,93-94,,
2:47.0,,,93-94,,Away from play foul by E. Payton (drawn by J. Grant)
2:47.0,J. Grant misses free throw 1 of 1,,93-94,,
2:45.0,,,93-94,,Defensive rebound by E. Payton
2:41.0,,,93-94,,Shooting foul by T. Ferguson (drawn by E. Payton)
2:41.0,,,93-95,1,E. Payton makes free throw 1 of 2
2:41.0,P. Patterson enters the game for C. Anthony,,93-95,,
2:41.0,,,93-96,1,E. Payton makes free throw 2 of 2
2:30.0,J. Grant misses 2-pt shot from 2 ft (block by E. Payton),,93-96,,
2:29.0,,,93-96,,Defensive rebound by Team
2:29.0,,,93-96,,J. Dudley enters the game for E. Payton
2:29.0,,,93-96,,T. Warren enters the game for D. Bender
2:09.0,,,93-96,,Turnover by D. Booker (bad pass)
2:05.0,Turnover by P. George (traveling),,93-96,,
1:42.0,,,93-99,3,J. Dudley makes 3-pt shot from 23 ft (assist by J. Jackson)
1:28.0,R. Westbrook makes 2-pt shot at rim,2,95-99,,
1:08.0,,,95-99,,J. Dudley misses 2-pt shot from 20 ft
1:05.0,Defensive rebound by P. George,,95-99,,
1:01.0,R. Westbrook makes 2-pt shot at rim,2,97-99,,
0:42.0,,,97-99,,Turnover by D. Booker (out of bounds lost ball)
0:36.0,,,97-99,,Violation by J. Dudley (kicked ball)
0:30.0,R. Westbrook misses 3-pt shot from 25 ft,,97-99,,
0:27.0,,,97-99,,Defensive rebound by J. Jackson
0:07.0,,,97-99,,D. Booker misses 2-pt shot from 4 ft (block by J. Grant)
0:07.0,,,97-99,,Offensive rebound by Team
0:04.0,,,97-99,,J. Jackson misses 3-pt shot from 31 ft
0:03.0,,,97-99,,Offensive rebound by Team
0:03.0,,,97-99,,Turnover by Team (shot clock)
0:00.0,P. George misses 3-pt shot from 25 ft,,97-99,,
0:00.0,Offensive rebound by Team,,97-99,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,P. Patterson misses 2-pt shot from 1 ft,,97-99,,
11:36.0,,,97-99,,Defensive rebound by J. Jackson
11:30.0,,,97-99,,D. Booker misses 3-pt shot from 25 ft
11:28.0,Defensive rebound by J. Grant,,97-99,,
11:14.0,J. Grant makes 2-pt shot from 6 ft,2,99-99,,
10:54.0,,,99-99,,Turnover by J. Dudley (bad pass; steal by J. Grant)
10:50.0,A. Abrines makes 3-pt shot from 25 ft (assist by R. Felton),3,102-99,,
10:47.0,,,102-99,,Phoenix full timeout
10:47.0,,,102-99,,E. Payton enters the game for J. Dudley
10:36.0,Personal block foul by J. Huestis (drawn by D. Booker),,102-99,,
10:26.0,Personal block foul by A. Abrines (drawn by D. Booker),,102-99,,
10:18.0,,,102-99,,T. Daniels misses 2-pt shot from 2 ft (block by J. Huestis)
10:16.0,Defensive rebound by J. Huestis,,102-99,,
10:00.0,A. Abrines misses 3-pt shot from 26 ft,,102-99,,
9:56.0,Offensive rebound by J. Huestis,,102-99,,
9:54.0,R. Felton misses 3-pt shot from 27 ft,,102-99,,
9:52.0,,,102-99,,Defensive rebound by D. Booker
9:49.0,Personal foul by A. Abrines (drawn by E. Payton),,102-99,,
9:30.0,,,102-101,2,T. Warren makes 2-pt shot at rim (assist by J. Jackson)
9:10.0,P. Patterson makes 2-pt shot from 2 ft (assist by R. Felton),2,104-101,,
9:02.0,,,104-101,,D. Booker misses 2-pt shot at rim
9:01.0,,,104-101,,Offensive rebound by T. Warren
8:59.0,,,104-101,,T. Warren misses 2-pt shot from 1 ft
8:59.0,Defensive rebound by J. Huestis,,104-101,,
8:49.0,R. Felton makes 3-pt shot from 25 ft (assist by P. Patterson),3,107-101,,
8:27.0,,,107-101,,E. Payton misses 2-pt shot from 9 ft
8:24.0,,,107-101,,Offensive rebound by T. Warren
8:19.0,,,107-101,,Turnover by Team (shot clock)
8:19.0,,,107-101,,D. Bender enters the game for T. Daniels
8:07.0,A. Abrines misses 3-pt shot from 25 ft,,107-101,,
8:03.0,,,107-101,,Defensive rebound by D. Booker
7:55.0,,,107-101,,J. Jackson misses 3-pt shot from 24 ft
7:52.0,,,107-101,,Offensive rebound by D. Bender
7:42.0,Personal foul by J. Grant (drawn by D. Booker),,107-101,,
7:33.0,,,107-104,3,D. Booker makes 3-pt shot from 25 ft (assist by D. Bender)
7:09.0,P. Patterson misses 3-pt shot from 25 ft,,107-104,,
7:07.0,Offensive rebound by J. Grant,,107-104,,
7:07.0,,,107-104,,Shooting block foul by J. Jackson (drawn by P. Patterson)
7:07.0,P. Patterson makes free throw 1 of 2,1,108-104,,
7:07.0,P. Patterson misses free throw 2 of 2,,108-104,,
7:07.0,Offensive rebound by J. Grant,,108-104,,
6:50.0,R. Felton makes 2-pt shot from 17 ft,2,110-104,,
6:31.0,,,110-104,,D. Booker misses 2-pt shot from 6 ft (block by A. Abrines)
6:29.0,,,110-104,,Offensive rebound by J. Jackson
6:28.0,,,110-104,,J. Jackson misses 2-pt shot at rim (block by P. Patterson)
6:28.0,,,110-104,,Offensive rebound by E. Payton
6:27.0,,,110-104,,Loose ball foul by J. Jackson (drawn by A. Abrines)
6:27.0,,,110-104,,Turnover by J. Jackson (turnover)
6:27.0,R. Westbrook enters the game for A. Abrines,,110-104,,
6:07.0,J. Grant misses 2-pt shot from 1 ft,,110-104,,
6:06.0,,,110-104,,Defensive rebound by J. Jackson
6:02.0,,,110-106,2,J. Jackson makes 2-pt shot at rim
5:48.0,R. Felton misses 3-pt shot from 25 ft,,110-106,,
5:46.0,,,110-106,,Defensive rebound by D. Bender
5:34.0,,,110-108,2,J. Jackson makes 2-pt shot from 5 ft
5:34.0,Oklahoma City full timeout,,110-108,,
5:34.0,P. George enters the game for R. Felton,,110-108,,
5:34.0,S. Adams enters the game for J. Huestis,,110-108,,
5:34.0,C. Anthony enters the game for P. Patterson,,110-108,,
5:19.0,P. George misses 3-pt shot from 25 ft,,110-108,,
