time,Denver,pts.away,score,pts.home,Sacramento
4:45.0,,,20-16,2,K. Koufos makes 2-pt shot from 2 ft (assist by D. Fox)
4:30.0,E. Mudiay misses 3-pt shot from 25 ft,,20-16,,
4:26.0,,,20-16,,Defensive rebound by W. Cauley-Stein
4:20.0,,,20-18,2,K. Koufos makes 2-pt shot from 16 ft (assist by G. Hill)
4:02.0,E. Mudiay misses 2-pt shot from 1 ft,,20-18,,
3:58.0,,,20-18,,Defensive rebound by K. Koufos
3:56.0,,,20-18,,D. Fox misses 2-pt shot from 5 ft
3:56.0,Defensive rebound by M. Plumlee,,20-18,,
3:49.0,Turnover by M. Plumlee (bad pass; steal by G. Hill),,20-18,,
3:43.0,,,20-20,2,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by G. Hill)
3:26.0,G. Harris misses 3-pt shot from 25 ft,,20-20,,
3:26.0,,,20-20,,Defensive rebound by D. Fox
3:14.0,,,20-20,,W. Cauley-Stein misses 2-pt shot from 15 ft
3:11.0,Defensive rebound by W. Barton,,20-20,,
3:05.0,E. Mudiay misses 3-pt shot from 26 ft,,20-20,,
3:05.0,,,20-20,,Defensive rebound by G. Temple
2:51.0,,,20-20,,K. Koufos misses 2-pt shot from 10 ft
2:50.0,,,20-20,,Offensive rebound by Team
2:50.0,Loose ball foul by G. Harris (drawn by G. Hill),,20-20,,
2:50.0,,,20-20,,B. Bogdanovic enters the game for G. Temple
2:50.0,J. Hernangomez enters the game for W. Barton,,20-20,,
2:44.0,,,20-20,,Turnover by D. Fox (bad pass; steal by G. Harris)
2:40.0,Turnover by G. Harris (lost ball; steal by G. Hill),,20-20,,
2:36.0,,,20-20,,W. Cauley-Stein misses 2-pt shot from 3 ft
2:36.0,,,20-20,,Offensive rebound by W. Cauley-Stein
2:36.0,,,20-20,,Turnover by W. Cauley-Stein (out of bounds lost ball)
2:22.0,Turnover by E. Mudiay (bad pass; steal by K. Koufos),,20-20,,
2:16.0,,,20-20,,F. Mason enters the game for D. Fox
2:16.0,J. Murray enters the game for G. Harris,,20-20,,
2:06.0,,,20-20,,W. Cauley-Stein misses 2-pt shot from 1 ft (block by M. Plumlee)
2:03.0,Defensive rebound by J. Murray,,20-20,,
1:55.0,J. Hernangomez misses 2-pt shot from 4 ft (block by K. Koufos),,20-20,,
1:54.0,,,20-20,,M. Richardson enters the game for G. Hill
1:53.0,,,20-20,,Offensive rebound by Team
1:38.0,,,20-20,,K. Koufos misses 2-pt shot from 14 ft
1:38.0,Defensive rebound by J. Hernangomez,,20-20,,
1:18.0,E. Mudiay misses 2-pt shot from 6 ft (block by K. Koufos),,20-20,,
1:18.0,Offensive rebound by T. Lyles,,20-20,,
1:12.0,J. Hernangomez misses 3-pt shot from 25 ft,,20-20,,
1:12.0,,,20-20,,Defensive rebound by F. Mason
1:08.0,,,20-22,2,M. Richardson makes 2-pt shot from 2 ft (assist by F. Mason)
0:50.0,Turnover by J. Murray (bad pass; steal by F. Mason),,20-22,,
0:34.0,,,20-22,,B. Bogdanovic misses 2-pt shot from 16 ft
0:31.0,,,20-22,,Offensive rebound by Team
0:23.0,Personal foul by J. Murray (drawn by B. Bogdanovic),,20-22,,
0:08.0,,,20-22,,F. Mason misses 2-pt shot from 6 ft
0:05.0,Defensive rebound by T. Lyles,,20-22,,
0:00.0,T. Lyles makes 2-pt shot from 3 ft,2,22-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,Turnover by W. Barton (bad pass),,22-22,,
11:32.0,,,22-22,,B. Bogdanovic misses 2-pt shot from 19 ft
11:28.0,Defensive rebound by M. Plumlee,,22-22,,
11:24.0,,,22-22,,Away from play foul by J. Jackson (drawn by N. Jokic)
11:15.0,M. Plumlee makes 2-pt shot from 2 ft,2,24-22,,
10:52.0,,,24-24,2,F. Mason makes 2-pt shot from 6 ft
10:43.0,W. Barton misses 2-pt shot from 8 ft,,24-24,,
10:43.0,,,24-24,,Defensive rebound by K. Koufos
10:32.0,,,24-24,,M. Richardson misses 3-pt shot from 24 ft
10:29.0,Defensive rebound by Team,,24-24,,
10:12.0,W. Barton makes 2-pt shot from 1 ft,2,26-24,,
9:46.0,,,26-24,,J. Jackson misses 2-pt shot from 7 ft
9:44.0,Defensive rebound by N. Jokic,,26-24,,
9:36.0,N. Jokic misses 3-pt shot from 25 ft,,26-24,,
9:31.0,,,26-24,,Defensive rebound by B. Bogdanovic
9:29.0,,,26-24,,Shooting foul by J. Murray (drawn by K. Koufos)
9:29.0,,,26-25,1,K. Koufos makes free throw 1 of 2
9:29.0,,,26-25,,Z. Randolph enters the game for M. Richardson
9:29.0,G. Harris enters the game for J. Murray,,26-25,,
9:29.0,,,26-26,1,K. Koufos makes free throw 2 of 2
9:15.0,,,26-26,,W. Cauley-Stein enters the game for K. Koufos
9:08.0,N. Jokic misses 2-pt shot from 6 ft,,26-26,,
9:05.0,Offensive rebound by N. Jokic,,26-26,,
9:03.0,N. Jokic makes 2-pt shot from 4 ft,2,28-26,,
8:44.0,,,28-26,,Turnover by B. Bogdanovic (out of bounds lost ball)
8:40.0,Turnover by N. Jokic (bad pass; steal by Z. Randolph),,28-26,,
8:26.0,,,28-28,2,B. Bogdanovic makes 2-pt shot from 13 ft
8:11.0,N. Jokic makes 2-pt shot from 19 ft (assist by W. Barton),2,30-28,,
8:04.0,,,30-31,3,J. Jackson makes 3-pt shot from 23 ft (assist by F. Mason)
7:47.0,J. Hernangomez makes 2-pt shot from 3 ft (assist by N. Jokic),2,32-31,,
7:29.0,,,32-31,,Z. Randolph misses 2-pt shot from 20 ft
7:26.0,Defensive rebound by N. Jokic,,32-31,,
7:10.0,W. Barton makes 2-pt shot from 5 ft,2,34-31,,
6:44.0,,,34-31,,J. Jackson misses 3-pt shot from 24 ft
6:44.0,Defensive rebound by M. Plumlee,,34-31,,
6:33.0,M. Plumlee makes 2-pt shot from 3 ft (assist by G. Harris),2,36-31,,
6:27.0,,,36-31,,Sacramento full timeout
6:27.0,K. Faried enters the game for M. Plumlee,,36-31,,
6:27.0,E. Mudiay enters the game for J. Hernangomez,,36-31,,
6:16.0,,,36-31,,W. Cauley-Stein misses 2-pt shot from 5 ft
6:13.0,Defensive rebound by N. Jokic,,36-31,,
6:07.0,W. Barton makes 3-pt shot from 26 ft (assist by E. Mudiay),3,39-31,,
5:48.0,,,39-31,,W. Cauley-Stein misses 2-pt shot from 14 ft
5:39.0,,,39-31,,Offensive rebound by Z. Randolph
5:39.0,,,39-33,2,Z. Randolph makes 2-pt shot at rim
5:39.0,Turnover by N. Jokic (bad pass),,39-33,,
5:39.0,,,39-33,,G. Hill enters the game for F. Mason
5:39.0,,,39-33,,G. Temple enters the game for J. Jackson
5:29.0,,,39-35,2,B. Bogdanovic makes 2-pt shot from 20 ft
5:05.0,Turnover by E. Mudiay (bad pass; steal by G. Temple),,39-35,,
5:03.0,,,39-37,2,G. Temple makes 2-pt shot from 1 ft
5:03.0,,,39-37,,Shooting foul by W. Barton (drawn by G. Temple)
5:03.0,,,39-38,1,G. Temple makes free throw 1 of 1
4:53.0,W. Barton makes 2-pt shot from 1 ft,2,41-38,,
4:34.0,,,41-40,2,G. Hill makes 2-pt shot from 15 ft
4:17.0,K. Faried makes 2-pt shot from 14 ft (assist by E. Mudiay),2,43-40,,
3:58.0,,,43-40,,W. Cauley-Stein misses 2-pt shot from 13 ft
3:58.0,,,43-40,,Offensive rebound by Team
3:58.0,Loose ball foul by W. Barton (drawn by Z. Randolph),,43-40,,
3:58.0,,,43-40,,D. Fox enters the game for B. Bogdanovic
3:45.0,,,43-40,,Z. Randolph misses 2-pt shot from 15 ft
3:41.0,Defensive rebound by G. Harris,,43-40,,
3:35.0,Turnover by E. Mudiay (lost ball; steal by G. Hill),,43-40,,
3:30.0,,,43-43,3,G. Hill makes 3-pt shot from 24 ft (assist by D. Fox)
3:28.0,Denver full timeout,,43-43,,
3:28.0,J. Hernangomez enters the game for E. Mudiay,,43-43,,
3:08.0,G. Harris misses 3-pt shot from 26 ft,,43-43,,
3:06.0,Offensive rebound by J. Hernangomez,,43-43,,
3:06.0,Shooting foul by D. Fox (drawn by J. Hernangomez),,43-43,,
3:06.0,J. Hernangomez misses free throw 1 of 2,,43-43,,
3:06.0,Offensive rebound by Team,,43-43,,
3:06.0,J. Hernangomez makes free throw 2 of 2,1,44-43,,
2:53.0,,,44-45,2,Z. Randolph makes 2-pt shot from 14 ft (assist by G. Temple)
2:39.0,J. Hernangomez makes 3-pt shot from 23 ft (assist by G. Harris),3,47-45,,
2:14.0,,,47-47,2,Z. Randolph makes 2-pt shot from 1 ft
2:04.0,Turnover by G. Harris (lost ball; steal by G. Hill),,47-47,,
2:04.0,Personal foul by G. Harris (drawn by G. Hill),,47-47,,
1:49.0,,,47-47,,Turnover by Z. Randolph (turnover)
1:49.0,M. Plumlee enters the game for K. Faried,,47-47,,
1:49.0,,,47-47,,K. Koufos enters the game for W. Cauley-Stein
1:39.0,W. Barton misses 2-pt shot from 4 ft,,47-47,,
1:35.0,,,47-47,,Defensive rebound by Z. Randolph
1:20.0,,,47-47,,Z. Randolph misses 2-pt shot from 16 ft
1:20.0,Defensive rebound by W. Barton,,47-47,,
1:09.0,Denver full timeout,,47-47,,
1:05.0,,,47-47,,Personal foul by G. Hill (drawn by W. Barton)
0:52.0,M. Plumlee misses 2-pt shot from 3 ft,,47-47,,
0:50.0,,,47-47,,Defensive rebound by Z. Randolph
0:27.0,,,47-47,,G. Hill misses 2-pt shot from 17 ft
0:24.0,Defensive rebound by M. Plumlee,,47-47,,
0:06.0,M. Plumlee misses 2-pt shot from 2 ft (block by G. Hill),,47-47,,
0:06.0,Offensive rebound by W. Barton,,47-47,,
0:06.0,W. Barton misses 2-pt shot from 6 ft,,47-47,,
0:05.0,Offensive rebound by M. Plumlee,,47-47,,
0:05.0,M. Plumlee misses 2-pt shot from 2 ft,,47-47,,
0:04.0,,,47-47,,Defensive rebound by G. Hill
0:00.0,,,47-47,,G. Hill misses 3-pt shot from 59 ft
0:00.0,,,47-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,J. Murray misses 3-pt shot from 22 ft,,47-47,,
11:40.0,Offensive rebound by N. Jokic,,47-47,,
11:39.0,N. Jokic makes 2-pt shot from 2 ft,2,49-47,,
11:17.0,,,49-47,,G. Temple misses 3-pt shot from 25 ft
11:13.0,Defensive rebound by N. Jokic,,49-47,,
11:11.0,K. Faried misses 2-pt shot from 1 ft (block by G. Temple),,49-47,,
11:07.0,,,49-47,,Defensive rebound by D. Fox
11:02.0,,,49-47,,Turnover by S. Labissiere (turnover)
10:46.0,K. Faried misses 2-pt shot from 8 ft,,49-47,,
10:43.0,,,49-47,,Defensive rebound by S. Labissiere
10:34.0,,,49-47,,Z. Randolph misses 2-pt shot from 9 ft
10:31.0,Defensive rebound by K. Faried,,49-47,,
10:24.0,N. Jokic makes 3-pt shot from 25 ft (assist by W. Barton),3,52-47,,
10:03.0,,,52-47,,D. Fox misses 2-pt shot from 4 ft
9:59.0,Defensive rebound by G. Harris,,52-47,,
9:54.0,N. Jokic misses 3-pt shot from 24 ft,,52-47,,
9:49.0,,,52-47,,Defensive rebound by G. Temple
9:43.0,,,52-47,,S. Labissiere misses 2-pt shot from 1 ft
9:40.0,Defensive rebound by J. Murray,,52-47,,
9:36.0,Denver full timeout,,52-47,,
9:23.0,N. Jokic misses 3-pt shot from 24 ft,,52-47,,
9:19.0,,,52-47,,Defensive rebound by S. Labissiere
9:07.0,,,52-47,,Turnover by D. Fox (lost ball; steal by G. Harris)
9:04.0,G. Harris makes 2-pt shot from 3 ft,2,54-47,,
8:56.0,,,54-47,,Violation by S. Labissiere (def goaltending)
8:47.0,,,54-49,2,Z. Randolph makes 2-pt shot from 3 ft
8:35.0,W. Barton misses 2-pt shot from 6 ft,,54-49,,
8:35.0,,,54-49,,Defensive rebound by Z. Randolph
8:20.0,,,54-51,2,G. Hill makes 2-pt shot from 8 ft
8:20.0,,,54-51,,Shooting foul by J. Murray (drawn by G. Hill)
8:20.0,E. Mudiay enters the game for J. Murray,,54-51,,
8:20.0,,,54-52,1,G. Hill makes free throw 1 of 1
8:00.0,Shooting foul by S. Labissiere (drawn by K. Faried),,54-52,,
8:00.0,K. Faried makes free throw 1 of 2,1,55-52,,
8:00.0,K. Faried makes free throw 2 of 2,1,56-52,,
7:44.0,,,56-52,,Offensive foul by G. Temple (drawn by G. Harris)
7:44.0,,,56-52,,Turnover by G. Temple (offensive foul)
7:32.0,,,56-52,,Personal foul by G. Temple (drawn by G. Harris)
7:32.0,,,56-52,,Turnover by G. Temple (turnover)
7:24.0,K. Faried misses 2-pt shot from 9 ft,,56-52,,
7:22.0,,,56-52,,Defensive rebound by Z. Randolph
7:11.0,,,56-54,2,S. Labissiere makes 2-pt shot from 8 ft
6:53.0,N. Jokic misses 3-pt shot from 24 ft,,56-54,,
6:48.0,,,56-54,,Defensive rebound by S. Labissiere
6:38.0,,,56-54,,Z. Randolph misses 2-pt shot from 12 ft
6:36.0,Defensive rebound by W. Barton,,56-54,,
6:31.0,W. Barton misses 2-pt shot from 1 ft (block by S. Labissiere),,56-54,,
6:29.0,,,56-54,,Defensive rebound by G. Hill
6:07.0,,,56-56,2,Z. Randolph makes 2-pt shot from 2 ft
6:07.0,Denver full timeout,,56-56,,
6:07.0,,,56-56,,K. Koufos enters the game for S. Labissiere
6:07.0,T. Lyles enters the game for K. Faried,,56-56,,
5:50.0,T. Lyles misses 2-pt shot from 2 ft,,56-56,,
5:50.0,Offensive rebound by Team,,56-56,,
5:43.0,Jump ball: K. Koufos vs. N. Jokic (T. Lyles gains possession),,,,Jump ball: K. Koufos vs. N. Jokic (T. Lyles gains possession)
5:38.0,N. Jokic makes 3-pt shot from 25 ft (assist by W. Barton),3,59-56,,
5:22.0,,,59-59,3,G. Hill makes 3-pt shot from 23 ft (assist by D. Fox)
5:03.0,G. Harris makes 3-pt shot from 25 ft (assist by N. Jokic),3,62-59,,
4:44.0,,,62-59,,Shooting foul by T. Lyles (drawn by D. Fox)
4:44.0,,,62-60,1,D. Fox makes free throw 1 of 2
4:44.0,,,62-60,,W. Cauley-Stein enters the game for Z. Randolph
4:44.0,,,62-61,1,D. Fox makes free throw 2 of 2
4:22.0,Shooting foul by D. Fox (drawn by E. Mudiay),,62-61,,
4:22.0,E. Mudiay misses free throw 1 of 2,,62-61,,
4:22.0,Offensive rebound by Team,,62-61,,
4:22.0,E. Mudiay makes free throw 2 of 2,1,63-61,,
4:08.0,,,63-61,,D. Fox misses 2-pt shot from 10 ft
4:05.0,Defensive rebound by N. Jokic,,63-61,,
3:54.0,T. Lyles misses 3-pt shot from 24 ft,,63-61,,
3:54.0,Offensive rebound by N. Jokic,,63-61,,
3:46.0,G. Harris makes 2-pt shot from 3 ft,2,65-61,,
3:29.0,Personal foul by G. Harris (drawn by G. Hill),,65-61,,
3:29.0,,,65-61,,B. Bogdanovic enters the game for G. Temple
3:16.0,,,65-61,,G. Hill misses 3-pt shot from 22 ft
3:13.0,Defensive rebound by T. Lyles,,65-61,,
3:03.0,W. Barton makes 3-pt shot from 24 ft,3,68-61,,
2:47.0,,,68-63,2,K. Koufos makes 2-pt shot from 9 ft (assist by D. Fox)
2:34.0,E. Mudiay misses 2-pt shot from 2 ft (block by K. Koufos),,68-63,,
2:34.0,Offensive rebound by N. Jokic,,68-63,,
2:28.0,N. Jokic makes 2-pt shot at rim,2,70-63,,
2:10.0,,,70-63,,B. Bogdanovic misses 3-pt shot from 26 ft
2:07.0,Defensive rebound by T. Lyles,,70-63,,
1:59.0,T. Lyles makes 3-pt shot from 24 ft (assist by W. Barton),3,73-63,,
1:59.0,,,73-63,,Sacramento full timeout
1:59.0,,,73-63,,F. Mason enters the game for G. Hill
1:59.0,M. Plumlee enters the game for G. Harris,,73-63,,
1:59.0,J. Hernangomez enters the game for N. Jokic,,73-63,,
1:43.0,,,73-66,3,B. Bogdanovic makes 3-pt shot from 24 ft
1:24.0,T. Lyles makes 3-pt shot from 24 ft (assist by M. Plumlee),3,76-66,,
1:02.0,,,76-68,2,K. Koufos makes 2-pt shot from 11 ft (assist by F. Mason)
0:56.0,W. Barton makes 3-pt shot from 26 ft,3,79-68,,
0:42.0,,,79-68,,B. Bogdanovic misses 3-pt shot from 24 ft
0:39.0,Defensive rebound by T. Lyles,,79-68,,
0:28.0,E. Mudiay makes 2-pt shot from 7 ft,2,81-68,,
0:20.0,,,81-70,2,F. Mason makes 2-pt shot from 16 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,81-72,2,K. Koufos makes 2-pt shot from 2 ft (assist by D. Fox)
11:31.0,G. Harris misses 3-pt shot from 24 ft,,81-72,,
11:28.0,Offensive rebound by M. Plumlee,,81-72,,
11:25.0,G. Harris makes 2-pt shot from 3 ft (assist by M. Plumlee),2,83-72,,
11:11.0,,,83-74,2,D. Fox makes 2-pt shot from 15 ft
10:51.0,T. Lyles misses 3-pt shot from 22 ft,,83-74,,
10:48.0,,,83-74,,Defensive rebound by B. Bogdanovic
10:44.0,,,83-74,,B. Bogdanovic misses 3-pt shot from 24 ft
10:41.0,Defensive rebound by M. Plumlee,,83-74,,
10:30.0,J. Murray makes 2-pt shot from 5 ft,2,85-74,,
10:02.0,,,85-74,,Turnover by Team (shot clock)
9:53.0,J. Hernangomez misses 3-pt shot from 22 ft,,85-74,,
9:48.0,Offensive rebound by T. Lyles,,85-74,,
9:46.0,G. Harris makes 3-pt shot from 25 ft (assist by M. Plumlee),3,88-74,,
9:46.0,,,88-74,,Sacramento full timeout
9:46.0,,,88-74,,G. Hill enters the game for W. Cauley-Stein
9:46.0,,,88-74,,Z. Randolph enters the game for D. Fox
9:33.0,,,88-74,,B. Bogdanovic misses 2-pt shot from 5 ft
9:31.0,,,88-74,,Offensive rebound by B. Bogdanovic
9:29.0,,,88-74,,Turnover by B. Bogdanovic (lost ball; steal by G. Harris)
9:17.0,Turnover by M. Plumlee (bad pass; steal by Z. Randolph),,88-74,,
9:17.0,Personal foul by M. Plumlee (drawn by K. Koufos),,88-74,,
9:00.0,,,88-77,3,G. Hill makes 3-pt shot from 25 ft (assist by Z. Randolph)
8:36.0,Turnover by T. Lyles (lost ball; steal by Z. Randolph),,88-77,,
8:33.0,,,88-77,,Offensive foul by F. Mason (drawn by J. Murray)
8:33.0,,,88-77,,Turnover by F. Mason (offensive foul)
8:33.0,N. Jokic enters the game for M. Plumlee,,88-77,,
8:24.0,J. Murray makes 2-pt shot from 1 ft,2,90-77,,
8:06.0,,,90-77,,Turnover by F. Mason (bad pass; steal by J. Hernangomez)
8:02.0,J. Hernangomez makes 2-pt shot from 4 ft,2,92-77,,
7:42.0,,,92-80,3,F. Mason makes 3-pt shot from 24 ft (assist by Z. Randolph)
7:19.0,J. Hernangomez makes 3-pt shot from 23 ft (assist by T. Lyles),3,95-80,,
7:05.0,,,95-82,2,K. Koufos makes 2-pt shot from 7 ft (assist by Z. Randolph)
6:54.0,J. Murray makes 2-pt shot from 4 ft,2,97-82,,
6:54.0,Shooting foul by K. Koufos (drawn by J. Murray),,97-82,,
6:54.0,K. Faried enters the game for T. Lyles,,97-82,,
6:54.0,J. Murray makes free throw 1 of 1,1,98-82,,
6:43.0,,,98-85,3,B. Bogdanovic makes 3-pt shot from 25 ft
6:29.0,J. Murray makes 3-pt shot from 25 ft,3,101-85,,
6:10.0,,,101-87,2,F. Mason makes 2-pt shot from 19 ft
5:51.0,J. Murray misses 2-pt shot from 3 ft,,101-87,,
5:48.0,,,101-87,,Defensive rebound by F. Mason
5:44.0,,,101-87,,B. Bogdanovic misses 2-pt shot from 2 ft (block by K. Faried)
5:44.0,Defensive rebound by N. Jokic,,101-87,,
5:43.0,,,101-87,,Personal foul by F. Mason (drawn by N. Jokic)
5:43.0,W. Barton enters the game for J. Hernangomez,,101-87,,
5:36.0,,,101-87,,Personal foul by Z. Randolph (drawn by N. Jokic)
5:30.0,K. Faried misses 2-pt shot from 2 ft,,101-87,,
5:27.0,Offensive rebound by K. Faried,,101-87,,
5:26.0,K. Faried misses 2-pt shot at rim,,101-87,,
5:26.0,,,101-87,,Defensive rebound by Z. Randolph
5:21.0,,,101-87,,G. Temple enters the game for B. Bogdanovic
5:17.0,,,101-87,,F. Mason misses 3-pt shot from 24 ft
5:16.0,Defensive rebound by Team,,101-87,,
4:56.0,N. Jokic makes 2-pt shot from 6 ft (assist by W. Barton),2,103-87,,
4:33.0,,,103-87,,Z. Randolph misses 3-pt shot from 23 ft
4:30.0,Defensive rebound by W. Barton,,103-87,,
4:28.0,J. Murray makes 2-pt shot at rim (assist by N. Jokic),2,105-87,,
4:27.0,,,105-87,,Sacramento full timeout
4:27.0,,,105-87,,D. Fox enters the game for F. Mason
4:27.0,,,105-87,,M. Richardson enters the game for Z. Randolph
4:27.0,T. Lyles enters the game for K. Faried,,105-87,,
4:16.0,,,105-87,,Turnover by D. Fox (lost ball; steal by N. Jokic)
4:03.0,Shooting foul by D. Fox (drawn by J. Murray),,105-87,,
4:03.0,J. Murray makes free throw 1 of 2,1,106-87,,
4:03.0,J. Murray makes free throw 2 of 2,1,107-87,,
3:52.0,,,107-89,2,M. Richardson makes 2-pt shot from 2 ft
3:35.0,Shooting foul by G. Hill (drawn by G. Harris),,107-89,,
3:35.0,G. Harris makes free throw 1 of 2,1,108-89,,
3:35.0,G. Harris misses free throw 2 of 2,,108-89,,
3:32.0,,,108-89,,Defensive rebound by K. Koufos
3:27.0,,,108-89,,G. Temple misses 2-pt shot from 15 ft
3:25.0,Defensive rebound by N. Jokic,,108-89,,
3:02.0,Turnover by Team (shot clock),,108-89,,
3:02.0,,,108-89,,S. Labissiere enters the game for G. Hill
3:02.0,,,108-89,,F. Mason enters the game for G. Temple
3:02.0,,,108-89,,J. Jackson enters the game for K. Koufos
3:00.0,G. Harris misses 2-pt shot from 22 ft,,108-89,,
3:00.0,Offensive rebound by Team,,108-89,,
2:40.0,,,108-89,,S. Labissiere misses 2-pt shot from 9 ft
2:36.0,Defensive rebound by W. Barton,,108-89,,
2:31.0,Denver full timeout,,108-89,,
2:31.0,M. Plumlee enters the game for T. Lyles,,108-89,,
2:31.0,J. Hernangomez enters the game for G. Harris,,108-89,,
2:31.0,M. Beasley enters the game for N. Jokic,,108-89,,
2:31.0,E. Mudiay enters the game for J. Murray,,108-89,,
2:21.0,W. Barton makes 3-pt shot from 24 ft (assist by M. Beasley),3,111-89,,
2:10.0,Personal foul by W. Barton (drawn by D. Fox),,111-89,,
2:10.0,T. Lydon enters the game for W. Barton,,111-89,,
1:56.0,,,111-91,2,J. Jackson makes 2-pt shot from 16 ft (assist by F. Mason)
1:32.0,M. Plumlee misses 2-pt shot from 6 ft,,111-91,,
